demo_popproj_projection_year,demo_popproj_geography_lgd_code,demo_popproj_age_cohort_5yr,demo_popproj_sex_at_birth,demo_popproj_race_ethnicity_group,demo_popproj_population_base_estimate,demo_popproj_population_projected_mid,demo_popproj_population_projected_low,demo_popproj_population_projected_high,demo_popproj_net_births_assumption,demo_popproj_net_deaths_assumption,demo_popproj_domestic_migration_assumption,demo_popproj_international_migration_assumption,demo_popproj_housing_units_baseline,demo_popproj_group_quarters_population,demo_popproj_cohort_survival_rate,demo_popproj_fertility_rate_assumption,demo_popproj_migration_rate_assumption,demo_popproj_release_vintage,demo_popproj_methodology_code
2029,86569059,45-49,F,ST,1729674,1852280,1734744,1955401,64255,41796,5484,6688,456297,2242,0.9723,2.14,0.0189,2021-Q%q,BAYES
2023,64771730,70-74,F,OBC,1898508,1952060,1845600,2095423,32539,38864,-5686,5680,49468,26744,0.8936,3.74,0.0086,2022-Q%q,CENSUS_ADJ
2037,31369359,85+,M,SC,188194,163204,146244,177515,63823,34916,-7652,8345,470635,48572,0.9387,2.51,0.0394,2023-Q%q,HYBRID
2033,67454939,55-59,M,Other,403474,408507,363814,441155,7231,44776,35366,8212,108497,36788,0.8824,2.74,0.0173,2024-Q%q,BAYES
2036,14684118,40-44,M,OBC,1852060,2108170,1979179,2318625,15922,48422,-2497,3093,475313,37306,0.9413,2.31,0.0358,2018-Q%q,TREND
2028,40817995,50-54,M,SC,1059788,1082447,958970,1162303,35541,13995,-38431,7940,554849,48626,0.897,1.42,0.0005,2024-Q%q,BAYES
2026,78073978,50-54,F,ST,626956,734346,699487,781687,52118,39048,44797,-5344,231444,34675,0.9619,3.48,0.0007,2020-Q%q,TREND
2036,23675768,05-09,F,SC,1635690,1551226,1385351,1698531,6272,53933,47921,7745,86568,27715,0.9482,1.26,-0.0183,2025-Q%q,COHORTCOMP
2040,70018844,10-14,M,General,1240406,1347281,1219220,1451009,49053,35713,45757,2599,163559,4901,0.9353,2.54,0.0298,2020-Q%q,COHORTCOMP
2037,75108247,10-14,M,ST,427916,396512,354991,446482,33136,50118,18609,25,412181,31473,0.9015,1.33,0.0089,2018-Q%q,HYBRID
2025,88456421,30-34,M,General,1577984,1584440,1433122,1721272,33929,19790,-44449,37,45330,30072,0.9656,1.98,0.0027,2023-Q%q,HYBRID
2021,52806139,50-54,X,OBC,1373839,1231525,1121660,1338563,41432,55991,11536,-8466,212843,5070,0.9128,2.74,0.0461,2024-Q%q,COHORTCOMP
2024,85020632,70-74,X,ST,1945412,2310351,2077147,2536462,37706,52998,9878,1479,253436,3603,0.882,3.07,-0.0104,2023-Q%q,CENSUS_ADJ
2031,95705419,00-04,M,Other,860188,883858,809201,951896,11567,7976,-33489,5590,415303,28962,0.919,1.33,0.0001,2019-Q%q,CENSUS_ADJ
2033,49088787,75-79,F,Other,620007,697327,664995,766681,71702,18905,-36405,-7820,596823,45283,0.8936,2.09,0.0336,2023-Q%q,HYBRID
2038,56845260,45-49,X,SC,526100,474291,438558,531372,9833,22971,-10461,8855,166402,24516,0.9442,2.96,0.021,2023-Q%q,BAYES
2041,95853294,30-34,X,General,428061,475415,443624,525190,24979,11677,-45839,3345,282110,46279,0.977,2.92,0.0351,2018-Q%q,BAYES
2023,57382562,70-74,X,SC,1369932,1372510,1264084,1517890,60698,34570,-30243,6221,356699,7128,0.9824,3.02,0.0175,2026-Q%q,HYBRID
2035,60633220,05-09,F,ST,1495852,1602636,1424415,1706930,65087,2770,16848,-8868,484512,45102,0.9362,2.84,-0.0047,2025-Q%q,BAYES
2037,90650910,25-29,X,OBC,1290955,1313685,1178475,1462992,33206,5564,17331,-6675,72797,23726,0.8959,2.12,-0.0052,2019-Q%q,BAYES
2032,15220419,30-34,M,General,416398,454146,405319,496522,64479,29521,-29343,-6242,170073,30838,0.9833,3.05,-0.0155,2021-Q%q,HYBRID
2034,52070338,35-39,F,SC,1045251,960227,867479,1063547,20987,10750,-31816,-4452,410495,8025,0.9044,3.6,-0.011,2023-Q%q,BAYES
2036,67758006,75-79,M,Other,935704,826655,738184,917605,18302,4692,-37801,-187,35873,27995,0.9098,2.76,-0.0033,2019-Q%q,COHORTCOMP
2032,86472579,55-59,M,General,132213,146199,136824,157944,59191,26279,-21531,6872,196346,37234,0.9441,3.59,0.034,2020-Q%q,CENSUS_ADJ
2040,62830910,55-59,F,Other,927187,791168,712228,868801,36371,36971,-43626,4891,484409,36945,0.9075,1.37,-0.0188,2023-Q%q,HYBRID
2035,44835689,60-64,X,SC,1026945,1253785,1194718,1365501,75483,18495,7039,4779,533244,14095,0.9383,3.69,0.0043,2020-Q%q,COHORTCOMP
2026,50051374,70-74,F,OBC,1850963,1696552,1578561,1815646,28481,18949,-27579,5574,91101,9981,0.88,1.83,0.0134,2019-Q%q,CENSUS_ADJ
2030,98373369,80-84,F,ST,662380,782819,707170,841715,55404,40186,-20550,-9106,220762,49658,0.9385,3.3,0.019,2022-Q%q,COHORTCOMP
2036,99649500,25-29,X,ST,584644,592919,562770,643250,44644,56382,-3710,271,219000,39903,0.8811,1.48,0.0319,2018-Q%q,HYBRID
2039,63145946,70-74,M,General,1069083,1051600,931720,1147714,46648,58635,-20033,1397,562162,23419,0.8872,2.45,-0.0136,2020-Q%q,TREND
2026,23975173,05-09,M,Other,1730346,2056588,1945340,2154615,12952,55643,20367,-2700,461947,13619,0.9326,1.51,0.0365,2024-Q%q,TREND
2021,78817785,15-19,F,ST,1821774,1752303,1637644,1923637,34821,39232,9567,2914,427643,31426,0.9946,3.36,0.0119,2020-Q%q,TREND
2024,38064647,35-39,F,ST,972142,922002,839370,978488,4922,19741,-13775,-7044,483849,382,0.9886,2.77,0.021,2025-Q%q,TREND
2039,26639251,45-49,F,Other,592151,603777,540040,650223,57648,39775,-2998,-4020,36171,42406,0.9664,3.36,-0.0163,2024-Q%q,CENSUS_ADJ
2032,19104176,20-24,X,General,1377283,1488850,1341808,1573740,1824,29386,-48457,3307,161106,34559,0.9765,1.32,0.048,2020-Q%q,TREND
2035,66298066,75-79,M,Other,664844,698397,641919,755441,70163,4773,-18260,-6089,546055,41852,0.946,1.7,-0.0062,2023-Q%q,COHORTCOMP
2024,85956279,15-19,X,General,125254,128183,117452,135356,42335,40599,-49609,7982,374327,30794,0.9605,3.44,-0.0175,2021-Q%q,COHORTCOMP
2040,64650962,60-64,F,SC,564903,629969,580714,664988,51952,6845,16502,-2336,92069,26415,0.8916,2.11,0.0389,2021-Q%q,BAYES
2032,73999900,45-49,F,General,512471,553706,506521,614565,9969,57838,21605,2694,454676,2238,0.9592,2.77,0.0345,2023-Q%q,COHORTCOMP
2032,17098421,70-74,F,ST,1141528,1414358,1282746,1516361,43640,27028,-26638,4471,233332,41024,0.9023,1.27,0.0263,2018-Q%q,COHORTCOMP
2022,93050764,00-04,M,Other,1270068,1260828,1118475,1368730,64997,59690,15895,2990,292076,39085,0.9698,2.58,0.0073,2025-Q%q,CENSUS_ADJ
2031,65039373,35-39,M,OBC,431733,446534,406683,477010,69548,6925,25095,876,266838,43465,0.9794,3.22,0.0461,2023-Q%q,CENSUS_ADJ
2026,58550971,85+,X,Other,1009010,1094401,1005112,1207314,59693,40422,36960,1798,258907,5269,0.917,2.83,-0.0046,2023-Q%q,COHORTCOMP
2022,88723526,10-14,X,OBC,365055,454365,429758,476071,11258,47782,6890,428,149671,41838,0.957,3.65,0.0102,2024-Q%q,TREND
2034,17984623,00-04,X,General,1565054,1929514,1832650,2066121,27971,37442,42934,4055,14010,24166,0.9753,3.24,0.0271,2022-Q%q,TREND
2035,98654252,55-59,F,OBC,1033516,1196316,1137418,1280257,20668,36797,19755,-4049,554166,43742,0.9927,3.62,-0.0124,2020-Q%q,HYBRID
2038,68690726,70-74,X,ST,1596147,1368262,1280924,1482857,11577,59726,-27609,-9400,266871,46444,0.931,1.61,-0.0065,2022-Q%q,TREND
2028,87437252,70-74,F,OBC,1257232,1272261,1198429,1374274,1605,5383,-49350,-8026,509595,44805,0.9421,3.8,-0.0162,2024-Q%q,BAYES
2030,59806280,50-54,M,ST,1070077,1143249,1045182,1245486,11937,2646,29569,-4386,36722,32474,0.8902,3.73,-0.0142,2019-Q%q,TREND
2037,67848862,65-69,X,ST,1359122,1674371,1592159,1835408,38747,7801,25149,-1529,591504,20160,0.9569,2.81,-0.0108,2019-Q%q,HYBRID
2028,76371518,25-29,M,ST,1343637,1274312,1141545,1360181,54144,58955,-29232,-58,70853,48262,0.9186,3.75,0.0394,2022-Q%q,COHORTCOMP
2037,38549654,60-64,F,OBC,362286,310607,270223,335262,27007,14812,29891,-8486,549000,26465,0.895,2.25,-0.0084,2019-Q%q,CENSUS_ADJ
2041,60770214,30-34,X,SC,65410,66971,63120,71247,26521,16444,3938,8278,66200,2302,0.9249,1.51,0.0039,2025-Q%q,CENSUS_ADJ
2038,16846168,40-44,M,OBC,1346642,1582496,1460163,1665991,9910,34581,27026,-5546,585899,29487,0.8856,1.38,0.0066,2019-Q%q,CENSUS_ADJ
2025,12716304,50-54,X,ST,1484916,1698738,1526992,1841377,41559,57853,-10455,-2211,493053,22445,0.9604,1.44,0.0035,2025-Q%q,HYBRID
2033,70275759,45-49,M,SC,97815,91489,83632,98730,19384,26582,-23701,7914,523463,31287,0.9923,2.08,0.008,2019-Q%q,CENSUS_ADJ
2027,95615790,60-64,F,Other,635209,739097,690306,775888,76898,37511,22631,1816,309807,48320,0.9669,1.42,-0.0127,2018-Q%q,BAYES
2025,19131909,10-14,M,ST,354048,396823,366537,421573,10434,55542,31694,-3608,125316,12756,0.9574,2.56,0.019,2024-Q%q,BAYES
2035,52767096,50-54,F,ST,971654,991964,892508,1106185,71523,50952,22768,-3449,140601,5901,0.9387,1.97,0.0073,2020-Q%q,COHORTCOMP
2038,75855738,45-49,X,ST,1550436,1573847,1480644,1748464,61215,25081,-38574,5649,536955,46284,0.9615,2.86,0.0255,2022-Q%q,COHORTCOMP
2027,65406703,30-34,M,Other,1717952,1557718,1371362,1748738,47865,48544,-30052,-8375,546483,40258,0.9433,2.62,0.0458,2019-Q%q,CENSUS_ADJ
2032,64689442,60-64,F,General,1582234,1844966,1684546,1955771,61565,46877,14719,-8992,410071,49627,0.9553,1.23,0.0446,2023-Q%q,COHORTCOMP
2032,79837895,05-09,X,Other,1032784,1103106,988803,1180841,32888,9138,3737,3098,180064,43833,0.9662,2.01,-0.0022,2021-Q%q,COHORTCOMP
2036,70075415,70-74,X,Other,1275114,1352028,1209701,1473043,28769,39258,37358,-8165,555519,37418,0.9272,2.55,0.0152,2022-Q%q,HYBRID
2034,85565473,35-39,F,SC,552250,508175,464719,547055,16336,45467,18240,6891,135733,6940,0.918,2.68,-0.0165,2023-Q%q,HYBRID
2024,65315992,15-19,M,SC,852420,1063780,1020017,1150738,58314,22195,10024,147,310348,45531,0.8899,3.51,0.0286,2023-Q%q,COHORTCOMP
2037,49977792,75-79,F,General,353890,408666,381513,445019,31432,34020,2112,8177,61986,637,0.9721,2.82,0.0395,2024-Q%q,HYBRID
2038,45426364,05-09,F,General,249698,305805,290970,322013,49572,52296,-31302,-6632,417739,12608,0.9798,2.98,0.0139,2019-Q%q,CENSUS_ADJ
2027,20658559,55-59,M,General,1254785,1119724,1039947,1254627,31153,41970,-30425,3617,20603,16686,0.9162,3.65,0.0234,2019-Q%q,BAYES
2021,77898273,75-79,M,ST,415196,369481,344611,406097,9533,29895,40476,-9486,142045,13785,0.9746,3.74,-0.0101,2019-Q%q,BAYES
2021,67015138,05-09,F,SC,1091323,1009295,920494,1090483,33942,23903,38910,4271,395436,48904,0.9366,2.69,0.0056,2022-Q%q,COHORTCOMP
2041,32229029,70-74,F,General,1496757,1643132,1502578,1806773,41589,16682,-25298,-7237,163634,298,0.9501,2.11,0.0221,2019-Q%q,TREND
2038,67422515,50-54,M,OBC,1466131,1319463,1192229,1414501,75254,37102,-4085,1569,214838,2166,0.9813,3.46,-0.0063,2019-Q%q,HYBRID
2028,48798593,00-04,X,Other,1927209,2334374,2175705,2448403,56227,27732,38963,494,432079,24166,0.9915,3.54,0.0035,2021-Q%q,TREND
2033,62476026,65-69,M,ST,1965314,1941140,1805683,2098095,63119,4958,-34702,-7908,554759,29557,0.9313,1.27,0.0366,2021-Q%q,COHORTCOMP
2041,20067518,10-14,F,SC,510135,456615,413973,511491,74993,39444,-25770,4236,593943,43630,0.9044,3.7,0.0408,2023-Q%q,CENSUS_ADJ
2031,68203987,20-24,M,OBC,1017659,976411,865721,1081950,79548,50067,25778,-1296,71621,46889,0.8929,2.36,0.0379,2023-Q%q,COHORTCOMP
2037,90279708,60-64,M,OBC,339910,310470,272678,331702,15349,9983,16006,1928,282165,32298,0.915,2.25,-0.0101,2022-Q%q,BAYES
2025,30115100,10-14,F,General,1406171,1210368,1103391,1377308,68954,48863,25826,3831,221994,15306,0.9609,3.14,0.0326,2021-Q%q,COHORTCOMP
2025,51880178,30-34,M,ST,190990,211361,201549,224104,70724,35348,-42219,2646,162810,23906,0.932,1.58,0.043,2024-Q%q,CENSUS_ADJ
2025,76304633,45-49,M,OBC,1069883,1182801,1074186,1241931,23143,21573,32957,9733,35072,5165,0.9538,2.93,0.0025,2020-Q%q,CENSUS_ADJ
2040,84030023,50-54,X,ST,1249156,1081005,1005865,1207868,54054,15786,-13077,9722,24901,39397,0.9937,1.86,0.0012,2026-Q%q,CENSUS_ADJ
2036,95921492,70-74,M,Other,1978699,2026001,1810020,2147856,25936,58680,46877,9316,84120,38359,0.8869,1.34,0.0426,2024-Q%q,HYBRID
2030,57990921,35-39,X,SC,845781,828283,739833,871370,36431,11552,-4860,8824,49553,35920,0.928,1.54,0.0468,2025-Q%q,HYBRID
2022,56232805,00-04,M,General,1167993,1164214,1101068,1296785,45694,59214,-2719,-42,598877,37134,0.9042,2.56,0.0035,2018-Q%q,BAYES
2021,56501258,25-29,F,Other,1414987,1345460,1201935,1441252,73156,59917,-45233,-8528,307916,23714,0.9118,2.42,0.006,2022-Q%q,TREND
2024,47323657,60-64,M,OBC,439599,446200,405093,491490,6319,35159,47823,1575,507540,6306,0.8919,1.7,-0.0098,2024-Q%q,TREND
2039,13505994,00-04,X,SC,1419232,1507539,1345709,1659932,20585,58969,-40461,-6465,485366,12532,0.9917,3.42,0.0228,2023-Q%q,CENSUS_ADJ
2024,66784118,55-59,X,ST,1756770,1594874,1455657,1701598,58755,31352,-18953,-838,486238,43908,0.9241,3.54,0.0205,2018-Q%q,COHORTCOMP
2035,27252657,75-79,F,SC,575424,706626,669502,766823,75762,12865,4632,-2572,107298,25271,0.8816,3.27,0.0034,2023-Q%q,TREND
2033,25157551,35-39,M,Other,388330,379948,352343,403302,3903,18025,24159,-2477,272119,38606,0.9603,3.54,0.0381,2023-Q%q,COHORTCOMP
2036,29049857,45-49,X,ST,228704,231919,214943,250178,35123,3631,40433,2584,481166,37470,0.9896,1.22,-0.0165,2020-Q%q,TREND
2022,59493118,70-74,X,Other,905368,782738,698593,860048,58766,39135,-31733,1673,250280,41056,0.9269,1.69,0.0431,2023-Q%q,BAYES
2037,11311299,30-34,X,General,339674,300895,277296,329662,45110,48362,-46587,-8920,570221,2814,0.9087,1.74,-0.0035,2018-Q%q,COHORTCOMP
2032,77223497,25-29,F,OBC,560203,485768,429836,527026,25039,13543,10559,-4330,127835,13809,0.9379,1.85,0.0347,2018-Q%q,TREND
2039,14829934,30-34,F,OBC,666957,634224,570096,696638,69059,31033,-46869,3086,338316,13243,0.9093,1.32,-0.0167,2021-Q%q,COHORTCOMP
2024,14177579,30-34,M,OBC,450027,463008,412321,487825,9895,30575,30287,-1611,552893,29602,0.9026,1.93,0.0224,2018-Q%q,TREND
2030,70855550,45-49,M,SC,962124,929643,880443,1024828,2742,17471,-17464,-4207,227413,36742,0.9761,1.29,0.0121,2025-Q%q,COHORTCOMP
2035,71350153,70-74,M,General,1926801,1716111,1487057,1899548,72617,2675,-47282,-4818,346435,27362,0.9003,1.6,0.0142,2018-Q%q,CENSUS_ADJ
2026,20915450,45-49,F,ST,308394,278075,246879,305753,15225,47382,-7113,4344,14210,48907,0.8856,1.75,0.0019,2018-Q%q,HYBRID
2039,10003111,10-14,X,Other,480103,433011,402867,479423,58196,32865,-31162,-6067,168075,49566,0.9289,1.8,0.0014,2021-Q%q,CENSUS_ADJ
2025,77999324,60-64,M,ST,782858,796149,717861,858341,40799,27853,14635,-6999,228448,30553,0.8845,1.77,0.026,2024-Q%q,BAYES
2021,57658984,80-84,M,SC,624040,710344,675408,767560,8462,9600,13665,4193,98778,20410,0.9746,1.87,-0.0174,2023-Q%q,HYBRID
2022,18619509,25-29,M,General,1617747,1392698,1217988,1505886,17607,1830,-9198,-3805,368798,17895,0.8838,1.89,0.0427,2020-Q%q,COHORTCOMP
2035,77435535,20-24,F,SC,275282,323926,302481,353272,37902,10510,-39232,-3288,591738,13430,0.8893,3.02,0.0386,2020-Q%q,HYBRID
2023,18909589,05-09,M,SC,425540,387820,341419,436633,984,37029,-19413,9610,425681,45418,0.8867,3.08,0.0216,2024-Q%q,CENSUS_ADJ
2038,57597603,65-69,F,Other,1232138,1047693,901109,1193198,60713,45984,11958,-1416,219123,48873,0.9863,2.54,-0.0033,2024-Q%q,TREND
2037,57911671,15-19,M,SC,295164,339137,313307,369873,18188,2484,30412,620,387391,33559,0.9809,3.76,-0.0027,2023-Q%q,CENSUS_ADJ
2032,21511859,00-04,F,SC,404799,462062,423827,498222,4571,10459,19591,-5735,255892,3180,0.9283,2.94,0.0312,2020-Q%q,BAYES
2029,85450902,30-34,X,SC,1702780,1671561,1529123,1776797,56284,2985,-32250,5809,598200,42565,0.9288,1.22,0.0481,2024-Q%q,TREND
2039,89202711,65-69,X,OBC,1539193,1413244,1334320,1544637,42030,22699,37004,-4133,237097,47040,0.9355,3.04,0.0097,2024-Q%q,TREND
2021,21233927,35-39,M,SC,941556,977282,912101,1040921,28176,14272,-43000,6779,274689,10560,0.9084,3.31,0.0285,2018-Q%q,BAYES
2037,82015231,20-24,F,Other,1714511,1815852,1705223,1929350,2015,28456,4852,-123,235936,18857,0.8883,3.09,0.0047,2025-Q%q,HYBRID
2031,91726628,50-54,X,Other,1459219,1601380,1485904,1735415,14562,3008,2064,-9990,229237,28105,0.9187,1.93,0.009,2021-Q%q,TREND
2034,17123162,15-19,M,ST,1028484,1079176,963758,1162088,3344,41107,43474,-9268,459641,9681,0.8916,3.01,0.009,2026-Q%q,CENSUS_ADJ
2027,98464152,35-39,M,Other,736532,746697,695814,825601,49630,55419,-9649,-918,112533,2711,0.9202,2.97,-0.0103,2019-Q%q,BAYES
2039,56496250,00-04,M,Other,1919518,1780211,1616984,1995538,64393,34538,42949,-9686,47237,46330,0.9051,2.9,-0.0128,2019-Q%q,HYBRID
2035,49673346,60-64,F,ST,1828399,1682083,1546249,1803357,71031,55031,-30290,9155,47898,43116,0.8874,3.45,0.0157,2024-Q%q,CENSUS_ADJ
2031,39672199,75-79,F,SC,1619776,1850876,1701592,1945828,32692,9763,11410,2289,458143,39813,0.8898,1.24,-0.014,2025-Q%q,BAYES
2023,17562980,20-24,F,SC,1268974,1424169,1292558,1572293,10872,54200,6518,-369,510626,9934,0.9806,3.4,0.0126,2023-Q%q,BAYES
2029,27758350,00-04,F,OBC,1212494,1256820,1153687,1347966,36693,20120,-9975,2026,326803,48138,0.9442,2.97,0.0072,2018-Q%q,CENSUS_ADJ
2029,88122196,00-04,X,SC,827406,728516,666079,812679,70718,3592,5668,2696,249261,12502,0.9507,1.6,0.0352,2025-Q%q,CENSUS_ADJ
2040,74613103,25-29,F,SC,161662,187581,173068,205404,66352,49546,-12468,-5544,527944,33645,0.9351,1.8,0.029,2020-Q%q,BAYES
2027,95804226,55-59,M,Other,1192171,1334223,1245581,1417842,68223,46730,-1947,1379,256501,24799,0.9735,3.04,-0.0029,2019-Q%q,BAYES
2021,19593297,65-69,M,Other,971909,1184725,1078565,1261425,36058,25076,-20366,9026,392191,29848,0.9729,1.37,0.0354,2019-Q%q,HYBRID
2040,45867320,60-64,M,SC,1217279,1331971,1217127,1472280,55220,7884,47455,-8976,197638,41265,0.9222,3.56,-0.0199,2020-Q%q,BAYES
2031,46092307,65-69,X,General,1251032,1457101,1375795,1556602,24465,32248,23066,-7935,48637,18648,0.9254,1.45,-0.0158,2019-Q%q,BAYES
2024,73251957,35-39,F,OBC,337094,389213,350422,422000,26268,35779,-41614,-1538,21444,17401,0.9428,1.58,0.0429,2019-Q%q,BAYES
2038,72841558,40-44,X,OBC,959201,1061485,994901,1130898,73816,4558,27473,1594,221665,21843,0.8999,2.98,0.0271,2024-Q%q,HYBRID
2022,67662669,85+,F,General,779453,761968,714863,852604,748,45669,-16562,-7894,357954,35365,0.987,2.52,0.0424,2019-Q%q,HYBRID
2022,74907180,85+,M,SC,1048919,1228871,1144380,1335162,57127,54809,-36507,2429,388851,47352,0.9032,2.46,-0.015,2025-Q%q,HYBRID
2025,71331156,30-34,X,Other,1968133,1918349,1741560,2114325,29080,14619,48121,7058,427954,34749,0.928,3.46,-0.017,2025-Q%q,TREND
2034,41834774,75-79,X,OBC,1054328,911538,834027,989103,9377,48510,33888,266,334672,19802,0.9324,1.61,0.0006,2025-Q%q,COHORTCOMP
2022,65427016,10-14,M,OBC,800710,853879,772205,938435,52500,42626,28579,-2668,130636,28664,0.886,3.73,0.0402,2019-Q%q,BAYES
2026,73706338,35-39,M,General,8693,9923,8992,10532,59007,19873,-1738,4021,543357,47132,0.9467,2.68,0.0384,2024-Q%q,BAYES
2022,99405609,05-09,M,OBC,142554,169656,153427,183137,74098,45080,-82,-6029,597020,15087,0.9092,2.66,-0.0013,2018-Q%q,COHORTCOMP
2021,59004976,50-54,X,OBC,576507,538850,477512,600413,31175,28487,40679,-1324,286152,45823,0.9822,1.53,-0.0036,2018-Q%q,BAYES
2032,42837319,10-14,F,General,19753,19509,18201,21388,17401,15666,15794,-200,322562,26538,0.9556,3.77,0.0149,2022-Q%q,COHORTCOMP
2029,39564135,70-74,X,General,1042563,1122791,1056588,1207916,45958,28225,-8837,1931,102868,4867,0.9521,3.13,0.0054,2022-Q%q,TREND
2024,69780218,20-24,M,ST,873763,913084,855712,984813,24743,12351,-34169,-4521,458173,13720,0.8843,1.59,0.0381,2026-Q%q,BAYES
2027,95485625,45-49,F,SC,1880933,1842312,1670426,1979478,7901,34430,-42744,3770,368259,12221,0.9874,2.5,-0.008,2022-Q%q,HYBRID
2023,54825924,55-59,M,ST,1089125,1328526,1225671,1448991,56007,56997,-34107,-3435,305853,34329,0.919,3.67,-0.0093,2023-Q%q,COHORTCOMP
2027,51145022,20-24,X,ST,121624,118704,106058,127334,34614,36385,-34881,-8415,341397,39640,0.8813,2.07,-0.0177,2024-Q%q,COHORTCOMP
2034,25085784,20-24,F,OBC,97497,93754,86641,104237,62040,49816,4454,899,196776,3682,0.8835,3.51,0.0019,2022-Q%q,TREND
2035,83506386,20-24,X,Other,246287,304503,291550,329914,2155,20898,-17351,-4423,445551,16320,0.9084,2.29,0.0435,2018-Q%q,TREND
2021,29193260,85+,X,SC,722906,817478,736282,866795,52927,21475,6970,363,420001,3910,0.9156,1.65,0.0471,2021-Q%q,CENSUS_ADJ
2021,86836124,25-29,M,Other,16081,17531,15779,18700,52888,33223,-49833,6838,359433,15238,0.9451,3.56,0.0024,2020-Q%q,CENSUS_ADJ
2025,47591295,40-44,F,General,1717735,1548929,1379510,1684049,31816,19694,-8798,-1058,122860,42914,0.9227,2.21,0.0476,2024-Q%q,COHORTCOMP
2032,68579681,25-29,F,ST,1926780,1726331,1505903,1937968,27570,39793,46974,3426,90034,42989,0.9328,3.29,-0.0133,2020-Q%q,TREND
2021,22431623,70-74,F,ST,1873836,1941737,1767887,2038372,25092,9225,-35157,-3445,110566,22200,0.9169,1.83,-0.0155,2020-Q%q,BAYES
2033,87907369,05-09,M,Other,954644,986569,907345,1043983,24895,12618,23123,8299,575288,46092,0.9855,1.32,0.0095,2022-Q%q,COHORTCOMP
2037,38399013,80-84,X,ST,574632,670461,608981,719087,12604,3953,-18476,1838,545738,16708,0.8992,2.25,0.0276,2023-Q%q,HYBRID
2023,13455182,80-84,F,OBC,146661,125528,114185,140019,67828,41008,20690,4032,275001,10499,0.9764,3.07,0.0347,2018-Q%q,BAYES
2025,38209370,50-54,F,Other,1657338,1619262,1480678,1761699,74119,12350,28017,4114,170640,18601,0.8861,1.9,0.0397,2022-Q%q,BAYES
2021,16013628,65-69,X,ST,1519120,1675078,1561394,1789811,69539,24873,-20309,8176,577399,38534,0.9098,3.59,0.047,2022-Q%q,COHORTCOMP
2028,19763590,80-84,X,Other,1458703,1565672,1477897,1665936,28417,3274,-41139,-1635,451041,39860,0.9735,2.79,0.0449,2022-Q%q,BAYES
2031,32565292,35-39,X,Other,488883,433507,376235,469362,69294,44029,-13532,-5567,262159,43414,0.9896,2.86,0.0052,2019-Q%q,HYBRID
2040,41459558,55-59,F,General,1014734,900365,838501,961809,46543,49722,-1562,-2718,490289,31200,0.9524,3.4,0.004,2020-Q%q,HYBRID
2024,65946596,10-14,M,Other,429519,470607,443321,521952,15467,5143,-15570,5726,6469,8048,0.9297,1.98,0.0284,2019-Q%q,HYBRID
2023,83596820,25-29,F,OBC,1893652,2312329,2097282,2505651,32994,49489,48433,-3202,221763,14733,0.9439,2.92,-0.0127,2024-Q%q,HYBRID
2025,61926926,25-29,X,ST,1379107,1602859,1503176,1674348,47654,55888,45176,1911,429623,39638,0.976,1.91,0.0165,2020-Q%q,COHORTCOMP
2028,77449957,55-59,X,OBC,1868536,1811027,1624916,1998859,55346,15458,12488,-4209,527577,28715,0.9578,1.73,0.0356,2022-Q%q,COHORTCOMP
2034,86320901,65-69,M,OBC,690196,758429,702586,820431,2166,54599,48037,4639,510730,2505,0.8956,3.77,0.0168,2023-Q%q,TREND
2041,36832220,00-04,F,OBC,1982767,1765547,1601299,1978777,3255,53254,30003,-4962,450007,30790,0.9627,1.89,-0.0161,2026-Q%q,COHORTCOMP
2029,90099368,25-29,F,General,570238,587729,547770,646813,34529,54902,-6519,-4558,353672,17676,0.9629,1.74,0.0253,2019-Q%q,BAYES
2037,76609382,55-59,X,OBC,1866967,1989864,1807876,2091067,34766,7057,-22542,1166,399072,7131,0.9647,3.11,0.0391,2021-Q%q,HYBRID
2039,99445117,35-39,X,OBC,1051402,1236799,1117961,1303283,918,13825,-13913,-8618,332980,30813,0.9422,3.46,0.0228,2024-Q%q,COHORTCOMP
2024,79796894,25-29,F,OBC,1557144,1681867,1578053,1812458,68238,7674,8390,3058,369985,42917,0.9218,2.64,0.0086,2023-Q%q,COHORTCOMP
2030,25335901,75-79,M,Other,725498,764703,693133,831206,73867,28951,-29178,4443,56197,29312,0.8862,2.76,0.0409,2024-Q%q,TREND
2039,23961530,20-24,F,ST,614391,753132,718853,787377,78989,22483,-26940,-7909,379304,27841,0.9848,2.0,-0.0162,2021-Q%q,COHORTCOMP
2024,64403009,45-49,X,SC,1894661,1704390,1481974,1880859,46662,2697,8,4677,170147,226,0.979,3.58,0.0447,2024-Q%q,HYBRID
2030,20325499,75-79,F,OBC,730893,911942,831080,952645,76026,23930,-29031,9052,429268,43043,0.9462,3.22,0.0052,2025-Q%q,COHORTCOMP
2037,62359861,05-09,M,General,257741,303463,287700,326410,26407,49425,46752,-5523,433315,32772,0.8818,2.32,0.0404,2018-Q%q,CENSUS_ADJ
2038,26266621,25-29,M,General,297857,301782,271467,329317,17684,49691,16632,-6424,106849,38997,0.8965,2.26,0.0212,2021-Q%q,BAYES
