lab_cond_reference_year,lab_cond_country_iso2,lab_cond_region_nuts_code,lab_cond_sector_nace_section,lab_cond_contract_type_code,lab_cond_working_hours_week_mean,lab_cond_overtime_share_pct,lab_cond_shift_work_share_pct,lab_cond_remote_work_share_pct,lab_cond_right_to_disconnect_policy_flag,lab_cond_work_accidents_rate_per_100k,lab_cond_work_related_illness_rate_per_100k,lab_cond_job_satisfaction_score,lab_cond_work_life_balance_score,lab_cond_burnout_risk_index,lab_cond_training_provided_share_pct,lab_cond_union_membership_share_pct,lab_cond_eurofound_source_flag,lab_cond_survey_weight,lab_cond_data_extract_date
2009,IT,RO30,E,PLATFORM,47.28,16.43,13.35,11.85,1,232.61,927.84,6.63,6.83,62.2,33.22,9.53,1,3.927,2026-01-04
2010,PT,RO2,P,SELF_EMPLOYED,48.99,17.99,24.16,12.43,0,419.22,1255.79,6.29,6.91,37.98,64.01,40.83,1,3.142,2024-03-27
2011,BE,NL33,F,PERMANENT,27.88,7.97,25.7,12.6,0,121.34,868.82,5.82,7.88,39.49,56.88,27.68,1,1.8782,2025-02-13
2012,FI,LU1,Q,APPRENTICE,24.08,8.49,13.41,22.0,0,477.52,869.77,6.45,5.37,16.73,30.88,21.16,1,3.9107,2025-12-17
2013,LV,HR32,G,TEMPORARY,39.47,17.04,22.38,18.0,0,682.44,1043.67,6.01,6.35,45.94,58.89,44.18,1,2.3872,2024-03-12
2014,RO,IT76,R,PLATFORM,35.94,3.02,23.87,15.99,1,568.42,1217.94,5.64,7.81,33.5,13.7,26.29,1,0.9182,2025-09-05
2015,BG,PT671,H,SELF_EMPLOYED,49.45,3.28,27.99,15.64,1,889.93,611.99,7.0,4.8,41.43,20.06,4.63,0,0.632,2025-11-03
2016,FR,AT58,S,PERMANENT,39.04,3.69,5.7,8.79,0,641.04,935.16,7.06,7.69,55.78,84.55,7.53,1,2.5405,2025-03-16
2017,LT,GR254,I,APPRENTICE,29.88,14.19,22.26,12.26,0,592.95,1410.7,7.55,5.2,44.75,43.0,11.05,1,4.4289,2025-06-15
2018,SK,DE819,T,TEMPORARY,32.82,4.82,26.92,8.63,0,126.93,251.57,7.32,5.23,48.3,43.99,44.16,0,1.0607,2024-05-22
2019,HR,DK51,J,PLATFORM,46.47,15.86,28.33,22.26,0,700.62,1142.64,7.4,5.37,21.68,49.05,44.28,1,0.4041,2025-07-03
2020,DE,LU59,U,SELF_EMPLOYED,47.53,17.45,25.72,27.94,0,303.63,1712.43,7.46,7.2,30.22,27.89,43.43,1,0.8921,2024-09-29
2021,LU,MT232,K,PERMANENT,25.25,2.22,13.94,24.0,0,494.55,806.55,6.15,8.44,43.41,52.06,19.5,0,1.5556,2024-08-30
2022,SI,ES2,A,APPRENTICE,26.42,16.51,22.96,5.51,0,555.51,149.23,7.3,6.62,32.68,31.95,3.8,1,1.8937,2024-04-29
2023,CY,LV66,L,TEMPORARY,31.29,13.2,10.06,22.96,1,127.01,753.25,8.39,5.75,33.76,26.24,18.46,1,1.5477,2025-09-09
2024,GR,PT17,B,PLATFORM,45.37,16.69,19.94,15.06,1,807.27,400.85,7.43,5.37,78.7,18.15,38.02,1,1.1254,2024-12-14
2025,MT,EE601,M,SELF_EMPLOYED,37.92,17.38,27.32,5.64,0,438.72,1415.82,6.02,7.24,37.35,32.87,47.59,0,4.234,2025-04-19
2006,ES,AT83,C,PERMANENT,42.67,24.91,34.54,17.96,0,409.03,430.6,8.7,5.53,75.2,18.02,30.09,1,0.6603,2024-12-25
2007,CZ,SE3,N,APPRENTICE,22.77,6.87,16.76,16.95,0,160.85,1104.39,6.67,5.19,57.34,46.67,25.47,1,3.409,2024-11-07
2008,HU,FI207,D,TEMPORARY,40.3,4.12,10.02,8.11,0,618.4,1428.9,5.16,7.05,41.49,65.75,55.85,0,0.7599,2024-05-01
2009,NL,LT5,O,PLATFORM,45.92,16.29,9.96,20.21,0,94.7,1381.92,6.05,7.83,41.32,30.2,15.91,1,1.7006,2025-12-02
2010,SE,CZ4,E,SELF_EMPLOYED,39.67,14.94,29.55,16.88,0,351.28,438.91,8.13,6.02,69.62,26.61,73.84,1,0.2593,2025-08-31
2011,DK,MT109,P,PERMANENT,39.71,4.83,22.25,25.39,0,339.86,529.58,7.78,8.08,38.13,88.04,6.59,1,1.1202,2025-08-31
2012,IE,SK9,F,APPRENTICE,31.29,12.45,15.55,17.64,0,147.12,703.24,7.18,7.07,39.19,75.44,38.86,0,3.8204,2024-03-03
2013,PL,SE90,Q,TEMPORARY,29.53,11.09,7.03,18.66,0,313.94,1003.53,6.4,7.73,63.77,59.84,47.6,0,3.33,2025-06-16
2014,AT,SI88,G,PLATFORM,39.87,20.83,9.6,14.08,0,633.87,810.06,5.25,5.41,61.1,30.37,15.19,0,0.3089,2024-03-16
2015,EE,GR828,R,SELF_EMPLOYED,47.99,21.56,4.7,22.93,1,550.78,1587.34,8.41,6.62,70.42,48.05,24.83,0,4.2597,2024-07-01
2016,IT,CY5,H,PERMANENT,32.19,10.48,17.09,10.81,0,696.41,744.17,6.55,6.96,30.71,18.07,25.55,1,2.6014,2025-03-28
2017,PT,SK4,S,APPRENTICE,30.92,15.0,16.26,7.04,0,570.76,1096.27,7.83,5.14,69.52,41.94,4.5,0,2.0946,2025-05-21
2018,BE,IE89,I,TEMPORARY,27.21,13.0,9.62,1.9,0,190.46,333.52,5.46,6.96,27.03,22.81,60.84,1,1.0668,2025-08-05
2019,FI,NL970,T,PLATFORM,29.28,11.14,26.51,19.21,1,504.25,379.55,6.28,8.43,32.02,49.61,13.52,0,3.553,2025-11-15
2020,LV,SK45,J,SELF_EMPLOYED,37.21,18.86,29.17,45.14,1,289.18,823.43,5.64,5.91,73.32,65.84,15.36,1,2.1274,2024-12-27
2021,RO,NL8,U,PERMANENT,32.87,8.85,4.91,34.12,0,507.04,547.1,5.93,5.93,40.41,65.81,4.39,1,3.3253,2025-08-24
2022,BG,FR22,K,APPRENTICE,24.49,16.0,31.59,23.49,0,522.17,213.21,7.76,5.68,75.97,78.0,14.6,0,4.3367,2024-02-09
2023,FR,BG3,A,TEMPORARY,41.94,9.05,10.92,21.69,1,126.26,1217.37,7.6,6.67,32.46,57.4,54.85,0,3.6504,2025-08-02
2024,LT,BG96,L,PLATFORM,45.14,19.84,26.96,6.71,0,316.54,792.13,5.41,7.0,51.95,41.23,28.09,1,0.9032,2024-11-30
2025,SK,HU465,B,SELF_EMPLOYED,32.98,14.76,15.87,17.57,0,363.13,553.39,8.69,8.46,50.53,35.32,23.92,1,3.7754,2024-10-22
2006,HR,HR29,M,PERMANENT,36.49,18.93,11.77,22.74,0,227.06,1081.07,7.41,8.12,81.33,17.93,13.99,0,3.1412,2025-03-10
2007,DE,BE7,C,APPRENTICE,22.62,12.61,28.11,6.35,0,181.7,303.85,7.66,6.36,31.94,45.83,14.77,1,1.4934,2025-04-27
2008,LU,BE87,N,TEMPORARY,41.65,15.76,9.35,4.85,0,593.95,194.14,6.07,6.61,43.87,28.3,4.84,0,0.9713,2025-11-05
2009,SI,HR81,D,PLATFORM,46.95,17.36,12.44,14.11,0,1197.56,376.03,6.11,5.47,73.21,23.88,8.16,0,1.7176,2025-06-24
2010,CY,AT816,O,SELF_EMPLOYED,45.72,24.31,14.25,7.78,0,82.89,1151.7,7.97,6.33,54.2,63.33,34.64,1,1.4306,2026-02-12
2011,GR,MT937,E,PERMANENT,26.59,16.54,27.04,4.91,0,456.09,833.13,6.97,5.25,50.16,38.14,13.89,1,3.3334,2025-09-09
2012,MT,AT431,P,APPRENTICE,35.32,11.48,3.9,19.74,0,438.43,1267.43,6.38,5.31,46.58,73.37,15.37,0,4.6748,2024-12-17
2013,ES,GR848,F,TEMPORARY,40.57,17.17,18.58,22.14,0,1267.47,902.21,7.21,7.07,55.96,54.65,39.3,1,1.4564,2026-01-15
2014,CZ,SK69,Q,PLATFORM,36.43,4.22,9.03,17.27,0,346.58,256.72,7.62,5.41,62.39,16.48,39.9,0,1.4119,2024-09-26
2015,HU,HU326,G,SELF_EMPLOYED,40.02,26.59,8.85,13.14,0,343.14,137.16,5.73,5.17,62.68,29.44,19.92,0,1.355,2026-01-23
2016,NL,SE619,R,PERMANENT,24.97,4.73,13.85,24.26,0,271.89,1528.16,6.08,8.33,43.84,26.18,46.64,1,4.4249,2024-08-31
2017,SE,HR8,H,APPRENTICE,32.84,18.11,36.66,11.39,1,188.23,1181.63,7.01,7.68,45.8,37.13,45.95,1,2.8355,2024-11-27
2018,DK,PL42,S,TEMPORARY,34.96,9.85,16.22,21.3,0,693.92,583.65,7.57,6.2,60.91,53.9,58.7,1,1.0585,2024-10-09
2019,IE,BG365,I,PLATFORM,42.57,19.73,9.69,27.85,0,482.9,382.91,7.11,4.88,52.85,15.73,4.73,1,3.9536,2026-01-06
2020,PL,CZ5,T,SELF_EMPLOYED,28.22,10.07,18.43,36.52,1,180.17,1443.24,5.93,5.9,28.94,18.91,29.02,1,2.0006,2025-03-15
2021,AT,LV533,J,PERMANENT,37.98,21.13,35.75,25.86,1,332.31,1089.61,6.18,6.82,69.97,74.72,51.44,1,4.3384,2025-04-21
2022,EE,IT885,U,APPRENTICE,27.34,4.44,27.94,19.79,1,600.19,258.87,7.16,6.68,63.35,49.21,50.26,0,2.0253,2025-06-20
2023,IT,PT359,K,TEMPORARY,40.73,2.28,6.92,23.47,1,495.33,199.32,6.36,7.64,27.29,59.13,22.91,1,3.1228,2025-06-07
2024,PT,HR19,A,PLATFORM,48.12,17.41,27.91,5.18,1,649.46,214.75,4.72,6.64,75.08,39.15,38.65,1,1.4499,2025-02-22
2025,BE,CZ1,L,SELF_EMPLOYED,43.05,15.12,28.73,29.01,0,474.57,593.42,7.99,7.67,67.13,59.83,53.78,0,3.1236,2024-10-02
2006,FI,FR28,B,PERMANENT,42.02,11.62,3.7,16.19,0,1112.89,1186.5,8.08,7.4,44.15,26.98,5.81,0,2.8961,2025-04-17
2007,LV,LU3,M,APPRENTICE,23.55,9.66,13.86,4.71,0,126.6,558.96,6.69,6.94,38.88,52.38,47.59,1,3.5823,2025-04-01
2008,RO,CY864,C,TEMPORARY,39.61,20.67,36.28,16.43,0,962.29,476.54,6.08,8.28,26.57,47.93,33.66,1,1.5552,2024-09-22
2009,BG,AT662,N,PLATFORM,43.5,20.23,18.39,28.26,0,341.27,229.17,7.35,5.7,25.8,58.82,32.37,0,3.5558,2025-05-25
2010,FR,EE73,D,SELF_EMPLOYED,37.57,4.05,33.6,16.62,0,1057.31,406.02,8.75,8.44,46.11,43.09,32.46,1,0.8456,2024-01-12
2011,LT,PL73,O,PERMANENT,26.22,21.38,21.1,19.12,0,49.1,581.03,7.8,6.25,57.15,42.47,53.75,1,1.899,2025-01-09
2012,SK,LV61,E,APPRENTICE,32.14,6.41,31.35,15.04,0,1045.74,816.35,7.14,7.05,55.91,32.02,27.28,1,0.8435,2025-06-09
2013,HR,LV729,P,TEMPORARY,31.57,16.18,18.82,16.41,0,702.14,268.85,7.78,5.56,22.58,56.91,35.2,0,3.4936,2024-03-29
2014,DE,SK36,F,PLATFORM,37.09,12.48,37.95,16.76,0,514.93,1283.72,6.73,7.83,41.8,51.07,53.29,1,4.0548,2024-01-02
2015,LU,MT37,Q,SELF_EMPLOYED,48.2,17.76,7.23,6.22,0,269.33,1253.1,7.82,6.24,76.68,51.54,26.07,0,2.469,2025-05-17
2016,SI,ES67,G,PERMANENT,35.74,6.89,13.08,12.03,0,420.78,1431.25,7.89,8.0,61.0,62.05,32.35,1,2.0828,2024-01-03
2017,CY,FR4,R,APPRENTICE,29.8,18.67,23.57,19.17,0,400.36,493.25,7.62,5.96,36.62,51.62,52.21,1,2.699,2024-01-27
2018,GR,MT773,H,TEMPORARY,42.25,8.52,18.57,20.27,0,189.99,1102.83,7.68,4.74,18.77,19.87,5.98,1,4.036,2026-01-25
2019,MT,BG1,S,PLATFORM,33.33,15.01,15.93,3.5,0,241.56,1617.82,6.97,6.62,32.33,55.36,16.77,1,0.2279,2025-01-11
2020,ES,DE7,I,SELF_EMPLOYED,38.78,14.34,36.63,5.4,0,126.46,470.22,6.67,5.82,82.57,41.29,22.45,1,1.1845,2026-01-24
2021,CZ,IE8,T,PERMANENT,36.6,20.1,17.77,32.26,0,479.58,1381.75,7.98,8.13,34.45,48.72,17.15,1,0.6927,2024-07-25
2022,HU,SE59,J,APPRENTICE,24.3,3.41,29.09,4.86,0,252.68,950.24,5.99,5.16,58.73,35.78,14.35,1,3.3789,2025-01-14
2023,NL,HR51,U,TEMPORARY,36.57,9.76,28.76,10.09,0,242.19,1683.82,5.29,7.9,55.15,41.94,15.02,1,3.1149,2024-02-25
2024,SE,PT53,K,PLATFORM,32.99,12.62,9.67,31.29,0,305.28,771.24,7.94,6.52,69.65,58.11,38.53,0,1.2211,2025-02-15
2025,DK,PT125,A,SELF_EMPLOYED,28.03,4.17,11.22,13.79,0,142.98,536.12,5.19,7.42,57.95,43.97,75.24,1,4.4104,2025-09-20
2006,IE,IE80,L,PERMANENT,24.52,17.63,20.22,12.48,0,49.65,747.55,8.15,6.06,45.56,71.23,21.52,1,4.5964,2025-02-05
2007,PL,BG9,B,APPRENTICE,24.99,17.54,20.8,13.09,0,856.31,1109.76,7.11,7.35,51.36,40.9,22.73,0,4.2903,2024-06-19
2008,AT,HR844,M,TEMPORARY,42.85,18.17,20.38,24.65,0,349.78,463.31,6.38,6.27,59.23,49.01,4.74,1,3.6502,2025-01-10
2009,EE,DK95,C,PLATFORM,48.56,23.38,23.5,1.66,0,1234.44,529.22,5.58,5.27,43.08,39.6,25.68,1,2.7727,2025-09-28
2010,IT,EE6,N,SELF_EMPLOYED,37.41,13.7,8.44,2.22,0,262.52,626.2,6.63,6.11,44.15,30.71,54.85,0,4.2466,2025-09-10
2011,PT,BE6,D,PERMANENT,41.27,14.54,33.49,16.56,0,460.45,598.03,6.33,6.56,56.63,72.71,30.62,1,0.5976,2024-11-06
2012,BE,NL89,O,APPRENTICE,35.63,2.73,28.73,4.44,0,89.16,966.89,5.75,8.0,27.88,24.84,24.64,1,3.1514,2024-05-31
2013,FI,BE542,E,TEMPORARY,38.21,4.58,19.89,5.76,0,1199.53,247.45,8.15,5.22,20.19,55.21,44.05,1,3.368,2025-01-17
2014,LV,BG76,P,PLATFORM,32.66,11.83,4.79,20.19,0,609.8,716.26,7.18,7.59,36.81,34.4,38.83,1,2.5233,2024-09-25
2015,RO,FI7,F,SELF_EMPLOYED,46.51,4.6,14.29,8.88,0,738.32,933.95,7.65,6.42,19.59,53.3,47.58,0,2.3784,2024-01-05
2016,BG,PL21,Q,PERMANENT,27.51,19.7,12.05,17.04,0,148.13,1577.77,6.66,6.25,32.92,39.43,46.41,1,0.4302,2024-01-21
2017,FR,BE423,G,APPRENTICE,31.38,4.55,9.84,11.49,0,375.24,1386.64,7.17,6.5,53.6,80.44,23.63,1,4.4836,2024-05-20
2018,LT,PT607,R,TEMPORARY,39.06,23.71,20.26,2.07,0,652.83,1360.7,5.96,5.32,41.42,30.31,32.84,1,3.4509,2024-10-10
2019,SK,DK32,H,PLATFORM,41.17,12.49,10.32,10.91,0,1138.64,942.07,6.01,4.31,53.26,34.56,9.0,0,2.1286,2024-08-26
2020,HR,IT23,S,SELF_EMPLOYED,44.15,3.81,18.9,18.28,0,402.63,770.4,5.61,5.72,32.7,27.84,9.03,1,3.888,2025-04-26
2021,DE,DK195,I,PERMANENT,39.42,20.69,27.89,19.21,1,171.97,1336.82,7.4,6.89,72.74,69.98,17.33,1,4.1304,2025-04-03
2022,LU,RO478,T,APPRENTICE,29.9,17.46,9.63,3.38,0,317.28,1302.59,6.13,8.02,54.6,35.16,10.67,0,4.0094,2024-07-11
2023,SI,RO375,J,TEMPORARY,40.81,20.44,8.0,10.9,0,266.57,510.64,6.71,6.99,49.95,34.66,21.21,1,3.577,2025-09-16
2024,CY,AT677,U,PLATFORM,42.28,21.13,16.05,20.6,1,562.94,198.47,5.18,6.45,55.63,44.06,24.78,0,0.8467,2024-03-22
2025,GR,LV58,K,SELF_EMPLOYED,36.83,7.04,6.75,12.41,0,319.71,237.29,6.9,7.4,50.74,51.02,3.69,1,1.4105,2024-02-29
2006,MT,FR90,A,PERMANENT,36.65,9.01,23.98,16.76,0,404.97,297.86,8.63,8.44,61.37,67.94,46.22,1,0.7715,2026-02-09
2007,ES,SI409,L,APPRENTICE,28.66,4.64,14.9,5.06,0,404.14,1272.05,5.48,6.72,17.15,68.01,4.39,0,0.5123,2025-12-11
2008,CZ,ES706,B,TEMPORARY,31.51,16.93,6.55,8.5,0,1285.87,1278.36,7.79,5.66,33.54,33.86,10.89,1,3.8615,2024-05-04
2009,HU,RO189,M,PLATFORM,44.44,13.59,8.65,19.34,0,109.35,149.28,6.11,7.18,33.25,15.01,24.89,0,1.0723,2024-11-23
2010,NL,NL1,C,SELF_EMPLOYED,34.25,11.01,9.8,20.21,0,868.92,648.64,5.68,5.96,46.27,33.13,48.98,0,4.3786,2025-01-27
2011,SE,FI71,N,PERMANENT,29.67,7.83,17.54,9.57,0,368.36,1108.42,6.72,7.84,60.01,28.34,23.7,1,4.7412,2025-03-31
2012,DK,IT917,D,APPRENTICE,25.12,8.15,34.35,27.41,0,126.86,996.46,7.32,5.17,30.12,74.89,30.46,1,3.592,2025-08-07
2013,IE,LU33,O,TEMPORARY,28.18,10.46,13.01,25.07,0,562.66,324.58,6.91,5.23,59.28,26.85,49.78,0,4.7835,2024-07-28
2014,PL,DK71,E,PLATFORM,44.44,21.33,35.99,13.45,0,509.85,840.92,6.5,6.02,80.28,61.32,48.53,1,3.5807,2024-09-10
2015,AT,SK85,P,SELF_EMPLOYED,41.01,6.97,28.07,10.21,0,514.45,713.09,6.86,6.67,27.48,46.38,31.99,0,1.15,2026-01-30
2016,EE,HU78,F,PERMANENT,42.46,17.27,18.73,6.78,0,181.71,326.39,5.79,4.78,68.45,79.36,52.33,0,1.0337,2024-09-21
2017,IT,FI81,Q,APPRENTICE,23.02,5.71,7.69,13.66,0,468.17,786.64,7.31,7.39,56.06,16.91,23.2,1,0.5588,2025-10-14
2018,PT,BG950,G,TEMPORARY,35.58,1.79,23.85,18.26,0,435.0,1165.56,7.44,6.65,34.94,65.4,12.52,1,0.2487,2024-03-27
2019,BE,MT485,R,PLATFORM,37.86,2.84,23.9,9.39,0,193.97,1739.06,5.16,7.13,59.79,32.39,68.06,0,1.0627,2024-07-10
2020,FI,PT697,H,SELF_EMPLOYED,47.55,24.66,21.09,9.65,0,525.01,454.86,7.02,4.89,47.6,64.37,66.94,1,3.7596,2024-07-28
2021,LV,IT5,S,PERMANENT,26.24,3.0,22.7,35.51,0,147.66,1972.44,6.58,5.6,60.92,59.36,11.44,1,3.6343,2024-10-31
2022,RO,DE77,I,APPRENTICE,26.22,6.89,9.78,6.61,0,531.0,254.99,5.93,7.43,17.38,27.24,50.6,1,3.7757,2024-02-17
2023,BG,LU709,T,TEMPORARY,39.67,16.05,20.53,16.95,1,100.44,473.8,8.78,7.05,46.84,31.23,20.67,1,4.5672,2025-05-06
2024,FR,LV9,J,PLATFORM,40.65,17.81,27.91,11.85,1,425.78,612.4,6.32,6.86,46.35,32.03,45.36,1,4.486,2024-03-24
2025,LT,CZ23,U,SELF_EMPLOYED,47.31,3.42,13.21,8.04,0,353.08,1273.43,7.49,5.11,45.09,35.84,52.46,0,0.2584,2024-01-01
2006,SK,IT950,K,PERMANENT,33.83,9.87,18.69,6.05,0,416.34,546.56,8.21,5.81,23.39,57.29,56.4,0,2.0018,2025-05-29
2007,HR,HU100,A,APPRENTICE,24.44,13.78,14.85,10.15,0,194.22,1429.87,6.08,6.19,40.49,29.85,11.43,1,1.638,2025-01-08
2008,DE,CY555,L,TEMPORARY,32.23,3.37,21.18,28.9,0,139.28,277.4,5.57,7.02,34.09,46.08,36.16,1,3.9152,2024-12-16
2009,LU,EE1,B,PLATFORM,46.48,16.13,12.16,9.27,0,167.89,956.77,5.95,4.65,32.01,13.96,14.04,1,1.7718,2025-10-05
2010,SI,LT285,M,SELF_EMPLOYED,45.53,17.22,25.62,26.24,0,512.53,226.81,7.14,4.64,43.51,59.51,49.09,1,4.5311,2025-05-13
2011,CY,FR89,C,PERMANENT,28.35,7.5,22.29,7.0,0,453.46,1171.46,6.06,5.69,39.62,49.09,53.04,1,3.2397,2024-06-22
2012,GR,FI837,N,APPRENTICE,33.85,12.97,18.95,5.09,0,59.81,689.33,7.62,6.4,41.95,30.95,32.13,1,2.764,2024-08-06
2013,MT,EE163,D,TEMPORARY,27.25,10.17,25.08,14.02,0,272.09,327.64,6.87,5.54,62.0,11.02,13.89,1,4.6404,2025-08-01
2014,ES,BG52,O,PLATFORM,33.3,13.65,26.19,6.86,0,455.44,981.85,7.57,7.29,22.01,52.92,41.9,1,0.9572,2025-05-22
2015,CZ,IT27,E,SELF_EMPLOYED,44.66,2.56,21.14,21.71,0,963.49,1306.25,6.69,6.29,20.66,36.06,18.82,0,2.8283,2025-11-17
2016,HU,EE692,P,PERMANENT,36.16,14.33,20.5,14.03,0,462.21,1442.72,6.03,7.99,24.52,73.42,57.19,0,1.8995,2025-05-17
2017,NL,RO59,F,APPRENTICE,34.61,18.57,6.25,16.03,0,362.85,122.21,8.62,5.82,36.03,42.14,14.01,1,2.908,2025-09-21
2018,SE,LU99,Q,TEMPORARY,37.45,3.91,27.28,5.02,0,56.34,389.73,5.51,7.76,21.69,18.7,54.99,1,2.3445,2024-09-10
2019,DK,CZ3,G,PLATFORM,32.81,3.12,27.14,17.73,0,584.99,746.1,6.43,5.93,57.81,71.22,84.73,0,3.1798,2025-12-12
2020,IE,AT97,R,SELF_EMPLOYED,38.99,15.54,22.87,8.83,0,558.08,1755.52,7.69,6.41,82.67,24.93,46.83,1,3.2706,2025-12-14
2021,PL,FI64,H,PERMANENT,34.18,5.94,20.15,9.28,0,1092.6,345.95,7.06,5.54,48.81,18.17,32.58,1,0.9999,2025-09-26
2022,AT,ES934,S,APPRENTICE,32.18,16.16,6.11,19.4,0,225.12,1284.62,7.4,7.45,22.03,46.62,44.69,0,3.511,2025-09-26
2023,EE,IE252,I,TEMPORARY,42.57,10.98,26.0,2.84,0,533.25,1569.23,6.28,5.21,46.86,48.86,29.46,0,4.0903,2024-11-04
2024,IT,SI96,T,PLATFORM,32.17,3.56,18.3,14.41,1,82.14,403.73,7.11,8.6,60.45,20.11,36.57,1,3.7202,2025-09-03
2025,PT,ES73,J,SELF_EMPLOYED,30.81,14.62,31.56,24.61,0,73.21,691.89,7.77,5.81,76.93,61.43,6.15,0,4.2785,2025-06-23
2006,BE,RO77,U,PERMANENT,32.19,16.08,20.12,12.05,0,365.15,312.01,6.09,5.73,69.41,41.52,70.58,1,4.3698,2025-03-25
2007,FI,GR4,K,APPRENTICE,29.01,4.67,20.36,27.19,0,520.07,1093.45,6.01,8.55,53.67,79.27,70.04,1,3.1918,2024-07-26
2008,LV,SE43,A,TEMPORARY,29.19,14.07,10.26,18.01,0,614.74,1113.45,6.89,5.42,78.01,62.88,53.15,1,4.321,2025-09-07
2009,RO,EE96,L,PLATFORM,45.79,5.85,16.62,27.89,0,552.41,888.54,7.35,6.58,30.17,45.69,10.73,0,0.6915,2024-01-27
2010,BG,CY783,B,SELF_EMPLOYED,43.83,14.78,27.62,19.41,0,979.54,287.52,6.73,6.21,60.13,28.66,22.37,1,1.0795,2024-02-26
2011,FR,HR76,M,PERMANENT,29.12,7.7,17.92,12.75,0,51.17,1034.69,7.49,7.15,16.64,46.59,19.98,1,3.6773,2025-05-22
2012,LT,LU595,C,APPRENTICE,30.06,11.11,32.83,21.18,0,438.4,745.19,8.03,8.49,32.67,70.43,39.89,1,3.7046,2025-06-03
2013,SK,RO9,N,TEMPORARY,41.87,14.95,13.65,26.36,0,381.27,390.78,7.73,4.7,27.47,52.52,23.89,1,1.5458,2025-11-25
2014,HR,LT13,D,PLATFORM,35.41,6.57,26.63,17.7,0,709.74,239.99,5.64,7.57,17.12,24.01,17.07,1,2.1919,2024-03-02
2015,DE,RO486,O,SELF_EMPLOYED,48.88,9.08,22.21,4.82,0,69.4,138.34,5.49,5.92,43.66,53.06,21.19,0,3.955,2024-07-28
2016,LU,PL168,E,PERMANENT,31.87,19.5,22.19,3.93,0,1141.79,1212.69,6.67,6.72,47.49,63.14,12.68,1,0.8338,2024-06-06
2017,SI,FR794,P,APPRENTICE,23.69,2.49,14.76,9.16,0,101.17,1110.73,5.66,7.33,62.47,12.96,4.1,0,1.4962,2024-01-06
2018,CY,SE66,F,TEMPORARY,27.65,8.38,32.34,16.6,0,819.17,429.93,7.26,7.28,50.8,40.62,35.38,1,4.1734,2025-06-13
2019,GR,DK642,Q,PLATFORM,31.28,3.2,13.9,7.56,0,378.49,182.96,6.17,6.17,63.0,18.99,30.84,0,2.7586,2025-11-21
2020,MT,RO534,G,SELF_EMPLOYED,29.56,14.39,14.89,22.63,1,508.47,1434.62,8.29,6.32,56.88,29.01,52.82,1,4.6132,2025-07-30
2021,ES,BG32,R,PERMANENT,40.49,19.59,27.07,11.37,0,120.51,596.1,7.17,5.86,44.36,66.45,31.43,0,3.0006,2026-01-11
2022,CZ,CY31,H,APPRENTICE,32.88,1.91,32.71,22.93,1,1092.75,1208.9,7.4,7.88,33.55,70.68,44.57,0,2.3185,2025-01-28
2023,HU,GR778,S,TEMPORARY,27.0,14.51,18.71,14.2,0,178.18,172.76,7.06,8.24,64.45,32.43,14.06,1,3.8395,2024-02-16
2024,NL,LU468,I,PLATFORM,39.71,8.01,35.43,14.67,1,87.39,641.14,7.54,6.87,42.25,64.89,3.5,0,4.4359,2025-11-17
2025,SE,DK727,T,SELF_EMPLOYED,37.29,21.27,11.53,2.12,0,445.7,453.47,5.14,7.87,66.1,13.87,40.17,0,1.2854,2025-12-24
2006,DK,CZ453,J,PERMANENT,30.8,9.68,21.01,13.08,0,157.04,1352.16,6.91,8.27,52.42,83.12,56.95,0,0.8827,2024-04-23
2007,IE,PT76,U,APPRENTICE,26.14,13.49,12.12,20.25,0,587.2,1690.59,7.87,5.56,50.27,78.68,52.07,1,1.3608,2024-01-25
2008,PL,DK936,K,TEMPORARY,40.04,22.12,25.81,27.65,0,168.44,653.55,7.08,6.71,45.29,10.98,16.85,0,0.7618,2024-11-13
2009,AT,CY653,A,PLATFORM,38.28,16.01,12.94,18.7,0,544.45,1088.58,5.86,5.57,65.96,16.16,55.97,1,0.7109,2025-03-04
2010,EE,BG93,L,SELF_EMPLOYED,29.81,9.57,16.06,22.08,0,200.46,533.66,8.43,7.48,58.24,62.93,56.63,1,0.6329,2026-02-03
2011,IT,PT22,B,PERMANENT,33.22,6.39,16.02,20.14,1,819.92,973.67,7.39,6.43,26.65,72.8,14.37,0,0.7345,2025-01-14
2012,PT,ES916,M,APPRENTICE,34.05,7.5,14.54,19.6,0,264.74,315.07,7.79,6.74,31.52,73.58,24.41,0,0.4879,2025-04-09
2013,BE,DE330,C,TEMPORARY,24.23,5.13,16.84,26.99,0,741.48,579.8,7.22,6.52,51.5,35.14,55.89,1,0.3735,2025-09-11
2014,FI,LU762,N,PLATFORM,28.8,4.57,23.17,29.71,0,72.25,666.97,5.93,8.72,27.62,22.81,69.68,1,1.1763,2025-06-20
2015,LV,BE281,D,SELF_EMPLOYED,28.9,15.98,10.02,5.71,0,918.9,1374.79,7.08,7.71,46.78,57.24,51.64,1,3.0547,2024-04-18
2016,RO,FI898,O,PERMANENT,34.92,10.7,19.6,14.32,0,98.48,314.5,6.58,6.62,39.7,79.68,37.25,1,1.229,2024-02-21
2017,BG,LV377,E,APPRENTICE,27.45,7.78,29.85,5.51,0,636.01,199.37,6.15,6.18,42.35,77.6,10.04,1,1.5804,2026-02-05
