house_permits_reference_month,house_permits_country_iso2,house_permits_region_nuts_code,house_permits_building_type_code,house_permits_dwellings_authorised_count,house_permits_floor_area_authorised_m2,house_permits_construction_cost_index,house_permits_construction_time_months_median,house_permits_material_cost_index,house_permits_labor_shortage_index,house_permits_green_building_standard_flag,house_permits_social_housing_quota_flag,house_permits_renovation_permits_count,house_permits_demolition_permits_count,house_permits_land_use_planning_code,house_permits_flood_risk_zone_flag,house_permits_epbd_compliance_flag,house_permits_data_source,house_permits_revision_round,house_permits_data_extract_date
2021-01,LV,BG76,RESIDENTIAL_SINGLE_FAMILY,8808,1040023.52,112.41,16.35,106.45,1.0045,0,0,9528,1750,COASTAL_CONTROL,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2024-09-22
2021-02,RO,FI7,MIXED_USE,5658,541840.91,116.95,20.09,110.13,0.2985,0,0,9428,1817,BROWNFIELD_REUSE,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-04-11
2021-03,BG,PL21,INDUSTRIAL,43,5489.35,126.07,18.35,132.33,2.086,0,1,10186,2413,URBAN_REGEN,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2024-09-30
2021-04,FR,BE423,PUBLIC,5110,406526.56,119.24,31.75,135.08,1.4174,1,0,5474,1849,FAST_TRACK,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-09-14
2021-05,LT,PT607,COMMERCIAL,4277,245010.09,114.77,15.09,108.69,0.2732,1,0,4023,1782,ZONING_PLAN_B,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2025-02-06
2021-06,SK,DK32,RESIDENTIAL_MULTI_FAMILY,10254,548044.37,119.07,29.42,131.51,2.4516,0,1,1616,1049,ZONING_PLAN_A,0,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-01-31
2021-07,HR,IT23,RESIDENTIAL_SINGLE_FAMILY,5076,565818.27,128.68,33.39,136.48,1.2298,0,1,10286,1807,FLOODPLAIN_CONTROL,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2024-04-10
2021-08,DE,DK195,MIXED_USE,5148,562340.7,122.77,32.74,118.0,1.85,1,0,5559,485,COASTAL_CONTROL,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-09-18
2021-09,LU,RO478,INDUSTRIAL,770,117555.86,134.17,11.04,133.76,1.0717,0,1,7871,1934,BROWNFIELD_REUSE,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2024-08-12
2021-10,SI,RO375,PUBLIC,2491,316550.42,110.42,12.12,132.9,1.1401,1,0,997,268,URBAN_REGEN,0,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-07-11
2021-11,CY,AT677,COMMERCIAL,1735,249572.58,121.43,21.46,145.06,0.9548,0,0,3737,1723,FAST_TRACK,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2024-04-30
2021-12,GR,LV58,RESIDENTIAL_MULTI_FAMILY,1649,207591.34,115.97,26.2,114.91,1.5037,1,0,14447,1360,ZONING_PLAN_B,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-05-01
2022-01,MT,FR90,RESIDENTIAL_SINGLE_FAMILY,2003,183256.52,122.15,29.25,144.67,1.2129,0,0,1758,704,ZONING_PLAN_A,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2025-05-12
2022-02,ES,SI409,MIXED_USE,3722,225656.29,124.05,8.91,141.25,0.4369,0,0,12056,1609,FLOODPLAIN_CONTROL,1,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-04-11
2022-03,CZ,ES706,INDUSTRIAL,6240,623109.85,114.38,21.16,138.75,2.1577,1,1,11278,778,COASTAL_CONTROL,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2025-01-18
2022-04,HU,RO189,PUBLIC,4326,390462.89,126.54,25.23,115.38,1.7834,0,0,3911,778,BROWNFIELD_REUSE,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-04-07
2022-05,NL,NL1,COMMERCIAL,3487,321373.59,118.35,16.53,142.67,2.8495,0,1,8249,498,URBAN_REGEN,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2025-11-19
2022-06,SE,FI71,RESIDENTIAL_MULTI_FAMILY,7551,574391.73,110.15,13.09,126.93,1.5637,1,0,9778,1301,FAST_TRACK,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-01-04
2022-07,DK,IT917,RESIDENTIAL_SINGLE_FAMILY,7861,978036.9,138.21,15.56,128.51,2.4276,1,1,1765,1080,ZONING_PLAN_B,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2026-02-10
2022-08,IE,LU33,MIXED_USE,4651,388531.17,120.62,26.81,150.7,1.2597,1,0,8049,86,ZONING_PLAN_A,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-06-25
2022-09,PL,DK71,INDUSTRIAL,6305,422309.9,120.16,10.73,126.77,1.5714,0,1,12002,1338,FLOODPLAIN_CONTROL,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2025-07-21
2022-10,AT,SK85,PUBLIC,4473,229730.38,106.6,7.24,136.1,0.8749,0,0,14157,361,COASTAL_CONTROL,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-02-14
2022-11,EE,HU78,COMMERCIAL,1817,167387.03,118.31,18.79,128.22,1.3021,1,0,13034,336,BROWNFIELD_REUSE,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2024-11-23
2022-12,IT,FI81,RESIDENTIAL_MULTI_FAMILY,5515,489807.44,129.01,20.76,144.05,0.8276,1,0,10862,2478,URBAN_REGEN,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-05-02
2023-01,PT,BG950,RESIDENTIAL_SINGLE_FAMILY,2563,352075.38,110.32,23.97,114.42,0.9147,0,0,4334,1017,FAST_TRACK,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2025-12-18
2023-02,BE,MT485,MIXED_USE,5678,421450.28,129.1,19.87,123.77,1.6107,1,1,9437,580,ZONING_PLAN_B,0,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-04-09
2023-03,FI,PT697,INDUSTRIAL,151,13780.78,143.16,17.44,110.9,1.8224,1,1,13732,502,ZONING_PLAN_A,1,0,CONSTRUCTION_ASSOCIATION,SECOND,2025-05-30
2023-04,LV,IT5,PUBLIC,5633,512880.23,116.71,22.32,141.12,2.1105,1,1,9500,432,FLOODPLAIN_CONTROL,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-02-23
2023-05,RO,DE77,COMMERCIAL,3708,328381.71,110.07,9.58,135.69,0.2421,0,0,14869,1232,COASTAL_CONTROL,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2025-11-17
2023-06,BG,LU709,RESIDENTIAL_MULTI_FAMILY,5991,369362.9,139.64,15.26,144.31,1.2862,1,0,13209,910,BROWNFIELD_REUSE,0,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-05-04
2023-07,FR,LV9,RESIDENTIAL_SINGLE_FAMILY,6173,319373.8,134.91,25.51,131.24,2.2667,1,0,3247,2286,URBAN_REGEN,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2025-08-15
2023-08,LT,CZ23,MIXED_USE,4681,684691.99,132.93,33.58,109.47,2.6058,1,1,14941,626,FAST_TRACK,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-12-07
2023-09,SK,IT950,INDUSTRIAL,1495,154809.28,139.55,33.25,122.59,1.997,0,0,8315,613,ZONING_PLAN_B,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2024-12-30
2023-10,HR,HU100,PUBLIC,769,40729.16,119.63,19.16,121.09,2.7211,1,1,10677,537,ZONING_PLAN_A,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-03-19
2023-11,DE,CY555,COMMERCIAL,2289,278495.57,120.33,37.4,141.69,1.2705,1,0,4596,165,FLOODPLAIN_CONTROL,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2025-06-02
2023-12,LU,EE1,RESIDENTIAL_MULTI_FAMILY,8950,962029.88,135.38,8.12,128.11,0.4852,1,0,540,1253,COASTAL_CONTROL,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-03-11
2024-01,SI,LT285,RESIDENTIAL_SINGLE_FAMILY,6321,454774.59,132.79,10.29,127.57,3.0322,1,0,13509,28,BROWNFIELD_REUSE,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2025-04-21
2024-02,CY,FR89,MIXED_USE,2920,271926.5,128.23,16.84,103.15,2.268,1,0,9218,924,URBAN_REGEN,0,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-10-28
2024-03,GR,FI837,INDUSTRIAL,3513,259783.1,123.52,13.03,125.21,0.327,1,0,2787,1277,FAST_TRACK,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2024-08-13
2024-04,MT,EE163,PUBLIC,6318,604399.2,127.29,11.44,125.43,1.9326,1,0,7262,71,ZONING_PLAN_B,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-12-06
2024-05,ES,BG52,COMMERCIAL,6294,666006.96,121.02,21.56,117.83,2.7489,1,0,5203,580,ZONING_PLAN_A,1,0,EUROSTAT_BUILD_PERMITS,FLASH,2025-10-17
2024-06,CZ,IT27,RESIDENTIAL_MULTI_FAMILY,4765,427906.37,110.43,22.23,136.71,0.4687,0,0,63,570,FLOODPLAIN_CONTROL,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-04-18
2024-07,HU,EE692,RESIDENTIAL_SINGLE_FAMILY,3451,479202.09,136.91,35.8,129.25,2.0464,0,0,11918,244,COASTAL_CONTROL,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2025-06-27
2024-08,NL,RO59,MIXED_USE,5539,726528.17,132.51,35.82,139.22,2.4705,1,1,560,1644,BROWNFIELD_REUSE,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-09-24
2024-09,SE,LU99,INDUSTRIAL,3235,385773.67,115.97,9.31,111.57,1.0668,0,0,8307,81,URBAN_REGEN,1,1,EUROSTAT_BUILD_PERMITS,FLASH,2025-02-01
2024-10,DK,CZ3,PUBLIC,3576,175542.6,131.39,19.05,144.2,2.8271,0,0,11474,1105,FAST_TRACK,0,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-02-29
2024-11,IE,AT97,COMMERCIAL,1121,55091.58,122.36,18.63,144.38,1.3602,0,0,11462,758,ZONING_PLAN_B,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2024-12-06
2024-12,PL,FI64,RESIDENTIAL_MULTI_FAMILY,957,114558.25,116.54,29.04,122.19,3.0159,0,1,11399,1484,ZONING_PLAN_A,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-08-05
2025-01,AT,ES934,RESIDENTIAL_SINGLE_FAMILY,5820,660809.84,110.92,6.64,149.52,0.2795,0,0,0,1781,FLOODPLAIN_CONTROL,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2025-04-23
2025-02,EE,IE252,MIXED_USE,721,34049.8,123.93,8.46,154.52,0.8896,1,0,5950,446,COASTAL_CONTROL,0,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-12-11
2025-03,IT,SI96,INDUSTRIAL,2537,252322.69,133.16,28.22,156.47,1.5109,1,0,8128,1858,BROWNFIELD_REUSE,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2024-05-24
2025-04,PT,ES73,PUBLIC,882,50158.29,131.37,21.95,139.55,2.7433,0,0,3711,1143,URBAN_REGEN,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-06-01
2025-05,BE,RO77,COMMERCIAL,5705,452159.72,125.74,18.65,126.87,1.1177,1,1,6777,1931,FAST_TRACK,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2024-05-03
2025-06,FI,GR4,RESIDENTIAL_MULTI_FAMILY,6725,680112.46,120.66,32.39,151.77,2.3347,1,1,9750,1854,ZONING_PLAN_B,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-08-17
2025-07,LV,SE43,RESIDENTIAL_SINGLE_FAMILY,3000,339860.74,137.92,19.66,148.72,1.656,1,1,9586,245,ZONING_PLAN_A,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2024-12-05
2025-08,RO,EE96,MIXED_USE,6192,907416.42,134.56,16.25,150.39,0.4459,1,0,7965,296,FLOODPLAIN_CONTROL,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-04-24
2025-09,BG,CY783,INDUSTRIAL,6309,479879.08,121.28,12.25,144.87,0.3191,0,0,4661,1153,COASTAL_CONTROL,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2025-06-11
2025-10,FR,HR76,PUBLIC,1264,88960.83,144.24,29.01,118.91,2.0902,0,0,13129,1001,BROWNFIELD_REUSE,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-04-05
2025-11,LT,LU595,COMMERCIAL,5664,538735.09,133.15,24.18,122.49,0.5045,0,0,14895,1907,URBAN_REGEN,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2025-07-02
2025-12,SK,RO9,RESIDENTIAL_MULTI_FAMILY,1684,197870.21,131.21,18.08,127.85,3.115,1,0,8837,384,FAST_TRACK,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2026-01-26
2026-01,HR,LT13,RESIDENTIAL_SINGLE_FAMILY,1263,181737.6,123.32,17.66,159.53,1.0136,0,1,8256,431,ZONING_PLAN_B,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2025-04-18
2026-02,DE,RO486,MIXED_USE,3274,264936.68,118.26,17.79,142.68,0.9072,0,0,7652,312,ZONING_PLAN_A,0,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-10-12
2026-03,LU,PL168,INDUSTRIAL,2320,169944.44,136.76,27.57,145.07,1.7076,1,1,14081,204,FLOODPLAIN_CONTROL,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2024-07-25
2026-04,SI,FR794,PUBLIC,5756,426793.5,140.25,10.47,133.68,2.2927,0,1,14858,641,COASTAL_CONTROL,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-06-15
2026-05,CY,SE66,COMMERCIAL,3604,338124.18,148.46,16.92,135.44,0.5462,0,0,3842,1611,BROWNFIELD_REUSE,1,0,EUROSTAT_BUILD_PERMITS,FLASH,2024-05-02
2026-06,GR,DK642,RESIDENTIAL_MULTI_FAMILY,1618,86372.88,136.3,16.93,151.14,1.2848,1,0,11647,56,URBAN_REGEN,0,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-05-22
2026-07,MT,RO534,RESIDENTIAL_SINGLE_FAMILY,4601,466700.67,144.61,31.22,151.04,1.8111,0,0,8357,1107,FAST_TRACK,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2025-08-14
2026-08,ES,BG32,MIXED_USE,3474,537909.85,111.15,36.84,111.8,1.3743,0,1,12433,884,ZONING_PLAN_B,1,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2026-01-10
2026-09,CZ,CY31,INDUSTRIAL,2622,210253.56,151.88,34.18,135.76,2.7356,1,1,2859,1369,ZONING_PLAN_A,1,0,EUROSTAT_BUILD_PERMITS,FLASH,2024-08-13
2026-10,HU,GR778,PUBLIC,893,82247.57,132.01,24.88,129.27,0.582,0,0,4056,395,FLOODPLAIN_CONTROL,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-01-19
2026-11,NL,LU468,COMMERCIAL,1226,82516.98,146.51,21.6,140.58,1.8186,1,1,984,487,COASTAL_CONTROL,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2025-05-11
2026-12,SE,DK727,RESIDENTIAL_MULTI_FAMILY,652,57852.16,114.71,11.17,171.22,2.1758,0,1,1975,1420,BROWNFIELD_REUSE,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2026-02-24
2016-01,DK,CZ453,RESIDENTIAL_SINGLE_FAMILY,9139,1088800.5,110.79,17.97,113.91,0.4491,0,0,7596,25,URBAN_REGEN,1,0,EUROSTAT_BUILD_PERMITS,FLASH,2024-12-06
2016-02,IE,PT76,MIXED_USE,4042,387214.14,107.88,23.66,116.83,1.2259,0,1,1094,388,FAST_TRACK,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-04-20
2016-03,PL,DK936,INDUSTRIAL,2207,232723.25,111.25,17.45,100.39,0.9474,0,1,4208,1403,ZONING_PLAN_B,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2025-04-10
2016-04,AT,CY653,PUBLIC,1641,128983.69,110.66,11.31,119.43,0.265,0,0,4048,913,ZONING_PLAN_A,1,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-01-07
2016-05,EE,BG93,COMMERCIAL,3195,209003.3,110.29,17.87,117.54,1.7931,1,0,2816,1318,FLOODPLAIN_CONTROL,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2024-08-04
2016-06,IT,PT22,RESIDENTIAL_MULTI_FAMILY,8318,916070.08,101.38,16.74,116.24,0.7504,0,0,2958,127,COASTAL_CONTROL,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-10-30
2016-07,PT,ES916,RESIDENTIAL_SINGLE_FAMILY,5679,672880.27,113.48,8.57,118.03,0.4119,0,0,6412,1772,BROWNFIELD_REUSE,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2025-02-03
2016-08,BE,DE330,MIXED_USE,5107,509308.36,100.27,16.37,96.84,0.5884,1,0,207,819,URBAN_REGEN,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-04-07
2016-09,FI,LU762,INDUSTRIAL,6083,816993.86,115.11,37.01,115.71,1.4195,1,0,8825,1613,FAST_TRACK,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2025-10-02
2016-10,LV,BE281,PUBLIC,3165,230623.35,105.43,21.38,108.14,1.5876,1,0,2379,1219,ZONING_PLAN_B,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-10-07
2016-11,RO,FI898,COMMERCIAL,3961,441219.27,112.49,15.87,109.01,1.6764,1,0,294,341,ZONING_PLAN_A,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2025-10-04
2016-12,BG,LV377,RESIDENTIAL_MULTI_FAMILY,1203,110818.08,113.94,25.51,97.27,0.2622,0,0,3325,687,FLOODPLAIN_CONTROL,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-09-22
2017-01,FR,NL849,RESIDENTIAL_SINGLE_FAMILY,142,16719.86,112.53,24.7,107.25,0.3376,0,0,7536,621,COASTAL_CONTROL,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2024-07-26
2017-02,LT,AT47,MIXED_USE,3666,345152.54,100.95,26.44,121.28,1.1773,0,0,130,124,BROWNFIELD_REUSE,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-12-16
2017-03,SK,CY19,INDUSTRIAL,2879,349709.77,101.79,22.07,117.09,0.1065,0,0,3027,1011,URBAN_REGEN,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2024-09-13
2017-04,HR,AT3,PUBLIC,4077,330452.8,111.09,30.64,103.06,1.8557,0,1,2012,478,FAST_TRACK,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-02-11
2017-05,DE,AT5,COMMERCIAL,2622,181272.45,102.23,28.38,103.8,1.5993,0,0,6438,404,ZONING_PLAN_B,1,0,EUROSTAT_BUILD_PERMITS,FLASH,2025-08-15
2017-06,LU,ES121,RESIDENTIAL_MULTI_FAMILY,8761,884207.25,108.18,9.68,104.46,1.3201,0,1,6765,266,ZONING_PLAN_A,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-03-01
2017-07,SI,GR5,RESIDENTIAL_SINGLE_FAMILY,10580,637813.68,104.64,12.37,124.04,1.8159,1,0,8630,269,FLOODPLAIN_CONTROL,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2024-05-23
2017-08,CY,BE505,MIXED_USE,100,9733.58,98.34,13.5,103.7,0.8364,0,0,5907,1856,COASTAL_CONTROL,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-10-23
2017-09,GR,CY531,INDUSTRIAL,4002,392992.54,108.21,17.66,104.61,0.6374,1,1,6839,829,BROWNFIELD_REUSE,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2025-08-13
2017-10,MT,IT454,PUBLIC,2304,253918.99,106.55,18.82,114.38,0.8239,0,0,4930,1742,URBAN_REGEN,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-02-12
2017-11,ES,FR8,COMMERCIAL,3785,280524.81,118.09,25.34,94.68,0.4311,1,0,1190,1780,FAST_TRACK,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2024-06-18
2017-12,CZ,NL6,RESIDENTIAL_MULTI_FAMILY,262,31391.18,104.95,12.43,114.35,0.9548,0,1,6950,1314,ZONING_PLAN_B,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-03-16
2018-01,HU,RO893,RESIDENTIAL_SINGLE_FAMILY,482,28262.17,120.27,9.47,112.16,0.2234,0,1,8174,887,ZONING_PLAN_A,1,0,EUROSTAT_BUILD_PERMITS,FLASH,2024-12-07
2018-02,NL,AT149,MIXED_USE,5605,783268.43,108.99,19.38,127.47,0.7788,1,1,662,704,FLOODPLAIN_CONTROL,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-07-13
2018-03,SE,PL4,INDUSTRIAL,596,65130.62,114.28,30.84,119.45,1.5031,0,0,8420,1122,COASTAL_CONTROL,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2026-02-23
2018-04,DK,RO40,PUBLIC,1211,109834.72,115.46,28.25,109.46,1.2234,0,1,3466,880,BROWNFIELD_REUSE,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-01-17
2018-05,IE,SI163,COMMERCIAL,5631,466900.42,108.51,16.29,127.53,0.1234,0,0,4276,1477,URBAN_REGEN,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2025-04-10
2018-06,PL,AT463,RESIDENTIAL_MULTI_FAMILY,8339,958585.67,108.81,14.24,130.45,0.5863,1,1,177,1153,FAST_TRACK,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2026-02-07
2018-07,AT,DK531,RESIDENTIAL_SINGLE_FAMILY,2921,185337.95,113.22,6.34,112.95,0.1686,1,0,7367,901,ZONING_PLAN_B,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2024-07-07
2018-08,EE,LU955,MIXED_USE,5267,679322.0,115.89,17.78,102.27,0.833,0,0,4374,1659,ZONING_PLAN_A,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-01-19
2018-09,IT,HU2,INDUSTRIAL,1530,158192.57,100.79,10.25,109.23,0.3351,0,1,401,1611,FLOODPLAIN_CONTROL,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2025-06-20
2018-10,PT,RO30,PUBLIC,343,30454.6,112.78,25.33,122.82,0.5838,1,1,4963,865,COASTAL_CONTROL,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2026-02-05
2018-11,BE,RO2,COMMERCIAL,3932,448169.24,123.15,12.89,105.39,0.5612,0,1,8657,1923,BROWNFIELD_REUSE,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2024-12-16
2018-12,FI,NL33,RESIDENTIAL_MULTI_FAMILY,5520,801215.82,112.82,12.04,102.34,0.8893,1,0,3749,2360,URBAN_REGEN,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-12-05
2019-01,LV,LU1,RESIDENTIAL_SINGLE_FAMILY,5570,366606.15,109.24,15.46,114.86,1.3336,1,0,3984,742,FAST_TRACK,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2025-01-11
2019-02,RO,HR32,MIXED_USE,5069,585575.4,104.12,13.19,112.13,0.1213,0,0,1402,407,ZONING_PLAN_B,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-03-04
2019-03,BG,IT76,INDUSTRIAL,1656,119715.15,116.61,6.98,117.96,0.1121,1,0,88,3,ZONING_PLAN_A,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2025-11-01
2019-04,FR,PT671,PUBLIC,4923,529235.92,110.07,10.5,117.51,1.5699,1,0,1952,207,FLOODPLAIN_CONTROL,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2026-01-21
2019-05,LT,AT58,COMMERCIAL,3781,495382.29,104.77,35.71,118.02,1.5325,1,0,5367,313,COASTAL_CONTROL,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2025-02-13
2019-06,SK,GR254,RESIDENTIAL_MULTI_FAMILY,8009,677296.56,108.18,10.17,126.47,0.6161,0,1,8950,337,BROWNFIELD_REUSE,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-08-10
2019-07,HR,DE819,RESIDENTIAL_SINGLE_FAMILY,2833,270926.95,114.65,22.97,105.99,0.3231,0,0,8447,1694,URBAN_REGEN,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2024-10-21
2019-08,DE,DK51,MIXED_USE,5371,458788.91,115.6,10.73,105.53,1.1352,0,0,1104,812,FAST_TRACK,1,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-07-21
2019-09,LU,LU59,INDUSTRIAL,845,39871.63,125.48,8.02,98.59,0.5541,0,1,4368,225,ZONING_PLAN_B,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2024-08-09
2019-10,SI,MT232,PUBLIC,5098,627764.98,113.92,10.67,119.13,0.3281,0,1,1358,340,ZONING_PLAN_A,1,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-03-16
2019-11,CY,ES2,COMMERCIAL,4479,628019.44,128.72,9.99,125.33,0.7983,0,0,5354,618,FLOODPLAIN_CONTROL,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2025-03-18
2019-12,GR,LV66,RESIDENTIAL_MULTI_FAMILY,10319,816749.52,117.6,25.41,101.35,0.4279,1,0,8897,1669,COASTAL_CONTROL,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-09-17
2020-01,MT,PT17,RESIDENTIAL_SINGLE_FAMILY,521,55973.96,114.38,20.42,105.81,0.8724,0,1,7591,560,BROWNFIELD_REUSE,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2025-08-27
2020-02,ES,EE601,MIXED_USE,2928,259618.93,119.18,19.19,103.61,2.8408,0,1,14147,1467,URBAN_REGEN,0,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-07-08
2020-03,CZ,AT83,INDUSTRIAL,6173,752789.6,109.67,34.98,127.68,1.838,0,0,4010,1246,FAST_TRACK,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2025-04-30
2020-04,HU,SE3,PUBLIC,392,54682.42,125.51,17.92,113.16,1.7186,0,0,12495,1873,ZONING_PLAN_B,1,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-02-29
2020-05,NL,FI207,COMMERCIAL,393,49003.0,114.92,26.13,115.01,1.7202,0,0,1445,271,ZONING_PLAN_A,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2025-02-23
2020-06,SE,LT5,RESIDENTIAL_MULTI_FAMILY,200,13028.24,122.46,25.77,127.02,1.1818,0,1,4692,803,FLOODPLAIN_CONTROL,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-06-27
