lab_dialogue_reference_year,lab_dialogue_country_iso2,lab_dialogue_sector_nace_section,lab_dialogue_collective_bargaining_coverage_pct,lab_dialogue_union_density_pct,lab_dialogue_employer_organisation_density_pct,lab_dialogue_wage_setting_level_code,lab_dialogue_minimum_wage_directive_alignment_flag,lab_dialogue_agreements_signed_count,lab_dialogue_disputes_count,lab_dialogue_strike_days_lost_per_1k,lab_dialogue_mediation_cases_count,lab_dialogue_social_partner_consultations_count,lab_dialogue_tripartite_body_flag,lab_dialogue_gender_equality_clause_share_pct,lab_dialogue_platform_work_clause_share_pct,lab_dialogue_telework_clause_share_pct,lab_dialogue_training_clause_share_pct,lab_dialogue_data_source,lab_dialogue_last_update_date
2006,PL,N,38.7,46.34,25.4,COMPANY,0,224,90,18.45,133,231,1,29.4,15.84,7.61,64.56,EUROFOUND_EWCS,2021-05-13
2007,AT,D,41.81,30.45,11.29,SECTOR,0,62,60,28.81,20,263,1,31.6,13.97,37.44,37.18,NATIONAL_LABOUR_MINISTRY,2021-06-11
2008,EE,O,16.09,36.46,58.89,NATIONAL,0,306,69,48.46,7,138,0,54.77,10.87,25.14,46.1,SOCIAL_PARTNER_REGISTRY,2021-07-10
2009,IT,E,27.19,13.23,50.23,MIXED,0,63,28,11.45,51,124,1,11.62,15.03,20.24,60.51,ILO_EXPORT,2021-08-08
2010,PT,P,44.91,6.49,27.19,COMPANY,0,91,58,15.45,42,284,1,24.94,0.84,23.31,67.94,EUROFOUND_EWCS,2021-09-06
2011,BE,F,100.0,13.67,54.75,SECTOR,0,102,79,48.08,67,38,1,31.01,6.1,24.5,18.98,NATIONAL_LABOUR_MINISTRY,2021-10-05
2012,FI,Q,68.33,38.82,28.08,NATIONAL,0,536,32,29.1,86,103,0,18.64,7.14,28.89,44.52,SOCIAL_PARTNER_REGISTRY,2021-11-03
2013,LV,G,57.83,5.95,61.66,MIXED,0,302,28,29.4,90,175,1,21.41,19.13,24.64,63.27,ILO_EXPORT,2021-12-02
2014,RO,R,33.83,39.67,22.39,COMPANY,0,144,21,30.89,109,415,1,11.65,14.14,41.24,45.44,EUROFOUND_EWCS,2021-12-31
2015,BG,H,60.47,8.17,78.32,SECTOR,0,544,34,3.68,4,72,1,22.9,7.79,20.23,14.42,NATIONAL_LABOUR_MINISTRY,2022-01-29
2016,FR,S,70.8,18.77,67.86,NATIONAL,0,511,5,21.81,68,588,1,30.2,11.84,37.38,37.04,SOCIAL_PARTNER_REGISTRY,2022-02-27
2017,LT,I,15.69,54.21,27.57,MIXED,0,257,28,52.68,4,426,1,15.56,4.17,39.78,12.17,ILO_EXPORT,2022-03-28
2018,SK,T,13.48,8.96,59.28,COMPANY,0,157,7,14.95,28,319,1,13.78,5.03,17.08,12.72,EUROFOUND_EWCS,2022-04-26
2019,HR,J,72.7,31.74,57.88,SECTOR,0,117,59,35.92,12,150,1,30.72,7.83,7.75,55.19,NATIONAL_LABOUR_MINISTRY,2022-05-25
2020,DE,U,26.95,59.08,57.26,NATIONAL,0,101,45,49.05,79,204,0,50.93,28.67,53.23,51.49,SOCIAL_PARTNER_REGISTRY,2022-06-23
2021,LU,K,33.75,31.18,41.59,MIXED,0,312,66,27.74,130,290,1,18.57,13.08,12.91,67.42,ILO_EXPORT,2022-07-22
2022,SI,A,53.88,9.47,25.66,COMPANY,0,453,41,27.64,22,398,1,13.44,13.54,8.67,19.95,EUROFOUND_EWCS,2022-08-20
2023,CY,L,35.82,54.4,34.13,SECTOR,1,366,4,17.92,53,398,0,26.59,39.05,65.12,50.33,NATIONAL_LABOUR_MINISTRY,2022-09-18
2024,GR,B,57.06,8.83,42.95,NATIONAL,0,46,67,51.8,39,239,1,77.4,19.86,20.49,13.41,SOCIAL_PARTNER_REGISTRY,2022-10-17
2025,MT,M,60.72,18.39,19.15,MIXED,1,65,16,11.67,134,23,1,33.58,26.5,23.87,68.9,ILO_EXPORT,2022-11-15
2006,ES,C,76.27,56.24,59.46,COMPANY,0,455,1,12.26,83,183,1,28.3,15.04,33.84,63.64,EUROFOUND_EWCS,2022-12-14
2007,CZ,N,68.66,38.56,8.97,SECTOR,0,70,7,36.23,15,45,1,7.64,7.55,11.26,31.3,NATIONAL_LABOUR_MINISTRY,2023-01-12
2008,HU,D,35.46,24.51,40.63,NATIONAL,1,187,24,44.89,120,406,1,42.79,4.82,18.68,58.62,SOCIAL_PARTNER_REGISTRY,2023-02-10
2009,NL,O,11.19,28.7,44.19,MIXED,0,4,8,19.81,14,307,1,41.91,18.7,13.01,44.87,ILO_EXPORT,2023-03-11
2010,SE,E,48.3,21.98,19.29,COMPANY,0,296,79,51.59,14,558,0,25.64,18.48,12.17,9.15,EUROFOUND_EWCS,2023-04-09
2011,DK,P,67.98,77.59,32.25,SECTOR,0,316,32,10.89,33,42,0,23.07,8.12,35.5,15.41,NATIONAL_LABOUR_MINISTRY,2023-05-08
2012,IE,F,58.55,20.76,71.0,NATIONAL,0,103,22,42.3,52,143,0,22.08,2.21,19.33,50.86,SOCIAL_PARTNER_REGISTRY,2023-06-06
2013,PL,Q,63.3,34.87,74.0,MIXED,0,205,46,40.73,89,176,0,25.9,3.22,37.82,44.1,ILO_EXPORT,2023-07-05
2014,AT,G,74.21,58.7,41.52,COMPANY,0,253,87,34.02,58,515,1,30.37,10.0,33.31,45.71,EUROFOUND_EWCS,2023-08-03
2015,EE,R,45.1,14.56,12.39,SECTOR,0,231,76,1.07,122,429,0,12.08,16.13,9.36,73.18,NATIONAL_LABOUR_MINISTRY,2023-09-01
2016,IT,H,33.02,19.76,56.72,NATIONAL,0,114,78,51.88,64,239,1,71.3,4.48,23.13,16.28,SOCIAL_PARTNER_REGISTRY,2023-09-30
2017,PT,S,40.55,21.94,53.64,MIXED,0,143,52,14.65,5,364,1,53.6,18.87,39.75,15.67,ILO_EXPORT,2023-10-29
2018,BE,I,68.13,22.66,26.81,COMPANY,0,235,5,21.21,11,489,0,38.01,9.32,31.03,50.11,EUROFOUND_EWCS,2023-11-27
2019,FI,T,43.44,49.74,27.53,SECTOR,0,189,37,37.73,100,158,1,77.47,18.59,27.66,38.28,NATIONAL_LABOUR_MINISTRY,2023-12-26
2020,LV,J,44.15,14.21,39.62,NATIONAL,0,24,3,6.67,54,206,1,43.01,46.96,3.84,59.84,SOCIAL_PARTNER_REGISTRY,2024-01-24
2021,RO,U,75.41,17.56,40.62,MIXED,0,368,13,31.15,49,550,1,41.13,8.67,56.22,29.45,ILO_EXPORT,2024-02-22
2022,BG,K,23.53,55.48,17.64,COMPANY,1,24,45,24.09,31,270,1,15.99,25.72,17.91,48.15,EUROFOUND_EWCS,2024-03-22
2023,FR,A,68.56,33.11,74.78,SECTOR,0,23,7,33.82,39,399,1,42.48,23.28,6.67,78.23,NATIONAL_LABOUR_MINISTRY,2024-04-20
2024,LT,L,31.43,47.92,22.67,NATIONAL,0,358,68,9.62,104,275,1,39.88,34.43,48.29,40.05,SOCIAL_PARTNER_REGISTRY,2024-05-19
2025,SK,B,45.3,40.74,22.33,MIXED,0,238,2,5.95,4,537,1,9.99,45.77,31.51,69.42,ILO_EXPORT,2024-06-17
2006,HR,M,25.69,48.71,26.01,COMPANY,0,230,59,38.67,40,69,1,34.37,16.25,21.23,25.96,EUROFOUND_EWCS,2024-07-16
2007,DE,C,29.0,10.88,40.24,SECTOR,0,123,55,21.8,28,234,1,18.5,13.87,16.31,23.22,NATIONAL_LABOUR_MINISTRY,2024-08-14
2008,LU,N,67.45,22.6,73.85,NATIONAL,0,3,14,14.7,108,468,0,22.59,2.53,25.2,52.33,SOCIAL_PARTNER_REGISTRY,2024-09-12
2009,SI,D,26.77,41.5,63.79,MIXED,0,69,25,35.11,80,297,1,22.6,8.83,16.0,59.93,ILO_EXPORT,2024-10-11
2010,CY,O,70.31,52.14,71.31,COMPANY,0,58,37,52.94,87,588,1,42.33,11.26,8.94,24.35,EUROFOUND_EWCS,2024-11-09
2011,GR,E,24.24,37.25,38.23,SECTOR,0,250,22,20.97,127,357,1,20.66,2.28,8.68,40.71,NATIONAL_LABOUR_MINISTRY,2024-12-08
2012,MT,P,35.05,16.56,41.37,NATIONAL,0,267,38,49.59,79,328,1,38.82,8.08,39.75,56.34,SOCIAL_PARTNER_REGISTRY,2025-01-06
2013,ES,F,57.26,48.21,46.36,MIXED,0,416,78,13.43,47,285,0,22.21,8.18,19.09,28.89,ILO_EXPORT,2025-02-04
2014,CZ,Q,61.19,7.38,60.35,COMPANY,0,305,21,35.46,11,41,1,38.36,3.12,6.3,13.38,EUROFOUND_EWCS,2025-03-05
2015,HU,G,10.54,27.27,62.29,SECTOR,0,159,15,14.75,135,231,1,49.71,2.06,33.17,28.09,NATIONAL_LABOUR_MINISTRY,2025-04-03
2016,NL,R,57.35,52.75,28.58,NATIONAL,0,436,88,54.97,41,483,1,36.83,0.29,12.5,46.89,SOCIAL_PARTNER_REGISTRY,2025-05-02
2017,SE,H,35.52,59.74,64.74,MIXED,0,246,87,30.58,37,372,1,17.76,15.95,7.62,37.45,ILO_EXPORT,2025-05-31
2018,DK,S,55.81,31.03,46.76,COMPANY,0,411,7,20.03,63,135,1,20.49,16.88,26.16,32.35,EUROFOUND_EWCS,2025-06-29
2019,IE,I,45.92,22.83,37.7,SECTOR,0,316,61,54.14,137,472,1,13.88,7.25,17.86,17.34,NATIONAL_LABOUR_MINISTRY,2025-07-28
2020,PL,T,78.09,55.68,78.61,NATIONAL,0,425,63,24.65,56,361,0,21.82,35.48,3.34,25.33,SOCIAL_PARTNER_REGISTRY,2025-08-26
2021,AT,J,9.97,45.49,49.4,MIXED,0,270,80,4.97,126,255,1,20.46,26.54,60.2,29.26,ILO_EXPORT,2025-09-24
2022,EE,U,73.64,36.01,73.21,COMPANY,0,322,37,29.18,64,153,1,41.37,20.05,26.17,57.82,EUROFOUND_EWCS,2025-10-23
2023,IT,K,90.05,48.27,22.32,SECTOR,0,429,73,20.2,7,417,1,53.25,24.3,16.06,62.63,NATIONAL_LABOUR_MINISTRY,2025-11-21
2024,PT,A,56.53,28.33,49.72,NATIONAL,1,42,27,21.37,81,448,0,22.44,26.94,58.6,82.92,SOCIAL_PARTNER_REGISTRY,2025-12-20
2025,BE,L,57.79,16.29,48.61,MIXED,0,55,58,54.33,114,444,1,48.38,32.81,57.64,83.14,ILO_EXPORT,2026-01-18
2006,FI,B,25.94,39.41,27.63,COMPANY,0,211,34,34.78,91,411,0,52.13,5.52,27.13,54.66,EUROFOUND_EWCS,2026-02-16
2007,LV,M,47.63,53.95,37.96,SECTOR,0,183,35,42.13,61,515,1,45.88,5.93,17.56,11.8,NATIONAL_LABOUR_MINISTRY,2010-01-20
2008,RO,C,59.32,10.11,31.51,NATIONAL,0,304,47,48.87,91,16,1,51.93,11.26,39.15,48.85,SOCIAL_PARTNER_REGISTRY,2010-02-18
2009,BG,N,24.09,24.97,54.65,MIXED,0,103,13,7.91,51,413,1,24.84,3.55,43.74,35.22,ILO_EXPORT,2010-03-19
2010,FR,D,45.67,56.2,49.45,COMPANY,0,97,89,51.38,13,583,1,6.59,2.62,38.72,20.27,EUROFOUND_EWCS,2010-04-17
2011,LT,O,76.59,42.31,77.18,SECTOR,0,246,18,20.75,71,58,1,41.05,17.18,38.78,16.59,NATIONAL_LABOUR_MINISTRY,2010-05-16
2012,SK,E,45.97,27.2,20.56,NATIONAL,1,343,2,31.42,37,48,1,9.63,9.63,26.6,34.0,SOCIAL_PARTNER_REGISTRY,2010-06-14
2013,HR,P,15.35,43.32,37.56,MIXED,1,261,2,26.02,54,348,1,55.57,14.03,19.5,66.03,ILO_EXPORT,2010-07-13
2014,DE,F,39.94,35.54,21.4,COMPANY,0,151,32,18.99,47,314,1,44.35,10.89,35.91,64.83,EUROFOUND_EWCS,2010-08-11
2015,LU,Q,54.3,22.61,63.69,SECTOR,0,37,36,51.93,56,419,1,7.9,7.18,36.31,42.78,NATIONAL_LABOUR_MINISTRY,2010-09-09
2016,SI,G,15.33,14.06,22.29,NATIONAL,0,36,31,31.2,78,386,1,42.38,1.23,20.61,9.96,SOCIAL_PARTNER_REGISTRY,2010-10-08
2017,CY,R,53.57,31.81,47.73,MIXED,0,470,16,15.52,59,221,1,46.74,16.45,28.29,30.51,ILO_EXPORT,2010-11-06
2018,GR,H,67.02,47.63,68.9,COMPANY,0,100,1,16.31,25,510,1,73.61,10.17,32.96,31.27,EUROFOUND_EWCS,2010-12-05
2019,MT,S,55.06,29.9,28.04,SECTOR,0,151,89,40.11,11,386,1,24.06,5.48,24.17,45.71,NATIONAL_LABOUR_MINISTRY,2011-01-03
2020,ES,I,18.34,55.76,12.18,NATIONAL,0,184,95,3.89,95,226,0,64.62,15.29,71.55,23.12,SOCIAL_PARTNER_REGISTRY,2011-02-01
2021,CZ,T,62.91,50.6,28.82,MIXED,0,33,75,16.66,56,588,1,16.81,4.41,20.58,49.19,ILO_EXPORT,2011-03-02
2022,HU,J,28.18,12.95,29.67,COMPANY,1,329,19,0.38,40,100,1,42.84,47.21,8.42,56.59,EUROFOUND_EWCS,2011-03-31
2023,NL,U,13.17,51.66,55.98,SECTOR,0,325,86,3.5,88,223,1,23.87,31.67,7.7,42.96,NATIONAL_LABOUR_MINISTRY,2011-04-29
2024,SE,K,98.16,36.53,76.52,NATIONAL,1,59,7,6.93,61,438,0,11.56,14.88,21.58,51.45,SOCIAL_PARTNER_REGISTRY,2011-05-28
2025,DK,A,40.25,26.62,32.71,MIXED,1,297,9,2.0,45,239,1,61.83,38.89,66.47,68.88,ILO_EXPORT,2011-06-26
2006,IE,L,25.06,38.28,64.32,COMPANY,0,306,74,54.61,113,163,1,13.15,9.82,37.68,71.74,EUROFOUND_EWCS,2011-07-25
2007,PL,B,25.57,17.39,14.58,SECTOR,0,281,77,52.23,17,82,1,33.21,15.66,32.21,73.4,NATIONAL_LABOUR_MINISTRY,2011-08-23
2008,AT,M,38.09,44.92,16.81,NATIONAL,0,248,23,33.56,66,260,1,55.88,4.15,32.74,12.07,SOCIAL_PARTNER_REGISTRY,2011-09-21
2009,EE,C,31.42,34.67,29.22,MIXED,0,38,29,10.51,2,334,1,37.83,3.91,13.32,46.88,ILO_EXPORT,2011-10-20
2010,IT,N,87.16,21.24,36.48,COMPANY,0,214,1,23.7,74,591,0,21.24,16.27,36.24,76.89,EUROFOUND_EWCS,2011-11-18
2011,PT,D,36.91,26.54,64.68,SECTOR,0,339,36,55.75,62,267,1,52.73,4.21,4.79,47.97,NATIONAL_LABOUR_MINISTRY,2011-12-17
2012,BE,O,100.0,24.84,42.22,NATIONAL,0,470,55,27.08,34,344,1,11.73,8.22,5.33,18.36,SOCIAL_PARTNER_REGISTRY,2012-01-15
2013,FI,E,45.99,46.62,9.98,MIXED,0,333,1,5.78,85,399,0,23.25,0.51,43.41,44.6,ILO_EXPORT,2012-02-13
2014,LV,P,39.79,45.01,26.91,COMPANY,0,194,73,22.33,115,290,1,43.64,3.6,11.0,11.84,EUROFOUND_EWCS,2012-03-13
2015,RO,F,28.59,5.27,27.66,SECTOR,0,127,85,38.91,87,20,1,13.87,7.54,30.0,32.96,NATIONAL_LABOUR_MINISTRY,2012-04-11
2016,BG,Q,56.17,52.59,26.11,NATIONAL,0,463,3,37.35,42,144,1,39.47,3.07,26.04,85.84,SOCIAL_PARTNER_REGISTRY,2012-05-10
2017,FR,G,33.75,31.21,8.44,MIXED,0,264,58,35.28,90,343,1,16.69,18.75,27.49,56.53,ILO_EXPORT,2012-06-08
2018,LT,R,14.78,47.01,45.83,COMPANY,1,301,9,3.87,73,293,1,64.84,18.76,7.68,72.66,EUROFOUND_EWCS,2012-07-07
2019,SK,H,75.13,28.63,25.4,SECTOR,0,448,10,27.14,22,209,0,66.41,10.6,38.69,19.79,NATIONAL_LABOUR_MINISTRY,2012-08-05
2020,HR,S,29.18,5.43,55.1,NATIONAL,0,24,100,5.67,103,127,1,65.81,31.07,7.28,12.96,SOCIAL_PARTNER_REGISTRY,2012-09-03
2021,DE,I,76.03,38.47,27.16,MIXED,0,450,19,19.74,16,182,1,7.85,29.9,61.4,68.53,ILO_EXPORT,2012-10-02
2022,LU,T,52.93,54.95,33.5,COMPANY,0,261,53,20.82,101,277,1,63.66,43.33,53.13,84.68,EUROFOUND_EWCS,2012-10-31
2023,SI,J,52.82,6.21,63.27,SECTOR,1,322,72,44.37,61,493,0,15.32,19.09,47.11,61.14,NATIONAL_LABOUR_MINISTRY,2012-11-29
2024,CY,U,71.57,48.02,37.34,NATIONAL,1,268,75,25.87,134,477,1,31.05,44.37,30.22,32.46,SOCIAL_PARTNER_REGISTRY,2012-12-28
2025,GR,K,56.4,6.94,64.45,MIXED,1,12,16,35.41,64,193,1,64.59,47.14,32.96,70.03,ILO_EXPORT,2013-01-26
2006,MT,A,53.71,11.93,22.02,COMPANY,1,191,0,18.9,5,37,1,42.2,7.93,36.12,86.9,EUROFOUND_EWCS,2013-02-24
2007,ES,L,23.12,22.21,19.69,SECTOR,0,324,30,0.71,96,330,1,12.91,3.25,23.53,33.35,NATIONAL_LABOUR_MINISTRY,2013-03-25
2008,CZ,B,76.05,31.83,62.9,NATIONAL,0,42,48,39.58,124,548,1,38.91,14.05,41.31,39.79,SOCIAL_PARTNER_REGISTRY,2013-04-23
2009,HU,M,72.84,35.12,66.01,MIXED,0,139,40,38.8,69,50,1,31.96,1.13,13.45,39.01,ILO_EXPORT,2013-05-22
2010,NL,C,9.5,39.2,55.56,COMPANY,0,181,18,21.53,10,186,1,46.24,12.09,10.01,60.07,EUROFOUND_EWCS,2013-06-20
2011,SE,N,53.76,26.31,12.94,SECTOR,0,402,33,36.2,118,512,1,32.77,4.57,38.88,26.05,NATIONAL_LABOUR_MINISTRY,2013-07-19
2012,DK,D,69.74,93.63,79.19,NATIONAL,0,332,11,35.36,28,233,1,48.78,16.06,26.03,33.13,SOCIAL_PARTNER_REGISTRY,2013-08-17
2013,IE,O,50.22,10.97,49.14,MIXED,0,481,34,54.79,22,137,1,20.7,0.19,29.72,33.13,ILO_EXPORT,2013-09-15
2014,PL,E,41.52,41.89,28.6,COMPANY,1,216,68,24.33,121,73,1,35.48,3.98,13.75,12.2,EUROFOUND_EWCS,2013-10-14
2015,AT,P,45.11,22.92,31.33,SECTOR,0,116,32,52.07,84,317,1,40.48,3.7,40.74,34.34,NATIONAL_LABOUR_MINISTRY,2013-11-12
2016,EE,F,44.19,30.08,36.92,NATIONAL,0,293,54,27.13,99,284,1,20.96,9.5,38.6,74.06,SOCIAL_PARTNER_REGISTRY,2013-12-11
2017,IT,Q,60.26,19.38,78.29,MIXED,0,192,26,4.82,73,261,0,46.51,9.54,9.42,75.63,ILO_EXPORT,2014-01-09
2018,PT,G,63.41,44.33,65.21,COMPANY,1,137,26,54.33,10,564,1,48.51,5.45,26.2,12.36,EUROFOUND_EWCS,2014-02-07
2019,BE,R,82.69,17.6,43.4,SECTOR,0,333,49,5.61,77,9,0,57.97,11.16,41.5,15.84,NATIONAL_LABOUR_MINISTRY,2014-03-08
2020,FI,H,72.37,86.46,34.07,NATIONAL,0,487,44,54.81,76,242,0,51.68,38.14,22.36,37.34,SOCIAL_PARTNER_REGISTRY,2014-04-06
2021,LV,S,62.91,9.2,64.17,MIXED,0,115,31,11.74,29,510,0,25.39,27.18,60.77,19.09,ILO_EXPORT,2014-05-05
2022,RO,I,70.33,34.8,33.13,COMPANY,1,50,52,55.94,110,535,1,8.58,38.96,26.75,84.41,EUROFOUND_EWCS,2014-06-03
2023,BG,T,74.15,53.23,8.86,SECTOR,0,208,43,53.01,137,262,1,59.92,34.95,73.31,82.25,NATIONAL_LABOUR_MINISTRY,2014-07-02
2024,FR,J,99.59,40.14,41.42,NATIONAL,0,265,50,26.09,15,524,0,12.37,35.71,73.99,87.38,SOCIAL_PARTNER_REGISTRY,2014-07-31
2025,LT,U,48.76,44.52,16.04,MIXED,0,285,64,18.64,38,278,1,63.35,24.0,15.77,71.04,ILO_EXPORT,2014-08-29
2006,SK,K,27.11,30.26,25.85,COMPANY,0,318,2,27.01,51,307,1,15.39,10.77,40.69,40.51,EUROFOUND_EWCS,2014-09-27
2007,HR,A,12.0,37.06,42.02,SECTOR,1,195,66,43.86,126,168,0,23.78,19.23,5.97,70.8,NATIONAL_LABOUR_MINISTRY,2014-10-26
2008,DE,L,34.7,33.09,37.93,NATIONAL,0,228,10,37.56,17,182,0,44.49,17.52,7.59,67.27,SOCIAL_PARTNER_REGISTRY,2014-11-24
2009,LU,B,35.77,35.35,18.61,MIXED,0,182,86,36.91,53,255,1,54.5,18.16,8.59,16.41,ILO_EXPORT,2014-12-23
2010,SI,M,69.68,18.32,53.31,COMPANY,0,199,79,21.96,94,72,1,46.53,14.47,11.65,89.11,EUROFOUND_EWCS,2015-01-21
2011,CY,C,33.6,40.53,43.64,SECTOR,0,250,21,19.72,137,46,1,9.42,6.44,3.21,23.53,NATIONAL_LABOUR_MINISTRY,2015-02-19
2012,GR,N,12.63,29.07,11.32,NATIONAL,0,49,41,7.01,35,352,1,47.85,16.42,36.77,39.55,SOCIAL_PARTNER_REGISTRY,2015-03-20
2013,MT,D,32.45,49.06,41.77,MIXED,1,210,6,6.42,74,235,0,11.26,0.53,22.32,21.89,ILO_EXPORT,2015-04-18
2014,ES,O,33.29,55.53,28.45,COMPANY,0,242,49,14.25,129,151,1,45.13,6.28,3.84,66.68,EUROFOUND_EWCS,2015-05-17
2015,CZ,E,46.41,28.17,19.61,SECTOR,0,54,76,36.39,34,494,0,25.24,9.72,35.76,63.67,NATIONAL_LABOUR_MINISTRY,2015-06-15
2016,HU,P,73.54,46.03,60.07,NATIONAL,0,86,51,40.15,14,243,1,36.1,9.09,29.09,59.9,SOCIAL_PARTNER_REGISTRY,2015-07-14
2017,NL,F,57.66,20.04,21.68,MIXED,0,195,30,17.73,75,492,0,54.1,14.82,35.24,72.99,ILO_EXPORT,2015-08-12
2018,SE,Q,35.8,11.1,63.22,COMPANY,0,112,4,7.84,61,388,0,16.67,7.07,7.98,52.49,EUROFOUND_EWCS,2015-09-10
2019,DK,G,37.8,39.08,12.83,SECTOR,0,349,42,51.58,4,190,1,53.93,8.83,41.3,21.22,NATIONAL_LABOUR_MINISTRY,2015-10-09
2020,IE,R,55.89,12.81,65.03,NATIONAL,0,63,72,39.71,9,158,1,9.53,31.31,13.33,76.22,SOCIAL_PARTNER_REGISTRY,2015-11-07
2021,PL,H,45.48,17.99,26.72,MIXED,0,214,82,29.84,91,507,1,41.54,44.1,4.02,70.38,ILO_EXPORT,2015-12-06
2022,AT,S,14.13,27.22,22.85,COMPANY,1,22,67,5.92,46,214,1,36.32,9.12,71.1,38.02,EUROFOUND_EWCS,2016-01-04
2023,EE,I,75.83,6.69,65.82,SECTOR,0,488,53,35.18,52,279,1,74.69,32.68,14.83,74.19,NATIONAL_LABOUR_MINISTRY,2016-02-02
2024,IT,T,91.57,56.25,58.66,NATIONAL,1,142,32,50.77,29,417,1,36.06,34.29,20.82,50.42,SOCIAL_PARTNER_REGISTRY,2016-03-02
2025,PT,J,22.14,48.68,21.71,MIXED,1,7,61,51.1,127,2,0,26.83,37.19,35.05,24.51,ILO_EXPORT,2016-03-31
2006,BE,U,84.59,8.99,54.15,COMPANY,0,269,60,35.53,56,374,1,14.5,7.73,10.6,86.52,EUROFOUND_EWCS,2016-04-29
2007,FI,K,76.04,20.05,29.73,SECTOR,0,392,62,24.79,95,179,0,43.82,9.11,11.17,34.0,NATIONAL_LABOUR_MINISTRY,2016-05-28
2008,LV,A,57.53,7.47,69.91,NATIONAL,0,81,69,52.75,79,173,1,6.82,14.33,36.67,29.89,SOCIAL_PARTNER_REGISTRY,2016-06-26
2009,RO,L,42.71,45.05,49.93,MIXED,0,28,21,54.45,119,152,1,26.53,6.68,14.96,30.06,ILO_EXPORT,2016-07-25
2010,BG,B,72.95,27.24,25.48,COMPANY,0,368,74,20.95,122,111,0,50.71,18.13,34.85,63.11,EUROFOUND_EWCS,2016-08-23
2011,FR,M,60.17,48.87,57.0,SECTOR,0,185,62,11.07,19,172,0,15.84,5.98,11.38,48.35,NATIONAL_LABOUR_MINISTRY,2016-09-21
2012,LT,C,74.84,33.12,43.22,NATIONAL,0,519,74,27.16,51,283,1,50.82,12.61,6.47,30.46,SOCIAL_PARTNER_REGISTRY,2016-10-20
2013,SK,N,69.16,9.55,53.49,MIXED,0,412,55,39.14,15,447,1,10.37,16.67,4.29,84.86,ILO_EXPORT,2016-11-18
2014,HR,D,42.87,24.5,38.51,COMPANY,0,74,16,18.85,73,162,1,36.11,19.02,25.64,19.06,EUROFOUND_EWCS,2016-12-17
2015,DE,O,57.88,15.41,48.42,SECTOR,0,251,31,12.12,92,435,0,33.02,6.01,18.66,10.64,NATIONAL_LABOUR_MINISTRY,2017-01-15
2016,LU,E,35.14,58.82,26.42,NATIONAL,0,347,62,36.02,37,28,0,22.13,8.92,2.59,70.25,SOCIAL_PARTNER_REGISTRY,2017-02-13
2017,SI,P,43.05,17.19,37.36,MIXED,0,199,63,3.19,60,301,1,71.52,7.15,3.83,10.55,ILO_EXPORT,2017-03-14
2018,CY,F,28.32,24.39,26.6,COMPANY,0,286,4,37.92,36,57,1,17.85,7.05,9.94,40.1,EUROFOUND_EWCS,2017-04-12
2019,GR,Q,73.46,52.1,62.81,SECTOR,0,333,60,23.09,86,41,1,13.33,1.38,5.85,10.87,NATIONAL_LABOUR_MINISTRY,2017-05-11
2020,MT,G,9.09,53.68,40.29,NATIONAL,0,123,83,28.39,64,330,1,7.87,25.18,18.32,32.14,SOCIAL_PARTNER_REGISTRY,2017-06-09
2021,ES,R,53.15,5.24,53.78,MIXED,0,370,10,1.33,2,12,1,76.97,20.62,65.82,24.4,ILO_EXPORT,2017-07-08
2022,CZ,H,47.67,10.74,40.08,COMPANY,0,118,31,4.24,136,251,1,76.73,29.67,53.93,61.98,EUROFOUND_EWCS,2017-08-06
2023,HU,S,36.51,44.55,53.3,SECTOR,1,290,7,16.18,21,8,1,52.23,3.38,37.88,56.46,NATIONAL_LABOUR_MINISTRY,2017-09-04
2024,NL,I,16.72,30.29,58.35,NATIONAL,1,99,22,17.09,94,421,0,72.88,24.7,49.26,75.79,SOCIAL_PARTNER_REGISTRY,2017-10-03
2025,SE,T,50.58,58.99,55.52,MIXED,1,357,46,26.64,72,8,0,43.19,9.94,47.76,56.16,ILO_EXPORT,2017-11-01
2006,DK,J,16.34,38.92,22.58,COMPANY,1,33,73,34.17,48,219,1,6.17,11.56,1.77,55.77,EUROFOUND_EWCS,2017-11-30
2007,IE,U,63.38,48.4,60.55,SECTOR,0,371,6,15.98,76,526,1,17.27,16.17,4.82,47.79,NATIONAL_LABOUR_MINISTRY,2017-12-29
2008,PL,K,11.96,24.18,10.02,NATIONAL,0,40,70,39.55,128,310,1,21.78,2.37,40.24,23.18,SOCIAL_PARTNER_REGISTRY,2018-01-27
2009,AT,A,9.52,52.07,25.88,MIXED,0,111,71,15.88,59,131,1,32.42,0.79,4.9,58.86,ILO_EXPORT,2018-02-25
2010,EE,L,51.09,14.53,54.18,COMPANY,0,12,41,37.48,39,205,0,55.61,15.98,28.45,30.96,EUROFOUND_EWCS,2018-03-26
2011,IT,B,100.0,28.58,69.05,SECTOR,0,420,86,19.47,20,75,1,34.29,16.12,32.78,47.93,NATIONAL_LABOUR_MINISTRY,2018-04-24
2012,PT,M,23.22,34.27,44.47,NATIONAL,0,278,43,34.51,67,247,1,25.26,16.9,42.26,54.54,SOCIAL_PARTNER_REGISTRY,2018-05-23
2013,BE,C,15.05,19.82,53.27,MIXED,0,28,69,42.0,53,144,0,22.03,3.42,20.14,22.93,ILO_EXPORT,2018-06-21
