civic_engage_measurement_year,civic_engage_community_area_id,civic_engage_volunteering_rate_pct,civic_engage_charitable_giving_rate_pct,civic_engage_civic_meeting_attendance_rate,civic_engage_contacted_official_rate,civic_engage_petition_signed_rate,civic_engage_protest_participation_rate,civic_engage_news_consumption_frequency,civic_engage_local_news_availability_index,civic_engage_library_membership_rate,civic_engage_public_hearing_participation,civic_engage_school_board_turnout_rate,civic_engage_trust_in_government_score,civic_engage_ncoial_capital_index,civic_engage_neighbor_helpfulness_score,civic_engage_cross_partisan_contact_rate,civic_engage_community_org_density,civic_engage_broadband_access_for_civic,civic_engage_civic_tech_usage_rate
2014,DL-CA0212,19.88,16.55,14.43,5.17,34.68,2.22,RARE,29.7,45.02,10.79,47.54,5.92,23.2,5.79,20.27,12.94,55.63,22.47
2014,HP-CA0069,9.49,4.71,12.04,12.51,14.14,5.58,3X_WEEK,76.0,36.88,0.58,33.3,6.38,87.2,8.75,9.04,3.56,46.41,21.64
2023,DD-CA1189,28.62,14.07,4.45,9.36,12.88,2.13,RARE,32.4,37.87,3.7,66.35,5.37,35.0,3.89,22.92,5.6,68.67,34.38
2016,RJ-CA0919,10.67,19.39,15.48,9.08,29.42,9.08,3X_WEEK,43.6,9.32,7.38,25.86,5.67,45.1,7.07,9.84,2.21,96.99,9.08
2018,MH-CA1984,17.15,12.28,13.67,16.29,4.58,4.46,WEEKLY,55.8,35.48,5.22,63.62,8.51,54.5,4.65,19.9,14.48,49.31,13.29
2020,AR-CA1852,28.73,3.01,9.29,4.59,9.93,2.28,DAILY,46.0,53.49,7.43,40.03,3.99,91.0,6.53,19.14,6.46,35.03,14.12
2016,LA-CA1456,11.23,19.92,2.29,18.29,7.73,7.01,RARE,37.6,5.45,9.62,56.14,5.96,24.0,5.58,8.88,3.43,49.27,25.26
2016,JK-CA0140,4.79,17.25,8.02,6.66,14.86,5.27,RARE,69.9,53.13,2.78,53.06,2.18,89.6,7.56,24.17,4.32,75.36,18.25
2019,LA-CA1255,7.31,5.7,10.12,3.63,8.8,6.91,MONTHLY,57.9,46.26,5.77,29.02,2.55,67.3,5.13,16.97,8.83,58.38,14.24
2014,MP-CA1803,12.1,3.04,12.86,14.8,5.0,2.48,WEEKLY,28.8,40.68,4.61,55.75,2.94,40.8,6.03,20.33,3.02,63.09,15.14
2015,JK-CA1406,11.56,4.67,7.39,19.49,34.43,8.73,DAILY,52.7,8.07,8.69,49.19,2.27,86.1,4.02,17.56,6.34,78.4,23.74
2025,TS-CA0993,20.35,9.82,11.27,7.06,17.35,5.48,RARE,59.3,39.46,2.08,32.08,2.13,39.9,3.82,5.85,11.92,51.8,31.32
2017,NL-CA1877,16.81,16.5,2.08,13.08,9.73,4.07,WEEKLY,59.4,45.46,10.47,69.0,7.39,60.1,4.48,4.37,8.1,90.34,30.07
2024,MP-CA1950,34.22,16.79,14.2,4.66,29.52,5.98,RARE,84.6,22.4,3.95,58.03,7.83,41.4,6.97,13.82,3.65,44.96,12.94
2015,KL-CA1029,33.95,14.33,12.93,19.79,30.92,7.71,MONTHLY,90.7,48.21,5.24,67.72,6.39,59.4,6.11,24.7,11.4,66.99,9.77
2016,UK-CA0010,24.1,16.82,4.5,16.46,25.26,1.09,DAILY,42.8,43.25,9.15,55.81,2.13,41.7,7.94,16.61,1.59,55.41,24.17
2021,AS-CA0423,12.79,15.07,15.67,1.5,14.39,9.58,MONTHLY,91.8,38.39,7.86,35.33,4.36,52.0,9.26,10.38,2.27,47.08,25.24
2024,WB-CA1728,22.78,9.68,15.56,2.2,31.67,8.41,3X_WEEK,50.0,21.84,2.79,49.68,3.33,71.8,8.07,9.52,7.97,42.01,34.58
2016,KL-CA1914,21.47,17.0,8.09,3.04,11.36,3.02,MONTHLY,68.5,34.45,4.17,45.27,5.05,58.5,5.14,24.35,7.54,74.42,37.92
2018,HP-CA1090,26.57,7.14,11.65,19.89,24.6,1.01,MONTHLY,23.2,22.3,9.39,58.52,4.38,54.8,7.98,16.68,1.4,94.1,25.44
2025,OD-CA0866,15.51,10.7,1.32,5.92,17.96,2.7,RARE,32.5,30.89,0.72,67.55,2.96,76.2,5.35,10.02,12.87,55.46,35.98
2024,TR-CA1088,28.22,4.38,13.81,9.06,26.93,3.19,3X_WEEK,90.2,7.9,11.6,41.94,3.34,62.2,6.36,24.69,11.73,70.99,19.64
2016,SK-CA0545,11.48,18.26,6.63,10.49,4.61,2.04,WEEKLY,41.0,13.66,1.73,61.54,6.41,61.3,5.41,4.64,4.08,61.32,23.94
2024,MP-CA0269,13.5,5.96,5.85,2.3,24.37,2.98,WEEKLY,75.6,37.79,2.71,71.36,4.3,20.7,7.99,15.0,1.95,64.29,35.6
2022,AP-CA0127,23.73,15.54,1.36,17.61,10.54,7.52,WEEKLY,75.7,6.77,10.64,56.35,3.26,68.3,4.35,11.08,2.53,56.62,25.29
2015,ML-CA1373,37.11,9.17,3.68,5.23,10.67,2.61,RARE,32.1,21.08,5.09,74.76,4.87,73.4,8.85,17.19,11.74,39.93,8.29
2023,JK-CA1901,4.48,5.2,7.87,14.77,9.3,3.9,RARE,42.0,40.06,1.79,40.15,6.44,39.0,4.85,27.2,4.18,69.25,16.2
2015,TN-CA0368,14.22,8.66,7.49,7.16,27.19,2.91,WEEKLY,42.4,26.33,3.37,52.61,7.15,28.6,7.18,5.75,13.96,61.7,20.85
2016,AR-CA0931,27.33,7.03,7.47,2.42,29.0,1.1,DAILY,84.4,28.44,6.95,63.35,3.18,19.5,4.66,11.85,13.09,90.63,8.9
2014,TN-CA1181,11.76,4.11,14.76,18.67,17.68,5.94,MONTHLY,74.7,50.37,8.48,53.96,6.9,78.0,8.47,13.7,9.8,54.31,13.71
2023,AR-CA0671,9.06,13.37,3.17,8.62,33.44,6.96,RARE,34.5,22.89,3.27,45.6,3.72,87.5,5.75,24.48,11.6,58.04,10.64
2014,AS-CA0540,21.07,16.7,17.39,1.72,29.16,8.19,3X_WEEK,52.3,24.99,11.43,43.79,2.37,82.2,8.72,16.99,13.18,74.97,7.2
2019,DN-CA1302,19.68,11.88,9.43,19.06,18.97,6.74,MONTHLY,83.5,46.17,8.42,72.79,4.15,83.7,4.99,17.3,2.8,81.13,25.83
2024,DL-CA0241,20.05,3.48,13.48,19.42,30.03,7.01,DAILY,84.7,21.69,6.77,30.56,4.59,36.0,3.29,6.25,14.46,92.87,29.41
2022,BR-CA0387,27.84,16.6,6.33,3.0,30.43,1.48,3X_WEEK,38.4,36.24,6.66,41.6,4.13,71.7,6.24,4.14,4.08,59.46,21.22
2020,MP-CA0463,12.98,9.9,4.57,14.19,8.06,7.9,RARE,23.0,34.88,6.61,69.74,8.49,89.2,5.49,10.67,12.24,66.61,24.63
2017,TS-CA1271,19.91,21.89,13.09,11.15,31.86,2.09,DAILY,25.7,10.62,11.35,26.96,6.2,82.1,6.21,10.18,11.31,94.01,7.37
2015,LA-CA1059,22.22,18.19,14.05,16.93,31.77,9.27,3X_WEEK,22.0,19.04,0.64,34.46,2.75,90.9,4.21,20.04,6.1,52.66,17.96
2021,HP-CA1560,21.0,7.24,2.15,9.01,6.16,2.93,3X_WEEK,65.9,37.92,9.32,73.58,4.6,39.2,3.48,6.59,9.16,83.86,29.32
2015,DN-CA0113,31.1,21.46,12.25,19.97,16.25,6.85,WEEKLY,23.5,10.96,7.52,34.29,5.03,68.3,8.8,26.0,3.99,41.11,31.46
2016,OD-CA0692,23.67,4.29,3.04,15.05,18.25,9.41,RARE,58.4,30.85,8.29,53.74,4.01,27.9,8.38,6.3,12.81,35.18,13.0
2018,OD-CA1923,29.57,14.4,11.39,17.94,20.87,9.77,WEEKLY,40.2,30.73,8.87,47.79,8.4,44.0,6.5,6.97,7.49,45.46,29.78
2015,AP-CA1149,7.88,8.48,10.44,12.56,26.68,3.41,DAILY,71.1,9.21,2.18,39.09,2.68,55.9,6.24,5.86,3.09,89.7,37.98
2015,AS-CA0570,14.05,12.02,4.93,5.8,7.67,8.94,DAILY,61.3,28.0,2.84,74.82,3.72,54.7,6.75,22.98,6.09,48.93,7.8
2022,LD-CA1257,28.95,10.4,1.79,4.99,22.71,9.82,MONTHLY,74.0,14.31,4.95,59.5,8.23,31.2,4.54,15.03,4.58,49.15,34.73
2018,AP-CA0729,30.3,4.26,16.84,2.62,27.45,8.12,DAILY,64.8,14.28,6.11,62.01,4.33,72.7,4.63,15.67,3.05,59.76,37.07
2023,HR-CA1286,11.33,13.09,3.27,4.0,4.51,6.01,3X_WEEK,82.9,53.4,10.84,52.5,7.55,21.3,7.23,4.62,7.5,55.94,24.22
2024,MH-CA0483,26.26,5.7,13.98,15.12,12.39,8.7,3X_WEEK,78.7,31.32,2.75,67.19,8.77,43.1,8.25,17.77,3.75,42.41,16.56
2023,AN-CA0394,11.73,7.44,13.66,19.14,27.91,8.72,MONTHLY,50.7,40.71,3.74,52.2,6.91,89.3,4.8,12.28,11.57,60.55,22.41
2021,GA-CA0365,29.75,13.92,4.28,16.34,23.72,7.3,3X_WEEK,80.3,39.66,7.16,48.16,2.99,48.3,9.14,20.51,9.43,80.25,16.41
2018,MZ-CA1124,26.65,14.27,13.79,8.83,16.34,1.85,DAILY,85.5,34.66,8.0,57.97,7.21,65.2,7.68,12.83,1.69,53.58,3.95
2023,WB-CA0242,5.56,3.43,11.28,12.94,15.85,0.31,3X_WEEK,45.7,51.53,0.99,42.88,2.79,60.1,7.63,10.22,1.09,78.98,36.2
2023,BR-CA0287,19.91,20.48,7.43,16.54,15.4,9.12,MONTHLY,42.5,18.5,9.76,50.81,7.12,87.0,4.14,12.41,4.47,56.49,6.48
2014,KL-CA0303,18.84,4.39,16.13,16.86,19.37,0.78,3X_WEEK,34.7,45.87,8.52,66.31,2.31,40.3,4.59,20.04,2.92,39.09,31.0
2018,MZ-CA1199,17.43,10.72,8.62,8.6,10.03,8.75,MONTHLY,24.7,26.64,5.53,37.47,7.37,50.7,4.52,19.7,2.71,54.71,39.03
2023,JH-CA1810,4.88,19.66,16.95,3.08,5.9,4.22,3X_WEEK,93.3,5.17,5.31,63.99,4.12,62.3,5.66,22.16,0.62,84.46,6.21
2021,DN-CA0220,11.65,11.59,15.37,12.2,5.25,7.03,MONTHLY,75.5,29.78,10.82,34.98,7.12,46.5,6.89,11.16,8.33,48.91,9.59
2023,CG-CA0074,20.3,17.54,17.05,1.65,18.16,2.82,WEEKLY,53.8,23.23,4.23,66.93,8.16,85.2,5.29,9.19,11.95,79.49,33.31
2015,AS-CA0868,6.24,10.09,16.81,17.31,7.3,5.83,RARE,94.5,36.18,2.52,56.46,7.63,19.6,6.77,7.39,4.41,86.72,26.24
2019,DL-CA0314,13.5,4.26,10.49,4.07,3.89,5.48,3X_WEEK,71.7,21.87,11.88,43.7,6.85,54.6,7.91,25.79,11.97,78.41,28.58
2016,CG-CA0177,31.08,19.16,14.08,7.03,30.86,9.03,DAILY,65.6,25.48,5.46,71.76,4.6,24.9,5.06,9.81,9.59,38.33,27.35
2024,BR-CA1551,24.1,8.95,11.38,14.16,29.75,1.5,MONTHLY,71.7,28.57,8.5,27.66,3.16,49.7,9.06,6.8,2.53,70.68,5.29
2014,CH-CA0248,28.8,8.41,15.76,19.85,30.63,4.26,MONTHLY,68.0,21.64,1.5,50.95,2.64,37.6,7.39,17.6,1.58,48.69,18.29
2023,DN-CA1319,9.4,21.19,7.75,8.88,22.42,2.08,RARE,26.5,50.99,9.66,32.26,6.71,83.3,8.89,23.56,7.86,49.12,10.02
2016,LA-CA0598,21.25,9.52,1.68,13.55,15.32,4.74,WEEKLY,93.6,34.43,10.36,47.8,8.4,24.4,6.19,6.22,12.4,78.93,4.4
2025,RJ-CA0656,17.99,3.58,5.84,17.92,31.41,0.66,WEEKLY,48.0,37.08,10.6,65.82,5.42,30.5,3.81,9.01,5.63,48.65,25.62
2025,AR-CA0292,20.99,10.52,1.68,17.04,33.88,8.36,WEEKLY,92.2,48.91,2.98,58.07,5.62,32.4,8.38,24.89,3.52,68.77,3.82
2018,DN-CA0781,20.51,21.08,8.13,3.35,10.12,6.36,RARE,89.6,48.44,10.19,27.0,5.99,52.2,6.52,4.04,7.39,94.28,18.53
2017,WB-CA1055,37.44,14.78,7.56,11.03,13.36,6.28,WEEKLY,71.9,35.14,3.98,66.13,7.9,69.4,3.52,11.61,7.65,90.4,12.76
2022,AP-CA1235,28.02,13.65,16.93,19.79,6.16,2.99,RARE,36.8,36.03,3.08,71.76,6.4,54.2,7.28,27.6,6.85,55.96,14.57
2020,BR-CA1503,19.4,15.39,17.19,6.8,14.36,9.67,RARE,24.4,54.3,4.58,55.75,4.06,48.4,4.4,7.67,14.12,72.35,5.16
2019,AN-CA1341,9.59,20.82,2.41,12.85,6.28,8.4,DAILY,51.4,40.63,9.44,53.18,3.06,67.0,3.84,24.4,6.82,61.1,36.45
2023,ML-CA0104,26.65,18.47,6.73,10.75,4.05,7.24,MONTHLY,41.3,28.98,11.74,30.51,5.56,71.4,7.34,5.8,8.07,56.74,14.32
2015,PY-CA0617,14.27,12.37,13.29,12.79,5.42,9.07,3X_WEEK,58.1,45.87,11.61,32.1,6.54,59.2,3.95,14.35,1.59,42.78,4.6
2019,MN-CA0644,25.8,12.76,12.21,16.71,10.14,7.33,3X_WEEK,29.2,34.5,9.82,74.26,5.75,24.5,5.78,14.6,7.55,74.58,33.47
2014,OD-CA0498,32.72,15.47,2.42,4.98,32.17,6.41,3X_WEEK,83.6,35.06,9.45,63.51,7.86,24.4,8.81,27.93,3.71,74.83,3.95
2025,MP-CA0608,8.0,6.69,11.06,19.98,30.68,8.67,RARE,75.7,39.94,2.86,57.72,2.7,49.9,7.82,19.54,10.06,41.66,17.62
2019,MP-CA0256,9.53,9.0,13.61,2.52,5.41,7.57,DAILY,84.7,23.42,9.53,62.72,6.12,27.0,8.03,11.82,10.19,47.96,3.96
2018,SK-CA0689,11.4,7.19,13.91,15.7,34.59,6.58,MONTHLY,48.7,15.75,8.45,63.28,2.78,41.5,6.92,5.01,5.55,87.46,28.05
2014,JK-CA1739,20.71,7.09,6.66,7.97,10.65,5.29,WEEKLY,70.7,13.14,5.9,29.78,8.1,66.2,5.69,25.34,10.32,68.64,35.22
2016,GJ-CA1066,6.12,13.7,10.92,3.76,31.77,2.24,WEEKLY,77.7,39.53,9.04,64.32,4.79,48.0,8.75,11.52,7.46,60.81,28.76
2022,DN-CA0367,9.91,21.94,3.81,9.47,34.38,1.53,3X_WEEK,81.2,32.87,10.84,42.9,2.62,64.0,3.32,17.9,11.55,68.1,26.09
2017,AP-CA1256,37.94,16.31,10.84,18.09,25.9,9.21,3X_WEEK,59.6,32.7,6.85,33.23,6.01,44.3,8.58,18.41,1.7,44.74,14.16
2022,GJ-CA0295,17.45,3.27,12.94,3.01,34.34,9.34,RARE,47.7,10.91,8.17,41.71,8.33,88.1,5.98,15.0,2.87,96.24,8.78
2020,MZ-CA0077,14.38,7.59,4.31,19.25,19.01,3.21,MONTHLY,59.2,53.38,3.0,38.15,7.15,34.6,5.98,24.67,13.39,54.53,39.79
2017,CG-CA0687,5.13,9.38,15.53,8.24,30.26,6.32,DAILY,38.8,15.29,5.18,61.36,5.81,37.5,7.45,5.43,8.25,93.64,15.11
2017,NL-CA1586,31.63,5.09,3.57,14.64,14.64,4.37,MONTHLY,71.8,40.19,4.33,69.21,4.39,42.4,4.69,9.23,2.4,78.84,8.4
2015,MH-CA0122,10.89,2.45,5.11,9.52,32.28,6.3,MONTHLY,85.1,34.99,7.4,40.03,3.48,80.8,8.11,19.69,3.89,89.31,37.05
2024,AP-CA1980,29.47,6.61,14.32,8.61,25.06,9.73,3X_WEEK,37.5,22.0,9.06,28.89,3.45,52.3,6.33,6.8,13.63,74.15,24.62
2017,LA-CA0242,22.77,12.78,4.94,13.11,10.88,8.39,RARE,40.4,20.05,10.29,57.32,6.13,23.2,9.22,18.78,14.12,52.18,13.75
2017,GA-CA1989,37.22,8.34,5.36,8.89,32.76,4.81,3X_WEEK,41.7,50.28,10.79,52.85,2.1,30.5,6.64,9.8,8.33,40.32,22.77
2016,MP-CA1736,18.82,14.27,3.63,17.67,12.11,8.17,MONTHLY,93.7,33.69,1.75,42.83,5.87,49.8,7.77,27.02,2.85,69.83,13.79
2020,PY-CA1451,16.64,13.09,4.42,18.92,26.21,0.97,MONTHLY,45.9,36.45,11.13,47.64,4.06,60.4,4.56,10.62,8.71,45.82,10.25
2016,LA-CA0411,21.9,5.43,2.23,1.0,3.34,7.59,DAILY,50.5,10.76,5.78,70.62,4.73,19.7,4.35,18.64,3.88,93.53,34.41
2023,LD-CA1846,13.46,3.65,14.37,4.77,28.44,8.12,RARE,75.7,9.47,4.02,29.49,6.03,77.7,7.52,25.05,0.57,96.95,6.2
2024,AR-CA1033,22.84,4.68,2.13,4.32,20.35,7.92,WEEKLY,59.4,14.65,7.44,35.63,6.84,33.1,4.67,24.88,0.65,91.12,33.02
2021,SK-CA0141,29.0,2.07,8.72,10.62,8.79,0.5,DAILY,92.5,21.25,1.69,59.54,6.92,26.9,7.42,25.42,7.03,90.02,14.82
2024,TN-CA1177,20.26,16.92,3.78,17.53,14.92,0.51,WEEKLY,88.1,41.81,10.8,49.89,4.86,62.4,6.56,24.83,12.99,40.45,15.8
2016,HR-CA0567,16.43,15.04,13.4,12.35,34.85,2.67,3X_WEEK,47.1,50.84,6.99,61.94,3.44,55.0,6.49,15.79,1.47,55.69,31.79
2016,DD-CA1199,31.27,14.14,10.53,14.79,8.2,0.82,MONTHLY,56.7,5.07,0.65,57.86,4.8,90.3,6.78,25.08,12.85,86.48,15.03
2021,TN-CA0806,34.32,16.21,1.95,10.03,26.51,5.54,WEEKLY,44.3,8.86,9.89,42.43,4.16,54.7,4.47,8.24,3.06,91.27,23.55
2023,GA-CA1071,19.07,3.72,16.91,8.43,6.1,5.84,MONTHLY,54.5,13.59,9.73,27.17,5.99,36.3,7.76,17.86,2.44,43.83,37.12
2018,DN-CA0335,24.63,21.19,5.45,4.34,34.56,7.55,WEEKLY,25.4,28.39,6.87,42.67,7.8,86.8,5.48,4.78,11.88,36.08,33.43
2023,TR-CA1415,19.84,9.32,14.29,15.84,32.54,8.45,MONTHLY,70.7,14.07,0.52,47.43,5.97,41.3,7.78,13.67,10.44,80.99,10.97
2019,TR-CA0358,35.91,9.03,7.56,2.23,32.45,8.23,RARE,57.0,21.48,4.73,30.24,2.37,84.1,8.46,27.12,9.68,73.49,18.96
2024,TR-CA1881,13.24,18.31,1.28,9.51,11.21,6.01,RARE,48.0,42.93,3.01,40.14,4.35,64.0,6.8,25.74,0.9,59.77,2.01
2014,DN-CA0911,19.68,16.05,4.65,18.57,32.05,2.91,MONTHLY,30.9,48.69,7.13,34.15,6.23,76.4,8.49,24.72,1.7,79.54,14.0
2017,UP-CA1954,8.41,6.96,14.13,3.98,33.0,5.41,3X_WEEK,68.7,48.8,7.74,53.5,3.28,28.3,4.45,16.62,12.59,49.91,38.93
2020,CG-CA0798,7.53,13.03,15.81,19.71,22.89,5.11,MONTHLY,58.5,44.93,7.07,68.65,3.03,85.3,9.01,26.82,6.07,86.88,34.67
2023,CG-CA1579,7.15,12.7,1.81,7.51,26.98,9.9,WEEKLY,39.6,11.67,8.2,37.4,2.18,89.3,8.72,8.81,7.81,86.16,36.41
2023,DN-CA0362,21.66,13.54,4.21,16.24,32.56,2.06,DAILY,81.8,18.5,4.77,28.06,8.25,29.8,3.17,12.48,7.22,63.12,17.13
2024,BR-CA1337,17.65,17.94,10.37,16.42,17.76,4.13,WEEKLY,82.8,44.0,4.67,70.83,5.68,61.2,6.06,26.27,8.55,61.62,30.07
2015,GA-CA1558,23.81,18.77,17.94,4.64,6.05,1.63,WEEKLY,35.1,54.29,3.66,58.46,7.5,33.5,5.06,4.57,0.71,87.46,39.35
2017,DN-CA0091,15.41,18.11,1.78,16.45,6.49,3.56,3X_WEEK,66.7,38.6,3.75,47.37,5.42,89.1,6.39,13.3,9.78,78.13,28.35
2016,LA-CA0466,33.73,3.42,14.24,15.97,26.58,7.36,RARE,65.0,12.2,7.83,46.74,4.32,25.8,3.93,27.11,13.72,51.15,36.0
2021,LD-CA1620,10.93,6.61,17.38,19.86,33.16,8.93,WEEKLY,87.7,43.99,5.06,70.58,4.44,59.9,4.73,11.71,1.55,84.31,33.85
2016,LD-CA1246,29.57,9.67,15.07,16.92,14.49,8.33,MONTHLY,35.3,51.61,6.32,28.26,5.42,54.9,4.05,25.5,8.48,67.54,37.6
2016,PY-CA1655,22.67,3.19,13.77,17.33,15.79,3.04,3X_WEEK,58.6,23.41,9.86,74.69,6.43,68.4,3.22,5.26,7.65,83.51,33.13
2025,BR-CA0503,34.74,5.02,4.43,9.78,15.33,4.88,3X_WEEK,53.9,22.58,2.86,59.87,5.49,81.2,8.95,10.25,4.99,86.58,20.05
2022,PY-CA0419,22.44,17.78,16.95,5.62,31.13,9.19,DAILY,40.1,36.9,8.55,29.75,4.91,90.5,4.9,10.28,7.08,70.21,14.56
2023,SK-CA1079,15.58,16.21,5.46,10.47,24.54,0.68,WEEKLY,85.9,6.02,5.65,33.55,7.91,27.1,8.75,9.76,7.8,45.08,29.23
2020,CH-CA1592,7.44,21.87,8.76,12.85,12.82,4.39,RARE,48.9,47.44,6.95,68.76,3.43,35.0,9.09,13.91,7.04,58.11,17.64
2016,AN-CA1742,15.85,11.17,17.27,4.96,9.73,4.64,MONTHLY,89.1,45.05,4.56,65.37,2.57,47.8,7.54,14.88,14.16,83.58,30.28
2021,NL-CA0406,10.92,12.78,8.16,11.73,34.01,7.29,RARE,39.8,16.75,6.88,73.11,2.34,81.8,6.63,6.31,11.4,73.86,38.49
2020,MH-CA0034,4.82,8.64,12.18,2.81,10.97,6.43,WEEKLY,33.6,8.26,10.44,40.9,2.71,32.4,3.53,27.43,2.55,60.98,4.05
2021,MH-CA1938,26.99,19.77,15.58,5.5,33.14,4.48,DAILY,93.1,42.56,5.77,46.39,8.3,33.6,8.71,19.82,5.98,93.94,20.01
2025,UK-CA0069,35.89,18.36,5.38,4.24,15.61,9.13,WEEKLY,40.3,6.36,10.7,38.76,4.31,43.3,5.74,21.29,12.02,50.42,9.47
2024,SK-CA0992,12.15,9.64,6.08,19.96,7.09,3.39,DAILY,59.0,29.24,8.68,54.19,5.57,77.3,7.99,18.69,7.4,66.74,10.44
2016,HR-CA0500,20.35,21.34,5.82,8.34,25.32,7.02,WEEKLY,23.4,21.52,3.02,70.97,7.38,84.4,4.64,11.78,4.89,85.64,39.84
2022,AN-CA1955,10.55,16.84,5.5,13.8,11.65,5.06,DAILY,52.4,29.58,5.09,40.11,8.25,24.5,7.41,23.76,11.83,94.32,5.37
2024,CH-CA1912,13.63,13.54,17.88,4.14,32.25,8.7,MONTHLY,77.9,51.91,7.09,46.85,7.29,77.2,3.22,26.66,3.19,78.61,14.65
2017,NL-CA0318,15.28,14.32,12.75,19.31,31.53,0.66,DAILY,53.3,36.25,8.78,59.15,5.08,49.0,4.63,10.83,12.22,84.88,10.93
2023,RJ-CA1288,8.58,9.92,3.37,18.87,23.76,3.44,DAILY,40.6,43.83,1.11,26.31,6.11,63.1,7.31,7.2,11.51,86.12,27.93
2023,MZ-CA1136,37.36,9.44,15.1,16.95,9.76,9.19,DAILY,72.7,42.41,11.25,45.33,3.21,81.3,7.93,18.56,12.08,78.35,2.92
2022,HP-CA0935,29.12,7.17,2.02,1.67,11.56,6.12,DAILY,77.5,22.89,4.58,70.76,2.19,27.1,6.87,27.18,2.92,49.27,18.23
2022,DN-CA1584,13.56,12.5,9.93,11.09,26.85,3.3,DAILY,47.9,44.89,3.28,57.3,8.47,60.8,8.11,25.19,10.82,40.71,11.2
2020,DD-CA0176,31.67,2.7,16.44,10.61,19.64,5.3,MONTHLY,79.8,13.62,4.37,51.54,3.79,46.1,7.21,4.86,6.06,36.6,12.74
2020,HP-CA0747,27.36,12.07,17.48,9.7,20.97,3.8,RARE,26.6,43.4,9.44,49.98,2.2,26.9,7.21,8.96,4.11,89.62,37.33
2023,JH-CA1455,32.3,15.77,12.81,8.2,25.55,2.25,DAILY,72.6,36.22,10.68,45.94,8.17,59.1,8.99,4.51,1.33,84.43,32.27
2020,TR-CA0232,27.95,9.42,10.41,3.81,23.62,2.12,DAILY,88.0,12.21,7.59,60.95,4.77,40.6,8.69,11.3,13.82,57.89,18.68
2020,RJ-CA1812,22.17,7.81,12.62,6.73,24.62,3.53,3X_WEEK,83.6,19.94,7.6,66.54,3.28,25.9,3.95,9.6,8.63,68.32,38.96
2023,AP-CA1253,4.91,9.87,16.06,18.62,4.72,7.47,3X_WEEK,30.4,30.31,11.77,62.31,8.19,31.8,3.33,18.81,7.28,58.97,19.41
2017,MH-CA1200,5.96,3.45,15.31,11.46,29.47,5.25,MONTHLY,39.6,49.02,5.97,29.84,7.78,88.4,9.39,17.6,11.78,74.36,20.17
2015,MZ-CA1075,23.54,8.83,7.62,17.19,13.59,8.95,WEEKLY,70.8,6.82,8.09,46.23,3.85,39.8,6.92,25.86,1.47,54.17,5.5
2021,PB-CA0901,36.67,17.3,16.69,17.62,16.9,6.39,WEEKLY,64.9,12.9,6.95,53.78,7.15,19.5,6.07,25.61,5.33,66.81,22.85
2017,AN-CA0494,21.49,15.31,14.8,13.8,18.19,3.37,DAILY,26.5,48.11,8.14,51.43,6.42,71.7,3.26,26.22,3.89,92.03,2.78
2023,BR-CA1683,10.87,6.56,9.87,7.2,4.75,7.86,RARE,71.2,40.01,5.8,56.23,2.39,20.1,7.11,26.78,1.3,52.35,10.99
2016,BR-CA0499,29.36,19.09,5.59,9.35,11.36,9.28,WEEKLY,31.1,49.23,11.29,32.33,6.6,34.4,8.54,20.15,5.97,66.03,2.73
2016,LA-CA0916,24.91,16.84,4.94,4.23,26.65,6.96,3X_WEEK,55.6,51.56,9.76,51.3,6.28,83.4,6.26,20.36,1.07,90.27,11.09
2025,NL-CA1936,8.81,15.44,6.23,9.45,23.67,8.12,DAILY,33.7,45.28,8.46,31.43,3.53,24.0,8.51,7.26,8.1,47.26,12.63
2018,PY-CA1783,26.28,17.02,1.4,8.03,7.8,5.24,RARE,27.0,50.56,2.75,60.47,3.13,89.5,5.06,25.39,5.13,60.44,13.61
2020,DL-CA1541,4.56,6.52,1.84,4.48,21.84,1.43,WEEKLY,86.8,45.96,3.54,40.08,7.41,61.1,8.62,19.04,1.51,96.75,23.55
2024,BR-CA1289,16.22,13.72,11.79,16.24,19.42,3.3,DAILY,65.6,19.83,4.31,38.63,4.19,80.4,4.16,8.45,2.85,87.96,31.27
2025,OD-CA0025,12.06,12.47,7.6,15.58,20.86,8.59,WEEKLY,75.7,26.37,4.93,67.1,7.64,26.1,3.45,8.26,4.83,49.98,18.88
2015,HP-CA1007,10.45,6.52,17.14,12.69,13.35,2.12,WEEKLY,92.0,54.0,6.59,41.98,2.22,91.9,8.85,20.8,5.12,76.56,21.82
2021,GJ-CA0644,32.27,16.77,17.67,12.82,9.94,1.81,WEEKLY,68.0,10.13,4.13,68.75,8.64,52.6,3.11,23.89,6.05,38.16,9.45
2024,BR-CA1547,12.4,21.54,13.03,16.36,13.47,7.31,DAILY,77.7,10.62,3.41,29.51,2.88,89.0,4.31,8.87,11.79,82.91,33.84
2017,KA-CA0834,31.6,12.35,9.5,15.0,19.07,5.19,MONTHLY,83.3,13.59,5.09,64.67,7.03,79.7,9.19,6.8,0.95,38.45,5.82
2015,MH-CA0350,10.27,16.7,4.67,7.54,25.67,4.48,WEEKLY,27.8,40.25,10.13,73.38,8.19,49.2,6.45,23.8,5.52,64.24,30.22
2015,NL-CA0253,14.16,21.09,2.03,15.47,24.08,3.72,MONTHLY,59.1,12.54,9.53,54.19,8.56,57.2,8.3,7.59,2.54,61.47,30.65
