soc_case_report_month,soc_case_program_code,soc_case_case_id_hash,soc_case_household_size,soc_case_eligible_persons_count,soc_case_participants_count,soc_case_new_applications_count,soc_case_approved_applications_count,soc_case_denied_applications_count,soc_case_recertification_due_count,soc_case_churn_rate_pct,soc_case_average_benefit_usd,soc_case_benefit_duration_months,soc_case_overpayment_rate_pct,soc_case_underpayment_rate_pct,soc_case_fraud_referral_rate,soc_case_appeals_filed_count,soc_case_call_center_wait_minutes,soc_case_online_portal_usage_rate,soc_case_data_latency_days
2121-12,CHILD_CARE,dade04518ea652b2,5,6,2,11510,8386,2652,688,19.024,523.937,10,10.077,0.745,3.5484,240,122.79,28.29,37
2122-01,LIHEAP,26b5cc4b2753b3dc,4,8,1,4266,4266,0,4068,2.95,266.608,16,5.227,4.885,1.7931,1852,141.94,10.32,47
2122-02,SNAP,4918c15612f3e04f,3,6,6,8160,7898,0,2605,12.094,460.929,16,3.556,11.113,1.8365,1387,164.26,13.2,34
2122-03,SNAP,d8a51557636cbfcd,6,6,6,8439,3002,5075,3545,49.057,1046.53,7,9.693,7.441,1.9353,637,14.73,78.58,38
2122-04,MEDICAID,c1995d37be503786,5,9,6,3555,1339,239,323,21.109,19.991,12,13.183,7.783,0.1294,1443,6.5,79.11,58
2122-05,SNAP,0142fc5251a0e915,6,3,0,1431,1431,0,7288,3.008,73.912,34,0.185,8.072,4.159,2220,93.75,12.94,29
2122-06,LIHEAP,0d5220b9aecb3f76,5,12,5,2860,2860,0,258,47.28,836.653,18,9.841,10.404,0.9634,1471,128.52,47.31,44
2122-07,WIC,0582360eed7e0807,6,10,5,3291,3291,0,2889,57.55,665.954,65,4.035,1.584,1.3693,1627,13.93,41.28,56
2122-08,SSI,b8720799e4b910a4,1,5,4,6324,5830,0,8324,59.726,52.225,25,5.15,8.788,3.7855,165,167.88,50.6,20
2122-09,SECTION8,f0ca75ff27c28025,4,12,3,4521,3346,922,8595,45.342,20.796,62,11.827,2.624,3.1827,1605,38.93,95.27,6
2122-10,SNAP,46536844a03b4715,6,8,3,11963,7721,2528,6346,11.716,121.167,44,11.533,9.299,4.5112,955,113.32,42.61,29
2122-11,LIHEAP,d7e185a4453a6261,5,7,0,8555,1722,6234,5990,17.326,798.518,47,3.752,1.977,4.6228,702,99.01,62.87,50
2122-12,SSI,1f96f68f5d7b0fb2,8,5,1,926,926,0,5170,29.739,765.119,45,12.662,2.322,0.2672,414,36.37,36.33,29
2123-01,WIC,ed3422b015f8aeab,7,2,2,3397,3397,0,6987,33.274,36.91,72,13.599,13.473,1.0103,1471,113.65,51.48,53
2123-02,MEDICAID,a8cf53b8f1a0de44,1,7,3,9746,9746,0,1801,12.119,619.741,36,1.566,6.761,0.2828,1062,172.3,79.99,57
2123-03,MEDICAID,9dd6612272e549c7,3,11,7,8949,434,7008,334,49.216,250.662,32,12.673,11.687,1.6049,2009,111.37,93.68,59
2123-04,TANF,819261af6293e723,8,5,5,9601,1839,6972,4799,34.111,462.763,10,3.21,5.982,1.6336,771,141.73,70.38,5
2123-05,MEDICAID,50d738190c1573a9,2,3,3,1382,1382,0,433,2.333,466.034,62,4.961,0.018,3.6783,766,73.74,61.92,4
2123-06,SNAP,420c49b8cf3229b6,8,1,1,9184,4199,3852,6767,42.729,1081.345,12,6.921,10.386,2.6589,658,55.5,54.99,34
2123-07,SNAP,c30c31ccf0dc89ef,7,5,1,8387,2543,4501,5550,13.859,287.126,61,4.843,13.412,1.6967,1381,66.4,61.02,10
2123-08,CHIP,7e3cb993b0ff089f,8,12,0,2148,2116,0,5603,55.311,1200.357,49,2.764,4.203,4.0589,1670,96.27,18.2,17
2123-09,WIC,7b890be4498a926c,1,3,3,1175,1175,0,8151,5.2,627.268,12,11.992,2.399,2.0034,345,3.57,79.91,6
2123-10,LIHEAP,4caa2ea7a77aac33,1,9,1,11694,1615,8852,7922,25.409,516.769,19,1.164,0.469,4.0855,2329,121.69,68.54,53
2123-11,SNAP,91a89468ccf9289e,2,12,9,7656,7656,0,4584,3.274,1198.21,62,13.245,14.276,3.1006,131,151.1,20.29,7
2123-12,SNAP,bffe1880ce822ab8,8,5,5,8262,5836,1925,2374,28.28,1001.021,60,10.219,0.929,2.0869,1895,7.84,58.17,37
2124-01,SSI,29d96d1943d6aa0b,7,5,5,7368,7368,0,5541,29.782,400.132,71,4.765,4.552,1.8158,2296,135.22,30.5,7
2124-02,SSI,ec0aa71e7a59d40c,7,10,8,5028,3642,49,4954,31.263,357.393,29,4.083,8.421,0.772,2413,25.35,16.36,57
2124-03,TANF,b14d5743c8b6648b,3,8,8,5855,5855,0,7645,29.657,113.564,3,2.636,4.162,3.4184,1816,163.54,27.61,57
2124-04,SSI,18f42f6fa0ac73a5,3,8,5,7359,7359,0,281,44.842,597.925,46,11.404,13.33,1.1251,212,80.47,78.09,4
2124-05,TANF,5c20a2a4ba6d347f,5,3,3,8993,527,8272,6971,24.502,1182.436,24,12.952,14.5,3.3151,1785,150.64,54.51,16
2124-06,SNAP,19b095ced97c011a,8,6,6,11772,1286,9237,3122,28.77,1138.007,69,8.601,9.644,4.6483,557,83.17,1.51,42
2124-07,SNAP,dab279a13cce308c,6,12,5,9856,2292,6202,1844,51.236,1031.608,69,10.279,12.988,0.6708,820,163.09,71.11,10
2124-08,SECTION8,b780367285c0586a,4,3,3,2423,817,846,2013,51.168,221.849,47,13.811,1.921,0.7269,1221,133.47,92.78,41
2124-09,WIC,6d5b5ed51d7e79e5,2,8,8,327,327,0,3533,54.92,1044.26,4,7.525,10.364,3.0789,50,140.72,58.99,18
2124-10,SNAP,5bf215bd18c11fc7,5,12,9,5866,5866,0,1025,15.226,43.621,56,4.158,7.22,2.2128,744,155.31,80.49,30
2124-11,MEDICAID,a76361bde42c9079,2,4,4,2512,2512,0,8120,2.213,122.872,36,8.162,8.933,1.1985,1153,159.7,64.43,58
2124-12,SNAP,b3565727b4457be4,8,10,1,10586,10253,0,979,2.646,123.183,65,5.727,14.562,0.6919,199,138.91,38.91,40
2125-01,UI,0221d96e96704c5b,7,10,10,9017,2220,6082,7439,7.984,917.364,23,9.675,14.538,0.1292,1311,87.48,16.01,55
2125-02,LIHEAP,85889d8830df251c,4,6,6,6154,3608,1474,8890,11.607,708.105,6,13.918,6.071,1.551,756,66.32,18.22,24
2125-03,MEDICAID,0ef7d2874311a511,7,12,5,2619,1608,527,3978,26.486,845.276,31,13.615,0.13,1.0857,504,110.84,8.73,46
2125-04,SSI,e3cfa8d367cda112,3,1,1,2546,2546,0,5465,26.419,734.227,28,4.096,4.837,0.2808,335,11.07,80.7,37
2125-05,MEDICAID,dda75075e58a3cd3,8,12,11,861,861,0,4611,58.134,733.808,36,9.103,10.869,4.6149,2045,18.53,70.71,4
2125-06,SNAP,e6ad5254243585f6,7,4,4,6599,5062,1303,2216,11.469,67.549,17,8.567,0.531,4.7416,855,22.36,11.58,9
2125-07,MEDICAID,525a428f464af7f7,5,11,8,5812,1041,4718,4387,34.014,34.12,7,0.241,9.879,2.3685,2352,107.99,95.19,24
2125-08,MEDICAID,56ff72825677e104,8,7,0,9918,4777,3826,6998,44.445,933.011,59,4.07,3.018,3.1969,2457,18.98,46.8,54
2125-09,SNAP,764198bf0961669e,1,11,9,10344,1166,8661,3471,11.514,991.102,60,14.674,3.635,3.8475,70,84.95,45.66,12
2125-10,SSI,6412f52ccce64396,4,1,1,11498,4081,6510,7116,48.021,541.803,61,11.825,1.726,0.4792,2107,113.62,33.44,1
2125-11,WIC,57c8bdc32fa2cd9d,7,12,0,167,167,0,2326,12.31,1094.674,36,6.265,13.13,2.8613,1669,18.71,42.13,13
2125-12,MEDICAID,452ab2d60b6631ec,6,8,8,5064,2050,2035,664,11.441,288.275,60,5.947,3.002,0.8016,2195,112.4,32.53,46
2126-01,TANF,dd17b1492c14b8ba,8,1,1,1750,1750,0,7659,55.938,569.676,26,1.623,14.02,3.3912,310,126.22,48.48,56
2126-02,LIHEAP,a3324f6a3fde3845,3,5,5,10406,7603,2431,4389,54.709,201.487,59,13.036,1.206,2.6185,2413,157.81,16.01,46
2126-03,WIC,16b48141c5ce7218,1,6,6,2402,2402,0,8774,14.606,399.008,26,1.027,5.947,4.7601,81,98.87,9.82,8
2126-04,UI,49565cad0144fe9d,4,11,9,2979,2979,0,1773,52.732,1012.049,25,5.314,11.793,3.7306,815,143.17,58.27,5
2126-05,CHIP,0785f086fd999736,1,7,4,9905,4844,4331,6262,24.483,900.89,63,11.468,4.993,4.9643,1995,31.47,77.51,13
2126-06,CHILD_CARE,94c084d51e69c1bc,4,9,8,4479,4479,0,1240,14.313,336.651,69,0.288,8.226,3.3401,1277,149.67,32.38,19
2126-07,TANF,49d2b6366523779c,7,2,1,9592,1056,8075,7948,14.868,1119.302,29,6.051,6.085,2.4665,1609,58.7,27.4,3
2126-08,SSI,5bbe0cac404dfbab,3,10,8,2772,1250,0,5103,33.903,345.333,29,8.322,11.694,2.7306,1424,40.42,92.83,45
2126-09,SNAP,84fe4cf2310d5d53,1,8,8,125,125,0,4403,31.013,1011.714,69,12.857,1.977,3.2246,792,81.05,76.89,11
2126-10,TANF,5b52aa6048bcc3df,8,11,0,319,319,0,8884,24.971,501.105,57,13.26,9.78,3.2842,2353,12.68,81.41,25
2126-11,SECTION8,5532a76d954c2af5,3,2,2,9471,643,7712,7138,15.691,374.386,31,5.164,4.84,4.1321,2200,19.61,33.22,18
2126-12,SECTION8,6c8262df8fbc3ed7,1,8,8,9681,7490,1879,5914,27.256,89.887,32,1.948,4.064,3.3651,284,61.47,52.59,31
2127-01,MEDICAID,bd22f086e08ede92,4,12,8,9972,5351,3055,241,7.45,1010.348,3,4.099,7.608,1.4319,581,99.76,67.69,8
2127-02,SSI,d154679f96409848,7,10,9,6524,6524,0,5907,16.026,302.819,43,8.289,4.845,0.8672,360,82.03,90.94,48
2127-03,WIC,1c03f16ac5774381,5,5,5,2902,2902,0,5179,54.024,975.69,65,7.619,8.234,4.5605,112,40.61,22.54,51
2127-04,CHIP,458e254ccd506629,8,6,4,9255,5255,2956,371,37.899,233.061,67,6.411,11.118,2.7885,222,91.82,72.66,20
2127-05,MEDICAID,ada5f60061d83b71,2,8,8,10317,3744,4888,8410,15.082,402.852,18,7.856,13.39,3.9646,2357,15.63,35.62,40
2127-06,MEDICAID,cadf7cf9fa2b1d95,2,8,3,2956,2956,0,6451,24.677,895.693,45,8.575,11.657,1.8544,1823,127.83,90.16,10
2127-07,MEDICAID,f3a577b30064dc01,4,2,2,6496,3257,1529,3330,40.895,921.294,48,9.326,5.54,4.6173,1975,80.37,59.22,58
2127-08,MEDICAID,012c18b8dd760747,4,2,2,1069,1069,0,8481,42.363,1016.835,62,7.914,0.85,1.8597,1499,26.99,52.39,46
2127-09,LIHEAP,0791854fa1dcae7e,8,1,1,4602,4602,0,1065,42.194,107.836,23,9.904,11.504,2.2642,634,142.44,47.55,31
2127-10,SNAP,b85d5ea83d031b49,4,7,7,3160,3160,0,2792,41.748,144.067,12,1.252,5.273,4.0441,1769,134.02,7.95,2
2127-11,SSI,880e416be52ad699,2,12,3,3741,3741,0,5027,22.21,922.298,60,11.774,2.512,2.9624,1875,59.88,62.52,59
2127-12,MEDICAID,60f859c51e3b0b51,2,9,9,4432,4432,0,1513,37.208,464.409,5,10.776,2.081,0.1247,1317,112.46,68.95,33
2128-01,SECTION8,cda6c779552cee83,3,6,4,217,217,0,6406,45.975,242.29,60,1.935,3.483,2.3468,593,169.14,99.73,1
2128-02,MEDICAID,af897754a825c291,8,1,1,8918,8768,0,1039,31.416,1044.911,29,10.771,2.082,1.562,1569,35.29,32.31,0
2128-03,TANF,39ed87bcc0745376,3,12,5,3035,235,2654,1448,27.629,778.672,7,1.142,13.868,2.4952,1635,132.22,95.13,30
2128-04,MEDICAID,b7b559d044bd3a84,7,9,4,228,228,0,5270,6.411,219.593,67,12.056,13.749,3.7682,2195,55.83,0.92,59
2128-05,MEDICAID,d46bc71b237f1d08,1,8,8,5265,5265,0,8717,2.346,233.544,25,4.777,14.801,4.5307,746,160.37,88.18,24
2128-06,MEDICAID,029341a537251bda,5,4,1,9262,6208,2873,7305,4.316,473.145,8,7.791,5.345,2.4248,106,39.34,23.36,11
2128-07,LIHEAP,5048e2b45cfe7837,2,11,3,6505,3406,1327,414,1.418,1196.536,63,6.305,2.701,2.1943,208,164.08,65.79,26
2128-08,SNAP,2e0a3d693fbb8224,4,3,3,440,440,0,2727,51.667,1193.407,26,8.007,11.963,0.0751,689,26.18,19.01,19
2128-09,SECTION8,1e672ffdcfc5301b,2,3,3,515,515,0,5163,57.339,129.798,6,3.099,0.296,2.1773,1571,71.69,64.97,55
2128-10,TANF,4ccd585dbababa9a,4,6,2,10207,6679,2702,4971,46.24,1111.849,48,4.315,9.5,3.0828,454,117.18,16.92,12
2128-11,SNAP,d4ff706fd9b395c7,6,5,5,9577,9307,0,2677,46.419,228.85,48,5.898,12.304,4.9763,898,162.27,44.76,11
2128-12,MEDICAID,142c6de6851aa951,7,4,4,6125,448,5039,6090,35.182,230.971,55,10.422,11.413,1.3478,2306,49.5,58.86,4
2129-01,MEDICAID,45ed3c90862fa75c,2,10,9,11798,1531,10144,7380,29.475,302.192,13,3.936,12.29,2.6232,1780,67.66,34.13,27
2129-02,SNAP,f797664b3c0c855e,2,9,8,5438,4898,0,5816,48.991,765.153,31,14.674,5.902,0.1118,881,157.29,80.0,58
2129-03,SNAP,76dbcf9a0ca1ac6e,5,5,3,3553,3553,0,8801,28.541,769.634,40,3.862,3.119,1.198,1083,65.14,93.02,42
2129-04,SNAP,0f19ed6911648f47,5,1,1,10220,2618,6819,6564,50.892,944.395,63,9.459,11.635,2.3717,402,177.77,60.11,28
2129-05,TANF,12555e4f6e79ae3a,7,11,7,2899,2899,0,1067,48.19,875.456,47,10.78,14.737,1.6096,763,105.14,65.62,37
2129-06,LIHEAP,66f09948c8560812,8,6,6,11442,10963,0,6735,18.606,843.927,71,7.113,11.484,4.7644,1682,127.93,39.9,7
2129-07,SNAP,37ab2d28d2fe37ed,2,6,6,5026,1625,2349,8362,24.133,800.108,30,0.478,11.178,3.984,2186,127.0,88.66,50
2129-08,UI,26f3d56bf606229e,3,6,6,5957,5957,0,2164,58.346,285.609,24,3.397,8.061,4.8567,2324,76.59,22.47,46
2129-09,SSI,fa5bffbf43d8ee9a,8,11,2,2738,2738,0,4864,9.143,944.16,32,6.677,13.864,3.3191,252,42.41,94.49,52
2129-10,WIC,7561ba58d47508d5,1,9,9,6283,3056,2542,3228,32.889,88.771,23,7.117,4.406,3.5997,1477,57.94,14.57,9
2129-11,SSI,b21c1fd50cf1d2c1,7,4,4,1515,1515,0,1608,51.586,547.822,61,4.801,9.746,3.7819,1703,54.56,54.95,33
2129-12,SNAP,037eb295d77e03d7,1,2,2,3782,3782,0,4470,29.258,1031.443,54,4.171,8.504,4.8524,1221,10.31,89.57,28
2130-01,MEDICAID,1cef909dc239ed0d,2,1,1,4719,4719,0,7692,51.752,847.014,64,6.379,14.879,3.8528,138,135.37,80.07,58
2130-02,SNAP,927992e1655892bf,1,12,0,11057,10190,0,4261,26.85,683.905,14,12.303,14.084,2.1876,2064,28.33,72.75,49
2130-03,MEDICAID,2669d02dcc380b88,7,8,2,1055,1055,0,7769,29.668,354.516,22,10.715,11.132,2.056,746,21.12,21.22,47
2130-04,MEDICAID,45a5e6a37b4294fb,6,2,2,5957,1591,2384,269,16.612,295.537,62,14.316,2.683,4.462,336,29.35,81.18,58
2130-05,SNAP,7680055c20bac42c,4,5,5,307,307,0,6244,34.359,269.568,15,4.108,12.461,4.1837,433,60.27,0.28,42
2130-06,CHIP,47b8a088db4bcdd6,5,11,7,5577,5577,0,2934,57.188,305.209,66,9.899,13.67,4.7883,696,20.97,63.57,7
2130-07,MEDICAID,60f2d3d897bb3ff0,8,1,1,2780,2780,0,3963,28.826,132.47,40,2.93,4.762,0.7784,2202,65.45,92.13,27
2130-08,SNAP,3a6e3422c5d4bcea,7,9,2,9971,5843,2761,5367,18.127,253.561,10,8.584,5.662,2.8015,2481,161.18,32.95,31
2130-09,UI,d4aacb75d563675a,5,6,6,6169,6169,0,6232,4.461,286.602,14,6.545,0.77,3.5126,2245,4.89,88.69,42
2130-10,CHIP,57e8c58ce600f4ac,2,7,7,7775,1463,5619,3277,43.888,30.413,58,3.98,9.451,4.7521,1527,55.84,46.6,27
2130-11,LIHEAP,9de44280ed27bc03,7,9,2,3675,684,1259,8505,27.263,782.284,17,0.267,7.696,0.9643,1121,151.54,77.68,0
2130-12,SNAP,56cbe7f8fdf27d09,3,10,10,10079,3538,6399,1551,25.387,363.945,30,6.483,13.813,0.2934,2106,107.52,48.51,59
2131-01,MEDICAID,8d04e9f1f7dac499,5,2,2,7205,5302,263,916,50.955,251.126,60,2.326,11.874,1.5364,1976,51.15,8.28,55
2131-02,SNAP,f9b93f45daaed4ed,2,8,4,792,792,0,5243,29.893,515.337,56,11.092,8.354,3.4292,884,6.86,35.17,5
2131-03,SECTION8,e3cbf6dd461a1cb4,5,4,4,1598,1598,0,277,50.622,1022.708,53,11.854,3.963,0.161,2495,21.44,84.38,40
2131-04,SNAP,0930167470b031be,2,9,8,9632,9487,0,6674,1.814,1115.779,41,7.128,12.721,4.8341,2382,24.65,80.08,29
2131-05,SNAP,b6624f959c8d3c66,2,5,3,4978,4978,0,5223,53.999,1109.13,64,6.807,5.275,3.9688,770,122.99,38.71,52
2131-06,SSI,b458c7f76c6e9fad,1,7,3,2339,2036,0,413,48.861,720.251,71,14.573,1.434,3.9931,1802,17.93,95.46,15
2131-07,SSI,a83de4d7f07acf02,1,5,1,3132,3132,0,5349,4.949,230.582,65,3.741,13.959,0.0964,1196,177.4,43.21,4
2131-08,SECTION8,7a2fedd1b971e973,2,4,4,1827,1827,0,1672,43.014,1135.173,62,3.831,5.595,4.0929,329,14.2,38.67,12
2131-09,SNAP,820473cc93fc8587,1,11,3,10952,2437,7960,2564,28.091,290.154,39,11.394,8.166,2.9787,2323,60.01,11.92,54
2131-10,MEDICAID,07852891b3d2630d,4,9,9,774,774,0,7496,29.314,445.415,64,0.66,2.942,1.9505,296,67.21,39.8,59
2131-11,SNAP,85eba9e3d933f6cf,5,8,7,6786,3372,1504,6604,48.931,1171.556,39,2.473,12.4,3.4222,238,41.65,69.53,3
2131-12,SECTION8,94f3596a9fdc7f3d,8,12,2,8226,5924,1647,3876,7.315,1004.527,10,8.738,8.871,4.5397,1658,54.84,54.77,29
2132-01,SNAP,0c0457ffad791c89,8,4,4,9653,4604,4161,560,47.977,145.308,18,5.533,6.894,0.9104,898,82.24,67.56,2
2132-02,CHIP,d520647f483f030c,2,8,8,11427,1361,9706,3180,13.255,184.149,22,6.246,12.725,0.8605,2200,72.89,41.89,13
2132-03,MEDICAID,33f06938c5134dd8,2,5,5,2323,2323,0,116,14.668,954.08,36,8.408,0.033,4.6167,1071,117.87,81.58,39
2132-04,WIC,b8caf74faa67b01c,8,5,1,9002,5885,1961,6482,56.48,785.061,22,2.488,13.047,1.4214,145,73.62,11.56,55
2132-05,CHIP,d0b106589c26a980,8,2,2,4708,4133,260,8614,40.799,823.042,48,13.859,10.003,2.2818,215,60.08,75.95,33
2132-06,SNAP,7ae906007d0a47d0,4,3,3,2326,2146,0,2104,8.789,865.993,23,2.236,3.953,1.6483,1068,156.51,93.23,12
2132-07,LIHEAP,d7b4b646a2585580,2,6,4,3488,1703,332,6876,12.131,752.404,63,12.79,2.0,2.1465,1249,48.23,0.35,3
2132-08,SNAP,ff9fcf5759123c7e,7,5,0,85,85,0,5209,47.529,753.305,47,5.371,14.928,3.2407,2357,38.48,20.41,6
2132-09,SECTION8,38652b262bb6b93c,7,12,4,8697,7467,0,5099,13.385,877.966,35,3.898,14.705,0.3155,2150,112.4,54.22,38
2132-10,MEDICAID,45801cf0d6f99e7e,8,7,6,1836,1836,0,8270,58.37,453.997,69,4.455,2.733,3.8167,352,158.71,86.14,43
2132-11,WIC,c0a2ea3c6e2d7a54,8,1,1,10864,2681,7260,6153,59.416,327.118,25,7.426,0.952,4.5022,1275,128.86,86.73,23
2132-12,WIC,c1e7b43a6b788548,2,3,0,11091,3460,6174,7052,36.612,233.769,59,7.435,1.225,1.3536,257,158.57,11.55,58
2133-01,SNAP,cd40364277885d2c,8,10,2,9384,3399,5571,3088,19.622,1160.1,49,9.272,10.175,1.9205,1280,14.56,86.81,49
2133-02,SECTION8,5098f8cdb06365c2,3,1,1,6799,1819,3270,116,43.586,1166.461,59,10.747,3.761,1.2466,658,102.54,81.66,20
2133-03,UI,cad553f9eedb378e,1,9,9,3546,3546,0,5553,31.171,967.592,19,10.182,1.081,4.8515,1054,11.06,68.78,12
2133-04,MEDICAID,77a4d2b9818e8ce4,3,2,2,11770,8822,1456,576,4.088,1063.963,3,0.839,8.884,3.811,1398,104.46,67.43,0
2133-05,MEDICAID,24785214361c851b,4,5,4,8595,8433,0,170,24.113,797.354,64,2.572,11.112,2.0862,1299,112.5,6.03,14
2133-06,SNAP,4e9f14c508dfc5ee,1,1,0,3423,2530,0,4382,2.452,1031.005,41,13.761,7.39,4.1654,1654,2.52,6.16,25
2133-07,WIC,2dd5615ca43b09c1,6,11,0,10895,9791,0,3623,42.606,155.146,22,12.158,10.761,0.9719,579,110.2,59.52,23
2133-08,SECTION8,752a98215739ba3f,2,4,0,9989,5243,3949,6213,53.053,1145.137,28,1.086,1.902,4.1256,1348,12.08,3.65,48
2133-09,UI,9845a4e7d67d14b8,2,7,7,11645,3370,7440,4164,52.214,1089.388,10,7.725,7.484,0.801,2348,98.48,10.01,14
2133-10,CHILD_CARE,770217f99cdc039e,6,1,1,9530,3686,4267,1144,36.411,770.439,71,9.857,0.769,0.9998,397,141.7,60.31,46
2133-11,WIC,39ed123a9ca01a64,6,10,10,11242,9582,752,2462,50.307,125.67,43,10.837,11.544,2.7314,1854,22.83,93.23,14
2133-12,WIC,ec020e5a40f3baed,2,1,1,7286,1721,4199,2964,43.767,142.411,11,3.113,13.737,1.8069,2152,160.22,14.17,42
2134-01,UI,988ce9da49c8aa75,6,6,6,4266,3860,241,7602,23.992,946.722,24,2.534,0.31,2.9542,1215,95.79,96.3,16
2134-02,SNAP,2cbd89f5dc51d3a2,5,10,9,5910,5910,0,3507,47.037,209.913,28,10.683,9.596,1.9308,611,0.81,13.63,58
2134-03,SNAP,ba69fd9cb67b13ee,8,7,2,4005,4005,0,1966,16.427,775.824,28,2.912,13.795,2.3372,370,124.38,60.9,51
2134-04,MEDICAID,16a3dac921b4356e,8,11,2,1499,1499,0,8841,22.871,521.605,9,7.239,4.659,4.8819,2372,53.77,37.91,9
2134-05,SNAP,6d34185759b076c2,2,2,0,2725,2725,0,4615,56.59,861.916,50,5.189,4.273,3.8283,1525,109.39,85.43,4
2134-06,MEDICAID,75cc43d6eabe28c3,8,3,3,1129,1129,0,4595,42.904,318.937,31,14.365,1.908,2.5045,2382,140.57,85.16,6
2134-07,CHILD_CARE,73c6c2b7c7026cb7,2,4,4,2432,2432,0,3336,58.991,301.698,55,5.147,12.755,0.5855,1700,83.04,43.53,10
2134-08,SNAP,b677ff90b0a5aba3,3,7,0,4234,4234,0,173,42.621,1139.709,36,8.108,3.477,2.8161,1622,74.87,11.58,38
2134-09,MEDICAID,efbdaae84d015849,4,5,5,2333,1705,0,2189,11.106,692.0,38,13.448,7.276,4.0781,2464,98.23,20.63,11
2134-10,WIC,c43ef55109520125,7,10,2,3558,1359,792,8778,42.0,683.481,24,12.814,10.822,3.8384,2239,107.77,11.38,6
2134-11,SNAP,26352ceddc31d034,1,2,2,1335,1335,0,6840,46.329,1077.762,25,4.064,9.089,2.935,1012,130.45,42.76,43
2134-12,CHIP,fd3b0a62169c7877,6,2,2,7327,4485,1260,5968,39.953,604.013,9,7.924,3.734,2.2955,276,39.65,98.44,6
2135-01,MEDICAID,0935328a64f367b7,4,9,1,9911,3059,5051,2811,4.83,412.454,66,1.601,8.736,1.0256,1284,43.57,26.23,53
2135-02,MEDICAID,1779b085fab8a011,7,2,2,550,550,0,473,9.301,1160.435,22,5.944,12.098,4.6057,863,29.04,51.3,49
2135-03,CHIP,1076c806be92c8c9,4,2,2,6960,1641,4257,2969,4.956,574.766,46,9.168,4.269,1.8538,1180,34.38,39.7,51
2135-04,MEDICAID,a3747c65d9ef4d83,6,3,3,5925,4722,0,641,35.407,621.677,23,11.936,10.009,4.8848,1247,154.68,73.16,34
2135-05,LIHEAP,decb4d58ac152c14,2,8,8,2404,2404,0,5467,34.831,1060.268,16,2.786,3.921,0.0043,631,113.13,88.98,29
2135-06,LIHEAP,db6e3ec2d37eb56a,7,2,2,11081,5657,3932,4455,37.337,897.879,6,8.673,8.401,1.3459,1556,176.77,92.03,46
2135-07,SNAP,4d90c7703c1d7c55,1,7,7,9598,7731,0,6289,59.922,959.69,70,0.57,11.403,3.9049,1386,162.21,22.24,47
2135-08,SNAP,4e7ec0be035562c2,7,9,7,1722,1722,0,5332,15.835,28.231,8,9.328,7.813,4.9475,1249,46.16,73.78,50
2135-09,MEDICAID,17ba06f17e910b20,6,11,8,9351,107,8346,236,38.03,367.962,25,4.744,6.258,4.885,70,38.11,37.7,16
2135-10,CHIP,bb1de0abd9b9ab69,3,10,3,2122,2122,0,7271,14.224,1111.733,21,2.235,11.093,1.9961,730,155.44,88.73,24
2135-11,MEDICAID,4ee0bc4859c3ce49,4,8,6,9656,8310,1268,172,34.313,971.764,14,11.574,0.401,2.4104,521,154.07,46.61,12
2135-12,WIC,14f68e147b9ccf36,8,3,1,6142,6142,0,659,19.724,35.145,40,8.784,4.277,0.4345,1506,77.01,64.23,29
2136-01,SNAP,3877c46779358959,8,2,2,5915,5915,0,3243,46.371,398.526,40,1.56,7.746,3.7258,199,157.25,23.29,34
2136-02,SSI,50415671f242d4f2,8,10,6,1178,1178,0,363,38.569,1028.097,49,11.119,13.967,0.1648,49,141.31,78.43,54
2136-03,SSI,1901cf15b89b3e76,5,6,6,1345,1345,0,6619,29.476,760.988,36,14.356,9.797,0.2259,1570,119.51,65.68,37
2136-04,MEDICAID,2b54f63acb22af05,6,2,2,5322,2042,2868,8042,29.647,708.649,10,5.395,8.947,0.4191,49,13.12,70.79,39
2136-05,LIHEAP,e3c182f617f40494,5,5,1,8299,1697,6498,2921,0.926,268.97,27,14.344,10.713,0.0242,409,42.49,77.99,35
2136-06,MEDICAID,78d298b291fa884b,3,5,5,8622,5478,1156,1743,14.095,595.411,11,7.873,11.405,2.5953,727,26.12,99.2,13
2136-07,SECTION8,35c48c38a7c4cead,2,1,1,3764,3764,0,3251,41.538,769.582,49,1.435,7.255,4.1864,530,26.44,9.3,12
2136-08,SNAP,f530244246b73af7,1,11,7,5736,5736,0,140,6.316,637.813,40,13.304,5.306,3.5398,647,95.95,0.27,57
2136-09,SNAP,551290d7d92e46e4,1,4,3,9001,1067,6585,3794,20.005,727.514,47,5.115,3.43,3.7416,1586,88.77,36.21,17
2136-10,SNAP,04499e34ee4beea4,7,3,3,4930,4930,0,4850,56.592,237.515,68,13.251,0.477,3.2116,1369,8.92,80.11,0
2136-11,MEDICAID,56d9538ecd4dd19d,4,11,1,5613,5613,0,8678,43.836,45.456,59,11.951,1.806,0.0597,2187,44.4,12.99,20
2136-12,SSI,d28e31cb68c50269,6,3,3,6299,6020,0,450,39.178,298.247,38,8.689,8.295,0.6835,97,78.44,63.93,6
2137-01,SECTION8,c950de38037b6d77,7,4,4,9178,5808,1725,6103,9.656,489.068,40,2.7,10.427,3.2744,1132,115.99,77.17,36
2137-02,MEDICAID,765d711b6da6d9c7,5,12,10,10679,2339,8130,1522,5.28,1095.689,30,13.358,9.497,1.1367,2068,126.64,75.6,43
