safe_survey_survey_wave_id,safe_survey_respondent_household_id,safe_survey_perceived_safety_night_score,safe_survey_perceived_safety_day_score,safe_survey_victimization_any_flag,safe_survey_victimization_property_flag,safe_survey_victimization_violent_flag,safe_survey_reporting_to_police_flag,safe_survey_reason_not_reported_code,safe_survey_trust_in_police_score,safe_survey_fear_of_crime_index,safe_survey_neighborhood_disorder_index,safe_survey_ncoial_cohesion_score,safe_survey_collective_efficacy_score,safe_survey_gun_heard_frequency,safe_survey_drug_activity_observed_frequency,safe_survey_lighting_adequacy_score,safe_survey_public_space_usage_score,safe_survey_survey_mode_type,safe_survey_weight_calibration_factor
WAVE-29,HH-96fb3126e36698,4.92,1.87,N,N,Y,Y,NoEvidence,9.07,49.8,45.07,4.74,1.81,Never,Sometimes,3.35,2.17,Paper,4.47967
WAVE-39,HH-3e45439401c18b,3.35,5.69,N,N,Y,Y,Other,1.83,37.81,97.65,1.88,0.36,Daily,Rarely,2.4,1.49,Paper,2.257903
WAVE-40,HH-835d1d8cc35cce,9.2,4.98,Y,Y,N,N,NoEvidence,1.87,35.29,29.69,3.8,2.56,Rarely,Never,9.21,4.41,Web,1.94762
WAVE-30,HH-2b6c3fd081f69b,9.88,1.96,Y,N,Y,N,DistrustPolice,6.25,88.75,93.15,8.81,9.99,Never,Rarely,2.21,9.77,InPerson,2.805127
WAVE-37,HH-b3888a33b7b7b3,2.07,7.53,Y,Y,N,Y,NotWorthIt,4.01,38.87,53.09,3.78,0.25,Rarely,Often,5.93,8.95,Paper,3.079079
WAVE-43,HH-d6e11f02521cdf,3.03,3.13,N,Y,Y,N,NoEvidence,9.4,99.48,1.14,7.53,9.8,Monthly,Never,1.79,1.61,IVR,3.936702
WAVE-37,HH-1c1bcba3e94d74,3.64,3.71,N,Y,N,Y,NoEvidence,8.71,91.79,23.49,4.38,1.01,Rarely,VeryOften,5.58,2.7,Phone,2.754355
WAVE-44,HH-a195a97e8927a8,2.62,0.11,Y,Y,Y,Y,TooMinor,4.9,76.26,50.05,2.12,5.41,Never,VeryOften,9.34,6.6,Phone,2.835471
WAVE-51,HH-78c5d22c8d8932,9.29,7.55,N,Y,Y,N,Other,0.12,47.55,41.13,4.77,4.85,Monthly,VeryOften,6.58,7.65,Paper,1.031249
WAVE-16,HH-e73bb754cf829b,9.23,1.64,N,N,Y,Y,TooMinor,3.62,44.28,96.9,7.27,4.5,Weekly,VeryOften,3.01,7.16,Paper,1.920228
WAVE-41,HH-a7189e6fd5dcba,1.09,8.05,Y,N,N,N,FearRetaliation,3.25,48.02,44.64,1.55,8.5,Daily,Never,5.03,1.85,IVR,2.547601
WAVE-22,HH-01038741571e60,9.16,3.29,Y,N,Y,N,NotWorthIt,5.98,81.69,30.16,9.89,5.11,Rarely,Never,7.77,5.95,Web,3.174284
WAVE-37,HH-0e94bd1bafc2f6,2.5,3.13,N,N,Y,Y,NoEvidence,8.0,31.64,21.33,1.13,1.19,Never,Often,1.04,2.25,InPerson,4.045757
WAVE-46,HH-704a709962f1ab,1.06,5.8,N,Y,N,Y,TooMinor,7.83,42.51,27.21,8.43,2.39,Rarely,Never,8.16,0.2,Phone,2.874554
WAVE-53,HH-e9d13e3584f3fb,4.31,5.91,N,Y,N,Y,DistrustPolice,2.28,17.1,56.98,7.6,4.18,Rarely,Often,9.98,7.59,InPerson,4.240729
WAVE-23,HH-295a97597624a6,3.74,2.35,N,Y,N,N,Other,7.11,34.18,69.65,0.62,6.09,Rarely,VeryOften,0.31,5.6,Paper,3.8283
WAVE-53,HH-f4d1abf53b152e,9.22,5.43,Y,Y,Y,Y,TooMinor,0.83,30.59,26.96,2.14,8.05,Monthly,VeryOften,9.47,3.91,InPerson,2.536073
WAVE-38,HH-e91b293cfeadc0,8.39,5.35,Y,N,Y,Y,NoEvidence,9.5,91.62,34.09,5.36,2.36,Never,Often,7.7,9.47,Web,1.794574
WAVE-59,HH-3a941a4afe72eb,9.4,2.28,N,Y,Y,N,NotWorthIt,4.92,86.36,8.43,7.21,6.99,Weekly,Never,0.63,1.26,IVR,1.226753
WAVE-09,HH-38243aae903339,1.85,8.19,Y,Y,Y,Y,FearRetaliation,8.28,2.39,5.8,0.11,0.8,Never,Rarely,3.04,3.76,InPerson,2.702046
WAVE-40,HH-92a7e3b033b4c3,0.21,1.08,Y,Y,N,Y,FearRetaliation,9.81,46.13,52.19,7.71,2.79,Daily,Rarely,1.88,3.83,Phone,2.739779
WAVE-18,HH-c9a55c02ca4168,8.19,3.57,Y,N,Y,N,FearRetaliation,2.72,50.33,68.43,1.8,8.39,Never,VeryOften,4.0,5.48,IVR,3.963045
WAVE-03,HH-120ade5d1bb26c,7.25,9.64,Y,Y,N,N,NotWorthIt,9.05,38.48,31.44,0.78,3.02,Never,Never,0.96,3.95,InPerson,2.326331
WAVE-48,HH-c2bf4c8a7f3310,2.11,8.42,Y,N,Y,Y,NoEvidence,5.75,5.1,42.64,7.12,5.24,Rarely,Rarely,0.49,3.48,InPerson,2.897483
WAVE-44,HH-82ec1878f29317,4.16,0.73,Y,Y,Y,N,NotWorthIt,8.11,83.98,10.48,3.72,8.3,Daily,Sometimes,6.87,0.53,Phone,0.933235
WAVE-02,HH-e87e668c18b04a,4.32,8.53,N,Y,N,N,TooMinor,5.09,81.92,82.51,3.63,5.75,Never,Rarely,3.85,0.62,Paper,0.689138
WAVE-17,HH-263886d3c09ef9,2.45,3.57,Y,Y,Y,N,NoEvidence,4.08,35.08,30.23,8.38,0.69,Monthly,Often,6.55,5.55,InPerson,3.188587
WAVE-40,HH-bc46272d99987c,3.51,9.03,Y,N,Y,N,FearRetaliation,7.17,17.71,77.61,7.36,5.98,Never,Sometimes,2.25,2.35,Web,2.661346
WAVE-48,HH-cfef6965b5a83a,2.72,7.26,N,N,N,Y,Other,4.25,38.45,15.31,3.89,1.45,Monthly,Never,5.42,7.42,IVR,1.69915
WAVE-28,HH-7851d36e3c7667,6.1,1.28,Y,Y,N,N,DistrustPolice,2.53,16.64,67.57,1.66,2.19,Daily,Rarely,3.59,1.29,InPerson,2.411407
WAVE-01,HH-a1f0b17cccf969,5.28,6.89,N,N,Y,N,DistrustPolice,2.9,5.78,8.12,7.88,2.9,Monthly,Sometimes,4.33,1.62,Web,2.651806
WAVE-04,HH-4bd11ef0a975bc,2.36,6.68,N,N,Y,N,DistrustPolice,5.07,2.49,3.76,2.3,0.55,Rarely,Often,9.99,2.87,IVR,3.947531
WAVE-06,HH-9d642a044217f4,9.44,5.49,N,Y,N,N,NotWorthIt,4.08,90.67,95.82,7.71,9.54,Rarely,Often,9.34,2.2,InPerson,4.082744
WAVE-12,HH-70efe0e0fd4d07,8.88,6.67,N,N,Y,N,TooMinor,6.06,48.2,44.82,3.07,8.13,Monthly,Never,6.47,5.49,InPerson,3.164245
WAVE-15,HH-defb987483636d,3.69,5.15,Y,N,Y,Y,TooMinor,4.16,46.88,73.32,1.15,6.16,Never,Never,2.44,6.0,Phone,0.244734
WAVE-55,HH-6d4e717b5f17a1,5.9,3.24,Y,N,N,N,FearRetaliation,5.1,67.93,27.67,2.26,9.71,Never,Often,4.38,7.53,Paper,1.834678
WAVE-18,HH-b21606106cc4c6,9.41,2.18,Y,N,Y,Y,NotWorthIt,4.62,34.88,25.01,0.87,2.5,Never,Rarely,1.9,8.32,IVR,3.455607
WAVE-57,HH-c8714308329c7f,1.01,5.43,N,N,Y,N,NoEvidence,7.04,39.29,30.09,9.12,2.93,Never,Never,2.19,2.47,Web,3.468217
WAVE-53,HH-8e7048ecd0e6b6,0.82,2.82,Y,N,N,N,NotWorthIt,6.76,78.96,43.35,5.57,9.0,Never,Never,9.2,5.2,IVR,3.165115
WAVE-28,HH-6cfc2ea6425cbe,5.29,2.67,N,Y,Y,Y,NotWorthIt,7.38,85.27,96.96,8.05,3.87,Never,Often,4.53,0.56,InPerson,1.255133
WAVE-37,HH-3e5c73b269db14,1.55,8.17,N,Y,Y,N,NoEvidence,0.7,54.83,53.61,9.92,9.94,Never,VeryOften,8.92,6.52,Paper,0.773852
WAVE-16,HH-3d8d864fc9846e,2.98,4.12,Y,Y,Y,N,NoEvidence,7.33,56.75,49.47,9.41,9.03,Never,Often,0.92,1.9,IVR,1.051165
WAVE-05,HH-2c20030f381f39,5.52,2.76,N,N,N,N,NoEvidence,3.96,35.96,98.5,6.32,9.9,Never,VeryOften,8.99,0.83,Phone,2.447338
WAVE-48,HH-d0cd360c760940,7.58,9.59,N,Y,Y,Y,NoEvidence,4.57,16.35,56.85,6.99,0.25,Rarely,Never,5.32,7.26,IVR,2.960692
WAVE-03,HH-c1541abf3fe65a,4.57,5.77,Y,N,Y,Y,NoEvidence,1.32,69.29,20.34,4.19,1.47,Never,Rarely,6.53,7.69,IVR,2.145639
WAVE-11,HH-e13ea730969c60,1.72,7.66,N,Y,N,N,NotWorthIt,2.26,46.01,35.74,6.99,0.79,Never,Rarely,4.87,4.04,Phone,3.937436
WAVE-09,HH-9fde26684d4baa,4.13,6.67,Y,N,N,N,NoEvidence,2.4,63.83,98.57,3.24,1.53,Never,Sometimes,5.77,3.34,IVR,0.278417
WAVE-57,HH-eb88a77a9e964e,5.52,0.81,N,Y,Y,Y,Other,6.37,11.16,46.65,3.73,9.36,Rarely,Rarely,6.11,0.31,IVR,0.419462
WAVE-44,HH-c826edb66f7452,1.12,9.45,N,Y,Y,Y,Other,4.57,3.89,85.98,3.74,1.6,Rarely,Sometimes,0.6,0.34,InPerson,4.094207
WAVE-52,HH-d6aef619b22c5b,7.47,2.29,Y,N,Y,N,NotWorthIt,9.4,81.33,58.54,3.65,1.08,Never,Often,6.36,1.91,Paper,3.547659
WAVE-35,HH-a7a3f9eb4db2ea,7.8,6.59,N,Y,N,N,NotWorthIt,9.33,94.61,67.79,5.15,1.33,Never,Often,0.23,7.71,IVR,1.387012
WAVE-33,HH-a01a5e7f44b3d0,9.43,9.39,N,N,Y,Y,Other,1.24,75.62,46.49,8.1,3.77,Never,Often,4.23,3.32,IVR,4.233745
WAVE-17,HH-02aa3626c196d3,4.8,2.81,Y,N,N,N,TooMinor,1.4,20.89,3.69,1.01,4.97,Never,Often,5.29,5.15,InPerson,2.887141
WAVE-41,HH-7a7c1162a3cbd9,9.89,9.32,Y,Y,Y,N,DistrustPolice,8.2,61.47,39.66,9.16,3.88,Never,VeryOften,2.02,7.81,Paper,3.317558
WAVE-41,HH-ce450ee26e961f,4.52,5.98,Y,Y,N,Y,DistrustPolice,2.44,49.06,54.23,1.0,7.92,Never,Never,0.8,5.29,Phone,2.79933
WAVE-24,HH-c1e7a836007683,4.15,8.41,Y,Y,Y,Y,TooMinor,5.68,28.45,1.59,3.54,8.08,Never,Sometimes,0.24,5.27,InPerson,3.072525
WAVE-05,HH-e3376c096a5c3a,3.0,6.98,N,N,Y,Y,Other,2.76,99.56,0.66,5.46,6.65,Never,Never,9.72,0.06,Web,1.813268
WAVE-06,HH-bed5c456bddc2a,6.68,9.9,N,Y,Y,Y,Other,3.25,2.38,96.35,0.18,6.32,Monthly,VeryOften,0.68,4.58,InPerson,3.3182
WAVE-28,HH-0b6df56e85654c,1.55,3.1,Y,Y,Y,Y,TooMinor,5.23,92.62,40.73,1.71,8.28,Never,VeryOften,7.76,1.05,Paper,1.637086
WAVE-04,HH-548ba78cfba1f9,4.02,8.18,Y,N,Y,Y,TooMinor,8.38,58.4,80.95,6.67,3.71,Rarely,VeryOften,6.33,9.47,Web,2.90878
WAVE-29,HH-c7fbd731d5660e,8.01,6.97,Y,Y,Y,Y,NoEvidence,6.98,59.93,72.31,7.08,9.48,Never,VeryOften,8.23,1.68,InPerson,2.489544
WAVE-27,HH-929fff6088f381,0.93,2.02,N,Y,N,Y,FearRetaliation,2.66,11.47,25.87,4.78,7.63,Never,Often,4.54,4.17,IVR,3.511976
WAVE-59,HH-4400abc0266f22,1.72,7.29,N,N,Y,N,NoEvidence,2.35,77.63,10.39,3.0,2.75,Never,Never,9.0,1.0,IVR,2.833452
WAVE-09,HH-ac34643606a157,0.06,7.07,Y,N,Y,N,TooMinor,1.63,72.72,69.49,8.52,3.38,Monthly,Sometimes,4.1,9.51,IVR,1.889788
WAVE-49,HH-f4db93cdff243f,1.44,1.84,Y,N,N,Y,NoEvidence,3.79,79.71,12.68,4.16,7.36,Rarely,Sometimes,8.06,9.45,Web,0.699049
WAVE-50,HH-27dedf37a7a13b,0.96,9.29,N,Y,N,N,DistrustPolice,3.27,60.38,2.64,5.0,0.6,Never,VeryOften,2.29,9.91,Phone,4.225599
WAVE-50,HH-2046e51d4f8fdd,4.79,2.28,N,N,N,Y,FearRetaliation,4.9,45.29,69.69,3.32,7.69,Weekly,Sometimes,6.93,2.59,Phone,3.344994
WAVE-51,HH-77f1f8d0df4a8b,4.7,3.82,Y,N,Y,Y,TooMinor,9.24,64.4,25.32,7.66,4.95,Never,Rarely,2.06,3.64,Web,1.416008
WAVE-46,HH-d67b25e6f17921,9.62,4.22,Y,Y,N,N,TooMinor,1.4,1.75,28.46,7.33,5.16,Never,Sometimes,7.13,3.71,IVR,3.555618
WAVE-01,HH-2aa48025d75148,6.89,2.82,N,Y,N,N,NotWorthIt,3.94,72.87,26.44,6.1,9.92,Rarely,Sometimes,0.61,2.73,Web,3.472302
WAVE-01,HH-32c742fba8b5aa,4.65,5.78,N,N,N,Y,TooMinor,0.0,9.14,61.6,2.76,4.68,Never,Rarely,1.38,8.38,Phone,4.427223
WAVE-08,HH-6a941c8ab8e0f0,3.66,8.49,Y,Y,Y,Y,DistrustPolice,6.34,92.0,78.72,1.02,8.76,Never,Never,2.27,7.45,IVR,4.009322
WAVE-58,HH-b0eb34f662cd58,6.77,6.2,N,Y,N,N,NoEvidence,1.31,40.26,76.47,8.15,6.75,Never,Often,1.57,0.57,IVR,4.198491
WAVE-56,HH-4c37b82929c752,3.02,2.55,N,Y,N,N,FearRetaliation,0.48,61.97,79.59,7.31,1.79,Rarely,VeryOften,2.9,0.36,IVR,3.490032
WAVE-47,HH-72d120bff7cc99,9.62,1.65,Y,Y,N,Y,DistrustPolice,5.98,48.81,56.24,6.62,5.69,Weekly,VeryOften,0.62,0.83,Phone,2.330365
WAVE-39,HH-ab3bc7ac46f293,8.57,3.25,Y,N,N,Y,Other,7.41,97.84,51.22,4.61,5.38,Never,Sometimes,9.67,7.78,IVR,3.674637
WAVE-02,HH-9eb446a0f70474,2.91,0.63,N,N,N,N,NoEvidence,4.36,7.94,21.69,7.02,1.13,Never,Sometimes,5.68,0.75,Paper,2.065595
WAVE-13,HH-1396aed71354a0,2.84,4.61,N,N,N,Y,NoEvidence,4.8,48.73,42.65,0.16,5.89,Never,Never,5.24,3.13,Phone,0.555283
WAVE-12,HH-f69ad4b591be53,2.63,5.22,N,Y,N,N,NoEvidence,7.12,83.48,10.2,9.26,5.31,Daily,Never,5.83,0.24,Web,1.747783
WAVE-29,HH-d87730aef535ab,4.42,2.6,N,Y,Y,Y,NoEvidence,7.32,7.06,29.58,3.03,6.16,Rarely,Rarely,1.3,7.72,Phone,2.741663
WAVE-15,HH-f672e052a55640,8.3,1.03,N,Y,Y,N,Other,8.72,43.4,53.27,1.61,8.04,Never,Often,8.88,3.76,Phone,2.670738
WAVE-55,HH-5245a71b13b819,9.93,8.82,Y,Y,N,N,FearRetaliation,7.51,74.4,23.5,8.5,9.95,Never,Never,6.44,4.09,InPerson,1.40239
WAVE-23,HH-3342ae22881e4a,1.24,1.66,Y,Y,Y,N,NotWorthIt,8.75,25.94,99.29,4.12,4.42,Never,Never,0.34,7.02,InPerson,1.728991
WAVE-44,HH-42be6d3974cc7a,0.27,0.88,N,Y,N,Y,NotWorthIt,1.69,61.33,31.7,7.82,1.2,Never,VeryOften,0.2,6.45,Paper,1.998616
WAVE-33,HH-2319860d1aa60c,6.61,6.28,Y,Y,Y,Y,TooMinor,9.1,98.21,50.05,2.01,2.32,Rarely,Never,1.46,1.15,Web,3.925961
WAVE-41,HH-1c95e1caa40ffd,4.15,5.37,Y,N,N,Y,DistrustPolice,8.37,88.38,44.15,9.91,1.93,Never,Often,2.8,5.97,Paper,0.77401
WAVE-35,HH-e3e9d7ae70fbc4,0.36,8.07,Y,Y,N,Y,DistrustPolice,1.18,71.61,27.5,7.9,2.23,Rarely,Sometimes,2.58,0.42,IVR,1.773759
WAVE-31,HH-38cab83009259f,9.98,1.88,N,Y,Y,N,DistrustPolice,7.15,38.0,94.61,8.28,6.54,Monthly,Sometimes,9.49,0.55,Web,3.672932
WAVE-15,HH-bffd8daa1ea010,5.84,4.84,N,N,N,N,NoEvidence,9.09,54.96,41.83,8.69,6.07,Rarely,Rarely,3.43,4.77,InPerson,2.536941
WAVE-45,HH-c33f872fd6aa6a,7.93,4.73,Y,N,Y,N,NoEvidence,9.05,89.83,33.45,8.32,0.58,Never,Sometimes,8.07,7.25,Phone,2.508908
WAVE-02,HH-a134ad825d8106,3.74,2.2,Y,N,Y,N,DistrustPolice,4.36,55.58,46.42,4.6,7.64,Rarely,Sometimes,3.33,9.37,IVR,0.655933
WAVE-09,HH-61d94c399ec1ce,6.29,7.9,Y,Y,N,N,TooMinor,4.78,26.25,72.16,4.95,0.91,Never,Sometimes,5.46,1.5,Paper,3.059439
WAVE-14,HH-5c277417f1c178,1.6,5.21,N,N,Y,Y,NoEvidence,4.96,53.32,34.89,0.12,9.39,Rarely,VeryOften,2.52,4.43,IVR,1.250666
WAVE-25,HH-d68bacadc65a58,3.25,8.0,N,N,N,Y,Other,0.1,44.67,21.29,3.72,7.57,Monthly,Rarely,4.44,2.86,IVR,1.722043
WAVE-02,HH-edec5be8bfa59f,7.65,7.57,N,N,N,Y,TooMinor,9.71,75.42,46.07,4.93,4.58,Rarely,Never,6.03,5.9,Paper,0.238789
WAVE-30,HH-690f9fce392793,5.05,3.33,Y,N,N,Y,NotWorthIt,9.65,60.13,67.8,6.01,5.9,Rarely,VeryOften,9.75,0.38,Phone,0.852513
WAVE-39,HH-330e75edc9de3f,2.81,2.05,N,N,N,Y,TooMinor,8.84,48.26,15.09,2.15,6.98,Rarely,VeryOften,3.88,5.47,IVR,1.871372
WAVE-17,HH-0e1383de46da6a,8.26,8.1,N,N,Y,Y,DistrustPolice,5.01,29.5,97.56,6.66,3.97,Rarely,Never,4.19,1.02,IVR,2.472744
WAVE-47,HH-1653f3a64c1574,9.24,9.32,Y,N,Y,Y,TooMinor,4.67,91.4,15.22,1.51,2.55,Never,VeryOften,9.54,1.26,Web,0.722058
WAVE-02,HH-61a227340d23ee,3.46,3.1,Y,Y,N,N,DistrustPolice,7.41,10.56,70.43,7.66,5.57,Daily,VeryOften,8.33,4.87,Paper,2.002954
WAVE-35,HH-347da3d42ab6b0,5.65,1.09,Y,Y,Y,N,Other,9.56,2.19,95.28,5.81,3.09,Weekly,Never,7.94,3.8,IVR,3.241404
WAVE-26,HH-0bdd48fe5d442f,0.84,0.24,N,N,Y,N,DistrustPolice,2.09,59.82,33.13,3.86,4.76,Weekly,Often,5.23,6.24,Paper,2.653723
WAVE-37,HH-3e11d712340e18,5.26,9.93,Y,N,Y,N,NotWorthIt,0.84,60.6,4.45,3.52,1.83,Never,Rarely,9.19,5.75,InPerson,3.259379
WAVE-11,HH-c1dd287df94860,2.55,5.64,N,Y,Y,N,FearRetaliation,9.37,5.57,12.84,3.66,1.33,Never,VeryOften,1.7,6.54,Paper,1.105187
WAVE-27,HH-b68c56a5bf7a2c,9.91,9.29,N,Y,Y,Y,Other,3.8,8.61,36.74,8.24,1.83,Never,VeryOften,1.57,2.7,Phone,3.36201
WAVE-49,HH-5a03dcc43ea71a,1.72,8.56,Y,N,N,Y,NoEvidence,5.25,96.81,12.97,2.74,3.22,Rarely,Sometimes,4.69,5.89,InPerson,2.090424
WAVE-01,HH-a2a0052dcc2914,1.79,0.31,N,N,Y,N,TooMinor,0.85,86.17,61.1,4.07,1.11,Never,Often,3.34,8.22,IVR,4.37403
WAVE-01,HH-57ed92c40861f0,0.76,3.13,Y,N,Y,Y,NoEvidence,7.84,21.04,43.29,5.42,3.44,Never,Often,2.86,8.78,Paper,0.574143
WAVE-17,HH-ae49cb1eab5203,0.82,4.09,Y,Y,Y,N,TooMinor,0.48,68.47,58.89,1.19,6.9,Never,Rarely,3.1,2.45,Web,1.635758
WAVE-34,HH-1f67bbe7a23524,7.29,2.57,Y,Y,N,Y,NotWorthIt,7.86,90.76,27.93,3.09,6.38,Never,Often,1.79,3.48,Web,3.898363
WAVE-48,HH-8bb4fd172a14bc,9.67,9.26,Y,N,N,Y,TooMinor,1.17,49.98,69.09,4.38,8.58,Never,Rarely,2.01,4.93,Paper,4.169934
WAVE-07,HH-3b873105aac718,4.02,3.71,Y,N,N,Y,FearRetaliation,5.39,48.01,97.66,6.81,1.9,Never,Never,2.11,3.35,Web,1.293853
WAVE-43,HH-4104cd6e094fe3,4.78,6.47,Y,N,N,Y,NotWorthIt,6.76,70.44,28.01,6.81,8.16,Never,Rarely,8.16,2.21,Paper,0.371729
WAVE-48,HH-592ed35b05e25b,1.82,9.02,Y,N,N,N,NotWorthIt,2.12,76.62,32.28,1.56,7.41,Weekly,Sometimes,3.35,7.36,InPerson,2.382939
WAVE-21,HH-873066908e5bd1,1.92,2.87,N,N,Y,N,Other,5.97,8.65,43.13,0.88,1.6,Never,Often,2.56,4.74,InPerson,0.982809
WAVE-19,HH-57ba484da1e10d,2.83,0.28,Y,N,N,Y,FearRetaliation,2.84,81.52,26.83,7.89,4.47,Never,Rarely,1.87,8.51,Paper,0.425028
WAVE-11,HH-851d00ec53f019,0.99,9.92,N,N,N,N,Other,3.04,82.22,65.99,4.82,8.42,Rarely,VeryOften,6.71,7.64,Phone,0.225774
WAVE-29,HH-7f4cc148f1b285,6.78,6.51,N,N,Y,N,NotWorthIt,9.14,80.62,70.59,6.39,1.47,Never,Sometimes,7.05,3.59,Web,0.648515
WAVE-02,HH-dd9f0f42f40a73,7.82,0.94,Y,N,N,N,DistrustPolice,2.71,28.18,1.23,7.33,8.71,Never,VeryOften,6.05,3.24,IVR,1.306008
WAVE-32,HH-81e8ffaa989a5e,3.13,0.84,Y,Y,N,N,NotWorthIt,7.11,86.3,58.96,0.4,5.4,Never,Rarely,3.32,4.13,IVR,2.873028
WAVE-30,HH-adcad9bf70b55a,1.33,6.32,Y,Y,N,Y,Other,0.15,95.79,67.2,2.6,8.19,Monthly,Often,5.19,9.56,InPerson,1.454861
WAVE-56,HH-87d9144a31bc81,8.33,4.54,N,Y,Y,N,TooMinor,4.04,16.47,23.76,6.5,8.82,Rarely,Often,2.12,3.71,InPerson,2.473098
WAVE-36,HH-e1cc96324cff72,5.46,5.56,Y,Y,Y,N,DistrustPolice,2.0,31.31,62.68,6.03,1.93,Never,VeryOften,4.11,0.25,Web,3.77902
WAVE-12,HH-c11632991a332a,0.07,1.55,Y,Y,N,Y,NotWorthIt,2.9,9.21,57.26,6.37,7.81,Daily,VeryOften,8.94,5.3,InPerson,1.902903
WAVE-32,HH-aa9c43dbad9ce5,8.72,8.8,N,N,Y,Y,TooMinor,8.51,89.33,88.11,3.95,1.3,Never,VeryOften,3.39,6.41,IVR,1.744728
WAVE-34,HH-55cf0f28bcf533,8.28,8.27,Y,Y,Y,Y,Other,2.69,57.96,91.59,8.22,1.58,Rarely,Never,3.18,1.0,Phone,4.464968
WAVE-09,HH-7e4534de099246,0.54,4.0,Y,Y,Y,Y,TooMinor,6.42,58.76,3.99,1.77,5.6,Never,Never,8.29,7.18,InPerson,4.065594
WAVE-41,HH-6b54ec3f446805,2.97,1.01,Y,Y,N,Y,Other,1.81,5.03,90.92,1.6,8.06,Monthly,Rarely,7.37,6.01,IVR,1.862867
WAVE-50,HH-53fcaa23bb9219,1.36,1.88,N,N,Y,N,NoEvidence,1.33,62.49,83.26,8.01,6.17,Monthly,VeryOften,3.03,5.77,IVR,4.30998
WAVE-02,HH-9f764abfce6bbd,9.08,9.42,N,N,Y,Y,Other,0.65,3.6,9.18,2.53,7.14,Rarely,Sometimes,4.84,2.75,Phone,0.482299
WAVE-41,HH-af75b0277e599f,5.32,9.76,Y,Y,Y,Y,TooMinor,9.69,26.33,20.61,9.11,2.41,Weekly,Never,5.67,4.48,InPerson,0.915206
WAVE-34,HH-3c03ef599b5402,9.45,8.98,N,Y,Y,Y,TooMinor,0.34,86.73,51.65,7.77,3.86,Rarely,Never,2.6,8.26,Paper,0.242112
WAVE-09,HH-0b5a50f520381a,8.93,9.6,N,N,Y,Y,FearRetaliation,0.71,65.31,63.1,6.68,9.41,Monthly,Sometimes,0.29,8.23,Phone,0.663845
WAVE-07,HH-4413a1358406f3,6.43,7.26,N,Y,N,N,DistrustPolice,6.89,6.57,26.79,3.3,6.28,Rarely,Rarely,9.38,3.85,InPerson,1.590836
WAVE-38,HH-100df901627975,1.74,6.78,N,N,Y,Y,Other,0.97,16.21,73.95,5.53,8.75,Never,Never,4.93,3.67,Web,1.874685
WAVE-12,HH-6b8c0b35aa1e87,6.6,9.25,N,N,N,N,NoEvidence,4.86,6.62,97.18,0.26,5.55,Never,VeryOften,3.44,7.28,IVR,0.331574
WAVE-18,HH-f548c96dccdaa4,6.26,1.35,Y,N,Y,N,Other,7.07,22.5,69.22,7.26,3.45,Rarely,Often,1.89,1.4,Web,4.122587
WAVE-22,HH-7c14dcd6232672,6.1,9.94,Y,Y,N,Y,FearRetaliation,2.98,24.21,48.79,6.38,8.55,Never,Never,1.0,9.55,Web,0.627433
WAVE-21,HH-e46365b80c5c07,7.08,6.87,Y,Y,N,N,TooMinor,5.79,57.8,87.07,2.97,3.88,Rarely,Sometimes,9.75,4.07,Paper,3.425705
WAVE-56,HH-9623410498b687,1.95,8.82,Y,Y,Y,Y,NotWorthIt,5.88,24.13,64.97,1.78,0.68,Weekly,Rarely,9.82,5.33,InPerson,1.903961
WAVE-18,HH-c942f21c0fd240,8.64,6.62,Y,Y,N,N,TooMinor,2.01,76.14,71.58,2.37,6.97,Never,VeryOften,4.89,4.24,IVR,1.209394
WAVE-03,HH-e978024274545a,0.21,7.53,N,N,Y,N,NoEvidence,3.88,43.42,48.75,9.63,2.07,Rarely,Sometimes,7.51,0.77,Phone,3.567782
WAVE-18,HH-3a154579cbbe57,6.43,0.28,Y,Y,N,N,Other,8.51,21.03,14.51,6.28,7.33,Never,Rarely,4.05,6.18,InPerson,1.141496
WAVE-51,HH-563c04a534e1e1,0.24,6.03,N,Y,N,N,NotWorthIt,0.3,15.06,26.08,5.28,0.95,Never,Rarely,3.88,8.72,InPerson,4.367377
WAVE-39,HH-27afa50bcb0eba,7.98,8.91,N,N,Y,Y,TooMinor,1.98,70.25,22.75,0.51,7.96,Rarely,Never,6.88,2.08,IVR,3.873907
WAVE-31,HH-a282af9de8729c,9.12,8.26,Y,N,N,Y,FearRetaliation,8.19,54.0,84.26,4.74,4.98,Never,Often,4.39,3.5,InPerson,0.723055
WAVE-18,HH-e8e535c76d7c94,7.05,1.5,Y,Y,N,N,FearRetaliation,0.71,78.93,95.89,6.16,1.35,Never,VeryOften,3.1,8.14,Phone,3.701996
WAVE-53,HH-464b4df51570e1,6.92,2.52,Y,N,Y,N,NotWorthIt,7.91,75.24,21.79,8.22,3.33,Daily,VeryOften,5.67,4.1,Paper,1.90805
WAVE-36,HH-5a39e68a9f2890,2.79,1.67,Y,N,Y,N,TooMinor,8.54,45.97,91.3,0.4,1.16,Never,VeryOften,4.01,1.37,Web,0.521248
WAVE-17,HH-9f39328e46c21b,6.0,9.14,N,N,N,N,NotWorthIt,3.11,1.23,40.29,1.78,7.13,Never,Sometimes,9.96,8.74,Web,0.579771
WAVE-11,HH-1d2a64e4b72b4c,0.14,6.04,N,N,N,N,DistrustPolice,1.05,39.77,0.9,3.85,8.56,Never,VeryOften,4.47,8.24,Web,1.121002
