gov_mff_reference_year,gov_mff_mff_period_code,gov_mff_heading_code,gov_mff_programme_code,gov_mff_commitments_eur,gov_mff_payments_eur,gov_mff_execution_rate_pct,gov_mff_revenue_own_resources_eur,gov_mff_gni_based_resource_eur,gov_mff_vat_based_resource_eur,gov_mff_customs_duties_resource_eur,gov_mff_plastic_own_resource_eur,gov_mff_rebates_eur,gov_mff_unspent_commitments_ral_eur,gov_mff_audits_findings_count,gov_mff_irregularities_amount_eur,gov_mff_anti_fraud_olaf_cases_count,gov_mff_transparency_portal_url_hash,gov_mff_data_source,gov_mff_data_extract_date
2017,2014_2020,H1_SINGLE_MARKET,AMIF,21258582006.99,18819814812.09,88.53,14037265114.77,63191854851.99,3732814375.98,4118733894.73,33198663.26,5944610363.19,2880956186.7,29,127354536.86,2,cd6b5a03f491fb3dc1142825bd06,OPEN_DATA_PORTAL_BUDGET,2024-08-26
2018,2014_2020,H6_NEIGHBOURHOOD_WORLD,ESF_PLUS,27998826316.48,23774849282.31,84.91,22382401691.26,33061734653.1,21478171068.86,2928716590.55,367267363.3,10281034433.8,5555680846.55,38,94775067.89,60,975b1a4062a9e21b0e30aaccdfee,EU_BUDGET_FINANCIAL_REPORT,2025-10-28
2019,2014_2020,H4_MIGRATION_BORDER,ISF,27048132787.09,12910971485.3,47.73,47062421499.74,45023742710.82,3119131993.14,4245136081.47,510663979.0,7195203503.96,21195962264.65,108,330785305.14,32,b9fda17607f1d84320a5ef619c2b,OLAF_ANNUAL_REPORT,2024-11-03
2020,2014_2020,H2_COHESION_RESILIENCE,CAP,42343298064.61,28448604648.48,67.19,23304625826.22,58374622288.18,2619952363.56,3124099579.43,386044786.53,5081848309.94,15306164062.79,97,335906200.46,63,3b6932e3676b155bd5a6d1749a1e,ECA_AUDIT_SUMMARY,2025-11-25
2021,2021_2027,H7_PUBLIC_ADMIN,NDICI,51516893798.33,29470619834.46,57.21,27458972311.06,77576168765.69,9122158665.19,12291356000.93,1528573646.14,4771372687.9,31394273815.14,80,199276342.25,60,bbe7f8f9cd592f6aa5624760adf2,OPEN_DATA_PORTAL_BUDGET,2026-02-04
2022,2021_2027,H5_SECURITY_DEFENCE,CEF_DIGITAL,51202626683.33,29785211476.93,58.17,11371309760.29,75729122429.86,1849047311.02,2266651531.02,1014818503.68,4964734103.5,32137700679.46,121,323058133.84,41,5a1cecb691acaa7ca3cc143f38b4,EU_BUDGET_FINANCIAL_REPORT,2025-03-05
2023,2021_2027,H3_NATURAL_RESOURCES,IPA,53192953014.24,44107549649.7,82.92,15726517977.44,36981718001.98,15865305336.06,5059966491.37,1427393801.07,2825114314.9,14004421532.68,130,574409160.29,26,9ac3280d85688bc130c34b0f8dd5,OLAF_ANNUAL_REPORT,2024-06-16
2024,2021_2027,H1_SINGLE_MARKET,DIGITAL_EUROPE,33465631286.55,25387271386.62,75.86,23122644630.63,16743524301.56,16271537041.84,9053422759.55,148605672.74,3207045618.9,7497316419.23,89,365825889.44,44,5bd85704963131cdd397e8332dfb,ECA_AUDIT_SUMMARY,2024-08-14
2025,2021_2027,H6_NEIGHBOURHOOD_WORLD,JUST_TRANSITION,44704963814.54,44312053731.41,99.12,28891875704.99,17681769933.56,11151321195.26,8273034144.44,2283013618.37,1321201869.63,493733124.01,75,257921074.5,9,b26d4023114c5f14de308c191d1e,OPEN_DATA_PORTAL_BUDGET,2024-07-31
2026,2021_2027,H4_MIGRATION_BORDER,LIFE,30416992259.58,22687857696.53,74.59,12874393838.47,20331434063.01,1374664992.76,5011436575.3,518785578.36,6277553609.98,11377224327.09,48,53542439.99,17,6f9e310377394f73794347e93271,EU_BUDGET_FINANCIAL_REPORT,2024-12-02
2014,2014_2020,H2_COHESION_RESILIENCE,HORIZON_EUROPE,45300716036.25,41516400652.32,91.65,7117727950.39,11222193576.14,4153003144.05,520333133.74,279857974.39,3371232609.08,5049996519.23,2,33408237.59,56,54627d9db70fc613d062bf145fc8,OLAF_ANNUAL_REPORT,2025-10-18
2015,2014_2020,H7_PUBLIC_ADMIN,EU4HEALTH,13182070474.6,8722750735.75,66.17,32050151408.77,29131702204.25,14421444634.27,8899483155.25,536434085.47,734536589.35,6594002614.46,59,107087460.31,2,f301e8c886221fafac2a3303ac0d,ECA_AUDIT_SUMMARY,2026-01-18
2016,2014_2020,H5_SECURITY_DEFENCE,ERDF,3561788456.71,2100369616.88,58.97,3164598054.94,6088627316.88,2382419471.29,3573610925.06,60182460.76,7768387206.42,2232443489.37,31,164745380.17,41,51395229ac36f8b33983166af746,OPEN_DATA_PORTAL_BUDGET,2024-09-27
2017,2014_2020,H3_NATURAL_RESOURCES,AMIF,6893185780.02,4246260193.42,61.6,11746493961.82,50490935990.05,7976131248.7,9861497564.15,478848118.57,1573369193.21,4204900112.53,71,182975129.13,6,563e462d1ea3b3a9d44dc097d1ff,EU_BUDGET_FINANCIAL_REPORT,2024-10-27
2018,2014_2020,H1_SINGLE_MARKET,ESF_PLUS,9866197374.84,5907100108.22,59.87,3467936617.75,30256802646.43,1282260014.81,9047555839.0,331817276.09,6581888161.33,5520233948.14,69,206926752.61,17,2f4a1bd7c592056d693faaa11648,OLAF_ANNUAL_REPORT,2024-08-28
2019,2014_2020,H6_NEIGHBOURHOOD_WORLD,ISF,42670169619.93,40016594196.84,93.78,40507974692.71,17114697185.8,6008285863.22,5514299169.47,605816575.75,7193993747.66,2611875402.19,13,246145541.16,27,0911d52e68d516fbd64f3fdc859a,ECA_AUDIT_SUMMARY,2024-06-26
2020,2014_2020,H4_MIGRATION_BORDER,CAP,19937197649.02,10756479719.72,53.95,18430690722.21,58508263836.27,7161747149.89,4048045304.71,431147181.72,6512268964.55,12111115720.88,28,96841811.44,39,9c2078f9d16d852d2b12facf4646,OPEN_DATA_PORTAL_BUDGET,2025-07-14
2021,2021_2027,H2_COHESION_RESILIENCE,NDICI,35313895280.56,34923190837.94,98.89,34813468726.77,61274704446.8,6511599629.27,8081647535.18,1759650429.6,1338037191.5,486601240.82,119,602639290.87,97,0d56bb219f9507918561fcb33a2f,EU_BUDGET_FINANCIAL_REPORT,2025-02-01
2022,2021_2027,H7_PUBLIC_ADMIN,CEF_DIGITAL,51462204826.84,27905223375.62,54.22,30438598475.41,39890892474.2,7303200465.67,3145892712.63,1003151966.61,6678766633.45,28485359527.38,2,263708357.31,73,e05f4fe91abb081e8bfb31cc59a5,OLAF_ANNUAL_REPORT,2025-03-02
2023,2021_2027,H5_SECURITY_DEFENCE,IPA,16541811909.8,6048863866.31,36.57,40652296704.46,17979510013.16,4135077952.93,13222071952.18,1706335042.43,2876020336.1,16664034489.29,113,294401842.79,72,ca80e1ab309baca7ad845122b729,ECA_AUDIT_SUMMARY,2025-07-11
2024,2021_2027,H3_NATURAL_RESOURCES,DIGITAL_EUROPE,1951038924.97,1586913068.88,81.34,20477800506.96,76386146253.46,12009973390.87,8415026206.64,1094123724.03,2062429899.05,551980509.21,126,123353902.55,65,41f7a36266c303c93901df2272f0,OPEN_DATA_PORTAL_BUDGET,2024-03-03
2025,2021_2027,H1_SINGLE_MARKET,JUST_TRANSITION,17146260830.98,10584917499.49,61.73,12247362370.96,9580796414.25,9873342198.79,7015993326.73,2969193122.1,4298610940.5,7044748403.52,93,463129661.46,34,bdd747bf6162b3a2db92ec9d6467,EU_BUDGET_FINANCIAL_REPORT,2025-08-08
2026,2021_2027,H6_NEIGHBOURHOOD_WORLD,LIFE,1078615646.79,484898213.67,44.96,2418644198.49,49201881623.76,3194870190.72,9054499178.67,1257429890.33,8456386194.27,570375067.49,123,48554507.83,3,f45c20bd3229ff994ba2c27ab650,OLAF_ANNUAL_REPORT,2025-11-15
2014,2014_2020,H4_MIGRATION_BORDER,HORIZON_EUROPE,52296305765.6,43421868390.39,83.03,10572261654.66,37457096574.69,18572282875.47,4897283862.25,61526363.64,3089698692.9,10041110016.66,85,453772846.97,65,a3d0e05a85f169cb10845d49d452,ECA_AUDIT_SUMMARY,2024-03-22
2015,2014_2020,H2_COHESION_RESILIENCE,EU4HEALTH,48780046001.9,39716251544.72,81.42,19675587727.92,46675962544.37,16260699077.37,8961612460.48,364290729.68,1440778633.45,13009184625.75,121,186449549.26,21,7428e0e88576769fa4c801c3d25d,OPEN_DATA_PORTAL_BUDGET,2024-11-30
2016,2014_2020,H7_PUBLIC_ADMIN,ERDF,39495477368.84,28507169595.15,72.18,7670529492.87,57623938888.76,11865153836.43,9505159056.62,241261525.7,1241289385.12,16498624320.53,115,592759263.33,74,a9ce270619776df8b11dd524dcb0,EU_BUDGET_FINANCIAL_REPORT,2025-04-25
2017,2014_2020,H5_SECURITY_DEFENCE,AMIF,6694299044.31,5982748651.62,89.37,26149094527.46,11937503174.13,15293202868.09,9668942410.62,469971738.04,1063711986.76,1033214889.26,127,175334925.45,75,0acebc6d3c9338de08ea4d303db2,OLAF_ANNUAL_REPORT,2025-05-07
2018,2014_2020,H3_NATURAL_RESOURCES,ESF_PLUS,47539185107.08,41254912980.81,86.78,25997045527.01,29667953774.69,11880923021.62,10869520151.79,205593958.39,2440649881.82,9827893400.05,129,540770583.26,85,4c6128236014c095ca0753ef4338,ECA_AUDIT_SUMMARY,2024-09-15
2019,2014_2020,H1_SINGLE_MARKET,ISF,27671439528.94,25694885565.77,92.86,22736775252.37,16064222157.61,17322043999.7,9217665715.32,288376121.18,6837768262.91,3038837340.54,5,40812359.8,37,69db80db116bed408f7a821eade8,OPEN_DATA_PORTAL_BUDGET,2024-09-29
2020,2014_2020,H6_NEIGHBOURHOOD_WORLD,CAP,36680025042.58,24697460316.55,67.33,6992809833.93,40378590010.17,14248934415.08,8065651539.34,179251523.37,4916636430.47,18595751389.54,16,98127498.52,72,2117177944fdd925846fd5465a0a,EU_BUDGET_FINANCIAL_REPORT,2024-05-30
2021,2021_2027,H4_MIGRATION_BORDER,NDICI,12254179254.51,4848103529.13,39.56,26909470181.26,40416117190.23,3963668259.59,3514311582.68,1120295249.08,7966278954.52,11233169663.42,97,515369732.92,19,3f9d8e2a85901a5499e951c2a1de,OLAF_ANNUAL_REPORT,2025-12-07
2022,2021_2027,H2_COHESION_RESILIENCE,CEF_DIGITAL,857858885.71,677379342.73,78.96,44900609790.17,71302414732.15,21166121137.88,877006114.3,1806366136.01,3497271223.58,153445638.84,117,63023629.01,77,fee5a570e1536525999d5761650f,ECA_AUDIT_SUMMARY,2024-10-16
2023,2021_2027,H7_PUBLIC_ADMIN,IPA,80289876271.48,59323246271.77,73.89,2928427736.23,30495586667.16,4072637901.99,980090770.83,1255895198.9,4326096313.55,31744518917.1,16,142393939.98,74,568c47b5948b6d8ad57a8f0fe290,OPEN_DATA_PORTAL_BUDGET,2024-05-07
2024,2021_2027,H5_SECURITY_DEFENCE,DIGITAL_EUROPE,4821777408.11,2745454438.62,56.94,18705438617.73,77190545973.81,12906132876.46,9467006792.78,1371980576.31,4136209909.13,1926850688.14,103,190376313.14,83,b74ce49bb62ba286cff2c1f29456,EU_BUDGET_FINANCIAL_REPORT,2026-01-12
2025,2021_2027,H3_NATURAL_RESOURCES,JUST_TRANSITION,21958285250.87,12491800126.18,56.89,6204876239.64,27336907967.27,12806770025.34,3858880702.38,3078365392.53,3190039865.09,9589074474.09,60,74559371.68,84,fb1a44371b267c19ababa672068f,OLAF_ANNUAL_REPORT,2025-06-14
2026,2021_2027,H1_SINGLE_MARKET,LIFE,52295457916.24,36527236485.12,69.85,31848530814.18,39161237212.27,16102144325.07,1668047402.24,2511735927.49,2268574615.69,13462906264.05,105,107281415.2,53,09effc8cc569e7f237b5c562d6d1,ECA_AUDIT_SUMMARY,2024-01-11
2014,2014_2020,H6_NEIGHBOURHOOD_WORLD,HORIZON_EUROPE,47404945446.13,26269037023.08,55.41,42884037606.19,40786707351.12,14355455949.23,1296242244.96,671933500.68,2346277623.2,20307065875.51,137,94057778.25,13,b253ed6ca5fa40e38ef4bb8f0cdb,OPEN_DATA_PORTAL_BUDGET,2026-02-01
2015,2014_2020,H4_MIGRATION_BORDER,EU4HEALTH,8319610668.85,5338699596.98,64.17,12497971657.12,13390998051.76,3909621949.44,10772163789.82,362553685.23,9818182601.23,4038343942.42,19,249929642.06,68,581d8d28950f03ba013523ac6d2c,EU_BUDGET_FINANCIAL_REPORT,2024-05-24
2016,2014_2020,H2_COHESION_RESILIENCE,ERDF,4341374932.79,3551140462.15,81.8,5922167636.82,19661316234.65,12474824985.5,9155869507.42,385079904.66,2081267449.83,1089953148.65,111,147131587.45,74,64524a255edf517ee57baa994450,OLAF_ANNUAL_REPORT,2025-08-01
2017,2014_2020,H7_PUBLIC_ADMIN,AMIF,16351216110.76,16216627564.17,99.18,31960051353.07,60092178246.48,2678658563.8,6881316214.7,172618197.9,6216992521.37,171621169.46,83,614409352.15,41,c1ebdc1bf1de6c75440e4bea311d,ECA_AUDIT_SUMMARY,2025-11-16
2018,2014_2020,H5_SECURITY_DEFENCE,ESF_PLUS,83759209812.4,31895671649.82,38.08,24466852886.12,58080166845.34,10641717769.2,5062908564.14,279398987.18,375322452.59,57108332081.22,94,487425679.26,8,204c0e935d52cedced11606d417e,OPEN_DATA_PORTAL_BUDGET,2025-06-30
2019,2014_2020,H3_NATURAL_RESOURCES,ISF,12937468167.61,12369453191.54,95.61,1894252648.22,36430803213.52,7250904626.0,2533181627.46,96704716.31,225958967.41,520599615.7,131,349527250.69,63,242e68bab5605782781e00fdc631,EU_BUDGET_FINANCIAL_REPORT,2024-11-04
2020,2014_2020,H1_SINGLE_MARKET,CAP,11523182683.65,6887379152.53,59.77,21031917738.95,20034851480.19,781684802.5,6946337752.91,617363153.86,1675146913.96,5829936117.13,73,351175757.67,24,d7c7431a7b15e187a3a5257726cb,OLAF_ANNUAL_REPORT,2025-08-04
2021,2021_2027,H6_NEIGHBOURHOOD_WORLD,NDICI,26596690038.18,16089434702.72,60.49,27390008412.82,29088418962.71,17797912797.52,6148922534.78,325614515.92,4928657620.69,11988191034.88,47,22928044.84,4,019695305a4518941d5f5dc390ea,ECA_AUDIT_SUMMARY,2024-12-17
2022,2021_2027,H4_MIGRATION_BORDER,CEF_DIGITAL,36749219776.09,32864676193.56,89.43,28336428367.95,12434277735.37,12493355270.53,9288169029.73,2022235178.84,6630873148.81,4097739884.58,58,3359402.6,85,9a63a6b6d11b6961a29dba230a5e,OPEN_DATA_PORTAL_BUDGET,2025-06-10
2023,2021_2027,H2_COHESION_RESILIENCE,IPA,69701962777.74,32609963964.48,46.78,3214025682.71,55651891819.49,13321204334.75,6015000539.12,2211266102.65,6762613719.86,39517243721.24,73,160843266.63,79,64a7d3ee6e8e3bafd14f25fa4a24,EU_BUDGET_FINANCIAL_REPORT,2025-12-25
2024,2021_2027,H7_PUBLIC_ADMIN,DIGITAL_EUROPE,35351508521.85,14650578852.85,41.44,10255290627.66,17767974934.68,22560541162.25,406654845.47,444350275.74,1942557774.03,30069210910.65,34,37203031.88,37,8b6b2f693b51ff9b6a38009cda97,OLAF_ANNUAL_REPORT,2024-02-29
2025,2021_2027,H5_SECURITY_DEFENCE,JUST_TRANSITION,59191682251.78,56857991911.74,96.06,40226068409.9,39534632372.82,11699218297.81,7596977123.03,2536309950.71,2694669709.18,3406408581.0,101,535933581.29,53,bcd7cab1dd387eafd28f881d229b,ECA_AUDIT_SUMMARY,2026-01-02
2026,2021_2027,H3_NATURAL_RESOURCES,LIFE,18916286803.24,18299149979.88,96.74,42261178904.6,35066941962.6,14309425586.83,5516993472.2,1223402974.11,5087153353.41,545152923.12,19,218053419.7,48,0c0eeed8b3f27481237c27e9743a,OPEN_DATA_PORTAL_BUDGET,2025-04-23
2014,2014_2020,H1_SINGLE_MARKET,HORIZON_EUROPE,2414221989.45,1238072374.18,51.28,7055971001.92,42731828114.98,13619941007.65,12040944016.16,581490304.62,1415037310.67,1741581483.97,132,154013614.02,19,8a4eb9c2b05a8da1710a105845c7,EU_BUDGET_FINANCIAL_REPORT,2024-05-03
2015,2014_2020,H6_NEIGHBOURHOOD_WORLD,EU4HEALTH,33067425538.28,20978314393.9,63.44,2320896945.99,52811562124.96,13339571944.38,7618445378.7,410914419.61,4546693947.93,10474026112.02,116,38709944.38,4,c74b22978ec1cef8442bd0ad751e,OLAF_ANNUAL_REPORT,2025-03-23
2016,2014_2020,H4_MIGRATION_BORDER,ERDF,32082788554.64,25249220984.83,78.7,29696906107.19,10138835439.18,6305236606.89,4466169781.79,299924736.74,4381839295.96,6118064259.86,140,501932249.83,76,79bbd93c21efc03a13f50c59e5d1,ECA_AUDIT_SUMMARY,2025-01-16
2017,2014_2020,H2_COHESION_RESILIENCE,AMIF,42157618384.58,30479668753.65,72.3,23748910021.47,72202662761.58,7970405033.79,2434168288.2,329170135.35,305233170.99,15518688841.18,92,224670876.55,57,10271c3d7623ebd1e4a4bfb34ba9,OPEN_DATA_PORTAL_BUDGET,2026-02-10
2018,2014_2020,H7_PUBLIC_ADMIN,ESF_PLUS,67500930747.71,47542721732.46,70.43,8621438889.67,4753687069.12,14237268040.85,8863865702.65,58056220.06,959110395.3,27309377355.07,39,61479769.12,85,e478edd796f764e39639f1cf8f84,EU_BUDGET_FINANCIAL_REPORT,2025-05-18
2019,2014_2020,H5_SECURITY_DEFENCE,ISF,12802615724.59,10391360203.06,81.17,8837732720.0,19315731355.92,22074452830.4,2481881897.92,407502063.94,3793709114.87,2874370380.69,11,58779156.24,36,0626faa99480423e2a87738ad750,OLAF_ANNUAL_REPORT,2025-02-09
2020,2014_2020,H3_NATURAL_RESOURCES,CAP,34651897237.75,18879832382.29,54.48,2616057466.97,25809745486.56,8594772220.3,1160946164.21,275497618.01,6719624218.16,12686625240.57,110,192939414.69,25,7a5d9878b320ac55db0b8e377227,ECA_AUDIT_SUMMARY,2024-05-22
2021,2021_2027,H1_SINGLE_MARKET,NDICI,39419024362.23,18166145664.99,46.08,16641368668.8,46497588847.53,7647143551.58,8439661986.86,2037998735.93,3242574359.45,19176679483.43,87,512808799.66,14,a73a9e48f3b4426c641ce488f728,OPEN_DATA_PORTAL_BUDGET,2024-07-03
2022,2021_2027,H6_NEIGHBOURHOOD_WORLD,CEF_DIGITAL,7435173024.18,4469937274.49,60.12,17392785104.41,16341826878.13,16087693521.14,1520844623.64,94353971.21,4491583750.76,2562624832.7,44,1637151.38,26,b02fc479f3becea4f03f26be2937,EU_BUDGET_FINANCIAL_REPORT,2024-08-20
2023,2021_2027,H4_MIGRATION_BORDER,IPA,45961769979.24,45341626410.18,98.65,21792047600.03,33121540847.8,6963743012.37,5591854326.14,1678429318.25,8289067449.65,534246002.89,71,166116274.53,52,3a8a0797bda52cba341ca2d45c0c,OLAF_ANNUAL_REPORT,2025-06-23
2024,2021_2027,H2_COHESION_RESILIENCE,DIGITAL_EUROPE,67880355392.58,28220057261.7,41.57,29591352990.91,18845470315.23,14665544334.51,5748616517.76,282108595.95,253183184.11,61539536012.73,112,522239758.5,22,e7f88f97b3f4b20a2b17faec750f,ECA_AUDIT_SUMMARY,2024-11-24
2025,2021_2027,H7_PUBLIC_ADMIN,JUST_TRANSITION,59708171336.99,43484406494.59,72.83,14116119037.07,14858960400.5,17637570857.91,7629079298.23,2268447454.39,4565497384.34,24939222824.56,90,561376036.2,41,4f7dd198273386cae373e0ce7de3,OPEN_DATA_PORTAL_BUDGET,2025-03-15
2026,2021_2027,H5_SECURITY_DEFENCE,LIFE,66997122166.67,38561226859.48,57.56,33532259912.69,52045121704.09,10239682114.83,11534388695.48,470217164.59,3173910697.43,30156922465.77,42,261059448.37,87,9b7c016e48fd00179a3bac119032,EU_BUDGET_FINANCIAL_REPORT,2025-06-23
2014,2014_2020,H3_NATURAL_RESOURCES,HORIZON_EUROPE,56409940928.64,41359156847.15,73.32,2041630197.44,37861008326.12,18455018244.05,3942659200.12,174034580.11,501182274.54,13167961033.99,64,501460245.22,39,67c5eaff692e32623aa3c1ccac7c,OLAF_ANNUAL_REPORT,2025-08-12
2015,2014_2020,H1_SINGLE_MARKET,EU4HEALTH,27145460196.84,25337860958.89,93.34,8462450355.69,21249046954.11,4761211522.33,1246903073.92,235746327.83,5996969071.26,1626085011.95,62,74905911.51,68,de2d857084e1a6233df981f5851b,ECA_AUDIT_SUMMARY,2025-03-18
2016,2014_2020,H6_NEIGHBOURHOOD_WORLD,ERDF,19610134690.61,11796555172.38,60.16,15535587984.18,29325592594.64,1984449634.04,11678386063.15,434276988.65,2792930359.5,12324614320.27,57,18687538.9,13,e989fe2fefde3a26db210cf27414,OPEN_DATA_PORTAL_BUDGET,2026-01-29
2017,2014_2020,H4_MIGRATION_BORDER,AMIF,30785517642.58,19683069060.91,63.94,31319881010.07,9166312430.12,3873745969.56,2546900506.41,344596128.82,3112936303.78,12679065831.69,95,106940064.58,82,32387ab86309cafdc6473fd8fc86,EU_BUDGET_FINANCIAL_REPORT,2025-01-31
2018,2014_2020,H2_COHESION_RESILIENCE,ESF_PLUS,43163874027.14,26148323832.06,60.58,18492630479.23,34566668531.61,7275803414.45,3672089809.2,646577486.23,4459784199.28,16565057124.55,1,134592667.52,54,1807f18d3df243fbcd179deb5e50,OLAF_ANNUAL_REPORT,2024-12-10
2019,2014_2020,H7_PUBLIC_ADMIN,ISF,38564652065.23,26724583299.58,69.3,5273224032.79,80915857783.42,5854327155.33,719263813.17,166128324.11,7414664959.58,10211125247.27,7,97718500.27,6,662179a999e4a62a58abce9f0363,ECA_AUDIT_SUMMARY,2025-12-25
2020,2014_2020,H5_SECURITY_DEFENCE,CAP,4218838001.4,2700340664.22,64.01,9119180944.5,37102618642.88,10579232821.07,291622368.97,558162745.86,511068897.86,1907753366.38,35,19323514.29,70,6624b62916ada466771d02488cfc,OPEN_DATA_PORTAL_BUDGET,2024-11-21
2021,2021_2027,H3_NATURAL_RESOURCES,NDICI,14505944899.24,9724405065.02,67.04,48706659932.05,79680730976.81,22785296343.8,6065048059.78,304462058.33,3643093024.78,4768874342.21,10,154143696.09,42,6cd740d0a3be2204c6702cd9ab87,EU_BUDGET_FINANCIAL_REPORT,2025-01-11
2022,2021_2027,H1_SINGLE_MARKET,CEF_DIGITAL,69177094971.61,65210206021.44,94.27,800160791.15,46131719723.82,14834861412.09,8599681325.04,1318866805.06,3738728333.65,5746699731.08,50,58975631.1,25,ebb631f30be35777d0f587ca5013,OLAF_ANNUAL_REPORT,2024-11-22
2023,2021_2027,H6_NEIGHBOURHOOD_WORLD,IPA,10299006208.12,3782884275.19,36.73,37039992819.6,46651420641.45,14423537869.11,1111844393.05,821756445.46,1598282020.36,8872204783.12,126,522162531.15,80,f20a22f784df1e5ae8092863ec75,ECA_AUDIT_SUMMARY,2024-11-11
2024,2021_2027,H4_MIGRATION_BORDER,DIGITAL_EUROPE,52884651515.51,20992640930.66,39.7,2422413867.69,24340077578.03,6714888203.54,3072953122.59,3090263222.65,2996165372.13,26938284265.99,109,325886389.21,66,a2471697bb583a84939b3071a17e,OPEN_DATA_PORTAL_BUDGET,2025-06-21
2025,2021_2027,H2_COHESION_RESILIENCE,JUST_TRANSITION,24971552227.32,24374826434.57,97.61,40020133087.35,27712053937.45,7212108268.76,1916335889.24,2957119776.86,8545219324.47,668937092.39,24,145917011.04,56,052326a2903a16ac491de86596dd,EU_BUDGET_FINANCIAL_REPORT,2024-04-18
2026,2021_2027,H7_PUBLIC_ADMIN,LIFE,34416726571.74,23318040260.04,67.75,2798877465.0,69534849359.08,2231398123.39,5220685370.34,165905420.66,4527444713.87,16915220035.59,39,172203252.9,28,417cb06ff090312195fcdedc4856,OLAF_ANNUAL_REPORT,2024-05-03
2014,2014_2020,H5_SECURITY_DEFENCE,HORIZON_EUROPE,50262061749.68,33647857801.75,66.94,28149416545.68,12042567168.59,4509222044.86,3536346999.71,176992289.97,2447843504.28,22896525057.78,94,329935316.47,36,4529b94f81ce813d89ea13145197,ECA_AUDIT_SUMMARY,2025-06-01
2015,2014_2020,H3_NATURAL_RESOURCES,EU4HEALTH,50573637167.21,48664962161.31,96.23,13485765197.34,57474337457.79,949979880.01,6212511992.1,391148699.66,5772176444.52,2264779719.24,43,30370496.93,42,20928af9ec76039dc7191c2368d7,OPEN_DATA_PORTAL_BUDGET,2024-04-26
2016,2014_2020,H1_SINGLE_MARKET,ERDF,25303675485.5,14626334364.87,57.8,11422749490.29,72520751055.19,620733476.13,4239900310.14,232314533.5,5036687212.28,12619194339.41,63,176469751.02,64,fa2074973e3b1721fddbf0af8043,EU_BUDGET_FINANCIAL_REPORT,2024-10-30
2017,2014_2020,H6_NEIGHBOURHOOD_WORLD,AMIF,54287576188.94,44115941550.01,81.26,35495199172.66,48059358317.15,13166629124.4,9683220628.07,450287643.21,5611583233.5,14761940970.25,131,492628113.07,31,a47cb7041d3fde6ef569c2d19a64,OLAF_ANNUAL_REPORT,2024-03-11
2018,2014_2020,H4_MIGRATION_BORDER,ESF_PLUS,23760801392.66,13852856514.05,58.3,39074417236.01,28568871096.6,11382393054.01,2831091376.33,573218684.05,4734371535.04,15461138607.37,126,113220972.91,80,4da945042ba230cb48be7a214ecc,ECA_AUDIT_SUMMARY,2025-02-27
2019,2014_2020,H2_COHESION_RESILIENCE,ISF,63534341351.99,44263148795.79,69.67,27815437497.6,40255304240.38,13545012387.99,8842867213.63,563091221.01,1363109431.85,29993778093.49,74,64044852.59,28,8637ca6393d632121147512b9106,OPEN_DATA_PORTAL_BUDGET,2024-09-24
2020,2014_2020,H7_PUBLIC_ADMIN,CAP,5236745896.99,4358764753.46,83.23,39389811697.06,42018700717.53,11886115878.71,1934023353.69,198072083.36,7109972593.8,908961090.5,51,21673170.35,60,ef7f44fa5d99762b104f76a01f3b,EU_BUDGET_FINANCIAL_REPORT,2024-01-28
2021,2021_2027,H5_SECURITY_DEFENCE,NDICI,7416897544.56,3759245284.02,50.68,17754572041.59,22888521170.51,10560819871.84,12427074240.33,49455246.31,1997734634.61,3209630097.35,45,112940921.1,26,994d1c93ecb526c8ee40ec3ec48e,OLAF_ANNUAL_REPORT,2025-06-02
2022,2021_2027,H3_NATURAL_RESOURCES,CEF_DIGITAL,16607225280.16,15224155602.36,91.67,18401314419.13,5122004212.16,4450908515.11,6802921396.19,1913259938.66,5408160342.41,1832247816.32,87,32356319.88,82,db76ab98f8e4adfa29fbace15fe9,ECA_AUDIT_SUMMARY,2024-05-04
2023,2021_2027,H1_SINGLE_MARKET,IPA,38739133540.19,35353020273.22,91.26,11834097503.26,53508784543.05,13176515850.74,4349604744.39,583454913.6,7258524992.91,4333532808.18,95,215838118.54,67,8f96d91cd7a73404a6096c02eff5,OPEN_DATA_PORTAL_BUDGET,2025-04-14
2024,2021_2027,H6_NEIGHBOURHOOD_WORLD,DIGITAL_EUROPE,45399783642.79,21621124385.25,47.62,1584343031.99,24082332272.17,671209264.21,6237139378.87,1499758206.02,8305204873.16,27223897194.95,15,56924484.6,70,0625aa92ad265b6a6024d6d4ac14,EU_BUDGET_FINANCIAL_REPORT,2025-11-08
2025,2021_2027,H4_MIGRATION_BORDER,JUST_TRANSITION,69285055820.27,33219857364.61,47.95,36857470787.92,13297843573.57,6671096781.4,7026151148.75,2010652677.82,6790743606.74,52952072462.32,60,216715165.31,61,f15f2f222ccacdbaf4392253c49c,OLAF_ANNUAL_REPORT,2026-02-16
