ag_crops_crop_year,ag_crops_district_fsa_code,ag_crops_crop_type_code,ag_crops_acres_planted,ag_crops_acres_harvested,ag_crops_yield_per_acre,ag_crops_production_total_bushels,ag_crops_irrigation_share_pct,ag_crops_seed_variety_code,ag_crops_planting_date_median,ag_crops_harvest_date_median,ag_crops_growing_degree_days,ag_crops_soil_moisture_index,ag_crops_fertilizer_rate_lbs_acre,ag_crops_pesticide_application_rate,ag_crops_crop_insurance_coverage_pct,ag_crops_price_received_inr_unit,ag_crops_revenue_per_acre_inr,ag_crops_loss_due_to_weather_pct,ag_crops_practice_conservation_tillage_flag
2022,101251,COFFEE,1314.87,1145.36,119.71,137111,16.55,ORG_38,2022-05-18,2022-10-19,2589,0.379,230.71,5.02,56.78,2822.29,337856.34,28.06,1
2023,101252,PULSES,362.94,255.37,115.22,29424,59.56,OPV_65,2023-03-28,2023-11-03,2926,0.482,283.65,2.09,39.08,2805.4,323238.19,19.28,0
2010,101253,RICE,2928.68,2243.7,67.77,152056,26.19,DT_07,2010-03-20,2010-09-21,2831,0.635,223.74,3.52,45.56,7684.53,520780.6,31.35,1
2024,101254,RICE,2011.09,1634.12,68.73,112313,45.14,BT_45,2024-04-16,2024-08-19,2951,0.849,48.1,10.52,75.5,3709.75,254971.12,55.48,0
2012,101255,COTTON,3312.65,3195.65,17.76,56755,37.28,HT_96,2012-06-04,2012-12-27,881,0.06,141.32,11.09,16.69,6870.49,122019.9,0.67,0
2020,101256,RICE,3502.65,3134.67,101.81,319141,38.51,IR_31,2020-04-03,2020-09-15,2607,0.428,107.86,0.44,70.59,3998.29,407065.9,54.89,0
2017,101257,MILLET,183.9,155.38,57.28,8900,21.1,ORG_52,2017-05-01,2017-07-30,2115,0.136,223.12,5.05,88.79,4222.7,241876.26,34.48,1
2012,101258,COFFEE,129.92,110.9,64.91,7199,50.71,IR_28,2012-05-08,2012-09-29,2423,0.808,23.54,5.65,20.52,3785.91,245743.42,18.28,0
2026,101259,COFFEE,4348.87,3701.39,61.94,229264,39.98,BT_41,2026-06-13,2026-11-02,2836,0.844,194.67,6.85,13.9,1649.23,102153.31,27.32,1
2023,101260,WHEAT,2748.07,2254.63,89.01,200685,2.97,DT_27,2023-02-17,2023-05-03,2630,0.402,57.23,11.17,67.62,7133.55,634957.29,28.47,0
2015,101261,TEA,4204.56,3044.22,119.46,363663,81.64,OPV_63,2015-01-31,2015-08-22,1169,0.702,290.07,9.23,77.26,2480.34,296301.42,5.43,0
2010,101262,TEA,2143.3,2034.29,76.4,155420,17.16,HT_38,2010-02-10,2010-04-18,1295,0.695,165.31,11.44,23.44,7166.79,547542.76,40.47,1
2020,101263,PULSES,3451.08,3078.09,85.54,263300,11.3,IR_73,2020-06-05,2020-11-19,1879,0.994,183.66,0.76,34.0,4677.98,400154.41,11.39,1
2026,101264,MAIZE,4795.02,3747.15,70.88,265598,51.26,ORG_36,2026-06-18,2026-10-18,2748,0.697,237.01,8.32,82.2,1342.48,95154.98,43.48,1
2025,101265,TEA,4307.16,3022.22,79.01,238786,95.38,IR_85,2025-02-26,2025-05-26,1625,0.645,178.17,9.07,90.29,1173.0,92678.73,22.78,0
2014,101266,SPICES,2579.46,2059.88,30.37,62559,44.88,HYB_15,2014-05-02,2014-07-14,3049,0.977,129.56,3.58,44.63,1145.05,34775.17,1.87,0
2011,101267,TEA,3221.08,3091.76,104.21,322192,45.43,DT_20,2011-05-16,2011-08-26,2242,0.415,60.42,10.44,29.6,2953.86,307821.75,31.59,0
2010,101268,SPICES,4260.76,3567.5,65.83,234849,65.98,IR_73,2010-02-17,2010-08-15,2315,0.089,131.5,0.03,93.71,5735.05,377538.34,43.15,0
2022,101269,WHEAT,898.88,756.56,51.89,39258,1.56,HYB_68,2022-02-04,2022-04-09,1376,0.12,26.48,9.09,17.52,7444.38,386288.88,11.68,0
2018,101270,PULSES,1383.15,1103.5,74.62,82343,63.02,OPV_83,2018-03-06,2018-07-29,3196,0.68,263.76,10.8,8.12,878.85,65579.79,44.78,0
2014,101271,PULSES,853.42,821.9,32.07,26358,59.67,HT_12,2014-02-09,2014-06-06,1900,0.249,62.97,10.91,56.99,3716.5,119188.15,48.98,0
2017,101272,COFFEE,1914.78,1777.52,8.09,14380,91.83,IR_32,2017-04-07,2017-08-26,1119,0.765,210.01,0.5,35.49,5828.49,47152.48,25.49,0
2012,101273,TEA,4085.01,3827.38,95.24,364520,27.84,HYB_32,2012-04-12,2012-08-19,2817,0.899,168.57,1.43,87.43,4903.68,467026.48,59.88,1
2021,101274,PULSES,4698.4,3852.78,25.05,96512,19.76,OPV_30,2021-04-20,2021-06-28,1715,0.807,185.25,7.5,52.89,2842.67,71208.88,4.42,1
2019,101275,COFFEE,4092.15,4052.61,103.8,420661,66.66,OPV_18,2019-01-13,2019-05-18,1246,0.524,63.51,11.53,56.37,1727.44,179308.27,23.03,1
2024,101276,COFFEE,2937.86,2212.43,107.96,238854,37.7,HT_77,2024-06-17,2024-09-24,2211,0.737,239.43,8.81,24.79,3108.44,335587.18,33.17,0
2022,101277,TEA,2598.1,2372.16,58.51,138795,18.73,ORG_56,2022-01-04,2022-05-21,1091,0.255,60.07,6.28,86.69,2610.57,152744.45,36.48,1
2020,101278,MILLET,3035.46,2804.19,117.32,328988,59.95,OPV_17,2020-04-13,2020-06-14,870,0.897,93.98,0.6,97.89,5828.45,683793.75,55.8,1
2012,101279,PULSES,3718.9,3341.06,103.53,345900,87.07,BT_73,2012-01-19,2012-05-13,1521,0.017,159.81,6.9,32.14,7288.16,754543.2,50.62,0
2011,101280,COFFEE,3083.84,2560.92,44.65,114345,67.14,IR_21,2011-06-20,2011-09-22,1512,0.011,190.11,8.51,15.13,4533.85,202436.4,14.01,0
2010,101281,COFFEE,4665.82,4656.48,55.95,260530,94.24,HYB_80,2010-03-08,2010-09-27,2974,0.401,275.46,6.82,97.68,6392.87,357681.08,55.27,0
2011,101282,SPICES,4939.3,4005.8,67.8,271593,87.93,HYB_61,2011-06-18,2011-11-18,1390,0.935,140.09,4.9,10.05,4588.58,311105.72,34.31,0
2014,101283,SPICES,4580.99,4088.93,94.38,385913,84.96,HYB_40,2014-03-05,2014-07-21,1978,0.121,57.38,2.71,7.25,2198.03,207450.07,39.63,1
2022,101284,WHEAT,113.03,95.95,63.54,6097,64.24,HYB_64,2022-03-31,2022-06-14,1342,0.086,176.92,7.96,96.6,1855.61,117905.46,20.01,0
2012,101285,COFFEE,1031.47,871.88,31.52,27482,4.03,IR_94,2012-02-17,2012-07-01,2844,0.311,255.52,3.44,60.89,6414.06,202171.17,29.6,1
2023,101286,MAIZE,3883.61,3085.78,15.36,47398,96.87,HYB_89,2023-05-01,2023-10-13,1571,0.777,186.41,9.44,62.99,7837.69,120386.92,41.28,0
2021,101287,WHEAT,2442.44,1884.75,81.63,153852,86.39,HT_45,2021-01-21,2021-05-29,1644,0.193,84.18,7.26,7.34,6522.46,532428.41,30.53,1
2012,101288,WHEAT,1638.76,1557.72,37.18,57916,71.83,HT_51,2012-06-20,2012-11-20,1397,0.666,277.33,0.56,49.19,4204.12,156309.18,3.03,1
2017,101289,RICE,3598.28,2863.08,42.92,122883,53.96,HYB_98,2017-03-05,2017-10-05,3015,0.712,53.39,0.98,53.96,5703.0,244772.76,35.31,1
2015,101290,RICE,1230.81,998.83,99.93,99813,55.47,BT_36,2015-06-10,2015-08-14,2384,0.534,13.61,4.7,15.74,5824.26,582018.3,5.43,0
2019,101291,SUGARCANE,3561.01,2713.47,30.82,83629,23.67,BT_54,2019-02-03,2019-05-25,933,0.19,295.78,3.6,85.0,4422.59,136304.22,30.43,1
2023,101292,OILSEEDS,260.73,238.82,75.77,18095,48.3,HYB_77,2023-02-13,2023-04-24,3150,0.716,183.85,7.38,54.09,6004.78,454982.18,41.57,0
2019,101293,MILLET,440.36,334.63,103.89,34765,14.53,DT_49,2019-01-26,2019-04-20,1605,0.276,108.17,0.56,16.3,3675.25,381821.72,11.19,1
2022,101294,RICE,1511.58,1264.36,84.58,106940,98.78,OPV_03,2022-03-22,2022-07-17,2241,0.47,12.03,5.73,27.26,5920.41,500748.28,17.78,0
2011,101295,TEA,3410.54,3082.01,23.41,72150,64.06,OPV_11,2011-04-24,2011-07-09,1494,0.746,248.63,6.87,72.92,4951.37,115911.57,25.27,0
2022,101296,SUGARCANE,704.74,579.46,35.8,20745,70.31,HT_49,2022-01-01,2022-06-03,1357,0.014,227.22,0.88,53.46,918.4,32878.72,22.44,0
2024,101297,RICE,1119.61,914.14,52.94,48395,33.06,ORG_07,2024-04-10,2024-08-08,900,0.396,135.85,0.1,4.4,6062.73,320960.93,53.23,1
2023,101298,PULSES,4195.23,3721.81,73.83,274781,1.09,OPV_76,2023-01-12,2023-08-11,1084,0.165,243.59,2.85,2.88,3426.82,253002.12,1.4,1
2015,101299,MILLET,3848.59,3225.2,49.56,159841,46.75,HT_47,2015-03-01,2015-05-28,2179,0.824,291.06,0.5,62.33,4640.81,229998.54,2.58,0
2024,101300,COTTON,4590.3,4518.03,112.66,509001,66.16,IR_35,2024-06-10,2025-01-07,3084,0.044,92.89,6.68,60.5,5793.1,652650.65,55.54,1
2012,101301,WHEAT,2809.32,2498.01,21.53,53782,54.8,DT_45,2012-06-10,2012-11-06,2071,0.283,253.3,3.4,33.02,7858.53,169194.15,9.41,1
2021,101302,MAIZE,660.57,584.58,13.86,8102,69.94,DT_02,2021-03-02,2021-08-13,1046,0.42,50.47,6.5,3.05,875.49,12134.29,26.93,0
2023,101303,SUGARCANE,129.38,98.2,97.58,9582,6.29,HT_47,2023-01-07,2023-03-26,1699,0.199,11.27,5.29,67.94,5370.62,524065.1,5.41,0
2013,101304,COTTON,2145.07,1724.76,57.28,98794,6.18,OPV_23,2013-03-07,2013-07-22,980,0.245,104.66,5.31,26.53,5909.52,338497.31,58.12,0
2021,101305,MILLET,530.52,500.54,85.77,42931,98.75,DT_75,2021-01-14,2021-06-04,2534,0.123,280.74,0.96,64.3,4577.93,392649.06,34.53,1
2019,101306,SUGARCANE,2924.65,2424.26,51.49,124825,12.31,OPV_25,2019-03-24,2019-10-25,1988,0.627,172.27,4.75,95.48,3494.64,179939.01,28.12,0
2017,101307,OILSEEDS,4245.45,3992.36,17.93,71583,26.54,ORG_01,2017-06-14,2017-09-07,2153,0.164,185.01,5.19,24.19,2165.51,38827.59,49.04,0
2025,101308,MILLET,3941.36,2916.52,71.34,208065,86.06,IR_34,2025-01-11,2025-04-28,2885,0.922,103.43,9.16,81.55,7530.35,537215.17,53.75,0
2015,101309,PULSES,868.42,731.23,34.52,25242,93.31,OPV_29,2015-05-17,2015-10-10,2364,0.047,79.11,2.19,57.52,2609.81,90090.64,59.49,1
2016,101310,MILLET,3817.67,2873.01,39.24,112737,13.83,IR_64,2016-06-17,2016-09-03,2251,0.525,267.94,0.11,67.27,3186.08,125021.78,19.26,1
2018,101311,COTTON,677.85,553.6,110.46,61151,44.26,DT_73,2018-06-26,2019-01-27,2294,0.202,288.23,1.49,0.38,6792.84,750337.11,47.32,0
2016,101312,SPICES,815.89,760.44,56.44,42919,62.54,ORG_20,2016-02-02,2016-08-06,1879,0.467,69.09,0.91,88.67,4444.87,250868.46,57.61,0
2022,101313,PULSES,3664.06,2595.92,97.9,254141,0.34,HT_47,2022-01-14,2022-05-14,1708,0.035,188.17,2.03,50.34,2990.5,292769.95,37.81,1
2011,101314,SPICES,2390.94,2181.54,89.53,195313,13.23,DT_35,2011-01-05,2011-06-25,1936,0.759,156.84,5.14,42.02,3473.0,310937.69,55.56,0
2023,101315,MAIZE,118.28,84.22,87.14,7339,19.09,HT_85,2023-04-02,2023-09-12,2919,0.795,284.3,8.75,28.27,4024.28,350675.76,18.9,0
2016,101316,WHEAT,2637.46,2018.39,73.75,148856,77.01,BT_63,2016-05-27,2016-12-11,2499,0.842,183.47,0.93,59.87,5883.67,433920.66,25.63,0
2020,101317,COTTON,120.32,94.41,86.65,8181,66.18,OPV_54,2020-04-21,2020-09-03,1320,0.132,74.51,7.09,89.32,1530.29,132599.63,6.05,0
2012,101318,SPICES,4341.77,3175.13,76.98,244422,56.24,IR_30,2012-03-05,2012-05-08,810,0.073,208.67,5.24,69.9,7418.29,571059.96,9.8,0
2026,101319,PULSES,4698.28,3711.88,100.59,373378,92.91,OPV_44,2026-04-12,2026-10-07,2592,0.696,28.62,6.16,50.12,1817.68,182840.43,57.91,1
2026,101320,SPICES,2752.88,2325.97,44.94,104529,54.67,ORG_38,2026-01-18,2026-06-26,2053,0.384,32.34,8.78,69.79,2639.01,118597.11,38.55,1
2024,101321,COFFEE,3017.32,2992.4,116.48,348555,39.14,ORG_87,2024-03-24,2024-10-01,1828,0.444,88.11,9.3,38.68,7161.88,834215.78,32.49,0
2024,101322,MAIZE,1046.59,985.05,13.68,13475,54.3,HT_19,2024-04-16,2024-07-06,1722,0.132,38.7,3.87,90.09,6073.68,83087.94,41.06,1
2018,101323,COTTON,2521.35,2465.97,114.07,281293,32.25,ORG_98,2018-04-02,2018-10-05,1645,0.991,59.92,5.64,27.46,849.31,96880.79,23.18,1
2026,101324,SUGARCANE,4051.37,3876.15,40.61,157410,5.75,HYB_54,2026-04-08,2026-09-05,1413,0.107,60.79,3.08,30.25,1294.72,52578.58,30.74,0
2019,101325,RICE,761.42,726.71,30.59,22230,52.93,HT_55,2019-01-05,2019-07-15,2661,0.836,247.97,10.41,73.02,4058.97,124163.89,57.5,1
2011,101326,COFFEE,1526.58,1497.55,25.23,37783,21.22,BT_53,2011-01-16,2011-04-30,909,0.694,222.08,6.49,73.59,2408.04,60754.85,58.99,0
2018,101327,WHEAT,1102.33,992.53,9.36,9290,77.02,BT_09,2018-06-05,2018-12-03,2231,0.868,276.6,10.74,87.76,1771.49,16581.15,16.36,0
2018,101328,WHEAT,1088.24,888.84,38.27,34016,1.32,IR_06,2018-04-29,2018-08-19,1649,0.77,228.02,5.91,98.79,7810.52,298908.6,0.85,1
2017,101329,COFFEE,1293.51,912.77,45.72,41732,82.84,ORG_71,2017-01-12,2017-04-17,2379,0.432,58.89,7.4,27.03,5484.85,250767.34,48.52,1
2017,101330,WHEAT,1801.18,1547.45,117.2,181361,13.99,HT_36,2017-06-06,2017-08-09,1925,0.844,54.53,2.73,56.35,3968.13,465064.84,27.59,1
2023,101331,OILSEEDS,1844.74,1493.48,114.25,170630,65.63,HYB_66,2023-04-19,2023-08-25,3184,0.687,219.27,2.42,50.09,6233.23,712146.53,7.75,0
2026,101332,SUGARCANE,3496.84,3293.3,38.96,128307,57.06,OPV_32,2026-06-15,2026-10-09,1204,0.892,19.03,7.71,72.26,3512.56,136849.34,37.36,1
2024,101333,SUGARCANE,4201.29,3309.61,65.83,217872,9.87,DT_25,2024-06-28,2024-08-27,1721,0.182,181.2,7.89,64.22,5705.95,375622.69,22.29,0
2026,101334,WHEAT,2370.26,2015.19,41.03,82683,14.67,DT_47,2026-03-29,2026-10-19,1550,0.623,182.18,0.28,42.04,1899.89,77952.49,8.01,0
2017,101335,SPICES,2395.1,2000.13,64.29,128588,57.93,OPV_22,2017-02-28,2017-08-27,2430,0.573,20.41,9.75,76.29,3884.58,249739.65,49.44,0
2024,101336,RICE,3371.94,2918.94,98.71,288129,98.44,HT_42,2024-06-29,2024-11-02,969,0.791,132.01,3.77,20.25,4578.79,451972.36,59.33,0
2011,101337,OILSEEDS,3757.29,3151.73,15.43,48631,58.32,IR_64,2011-06-04,2011-08-17,2139,0.302,157.88,7.3,71.22,3612.37,55738.87,24.3,0
2026,101338,PULSES,2774.95,2311.5,31.0,71656,2.29,OPV_03,2026-06-25,2026-12-24,1757,0.151,182.17,8.18,18.04,7536.71,233638.01,47.18,0
2020,101339,WHEAT,2758.55,2599.06,19.17,49824,92.84,BT_70,2020-05-13,2020-10-19,2834,0.784,38.5,9.2,81.55,991.18,19000.92,49.65,1
2022,101340,SUGARCANE,3590.58,3428.8,74.75,256303,87.31,HYB_59,2022-05-31,2022-09-01,1327,0.779,180.95,1.73,55.33,7232.95,540663.01,13.43,0
2026,101341,SPICES,4652.0,3865.8,42.02,162441,90.21,HYB_32,2026-03-22,2026-06-01,1810,0.328,158.2,4.97,51.86,6053.16,254353.78,13.52,0
2020,101342,COTTON,3468.06,2441.45,62.53,152664,23.61,HYB_99,2020-02-13,2020-06-07,1040,0.329,193.32,8.18,76.76,3967.84,248109.04,54.3,1
2012,101343,TEA,2418.28,2130.63,106.24,226358,22.26,IR_91,2012-03-12,2012-07-17,907,0.368,157.64,2.51,97.19,3041.82,323162.96,18.51,0
2011,101344,SPICES,4602.74,3363.32,25.07,84318,22.68,BT_42,2011-01-13,2011-05-03,1761,0.99,43.01,7.53,39.35,7527.64,188717.93,32.03,1
2011,101345,COFFEE,3212.41,3095.16,58.44,180881,44.64,HYB_19,2011-03-01,2011-07-16,2730,0.628,113.58,6.15,26.34,7829.55,457558.9,34.47,1
2017,101346,SUGARCANE,3641.86,3016.12,41.39,124837,2.16,DT_28,2017-02-04,2017-09-08,1566,0.219,154.6,7.94,86.86,3356.48,138924.71,56.69,1
2015,101347,COFFEE,4554.56,4102.78,82.21,337290,23.35,HT_51,2015-05-24,2015-09-14,2506,0.137,250.66,3.98,36.83,5877.59,483196.67,18.26,1
2017,101348,MILLET,916.5,666.42,103.71,69114,73.64,HYB_71,2017-03-30,2017-11-05,2573,0.538,179.09,9.57,2.4,4159.26,431356.85,12.44,1
2022,101349,OILSEEDS,3559.64,2906.92,89.44,259995,34.54,BT_74,2022-04-02,2022-10-18,1480,0.082,191.86,3.21,93.19,7489.43,669854.62,6.89,1
2010,101350,COTTON,114.98,86.06,26.55,2285,51.36,HYB_52,2010-05-25,2010-12-12,972,0.834,93.14,11.98,22.79,6295.1,167134.91,50.27,0
2022,101351,RICE,3540.91,2749.67,70.99,195199,69.4,ORG_58,2022-03-15,2022-05-20,2566,0.128,245.01,10.31,53.6,2878.03,204311.35,38.22,1
2016,101352,RICE,4068.94,3366.75,103.51,348492,34.79,BT_04,2016-05-27,2016-12-22,1723,0.819,43.81,10.69,41.56,4057.42,419983.54,7.39,0
2023,101353,SUGARCANE,2205.76,1595.62,23.63,37705,31.34,DT_31,2023-03-13,2023-06-25,2747,0.922,48.98,10.19,12.8,5696.36,134604.99,58.73,1
2011,101354,WHEAT,4503.24,3434.29,57.02,195823,42.34,OPV_54,2011-05-05,2011-10-03,2281,0.016,147.56,5.43,7.22,1877.98,107082.42,18.27,0
2013,101355,PULSES,1504.14,1331.22,31.66,42146,77.69,IR_09,2013-04-28,2013-09-12,2844,0.908,135.94,3.69,86.86,3513.64,111241.84,3.15,0
2017,101356,OILSEEDS,3770.46,3068.71,15.45,47412,58.46,ORG_46,2017-06-14,2017-11-18,2945,0.634,113.24,9.1,63.94,4298.97,66419.09,26.32,0
2018,101357,WHEAT,1528.22,1090.38,32.23,35143,85.83,ORG_71,2018-03-24,2018-05-23,3135,0.743,107.01,0.76,72.2,2299.66,74118.04,56.21,0
2019,101358,SPICES,1316.3,1138.33,61.88,70440,18.06,HT_30,2019-05-27,2019-07-26,1522,0.755,287.44,0.79,92.52,2787.15,172468.84,43.87,0
2021,101359,SPICES,2436.9,2130.04,30.17,64263,35.76,HYB_34,2021-06-28,2022-01-24,1899,0.517,181.0,3.8,6.35,7098.91,214174.11,0.48,1
2020,101360,PULSES,1257.11,1066.86,56.77,60566,9.48,OPV_07,2020-06-27,2021-01-08,2731,0.502,27.33,8.68,53.59,7748.21,439865.88,5.15,1
2012,101361,COTTON,505.89,363.98,33.63,12241,48.14,DT_22,2012-06-10,2012-09-04,3069,0.015,241.55,0.93,45.61,1126.43,37881.84,40.28,0
2020,101362,SUGARCANE,1540.9,1231.49,58.86,72486,5.29,BT_71,2020-06-15,2020-08-14,1143,0.428,177.67,2.38,92.45,5994.7,352848.04,22.34,1
2016,101363,RICE,2051.01,1468.19,29.87,43855,18.5,HT_56,2016-03-26,2016-08-18,2984,0.019,104.67,9.97,16.82,6134.48,183236.92,5.75,0
2010,101364,SUGARCANE,2073.85,1474.51,43.28,63817,25.61,BT_76,2010-05-25,2010-08-29,846,0.983,126.52,10.71,20.58,6129.36,265278.7,8.44,1
2014,101365,PULSES,234.92,234.3,34.0,7966,97.73,OPV_24,2014-06-20,2014-10-03,913,0.378,199.95,1.15,66.33,5220.43,177494.62,2.78,1
2016,101366,PULSES,2694.22,2054.94,72.5,148983,19.24,BT_23,2016-04-03,2016-07-18,2041,0.955,43.86,2.58,24.33,5103.48,370002.3,20.13,0
2019,101367,COTTON,674.89,534.03,64.07,34215,29.84,ORG_39,2019-06-06,2019-11-26,1828,0.005,86.48,6.14,42.94,2726.88,174711.2,44.73,0
2021,101368,MILLET,2214.46,1851.61,83.04,153758,62.51,ORG_32,2021-03-12,2021-10-04,2120,0.625,61.43,5.66,23.21,3714.31,308436.3,46.46,1
2015,101369,SUGARCANE,4910.09,4032.58,99.18,399951,56.27,HYB_35,2015-05-05,2015-10-11,3105,0.37,81.42,7.67,6.06,7396.08,733543.21,24.99,1
2025,101370,COTTON,1134.92,932.11,73.14,68175,37.09,IR_57,2025-03-11,2025-08-18,1842,0.318,77.66,2.5,58.06,5763.68,421555.56,55.56,1
2020,101371,MILLET,812.78,618.33,110.01,68022,75.5,DT_64,2020-05-31,2020-09-06,1515,0.339,33.72,7.69,86.34,5824.46,640748.84,25.1,1
2017,101372,COTTON,1393.69,1368.68,40.1,54884,54.85,HT_96,2017-04-20,2017-08-21,2405,0.026,237.59,4.72,53.84,2931.45,117551.15,28.22,0
2012,101373,SUGARCANE,526.1,504.07,83.47,42075,50.01,HYB_51,2012-05-11,2012-08-29,2467,0.088,81.0,5.97,20.82,1741.75,145383.87,3.54,0
2010,101374,WHEAT,1405.65,1242.68,99.23,123311,95.89,BT_03,2010-05-23,2010-08-26,1728,0.275,70.32,1.58,12.25,2855.42,283343.33,47.03,0
2019,101375,OILSEEDS,2014.46,1605.51,39.13,62824,14.41,HT_82,2019-02-12,2019-07-21,2822,0.297,227.69,2.46,81.59,5104.51,199739.48,27.6,0
2019,101376,RICE,1115.4,1055.39,37.37,39440,84.65,HYB_86,2019-01-29,2019-05-15,2341,0.703,121.15,3.51,46.02,5267.04,196829.28,27.09,0
2023,101377,SPICES,4450.58,3414.75,44.81,153015,60.01,HYB_14,2023-04-10,2023-07-06,1208,0.785,175.65,1.36,77.61,2577.67,115505.39,36.1,0
2011,101378,WHEAT,1013.7,780.03,116.87,91162,21.54,BT_54,2011-05-04,2011-08-24,3097,0.274,240.42,3.38,82.55,4727.57,552511.11,41.48,1
2011,101379,WHEAT,4331.63,3673.6,32.25,118474,7.39,IR_70,2011-01-24,2011-04-20,1761,0.975,177.72,8.52,66.29,1397.87,45081.31,1.49,0
2015,101380,RICE,795.08,690.56,106.75,73717,85.32,HYB_52,2015-05-20,2015-07-27,2595,0.072,190.04,0.47,29.2,1678.36,179164.93,50.74,1
2026,101381,COTTON,1546.7,1203.86,25.46,30650,5.99,IR_26,2026-01-20,2026-07-07,947,0.478,295.47,1.15,83.73,7482.63,190507.76,5.98,0
2022,101382,RICE,445.2,416.78,19.07,7948,70.19,HYB_64,2022-01-30,2022-05-22,2905,0.783,38.35,8.18,92.62,6681.78,127421.54,59.78,1
2024,101383,SPICES,4343.79,3251.2,112.48,365695,55.56,BT_12,2024-03-15,2024-06-06,1086,0.84,143.22,7.58,31.71,7342.2,825850.66,56.03,1
2016,101384,SUGARCANE,2408.36,2054.39,62.98,129385,29.46,DT_25,2016-06-03,2016-08-20,1373,0.789,33.11,11.02,49.93,5225.6,329108.29,6.67,0
2013,101385,COFFEE,4993.84,3749.35,79.84,299348,11.9,IR_07,2013-01-20,2013-05-20,998,0.336,106.13,4.93,66.35,7753.84,619066.59,11.13,1
2018,101386,COTTON,1718.82,1717.96,27.66,47519,65.6,BT_40,2018-01-20,2018-03-21,1133,0.363,151.1,9.7,93.42,4159.12,115041.26,32.57,0
2018,101387,TEA,2652.27,2580.52,55.7,143735,60.45,HT_73,2018-06-03,2018-09-27,3155,0.031,40.73,11.88,70.08,3253.28,181207.7,27.09,0
2022,101388,MILLET,1859.82,1736.12,41.18,71493,14.56,OPV_58,2022-06-13,2022-09-03,1894,0.39,48.65,7.84,40.51,986.41,40620.36,22.97,1
2010,101389,SPICES,262.03,206.54,119.88,24760,92.1,HYB_29,2010-01-02,2010-06-07,2022,0.956,132.08,2.16,4.05,5843.12,700473.23,26.7,0
2010,101390,RICE,4843.65,4815.26,54.13,260650,54.15,HYB_87,2010-03-11,2010-06-04,1966,0.536,12.24,4.89,19.22,5984.83,323958.85,7.3,0
2015,101391,MAIZE,1185.37,1026.13,28.27,29009,55.61,IR_02,2015-05-18,2015-09-26,1931,0.866,162.54,4.29,60.6,5087.57,143825.6,1.92,1
2011,101392,TEA,1376.48,1213.51,20.97,25447,37.3,ORG_14,2011-06-30,2011-09-27,3046,0.347,18.61,10.24,77.43,2198.53,46103.17,58.03,0
2014,101393,MAIZE,3842.41,3301.34,22.7,74940,82.56,ORG_56,2014-03-16,2014-06-14,2335,0.936,114.22,5.87,98.05,5111.32,116026.96,27.86,1
2014,101394,TEA,135.11,97.53,108.23,10556,10.23,IR_92,2014-03-26,2014-07-26,1523,0.613,262.76,1.51,76.21,6278.84,679558.85,5.74,0
2019,101395,OILSEEDS,2800.57,2632.42,40.24,105929,88.38,OPV_71,2019-01-10,2019-04-24,1004,0.51,171.09,7.32,2.26,2398.49,96515.24,20.66,0
2010,101396,SPICES,4977.16,4177.82,73.54,307237,11.54,OPV_13,2010-02-26,2010-10-02,2541,0.719,82.67,11.01,23.96,5987.58,440326.63,35.78,1
2020,101397,TEA,1649.66,1325.24,63.21,83768,37.21,HT_40,2020-06-27,2020-08-31,2107,0.278,177.01,8.84,83.41,5139.75,324883.6,25.8,0
2019,101398,COTTON,4474.62,3830.04,97.71,374233,42.92,DT_09,2019-01-13,2019-06-21,1596,0.46,77.72,9.07,37.13,7234.5,706882.99,4.98,1
2024,101399,SUGARCANE,511.51,392.23,82.35,32300,6.91,HT_71,2024-01-15,2024-04-19,1659,0.635,158.49,2.33,72.29,5234.95,431098.13,9.64,0
2022,101400,PULSES,1383.3,1159.14,101.78,117977,85.97,OPV_42,2022-01-03,2022-07-18,1477,0.184,225.74,10.81,17.41,2970.67,302354.79,0.29,1
2012,101401,OILSEEDS,3561.72,2822.11,88.66,250208,34.2,ORG_51,2012-06-02,2012-08-28,1586,0.338,142.98,10.15,58.5,1007.32,89308.99,10.45,0
2022,101402,RICE,852.65,638.94,58.64,37467,23.92,ORG_28,2022-02-26,2022-06-02,2289,0.338,183.94,4.31,93.09,6907.93,405081.02,19.33,0
2014,101403,TEA,1965.03,1402.69,10.27,14406,82.81,HT_56,2014-04-11,2014-07-27,2972,0.69,184.03,5.31,9.92,2927.53,30065.73,9.42,1
2014,101404,RICE,1545.08,1270.34,68.66,87222,76.91,HYB_46,2014-06-25,2014-10-24,2217,0.9,120.91,2.52,85.84,6806.33,467322.62,23.77,0
2021,101405,RICE,4857.32,3576.61,33.83,120997,15.69,HYB_39,2021-05-17,2021-10-15,818,0.151,131.22,8.06,4.87,4950.47,167474.4,38.58,1
2017,101406,OILSEEDS,3040.77,2205.85,14.92,32911,5.81,HYB_24,2017-05-29,2017-10-23,1833,0.377,63.42,4.09,71.55,5674.51,84663.69,42.0,1
2021,101407,COTTON,4850.65,3845.26,89.43,343882,57.94,HT_19,2021-02-28,2021-04-29,1486,0.78,220.82,11.73,13.67,2487.2,222430.3,57.74,0
2024,101408,OILSEEDS,4584.44,3944.19,16.45,64882,33.15,IR_57,2024-03-14,2024-07-14,1865,0.782,44.3,3.55,75.69,2209.84,36351.87,36.86,0
