energy_price_rate_effective_date,energy_price_utility_id,energy_price_tariff_code,energy_price_customer_class,energy_price_fixed_charge_usd,energy_price_energy_charge_cents_kwh,energy_price_demand_charge_usd_kw,energy_price_fuel_adjustment_cents_kwh,energy_price_riders_surcharges_usd,energy_price_bill_amount_avg_usd,energy_price_bill_amount_p95_usd,energy_price_arrears_rate_pct,energy_price_disconnection_rate_pct,energy_price_reconnection_rate_pct,energy_price_payment_plan_enrollment,energy_price_assistance_program_uptake,energy_price_net_metering_credit_rate,energy_price_time_variant_pricing_flag,energy_price_low_income_discount_flag,energy_price_regulatory_docket_id
2036-09-30,UTIL001240,EV_TOU,RES,57.24,11.307,14.997,7.453,-17.57,132.76,327.98,8.05,2.78,15.8,119892,13.94,28.135,0,1,DOCKET0001240
2036-10-07,UTIL001241,C_DEM,RES,46.28,14.285,32.066,2.449,93.83,303.78,676.16,19.26,9.37,11.02,766734,32.33,23.774,0,0,DOCKET0001241
2036-10-14,UTIL001242,C_DEM,RES,34.36,33.29,16.425,-0.825,35.78,35.21,88.09,12.07,6.92,22.33,540743,27.86,20.743,0,0,DOCKET0001242
2036-10-21,UTIL001243,R_STD,RES,33.38,29.784,43.625,9.154,102.9,49.24,122.97,15.9,0.61,12.91,345098,0.18,28.312,1,0,DOCKET0001243
2036-10-28,UTIL001244,R_STD,RES,80.51,9.815,6.728,2.754,8.3,291.67,495.99,20.06,7.03,11.55,485373,51.32,29.836,1,0,DOCKET0001244
2036-11-04,UTIL001245,R_TOU,RES,58.42,13.726,28.913,8.752,73.97,414.14,891.49,0.35,4.38,3.74,830679,62.34,24.132,0,0,DOCKET0001245
2036-11-11,UTIL001246,R_STD,COM,38.1,16.641,8.671,-1.355,51.76,97.2,193.2,11.67,5.52,16.01,720343,59.69,23.876,0,0,DOCKET0001246
2036-11-18,UTIL001247,C_DEM,RES,48.05,11.097,19.774,-1.721,113.72,379.48,804.62,16.2,1.1,0.2,687552,37.83,10.059,0,0,DOCKET0001247
2036-11-25,UTIL001248,SOLAR_RIDER,IND,76.26,31.077,28.899,-1.464,5.74,221.11,455.96,7.74,2.66,9.08,477212,5.49,4.198,1,0,DOCKET0001248
2036-12-02,UTIL001249,C_GEN,IND,64.97,34.989,42.227,-0.23,59.29,394.28,682.48,22.91,8.1,15.34,298112,40.03,28.264,0,0,DOCKET0001249
2036-12-09,UTIL001250,R_LI,COM,75.31,34.263,32.644,7.031,99.93,77.14,195.68,13.97,3.01,3.78,607074,34.24,20.536,0,0,DOCKET0001250
2036-12-16,UTIL001251,R_STD,RES,24.65,26.102,43.495,2.782,110.99,177.91,263.94,4.62,4.54,16.6,582713,10.21,27.316,0,0,DOCKET0001251
2036-12-23,UTIL001252,C_GEN,RES,11.31,32.275,34.474,-3.518,39.41,303.03,449.83,25.54,2.56,8.81,243877,1.88,10.969,0,0,DOCKET0001252
2036-12-30,UTIL001253,C_GEN,RES,79.66,33.847,31.483,8.633,66.19,63.75,161.19,11.18,9.99,12.84,141253,65.29,27.786,1,1,DOCKET0001253
2037-01-06,UTIL001254,R_LI,RES,81.19,35.283,23.879,-1.511,101.23,192.32,352.91,0.16,1.86,19.97,117639,35.86,6.267,0,1,DOCKET0001254
2037-01-13,UTIL001255,SOLAR_RIDER,RES,34.86,19.232,34.376,2.718,36.5,345.64,896.36,25.37,3.1,8.05,565569,2.02,19.097,0,0,DOCKET0001255
2037-01-20,UTIL001256,R_TOU,COM,9.77,34.364,1.91,10.202,9.53,70.84,144.29,6.35,5.74,18.43,614449,55.98,3.473,0,0,DOCKET0001256
2037-01-27,UTIL001257,C_GEN,IND,81.46,15.802,22.9,5.297,8.56,400.55,977.56,14.64,8.04,14.54,708646,15.83,6.582,1,1,DOCKET0001257
2037-02-03,UTIL001258,SOLAR_RIDER,COM,81.91,28.302,6.686,2.456,3.69,385.5,546.07,20.64,7.73,11.35,122685,60.6,25.639,0,1,DOCKET0001258
2037-02-10,UTIL001259,EV_TOU,RES,28.62,27.424,27.385,5.587,77.81,33.16,76.43,12.34,1.21,1.32,27575,7.72,9.088,0,0,DOCKET0001259
2037-02-17,UTIL001260,EV_TOU,COM,80.78,27.347,34.172,11.392,20.8,25.71,39.84,7.61,6.45,7.8,846345,24.54,28.372,1,0,DOCKET0001260
2037-02-24,UTIL001261,EV_TOU,RES,37.66,18.742,3.083,2.147,0.83,138.89,302.35,12.15,6.46,21.67,373333,23.29,22.761,0,0,DOCKET0001261
2037-03-03,UTIL001262,I_LARGE,COM,60.11,29.416,12.264,1.005,-1.92,57.74,90.15,12.07,6.34,24.44,667560,36.82,3.616,0,0,DOCKET0001262
2037-03-10,UTIL001263,SOLAR_RIDER,COM,67.36,7.423,39.255,-3.87,52.75,60.08,149.38,13.56,9.91,6.53,439997,0.03,4.448,0,1,DOCKET0001263
2037-03-17,UTIL001264,EV_TOU,RES,67.66,36.333,4.202,3.003,79.92,323.69,707.99,14.16,3.54,12.17,537199,46.05,16.371,1,0,DOCKET0001264
2037-03-24,UTIL001265,EV_TOU,RES,43.39,34.229,42.524,-3.459,50.28,340.59,590.81,19.54,7.69,15.21,572615,72.33,28.248,0,1,DOCKET0001265
2037-03-31,UTIL001266,R_STD,COM,62.26,32.176,8.256,-3.103,62.6,335.88,623.13,18.21,4.57,4.48,158392,59.28,14.316,1,1,DOCKET0001266
2037-04-07,UTIL001267,I_LARGE,RES,68.51,26.186,26.639,3.226,43.36,184.03,416.91,7.04,0.44,3.75,487959,6.59,5.036,0,0,DOCKET0001267
2037-04-14,UTIL001268,EV_TOU,RES,62.93,24.229,0.629,10.615,43.33,71.17,178.58,6.84,11.74,16.34,353332,63.8,1.25,1,1,DOCKET0001268
2037-04-21,UTIL001269,R_STD,RES,64.59,36.25,19.692,7.084,52.32,243.52,299.27,16.24,3.71,3.97,113123,13.52,25.316,1,0,DOCKET0001269
2037-04-28,UTIL001270,R_STD,IND,75.08,19.364,41.238,7.006,118.43,236.33,402.44,8.52,8.34,6.38,576787,33.39,0.002,1,0,DOCKET0001270
2037-05-05,UTIL001271,C_GEN,RES,58.13,7.308,41.649,0.829,39.52,42.22,53.76,24.4,8.35,9.26,244365,56.44,23.229,0,0,DOCKET0001271
2037-05-12,UTIL001272,R_STD,COM,51.79,20.026,24.813,2.201,31.0,90.86,116.33,13.17,9.65,6.56,293671,53.3,23.253,0,0,DOCKET0001272
2037-05-19,UTIL001273,R_STD,IND,10.82,10.683,35.579,9.196,7.29,102.23,146.02,17.64,8.45,23.11,245353,36.95,12.268,1,0,DOCKET0001273
2037-05-26,UTIL001274,C_GEN,IND,8.62,20.491,2.657,10.579,68.2,203.3,503.84,16.94,5.31,15.85,95852,43.96,0.515,1,0,DOCKET0001274
2037-06-02,UTIL001275,C_GEN,COM,62.44,36.045,34.76,8.839,4.21,217.43,449.84,11.22,9.59,6.45,128278,51.13,5.961,0,1,DOCKET0001275
2037-06-09,UTIL001276,R_TOU,RES,23.06,29.303,43.382,10.279,72.81,212.84,270.1,11.11,2.02,3.68,326265,38.95,24.837,1,0,DOCKET0001276
2037-06-16,UTIL001277,C_DEM,COM,76.47,28.898,12.183,2.449,40.72,278.51,474.24,6.6,10.81,10.36,350975,40.04,8.191,1,0,DOCKET0001277
2037-06-23,UTIL001278,R_TOU,RES,58.54,34.472,2.052,-4.774,-24.77,94.04,119.28,10.12,10.73,10.96,402740,30.44,4.037,0,1,DOCKET0001278
2037-06-30,UTIL001279,R_STD,RES,32.21,37.698,44.288,10.236,93.4,206.09,524.03,1.89,9.67,13.51,624012,21.73,20.122,0,0,DOCKET0001279
2037-07-07,UTIL001280,EV_TOU,RES,27.92,20.699,42.687,11.694,29.76,46.22,58.76,4.84,3.39,4.08,68540,18.28,21.969,0,0,DOCKET0001280
2037-07-14,UTIL001281,R_LI,RES,37.69,30.85,1.067,7.441,44.65,78.52,177.95,7.94,1.44,6.22,660619,61.24,27.642,0,0,DOCKET0001281
2037-07-21,UTIL001282,R_LI,RES,10.09,24.41,1.972,-0.05,103.94,314.0,510.52,6.99,7.58,4.21,744598,44.02,9.786,0,1,DOCKET0001282
2037-07-28,UTIL001283,R_TOU,COM,68.31,29.574,41.927,-2.739,34.29,273.66,661.08,21.33,3.57,19.0,597157,4.73,20.724,0,0,DOCKET0001283
2037-08-04,UTIL001284,EV_TOU,RES,83.39,17.936,15.738,-2.006,31.9,115.45,223.85,13.83,7.08,23.35,438828,32.43,14.322,1,0,DOCKET0001284
2037-08-11,UTIL001285,R_LI,COM,83.67,9.398,44.314,2.341,76.15,280.97,562.63,6.45,4.06,24.02,277907,73.08,15.822,1,1,DOCKET0001285
2037-08-18,UTIL001286,SOLAR_RIDER,RES,75.94,9.342,15.227,-4.485,55.46,395.97,590.93,25.18,6.89,23.2,37705,71.22,22.475,1,0,DOCKET0001286
2037-08-25,UTIL001287,R_TOU,RES,28.64,22.828,8.561,4.251,19.45,197.12,410.58,9.97,9.0,17.84,317780,36.28,1.909,1,0,DOCKET0001287
2037-09-01,UTIL001288,R_TOU,RES,17.87,26.143,35.276,0.506,55.01,106.66,201.81,13.66,10.09,0.72,686655,28.61,23.769,1,0,DOCKET0001288
2037-09-08,UTIL001289,I_LARGE,RES,67.73,19.424,5.003,-2.058,74.57,137.35,321.65,18.48,8.24,18.37,546975,36.16,23.871,0,0,DOCKET0001289
2037-09-15,UTIL001290,C_GEN,IND,30.8,24.87,39.817,-4.628,40.37,241.59,485.54,7.11,5.28,17.97,533211,18.22,5.781,0,1,DOCKET0001290
2037-09-22,UTIL001291,C_DEM,RES,78.58,11.162,43.319,3.534,1.75,37.79,55.74,20.47,8.49,9.11,37180,46.09,29.634,1,1,DOCKET0001291
2037-09-29,UTIL001292,C_DEM,IND,26.9,20.316,22.804,7.388,79.07,298.57,606.7,14.14,0.31,18.17,386729,33.57,6.305,1,0,DOCKET0001292
2037-10-06,UTIL001293,C_GEN,RES,2.21,35.727,24.351,-2.579,30.05,130.14,303.07,12.21,9.21,13.13,370064,34.7,27.129,1,0,DOCKET0001293
2037-10-13,UTIL001294,R_STD,RES,19.95,14.113,30.729,8.852,26.65,293.97,752.02,26.77,9.7,7.11,22174,68.32,28.787,0,0,DOCKET0001294
2037-10-20,UTIL001295,R_LI,RES,12.29,22.672,13.164,11.961,13.81,314.08,498.29,5.71,7.45,11.63,845194,59.27,21.467,0,0,DOCKET0001295
2037-10-27,UTIL001296,C_DEM,COM,74.55,22.409,3.741,3.447,33.04,327.03,766.28,21.26,6.98,20.54,415083,3.22,29.91,1,0,DOCKET0001296
2037-11-03,UTIL001297,C_GEN,COM,61.74,26.618,31.454,-1.164,78.55,77.08,185.2,14.41,11.3,10.94,294750,39.41,2.091,1,0,DOCKET0001297
2037-11-10,UTIL001298,R_STD,RES,32.03,24.094,17.06,4.99,39.23,259.49,376.58,3.96,0.84,10.77,578912,8.04,2.773,0,1,DOCKET0001298
2037-11-17,UTIL001299,I_LARGE,RES,28.43,30.929,3.055,-2.336,12.53,358.87,504.9,1.57,11.48,20.7,649362,55.35,20.975,1,0,DOCKET0001299
2037-11-24,UTIL001300,EV_TOU,RES,16.72,14.367,15.749,-1.731,-18.68,175.63,257.95,26.27,2.72,12.76,437827,21.68,29.328,1,1,DOCKET0001300
2037-12-01,UTIL001301,EV_TOU,RES,30.69,31.034,10.489,2.003,28.52,48.74,110.19,19.38,0.4,3.32,207407,37.32,12.771,1,1,DOCKET0001301
2037-12-08,UTIL001302,C_GEN,RES,76.34,8.612,37.047,1.122,-6.2,126.8,301.98,14.21,10.75,14.02,223047,61.58,0.26,0,0,DOCKET0001302
2037-12-15,UTIL001303,I_LARGE,COM,62.16,32.353,44.299,7.583,-4.45,305.56,476.4,6.07,5.65,6.95,35194,58.16,8.677,1,1,DOCKET0001303
2037-12-22,UTIL001304,R_TOU,IND,78.71,25.405,2.366,-3.135,-17.68,117.47,236.73,24.15,0.09,3.79,167766,13.99,7.265,0,0,DOCKET0001304
2037-12-29,UTIL001305,R_TOU,RES,66.74,20.19,1.681,2.019,113.88,415.61,603.46,23.54,2.34,19.7,72127,42.64,29.486,1,1,DOCKET0001305
2038-01-05,UTIL001306,I_LARGE,RES,17.04,20.79,14.739,11.12,116.74,288.72,496.66,4.18,7.05,23.71,444385,2.06,29.922,1,0,DOCKET0001306
2038-01-12,UTIL001307,SOLAR_RIDER,RES,45.82,20.695,17.286,-1.571,0.9,361.93,623.97,26.28,0.6,21.49,828658,60.45,6.477,0,0,DOCKET0001307
2038-01-19,UTIL001308,R_STD,COM,1.97,25.582,11.674,10.877,101.73,392.83,481.01,6.24,0.11,3.63,494235,6.01,5.662,0,0,DOCKET0001308
2038-01-26,UTIL001309,SOLAR_RIDER,COM,80.62,12.73,19.13,8.391,17.58,131.65,187.39,13.69,3.6,22.76,10538,35.88,27.567,0,0,DOCKET0001309
2038-02-02,UTIL001310,R_LI,RES,70.3,29.562,36.238,3.942,-23.85,159.19,374.17,16.15,8.95,15.55,642293,21.67,14.218,0,0,DOCKET0001310
2038-02-09,UTIL001311,R_LI,COM,44.02,19.321,15.905,4.421,68.84,125.76,225.46,19.46,0.26,1.27,735716,53.06,27.63,1,0,DOCKET0001311
2038-02-16,UTIL001312,SOLAR_RIDER,COM,2.23,14.102,39.437,8.86,22.54,66.99,126.65,6.66,10.65,17.03,407301,64.96,22.33,1,0,DOCKET0001312
2038-02-23,UTIL001313,R_STD,IND,48.17,27.782,8.915,1.119,81.99,51.93,71.03,5.82,5.57,7.01,110234,48.86,13.297,0,0,DOCKET0001313
2038-03-02,UTIL001314,SOLAR_RIDER,RES,25.59,11.734,44.402,11.321,114.76,379.73,944.43,16.66,8.15,1.21,38882,60.11,16.183,1,1,DOCKET0001314
2038-03-09,UTIL001315,I_LARGE,RES,80.69,7.228,2.095,11.05,2.97,102.76,123.48,4.58,11.8,22.1,233910,66.23,27.223,0,0,DOCKET0001315
2038-03-16,UTIL001316,C_DEM,COM,76.64,16.192,17.508,-1.319,110.64,208.06,267.99,22.77,6.86,22.89,632079,2.38,15.391,1,0,DOCKET0001316
2038-03-23,UTIL001317,R_TOU,COM,57.69,30.88,11.003,4.319,36.97,170.43,227.08,6.58,3.96,14.82,681432,59.74,14.188,1,0,DOCKET0001317
2038-03-30,UTIL001318,R_LI,RES,70.12,37.65,30.159,-3.24,44.08,176.55,297.32,20.81,0.39,12.06,494814,8.45,17.402,1,0,DOCKET0001318
2038-04-06,UTIL001319,C_GEN,COM,14.34,22.851,17.692,1.588,56.34,208.29,307.09,16.73,11.51,13.87,210559,67.98,10.653,1,0,DOCKET0001319
2038-04-13,UTIL001320,I_LARGE,COM,55.75,20.62,6.94,11.288,81.58,155.53,234.74,25.7,4.43,10.46,218490,3.95,28.601,1,1,DOCKET0001320
2038-04-20,UTIL001321,C_GEN,RES,47.53,12.605,10.935,10.11,-20.61,36.97,67.25,21.46,5.33,3.24,445388,30.43,26.806,0,0,DOCKET0001321
2038-04-27,UTIL001322,R_STD,COM,34.97,37.101,40.56,2.927,13.52,379.63,849.76,5.42,3.67,4.22,158129,7.51,18.943,1,0,DOCKET0001322
2038-05-04,UTIL001323,C_GEN,IND,15.88,33.314,44.901,-4.53,111.94,236.18,550.79,6.21,1.18,15.25,327704,42.44,4.374,0,0,DOCKET0001323
2038-05-11,UTIL001324,SOLAR_RIDER,IND,77.45,10.326,1.826,11.473,74.29,32.35,67.04,23.67,4.84,23.88,181354,5.46,7.416,1,0,DOCKET0001324
2038-05-18,UTIL001325,R_LI,COM,23.05,27.79,12.422,4.093,56.17,232.44,506.47,17.77,7.62,8.54,66481,61.09,12.59,0,0,DOCKET0001325
2038-05-25,UTIL001326,I_LARGE,RES,82.74,20.12,40.549,1.018,34.79,74.79,106.52,10.14,9.53,21.55,763243,67.68,1.327,0,0,DOCKET0001326
2038-06-01,UTIL001327,R_LI,RES,30.86,7.089,43.711,-1.149,59.36,180.37,374.4,14.85,2.65,18.9,786138,55.58,26.836,0,0,DOCKET0001327
2038-06-08,UTIL001328,EV_TOU,RES,81.74,34.977,23.508,7.241,-7.08,305.56,470.6,23.06,11.3,24.23,679324,30.23,7.968,1,0,DOCKET0001328
2038-06-15,UTIL001329,C_DEM,RES,74.55,17.42,24.559,-1.153,24.0,110.62,228.85,0.11,10.39,8.17,433403,17.52,15.386,0,0,DOCKET0001329
2038-06-22,UTIL001330,I_LARGE,RES,13.11,35.337,11.405,8.858,98.8,222.76,575.89,26.36,7.65,18.86,313761,1.25,29.957,0,0,DOCKET0001330
2038-06-29,UTIL001331,SOLAR_RIDER,COM,22.29,12.254,33.248,0.598,107.18,129.09,166.83,20.46,7.64,15.37,349711,40.79,17.105,1,1,DOCKET0001331
2038-07-06,UTIL001332,SOLAR_RIDER,RES,77.33,25.763,36.59,9.499,13.92,407.59,959.73,17.23,11.57,13.91,417774,53.23,22.605,0,1,DOCKET0001332
2038-07-13,UTIL001333,I_LARGE,IND,38.82,24.373,43.974,-2.951,9.29,405.78,732.46,9.11,4.87,18.18,658290,73.5,8.901,1,0,DOCKET0001333
2038-07-20,UTIL001334,R_TOU,RES,74.58,10.115,44.472,9.699,83.4,251.56,526.67,11.33,11.25,10.87,829392,53.95,12.234,1,0,DOCKET0001334
2038-07-27,UTIL001335,C_DEM,IND,14.68,30.487,42.955,6.103,70.3,330.2,531.15,18.57,2.28,4.97,616639,16.47,12.59,0,1,DOCKET0001335
2038-08-03,UTIL001336,R_LI,RES,76.45,25.053,18.813,5.85,-0.92,139.85,286.17,16.75,6.15,15.28,198752,27.69,4.304,0,1,DOCKET0001336
2038-08-10,UTIL001337,R_TOU,COM,67.97,30.093,33.276,0.076,-21.25,363.98,940.73,11.65,7.56,15.11,12556,24.14,8.987,0,1,DOCKET0001337
2038-08-17,UTIL001338,R_STD,COM,64.1,25.94,15.627,-0.255,22.45,321.21,622.56,23.85,2.31,8.19,246165,10.2,4.043,0,0,DOCKET0001338
2038-08-24,UTIL001339,R_STD,IND,30.12,34.578,2.816,7.527,49.75,201.74,471.84,8.93,7.56,21.91,445116,29.31,24.698,0,0,DOCKET0001339
2038-08-31,UTIL001340,R_TOU,COM,37.51,7.852,28.94,6.547,62.56,111.12,214.38,25.14,7.42,3.46,486433,59.53,28.028,1,0,DOCKET0001340
2038-09-07,UTIL001341,EV_TOU,COM,34.06,26.847,41.379,0.388,7.92,205.59,488.34,5.6,5.86,24.66,627639,21.73,18.998,1,0,DOCKET0001341
2038-09-14,UTIL001342,SOLAR_RIDER,RES,30.68,37.24,38.291,4.4,37.92,318.35,692.06,18.07,10.36,9.89,335341,43.34,18.004,1,0,DOCKET0001342
2038-09-21,UTIL001343,R_TOU,COM,29.56,17.592,39.615,-2.522,99.8,369.86,705.72,12.6,4.53,5.88,264461,1.32,20.005,1,0,DOCKET0001343
2038-09-28,UTIL001344,R_STD,RES,63.76,7.011,41.647,6.017,-24.2,236.08,325.79,26.91,2.87,2.36,195828,12.75,6.397,0,0,DOCKET0001344
2038-10-05,UTIL001345,R_LI,COM,44.18,29.62,39.251,-4.6,-13.38,200.25,508.77,27.42,3.17,16.9,188943,36.91,11.189,0,0,DOCKET0001345
2038-10-12,UTIL001346,SOLAR_RIDER,RES,58.65,7.522,13.153,5.496,56.27,99.1,130.3,19.25,10.52,15.71,503995,53.65,2.054,1,0,DOCKET0001346
2038-10-19,UTIL001347,I_LARGE,COM,64.82,10.573,25.28,0.654,-1.58,205.6,252.86,3.59,10.33,17.96,332703,31.16,8.774,1,0,DOCKET0001347
2038-10-26,UTIL001348,R_TOU,IND,70.31,23.147,41.919,6.888,29.75,136.83,225.34,20.0,4.95,2.64,666035,20.79,12.259,0,0,DOCKET0001348
2038-11-02,UTIL001349,C_GEN,IND,29.12,28.699,2.329,5.582,-4.13,35.75,45.0,20.73,8.11,0.34,458637,69.59,3.781,0,1,DOCKET0001349
2038-11-09,UTIL001350,R_LI,RES,30.07,14.283,30.206,5.955,101.59,141.31,260.52,3.31,0.0,11.31,173821,51.38,19.58,1,0,DOCKET0001350
2038-11-16,UTIL001351,C_GEN,IND,27.83,34.746,26.976,-4.6,54.68,389.7,824.2,18.61,6.54,6.43,63930,40.23,26.446,1,0,DOCKET0001351
2038-11-23,UTIL001352,SOLAR_RIDER,RES,79.07,32.832,35.588,-2.796,17.86,399.2,876.45,13.27,10.82,3.78,766688,33.79,9.05,0,0,DOCKET0001352
2038-11-30,UTIL001353,R_TOU,RES,61.37,30.762,43.853,9.47,2.92,71.66,154.89,1.7,3.28,14.51,567502,49.91,10.853,0,1,DOCKET0001353
2038-12-07,UTIL001354,R_TOU,COM,27.85,11.038,1.808,-1.96,19.59,76.61,156.7,9.69,0.39,14.61,626941,33.83,5.553,1,0,DOCKET0001354
2038-12-14,UTIL001355,C_DEM,IND,25.5,9.706,43.223,11.603,-0.37,106.94,150.7,0.01,6.72,13.1,661407,21.37,2.952,0,0,DOCKET0001355
2038-12-21,UTIL001356,R_LI,COM,69.92,19.8,8.4,10.317,91.27,256.47,441.19,23.73,2.37,3.59,440946,74.6,14.52,1,1,DOCKET0001356
2038-12-28,UTIL001357,I_LARGE,IND,79.98,37.917,19.164,8.24,70.01,175.44,397.18,23.06,7.39,3.15,746142,0.95,16.62,0,0,DOCKET0001357
2039-01-04,UTIL001358,C_GEN,RES,12.83,27.37,41.961,3.531,-15.39,271.87,347.5,18.4,5.07,7.14,211268,42.21,14.792,0,0,DOCKET0001358
2039-01-11,UTIL001359,EV_TOU,RES,56.76,15.003,0.349,0.357,70.73,257.56,647.51,10.09,11.81,1.85,231402,67.79,22.953,0,1,DOCKET0001359
2039-01-18,UTIL001360,I_LARGE,COM,44.81,22.77,27.16,10.883,47.39,41.87,56.97,24.14,2.73,17.88,163001,34.06,7.461,0,1,DOCKET0001360
2039-01-25,UTIL001361,C_DEM,RES,32.57,22.885,26.599,2.163,-11.65,172.94,371.44,9.85,2.19,22.9,173883,35.79,8.397,0,0,DOCKET0001361
2039-02-01,UTIL001362,C_DEM,COM,48.43,16.427,21.456,9.311,107.51,293.76,444.33,9.07,5.37,19.83,386215,63.43,2.352,0,1,DOCKET0001362
2039-02-08,UTIL001363,C_DEM,COM,43.6,24.238,10.194,9.252,42.53,244.27,352.19,5.55,7.93,1.2,217194,69.31,16.037,1,0,DOCKET0001363
2039-02-15,UTIL001364,R_LI,IND,36.06,28.488,20.942,-2.673,95.16,243.04,537.71,21.03,7.16,7.56,265421,9.81,19.685,1,1,DOCKET0001364
2039-02-22,UTIL001365,C_DEM,RES,83.01,29.842,40.147,9.427,38.11,74.6,146.44,22.15,8.98,21.95,376858,46.73,22.958,0,1,DOCKET0001365
2039-03-01,UTIL001366,I_LARGE,RES,37.65,25.631,17.082,10.243,-19.52,61.36,91.54,21.74,2.55,23.8,19271,13.68,15.956,1,1,DOCKET0001366
2039-03-08,UTIL001367,R_TOU,IND,84.55,36.106,32.381,6.681,98.32,310.17,738.23,8.9,5.85,1.36,285248,23.0,3.737,1,0,DOCKET0001367
2039-03-15,UTIL001368,I_LARGE,COM,14.2,35.176,7.083,2.291,91.63,296.81,599.81,2.97,6.92,6.79,162258,32.32,28.768,1,0,DOCKET0001368
2039-03-22,UTIL001369,R_LI,COM,17.16,31.024,10.648,-4.72,17.97,193.72,381.39,2.04,3.66,4.37,353250,24.73,4.742,0,1,DOCKET0001369
2039-03-29,UTIL001370,C_GEN,RES,46.33,28.202,3.076,0.788,64.31,180.04,224.06,20.41,4.82,4.62,442210,50.59,27.695,1,0,DOCKET0001370
2039-04-05,UTIL001371,I_LARGE,RES,15.15,8.83,9.685,10.104,60.27,284.21,726.07,16.33,7.45,9.01,321801,38.91,22.216,1,1,DOCKET0001371
2039-04-12,UTIL001372,C_DEM,RES,40.5,21.523,0.318,-1.547,16.31,169.92,224.63,7.17,8.39,23.13,485198,32.2,13.586,0,0,DOCKET0001372
2039-04-19,UTIL001373,R_STD,RES,20.04,25.62,5.35,-3.554,22.14,226.43,424.67,5.11,11.97,3.61,601273,23.74,16.05,1,0,DOCKET0001373
2039-04-26,UTIL001374,R_STD,IND,76.33,21.7,11.484,1.745,93.42,88.35,162.13,16.97,10.15,22.12,182021,58.97,1.512,0,1,DOCKET0001374
2039-05-03,UTIL001375,R_LI,COM,83.99,25.555,21.256,4.876,66.59,149.92,250.93,19.37,4.35,12.7,350766,34.86,7.823,0,1,DOCKET0001375
2039-05-10,UTIL001376,R_STD,IND,65.82,34.135,7.217,9.171,55.11,353.01,910.23,8.56,10.89,23.95,201881,37.85,6.844,1,0,DOCKET0001376
2039-05-17,UTIL001377,C_DEM,RES,14.89,20.927,32.662,9.179,-6.94,43.18,92.6,14.4,8.72,15.25,472284,50.4,6.066,0,0,DOCKET0001377
2039-05-24,UTIL001378,EV_TOU,IND,1.75,23.738,37.16,6.677,30.47,146.81,182.07,27.31,2.11,18.76,769730,67.46,17.773,0,0,DOCKET0001378
2039-05-31,UTIL001379,I_LARGE,IND,41.93,11.731,39.951,3.189,-7.94,124.56,161.2,7.63,5.21,1.57,300757,29.16,29.186,0,1,DOCKET0001379
2039-06-07,UTIL001380,C_GEN,RES,59.75,26.132,1.352,-1.466,-14.85,70.97,110.71,26.97,9.28,14.17,485470,7.86,16.247,0,0,DOCKET0001380
2039-06-14,UTIL001381,R_STD,IND,45.56,36.752,25.021,-4.835,-21.73,107.95,169.22,5.55,4.27,18.75,414403,65.47,8.793,1,0,DOCKET0001381
2039-06-21,UTIL001382,C_GEN,IND,11.35,27.73,11.93,9.705,103.79,254.84,555.04,25.96,7.59,18.27,682552,9.85,15.622,0,0,DOCKET0001382
2039-06-28,UTIL001383,R_LI,RES,73.25,32.436,24.411,9.054,48.39,261.54,620.06,12.08,5.29,13.77,357540,68.88,28.035,0,1,DOCKET0001383
2039-07-05,UTIL001384,EV_TOU,RES,67.11,18.5,7.166,3.371,101.53,349.03,581.65,18.69,10.08,6.73,835319,16.58,25.415,0,0,DOCKET0001384
2039-07-12,UTIL001385,I_LARGE,COM,69.41,26.734,16.01,10.259,48.55,267.88,590.44,20.15,9.34,12.37,582240,16.86,18.094,0,0,DOCKET0001385
2039-07-19,UTIL001386,R_TOU,RES,12.86,25.351,24.797,7.857,-23.53,57.03,141.45,26.62,1.7,0.06,392209,60.23,2.735,1,0,DOCKET0001386
2039-07-26,UTIL001387,R_LI,COM,18.92,35.676,15.618,-2.048,85.55,273.53,335.77,15.02,5.08,21.09,264124,20.56,0.337,0,0,DOCKET0001387
2039-08-02,UTIL001388,I_LARGE,IND,60.79,13.905,14.212,6.502,81.53,395.75,539.88,4.28,2.98,7.97,473139,67.33,19.702,0,0,DOCKET0001388
2039-08-09,UTIL001389,C_DEM,RES,56.08,32.174,43.712,10.126,117.75,215.11,368.67,7.97,7.52,1.66,348142,68.68,0.02,0,0,DOCKET0001389
2039-08-16,UTIL001390,R_LI,IND,43.3,27.544,36.952,-0.239,63.73,76.96,184.27,3.77,10.49,8.96,355763,6.03,23.464,1,0,DOCKET0001390
2039-08-23,UTIL001391,R_STD,COM,52.22,6.852,17.959,-1.054,72.4,250.68,482.24,12.6,3.07,24.22,743865,33.3,14.207,1,1,DOCKET0001391
2039-08-30,UTIL001392,SOLAR_RIDER,IND,36.67,13.459,44.437,9.873,119.6,102.38,178.66,1.66,2.82,9.28,421672,18.28,11.639,1,1,DOCKET0001392
2039-09-06,UTIL001393,R_LI,RES,55.25,17.288,31.208,-1.813,61.03,346.57,677.54,20.92,7.77,1.9,413676,70.72,13.28,0,0,DOCKET0001393
2039-09-13,UTIL001394,SOLAR_RIDER,RES,30.22,22.227,19.146,-0.61,-17.7,354.48,894.25,6.39,9.2,23.73,520622,20.84,0.743,0,0,DOCKET0001394
