edu_res_reference_year,edu_res_country_iso2,edu_res_region_nuts_code,edu_res_school_level_code,edu_res_student_teacher_ratio,edu_res_teacher_salary_index,edu_res_school_infrastructure_index,edu_res_devices_per_100_students,edu_res_high_speed_internet_school_pct,edu_res_digital_learning_platform_usage_pct,edu_res_special_needs_support_staff_per_1k,edu_res_meals_programme_coverage_pct,edu_res_language_support_programmes_count,edu_res_dropout_prevention_programmes_count,edu_res_safety_incidents_count,edu_res_budget_per_student_eur,edu_res_r_and_r_rf_education_investment_eur,edu_res_data_source,edu_res_methodology_version,edu_res_data_extract_date
2018,BE,FI13,PRIMARY,19.92,116.21,121.83,118.7,56.83,31.61,10.69,14.97,217,35,40,3126.71,281228033.7,EURYDICE_EXPORT,RES_V2,2025-12-22
2019,DK,DE214,MIXED,19.25,140.9,124.12,81.7,78.81,21.45,4.31,75.08,257,164,390,12798.79,83150062.69,NATIONAL_EDU_MINISTRY,RES_V1,2024-05-15
2020,GR,LT343,UPPER_SECONDARY,12.36,100.17,105.17,64.34,70.02,100.0,13.84,46.53,152,111,943,10626.38,49086602.99,SCHOOL_CENSUS,RES_V3,2025-09-29
2021,LT,GR87,LOWER_SECONDARY,13.52,113.19,103.49,119.49,62.6,100.0,5.61,34.69,140,209,131,16404.17,1045948621.63,RRF_MONITORING,RES_V2,2024-12-14
2022,PT,FI4,PRIMARY,15.62,110.01,101.58,150.68,88.63,61.05,2.52,34.0,267,220,127,7216.97,1212246297.05,EURYDICE_EXPORT,RES_V1,2025-02-20
2023,SE,PL585,MIXED,9.25,113.97,128.77,92.28,100.0,30.99,17.56,90.31,289,7,595,7030.97,2058091977.31,NATIONAL_EDU_MINISTRY,RES_V3,2024-06-24
2024,CY,LT816,UPPER_SECONDARY,17.3,84.82,84.66,112.5,84.76,66.25,6.53,61.89,290,194,955,13998.82,1017259599.64,SCHOOL_CENSUS,RES_V2,2024-05-23
2025,FR,BE793,LOWER_SECONDARY,13.87,118.56,96.97,101.12,100.0,29.91,16.69,15.81,299,184,650,11813.23,1078545784.93,RRF_MONITORING,RES_V1,2024-02-12
2006,IT,BE8,PRIMARY,21.01,85.87,95.46,102.59,48.25,35.11,11.34,76.08,18,103,634,12094.76,265617171.41,EURYDICE_EXPORT,RES_V3,2025-09-14
2007,NL,BG292,MIXED,11.48,114.93,88.18,78.22,73.03,27.41,11.97,62.02,88,8,240,10118.82,144057300.53,NATIONAL_EDU_MINISTRY,RES_V2,2024-07-17
2008,SI,BG197,UPPER_SECONDARY,11.24,81.06,99.8,99.21,62.92,80.15,2.92,67.48,186,38,488,12347.77,62711323.56,SCHOOL_CENSUS,RES_V1,2025-09-15
2009,BG,IE27,LOWER_SECONDARY,16.27,81.18,73.16,58.21,45.86,22.28,10.15,57.2,198,143,486,8829.75,303171817.47,RRF_MONITORING,RES_V3,2024-01-07
2010,EE,FR2,PRIMARY,21.15,125.76,96.81,118.38,70.43,69.82,17.82,24.54,178,162,573,5447.59,46380881.07,EURYDICE_EXPORT,RES_V2,2025-05-11
2011,HU,LU4,MIXED,11.61,115.29,84.0,104.32,63.13,77.62,19.78,69.25,264,114,365,5513.9,70477051.52,NATIONAL_EDU_MINISTRY,RES_V1,2024-07-12
2012,LU,DE309,UPPER_SECONDARY,18.35,107.87,79.44,29.76,82.89,79.51,2.72,78.09,159,187,1048,6479.63,386963456.73,SCHOOL_CENSUS,RES_V3,2024-05-08
2013,RO,MT4,LOWER_SECONDARY,17.91,104.2,87.93,99.37,68.39,58.28,12.5,58.61,251,156,135,8151.0,28179323.26,RRF_MONITORING,RES_V2,2025-08-28
2014,AT,EE32,PRIMARY,17.86,101.49,104.08,64.37,83.06,40.36,3.81,59.25,39,94,111,6539.49,137369048.44,EURYDICE_EXPORT,RES_V1,2024-01-20
2015,CZ,SI3,MIXED,19.29,92.95,108.67,77.25,70.11,81.15,18.27,80.3,124,115,501,10184.99,336021039.7,NATIONAL_EDU_MINISTRY,RES_V3,2026-01-13
2016,DE,FR4,UPPER_SECONDARY,8.79,112.39,92.99,41.97,56.82,19.55,15.04,86.41,156,134,456,11786.88,45100632.51,SCHOOL_CENSUS,RES_V2,2024-04-14
2017,LV,SI226,LOWER_SECONDARY,10.67,123.49,93.85,76.48,68.87,34.48,6.45,86.34,316,51,179,9809.33,422742190.25,RRF_MONITORING,RES_V1,2024-01-19
2018,PL,BG1,PRIMARY,15.07,105.95,103.55,115.87,73.38,82.71,2.98,35.78,121,131,20,9052.39,175366397.7,EURYDICE_EXPORT,RES_V3,2024-08-23
2019,ES,ES57,MIXED,14.03,101.09,122.74,92.91,100.0,55.43,13.81,68.36,227,175,397,12843.42,362910412.22,NATIONAL_EDU_MINISTRY,RES_V2,2024-05-30
2020,HR,HU95,UPPER_SECONDARY,11.53,116.19,130.84,43.04,81.88,83.35,5.29,36.86,280,194,220,10765.57,76166215.38,SCHOOL_CENSUS,RES_V1,2025-04-17
2021,FI,LV5,LOWER_SECONDARY,19.54,106.36,122.04,100.45,52.99,91.83,12.73,16.92,153,126,595,7373.65,247632649.21,RRF_MONITORING,RES_V3,2024-12-30
2022,IE,FR940,PRIMARY,16.96,103.03,96.17,178.53,45.77,14.12,7.29,77.82,275,115,234,3806.09,1106864037.12,EURYDICE_EXPORT,RES_V2,2024-11-26
2023,MT,DK43,MIXED,17.17,88.21,106.22,45.06,39.29,54.93,15.42,59.55,68,257,852,7009.2,1911810828.8,NATIONAL_EDU_MINISTRY,RES_V1,2025-03-15
2024,SK,EE124,UPPER_SECONDARY,10.25,121.7,98.93,96.47,78.45,36.97,1.99,55.0,350,272,713,6508.67,1538157045.85,SCHOOL_CENSUS,RES_V3,2025-06-29
2025,BE,LT493,LOWER_SECONDARY,9.93,121.37,122.2,177.06,40.81,62.96,2.55,62.03,2,72,537,7857.42,381196346.27,RRF_MONITORING,RES_V2,2024-07-10
2006,DK,GR935,PRIMARY,14.78,115.76,87.33,53.09,46.05,47.13,4.97,44.59,217,38,688,9202.5,220993734.8,EURYDICE_EXPORT,RES_V1,2024-03-15
2007,GR,HR185,MIXED,20.85,112.14,80.8,41.75,78.35,65.39,13.3,72.85,81,197,31,3200.97,261587922.48,NATIONAL_EDU_MINISTRY,RES_V3,2025-04-16
2008,LT,CZ47,UPPER_SECONDARY,18.88,92.05,76.38,98.06,35.88,24.58,12.26,21.03,242,145,981,14262.15,107101401.76,SCHOOL_CENSUS,RES_V2,2025-11-28
2009,PT,LT89,LOWER_SECONDARY,15.32,112.07,76.14,111.73,67.65,51.73,15.34,74.46,165,33,201,15645.39,122703373.97,RRF_MONITORING,RES_V1,2024-03-04
2010,SE,EE80,PRIMARY,9.9,126.36,111.32,96.24,30.4,33.83,15.91,90.8,62,170,589,12265.46,323772269.77,EURYDICE_EXPORT,RES_V3,2025-06-11
2011,CY,IT64,MIXED,8.86,95.05,110.41,58.32,41.21,29.0,16.17,80.77,174,111,951,3915.19,213398734.83,NATIONAL_EDU_MINISTRY,RES_V2,2024-03-05
2012,FR,BG908,UPPER_SECONDARY,19.23,87.06,89.14,23.29,45.68,64.52,15.36,20.99,213,60,366,9125.91,76971641.43,SCHOOL_CENSUS,RES_V1,2026-02-14
2013,IT,LT65,LOWER_SECONDARY,19.41,126.39,71.14,69.21,40.22,10.82,7.01,77.06,50,104,363,12085.4,73484711.9,RRF_MONITORING,RES_V3,2025-07-25
2014,NL,PT75,PRIMARY,17.12,135.6,115.99,66.37,50.45,27.79,9.08,18.62,149,27,497,15927.02,109962751.58,EURYDICE_EXPORT,RES_V2,2024-02-28
2015,SI,ES1,MIXED,14.33,94.71,86.27,51.0,64.5,12.33,17.1,47.79,333,89,65,9448.02,90484331.19,NATIONAL_EDU_MINISTRY,RES_V1,2024-11-24
2016,BG,FR395,UPPER_SECONDARY,11.71,102.96,87.98,68.19,53.65,71.26,3.83,60.4,161,49,813,10819.02,243298113.23,SCHOOL_CENSUS,RES_V3,2025-06-15
2017,EE,ES35,LOWER_SECONDARY,13.64,89.54,89.48,120.81,74.39,64.25,1.27,75.15,274,174,694,12212.03,205266210.31,RRF_MONITORING,RES_V2,2024-04-13
2018,HU,DE88,PRIMARY,9.63,93.28,117.85,70.03,87.47,78.56,7.92,33.22,279,4,95,7795.91,29681685.64,EURYDICE_EXPORT,RES_V1,2024-09-21
2019,LU,DE15,MIXED,13.79,122.24,96.71,126.98,99.64,53.87,18.64,51.78,226,236,538,3500.4,34281077.35,NATIONAL_EDU_MINISTRY,RES_V3,2024-05-23
2020,RO,IE264,UPPER_SECONDARY,19.3,83.69,88.0,141.76,54.78,77.05,8.21,22.12,11,25,32,9048.33,53351308.0,SCHOOL_CENSUS,RES_V2,2025-03-22
2021,AT,LU72,LOWER_SECONDARY,12.84,100.86,84.79,158.56,56.3,96.52,10.68,31.48,101,136,455,13711.06,790842749.63,RRF_MONITORING,RES_V1,2024-02-16
2022,CZ,EE8,PRIMARY,10.35,126.92,89.27,36.14,100.0,43.52,15.68,21.9,132,199,636,5635.54,1429743798.44,EURYDICE_EXPORT,RES_V3,2024-02-18
2023,DE,GR324,MIXED,16.91,89.96,84.74,123.8,90.95,22.4,15.76,67.64,104,135,28,14178.64,2023045861.29,NATIONAL_EDU_MINISTRY,RES_V2,2024-03-29
2024,LV,HU52,UPPER_SECONDARY,18.34,102.15,79.06,74.58,97.93,77.47,12.94,36.23,220,189,184,10341.76,1573231488.33,SCHOOL_CENSUS,RES_V1,2024-08-26
2025,PL,PT934,LOWER_SECONDARY,10.81,106.4,78.01,89.76,97.41,28.71,6.37,28.44,252,63,105,8671.19,318490009.03,RRF_MONITORING,RES_V3,2025-01-11
2006,ES,ES494,PRIMARY,14.91,85.88,87.15,63.82,33.99,13.38,18.27,59.75,35,167,165,2496.73,9937348.67,EURYDICE_EXPORT,RES_V2,2025-07-04
2007,HR,DE267,MIXED,16.62,81.31,116.48,86.59,35.87,35.83,2.73,41.93,195,141,701,2640.43,41874488.86,NATIONAL_EDU_MINISTRY,RES_V1,2025-08-01
2008,FI,GR2,UPPER_SECONDARY,18.7,97.91,107.83,109.18,76.26,31.15,13.97,86.76,219,77,57,17607.57,261705144.75,SCHOOL_CENSUS,RES_V3,2024-03-20
2009,IE,HU36,LOWER_SECONDARY,18.71,104.0,100.86,22.95,75.12,66.95,6.22,36.39,188,128,556,4372.62,145499059.6,RRF_MONITORING,RES_V2,2025-04-04
2010,MT,MT840,PRIMARY,12.53,104.94,89.61,124.2,43.57,52.21,8.5,66.83,122,14,243,15090.28,420040864.38,EURYDICE_EXPORT,RES_V1,2025-12-09
2011,SK,DE749,MIXED,14.55,111.06,90.87,94.67,78.95,44.33,16.11,23.58,176,187,271,10511.7,242413494.59,NATIONAL_EDU_MINISTRY,RES_V3,2025-08-08
2012,BE,DE50,UPPER_SECONDARY,13.5,114.07,71.32,33.87,36.67,64.31,15.76,82.46,136,35,849,13499.09,9968473.85,SCHOOL_CENSUS,RES_V2,2026-02-17
2013,DK,BE86,LOWER_SECONDARY,9.28,99.25,89.95,127.24,61.47,38.06,10.08,74.5,131,20,595,2196.78,362168019.68,RRF_MONITORING,RES_V1,2024-09-20
2014,GR,FI350,PRIMARY,9.51,111.14,100.25,107.38,30.47,54.3,1.3,34.24,57,153,547,5404.61,424083800.06,EURYDICE_EXPORT,RES_V3,2025-02-08
2015,LT,CY9,MIXED,18.05,101.73,76.29,109.8,76.47,48.88,15.93,67.63,271,160,105,2374.69,6991366.23,NATIONAL_EDU_MINISTRY,RES_V2,2024-07-20
2016,PT,BG4,UPPER_SECONDARY,16.54,81.67,130.09,121.26,35.2,25.46,1.31,82.3,339,130,304,11874.54,295868240.28,SCHOOL_CENSUS,RES_V1,2025-08-15
2017,SE,BE481,LOWER_SECONDARY,18.79,95.84,129.15,126.06,51.41,57.6,12.84,63.05,183,101,42,13172.73,44715498.81,RRF_MONITORING,RES_V3,2024-11-02
2018,CY,DK62,PRIMARY,17.68,119.99,119.59,135.27,96.59,64.42,12.51,49.17,259,7,200,5915.16,152592021.77,EURYDICE_EXPORT,RES_V2,2026-01-28
2019,FR,DK20,MIXED,13.24,81.58,89.12,121.53,70.41,27.15,12.55,39.45,100,70,909,10463.19,358366080.27,NATIONAL_EDU_MINISTRY,RES_V1,2025-11-06
2020,IT,HU583,UPPER_SECONDARY,8.76,107.31,73.92,133.6,78.7,42.87,10.61,23.74,122,136,185,7103.29,237225628.58,SCHOOL_CENSUS,RES_V3,2025-05-07
2021,NL,MT7,LOWER_SECONDARY,16.84,130.63,127.08,94.69,100.0,79.73,16.59,60.15,146,222,431,7771.76,177140509.53,RRF_MONITORING,RES_V2,2024-03-10
2022,SI,CY499,PRIMARY,16.42,85.4,111.61,58.23,59.77,59.72,13.6,28.88,49,175,372,11030.71,640985216.69,EURYDICE_EXPORT,RES_V1,2024-12-12
2023,BG,LU7,MIXED,18.05,111.11,121.47,48.54,94.32,50.91,12.25,68.42,44,197,367,8012.94,701959079.15,NATIONAL_EDU_MINISTRY,RES_V3,2024-12-17
2024,EE,BE31,UPPER_SECONDARY,20.07,122.35,122.19,95.91,100.0,11.71,1.4,59.96,254,297,514,13648.65,873565759.63,SCHOOL_CENSUS,RES_V2,2025-09-01
2025,HU,MT878,LOWER_SECONDARY,13.37,81.47,90.65,115.22,58.03,15.3,6.89,68.37,156,281,474,12211.13,1505534591.64,RRF_MONITORING,RES_V1,2025-04-19
2006,LU,DK68,PRIMARY,9.67,129.67,75.27,22.02,32.95,19.87,7.3,57.04,242,190,9,3058.22,63632390.53,EURYDICE_EXPORT,RES_V3,2024-12-16
2007,RO,LT1,MIXED,9.46,92.75,67.28,87.18,30.04,59.64,6.37,84.85,98,128,970,15174.8,254083574.96,NATIONAL_EDU_MINISTRY,RES_V2,2024-12-22
2008,AT,DK26,UPPER_SECONDARY,15.14,94.65,82.12,113.57,74.97,74.02,1.27,73.95,26,167,37,5752.72,87677207.28,SCHOOL_CENSUS,RES_V1,2024-04-29
2009,CZ,IT851,LOWER_SECONDARY,13.62,96.56,88.21,133.06,38.46,49.27,14.87,70.26,27,114,87,8946.37,342267619.4,RRF_MONITORING,RES_V3,2024-10-07
2010,DE,CZ2,PRIMARY,17.29,86.55,72.16,110.74,72.42,30.55,7.86,51.91,69,173,333,12073.55,106124980.9,EURYDICE_EXPORT,RES_V2,2025-07-29
2011,LV,LT4,MIXED,10.62,87.58,115.74,122.79,67.06,41.64,16.57,17.5,10,158,156,10010.72,109538973.97,NATIONAL_EDU_MINISTRY,RES_V1,2024-12-03
2012,PL,CY454,UPPER_SECONDARY,11.55,112.78,95.63,84.29,32.03,13.41,14.92,77.65,99,93,1046,7553.91,99233728.85,SCHOOL_CENSUS,RES_V3,2025-12-28
2013,ES,LV9,LOWER_SECONDARY,18.22,119.33,69.09,82.57,41.21,72.8,11.15,78.78,174,97,232,4425.46,289861914.16,RRF_MONITORING,RES_V2,2024-12-06
2014,HR,BG8,PRIMARY,12.77,117.79,107.61,70.67,45.71,53.39,13.65,66.41,161,71,411,16798.01,157087244.28,EURYDICE_EXPORT,RES_V1,2024-01-16
2015,FI,CZ9,MIXED,17.58,83.9,90.03,71.87,56.57,56.44,12.96,54.05,135,149,748,11364.32,357213858.75,NATIONAL_EDU_MINISTRY,RES_V3,2024-03-05
2016,IE,PT218,UPPER_SECONDARY,19.97,95.55,121.01,100.9,36.75,39.69,8.71,81.61,19,89,577,11743.74,48698326.33,SCHOOL_CENSUS,RES_V2,2025-10-19
2017,MT,HU73,LOWER_SECONDARY,15.61,121.69,121.35,22.18,35.59,13.05,2.31,48.09,93,12,286,13903.28,72702955.82,RRF_MONITORING,RES_V1,2026-02-13
2018,SK,RO893,PRIMARY,19.16,91.76,77.46,56.3,84.07,28.81,17.08,61.1,176,97,649,6402.15,55988861.24,EURYDICE_EXPORT,RES_V3,2025-01-23
2019,BE,LV60,MIXED,20.69,108.08,129.9,61.81,54.61,52.99,1.13,35.73,124,59,30,6853.46,279961266.43,NATIONAL_EDU_MINISTRY,RES_V2,2025-05-03
2020,DK,HR49,UPPER_SECONDARY,20.87,138.84,94.79,175.78,72.73,95.14,4.99,24.61,216,88,403,4746.23,206095765.26,SCHOOL_CENSUS,RES_V1,2024-01-26
2021,GR,SK194,LOWER_SECONDARY,11.81,127.96,122.84,163.73,78.73,37.62,15.13,67.7,344,253,257,4566.33,41713188.82,RRF_MONITORING,RES_V3,2025-04-14
2022,LT,DE52,PRIMARY,17.8,119.06,123.72,127.3,100.0,44.38,3.05,67.87,346,146,580,11675.29,1547640634.42,EURYDICE_EXPORT,RES_V2,2024-06-10
2023,PT,BG2,MIXED,10.59,105.0,101.93,126.67,88.02,33.14,5.25,52.72,296,190,264,2972.79,2086723067.32,NATIONAL_EDU_MINISTRY,RES_V1,2025-12-22
2024,SE,FR14,UPPER_SECONDARY,16.98,102.81,85.24,92.95,39.29,41.34,15.53,53.76,327,9,311,4089.37,70739942.19,SCHOOL_CENSUS,RES_V3,2025-07-23
2025,CY,IT89,LOWER_SECONDARY,18.03,112.47,117.32,138.94,57.02,60.6,1.44,18.2,103,257,657,6410.47,981065317.73,RRF_MONITORING,RES_V2,2024-10-08
2006,FR,HU579,PRIMARY,18.44,107.3,68.25,34.1,51.16,61.32,4.26,31.64,178,199,661,12252.38,404911066.82,EURYDICE_EXPORT,RES_V1,2024-06-27
2007,IT,AT58,MIXED,19.93,96.1,95.5,108.88,49.42,72.85,9.54,43.8,14,179,537,11136.68,384970750.09,NATIONAL_EDU_MINISTRY,RES_V3,2024-08-06
2008,NL,HU11,UPPER_SECONDARY,10.8,107.05,82.15,33.24,67.95,28.61,7.54,76.72,13,84,577,8310.18,111130552.41,SCHOOL_CENSUS,RES_V2,2025-10-29
2009,SI,PL2,LOWER_SECONDARY,14.01,116.69,106.06,35.55,83.12,54.32,9.55,56.32,108,193,35,7371.39,73869042.53,RRF_MONITORING,RES_V1,2026-01-07
2010,BG,SE4,PRIMARY,17.85,98.58,105.24,114.72,51.78,12.5,8.53,73.03,119,34,102,2455.65,230843458.86,EURYDICE_EXPORT,RES_V3,2024-03-13
2011,EE,GR4,MIXED,13.58,126.3,111.62,94.21,62.19,28.96,1.69,82.17,170,77,219,14248.07,359462180.08,NATIONAL_EDU_MINISTRY,RES_V2,2024-07-31
2012,HU,DE64,UPPER_SECONDARY,20.61,113.54,87.76,78.35,33.36,55.18,7.63,20.85,107,173,828,7075.8,67374494.52,SCHOOL_CENSUS,RES_V1,2024-04-05
2013,LU,GR1,LOWER_SECONDARY,10.5,132.3,73.78,88.36,41.12,64.41,4.54,39.71,144,89,607,5534.92,76725549.24,RRF_MONITORING,RES_V3,2025-04-07
2014,RO,SK186,PRIMARY,14.25,127.0,91.88,72.06,72.5,18.25,4.61,63.16,157,100,15,14080.99,148079994.14,EURYDICE_EXPORT,RES_V2,2025-06-22
2015,AT,NL527,MIXED,13.65,88.1,100.51,106.93,82.28,53.83,16.43,39.09,180,211,586,7394.96,219375530.96,NATIONAL_EDU_MINISTRY,RES_V1,2025-11-06
2016,CZ,BG867,UPPER_SECONDARY,18.52,108.89,75.34,65.34,54.31,62.68,11.17,31.29,102,34,163,2300.58,249672825.51,SCHOOL_CENSUS,RES_V3,2025-08-10
2017,DE,SE2,LOWER_SECONDARY,11.24,116.61,95.04,56.04,56.77,58.08,16.19,59.86,140,207,186,5034.55,30080799.84,RRF_MONITORING,RES_V2,2024-11-04
2018,LV,CY86,PRIMARY,10.12,89.88,97.41,114.54,42.76,55.38,16.78,33.1,35,211,523,16382.3,369054565.8,EURYDICE_EXPORT,RES_V1,2025-04-08
2019,PL,CY73,MIXED,11.75,120.59,90.82,23.98,73.79,30.32,15.98,40.06,199,125,446,11163.33,250395543.54,NATIONAL_EDU_MINISTRY,RES_V3,2025-07-28
2020,ES,FI308,UPPER_SECONDARY,12.92,85.64,110.71,154.39,100.0,16.27,4.43,33.94,344,239,364,9860.2,245561211.72,SCHOOL_CENSUS,RES_V2,2025-09-27
2021,HR,SI17,LOWER_SECONDARY,18.25,109.78,76.5,67.13,65.58,98.83,5.4,77.03,102,98,190,9465.44,1616186829.52,RRF_MONITORING,RES_V1,2025-02-08
2022,FI,EE44,PRIMARY,16.33,109.18,75.52,167.39,84.3,13.44,17.39,26.08,35,262,338,4944.69,1593471563.62,EURYDICE_EXPORT,RES_V3,2024-06-26
2023,IE,LU12,MIXED,16.51,121.17,79.74,74.66,92.26,75.63,8.03,37.58,268,122,482,5152.71,90044590.77,NATIONAL_EDU_MINISTRY,RES_V2,2025-07-10
2024,MT,CZ221,UPPER_SECONDARY,12.37,103.66,95.51,81.01,95.47,47.91,17.06,46.38,192,177,1011,7301.28,365703320.78,SCHOOL_CENSUS,RES_V1,2024-06-03
2025,SK,EE206,LOWER_SECONDARY,19.9,83.01,87.7,37.92,58.16,29.46,15.14,19.14,333,13,320,11009.26,1958191169.71,RRF_MONITORING,RES_V3,2024-10-22
2006,BE,IE874,PRIMARY,12.44,84.29,108.91,108.77,65.59,71.85,17.34,22.76,10,177,666,12531.4,306219874.5,EURYDICE_EXPORT,RES_V2,2025-05-16
2007,DK,PT7,MIXED,17.01,114.92,98.81,131.62,38.78,52.04,9.04,57.68,173,16,472,10097.54,51305400.56,NATIONAL_EDU_MINISTRY,RES_V1,2025-01-03
2008,GR,LV72,UPPER_SECONDARY,12.72,102.49,78.8,98.76,48.35,33.49,14.09,43.75,76,116,489,3703.41,218957363.51,SCHOOL_CENSUS,RES_V3,2024-09-21
2009,LT,AT291,LOWER_SECONDARY,18.52,100.48,93.77,30.3,48.31,41.75,5.11,68.32,37,193,145,6358.72,273750178.0,RRF_MONITORING,RES_V2,2024-09-16
2010,PT,RO218,PRIMARY,22.51,125.37,97.96,76.63,73.29,52.99,13.71,18.1,243,78,453,5996.94,39999799.94,EURYDICE_EXPORT,RES_V1,2025-11-25
2011,SE,BG89,MIXED,17.24,143.71,87.02,73.78,71.34,55.62,2.24,17.88,161,73,900,13574.59,252167233.24,NATIONAL_EDU_MINISTRY,RES_V3,2024-07-18
2012,CY,CZ8,UPPER_SECONDARY,20.69,83.37,74.95,32.28,45.33,71.15,6.18,75.5,20,47,426,11775.65,16859883.59,SCHOOL_CENSUS,RES_V2,2024-03-21
2013,FR,GR682,LOWER_SECONDARY,12.99,118.16,115.96,131.67,53.51,37.02,5.6,17.3,195,18,451,3295.25,232890259.3,RRF_MONITORING,RES_V1,2025-09-19
2014,IT,MT16,PRIMARY,15.7,111.02,91.26,37.51,64.96,42.83,16.44,27.56,127,155,688,2554.96,363634561.58,EURYDICE_EXPORT,RES_V3,2025-03-18
2015,NL,AT2,MIXED,17.1,122.12,78.72,75.17,42.8,25.4,5.87,57.95,75,78,639,6357.08,331850648.59,NATIONAL_EDU_MINISTRY,RES_V2,2024-08-22
2016,SI,HR438,UPPER_SECONDARY,13.91,114.82,114.27,42.89,77.3,34.67,5.81,36.58,265,81,919,15301.37,86848421.93,SCHOOL_CENSUS,RES_V1,2024-09-16
2017,BG,DE506,LOWER_SECONDARY,20.18,122.01,98.94,131.67,34.15,19.63,2.08,42.54,191,174,513,3746.18,35885002.59,RRF_MONITORING,RES_V3,2025-06-01
2018,EE,EE13,PRIMARY,11.09,105.46,85.67,65.73,73.48,83.91,9.06,76.95,200,259,115,4014.43,120675854.06,EURYDICE_EXPORT,RES_V2,2025-06-17
2019,HU,IT10,MIXED,11.91,110.08,121.41,99.0,73.7,85.25,15.15,28.39,262,200,905,11010.78,236727193.88,NATIONAL_EDU_MINISTRY,RES_V1,2024-03-21
2020,LU,SK2,UPPER_SECONDARY,17.31,113.27,99.17,154.81,100.0,46.93,14.6,39.06,86,189,528,12006.17,214763459.27,SCHOOL_CENSUS,RES_V3,2026-02-05
2021,RO,LV149,LOWER_SECONDARY,10.41,105.42,86.26,79.23,82.16,18.8,1.76,49.61,176,202,195,5490.14,272808987.2,RRF_MONITORING,RES_V2,2025-07-19
2022,AT,MT273,PRIMARY,15.91,119.59,90.6,74.58,99.22,56.59,15.83,68.99,207,47,54,12318.74,1410631819.58,EURYDICE_EXPORT,RES_V1,2025-08-21
2023,CZ,MT8,MIXED,15.99,106.66,90.41,130.41,89.72,31.83,11.55,52.13,235,230,1006,9468.93,1587450409.9,NATIONAL_EDU_MINISTRY,RES_V3,2024-06-23
2024,DE,HU3,UPPER_SECONDARY,12.02,105.93,85.26,30.31,100.0,68.43,7.18,72.8,187,292,535,8265.19,1246855466.23,SCHOOL_CENSUS,RES_V2,2024-01-23
2025,LV,LU960,LOWER_SECONDARY,15.63,91.82,82.52,127.0,39.51,50.15,15.28,75.02,195,198,383,13330.68,353705850.4,RRF_MONITORING,RES_V1,2024-12-18
2006,PL,LV1,PRIMARY,17.14,80.9,106.9,40.78,80.52,61.82,15.87,33.48,250,39,373,6190.4,199691967.09,EURYDICE_EXPORT,RES_V3,2025-12-10
2007,ES,SE331,MIXED,11.72,99.4,89.39,105.32,53.05,13.63,16.1,64.78,187,29,767,13240.53,71338727.43,NATIONAL_EDU_MINISTRY,RES_V2,2024-10-20
2008,HR,PL33,UPPER_SECONDARY,17.84,82.76,76.32,132.34,53.42,39.78,7.6,48.51,50,193,806,8842.14,415713005.39,SCHOOL_CENSUS,RES_V1,2024-05-02
2009,FI,CY99,LOWER_SECONDARY,8.99,82.23,105.82,116.46,35.69,67.51,6.71,74.3,16,115,322,10772.6,62963442.55,RRF_MONITORING,RES_V3,2024-09-30
2010,IE,HU9,PRIMARY,19.65,118.46,90.62,21.71,46.75,25.13,8.04,42.38,170,7,98,4827.32,137199272.87,EURYDICE_EXPORT,RES_V2,2024-05-21
2011,MT,ES85,MIXED,9.53,88.97,84.45,84.19,63.01,75.51,18.83,37.05,17,99,889,2271.45,101463864.51,NATIONAL_EDU_MINISTRY,RES_V1,2024-08-27
2012,SK,DK35,UPPER_SECONDARY,13.57,113.1,73.0,94.94,79.08,85.76,1.04,39.34,32,100,890,11707.63,367451827.8,SCHOOL_CENSUS,RES_V3,2025-06-06
2013,BE,CZ625,LOWER_SECONDARY,18.57,106.77,73.59,111.62,64.08,34.46,11.97,24.74,28,20,153,14128.9,59490797.23,RRF_MONITORING,RES_V2,2024-09-12
2014,DK,MT464,PRIMARY,9.69,126.35,75.92,23.94,35.66,50.82,13.93,61.41,128,211,555,7841.99,370894717.9,EURYDICE_EXPORT,RES_V1,2024-12-10
2015,GR,NL563,MIXED,8.7,91.6,99.48,71.09,35.8,67.64,3.85,66.09,210,261,564,10792.04,44136567.5,NATIONAL_EDU_MINISTRY,RES_V3,2024-09-05
2016,LT,IT910,UPPER_SECONDARY,14.81,110.44,118.42,67.21,57.42,13.79,13.3,42.92,87,125,96,18069.48,369131331.58,SCHOOL_CENSUS,RES_V2,2025-11-14
2017,PT,CZ59,LOWER_SECONDARY,15.54,126.17,77.75,25.17,38.09,45.48,1.21,35.29,222,125,309,13736.01,123800879.59,RRF_MONITORING,RES_V1,2025-03-15
2018,SE,IT5,PRIMARY,17.01,147.43,90.31,26.45,50.43,22.91,14.36,95.38,95,176,672,4546.07,329338164.34,EURYDICE_EXPORT,RES_V3,2025-08-16
2019,CY,FI8,MIXED,18.61,82.01,128.33,123.0,81.72,43.22,11.22,16.89,26,170,175,17534.36,402823217.23,NATIONAL_EDU_MINISTRY,RES_V2,2025-09-06
2020,FR,DK88,UPPER_SECONDARY,19.04,104.37,127.58,121.48,79.15,20.35,3.8,58.43,90,164,381,8251.21,348381247.09,SCHOOL_CENSUS,RES_V1,2026-01-23
2021,IT,LU2,LOWER_SECONDARY,17.04,98.67,118.44,86.53,100.0,53.64,11.71,57.92,193,245,354,16639.77,739847705.04,RRF_MONITORING,RES_V3,2025-06-22
