house_change_analysis_period_start,house_change_analysis_period_end,house_change_tract_geoid,house_change_median_rent_change_pct,house_change_median_value_change_pct,house_change_income_change_pct,house_change_education_ba_share_change,house_change_racial_composition_shift_index,house_change_business_turnover_rate,house_change_new_building_permits_rate,house_change_short_term_rental_density,house_change_property_tax_increase_pct,house_change_cost_burden_change_pct,house_change_eviction_rate_change,house_change_foreclosure_rate_change,house_change_transit_access_change_score,house_change_amenity_openings_count,house_change_anti_displacement_policy_flag,house_change_vulnerability_score,house_change_gentrification_stage_code
2109-09-01,2110-07-31,06174001173,8.07,43.59,31.53,-10.58,0.3571,12.14,22.1,6.6,21.36,0.65,-1.977,3.246,14.41,50,0,0.1417,UNCERTAIN
2109-10-01,2110-08-31,06175001174,7.11,34.07,44.3,16.23,0.9023,16.42,17.39,16.82,-4.18,11.77,-0.23,0.402,0.55,18,0,0.9602,MID
2109-11-01,2110-09-30,06176001175,-8.71,63.05,37.08,5.41,0.403,16.74,7.02,5.7,39.82,-3.89,-0.003,-1.88,11.87,16,0,0.8641,DECLINING
2109-12-01,2110-10-31,06177001176,-17.52,44.7,-15.96,-5.38,0.8901,7.59,28.34,16.34,-4.08,-3.48,5.704,-1.011,14.16,12,0,0.0564,STABLE
2110-01-01,2110-11-30,06178001177,42.62,46.81,3.82,-0.72,0.8121,32.38,0.49,9.93,8.61,1.02,-1.591,4.593,13.24,76,1,0.2873,LATE
2110-02-01,2110-12-31,06179001178,-15.99,-8.46,-12.04,20.96,0.52,19.04,11.55,17.84,42.91,13.09,5.027,3.458,2.69,92,1,0.1672,STABLE
2110-03-01,2111-01-31,06180001179,4.87,0.14,6.74,24.1,0.9086,29.48,14.53,7.06,20.64,-7.01,-5.51,2.933,3.49,72,0,0.0153,LATE
2110-04-01,2111-02-28,06181001180,-24.63,35.77,29.27,16.32,0.7818,21.15,26.62,10.04,-0.59,6.95,5.859,1.507,11.25,32,1,0.801,LATE
2110-05-01,2111-03-31,06182001181,14.5,29.54,22.02,-2.52,0.3074,28.26,22.61,17.16,17.68,17.82,-4.302,4.185,-6.47,53,0,0.6071,STABLE
2110-06-01,2111-04-30,06183001182,30.99,37.15,-12.72,3.82,0.2447,2.94,21.36,7.51,32.64,8.19,-4.831,-1.151,14.27,11,0,0.8496,MID
2110-07-01,2111-05-31,06184001183,13.81,45.43,-14.71,9.27,0.1591,0.67,34.26,17.86,32.93,-7.69,2.642,-3.915,-13.01,75,1,0.2653,STABLE
2110-08-01,2111-06-30,06185001184,-19.62,51.19,2.0,-6.71,0.7477,25.22,8.42,8.88,38.48,-5.04,-1.719,2.104,12.57,98,1,0.0095,EARLY
2110-09-01,2111-07-31,06186001185,3.93,36.43,25.48,-7.28,0.2523,6.44,19.48,9.4,4.49,-5.47,5.117,-1.114,-3.35,78,0,0.8892,DECLINING
2110-10-01,2111-08-31,06187001186,53.2,76.59,11.24,24.5,0.2835,33.66,30.3,2.84,16.0,10.29,2.169,-2.185,-7.11,20,1,0.0595,DECLINING
2110-11-01,2111-09-30,06188001187,16.77,2.72,4.43,-7.74,0.5832,4.43,13.83,17.24,29.89,6.93,-4.127,-1.581,8.5,29,0,0.8493,LATE
2110-12-01,2111-10-31,06189001188,-20.78,56.14,-3.44,-0.61,0.4299,28.14,4.5,15.58,44.07,-9.7,-3.139,4.626,-2.42,51,0,0.9689,STABLE
2111-01-01,2111-11-30,06190001189,42.13,65.33,20.78,-11.24,0.5282,9.75,11.89,12.98,18.89,4.32,-3.703,0.282,-13.99,35,0,0.0089,STABLE
2111-02-01,2111-12-31,06191001190,-10.67,61.51,-16.14,-7.76,0.3705,22.11,2.39,10.03,-1.94,12.84,4.997,-3.015,4.33,99,0,0.2049,STABLE
2111-03-01,2112-01-31,06192001191,42.08,13.39,-16.37,-0.28,0.0897,11.66,7.22,17.9,32.05,-3.68,-2.325,1.231,9.83,70,0,0.8343,DECLINING
2111-04-01,2112-02-29,06193001192,9.97,65.1,-4.33,9.0,0.1103,19.52,33.18,4.99,9.53,-7.92,3.134,2.759,-2.38,32,0,0.6139,STABLE
2111-05-01,2112-03-31,06194001193,26.92,-8.72,0.38,24.95,0.6255,2.41,23.16,14.68,1.2,2.21,-3.963,1.496,7.88,87,0,0.9425,EARLY
2111-06-01,2112-04-30,06195001194,39.09,70.13,30.49,19.23,0.0901,30.98,32.11,6.02,9.76,9.23,-3.426,0.852,-3.2,28,0,0.6359,EARLY
2111-07-01,2112-05-31,06196001195,-5.11,-10.02,-17.51,22.39,0.1472,27.5,25.81,9.28,20.71,1.83,-3.261,-3.78,-13.48,28,1,0.9192,LATE
2111-08-01,2112-06-30,06197001196,48.27,6.84,-15.6,-2.76,0.9737,16.19,21.82,11.27,22.27,6.55,4.861,-3.869,-9.25,74,0,0.7798,DECLINING
2111-09-01,2112-07-31,06198001197,13.86,53.47,5.5,15.39,0.3965,8.15,25.27,15.4,-1.34,-3.55,-0.605,1.008,7.4,100,0,0.5627,MID
2111-10-01,2112-08-31,06199001198,-8.99,-15.32,-6.41,21.95,0.8788,10.5,4.39,13.65,0.78,1.53,-2.116,-3.85,-4.07,29,1,0.2912,STABLE
2111-11-01,2112-09-30,06200001199,32.19,6.76,-9.19,-8.73,0.8024,5.87,0.2,0.08,7.82,10.77,3.256,-3.666,8.73,33,0,0.9212,UNCERTAIN
2111-12-01,2112-10-31,07001001200,39.99,26.56,29.7,1.91,0.2775,31.98,0.17,14.99,33.3,17.33,3.021,0.354,11.55,49,1,0.7307,LATE
2112-01-01,2112-11-30,07002001201,20.29,79.73,-5.75,-10.6,0.2147,15.02,28.22,6.21,13.4,-5.78,2.074,-3.361,11.31,22,1,0.9866,EARLY
2112-02-01,2112-12-31,07003001202,2.4,75.37,17.77,17.92,0.2681,32.4,24.22,9.5,43.82,1.68,0.666,-1.398,3.11,91,0,0.7402,LATE
2112-03-01,2113-01-31,07004001203,28.0,20.18,-5.5,-0.02,0.9083,25.7,29.07,13.89,38.98,6.51,0.62,3.282,-5.12,52,0,0.9986,LATE
2112-04-01,2113-02-28,07005001204,36.4,13.45,40.64,-3.64,0.4678,43.9,33.56,2.71,44.97,17.39,1.217,-2.596,-10.53,82,1,0.054,MID
2112-05-01,2113-03-31,07006001205,46.91,3.65,29.95,18.82,0.9106,24.21,1.98,0.78,3.99,2.19,-0.008,2.914,-8.47,29,0,0.0585,UNCERTAIN
2112-06-01,2113-04-30,07007001206,28.8,44.57,29.19,12.25,0.578,40.46,17.0,11.61,12.25,9.17,-1.288,4.497,6.21,53,0,0.6887,STABLE
2112-07-01,2113-05-31,07008001207,14.71,1.95,28.4,11.8,0.1301,12.08,3.39,8.6,29.72,7.28,5.341,-0.28,-6.59,107,0,0.9615,MID
2112-08-01,2113-06-30,07009001208,-8.85,67.73,24.07,24.34,0.9076,27.87,31.87,17.58,3.83,-1.6,-2.783,-2.609,-3.09,84,0,0.3035,STABLE
2112-09-01,2113-07-31,07010001209,-20.13,75.55,36.84,11.55,0.6189,7.29,21.02,3.37,2.42,-1.47,4.488,-2.888,-8.64,97,1,0.7619,STABLE
2112-10-01,2113-08-31,07011001210,-16.7,79.57,41.46,13.05,0.4015,10.53,20.23,16.73,41.23,3.56,-3.717,-3.476,7.88,23,0,0.9834,MID
2112-11-01,2113-09-30,07012001211,38.06,16.75,39.2,14.67,0.2544,45.0,7.0,13.96,7.63,12.06,-0.21,2.893,-4.81,113,1,0.3688,LATE
2112-12-01,2113-10-31,07013001212,52.54,-16.45,42.35,-3.66,0.0248,7.6,8.14,12.85,23.35,6.11,1.076,0.8,11.43,16,0,0.2346,DECLINING
2113-01-01,2113-11-30,07014001213,41.66,18.25,35.77,-0.14,0.0136,39.68,33.35,8.71,37.36,-8.61,-0.027,2.206,-12.49,88,1,0.6736,LATE
2113-02-01,2113-12-31,07015001214,-5.2,41.66,-1.07,14.13,0.2047,32.26,28.66,17.86,33.54,16.95,-0.734,1.107,-12.26,34,0,0.9108,MID
2113-03-01,2114-01-31,07016001215,-19.99,45.75,-17.43,4.46,0.5915,29.06,32.21,13.08,28.41,-0.14,1.448,-2.986,12.22,32,1,0.4744,LATE
2113-04-01,2114-02-28,07017001216,-12.6,53.17,-0.69,1.47,0.1513,0.74,27.17,5.07,42.16,-6.96,1.2,4.245,-3.38,77,1,0.8811,STABLE
2113-05-01,2114-03-31,07018001217,30.13,61.09,-8.88,13.56,0.4595,6.0,9.49,16.27,33.69,16.45,2.696,1.815,0.37,112,1,0.2887,DECLINING
2113-06-01,2114-04-30,07019001218,-9.12,-0.07,-0.79,-5.75,0.1739,41.16,26.35,14.72,21.76,-2.3,1.417,3.187,-13.27,75,1,0.0359,DECLINING
2113-07-01,2114-05-31,07020001219,-20.27,11.34,6.67,4.57,0.5482,4.85,18.93,17.0,35.19,-5.61,-2.547,-1.737,1.8,85,0,0.8528,STABLE
2113-08-01,2114-06-30,07021001220,46.72,15.09,35.12,6.44,0.8973,3.31,0.39,1.07,6.41,0.22,4.968,-3.967,-14.58,103,0,0.0826,EARLY
2113-09-01,2114-07-31,07022001221,27.15,27.59,36.98,24.92,0.7831,4.47,5.81,4.19,14.4,3.22,1.158,-2.737,5.43,66,1,0.3175,MID
2113-10-01,2114-08-31,07023001222,-24.44,-6.53,16.76,-4.19,0.2221,18.41,21.73,16.46,35.41,-1.14,1.396,-1.97,-1.39,101,1,0.8736,STABLE
2113-11-01,2114-09-30,07024001223,16.05,27.18,14.59,-8.47,0.7717,1.06,6.26,11.02,11.23,12.53,3.382,2.482,-8.72,65,0,0.5588,LATE
2113-12-01,2114-10-31,07025001224,-5.9,46.84,33.16,9.72,0.1735,11.87,13.51,0.21,14.96,5.08,-5.206,-2.4,4.62,86,1,0.289,STABLE
2114-01-01,2114-11-30,07026001225,27.49,13.58,-0.66,-7.54,0.5573,22.51,28.35,11.84,32.99,16.48,-5.33,1.365,8.37,110,0,0.1101,STABLE
2114-02-01,2114-12-31,07027001226,-4.81,8.54,13.87,7.97,0.9195,8.79,26.11,10.27,31.82,9.56,-0.17,3.465,-14.57,18,0,0.4366,LATE
2114-03-01,2115-01-31,07028001227,35.2,20.05,5.9,18.31,0.0483,43.43,25.94,15.2,14.46,-1.85,-2.763,-1.865,9.97,33,1,0.0023,LATE
2114-04-01,2115-02-28,07029001228,10.37,65.19,1.43,5.09,0.7854,6.84,25.94,17.9,37.7,4.23,-1.098,-0.056,-8.85,69,1,0.4704,STABLE
2114-05-01,2115-03-31,07030001229,-15.61,29.97,13.85,20.2,0.4647,23.45,27.83,11.45,23.35,-8.29,1.073,3.457,7.02,7,0,0.8583,UNCERTAIN
2114-06-01,2115-04-30,07031001230,50.52,-3.64,-14.1,-11.55,0.8884,3.4,1.85,4.85,-4.94,-3.83,-2.143,0.123,0.56,82,1,0.6785,EARLY
2114-07-01,2115-05-31,07032001231,12.5,43.37,14.86,-8.51,0.5707,38.86,31.2,2.49,41.43,14.8,-4.585,4.574,13.94,13,1,0.0738,STABLE
2114-08-01,2115-06-30,07033001232,10.65,48.54,37.57,14.08,0.2102,29.19,30.89,12.4,15.89,13.65,-1.612,-2.763,-5.74,111,0,0.8123,MID
2114-09-01,2115-07-31,07034001233,-14.29,16.29,43.61,18.84,0.9444,5.75,16.74,7.26,10.03,15.16,2.306,0.639,12.09,36,0,0.5256,UNCERTAIN
2114-10-01,2115-08-31,07035001234,11.35,58.81,11.73,-4.05,0.759,9.27,3.1,0.25,9.51,16.98,3.235,1.453,-5.9,95,0,0.4605,STABLE
2114-11-01,2115-09-30,07036001235,54.21,57.66,-14.82,17.49,0.2324,34.5,30.75,2.52,25.94,4.76,-1.909,3.915,-13.68,75,1,0.978,MID
2114-12-01,2115-10-31,07037001236,17.0,20.69,29.09,23.38,0.6075,15.71,21.01,10.55,26.82,6.42,1.928,3.156,-9.18,88,0,0.1082,EARLY
2115-01-01,2115-11-30,07038001237,49.04,69.01,20.47,8.13,0.8019,10.28,31.58,13.0,21.64,-8.79,3.695,1.848,13.58,76,0,0.4639,LATE
2115-02-01,2115-12-31,07039001238,51.26,11.32,20.65,-7.56,0.7127,43.56,5.21,7.21,0.49,-3.07,2.47,-3.455,-10.0,80,0,0.7992,EARLY
2115-03-01,2116-01-31,07040001239,47.97,34.93,-8.63,-5.65,0.1399,28.99,11.99,0.78,6.91,15.5,-2.741,1.758,-7.18,23,1,0.2467,DECLINING
2115-04-01,2116-02-29,07041001240,5.42,-17.32,15.71,4.51,0.5461,21.21,13.29,6.87,26.69,10.25,-3.347,2.522,11.43,36,0,0.9574,UNCERTAIN
2115-05-01,2116-03-31,07042001241,-18.54,61.6,20.16,20.34,0.5404,43.81,8.26,14.11,25.06,-5.17,-3.073,2.942,10.04,113,1,0.2111,MID
2115-06-01,2116-04-30,07043001242,41.39,55.69,18.53,8.1,0.7857,3.89,21.13,2.55,30.16,12.65,-1.174,-1.68,6.95,70,0,0.6904,LATE
2115-07-01,2116-05-31,07044001243,-23.16,6.39,-6.32,-11.4,0.4214,39.74,28.2,12.61,38.01,14.37,0.754,2.439,-7.84,92,0,0.8504,DECLINING
2115-08-01,2116-06-30,07045001244,19.84,59.22,22.2,15.14,0.7395,19.01,0.96,8.27,7.2,17.84,-5.376,-0.828,-14.95,107,0,0.9655,DECLINING
2115-09-01,2116-07-31,07046001245,36.59,71.28,43.02,11.99,0.652,44.28,21.09,12.42,40.28,-9.04,1.317,-0.128,13.91,37,0,0.0925,MID
2115-10-01,2116-08-31,07047001246,14.5,62.21,10.86,23.55,0.2494,1.08,19.26,0.63,25.9,8.32,-1.512,-0.119,4.11,29,0,0.6643,MID
2115-11-01,2116-09-30,07048001247,38.56,-3.79,42.29,-0.03,0.8127,42.86,4.06,16.51,17.74,11.0,4.4,-2.406,-9.51,19,1,0.5385,UNCERTAIN
2115-12-01,2116-10-31,07049001248,33.57,21.8,12.28,-2.94,0.8266,12.15,22.1,3.79,44.18,2.38,-3.029,0.098,1.09,80,1,0.3796,STABLE
2116-01-01,2116-11-30,07050001249,-9.42,40.15,28.31,19.22,0.1891,6.56,30.51,12.6,4.67,-1.87,0.061,-3.074,-14.43,2,1,0.3699,DECLINING
2116-02-01,2116-12-31,07051001250,-23.85,29.71,-14.39,22.67,0.0858,38.13,20.99,2.04,-3.36,-9.66,2.993,1.758,-12.48,2,0,0.7672,UNCERTAIN
2116-03-01,2117-01-31,07052001251,27.81,77.53,0.82,11.37,0.8023,12.55,5.57,13.2,44.14,2.54,5.498,-1.227,-5.61,91,1,0.9414,MID
2116-04-01,2117-02-28,07053001252,2.46,63.1,20.43,10.46,0.0573,44.4,3.71,11.32,19.04,6.44,-2.557,1.198,-14.44,61,0,0.1381,MID
2116-05-01,2117-03-31,07054001253,10.16,76.43,-7.45,-11.85,0.2227,35.65,22.0,11.99,14.73,3.05,-3.222,-3.253,1.26,11,0,0.6604,UNCERTAIN
2116-06-01,2117-04-30,07055001254,0.15,46.93,41.56,23.9,0.6014,41.79,9.12,6.49,2.5,3.3,-2.56,2.991,0.49,104,0,0.2407,STABLE
2116-07-01,2117-05-31,07056001255,-24.12,38.23,36.66,11.65,0.5098,30.28,6.92,0.92,14.61,-3.89,1.876,-2.969,-8.73,83,1,0.104,STABLE
2116-08-01,2117-06-30,07057001256,-4.89,17.9,6.11,5.92,0.3644,0.66,23.61,3.16,24.13,-3.19,-2.341,4.655,-9.36,17,1,0.628,STABLE
2116-09-01,2117-07-31,07058001257,-21.05,51.55,11.64,-0.98,0.0866,43.61,28.93,1.33,11.52,15.96,-0.123,0.104,1.27,39,0,0.3461,MID
2116-10-01,2117-08-31,07059001258,1.51,57.76,42.28,2.5,0.2688,24.92,25.13,6.44,7.17,-4.58,4.105,2.678,10.82,10,0,0.2031,UNCERTAIN
2116-11-01,2117-09-30,07060001259,2.06,75.48,20.69,-4.8,0.7916,22.68,12.61,13.86,19.02,10.18,0.264,-1.187,7.61,1,0,0.8652,DECLINING
2116-12-01,2117-10-31,07061001260,-1.85,21.28,9.58,-3.89,0.9042,27.58,28.45,7.85,-4.71,-4.25,5.038,3.977,-0.93,49,1,0.1162,MID
2117-01-01,2117-11-30,07062001261,34.94,79.32,8.25,-10.18,0.7354,9.31,14.0,6.64,25.62,9.51,-0.086,2.161,14.19,117,0,0.697,EARLY
2117-02-01,2117-12-31,07063001262,29.59,16.04,3.29,9.91,0.8967,30.39,28.69,0.69,-0.4,1.02,-4.505,0.578,-8.53,116,1,0.2091,UNCERTAIN
2117-03-01,2118-01-31,07064001263,9.53,8.7,25.94,11.07,0.8853,11.94,23.67,5.93,8.98,0.82,0.119,0.605,-10.07,85,1,0.9941,STABLE
2117-04-01,2118-02-28,07065001264,35.21,57.93,44.48,21.17,0.0456,38.92,0.46,11.08,40.36,-5.0,-4.315,4.982,3.97,60,0,0.5844,STABLE
2117-05-01,2118-03-31,07066001265,-3.65,-16.49,16.22,7.35,0.8008,6.5,11.32,1.86,25.89,2.8,-0.805,-1.603,1.38,74,0,0.195,MID
2117-06-01,2118-04-30,07067001266,22.36,77.37,30.17,0.23,0.0637,40.86,15.46,15.28,27.35,-0.95,1.402,1.79,-1.64,39,0,0.1687,STABLE
2117-07-01,2118-05-31,07068001267,26.93,31.7,30.26,-10.61,0.035,44.07,34.82,6.69,20.3,8.32,5.069,-2.032,-5.86,66,1,0.8947,MID
2117-08-01,2118-06-30,07069001268,-3.24,-2.55,9.33,-5.5,0.5799,29.27,32.87,14.46,2.2,15.37,-3.661,3.206,5.4,103,1,0.4101,MID
2117-09-01,2118-07-31,07070001269,32.27,-4.39,-5.17,11.55,0.584,12.05,29.45,7.75,37.44,-7.78,5.419,0.806,-12.63,58,1,0.2816,EARLY
2117-10-01,2118-08-31,07071001270,43.35,30.88,-11.77,0.76,0.1084,31.18,25.25,10.16,24.4,-9.69,3.452,-1.317,-8.07,119,1,0.3411,STABLE
2117-11-01,2118-09-30,07072001271,18.01,61.72,-11.24,1.28,0.699,24.55,10.0,12.02,12.1,-0.04,-5.932,4.431,8.27,33,0,0.3097,MID
2117-12-01,2118-10-31,07073001272,49.73,65.44,4.43,15.89,0.6904,33.95,28.31,16.62,7.05,3.27,-5.057,-1.346,-7.14,105,1,0.5123,EARLY
2118-01-01,2118-11-30,07074001273,10.82,33.82,22.65,-5.33,0.9768,9.57,27.95,5.82,14.22,8.7,2.846,0.009,-2.07,74,0,0.1287,MID
2118-02-01,2118-12-31,07075001274,46.17,-9.79,-2.76,22.36,0.6989,36.09,21.35,8.82,9.49,-8.21,0.562,0.166,0.11,28,0,0.8756,MID
2118-03-01,2119-01-31,07076001275,-8.91,38.62,12.54,15.51,0.7501,20.6,12.35,12.73,1.55,-9.38,-4.295,3.785,5.89,34,0,0.3146,DECLINING
2118-04-01,2119-02-28,07077001276,17.31,54.28,27.79,11.36,0.9425,35.55,34.4,11.38,11.73,-1.62,1.532,-4.0,3.67,11,1,0.8771,LATE
2118-05-01,2119-03-31,07078001277,50.38,33.12,8.96,-3.44,0.9572,13.57,14.58,1.9,-3.17,-3.92,1.841,2.002,-9.44,78,0,0.2544,EARLY
2118-06-01,2119-04-30,07079001278,-12.16,26.99,31.22,6.11,0.5517,13.27,14.76,15.58,17.1,1.01,2.161,1.606,-2.6,12,0,0.6985,MID
2118-07-01,2119-05-31,07080001279,43.01,49.73,34.54,-9.77,0.6226,36.6,15.11,8.77,40.89,-8.65,-0.722,-1.32,-12.76,73,1,0.5411,MID
2118-08-01,2119-06-30,07081001280,52.51,52.16,18.9,21.55,0.5446,40.04,30.69,6.55,14.18,-1.28,2.496,-0.927,5.7,67,0,0.8399,MID
2118-09-01,2119-07-31,07082001281,-7.87,16.92,-6.82,5.97,0.9496,38.01,15.17,6.17,33.01,0.94,-3.189,0.547,-7.63,90,1,0.3974,EARLY
2118-10-01,2119-08-31,07083001282,24.53,-15.87,10.08,3.78,0.9392,16.38,0.43,2.33,3.01,-3.06,-0.337,0.548,9.83,105,0,0.3874,EARLY
2118-11-01,2119-09-30,07084001283,4.35,74.44,-6.53,-9.44,0.1094,20.26,8.48,14.55,39.76,9.46,-1.968,3.85,-3.68,61,0,0.0215,MID
2118-12-01,2119-10-31,07085001284,-10.48,77.43,9.02,16.48,0.4903,32.08,12.21,12.57,13.95,17.31,-1.28,4.026,6.07,1,1,0.2373,DECLINING
2119-01-01,2119-11-30,07086001285,24.27,45.05,-9.34,16.7,0.5023,43.34,27.25,5.03,29.98,5.06,4.045,-1.465,11.29,101,0,0.0264,EARLY
2119-02-01,2119-12-31,07087001286,19.94,58.87,-7.91,-8.88,0.8227,30.93,9.77,9.11,-0.75,-0.49,4.313,-0.536,-5.78,114,0,0.4374,EARLY
2119-03-01,2120-01-31,07088001287,37.79,51.34,0.66,6.46,0.9692,18.05,29.67,2.45,38.74,2.69,-0.111,-3.208,-2.96,43,0,0.3762,LATE
2119-04-01,2120-02-29,07089001288,-11.73,34.36,6.84,-8.69,0.0419,24.7,2.83,8.87,36.03,9.83,1.126,1.544,4.49,4,0,0.301,DECLINING
2119-05-01,2120-03-31,07090001289,9.82,-1.93,43.63,22.43,0.3615,27.98,34.07,0.3,30.05,8.09,-2.598,0.616,-12.5,112,0,0.3048,STABLE
2119-06-01,2120-04-30,07091001290,34.52,1.29,30.65,14.61,0.5757,13.47,31.33,14.17,25.26,3.16,-3.493,3.258,14.5,88,0,0.5056,UNCERTAIN
2119-07-01,2120-05-31,07092001291,-23.87,-7.82,41.61,5.81,0.7919,39.28,12.73,5.29,8.64,-0.69,3.772,3.35,2.92,52,0,0.7194,LATE
2119-08-01,2120-06-30,07093001292,-3.35,-7.16,35.97,-1.28,0.0277,21.49,18.22,0.18,-1.61,8.46,-5.699,3.021,-11.75,95,1,0.7589,LATE
2119-09-01,2120-07-31,07094001293,54.59,22.2,-12.36,-11.8,0.6705,19.3,7.16,9.32,27.89,15.59,-1.702,0.562,-6.09,9,1,0.5654,MID
2119-10-01,2120-08-31,07095001294,49.3,74.27,44.74,-9.56,0.139,34.69,5.48,8.9,38.36,-4.43,-0.066,4.672,7.4,50,1,0.4836,STABLE
2119-11-01,2120-09-30,07096001295,-24.88,24.54,-4.62,-10.35,0.6569,29.11,22.81,14.68,-1.76,-8.62,0.44,-1.761,10.23,83,1,0.5974,LATE
2119-12-01,2120-10-31,07097001296,49.23,18.69,30.98,14.18,0.8252,44.19,0.81,4.6,28.79,0.98,-5.793,-1.54,-7.62,64,1,0.5337,DECLINING
2120-01-01,2120-11-30,07098001297,-6.47,5.25,17.12,4.44,0.9156,32.97,10.62,14.17,42.25,-4.17,-1.026,3.827,4.27,6,1,0.6829,LATE
2120-02-01,2120-12-31,07099001298,-23.21,11.92,2.55,24.1,0.5675,5.81,11.47,12.5,34.15,5.29,-1.497,-2.567,10.78,105,0,0.6761,UNCERTAIN
2120-03-01,2121-01-31,07100001299,11.74,-11.4,4.01,-5.55,0.7041,0.52,13.66,2.36,23.79,4.46,5.177,-3.376,-12.69,76,1,0.2497,UNCERTAIN
2120-04-01,2121-02-28,07101001300,10.1,38.99,-12.94,19.86,0.908,22.14,31.42,7.81,-2.07,6.95,1.539,1.373,11.24,47,0,0.1033,DECLINING
2120-05-01,2121-03-31,07102001301,-1.05,24.83,24.44,-6.7,0.9335,34.49,0.91,16.96,6.4,11.89,-3.232,0.139,-11.8,39,0,0.9196,MID
2120-06-01,2121-04-30,07103001302,42.47,-9.16,33.87,19.47,0.3083,35.48,27.86,12.51,35.95,14.22,3.767,3.721,-9.2,118,1,0.7869,MID
2120-07-01,2121-05-31,07104001303,33.01,35.02,12.57,17.4,0.789,24.82,20.72,7.16,20.37,-9.39,-2.718,4.232,-3.33,0,1,0.9174,STABLE
2120-08-01,2121-06-30,07105001304,20.68,-17.24,28.68,14.06,0.2683,43.67,21.24,10.8,10.28,-9.4,5.455,4.282,11.56,107,0,0.1059,LATE
2120-09-01,2121-07-31,07106001305,6.25,18.12,16.39,-6.23,0.3311,40.07,17.67,11.14,-3.24,0.27,0.931,3.198,-8.73,116,1,0.2671,EARLY
2120-10-01,2121-08-31,07107001306,54.98,39.75,0.77,24.74,0.1093,12.95,26.44,1.21,28.91,10.18,4.316,-0.341,14.59,13,1,0.9992,EARLY
2120-11-01,2121-09-30,07108001307,34.36,45.57,-8.55,5.36,0.7718,29.33,11.75,8.3,20.59,15.2,0.307,-2.591,-5.45,21,0,0.9715,UNCERTAIN
2120-12-01,2121-10-31,07109001308,6.31,-11.2,-11.36,-10.76,0.7765,1.88,19.06,2.71,3.07,14.46,4.337,3.932,7.61,71,0,0.092,MID
2121-01-01,2121-11-30,07110001309,0.48,66.04,24.48,15.09,0.5824,41.36,23.0,6.08,24.29,-5.93,0.002,-3.562,10.57,86,1,0.5972,MID
2121-02-01,2121-12-31,07111001310,-23.13,7.69,-5.78,23.78,0.6091,42.05,5.39,17.04,30.8,17.53,4.741,4.874,-10.23,9,0,0.8273,MID
2121-03-01,2122-01-31,07112001311,-0.63,22.82,-8.64,-8.64,0.1508,28.88,26.13,17.75,40.5,-9.31,3.165,-0.538,-9.08,23,0,0.0268,MID
2121-04-01,2122-02-28,07113001312,-20.06,2.78,31.1,14.1,0.5468,41.27,15.56,17.59,10.65,-1.35,5.476,-1.836,10.49,27,0,0.3612,STABLE
2121-05-01,2122-03-31,07114001313,21.77,19.56,-7.58,23.52,0.0017,6.55,12.08,3.49,0.54,16.85,-5.418,-0.812,-7.69,21,0,0.4064,DECLINING
2121-06-01,2122-04-30,07115001314,33.32,61.73,14.35,-8.56,0.6844,7.12,12.23,16.34,43.85,-1.59,4.58,-2.525,7.07,73,1,0.0487,DECLINING
2121-07-01,2122-05-31,07116001315,-10.69,64.94,7.5,18.28,0.2176,22.68,22.53,6.73,41.43,12.94,-1.215,2.089,-7.45,31,1,0.7207,LATE
2121-08-01,2122-06-30,07117001316,2.32,21.03,-4.15,18.25,0.5675,17.7,16.46,2.06,33.85,15.46,-5.942,1.935,-14.6,37,1,0.6492,STABLE
2121-09-01,2122-07-31,07118001317,21.65,56.56,37.36,-6.36,0.4316,39.86,32.94,3.02,5.43,-4.17,-1.282,-2.618,-3.3,56,0,0.0854,LATE
2121-10-01,2122-08-31,07119001318,21.29,-10.57,25.0,16.62,0.0828,28.06,34.57,3.84,38.76,-9.34,1.895,-2.5,-10.61,69,1,0.2582,MID
2121-11-01,2122-09-30,07120001319,-7.34,24.82,27.53,12.56,0.2644,27.79,4.72,17.48,9.97,8.21,-5.938,3.502,-4.92,7,1,0.8283,MID
2121-12-01,2122-10-31,07121001320,19.3,47.01,22.48,-11.29,0.335,0.18,32.22,8.35,13.71,14.23,-1.001,-3.926,-14.12,4,0,0.0893,EARLY
2122-01-01,2122-11-30,07122001321,-0.49,23.33,17.0,11.95,0.0383,9.2,28.19,0.55,11.99,16.31,-3.161,-0.63,-14.25,18,1,0.8273,MID
2122-02-01,2122-12-31,07123001322,8.2,56.53,-13.65,20.26,0.4852,38.35,9.18,12.55,28.58,10.43,-3.127,3.417,4.28,9,0,0.0281,LATE
2122-03-01,2123-01-31,07124001323,-5.79,68.73,13.0,6.04,0.7203,5.35,1.96,10.92,21.09,15.44,0.569,-0.171,3.87,89,0,0.3458,MID
2122-04-01,2123-02-28,07125001324,-22.18,25.24,33.97,-0.75,0.2236,44.52,15.83,7.37,31.52,-8.02,-5.05,4.616,-14.89,34,1,0.1821,MID
2122-05-01,2123-03-31,07126001325,-24.9,-3.73,30.23,-3.24,0.8329,12.15,24.75,11.42,23.51,8.25,3.279,-1.328,-5.57,106,0,0.7796,MID
2122-06-01,2123-04-30,07127001326,-15.08,18.99,23.0,21.44,0.8747,7.63,2.31,3.08,6.13,2.13,-2.923,-1.102,4.75,15,0,0.7512,MID
