env_bio_reference_year,env_bio_member_state_iso2,env_bio_site_id,env_bio_natura2000_designation_code,env_bio_nuts_code,env_bio_habitat_code,env_bio_species_code,env_bio_site_area_ha,env_bio_conservation_status_code,env_bio_pressure_threat_code,env_bio_management_plan_flag,env_bio_restoration_actions_count,env_bio_invasive_species_presence_flag,env_bio_land_cover_corine_class,env_bio_water_body_status_code,env_bio_protected_area_connectivity_index,env_bio_ecosystem_services_index,env_bio_funding_eu_life_programme_eur,env_bio_data_source,env_bio_last_assessment_date
2017,AT,AT_N2K_001162,SPA,FI98,HAB_202,SP_1162,245866.48,U1,URBANISATION,1,16,0,111_URBAN,POOR,0.9762,0.634,15043565.49,EEA_NATURA2000,2010-01-23
2018,EE,EE_N2K_001163,SPA,HR131,HAB_203,SP_1163,100842.22,U2,POLLUTION,1,8,1,211_ARABLE,MODERATE,0.3596,0.8588,20978938.83,LIFE_PROJECT_DATABASE,2010-02-05
2019,IT,IT_N2K_001164,SPA,CY3,HAB_204,SP_1164,217643.7,XX,INVASIVE_SPECIES,0,11,0,231_PASTURES,GOOD,0.1011,0.8327,18288051.12,NATIONAL_HABITAT_REPORTING,2010-02-18
2020,PT,PT_N2K_001165,SPA,PL57,HAB_205,SP_1165,66185.05,FV,FORESTRY,0,15,0,311_BROADLEAVED,HIGH,0.2607,0.7821,15154717.05,EEA_NATURA2000,2010-03-03
2021,BE,BE_N2K_001166,SPA,CZ78,HAB_206,SP_1166,36235.43,U1,WATER_ABSTRACTION,1,27,0,312_CONIFEROUS,UNKNOWN,0.6953,0.3928,5641254.85,LIFE_PROJECT_DATABASE,2010-03-16
2022,FI,FI_N2K_001167,SPA,RO369,HAB_207,SP_1167,128375.73,U2,TOURISM_PRESSURE,0,11,0,313_MIXED,BAD,0.684,0.1603,8052084.96,NATIONAL_HABITAT_REPORTING,2010-03-29
2023,LV,LV_N2K_001168,SPA,HR359,HAB_208,SP_1168,85600.43,XX,CLIMATE_CHANGE,1,6,0,321_NATURAL_GRASS,POOR,0.3293,0.3818,25961470.15,EEA_NATURA2000,2010-04-11
2024,RO,RO_N2K_001169,SPA,IT685,HAB_209,SP_1169,129136.41,FV,AGRI_INTENSIFICATION,1,5,0,411_INLAND_WETLAND,MODERATE,0.5448,0.3724,18253076.73,LIFE_PROJECT_DATABASE,2010-04-24
2025,BG,BG_N2K_001170,SPA,LV9,HAB_210,SP_1170,137801.41,U1,URBANISATION,1,29,0,512_WATER,GOOD,0.354,0.4044,7304419.51,NATIONAL_HABITAT_REPORTING,2010-05-07
2000,FR,FR_N2K_001171,SPA,PL788,HAB_211,SP_1171,212325.61,U2,POLLUTION,0,27,1,111_URBAN,HIGH,0.6666,0.4931,10972593.27,EEA_NATURA2000,2010-05-20
2001,LT,LT_N2K_001172,SPA,RO61,HAB_212,SP_1172,142259.13,XX,INVASIVE_SPECIES,1,0,0,211_ARABLE,UNKNOWN,0.1452,0.7985,8165561.56,LIFE_PROJECT_DATABASE,2010-06-02
2002,SK,SK_N2K_001173,SPA,SI77,HAB_213,SP_1173,114924.81,FV,FORESTRY,1,13,1,231_PASTURES,BAD,0.5028,0.2757,14900661.72,NATIONAL_HABITAT_REPORTING,2010-06-15
2003,HR,HR_N2K_001174,SPA,FR3,HAB_214,SP_1174,200711.89,U1,WATER_ABSTRACTION,1,18,1,311_BROADLEAVED,POOR,0.7233,0.4976,14231298.8,EEA_NATURA2000,2010-06-28
2004,DE,DE_N2K_001175,SPA,SK83,HAB_215,SP_1175,148691.03,U2,TOURISM_PRESSURE,1,1,1,312_CONIFEROUS,MODERATE,0.7887,0.6415,21285305.39,LIFE_PROJECT_DATABASE,2010-07-11
2005,LU,LU_N2K_001176,SPA,EE65,HAB_216,SP_1176,43817.16,XX,CLIMATE_CHANGE,0,2,1,313_MIXED,GOOD,0.2803,0.2749,3804508.51,NATIONAL_HABITAT_REPORTING,2010-07-24
2006,SI,SI_N2K_001177,SPA,ES7,HAB_217,SP_1177,207915.09,FV,AGRI_INTENSIFICATION,1,20,0,321_NATURAL_GRASS,HIGH,0.1055,0.414,6592137.19,EEA_NATURA2000,2010-08-06
2007,CY,CY_N2K_001178,SPA,PT9,HAB_218,SP_1178,130510.8,U1,URBANISATION,1,7,0,411_INLAND_WETLAND,UNKNOWN,0.8027,0.8891,20264394.47,LIFE_PROJECT_DATABASE,2010-08-19
2008,GR,GR_N2K_001179,SPA,LU8,HAB_219,SP_1179,198525.75,U2,POLLUTION,1,34,0,512_WATER,BAD,0.4593,0.9058,13518238.66,NATIONAL_HABITAT_REPORTING,2010-09-01
2009,MT,MT_N2K_001180,SPA,HR440,HAB_220,SP_1180,223697.5,XX,INVASIVE_SPECIES,0,23,0,111_URBAN,POOR,0.6106,0.5045,18648086.9,EEA_NATURA2000,2010-09-14
2010,ES,ES_N2K_001181,SPA,SE86,HAB_221,SP_1181,130637.73,FV,FORESTRY,0,11,1,211_ARABLE,MODERATE,0.0685,0.4779,11881388.26,LIFE_PROJECT_DATABASE,2010-09-27
2011,CZ,CZ_N2K_001182,SPA,BG2,HAB_222,SP_1182,158119.93,U1,WATER_ABSTRACTION,0,25,1,231_PASTURES,GOOD,0.4582,0.9413,1425184.69,NATIONAL_HABITAT_REPORTING,2010-10-10
2012,HU,HU_N2K_001183,SPA,HR48,HAB_223,SP_1183,14333.2,U2,TOURISM_PRESSURE,0,32,0,311_BROADLEAVED,HIGH,0.7054,0.4971,5694934.02,EEA_NATURA2000,2010-10-23
2013,NL,NL_N2K_001184,SPA,IE137,HAB_224,SP_1184,32572.93,XX,CLIMATE_CHANGE,1,0,0,312_CONIFEROUS,UNKNOWN,0.9071,0.2765,32762142.19,LIFE_PROJECT_DATABASE,2010-11-05
2014,SE,SE_N2K_001185,SPA,CY507,HAB_225,SP_1185,219686.95,FV,AGRI_INTENSIFICATION,1,7,0,313_MIXED,BAD,0.7695,0.1262,6606162.54,NATIONAL_HABITAT_REPORTING,2010-11-18
2015,DK,DK_N2K_001186,SPA,HU616,HAB_226,SP_1186,119874.73,U1,URBANISATION,1,10,1,321_NATURAL_GRASS,POOR,0.9228,0.6176,3206003.35,EEA_NATURA2000,2010-12-01
2016,IE,IE_N2K_001187,SPA,DE514,HAB_227,SP_1187,49645.93,U2,POLLUTION,0,17,0,411_INLAND_WETLAND,MODERATE,0.5986,0.4105,17439933.83,LIFE_PROJECT_DATABASE,2010-12-14
2017,PL,PL_N2K_001188,SPA,PT8,HAB_228,SP_1188,220324.9,XX,INVASIVE_SPECIES,1,6,0,512_WATER,GOOD,0.9158,0.1488,23493219.8,NATIONAL_HABITAT_REPORTING,2010-12-27
2018,AT,AT_N2K_001189,SPA,HU347,HAB_229,SP_1189,19227.53,FV,FORESTRY,1,3,0,111_URBAN,HIGH,0.175,0.478,24389122.15,EEA_NATURA2000,2011-01-09
2019,EE,EE_N2K_001190,SPA,SK31,HAB_230,SP_1190,206558.19,U1,WATER_ABSTRACTION,0,7,0,211_ARABLE,UNKNOWN,0.1793,0.2897,17628809.32,LIFE_PROJECT_DATABASE,2011-01-22
2020,IT,IT_N2K_001191,SPA,LT37,HAB_231,SP_1191,168066.33,U2,TOURISM_PRESSURE,1,20,1,231_PASTURES,BAD,0.2343,0.9137,31625973.28,NATIONAL_HABITAT_REPORTING,2011-02-04
2021,PT,PT_N2K_001192,SPA,BE39,HAB_232,SP_1192,173432.92,XX,CLIMATE_CHANGE,1,2,1,311_BROADLEAVED,POOR,0.7565,0.507,24167929.05,EEA_NATURA2000,2011-02-17
2022,BE,BE_N2K_001193,SPA,LT12,HAB_233,SP_1193,63541.86,FV,AGRI_INTENSIFICATION,1,6,1,312_CONIFEROUS,MODERATE,0.492,0.4533,24249685.05,LIFE_PROJECT_DATABASE,2011-03-02
2023,FI,FI_N2K_001194,SPA,IE11,HAB_234,SP_1194,195023.7,U1,URBANISATION,0,1,0,313_MIXED,GOOD,0.1835,0.4482,7583421.25,NATIONAL_HABITAT_REPORTING,2011-03-15
2024,LV,LV_N2K_001195,SPA,NL20,HAB_235,SP_1195,7241.65,U2,POLLUTION,1,13,0,321_NATURAL_GRASS,HIGH,0.6641,0.7691,905918.94,EEA_NATURA2000,2011-03-28
2025,RO,RO_N2K_001196,SPA,SI214,HAB_236,SP_1196,116357.62,XX,INVASIVE_SPECIES,1,21,0,411_INLAND_WETLAND,UNKNOWN,0.089,0.4444,1230579.61,LIFE_PROJECT_DATABASE,2011-04-10
2000,BG,BG_N2K_001197,SPA,DE91,HAB_237,SP_1197,170269.66,FV,FORESTRY,0,27,1,512_WATER,BAD,0.5712,0.2238,13699812.59,NATIONAL_HABITAT_REPORTING,2011-04-23
2001,FR,FR_N2K_001198,SPA,FI73,HAB_238,SP_1198,7570.83,U1,WATER_ABSTRACTION,1,13,0,111_URBAN,POOR,0.6972,0.9181,2069545.42,EEA_NATURA2000,2011-05-06
2002,LT,LT_N2K_001199,SPA,IT34,HAB_239,SP_1199,65371.99,U2,TOURISM_PRESSURE,0,17,1,211_ARABLE,MODERATE,0.2165,0.8658,994967.17,LIFE_PROJECT_DATABASE,2011-05-19
2003,SK,SK_N2K_001200,SPA,LV82,HAB_240,SP_1200,93970.06,XX,CLIMATE_CHANGE,1,11,0,231_PASTURES,GOOD,0.0993,0.6918,9736502.8,NATIONAL_HABITAT_REPORTING,2011-06-01
2004,HR,HR_N2K_001201,SPA,CZ13,HAB_241,SP_1201,152286.0,FV,AGRI_INTENSIFICATION,1,22,0,311_BROADLEAVED,HIGH,0.1757,0.5299,28206877.73,EEA_NATURA2000,2011-06-14
2005,DE,DE_N2K_001202,SPA,BG189,HAB_242,SP_1202,143206.67,U1,URBANISATION,1,7,0,312_CONIFEROUS,UNKNOWN,0.9059,0.405,16497371.35,LIFE_PROJECT_DATABASE,2011-06-27
2006,LU,LU_N2K_001203,SPA,NL10,HAB_243,SP_1203,12013.76,U2,POLLUTION,0,12,0,313_MIXED,BAD,0.9062,0.2615,6431453.49,NATIONAL_HABITAT_REPORTING,2011-07-10
2007,SI,SI_N2K_001204,SPA,PT7,HAB_244,SP_1204,20128.56,XX,INVASIVE_SPECIES,1,10,0,321_NATURAL_GRASS,POOR,0.2842,0.6124,16960934.06,EEA_NATURA2000,2011-07-23
2008,CY,CY_N2K_001205,SPA,BG712,HAB_245,SP_1205,238328.67,FV,FORESTRY,0,10,1,411_INLAND_WETLAND,MODERATE,0.2912,0.4296,4759765.25,LIFE_PROJECT_DATABASE,2011-08-05
2009,GR,GR_N2K_001206,SPA,MT889,HAB_246,SP_1206,124887.03,U1,WATER_ABSTRACTION,0,3,1,512_WATER,GOOD,0.894,0.9249,10208659.66,NATIONAL_HABITAT_REPORTING,2011-08-18
2010,MT,MT_N2K_001207,SPA,SE37,HAB_247,SP_1207,211268.06,U2,TOURISM_PRESSURE,0,24,0,111_URBAN,HIGH,0.5068,0.8787,9343137.94,EEA_NATURA2000,2011-08-31
2011,ES,ES_N2K_001208,SPA,PT311,HAB_248,SP_1208,34023.98,XX,CLIMATE_CHANGE,0,9,1,211_ARABLE,UNKNOWN,0.7788,0.9167,10742175.32,LIFE_PROJECT_DATABASE,2011-09-13
2012,CZ,CZ_N2K_001209,SPA,EE75,HAB_249,SP_1209,58381.72,FV,AGRI_INTENSIFICATION,1,18,1,231_PASTURES,BAD,0.2669,0.4601,22078256.11,NATIONAL_HABITAT_REPORTING,2011-09-26
2013,HU,HU_N2K_001210,SPA,FR671,HAB_250,SP_1210,90401.48,U1,URBANISATION,0,9,0,311_BROADLEAVED,POOR,0.7643,0.5804,3663539.06,EEA_NATURA2000,2011-10-09
2014,NL,NL_N2K_001211,SPA,SI10,HAB_251,SP_1211,139692.16,U2,POLLUTION,1,0,0,312_CONIFEROUS,MODERATE,0.1927,0.4566,14636793.54,LIFE_PROJECT_DATABASE,2011-10-22
2015,SE,SE_N2K_001212,SPA,FR2,HAB_252,SP_1212,186257.34,XX,INVASIVE_SPECIES,1,7,0,313_MIXED,GOOD,0.9787,0.6465,9577104.57,NATIONAL_HABITAT_REPORTING,2011-11-04
2016,DK,DK_N2K_001213,SPA,DE8,HAB_253,SP_1213,23874.77,FV,FORESTRY,1,14,0,321_NATURAL_GRASS,HIGH,0.9325,0.3338,27844948.91,EEA_NATURA2000,2011-11-17
2017,IE,IE_N2K_001214,SPA,DE71,HAB_254,SP_1214,233654.73,U1,WATER_ABSTRACTION,1,29,0,411_INLAND_WETLAND,UNKNOWN,0.6166,0.462,5269902.29,LIFE_PROJECT_DATABASE,2011-11-30
2018,PL,PL_N2K_001215,SPA,DK2,HAB_255,SP_1215,15815.09,U2,TOURISM_PRESSURE,1,29,1,512_WATER,BAD,0.8514,0.7724,30380241.96,NATIONAL_HABITAT_REPORTING,2011-12-13
2019,AT,AT_N2K_001216,SPA,DK7,HAB_256,SP_1216,128529.62,XX,CLIMATE_CHANGE,1,14,1,111_URBAN,POOR,0.6144,0.1255,31380674.93,EEA_NATURA2000,2011-12-26
2020,EE,EE_N2K_001217,SPA,SK2,HAB_257,SP_1217,192154.76,FV,AGRI_INTENSIFICATION,0,26,0,211_ARABLE,MODERATE,0.6644,0.2778,2798261.72,LIFE_PROJECT_DATABASE,2012-01-08
2021,IT,IT_N2K_001218,SPA,HR82,HAB_258,SP_1218,105896.9,U1,URBANISATION,1,12,0,231_PASTURES,GOOD,0.3797,0.2162,31683374.79,NATIONAL_HABITAT_REPORTING,2012-01-21
2022,PT,PT_N2K_001219,SPA,EE56,HAB_259,SP_1219,102741.62,U2,POLLUTION,0,19,1,311_BROADLEAVED,HIGH,0.3698,0.1669,15751586.54,EEA_NATURA2000,2012-02-03
2023,BE,BE_N2K_001220,SPA,AT105,HAB_260,SP_1220,113548.59,XX,INVASIVE_SPECIES,1,1,1,312_CONIFEROUS,UNKNOWN,0.9427,0.5534,27175403.61,LIFE_PROJECT_DATABASE,2012-02-16
2024,FI,FI_N2K_001221,SPA,EE78,HAB_261,SP_1221,120011.35,FV,FORESTRY,1,13,0,313_MIXED,BAD,0.1951,0.1421,30467801.16,NATIONAL_HABITAT_REPORTING,2012-02-29
2025,LV,LV_N2K_001222,SPA,EE6,HAB_262,SP_1222,182951.95,U1,WATER_ABSTRACTION,1,3,1,321_NATURAL_GRASS,POOR,0.6736,0.6056,3011465.09,EEA_NATURA2000,2012-03-13
2000,RO,RO_N2K_001223,SPA,PL13,HAB_263,SP_1223,49922.84,U2,TOURISM_PRESSURE,0,24,0,411_INLAND_WETLAND,MODERATE,0.4969,0.1851,8766574.0,LIFE_PROJECT_DATABASE,2012-03-26
2001,BG,BG_N2K_001224,SPA,DE6,HAB_264,SP_1224,17666.6,XX,CLIMATE_CHANGE,1,9,0,512_WATER,GOOD,0.9427,0.7672,24601924.57,NATIONAL_HABITAT_REPORTING,2012-04-08
2002,FR,FR_N2K_001225,SPA,RO9,HAB_265,SP_1225,103623.24,FV,AGRI_INTENSIFICATION,1,2,1,111_URBAN,HIGH,0.1276,0.1212,30859395.97,EEA_NATURA2000,2012-04-21
2003,LT,LT_N2K_001226,SPA,NL264,HAB_266,SP_1226,33095.26,U1,URBANISATION,0,14,0,211_ARABLE,UNKNOWN,0.7602,0.1876,16180507.22,LIFE_PROJECT_DATABASE,2012-05-04
2004,SK,SK_N2K_001227,SPA,DE214,HAB_267,SP_1227,136915.57,U2,POLLUTION,0,27,0,231_PASTURES,BAD,0.1235,0.5728,9422003.55,NATIONAL_HABITAT_REPORTING,2012-05-17
2005,HR,HR_N2K_001228,SPA,PL2,HAB_268,SP_1228,67921.31,XX,INVASIVE_SPECIES,1,23,1,311_BROADLEAVED,POOR,0.2691,0.1669,25585991.97,EEA_NATURA2000,2012-05-30
2006,DE,DE_N2K_001229,SPA,DK221,HAB_269,SP_1229,147352.21,FV,FORESTRY,0,24,0,312_CONIFEROUS,MODERATE,0.3982,0.8924,6537557.39,LIFE_PROJECT_DATABASE,2012-06-12
2007,LU,LU_N2K_001230,SPA,CY260,HAB_270,SP_1230,77849.0,U1,WATER_ABSTRACTION,1,22,1,313_MIXED,GOOD,0.3629,0.6615,27590447.08,NATIONAL_HABITAT_REPORTING,2012-06-25
2008,SI,SI_N2K_001231,SPA,IE473,HAB_271,SP_1231,196026.07,U2,TOURISM_PRESSURE,0,26,0,321_NATURAL_GRASS,HIGH,0.919,0.734,674353.07,EEA_NATURA2000,2012-07-08
2009,CY,CY_N2K_001232,SPA,BG493,HAB_272,SP_1232,127235.89,XX,CLIMATE_CHANGE,1,23,0,411_INLAND_WETLAND,UNKNOWN,0.3042,0.4185,5768241.87,LIFE_PROJECT_DATABASE,2012-07-21
2010,GR,GR_N2K_001233,SPA,DE7,HAB_273,SP_1233,234805.67,FV,AGRI_INTENSIFICATION,1,0,1,512_WATER,BAD,0.4069,0.1348,4053094.3,NATIONAL_HABITAT_REPORTING,2012-08-03
2011,MT,MT_N2K_001234,SPA,SK68,HAB_274,SP_1234,169805.91,U1,URBANISATION,1,28,1,111_URBAN,POOR,0.8311,0.6362,32388594.08,EEA_NATURA2000,2012-08-16
2012,ES,ES_N2K_001235,SPA,SI451,HAB_275,SP_1235,224177.18,U2,POLLUTION,1,11,1,211_ARABLE,MODERATE,0.8208,0.906,22821712.3,LIFE_PROJECT_DATABASE,2012-08-29
2013,CZ,CZ_N2K_001236,SPA,BE810,HAB_276,SP_1236,246514.93,XX,INVASIVE_SPECIES,0,7,1,231_PASTURES,GOOD,0.252,0.7967,18879258.48,NATIONAL_HABITAT_REPORTING,2012-09-11
2014,HU,HU_N2K_001237,SPA,CZ626,HAB_277,SP_1237,134462.72,FV,FORESTRY,1,6,1,311_BROADLEAVED,HIGH,0.1705,0.3307,29235978.55,EEA_NATURA2000,2012-09-24
2015,NL,NL_N2K_001238,SPA,IE4,HAB_278,SP_1238,79246.29,U1,WATER_ABSTRACTION,1,16,1,312_CONIFEROUS,UNKNOWN,0.1109,0.3248,20218455.91,LIFE_PROJECT_DATABASE,2012-10-07
2016,SE,SE_N2K_001239,SPA,HR66,HAB_279,SP_1239,31032.02,U2,TOURISM_PRESSURE,1,15,0,313_MIXED,BAD,0.23,0.909,8871260.87,NATIONAL_HABITAT_REPORTING,2012-10-20
2017,DK,DK_N2K_001240,SPA,BE2,HAB_280,SP_1240,80717.02,XX,CLIMATE_CHANGE,1,14,0,321_NATURAL_GRASS,POOR,0.173,0.6025,28071394.92,EEA_NATURA2000,2012-11-02
2018,IE,IE_N2K_001241,SPA,DE946,HAB_281,SP_1241,182009.71,FV,AGRI_INTENSIFICATION,1,22,0,411_INLAND_WETLAND,MODERATE,0.7044,0.4944,16070646.27,LIFE_PROJECT_DATABASE,2012-11-15
2019,PL,PL_N2K_001242,SPA,FI580,HAB_282,SP_1242,82685.52,U1,URBANISATION,1,1,0,512_WATER,GOOD,0.2766,0.7886,7307492.84,NATIONAL_HABITAT_REPORTING,2012-11-28
2020,AT,AT_N2K_001243,SPA,FI899,HAB_283,SP_1243,169159.37,U2,POLLUTION,0,10,0,111_URBAN,HIGH,0.1587,0.6996,2080188.58,EEA_NATURA2000,2012-12-11
2021,EE,EE_N2K_001244,SPA,LV43,HAB_284,SP_1244,171886.33,XX,INVASIVE_SPECIES,0,13,1,211_ARABLE,UNKNOWN,0.7594,0.8427,16199836.48,LIFE_PROJECT_DATABASE,2012-12-24
2022,IT,IT_N2K_001245,SPA,CZ16,HAB_285,SP_1245,30475.35,FV,FORESTRY,0,7,0,231_PASTURES,BAD,0.8173,0.9404,3182117.34,NATIONAL_HABITAT_REPORTING,2013-01-06
2023,PT,PT_N2K_001246,SPA,IE1,HAB_286,SP_1246,58730.72,U1,WATER_ABSTRACTION,1,0,1,311_BROADLEAVED,POOR,0.1481,0.2364,23645080.88,EEA_NATURA2000,2013-01-19
2024,BE,BE_N2K_001247,SPA,HU305,HAB_287,SP_1247,32813.99,U2,TOURISM_PRESSURE,1,18,0,312_CONIFEROUS,MODERATE,0.6728,0.331,19072518.68,LIFE_PROJECT_DATABASE,2013-02-01
2025,FI,FI_N2K_001248,SPA,IE314,HAB_288,SP_1248,152204.72,XX,CLIMATE_CHANGE,0,19,0,313_MIXED,GOOD,0.7802,0.2006,16690943.86,NATIONAL_HABITAT_REPORTING,2013-02-14
2000,LV,LV_N2K_001249,SPA,SK421,HAB_289,SP_1249,174685.82,FV,AGRI_INTENSIFICATION,0,14,0,321_NATURAL_GRASS,HIGH,0.4468,0.9159,13580094.88,EEA_NATURA2000,2013-02-27
2001,RO,RO_N2K_001250,SPA,SI553,HAB_290,SP_1250,236482.59,U1,URBANISATION,1,7,0,411_INLAND_WETLAND,UNKNOWN,0.3773,0.2791,2232282.09,LIFE_PROJECT_DATABASE,2013-03-12
2002,BG,BG_N2K_001251,SPA,PT1,HAB_291,SP_1251,127400.18,U2,POLLUTION,0,14,1,512_WATER,BAD,0.2811,0.5889,12533202.8,NATIONAL_HABITAT_REPORTING,2013-03-25
2003,FR,FR_N2K_001252,SPA,FR43,HAB_292,SP_1252,178809.43,XX,INVASIVE_SPECIES,0,12,0,111_URBAN,POOR,0.8309,0.727,2905686.45,EEA_NATURA2000,2013-04-07
2004,LT,LT_N2K_001253,SPA,IE38,HAB_293,SP_1253,74871.96,FV,FORESTRY,0,27,0,211_ARABLE,MODERATE,0.5758,0.2216,10569484.57,LIFE_PROJECT_DATABASE,2013-04-20
2005,SK,SK_N2K_001254,SPA,ES797,HAB_294,SP_1254,141481.17,U1,WATER_ABSTRACTION,1,21,0,231_PASTURES,GOOD,0.8998,0.4785,28374625.58,NATIONAL_HABITAT_REPORTING,2013-05-03
2006,HR,HR_N2K_001255,SPA,LT490,HAB_295,SP_1255,184723.33,U2,TOURISM_PRESSURE,0,27,0,311_BROADLEAVED,HIGH,0.2257,0.3678,8646619.34,EEA_NATURA2000,2013-05-16
2007,DE,DE_N2K_001256,SPA,SE652,HAB_296,SP_1256,161069.26,XX,CLIMATE_CHANGE,0,9,0,312_CONIFEROUS,UNKNOWN,0.4474,0.2924,6425369.27,LIFE_PROJECT_DATABASE,2013-05-29
2008,LU,LU_N2K_001257,SPA,DE9,HAB_297,SP_1257,125955.01,FV,AGRI_INTENSIFICATION,1,20,0,313_MIXED,BAD,0.2131,0.7499,24483461.36,NATIONAL_HABITAT_REPORTING,2013-06-11
2009,SI,SI_N2K_001258,SPA,IE70,HAB_298,SP_1258,53045.28,U1,URBANISATION,0,18,0,321_NATURAL_GRASS,POOR,0.7525,0.6486,6843378.8,EEA_NATURA2000,2013-06-24
2010,CY,CY_N2K_001259,SPA,MT79,HAB_299,SP_1259,77443.61,U2,POLLUTION,0,17,0,411_INLAND_WETLAND,MODERATE,0.1289,0.589,2039980.36,LIFE_PROJECT_DATABASE,2013-07-07
2011,GR,GR_N2K_001260,SPA,FI9,HAB_300,SP_1260,13644.19,XX,INVASIVE_SPECIES,1,8,1,512_WATER,GOOD,0.9708,0.5824,360230.53,NATIONAL_HABITAT_REPORTING,2013-07-20
2012,MT,MT_N2K_001261,SPA,HU184,HAB_301,SP_1261,162557.67,FV,FORESTRY,0,4,0,111_URBAN,HIGH,0.0548,0.1781,7472087.22,EEA_NATURA2000,2013-08-02
2013,ES,ES_N2K_001262,SPA,ES36,HAB_302,SP_1262,239072.93,U1,WATER_ABSTRACTION,1,24,0,211_ARABLE,UNKNOWN,0.9232,0.9403,26004682.85,LIFE_PROJECT_DATABASE,2013-08-15
2014,CZ,CZ_N2K_001263,SPA,HR2,HAB_303,SP_1263,52101.97,U2,TOURISM_PRESSURE,0,5,0,231_PASTURES,BAD,0.6416,0.1373,13381801.47,NATIONAL_HABITAT_REPORTING,2013-08-28
2015,HU,HU_N2K_001264,SPA,DE182,HAB_304,SP_1264,164000.26,XX,CLIMATE_CHANGE,1,9,0,311_BROADLEAVED,POOR,0.4846,0.6457,9930745.24,EEA_NATURA2000,2013-09-10
2016,NL,NL_N2K_001265,SPA,AT121,HAB_305,SP_1265,98848.64,FV,AGRI_INTENSIFICATION,0,21,0,312_CONIFEROUS,MODERATE,0.3919,0.4678,5645716.95,LIFE_PROJECT_DATABASE,2013-09-23
2017,SE,SE_N2K_001266,SPA,SK119,HAB_306,SP_1266,47678.21,U1,URBANISATION,0,15,1,313_MIXED,GOOD,0.7266,0.4881,14462537.3,NATIONAL_HABITAT_REPORTING,2013-10-06
2018,DK,DK_N2K_001267,SPA,LU812,HAB_307,SP_1267,118456.72,U2,POLLUTION,1,34,0,321_NATURAL_GRASS,HIGH,0.6591,0.3707,14714533.67,EEA_NATURA2000,2013-10-19
2019,IE,IE_N2K_001268,SPA,LV8,HAB_308,SP_1268,120910.31,XX,INVASIVE_SPECIES,1,15,0,411_INLAND_WETLAND,UNKNOWN,0.1145,0.3346,28724700.3,LIFE_PROJECT_DATABASE,2013-11-01
2020,PL,PL_N2K_001269,SPA,FI15,HAB_309,SP_1269,11419.74,FV,FORESTRY,1,28,1,512_WATER,BAD,0.5066,0.6163,19199042.91,NATIONAL_HABITAT_REPORTING,2013-11-14
2021,AT,AT_N2K_001270,SPA,CY75,HAB_310,SP_1270,108795.74,U1,WATER_ABSTRACTION,1,4,0,111_URBAN,POOR,0.6811,0.273,26478057.23,EEA_NATURA2000,2013-11-27
2022,EE,EE_N2K_001271,SPA,DK4,HAB_311,SP_1271,87766.18,U2,TOURISM_PRESSURE,0,3,0,211_ARABLE,MODERATE,0.3543,0.9407,4707828.76,LIFE_PROJECT_DATABASE,2013-12-10
2023,IT,IT_N2K_001272,SPA,HR655,HAB_312,SP_1272,241568.96,XX,CLIMATE_CHANGE,1,26,0,231_PASTURES,GOOD,0.8306,0.9306,24145656.19,NATIONAL_HABITAT_REPORTING,2013-12-23
2024,PT,PT_N2K_001273,SPA,IT893,HAB_313,SP_1273,11472.19,FV,AGRI_INTENSIFICATION,1,9,1,311_BROADLEAVED,HIGH,0.2641,0.4248,26732345.49,EEA_NATURA2000,2014-01-05
2025,BE,BE_N2K_001274,SPA,EE73,HAB_314,SP_1274,38478.32,U1,URBANISATION,0,0,1,312_CONIFEROUS,UNKNOWN,0.262,0.4404,4795137.54,LIFE_PROJECT_DATABASE,2014-01-18
2000,FI,FI_N2K_001275,SPA,AT152,HAB_315,SP_1275,62224.58,U2,POLLUTION,0,23,1,313_MIXED,BAD,0.4687,0.9066,16364248.03,NATIONAL_HABITAT_REPORTING,2014-01-31
2001,LV,LV_N2K_001276,SPA,ES865,HAB_316,SP_1276,145544.58,XX,INVASIVE_SPECIES,1,12,0,321_NATURAL_GRASS,POOR,0.135,0.8032,26415845.62,EEA_NATURA2000,2014-02-13
2002,RO,RO_N2K_001277,SPA,GR13,HAB_317,SP_1277,110583.84,FV,FORESTRY,1,18,0,411_INLAND_WETLAND,MODERATE,0.6853,0.8291,32084170.17,LIFE_PROJECT_DATABASE,2014-02-26
2003,BG,BG_N2K_001278,SPA,MT372,HAB_318,SP_1278,195130.44,U1,WATER_ABSTRACTION,1,8,0,512_WATER,GOOD,0.2193,0.9312,11758094.48,NATIONAL_HABITAT_REPORTING,2014-03-11
2004,FR,FR_N2K_001279,SPA,PT29,HAB_319,SP_1279,87580.34,U2,TOURISM_PRESSURE,0,9,0,111_URBAN,HIGH,0.7098,0.7353,17154478.09,EEA_NATURA2000,2014-03-24
2005,LT,LT_N2K_001280,SPA,BG14,HAB_320,SP_1280,237803.3,XX,CLIMATE_CHANGE,1,0,0,211_ARABLE,UNKNOWN,0.4291,0.3216,28263330.58,LIFE_PROJECT_DATABASE,2014-04-06
2006,SK,SK_N2K_001281,SPA,CY55,HAB_001,SP_1281,85084.94,FV,AGRI_INTENSIFICATION,1,0,0,231_PASTURES,BAD,0.1931,0.4304,2256873.89,NATIONAL_HABITAT_REPORTING,2014-04-19
