house_sales_sale_month,house_sales_parcel_id_hash,house_sales_property_type_code,house_sales_sale_price_usd,house_sales_sale_price_per_sqft,house_sales_days_on_market,house_sales_list_to_sale_ratio,house_sales_mortgage_rate_at_sale,house_sales_loan_to_value_pct,house_sales_down_payment_pct,house_sales_buyer_type_code,house_sales_seller_type_code,house_sales_cash_sale_flag,house_sales_new_construction_flag,house_sales_renovation_flag,house_sales_assessed_value_usd,house_sales_taxable_value_usd,house_sales_school_quality_index,house_sales_neighborhood_walkscore,house_sales_recording_document_type
2108-01,PARC0000001201,CONDO,146992,39.14,77,97.09,7.243,74.98,25.02,OWNER_OCCUPANT,BANK_REO,0,0,0,128544,108595,4.3,97.2,WARRANTY_DEED
2108-02,PARC0000001202,MULTIFAMILY_5P,506004,124.88,77,104.35,8.3,95.48,4.52,FIRST_TIME,BUILDER,0,0,0,411566,375837,8.1,70.4,SHERIFF_DEED
2108-03,PARC0000001203,CONDO,789078,301.17,77,87.02,3.926,57.18,42.82,FIRST_TIME,INDIVIDUAL,1,0,0,719189,717650,8.2,64.7,SHERIFF_DEED
2108-04,PARC0000001204,MANUFACTURED,199332,45.7,14,86.75,2.353,82.86,17.14,INSTITUTIONAL,INDIVIDUAL,0,0,0,193866,189934,8.2,28.4,TRUST_DEED
2108-05,PARC0000001205,SFH,619648,162.08,85,107.36,6.64,57.16,42.84,FIRST_TIME,INDIVIDUAL,0,1,0,615193,493109,10.0,64.9,WARRANTY_DEED
2108-06,PARC0000001206,MULTIFAMILY_2_4,342962,459.73,18,93.87,4.665,70.13,29.87,INSTITUTIONAL,BUILDER,0,0,0,310501,268438,5.8,61.0,SHERIFF_DEED
2108-07,PARC0000001207,CONDO,369402,101.74,66,104.37,6.854,96.45,3.55,OWNER_OCCUPANT,ESTATE,0,0,0,284947,222747,9.9,18.6,SHERIFF_DEED
2108-08,PARC0000001208,SFH,506003,198.04,20,100.2,6.347,80.52,19.48,INVESTOR,BANK_REO,0,1,0,476353,407047,5.9,54.7,FORECLOSURE_DEED
2108-09,PARC0000001209,TOWNHOME,429611,335.11,112,111.86,4.898,85.71,14.29,FIRST_TIME,ESTATE,0,0,0,412472,343973,8.7,80.8,WARRANTY_DEED
2108-10,PARC0000001210,CONDO,476988,156.65,73,97.96,4.122,94.48,5.52,FIRST_TIME,ESTATE,0,0,0,361543,283249,6.5,58.1,SHERIFF_DEED
2108-11,PARC0000001211,SFH,268189,160.02,62,85.92,2.544,80.93,19.07,RELOCATING,INDIVIDUAL,0,0,0,204167,164420,9.6,96.2,SHERIFF_DEED
2108-12,PARC0000001212,MANUFACTURED,216093,68.84,220,94.3,8.127,50.04,49.96,OWNER_OCCUPANT,INDIVIDUAL,0,1,1,211325,198460,8.4,56.7,QUITCLAIM
2109-01,PARC0000001213,TOWNHOME,80543,25.55,73,103.21,5.517,79.95,20.05,INSTITUTIONAL,INDIVIDUAL,0,0,0,58701,55262,7.6,59.9,SHERIFF_DEED
2109-02,PARC0000001214,TOWNHOME,497116,338.87,134,91.51,3.098,79.75,20.25,OWNER_OCCUPANT,INDIVIDUAL,0,0,0,491473,419893,4.5,6.2,WARRANTY_DEED
2109-03,PARC0000001215,SFH,145329,75.14,160,111.58,7.926,82.68,17.32,INSTITUTIONAL,BUILDER,1,0,0,114219,110905,3.3,35.9,QUITCLAIM
2109-04,PARC0000001216,MULTIFAMILY_2_4,156689,37.73,111,110.39,3.319,83.77,16.23,INVESTOR,INDIVIDUAL,0,0,0,153767,142860,2.9,55.0,QUITCLAIM
2109-05,PARC0000001217,MULTIFAMILY_2_4,652786,226.35,73,103.88,6.858,79.23,20.77,OWNER_OCCUPANT,INVESTOR,0,1,0,610315,512056,8.8,8.7,TRUST_DEED
2109-06,PARC0000001218,SFH,206106,46.85,33,86.2,6.396,50.43,49.57,INVESTOR,BUILDER,0,0,0,144451,115020,2.5,65.4,FORECLOSURE_DEED
2109-07,PARC0000001219,MULTIFAMILY_2_4,197771,41.24,69,108.78,6.266,84.51,15.49,RELOCATING,INVESTOR,1,0,0,147348,136125,7.9,66.6,SHERIFF_DEED
2109-08,PARC0000001220,MULTIFAMILY_2_4,448977,97.73,148,91.07,7.115,57.04,42.96,INSTITUTIONAL,BANK_REO,0,0,0,376940,291105,2.5,86.7,FORECLOSURE_DEED
2109-09,PARC0000001221,SFH,473891,173.84,182,97.53,5.109,84.45,15.55,RELOCATING,BUILDER,0,0,0,380054,321692,4.0,73.3,FORECLOSURE_DEED
2109-10,PARC0000001222,CONDO,161695,54.52,73,95.93,3.906,77.12,22.88,OWNER_OCCUPANT,INDIVIDUAL,1,0,0,152111,126618,8.5,53.4,QUITCLAIM
2109-11,PARC0000001223,CONDO,249956,99.23,173,96.18,5.2,62.73,37.27,INSTITUTIONAL,ESTATE,1,0,0,259383,212605,6.6,75.2,QUITCLAIM
2109-12,PARC0000001224,MULTIFAMILY_2_4,251763,96.13,13,93.93,7.673,84.85,15.15,OWNER_OCCUPANT,BANK_REO,0,0,0,249925,220057,5.3,61.2,WARRANTY_DEED
2110-01,PARC0000001225,MULTIFAMILY_5P,439062,536.75,143,106.27,3.082,82.44,17.56,INVESTOR,INVESTOR,0,1,0,391618,325302,4.4,27.0,WARRANTY_DEED
2110-02,PARC0000001226,CONDO,455008,200.18,134,100.76,5.134,85.94,14.06,RELOCATING,INDIVIDUAL,1,0,0,354763,324028,2.6,17.7,QUITCLAIM
2110-03,PARC0000001227,MULTIFAMILY_5P,190925,143.01,107,92.35,2.514,50.89,49.11,INVESTOR,BANK_REO,0,0,0,152951,125095,7.0,46.6,TRUST_DEED
2110-04,PARC0000001228,TOWNHOME,130352,52.52,171,108.52,3.581,89.26,10.74,FIRST_TIME,BANK_REO,0,0,0,134248,133215,3.1,15.8,WARRANTY_DEED
2110-05,PARC0000001229,TOWNHOME,410063,197.05,28,87.56,2.856,66.93,33.07,OWNER_OCCUPANT,BUILDER,1,1,0,405646,313299,6.7,97.7,SHERIFF_DEED
2110-06,PARC0000001230,MANUFACTURED,213965,43.81,31,87.88,3.682,66.67,33.33,INSTITUTIONAL,BANK_REO,0,0,0,170453,155518,7.7,71.0,FORECLOSURE_DEED
2110-07,PARC0000001231,SFH,300448,139.87,180,87.75,3.735,58.44,41.56,INVESTOR,INVESTOR,0,1,0,210444,166270,2.9,5.0,SHERIFF_DEED
2110-08,PARC0000001232,MULTIFAMILY_2_4,219903,322.44,183,107.88,5.674,70.08,29.92,FIRST_TIME,ESTATE,0,0,0,189359,176072,5.2,29.2,FORECLOSURE_DEED
2110-09,PARC0000001233,MULTIFAMILY_2_4,301443,299.35,10,111.68,8.616,71.48,28.52,OWNER_OCCUPANT,BUILDER,0,0,0,281562,235521,5.6,30.9,FORECLOSURE_DEED
2110-10,PARC0000001234,CONDO,369393,119.7,134,101.65,4.142,65.32,34.68,INSTITUTIONAL,BANK_REO,1,0,0,259441,208897,5.6,33.0,SHERIFF_DEED
2110-11,PARC0000001235,SFH,522646,122.28,205,106.04,6.982,95.4,4.6,INSTITUTIONAL,ESTATE,0,0,0,481090,426956,2.2,35.3,TRUST_DEED
2110-12,PARC0000001236,MULTIFAMILY_5P,330268,120.23,192,98.12,6.887,87.4,12.6,FIRST_TIME,INDIVIDUAL,0,1,0,321024,312917,8.8,85.8,WARRANTY_DEED
2111-01,PARC0000001237,MANUFACTURED,333302,114.18,121,90.85,8.722,58.53,41.47,FIRST_TIME,INVESTOR,1,1,0,334884,269864,7.3,36.4,FORECLOSURE_DEED
2111-02,PARC0000001238,MULTIFAMILY_2_4,269465,160.3,126,94.79,7.703,78.3,21.7,RELOCATING,BUILDER,1,0,0,224482,215698,8.9,50.1,TRUST_DEED
2111-03,PARC0000001239,MULTIFAMILY_5P,123212,195.26,214,97.45,3.114,80.26,19.74,INVESTOR,BUILDER,1,0,0,103857,99817,7.1,22.3,WARRANTY_DEED
2111-04,PARC0000001240,MULTIFAMILY_2_4,314325,240.31,37,105.39,8.613,54.69,45.31,INVESTOR,ESTATE,1,0,0,241764,228398,4.5,5.6,TRUST_DEED
2111-05,PARC0000001241,CONDO,677392,243.14,82,102.52,3.074,67.86,32.14,INSTITUTIONAL,ESTATE,0,0,0,654952,595214,3.9,61.2,QUITCLAIM
2111-06,PARC0000001242,MANUFACTURED,1189365,589.38,135,94.6,5.0,73.78,26.22,FIRST_TIME,BUILDER,0,0,0,874028,699166,7.3,51.0,QUITCLAIM
2111-07,PARC0000001243,MULTIFAMILY_2_4,206524,42.14,44,91.46,3.563,78.52,21.48,RELOCATING,BANK_REO,0,0,0,178397,158319,7.3,84.7,QUITCLAIM
2111-08,PARC0000001244,SFH,183704,146.03,86,108.25,5.733,89.35,10.65,OWNER_OCCUPANT,BANK_REO,1,0,0,182400,177500,4.8,6.6,QUITCLAIM
2111-09,PARC0000001245,TOWNHOME,429391,279.01,29,95.49,6.263,73.99,26.01,INSTITUTIONAL,BUILDER,0,0,0,332483,310475,7.3,38.7,FORECLOSURE_DEED
2111-10,PARC0000001246,TOWNHOME,294922,78.58,85,96.15,8.0,91.91,8.09,FIRST_TIME,BANK_REO,0,0,0,233810,217077,2.4,54.6,SHERIFF_DEED
2111-11,PARC0000001247,MANUFACTURED,281200,68.57,97,101.0,2.354,80.13,19.87,FIRST_TIME,INDIVIDUAL,1,0,0,209385,189498,1.0,7.4,FORECLOSURE_DEED
2111-12,PARC0000001248,MANUFACTURED,280317,86.89,15,88.75,7.1,90.14,9.86,FIRST_TIME,INDIVIDUAL,0,0,0,240006,236361,6.4,63.6,QUITCLAIM
2112-01,PARC0000001249,SFH,1655507,636.24,150,111.8,5.466,59.9,40.1,INVESTOR,ESTATE,0,0,0,1629787,1250865,1.7,21.6,WARRANTY_DEED
2112-02,PARC0000001250,SFH,374367,78.88,18,95.53,5.507,85.6,14.4,INVESTOR,INVESTOR,0,1,0,280581,280135,9.7,78.9,QUITCLAIM
2112-03,PARC0000001251,SFH,185807,58.89,211,103.7,6.406,69.23,30.77,INVESTOR,BUILDER,0,0,1,156189,120980,5.4,87.3,FORECLOSURE_DEED
2112-04,PARC0000001252,SFH,202996,45.4,112,87.52,4.885,95.49,4.51,RELOCATING,INVESTOR,0,0,0,155187,149296,4.4,35.8,WARRANTY_DEED
2112-05,PARC0000001253,TOWNHOME,341519,340.16,51,97.64,2.277,78.4,21.6,RELOCATING,INVESTOR,0,0,0,244772,183913,8.5,98.5,FORECLOSURE_DEED
2112-06,PARC0000001254,MULTIFAMILY_5P,176687,199.87,60,107.93,7.406,84.91,15.09,FIRST_TIME,INVESTOR,0,0,0,167582,164504,3.2,1.4,QUITCLAIM
2112-07,PARC0000001255,MULTIFAMILY_5P,158596,42.76,43,90.28,4.817,78.38,21.62,FIRST_TIME,INVESTOR,0,1,0,155966,138600,5.0,32.9,SHERIFF_DEED
2112-08,PARC0000001256,MULTIFAMILY_2_4,991422,896.4,125,107.63,8.512,71.59,28.41,RELOCATING,BANK_REO,0,0,1,721942,649521,7.0,71.6,WARRANTY_DEED
2112-09,PARC0000001257,CONDO,186941,257.49,140,87.78,7.812,55.91,44.09,RELOCATING,BUILDER,0,1,0,158311,131200,4.0,45.4,QUITCLAIM
2112-10,PARC0000001258,SFH,449775,142.42,176,109.17,4.5,90.64,9.36,INVESTOR,INVESTOR,0,0,0,326796,319973,8.0,27.3,FORECLOSURE_DEED
2112-11,PARC0000001259,MULTIFAMILY_5P,439973,238.21,218,109.65,5.847,56.68,43.32,INSTITUTIONAL,INDIVIDUAL,0,0,0,432299,389741,8.0,35.2,WARRANTY_DEED
2112-12,PARC0000001260,MULTIFAMILY_2_4,162673,41.87,163,88.82,3.278,91.8,8.2,RELOCATING,ESTATE,0,0,0,164691,157239,2.0,72.1,TRUST_DEED
2113-01,PARC0000001261,TOWNHOME,583558,143.73,213,95.25,7.664,55.95,44.05,RELOCATING,INVESTOR,0,0,0,538939,447813,5.8,33.8,WARRANTY_DEED
2113-02,PARC0000001262,SFH,437412,114.45,63,85.73,4.517,66.95,33.05,INVESTOR,BUILDER,0,0,0,345298,319108,8.9,92.5,SHERIFF_DEED
2113-03,PARC0000001263,MULTIFAMILY_5P,268361,176.21,211,98.04,5.437,84.26,15.74,INSTITUTIONAL,BANK_REO,0,0,0,204994,171811,5.5,25.0,SHERIFF_DEED
2113-04,PARC0000001264,TOWNHOME,1145285,350.45,103,85.14,6.876,50.38,49.62,FIRST_TIME,INDIVIDUAL,0,0,0,913055,882263,9.6,82.5,SHERIFF_DEED
2113-05,PARC0000001265,MULTIFAMILY_2_4,615169,235.97,34,101.2,3.779,77.66,22.34,FIRST_TIME,BANK_REO,0,1,0,572837,501500,8.6,94.7,QUITCLAIM
2113-06,PARC0000001266,TOWNHOME,99597,48.25,44,108.62,4.697,68.79,31.21,INSTITUTIONAL,INDIVIDUAL,1,1,0,86638,69779,5.3,61.2,WARRANTY_DEED
2113-07,PARC0000001267,SFH,308099,69.75,196,100.73,6.678,51.87,48.13,INSTITUTIONAL,BUILDER,0,0,0,245963,236278,1.2,82.3,FORECLOSURE_DEED
2113-08,PARC0000001268,MULTIFAMILY_5P,287759,58.74,140,110.06,5.348,51.13,48.87,OWNER_OCCUPANT,BANK_REO,0,0,0,240824,182445,4.6,55.3,FORECLOSURE_DEED
2113-09,PARC0000001269,MANUFACTURED,322918,166.11,167,94.85,2.421,74.51,25.49,INVESTOR,BUILDER,0,0,0,228518,205441,2.1,56.4,QUITCLAIM
2113-10,PARC0000001270,MULTIFAMILY_2_4,94085,71.55,1,90.11,6.344,51.55,48.45,INVESTOR,INDIVIDUAL,0,0,0,76733,62621,2.8,90.2,FORECLOSURE_DEED
2113-11,PARC0000001271,SFH,192180,68.37,215,107.71,5.189,84.76,15.24,RELOCATING,INVESTOR,0,1,0,196398,169794,1.1,6.3,SHERIFF_DEED
2113-12,PARC0000001272,MULTIFAMILY_5P,532423,200.39,152,111.15,8.006,51.81,48.19,OWNER_OCCUPANT,ESTATE,0,1,0,546690,483443,9.6,64.5,SHERIFF_DEED
2114-01,PARC0000001273,SFH,222005,98.93,201,107.82,3.871,96.98,3.02,OWNER_OCCUPANT,INVESTOR,1,0,0,218773,165731,9.1,16.9,WARRANTY_DEED
2114-02,PARC0000001274,TOWNHOME,486139,299.72,203,104.57,6.421,92.91,7.09,RELOCATING,BANK_REO,1,0,0,380589,357301,3.2,40.6,SHERIFF_DEED
2114-03,PARC0000001275,MULTIFAMILY_5P,336707,235.95,26,96.79,4.022,60.68,39.32,FIRST_TIME,BANK_REO,1,0,0,305201,258166,2.0,99.5,FORECLOSURE_DEED
2114-04,PARC0000001276,MULTIFAMILY_2_4,294093,280.36,41,90.37,6.908,52.08,47.92,FIRST_TIME,BANK_REO,0,0,0,258663,247408,2.2,39.1,WARRANTY_DEED
2114-05,PARC0000001277,MULTIFAMILY_5P,231970,48.01,150,109.56,8.628,92.62,7.38,INSTITUTIONAL,ESTATE,0,0,0,241840,191018,8.2,34.9,QUITCLAIM
2114-06,PARC0000001278,MULTIFAMILY_5P,432914,362.57,120,96.62,3.311,81.13,18.87,INSTITUTIONAL,BUILDER,0,0,0,424375,423218,5.8,58.0,FORECLOSURE_DEED
2114-07,PARC0000001279,CONDO,228328,147.4,150,111.45,7.991,68.95,31.05,FIRST_TIME,INDIVIDUAL,0,0,0,205972,172515,1.1,65.1,FORECLOSURE_DEED
2114-08,PARC0000001280,MULTIFAMILY_5P,212992,264.26,144,94.27,7.234,57.24,42.76,INVESTOR,ESTATE,0,1,0,191768,177223,7.3,60.4,SHERIFF_DEED
2114-09,PARC0000001281,SFH,361800,295.83,68,92.9,2.44,71.24,28.76,INVESTOR,BUILDER,0,1,0,375007,339889,3.2,45.6,WARRANTY_DEED
2114-10,PARC0000001282,MULTIFAMILY_2_4,721642,436.83,214,106.41,5.689,95.32,4.68,RELOCATING,ESTATE,0,0,0,517509,426369,2.5,38.7,TRUST_DEED
2114-11,PARC0000001283,MULTIFAMILY_5P,921729,408.21,148,105.81,5.747,65.46,34.54,FIRST_TIME,ESTATE,0,1,1,807202,699582,9.4,13.7,SHERIFF_DEED
2114-12,PARC0000001284,TOWNHOME,531450,384.83,167,103.25,5.895,85.35,14.65,INSTITUTIONAL,BUILDER,1,0,0,422576,375579,4.4,43.1,FORECLOSURE_DEED
2115-01,PARC0000001285,CONDO,292072,59.29,126,99.72,6.663,74.0,26.0,RELOCATING,BANK_REO,1,0,0,239185,234650,8.4,55.9,TRUST_DEED
2115-02,PARC0000001286,MANUFACTURED,353400,74.53,207,109.24,6.931,93.25,6.75,INVESTOR,ESTATE,0,0,0,349663,308421,2.5,89.6,QUITCLAIM
2115-03,PARC0000001287,MULTIFAMILY_5P,169302,56.28,185,109.3,7.172,87.47,12.53,INSTITUTIONAL,INVESTOR,0,0,0,162332,132470,4.4,66.0,QUITCLAIM
2115-04,PARC0000001288,MANUFACTURED,155834,163.35,51,102.76,5.196,82.3,17.7,FIRST_TIME,INVESTOR,0,1,1,157477,119684,4.9,13.8,FORECLOSURE_DEED
2115-05,PARC0000001289,MANUFACTURED,332636,120.78,199,85.5,5.098,86.12,13.88,FIRST_TIME,INVESTOR,0,1,0,284605,223707,1.6,4.9,WARRANTY_DEED
2115-06,PARC0000001290,TOWNHOME,295756,235.47,11,104.84,8.683,61.93,38.07,FIRST_TIME,INVESTOR,0,0,0,284789,278034,7.2,7.9,FORECLOSURE_DEED
2115-07,PARC0000001291,TOWNHOME,221083,77.27,17,107.65,5.27,71.77,28.23,FIRST_TIME,INVESTOR,1,0,0,186999,156450,8.1,27.5,QUITCLAIM
2115-08,PARC0000001292,MULTIFAMILY_5P,182132,36.63,97,103.59,6.192,60.06,39.94,INVESTOR,BUILDER,0,0,0,154636,133150,8.7,1.3,SHERIFF_DEED
2115-09,PARC0000001293,MULTIFAMILY_5P,217609,146.93,43,108.71,5.781,64.57,35.43,INVESTOR,ESTATE,1,0,0,180261,168602,3.4,30.9,QUITCLAIM
2115-10,PARC0000001294,MULTIFAMILY_5P,408565,106.42,175,101.23,5.324,68.08,31.92,INVESTOR,INDIVIDUAL,1,0,1,323811,293953,1.2,95.5,SHERIFF_DEED
2115-11,PARC0000001295,MULTIFAMILY_2_4,270617,276.14,91,94.87,2.633,66.07,33.93,INSTITUTIONAL,BUILDER,0,0,1,258165,225226,1.7,55.4,WARRANTY_DEED
2115-12,PARC0000001296,MULTIFAMILY_5P,160439,111.49,129,99.83,4.504,86.15,13.85,FIRST_TIME,INVESTOR,1,0,0,135000,109426,9.7,2.9,TRUST_DEED
2116-01,PARC0000001297,SFH,227640,120.51,43,94.37,2.27,79.58,20.42,OWNER_OCCUPANT,INDIVIDUAL,1,0,0,166894,125226,7.5,31.2,WARRANTY_DEED
2116-02,PARC0000001298,CONDO,552077,132.97,107,104.77,6.926,61.25,38.75,RELOCATING,ESTATE,0,0,0,525923,518203,6.5,77.1,SHERIFF_DEED
2116-03,PARC0000001299,MULTIFAMILY_2_4,134422,70.75,168,102.98,8.35,82.26,17.74,RELOCATING,INDIVIDUAL,1,0,1,133200,102718,1.8,68.9,WARRANTY_DEED
2116-04,PARC0000001300,TOWNHOME,238915,175.03,52,99.07,2.747,50.54,49.46,RELOCATING,BANK_REO,1,0,1,193142,155060,7.8,70.8,FORECLOSURE_DEED
2116-05,PARC0000001301,MANUFACTURED,354286,137.0,67,110.76,2.851,60.11,39.89,INVESTOR,BANK_REO,0,0,0,259050,227568,2.3,91.0,SHERIFF_DEED
2116-06,PARC0000001302,CONDO,520929,166.8,198,94.03,5.863,85.63,14.37,INVESTOR,INDIVIDUAL,0,0,0,412579,328826,7.9,0.8,QUITCLAIM
2116-07,PARC0000001303,TOWNHOME,199136,104.1,203,89.59,6.133,52.51,47.49,OWNER_OCCUPANT,BUILDER,0,0,0,181502,181230,2.3,22.2,WARRANTY_DEED
2116-08,PARC0000001304,CONDO,309882,69.73,48,86.34,7.387,69.2,30.8,INVESTOR,INDIVIDUAL,0,0,0,249163,211370,6.8,6.3,SHERIFF_DEED
2116-09,PARC0000001305,CONDO,173937,145.19,36,85.5,6.047,66.34,33.66,OWNER_OCCUPANT,BANK_REO,0,0,0,171347,155206,9.5,26.6,TRUST_DEED
2116-10,PARC0000001306,MANUFACTURED,292966,75.18,163,95.05,5.786,86.91,13.09,OWNER_OCCUPANT,INVESTOR,0,1,0,288936,229060,3.5,51.6,WARRANTY_DEED
2116-11,PARC0000001307,TOWNHOME,226740,68.09,208,91.24,3.654,85.18,14.82,INSTITUTIONAL,INDIVIDUAL,0,0,0,185783,164123,7.5,62.0,QUITCLAIM
2116-12,PARC0000001308,TOWNHOME,522943,152.02,199,99.25,6.537,57.88,42.12,FIRST_TIME,ESTATE,0,0,0,512389,437785,9.9,13.4,TRUST_DEED
2117-01,PARC0000001309,TOWNHOME,349681,177.5,85,107.04,5.063,56.82,43.18,INVESTOR,INVESTOR,0,1,0,296695,295313,7.5,72.0,TRUST_DEED
2117-02,PARC0000001310,SFH,196157,290.17,183,92.51,6.603,63.07,36.93,INSTITUTIONAL,INVESTOR,0,0,0,167552,139667,6.3,43.0,QUITCLAIM
2117-03,PARC0000001311,SFH,197160,49.53,216,86.86,5.855,53.1,46.9,INVESTOR,BANK_REO,1,0,0,200118,177545,6.5,4.1,FORECLOSURE_DEED
2117-04,PARC0000001312,CONDO,136061,113.48,77,109.69,6.448,81.8,18.2,INVESTOR,INVESTOR,0,0,0,112372,87242,5.7,68.3,SHERIFF_DEED
2117-05,PARC0000001313,SFH,537541,131.24,204,101.79,2.622,69.16,30.84,RELOCATING,INVESTOR,0,0,0,551711,535566,8.0,58.0,SHERIFF_DEED
2117-06,PARC0000001314,MULTIFAMILY_5P,794876,720.65,164,108.12,7.394,60.6,39.4,OWNER_OCCUPANT,BANK_REO,0,0,0,679541,573529,7.9,1.3,QUITCLAIM
2117-07,PARC0000001315,MULTIFAMILY_2_4,248211,73.35,90,92.24,6.186,54.72,45.28,OWNER_OCCUPANT,ESTATE,0,0,0,225526,221458,4.5,29.7,SHERIFF_DEED
2117-08,PARC0000001316,MANUFACTURED,389823,80.98,129,106.86,2.803,58.74,41.26,FIRST_TIME,BANK_REO,0,0,1,308599,235426,4.0,84.1,SHERIFF_DEED
2117-09,PARC0000001317,TOWNHOME,312180,94.26,24,108.53,2.673,85.19,14.81,OWNER_OCCUPANT,BUILDER,1,0,1,325173,315838,7.3,89.9,WARRANTY_DEED
2117-10,PARC0000001318,TOWNHOME,206987,205.75,102,107.37,3.933,63.81,36.19,RELOCATING,INVESTOR,0,0,0,204348,154152,1.7,28.6,SHERIFF_DEED
2117-11,PARC0000001319,CONDO,267070,77.59,177,101.11,6.4,60.63,39.37,RELOCATING,INVESTOR,0,0,0,254042,234150,6.7,18.3,SHERIFF_DEED
2117-12,PARC0000001320,MULTIFAMILY_2_4,557017,108.69,183,111.78,4.172,61.29,38.71,INVESTOR,ESTATE,0,0,0,574692,557553,6.1,1.8,SHERIFF_DEED
2118-01,PARC0000001321,CONDO,178493,49.82,66,90.24,3.631,65.09,34.91,INSTITUTIONAL,INDIVIDUAL,0,0,0,161886,131077,9.5,70.5,TRUST_DEED
2118-02,PARC0000001322,TOWNHOME,219131,254.8,210,91.95,7.158,87.8,12.2,RELOCATING,ESTATE,0,0,0,223219,194337,3.1,20.5,TRUST_DEED
2118-03,PARC0000001323,CONDO,938535,305.31,28,94.37,8.566,66.94,33.06,FIRST_TIME,ESTATE,1,0,1,664175,618464,2.3,9.4,WARRANTY_DEED
2118-04,PARC0000001324,TOWNHOME,327736,491.36,179,91.57,7.626,93.48,6.52,INVESTOR,INDIVIDUAL,0,0,0,315516,313603,9.4,69.6,TRUST_DEED
2118-05,PARC0000001325,CONDO,612702,189.81,51,111.66,5.635,93.34,6.66,RELOCATING,INDIVIDUAL,0,1,0,487912,376179,2.0,47.5,FORECLOSURE_DEED
2118-06,PARC0000001326,SFH,201294,91.21,66,85.76,6.001,79.26,20.74,OWNER_OCCUPANT,INVESTOR,0,0,0,148366,144719,1.5,70.7,SHERIFF_DEED
2118-07,PARC0000001327,MULTIFAMILY_5P,584333,235.05,83,101.33,3.667,67.76,32.24,INSTITUTIONAL,INDIVIDUAL,0,0,0,572031,543123,4.6,31.5,TRUST_DEED
2118-08,PARC0000001328,MULTIFAMILY_2_4,315767,82.47,76,94.96,8.595,51.87,48.13,INSTITUTIONAL,BANK_REO,1,1,1,298415,223908,6.6,38.0,TRUST_DEED
2118-09,PARC0000001329,TOWNHOME,198581,161.32,116,102.93,8.246,57.84,42.16,FIRST_TIME,BUILDER,0,0,0,145063,134641,2.6,9.1,QUITCLAIM
2118-10,PARC0000001330,MULTIFAMILY_2_4,723683,358.26,200,87.07,6.238,71.43,28.57,INSTITUTIONAL,ESTATE,1,0,0,604695,575454,7.2,20.2,SHERIFF_DEED
2118-11,PARC0000001331,MULTIFAMILY_2_4,226551,141.33,198,107.31,2.599,56.35,43.65,INVESTOR,BANK_REO,0,0,1,204879,186387,5.4,19.0,FORECLOSURE_DEED
2118-12,PARC0000001332,CONDO,150022,36.29,149,90.59,3.289,66.53,33.47,RELOCATING,INVESTOR,0,0,0,131215,122585,6.4,84.6,SHERIFF_DEED
2119-01,PARC0000001333,MANUFACTURED,324194,65.87,120,97.45,3.876,55.85,44.15,FIRST_TIME,ESTATE,0,0,0,308920,239186,5.0,45.8,WARRANTY_DEED
2119-02,PARC0000001334,TOWNHOME,247870,70.04,129,105.22,7.783,82.16,17.84,INVESTOR,ESTATE,0,1,0,234973,222932,9.1,49.6,QUITCLAIM
2119-03,PARC0000001335,MULTIFAMILY_2_4,513288,143.3,27,87.62,8.734,77.82,22.18,OWNER_OCCUPANT,BUILDER,0,1,0,387140,303026,3.2,69.4,TRUST_DEED
2119-04,PARC0000001336,CONDO,282264,66.37,24,88.57,8.695,89.99,10.01,RELOCATING,INDIVIDUAL,1,0,0,288480,234024,2.4,70.4,QUITCLAIM
2119-05,PARC0000001337,MANUFACTURED,677487,159.63,208,92.58,6.844,77.51,22.49,INSTITUTIONAL,INDIVIDUAL,1,1,0,640460,631855,1.2,65.7,QUITCLAIM
2119-06,PARC0000001338,MULTIFAMILY_5P,420815,170.85,164,96.16,8.367,93.26,6.74,FIRST_TIME,INDIVIDUAL,0,0,1,391652,351623,7.9,97.4,FORECLOSURE_DEED
2119-07,PARC0000001339,SFH,614195,143.27,1,97.71,4.294,95.65,4.35,OWNER_OCCUPANT,BANK_REO,1,0,0,548924,435532,8.6,99.9,TRUST_DEED
2119-08,PARC0000001340,MULTIFAMILY_2_4,767378,215.68,6,108.1,4.947,87.43,12.57,INSTITUTIONAL,INDIVIDUAL,0,1,0,771549,643650,3.9,54.3,SHERIFF_DEED
2119-09,PARC0000001341,MANUFACTURED,152665,30.51,193,108.22,4.556,67.44,32.56,INVESTOR,BUILDER,0,0,1,122136,111335,1.3,97.7,WARRANTY_DEED
2119-10,PARC0000001342,TOWNHOME,318671,122.14,201,109.33,5.307,76.52,23.48,INVESTOR,BANK_REO,0,1,1,267719,224281,4.4,44.2,TRUST_DEED
2119-11,PARC0000001343,CONDO,554733,513.17,214,107.83,5.333,83.86,16.14,INSTITUTIONAL,BUILDER,1,0,0,474874,395204,8.9,81.8,FORECLOSURE_DEED
2119-12,PARC0000001344,MANUFACTURED,287683,350.83,163,95.63,5.25,66.77,33.23,OWNER_OCCUPANT,INDIVIDUAL,0,0,0,252311,235367,3.3,97.2,QUITCLAIM
2120-01,PARC0000001345,MANUFACTURED,186621,64.0,63,88.05,3.11,62.99,37.01,RELOCATING,BANK_REO,1,0,0,182341,149208,4.4,96.8,TRUST_DEED
