ag_econ_fiscal_year_farm,ag_econ_farm_business_type,ag_econ_gross_cash_income_inr,ag_econ_operating_expenses_inr,ag_econ_net_farm_income_inr,ag_econ_debt_to_asset_ratio,ag_econ_interest_paid_inr,ag_econ_land_rent_paid_inr,ag_econ_machinery_depreciation_inr,ag_econ_labor_hired_cost_inr,ag_econ_input_price_fuel_index,ag_econ_input_price_fertilizer_index,ag_econ_input_price_seed_index,ag_econ_input_price_feed_index,ag_econ_government_payments_inr,ag_econ_crop_insurance_indemnities_inr,ag_econ_working_capital_ratio,ag_econ_return_on_assets_pct,ag_econ_financial_stress_score,ag_econ_succession_plan_flag
2016,LARGE,15406115.26,7189786.22,8216341.93,0.785,760844.8,1435991.95,53851.86,1586617.55,144.25,79.53,192.95,191.79,2146766.24,46721.13,3.622,0.271,94.02,0
2020,MEDIUM,16299699.8,7632917.84,8666794.86,0.364,815944.92,612531.15,175473.74,3494562.27,167.7,182.73,116.61,215.01,163013.11,437678.75,2.371,0.198,5.29,0
2013,MEDIUM,23588819.91,14925760.85,8663071.97,0.524,1429904.57,2738341.45,185847.02,1768867.49,83.16,86.3,88.58,81.72,241442.01,454073.43,0.297,-0.207,93.77,0
2018,AGRI_STARTUP,24602484.47,12444995.42,12157501.97,0.607,1656276.14,261192.56,90544.82,1827628.18,139.05,133.85,197.32,208.36,2090545.63,1932925.98,0.758,0.099,55.77,0
2026,LEASED,2145351.67,1322884.27,822480.33,0.397,1470397.24,2508684.45,1045116.12,177593.05,180.31,82.77,152.33,143.38,324125.17,1252819.29,0.508,0.338,30.54,0
2019,COOPERATIVE,15771310.19,11988343.97,3782979.16,0.822,1804471.14,1916293.36,652724.88,3594094.83,174.34,132.38,101.28,100.22,2386037.41,1546173.94,4.154,0.085,44.17,0
2014,COOPERATIVE,8929647.75,6503197.35,2426463.35,0.822,957213.54,2173605.85,238033.83,411075.91,128.33,89.99,188.62,173.24,1502873.01,467350.03,0.277,-0.122,62.64,0
2014,COOPERATIVE,5440127.58,2522032.26,2918108.28,0.777,1217699.57,1597777.6,1074531.93,569785.87,151.27,141.23,93.35,132.13,894226.05,1979786.55,1.463,0.297,81.14,0
2018,LARGE,12987104.58,8783666.05,4203451.5,0.564,113553.28,462820.31,691392.15,224551.14,110.33,151.55,165.79,122.38,697304.42,1103143.39,3.493,-0.105,70.99,1
2016,AGRI_STARTUP,10173718.55,5875133.96,4298597.57,0.533,1537195.63,574698.55,994265.06,499152.61,157.64,156.07,185.25,196.19,2727066.5,3741.71,2.945,0.413,16.28,0
2020,COOPERATIVE,24096801.42,12988344.04,11108470.37,0.764,595386.37,1255843.01,525478.16,1428435.6,98.19,116.04,121.47,94.19,1897853.79,11966.31,2.005,0.191,96.22,0
2015,COOPERATIVE,20910577.65,13336796.15,7573794.5,0.568,470142.44,3286238.08,333556.19,4588265.11,92.33,143.95,80.97,60.3,1815856.27,540067.25,0.579,0.01,14.07,1
2014,FPO,14499676.07,10006065.96,4493623.12,0.066,706600.76,2987235.32,46682.66,3663230.16,187.2,151.94,161.91,209.19,1172849.1,936672.07,1.476,-0.214,36.41,1
2021,COOPERATIVE,18667662.56,15167639.11,3500036.47,0.155,912507.05,23012.97,1144819.18,4657936.97,159.64,87.21,92.77,113.19,890038.42,1705378.9,1.968,0.104,46.41,0
2017,LEASED,24380936.29,18884126.98,5496822.34,0.839,1840800.71,979959.15,563304.03,2920837.86,188.36,108.27,129.24,68.34,1218512.23,561026.8,1.437,-0.216,37.74,0
2012,FPO,19584513.04,17980640.36,1603885.72,0.726,1409185.84,496249.34,48490.39,3555979.25,157.96,136.6,197.49,132.24,2042286.3,1458693.05,0.79,0.261,50.89,0
2024,SMALLHOLDER,3732291.56,2105167.83,1627136.78,0.148,1006965.27,1047335.56,440959.09,3634889.46,81.61,197.51,163.13,178.58,2701739.75,1889700.47,3.503,-0.086,4.18,0
2014,COOPERATIVE,22254701.32,15204417.41,7050296.97,0.66,211168.37,1583805.06,984024.29,1732993.83,106.83,136.75,196.5,102.27,716566.44,1490629.16,2.116,0.005,13.57,0
2026,MEDIUM,12927894.74,11677858.86,1250048.95,0.694,1506055.23,1729295.85,984388.08,3679567.54,131.38,116.29,152.29,78.67,2300979.95,908504.35,2.158,-0.195,98.57,1
2023,SMALLHOLDER,17418974.09,14256476.79,3162510.38,0.945,1205301.2,2918605.87,698963.21,4265587.33,78.96,65.94,195.65,123.11,909581.59,1259954.42,0.628,0.398,58.95,0
2017,SMALLHOLDER,21391596.12,15031994.11,6359615.1,0.521,561017.3,1320068.72,682548.62,4936858.35,147.34,95.7,162.39,75.28,952823.93,1175947.4,3.342,0.307,22.98,1
2015,LEASED,6957796.04,3537134.07,3420675.07,0.614,355811.18,2229159.56,1080279.05,4149622.23,82.3,208.24,99.17,145.41,2215426.43,500752.2,3.608,-0.133,58.6,0
2015,SMALLHOLDER,17358837.43,9034693.14,8324157.4,0.629,17428.02,1059008.65,528278.05,2630995.16,106.98,97.58,146.18,105.14,2069472.25,1115667.15,1.878,0.407,11.79,0
2026,FPO,16072454.24,7835367.8,8237099.56,0.696,1710242.03,2537267.18,144856.38,2225354.95,137.42,146.78,134.9,193.54,1730202.48,704396.98,1.495,0.435,77.62,1
2015,LARGE,16241294.04,9854177.32,6387129.85,0.854,395148.66,2790917.72,526769.66,2195377.51,147.14,125.63,69.06,92.67,2801354.72,1246174.44,1.31,-0.132,15.16,1
2022,AGRI_STARTUP,10687170.69,8877058.4,1810125.43,0.564,1740414.74,2831735.34,267769.76,2592356.43,114.95,68.94,109.93,181.53,1366357.32,1384784.01,3.777,0.128,28.72,0
2022,MEDIUM,7311050.08,4226602.37,3084460.86,0.52,1835875.89,738879.77,26589.7,3437051.77,160.26,188.02,157.25,134.31,2401317.88,651806.86,1.61,-0.125,30.88,1
2014,FPO,17069007.88,14987638.57,2081382.47,0.645,1831243.62,2078362.96,659452.0,3185576.65,181.61,84.36,166.42,61.24,643855.23,275827.51,0.92,0.208,36.89,1
2016,COOPERATIVE,17902420.8,12221362.84,5681071.13,0.34,791400.04,2511824.95,1143291.3,1136813.65,99.18,76.06,152.47,78.47,302127.32,327600.68,1.505,0.275,81.11,1
2018,AGRI_STARTUP,16911241.93,10652028.69,6259226.42,0.66,885801.68,140662.88,1161415.73,38041.27,105.89,166.62,161.41,90.04,2790597.06,1136494.4,2.062,0.027,40.68,0
2014,COOPERATIVE,22355085.68,15393296.49,6961802.38,0.603,674960.47,1154499.07,1138943.37,4226310.69,93.88,207.37,182.34,199.93,621672.56,1257825.35,2.609,0.0,95.22,0
2021,COOPERATIVE,23951064.42,13995969.28,9955108.34,0.469,20005.39,1737974.97,1114203.57,4804330.12,86.59,81.31,157.36,99.61,2449239.89,692975.67,4.388,0.124,49.28,0
2024,LARGE,5307314.63,4473085.98,834241.86,0.083,1083621.98,2479875.27,1166369.5,3955766.52,120.49,189.62,139.57,69.96,2429578.44,1733539.31,2.357,0.124,62.77,0
2018,COOPERATIVE,19157570.94,10392041.83,8765542.33,0.721,1939403.5,3175277.05,705880.75,3403070.28,75.12,166.54,75.07,172.23,983633.83,343466.36,2.12,0.361,59.75,0
2021,LARGE,603594.43,273665.13,329942.53,0.783,1966698.32,647539.9,411811.7,4005257.56,103.28,121.76,198.57,107.26,2021546.63,1092320.69,0.703,-0.055,38.06,0
2016,SMALLHOLDER,228853.84,209663.17,19203.91,0.501,1026333.33,322670.11,291320.88,607986.36,151.54,105.96,86.29,148.44,2545.96,925521.1,2.262,-0.143,29.87,1
2012,COOPERATIVE,14235687.34,11314039.61,2921660.98,0.324,316592.59,784836.63,28504.09,429839.95,180.57,173.62,68.89,148.1,660258.62,1623831.76,3.226,0.181,5.93,1
2014,MEDIUM,7095583.9,3745269.51,3350327.65,0.835,1132089.61,746556.56,476618.24,1180549.1,152.85,85.54,98.92,212.66,57442.21,1028105.28,4.376,0.377,93.81,0
2022,AGRI_STARTUP,14100882.87,11658359.34,2442536.8,0.329,1470800.76,3369427.24,1173608.73,689001.32,112.97,144.5,161.46,60.8,2094114.75,1676521.52,4.313,-0.199,73.89,0
2015,FPO,11892543.13,5658597.39,6233959.02,0.451,1213324.68,383893.87,42338.87,2324067.41,100.08,179.67,178.83,157.03,1777237.91,426370.3,0.925,0.302,44.65,0
2021,MEDIUM,8867291.13,4059464.0,4807840.42,0.804,1583953.48,515607.9,980526.01,1487443.9,170.2,70.14,147.78,138.5,621598.75,15940.62,4.347,0.301,16.88,1
2013,LARGE,6769284.74,5290182.2,1479115.84,0.625,1155670.04,974252.73,560537.96,2473521.85,137.47,129.33,64.17,80.4,2283058.97,1142431.61,2.496,0.038,32.93,1
2019,FPO,13125539.29,10502116.7,2623435.9,0.383,1344970.63,1831895.08,1056187.52,3066959.3,123.09,77.45,149.05,119.47,86755.95,1082364.86,3.631,0.271,78.27,0
2014,AGRI_STARTUP,20130922.13,10670930.31,9460005.14,0.566,600891.52,561431.76,924980.44,2623770.32,176.57,89.38,100.15,89.0,688676.23,285631.7,1.083,0.16,63.63,0
2012,AGRI_STARTUP,2461694.2,1318672.53,1143035.0,0.544,1607144.07,2674728.41,285866.02,1338006.0,169.29,130.55,192.16,95.8,2413105.54,1438995.57,0.838,0.279,19.58,0
2026,MEDIUM,12185322.84,5586420.91,6598915.27,0.433,1229604.49,658164.36,688744.02,3166755.97,175.56,84.69,121.39,90.28,885959.11,851475.29,3.034,-0.222,34.37,0
2014,COOPERATIVE,12103135.05,11035879.51,1067268.89,0.508,1060629.88,425161.63,284054.59,1989036.62,99.95,149.04,96.73,156.3,160170.33,250162.25,2.519,0.263,26.84,0
2025,LARGE,10935366.03,7847265.25,3088114.14,0.331,1271334.62,3369092.51,470765.6,4952708.87,140.21,196.41,68.69,159.68,883107.44,718079.16,0.659,-0.144,12.08,1
2017,COOPERATIVE,20230631.22,9713118.35,10517526.24,0.55,309670.68,1490599.34,149088.93,310533.12,146.42,178.21,92.85,115.59,90153.29,1891144.89,2.964,0.052,68.64,1
2024,FPO,11245433.58,5970985.04,5274461.92,0.07,1910800.89,808317.99,1008017.42,3879933.39,188.29,151.87,131.43,217.41,221329.45,1553419.94,2.969,0.016,84.48,1
2015,FPO,8994615.06,8155595.13,839033.32,0.44,1576404.69,1796379.94,695768.75,1148776.16,84.63,108.18,174.81,137.0,2479718.78,1124541.28,0.638,0.096,31.61,0
2016,MEDIUM,5657141.78,3299866.06,2357289.12,0.477,1560350.56,3481388.29,788890.71,2892083.67,159.62,173.76,180.36,118.04,670714.46,1167419.83,0.816,0.082,10.22,1
2012,LEASED,1737121.72,1086551.62,650583.51,0.264,905008.68,3407652.15,946742.57,1186959.65,173.75,87.24,161.58,82.01,1707236.45,944426.19,1.773,-0.004,34.66,1
2016,LEASED,23143247.54,18812077.31,4331183.65,0.543,972268.93,2102952.42,1099253.57,3917618.29,130.61,72.57,113.26,184.19,1404532.73,1313327.01,2.761,0.26,88.54,0
2021,AGRI_STARTUP,5821024.75,4287144.0,1533894.18,0.224,1110144.42,25242.42,1058728.33,3005134.17,105.97,122.77,183.13,107.4,133202.99,1895814.8,4.352,0.394,29.41,1
2016,MEDIUM,24951002.05,14332136.74,10618878.75,0.782,1809327.54,3004518.03,588824.77,3849708.17,128.2,135.24,81.07,141.63,1274932.56,591468.06,4.157,0.113,7.22,0
2021,SMALLHOLDER,17201790.08,11315805.74,5885997.79,0.293,349697.24,120678.06,287001.74,4504237.65,93.76,117.18,192.76,154.27,1668736.64,1909450.25,1.579,-0.089,14.04,0
2019,COOPERATIVE,8242752.69,5400387.9,2842378.25,0.71,1790057.47,2293649.78,735234.45,3761164.13,90.87,198.58,108.04,102.1,2845480.67,513570.59,0.671,0.311,54.45,0
2023,AGRI_STARTUP,10096544.36,5491307.53,4605250.3,0.119,1240464.44,1727660.44,372145.38,1281689.84,172.29,80.23,194.37,102.83,2634245.96,142916.31,3.018,-0.202,43.69,0
2025,AGRI_STARTUP,12171010.24,7474987.58,4696036.14,0.619,1963393.34,2113106.63,22909.64,1124105.09,105.16,173.37,161.47,153.84,2662994.08,577628.02,2.643,-0.07,5.17,0
2013,COOPERATIVE,11411915.55,8846946.72,2564982.32,0.424,917409.69,1308406.14,1057648.35,26565.84,106.89,152.39,97.06,169.66,197328.79,222908.83,0.749,0.15,40.28,0
2020,AGRI_STARTUP,6411070.59,2939780.22,3471303.87,0.697,750117.52,1653850.49,347813.24,3338283.9,72.12,165.22,151.0,128.37,2641770.88,1325254.05,3.979,0.059,29.46,0
2025,COOPERATIVE,10908214.75,6511260.43,4396967.83,0.127,482316.58,2526793.48,713987.31,4348108.32,122.26,92.03,90.61,72.46,334540.32,313520.52,2.601,0.2,75.73,0
2020,SMALLHOLDER,19172431.22,11105128.32,8067316.42,0.416,1249009.17,1599530.39,499776.47,3073225.75,70.54,127.57,82.98,116.96,2220768.98,659266.84,1.343,-0.097,82.54,0
2016,MEDIUM,9712294.73,6644486.22,3067822.04,0.839,1956828.86,2936337.29,1097912.89,4018975.69,145.54,155.82,84.34,205.22,2969622.48,484051.09,1.496,0.448,86.1,0
2014,FPO,12654928.13,6937094.65,5717847.02,0.615,1765913.67,1850339.72,902857.16,3877886.3,105.78,197.98,116.07,98.21,885449.5,1274373.86,3.014,0.278,7.55,1
2018,LEASED,10724069.04,8085517.01,2638565.58,0.141,499234.26,3005971.35,1089521.15,749287.52,183.34,125.36,102.26,219.48,1869169.9,361348.41,2.642,0.417,25.67,1
2023,LEASED,11643518.61,5835442.07,5808090.1,0.911,637526.0,450067.28,1073019.63,1734805.73,128.85,75.25,193.41,148.38,2544011.16,122345.05,3.61,0.008,89.58,0
2017,FPO,3432968.74,2631904.47,801077.84,0.604,561433.26,913677.45,140818.65,2772122.95,119.68,150.05,108.76,189.5,1504953.1,592817.32,0.277,0.005,18.12,0
2014,COOPERATIVE,7966179.27,5046324.12,2919868.73,0.1,979317.03,624171.77,606160.74,2541394.45,97.77,107.88,112.35,207.95,1718807.56,1436284.37,1.966,-0.25,31.59,0
2019,LARGE,8167636.9,6193493.06,1974157.43,0.448,1872863.42,1403584.17,967890.57,4337682.85,158.6,135.3,141.28,78.21,2992310.47,1225927.04,0.232,-0.04,16.21,0
2021,SMALLHOLDER,3231946.49,2794066.69,437893.4,0.828,832606.51,2255022.11,646099.85,4685815.96,130.09,134.12,113.85,90.97,318314.89,872769.83,3.025,0.136,43.74,1
2012,LARGE,21321578.34,12087720.72,9233871.23,0.429,1958759.44,2422531.28,103862.15,572517.25,117.83,196.1,180.68,190.74,2059781.45,286397.32,0.466,0.401,31.28,0
2015,LARGE,20469277.55,10409798.96,10059492.21,0.675,353765.64,2449799.66,1154280.12,2513442.48,158.44,111.18,97.84,191.37,2095057.96,1762501.51,1.928,-0.009,76.58,0
2019,COOPERATIVE,24266531.73,21894519.3,2372026.06,0.736,1013652.35,3160902.13,777415.43,4388926.67,189.83,187.96,172.89,79.59,1123102.53,471068.04,0.791,0.031,11.32,0
2022,AGRI_STARTUP,2834431.98,2499399.86,335045.76,0.259,1506177.67,365351.68,1103335.65,3257842.3,152.56,192.05,100.42,63.6,124687.66,339444.62,3.206,0.261,64.66,0
2015,AGRI_STARTUP,6643448.76,4591461.86,2052000.55,0.219,1715940.99,3476006.35,384611.11,2208158.59,151.62,178.2,150.78,179.28,779832.02,1993786.14,2.151,0.359,92.71,0
2026,LARGE,1788966.65,1360568.19,428412.12,0.898,1581362.16,2519193.54,121088.48,401883.87,158.35,180.87,187.06,171.22,1187033.36,1637599.0,3.276,-0.117,87.57,0
2016,SMALLHOLDER,18647401.43,16508172.93,2139242.17,0.852,66742.26,3422683.76,337753.15,2559334.5,161.89,91.59,179.51,105.74,1652805.42,1473945.61,4.354,0.449,31.68,0
2025,SMALLHOLDER,15640875.52,13945084.23,1695804.97,0.935,1124759.45,968819.74,631541.32,462191.6,119.46,174.24,142.93,115.29,2305051.88,1804023.72,1.677,0.037,39.56,1
2023,FPO,433467.29,384629.54,48851.44,0.28,936940.45,356834.04,472698.65,2098190.32,130.14,110.49,77.49,168.38,2332928.96,619868.16,1.91,0.425,2.3,0
2014,LARGE,17890092.64,16316391.91,1573714.43,0.078,1093481.61,3315395.87,912682.94,265561.23,150.35,173.49,108.67,129.23,1202062.65,356557.84,1.462,0.125,63.6,0
2022,SMALLHOLDER,2797611.75,1532401.54,1265223.92,0.107,1418514.92,2368520.15,682815.08,3129303.49,117.43,88.41,140.05,155.18,2538151.78,412163.3,1.878,-0.236,28.04,0
2014,SMALLHOLDER,19465395.63,13175938.48,6289470.87,0.363,1703593.98,1840263.78,790675.09,3525086.25,83.57,187.98,83.6,202.28,1921325.68,165320.31,1.139,0.183,58.65,0
2024,COOPERATIVE,24865221.3,11777893.94,13087341.09,0.567,1794141.25,928979.17,459089.11,4871952.68,136.54,73.98,115.72,71.29,1092938.11,1365170.33,3.718,-0.084,41.29,0
2021,LEASED,17074138.39,11141481.7,5932670.43,0.931,1081422.38,2719498.53,21504.28,1970379.49,108.12,80.77,130.62,61.73,2163794.32,189085.9,4.276,0.436,90.13,1
2025,COOPERATIVE,9323489.22,7011384.89,2312118.08,0.183,245769.41,2252872.22,190504.55,1314040.65,77.21,71.0,141.52,86.84,2507038.32,49981.84,2.025,0.422,9.53,0
2018,AGRI_STARTUP,21496269.69,15846324.08,5649959.37,0.426,1787106.52,40876.5,540212.21,873701.87,81.85,93.44,174.62,196.52,1384109.81,237103.29,0.888,0.307,45.05,0
2021,COOPERATIVE,23900632.37,11999289.74,11901356.4,0.624,1714747.31,2676749.13,1183756.04,1504616.94,189.19,130.48,191.96,109.3,2479963.65,71713.49,2.491,-0.114,46.7,0
2019,AGRI_STARTUP,2326100.38,1831078.04,495036.12,0.612,748122.35,495260.6,903632.25,4457273.3,114.65,137.16,190.83,194.27,978732.08,1765269.6,0.376,0.267,27.79,0
2016,MEDIUM,21834866.69,12158249.07,9676631.41,0.302,1879294.38,3068954.27,701073.94,3487224.83,76.67,132.03,95.44,184.03,1859386.54,415792.98,0.963,-0.191,34.62,0
2012,FPO,13975979.19,7986806.69,5989186.3,0.151,276824.21,400090.58,732945.79,2983551.7,179.37,113.85,194.7,151.79,2676453.7,1469683.92,1.433,0.111,7.61,1
2018,FPO,8635214.74,7255063.28,1380165.27,0.218,1676801.22,3158646.01,96646.34,1974038.2,161.69,149.62,85.95,122.95,2408017.69,1585858.05,1.222,0.057,46.55,1
2013,MEDIUM,901089.82,564724.04,336379.6,0.194,353024.07,1770147.23,1057734.38,802816.72,153.62,176.61,184.46,182.07,1276821.79,1358706.64,0.399,0.394,50.97,0
2016,AGRI_STARTUP,14714116.36,10790876.44,3923253.75,0.327,712364.66,849167.91,132563.59,4780977.56,184.27,179.52,60.73,124.33,1507182.55,551660.91,3.654,0.086,12.21,0
2022,AGRI_STARTUP,14105915.64,9731991.37,4373938.11,0.783,1738105.57,3489822.44,297490.56,4404324.54,127.85,143.86,135.28,71.0,315351.78,432370.87,3.734,0.333,84.12,0
2022,FPO,16906278.82,8200395.89,8705896.78,0.884,319158.19,286019.48,1032670.21,1922869.5,103.89,137.58,147.48,87.07,1138003.39,1645574.59,0.837,0.3,67.43,0
2014,LARGE,23390556.34,19987529.93,3403040.27,0.629,1590404.15,3444499.21,600159.44,4592989.35,106.69,110.99,130.52,128.81,2287471.27,425447.61,0.807,0.198,20.83,0
2016,SMALLHOLDER,5947960.99,4932832.75,1015142.11,0.512,62277.0,749639.87,683751.47,3784317.64,92.88,108.82,141.84,77.01,1084872.65,1433456.31,1.586,0.446,71.39,1
2016,LARGE,7731434.39,4692166.81,3039281.46,0.235,789963.75,2749378.02,1140229.44,303735.28,119.32,131.33,176.26,206.62,640040.14,775726.97,1.771,-0.009,91.74,1
2014,COOPERATIVE,2576098.29,1723822.37,852289.81,0.406,37066.3,545619.52,974069.07,1342490.75,124.5,172.5,87.71,133.84,123216.57,1700931.59,3.582,-0.201,87.64,0
2021,LEASED,2280046.7,1988335.95,291724.65,0.301,1121593.44,2854011.56,511247.14,4843568.32,184.53,167.03,99.21,130.03,609740.07,567221.87,3.741,0.32,81.24,1
2016,COOPERATIVE,9243421.99,7735976.3,1507459.6,0.225,1596319.77,2248779.08,1164751.21,3301751.42,79.49,185.71,166.31,77.4,1176690.67,1006970.56,2.474,0.365,44.86,0
2014,FPO,4762680.96,3297229.6,1465465.28,0.49,1529369.82,1755531.16,1064013.39,4034867.63,81.45,84.42,162.26,175.15,847831.24,556279.39,2.449,0.104,5.83,0
2021,MEDIUM,7170052.56,6534391.79,635674.7,0.315,1466392.36,2968292.56,343024.1,3592541.42,141.39,151.36,151.15,120.49,731282.95,1847962.86,0.942,0.005,73.55,1
2016,MEDIUM,11403292.26,7553552.24,3849753.96,0.45,235076.18,224288.66,1086649.06,4439206.89,78.38,81.95,190.35,121.67,1613953.98,1115987.36,3.729,-0.1,87.78,1
2013,AGRI_STARTUP,11193012.52,7002404.74,4190621.73,0.431,662084.74,546895.29,29898.96,3531542.46,145.78,179.4,82.15,67.39,2806517.2,458370.73,3.153,-0.052,81.68,0
2021,COOPERATIVE,314937.43,155861.83,159089.56,0.236,1928929.6,1876184.85,442256.27,3376483.92,116.88,79.48,166.8,69.2,1609579.47,1622122.73,3.734,0.081,56.74,0
2025,FPO,17998155.92,10299392.73,7698777.16,0.881,1668226.24,506945.96,1022112.66,208565.02,138.72,198.22,68.43,66.11,319038.48,230359.8,3.339,-0.112,88.16,0
2017,LARGE,10594992.47,5629965.2,4965041.25,0.321,79061.72,369121.78,794375.31,3653245.46,155.06,172.31,183.6,93.02,2587287.14,981113.78,4.193,0.23,80.83,1
2021,FPO,22739628.98,19698373.54,3041269.43,0.064,1320741.12,1043368.22,846444.38,3672687.94,136.64,163.14,120.8,74.94,2694565.35,1846683.68,3.572,0.117,14.86,0
2022,LEASED,24338821.57,12102946.6,12235888.97,0.894,1463066.07,14407.78,776532.75,2707239.0,82.9,115.78,191.51,74.41,559450.86,1737804.98,2.028,0.252,44.85,0
2017,AGRI_STARTUP,9415732.23,5741984.23,3673762.01,0.285,1329126.61,1340594.18,463625.74,4094412.15,74.37,187.24,67.34,172.3,400834.75,755221.85,1.418,0.085,55.5,1
2014,FPO,467232.47,390693.7,76552.79,0.483,1400078.0,2438779.74,855797.7,790664.97,108.87,81.67,186.99,173.12,1537604.93,1311562.95,0.922,-0.061,54.66,0
2017,FPO,3134267.82,2541727.24,592554.61,0.337,1735516.61,630998.04,535122.19,561272.53,79.09,99.06,108.63,175.5,1302187.07,1001418.99,2.552,-0.083,35.72,1
2017,MEDIUM,4597004.39,2829124.53,1767893.9,0.175,701729.27,2329567.19,713107.12,220479.71,130.46,153.55,160.22,135.91,1672572.81,1762408.28,2.395,-0.206,29.96,0
2022,FPO,20088573.41,14303549.03,5785038.43,0.211,431475.42,1330468.74,457987.33,3214088.4,72.53,149.83,174.06,98.48,2812361.06,1715079.84,2.678,-0.097,56.41,0
2017,AGRI_STARTUP,9646336.02,5014388.33,4631961.75,0.255,603103.75,2032251.3,54553.23,4677794.28,125.59,84.91,195.9,142.51,2561385.47,1467378.61,3.267,-0.157,50.18,0
2026,MEDIUM,5496185.58,3528570.06,1967629.59,0.315,674053.99,2100530.2,872100.21,2332048.28,128.08,138.15,157.79,73.22,2197773.76,1894851.09,0.775,-0.211,42.63,0
2015,MEDIUM,10173272.6,4715549.44,5457737.24,0.862,73732.45,3194388.93,412089.78,4674324.07,179.25,170.43,189.86,102.37,422091.57,463972.46,1.26,0.443,72.54,0
2020,SMALLHOLDER,18903727.42,15534349.34,3369392.17,0.272,1849179.67,2855984.06,659720.19,4801160.64,80.31,151.83,126.74,210.94,1642483.18,299297.56,0.3,0.384,31.13,0
2021,FPO,5156097.65,3987128.11,1168983.64,0.913,193729.25,3357371.64,167428.73,144398.19,92.73,142.4,68.22,165.74,262544.28,1729340.77,1.004,0.118,37.65,0
2019,LEASED,12159652.55,6240312.95,5919353.71,0.736,1961521.86,2774169.16,759313.48,1406411.88,173.08,186.82,97.18,206.89,2959651.92,505194.11,4.029,0.438,50.08,0
2013,COOPERATIVE,17991419.89,12571559.36,5419874.65,0.949,1507094.03,2333869.61,734940.15,1137562.63,97.72,82.65,172.75,191.29,738466.89,884317.42,2.568,-0.181,25.76,0
2018,AGRI_STARTUP,15428882.19,12969850.11,2459046.21,0.825,112751.72,2772856.42,253299.45,585485.4,120.66,66.64,67.24,187.03,2460372.51,1786159.05,1.859,0.11,6.56,0
2018,LARGE,17216902.12,12313813.21,4903103.05,0.693,956233.83,2011053.32,767689.59,1097712.77,131.88,132.11,122.68,115.11,2049952.52,1941473.82,2.35,0.087,89.85,0
2019,AGRI_STARTUP,21156076.11,9771916.48,11384173.78,0.828,1610534.05,2351546.68,559505.6,1913767.52,114.86,165.98,167.94,97.11,2451102.67,1305599.12,0.731,0.077,28.19,1
2015,LEASED,16054395.67,14768361.39,1286048.44,0.546,1453969.94,109220.13,1076213.12,2579108.52,83.2,145.57,159.0,108.33,429661.03,1849414.68,2.726,0.049,34.44,1
2025,LEASED,16834192.17,13062344.41,3771861.93,0.428,1379338.75,2960546.36,196200.53,4037439.58,144.83,209.4,100.1,142.49,2911716.99,1234095.8,2.427,0.058,15.29,0
2024,LARGE,4113684.51,2659616.25,1454082.44,0.462,534917.24,1670754.3,796704.78,154505.43,92.45,145.59,116.98,124.0,2044474.75,1932880.72,3.854,0.402,58.31,1
2024,LARGE,7543914.06,6226359.38,1317568.87,0.113,598123.88,359660.02,172490.92,3641017.44,109.34,195.41,68.21,66.82,2513140.41,1912624.09,3.322,0.191,26.48,0
2016,AGRI_STARTUP,2671193.97,2268054.7,403153.47,0.764,1343317.94,1199097.18,43032.5,3056557.21,104.42,167.51,108.11,171.87,1164063.9,1271720.32,3.901,0.258,52.86,1
2013,SMALLHOLDER,7379789.54,4198665.06,3181138.69,0.679,903117.28,1068091.13,75958.66,1312139.18,149.27,94.07,192.74,193.81,2195787.51,167399.52,3.316,-0.243,59.96,0
2016,FPO,22812061.1,12562649.54,10249425.78,0.86,128875.05,2257845.23,698070.84,1864941.68,122.74,163.58,151.32,171.29,710545.03,676539.55,1.15,-0.079,44.38,1
2019,FPO,3195441.62,1454483.03,1740972.82,0.214,1652903.32,2202605.09,161663.75,3332591.43,88.4,122.37,79.77,164.08,2341717.11,1607512.39,1.428,0.133,24.91,1
2025,MEDIUM,6539946.69,2988717.01,3551243.92,0.915,525738.55,2451289.88,461550.07,1564112.92,182.65,108.11,99.44,173.62,2119014.8,261676.65,0.947,0.424,88.62,0
