ag_livestock_report_month,ag_livestock_operation_id_hash,ag_livestock_animal_type_code,ag_livestock_inventory_head_count,ag_livestock_births_count,ag_livestock_deaths_count,ag_livestock_slaughter_count,ag_livestock_milk_production_lbs,ag_livestock_milk_yield_per_cow,ag_livestock_feed_cost_index,ag_livestock_vet_cost_per_head,ag_livestock_antibiotic_use_indicator,ag_livestock_disease_outbreak_flag,ag_livestock_housing_system_code,ag_livestock_pasture_access_days_year,ag_livestock_manure_management_method,ag_livestock_methane_emissions_estimate,ag_livestock_organic_certification_flag,ag_livestock_animal_welfare_audit_score,ag_livestock_market_price_usd_cwt
2109-04,1a80137f940a452d,HOGS,104536,44213,60919,148124,0.0,0.0,104.08,163.77,1,0,FEEDLOT,139,FIELD_APPLIED,73110.59,0,37.03,83.45
2109-05,7d3a8efe34415e36,CATTLE_BEEF,5445,15069,5445,105300,0.0,0.0,71.94,6.09,0,0,PASTURE,96,STACK,197319.26,0,10.79,192.42
2109-06,95f15f6b241aeca8,CATTLE_DAIRY,105475,79441,105475,87272,59629424.99,15740.0,170.92,117.74,0,0,FREE_STALL,251,FIELD_APPLIED,185762.32,0,62.18,117.12
2109-07,072e939098f3e101,CATTLE_BEEF,246148,80854,93942,109877,0.0,0.0,183.82,348.3,0,0,BARN,122,FIELD_APPLIED,160841.51,0,30.98,197.15
2109-08,368eebcfd62ce03e,POULTRY,204561,66252,78426,146166,0.0,0.0,108.19,331.2,0,1,FEEDLOT,349,STACK,4980.34,0,56.33,227.79
2109-09,8aa1757966088398,GOATS,210295,4440,4785,33920,0.0,0.0,86.03,233.09,0,0,PASTURE,273,COMPOST,28644.68,1,53.89,67.97
2109-10,4812c0c06e022b88,HOGS,111807,68575,97141,91129,0.0,0.0,206.27,365.15,1,0,PASTURE,183,DIGESTER,95404.52,0,39.61,184.3
2109-11,974b6b6c93bf8a92,HOGS,73580,28500,33806,65957,0.0,0.0,177.97,421.86,0,0,FEEDLOT,325,LAGOON,83961.01,0,31.7,316.29
2109-12,5740e1a4d27b300f,POULTRY,22673,19211,22673,91640,0.0,0.0,197.75,75.51,0,1,FEEDLOT,18,COMPOST,218982.16,0,68.31,308.54
2110-01,30dbc8218b5c376f,CATTLE_BEEF,215843,114074,158785,29191,0.0,0.0,68.9,8.34,0,0,FEEDLOT,3,COMPOST,22176.73,1,40.69,144.91
2110-02,a92a0c9304002e89,CATTLE_BEEF,35805,54957,35805,124487,0.0,0.0,201.46,290.46,0,0,PASTURE,221,FIELD_APPLIED,138330.72,0,93.22,187.56
2110-03,c757844b3ffac525,CATTLE_BEEF,176582,81325,97001,35515,0.0,0.0,62.11,43.56,0,0,FREE_STALL,355,COMPOST,12574.17,0,73.97,103.68
2110-04,306faad06ec610fd,CATTLE_DAIRY,223924,12858,25940,125282,243140093.05,12702.4,214.3,64.15,1,0,OTHER,327,COMPOST,9699.58,0,22.55,55.73
2110-05,600dedc044237590,CATTLE_BEEF,220957,58537,94999,60686,0.0,0.0,207.99,152.42,0,0,PASTURE,321,COMPOST,226216.22,0,35.97,281.77
2110-06,c368d7f1cac35323,CATTLE_BEEF,199263,119797,145860,44537,0.0,0.0,103.64,19.13,0,0,PASTURE,325,LAGOON,244568.01,0,84.78,202.75
2110-07,918ee02d03b2fca2,HOGS,166317,90723,100883,74314,0.0,0.0,109.1,248.21,1,0,BARN,261,COMPOST,199583.59,0,21.36,194.17
2110-08,4a58b1a3cc7364d6,POULTRY,70515,10881,41435,49850,0.0,0.0,185.83,227.76,0,0,CAGE_FREE,278,COMPOST,55211.18,0,32.99,267.57
2110-09,d3c586a4964f5f9a,CATTLE_DAIRY,11518,39709,11518,47160,193084477.06,14262.0,145.79,221.05,0,0,CAGE_FREE,182,FIELD_APPLIED,248997.61,0,49.16,215.14
2110-10,ae54a23488e2c66b,POULTRY,7397,75474,7397,88499,0.0,0.0,112.2,360.66,1,0,FREE_STALL,2,LAGOON,40519.37,0,99.45,198.74
2110-11,aa1650cfc174d73e,HOGS,227404,12535,52907,69535,0.0,0.0,156.53,132.64,0,1,FREE_STALL,240,LAGOON,206640.05,0,20.1,118.1
2110-12,92fbf247e00b650f,GOATS,60710,98469,60710,114614,0.0,0.0,197.89,443.33,1,1,CAGE_FREE,83,STACK,192187.77,0,15.14,158.71
2111-01,fd763485495a236c,POULTRY,16630,6756,16630,126424,0.0,0.0,205.48,437.86,0,0,PASTURE,172,DIGESTER,227136.33,0,8.71,219.35
2111-02,bbf8c6bea93b51ad,CATTLE_BEEF,89852,69177,79478,91675,0.0,0.0,125.83,282.4,0,0,PASTURE,38,LAGOON,190124.85,0,97.5,52.48
2111-03,9479387e5f28f74b,HOGS,92335,81796,92335,107156,0.0,0.0,186.61,244.21,0,0,CAGE_FREE,68,STACK,140330.56,1,76.35,68.45
2111-04,9e0aa34b30dbba00,HOGS,88730,90951,88730,53853,0.0,0.0,81.7,278.8,0,0,PASTURE,85,COMPOST,128816.88,0,97.32,315.2
2111-05,ec9bfb566ec161c4,POULTRY,89638,75471,81367,46515,0.0,0.0,121.05,20.83,0,0,FREE_STALL,344,FIELD_APPLIED,240424.09,0,54.49,210.24
2111-06,406d39acb1f7ad83,HOGS,229514,55373,103211,8816,0.0,0.0,60.7,345.91,1,0,CAGE_FREE,93,FIELD_APPLIED,20099.03,0,21.51,203.89
2111-07,096c1a25891115d7,HOGS,104951,8924,47344,108553,0.0,0.0,193.86,7.3,0,0,CAGE_FREE,170,FIELD_APPLIED,199880.39,0,76.45,294.51
2111-08,bd978da2ffa95ad6,POULTRY,124680,96231,124680,9899,0.0,0.0,119.47,366.16,0,0,FREE_STALL,155,FIELD_APPLIED,89639.04,0,2.08,179.19
2111-09,6e7e54034f11d09c,POULTRY,7461,27338,7461,48856,0.0,0.0,114.85,214.68,0,0,BARN,119,COMPOST,219175.52,1,11.53,130.14
2111-10,e75389e03f13ef7d,CATTLE_BEEF,133561,12796,31354,44458,0.0,0.0,137.62,59.43,0,0,PASTURE,37,DIGESTER,224194.96,0,59.62,172.19
2111-11,20f54ff5fbbf4103,CATTLE_BEEF,87024,99098,87024,71874,0.0,0.0,63.02,183.32,1,0,PASTURE,148,STACK,26486.98,0,98.11,163.73
2111-12,c9a69968ffa9e29c,CATTLE_BEEF,206546,76507,125641,100675,0.0,0.0,70.38,83.66,0,0,CAGE_FREE,289,FIELD_APPLIED,217980.32,0,17.87,128.85
2112-01,b38d9f012f6538d6,CATTLE_BEEF,38777,36836,38777,41219,0.0,0.0,67.28,198.38,1,0,FREE_STALL,80,LAGOON,213984.84,0,76.11,223.11
2112-02,6f748cd79c98dbff,CATTLE_DAIRY,206186,48129,63363,128820,200500202.64,16459.1,69.61,229.38,0,0,BARN,49,OTHER,50675.43,0,39.46,58.56
2112-03,c856e4a72cfd9060,CATTLE_DAIRY,16878,23778,16878,35275,5618284.68,25783.1,171.01,293.53,1,0,CAGE_FREE,288,FIELD_APPLIED,80924.22,0,92.54,177.91
2112-04,4c1a181305b79a24,HOGS,216745,60539,95850,101300,0.0,0.0,173.52,299.63,1,0,BARN,167,STACK,118436.04,0,3.14,90.88
2112-05,d341987205030bdf,CATTLE_BEEF,75702,44127,55649,37029,0.0,0.0,91.03,163.74,0,1,FREE_STALL,85,FIELD_APPLIED,140325.0,0,94.06,310.78
2112-06,9735a7435b4ab532,SHEEP,202057,21386,68784,120155,0.0,0.0,127.59,139.55,1,0,CAGE_FREE,86,COMPOST,100768.23,0,5.16,132.44
2112-07,e1b8a6b3c574911e,CATTLE_DAIRY,225091,74271,106518,60889,883215.55,21895.2,182.42,83.02,0,0,FREE_STALL,351,FIELD_APPLIED,248744.24,0,81.2,233.77
2112-08,009d47d56cf470df,POULTRY,226153,14806,36426,67851,0.0,0.0,103.66,121.08,1,1,FEEDLOT,160,OTHER,218447.73,0,15.81,58.79
2112-09,6126edc65e7cc9cb,HOGS,72207,19111,34713,6015,0.0,0.0,202.21,78.6,1,0,FREE_STALL,190,FIELD_APPLIED,140198.63,0,29.58,259.77
2112-10,fa9d5fcde1d5bac4,CATTLE_BEEF,71448,113819,71448,102396,0.0,0.0,137.2,153.47,0,0,CAGE_FREE,85,LAGOON,244494.52,0,52.84,233.01
2112-11,c4389493d0484fae,HOGS,164848,24495,54931,27717,0.0,0.0,141.74,193.25,1,0,PASTURE,53,FIELD_APPLIED,93857.32,0,43.79,270.74
2112-12,204c10b22ed5b429,CATTLE_DAIRY,26317,75536,26317,106797,176449928.32,17164.2,105.44,216.95,0,0,FEEDLOT,360,FIELD_APPLIED,157881.6,0,90.24,271.82
2113-01,e88cf084305a0a34,HOGS,81875,36693,60760,6057,0.0,0.0,91.85,204.72,1,0,FREE_STALL,156,FIELD_APPLIED,224409.9,0,23.68,268.98
2113-02,35f9d098671194e6,HOGS,161133,66967,88446,80229,0.0,0.0,180.59,145.38,0,1,OTHER,241,FIELD_APPLIED,74986.78,0,15.03,246.61
2113-03,a774d4f4090eee38,POULTRY,35449,9378,32455,137622,0.0,0.0,123.57,304.35,0,0,BARN,296,STACK,210672.34,1,6.26,239.65
2113-04,4bb1a7b4d7c39f05,HOGS,169195,43000,69002,30980,0.0,0.0,193.33,81.25,0,0,FEEDLOT,148,DIGESTER,136842.2,0,67.5,77.95
2113-05,be33f12c5788982e,HOGS,25866,108539,25866,33598,0.0,0.0,123.21,385.34,0,0,CAGE_FREE,146,STACK,192473.65,0,17.77,242.86
2113-06,e6676be46a219356,POULTRY,232141,70903,93682,9548,0.0,0.0,133.51,438.7,0,0,PASTURE,215,COMPOST,175836.28,0,5.5,295.66
2113-07,2031ce913074f059,CATTLE_BEEF,77759,63520,77759,134128,0.0,0.0,175.51,327.59,0,0,FREE_STALL,193,FIELD_APPLIED,23643.2,0,52.68,220.72
2113-08,478f43d2bacd0bb5,CATTLE_BEEF,145432,64505,72141,130435,0.0,0.0,186.31,219.04,0,0,PASTURE,42,COMPOST,102043.47,0,77.34,133.12
2113-09,79c6945c2ff3dba2,POULTRY,28794,34927,28794,79800,0.0,0.0,93.35,209.33,0,0,FREE_STALL,203,STACK,135511.95,1,70.7,77.11
2113-10,c4e0f8777751cadd,POULTRY,107362,57835,78091,9537,0.0,0.0,101.05,366.2,0,0,PASTURE,182,FIELD_APPLIED,69779.62,0,85.63,202.22
2113-11,54902f05b59fa2af,HOGS,96865,97454,96865,106358,0.0,0.0,101.08,378.37,0,0,FREE_STALL,127,OTHER,37266.91,0,93.75,265.82
2113-12,77306e62a0835492,CATTLE_BEEF,242942,22308,28322,60761,0.0,0.0,61.05,182.4,0,0,FEEDLOT,190,FIELD_APPLIED,241422.93,0,31.16,160.9
2114-01,b809f232b1ac15e5,CATTLE_DAIRY,129802,43852,44676,64896,203206876.77,18089.5,211.05,390.36,1,0,CAGE_FREE,49,OTHER,245089.97,0,39.04,228.25
2114-02,73039522fe98efa9,POULTRY,101144,11191,50086,137939,0.0,0.0,115.23,55.14,1,0,OTHER,269,STACK,62577.92,0,33.36,112.65
2114-03,824dc2c4fbcd4827,CATTLE_BEEF,62239,107663,62239,59852,0.0,0.0,197.16,11.16,1,0,CAGE_FREE,30,LAGOON,192697.16,0,34.97,318.01
2114-04,21a80432015b3bf3,POULTRY,6917,59744,6917,92657,0.0,0.0,212.02,118.75,0,0,PASTURE,104,DIGESTER,114972.05,0,81.46,216.93
2114-05,8198524fe412e835,HOGS,185579,52065,60045,27288,0.0,0.0,85.85,113.3,1,0,CAGE_FREE,175,FIELD_APPLIED,184690.15,0,29.09,164.47
2114-06,307e2627de89566e,POULTRY,31777,49963,31777,116278,0.0,0.0,180.85,124.77,1,0,BARN,90,STACK,29929.88,0,86.9,299.78
2114-07,bdd46e76e1f2a8c1,POULTRY,1899,58981,1899,52313,0.0,0.0,91.74,316.6,0,0,FREE_STALL,212,OTHER,124947.48,0,51.88,260.81
2114-08,a4e5a5ca46c229f8,HOGS,48080,45107,48080,109626,0.0,0.0,184.97,30.83,1,0,PASTURE,106,COMPOST,179122.64,0,98.11,99.88
2114-09,eeb0a05a5f1794b5,HOGS,96582,67075,96582,115628,0.0,0.0,117.43,387.89,0,0,PASTURE,197,LAGOON,28434.87,0,60.48,151.67
2114-10,2bb6ec7444060dcb,POULTRY,159846,17715,63584,62308,0.0,0.0,194.56,158.05,0,0,BARN,45,COMPOST,242649.1,0,75.04,53.31
2114-11,8afc4ead985102ce,HOGS,154739,6077,15564,58224,0.0,0.0,206.43,115.28,0,0,FEEDLOT,61,OTHER,246215.69,1,46.25,95.71
2114-12,eaf08e09843891fe,CATTLE_BEEF,41716,2851,8487,145487,0.0,0.0,133.36,118.66,0,0,CAGE_FREE,255,DIGESTER,96039.67,1,16.17,54.37
2115-01,a8d8b7fe5ad3791d,POULTRY,187385,23757,28268,82318,0.0,0.0,68.48,76.33,1,0,CAGE_FREE,111,STACK,83122.7,0,54.89,287.2
2115-02,6c201641eb91adaf,HOGS,212057,84341,101182,97828,0.0,0.0,103.6,331.34,0,0,BARN,352,FIELD_APPLIED,242196.87,0,86.52,96.0
2115-03,ad37ae7b8cd29997,CATTLE_BEEF,243007,99081,128407,9086,0.0,0.0,115.27,42.06,0,0,CAGE_FREE,206,STACK,243103.48,1,47.87,142.22
2115-04,9eb4be114f14a765,GOATS,57711,61832,57711,113049,0.0,0.0,217.07,227.49,0,0,CAGE_FREE,331,STACK,166326.49,0,6.61,256.49
2115-05,ad18ceac46dac921,POULTRY,232464,1845,23802,106954,0.0,0.0,180.04,362.11,1,0,PASTURE,297,COMPOST,97861.64,0,55.67,103.68
2115-06,f84cf520c11fe91d,SHEEP,84199,90722,84199,25135,0.0,0.0,182.13,109.91,0,0,BARN,10,COMPOST,116457.62,0,82.94,66.49
2115-07,da28d2839603f998,HOGS,120628,99595,110333,30704,0.0,0.0,75.45,154.5,0,0,PASTURE,92,OTHER,13499.63,0,86.97,196.64
2115-08,79906611a4f5615c,POULTRY,237268,37261,66729,72188,0.0,0.0,179.06,193.81,0,0,FEEDLOT,0,COMPOST,168962.43,0,26.55,289.81
2115-09,5b1830ea02635a3d,HOGS,2515,26476,2515,79258,0.0,0.0,201.11,141.11,0,0,PASTURE,176,LAGOON,197163.04,0,96.15,125.38
2115-10,e9052b325e6d1d50,CATTLE_DAIRY,151491,106815,151491,24191,24702879.34,17839.7,159.71,238.51,0,0,FREE_STALL,15,LAGOON,232721.65,0,88.0,217.16
2115-11,e91a44e677cc8e46,POULTRY,107465,94271,95353,100573,0.0,0.0,83.75,19.11,0,0,FEEDLOT,31,COMPOST,33884.21,0,83.91,198.83
2115-12,030a7947d875deeb,POULTRY,249172,38812,71556,75086,0.0,0.0,97.11,145.32,0,0,FREE_STALL,285,LAGOON,189738.34,0,36.15,184.11
2116-01,8f89f5a388c9ab27,HOGS,64012,9842,18063,13272,0.0,0.0,145.57,286.75,1,0,PASTURE,344,FIELD_APPLIED,123972.9,0,96.52,241.4
2116-02,f6bb81ac55911234,POULTRY,123724,58894,60851,62156,0.0,0.0,101.18,411.68,0,0,OTHER,292,COMPOST,55580.69,0,14.92,256.83
2116-03,537c09b67a415d1f,CATTLE_BEEF,215310,111657,120139,78339,0.0,0.0,95.2,141.6,0,0,CAGE_FREE,266,FIELD_APPLIED,43483.26,0,25.52,184.86
2116-04,c574286c96350ccf,HOGS,127765,4036,45085,146945,0.0,0.0,133.77,398.73,1,0,PASTURE,357,OTHER,164313.71,0,79.1,239.63
2116-05,c88983440ed57097,HOGS,23487,37172,23487,24451,0.0,0.0,123.6,130.95,1,0,BARN,359,STACK,127628.1,0,70.86,56.73
2116-06,c48958899090bdb5,POULTRY,101283,43325,74432,114476,0.0,0.0,148.01,317.72,0,0,CAGE_FREE,106,COMPOST,102595.74,0,51.67,234.1
2116-07,dc55480c0c19b983,SHEEP,38201,34127,38201,142165,0.0,0.0,147.38,227.92,1,0,FEEDLOT,92,DIGESTER,194611.56,0,88.48,195.34
2116-08,2cecd2d7c823dcf1,CATTLE_BEEF,117464,85399,110400,96696,0.0,0.0,72.13,333.84,0,0,FEEDLOT,205,OTHER,24866.84,0,70.62,152.26
2116-09,b95cd87131824347,CATTLE_DAIRY,188674,17957,41448,52228,25739926.99,22015.6,121.86,302.51,0,0,FREE_STALL,224,OTHER,62846.8,0,37.36,181.71
2116-10,afb5205ae870c2d2,CATTLE_DAIRY,71796,116414,71796,139020,30005157.03,21552.5,84.32,373.56,0,0,PASTURE,198,LAGOON,125807.86,0,67.28,127.47
2116-11,b9a0709b75d720a9,HOGS,144411,60695,92678,77509,0.0,0.0,160.96,216.69,0,0,OTHER,15,FIELD_APPLIED,199968.75,0,16.66,71.34
2116-12,7883a44abe2fd964,POULTRY,20712,58459,20712,38676,0.0,0.0,65.85,446.59,0,0,OTHER,298,COMPOST,66765.35,0,73.79,87.5
2117-01,702901a64463700b,CATTLE_BEEF,244827,112609,161704,8708,0.0,0.0,178.88,388.78,1,0,FEEDLOT,149,LAGOON,151051.76,0,72.53,252.41
2117-02,4871ed143505270c,CATTLE_DAIRY,114141,5421,44379,5357,127254751.08,19362.0,174.33,286.81,1,0,PASTURE,319,COMPOST,91765.34,1,83.95,283.99
2117-03,521a15b77944c94e,CATTLE_BEEF,69678,58346,60864,60967,0.0,0.0,61.06,405.4,0,0,FEEDLOT,48,DIGESTER,53570.2,0,53.66,72.87
2117-04,c7169bc3b2810a6e,POULTRY,133330,75596,96150,60991,0.0,0.0,83.36,408.86,1,0,FEEDLOT,248,DIGESTER,128618.47,0,61.16,134.37
2117-05,4f434b8ee65bc41a,POULTRY,93973,54406,93973,84249,0.0,0.0,101.96,417.7,0,0,PASTURE,361,OTHER,218490.84,1,55.78,205.2
2117-06,d8f3c668f61098c6,CATTLE_BEEF,226178,52803,96643,27879,0.0,0.0,102.64,405.8,1,0,PASTURE,2,COMPOST,67210.29,0,95.91,194.24
2117-07,7fc10078cd032d4b,CATTLE_DAIRY,203789,53558,59086,17213,141525655.49,21493.6,83.23,235.95,0,0,PASTURE,72,FIELD_APPLIED,72349.38,0,46.68,208.44
2117-08,442470da060ed6ba,POULTRY,225376,6515,50199,6227,0.0,0.0,86.21,145.71,0,0,FEEDLOT,360,FIELD_APPLIED,118119.16,0,5.84,256.9
2117-09,1b492acc75dd50cf,CATTLE_DAIRY,194897,3663,44096,77666,200319752.08,17267.7,165.47,27.71,1,0,FREE_STALL,214,DIGESTER,14526.37,0,52.78,90.47
2117-10,3842a7d7aa3ebf26,HOGS,233516,41616,60513,85050,0.0,0.0,96.32,99.93,0,0,PASTURE,143,FIELD_APPLIED,26987.81,0,70.96,214.05
2117-11,cc07da0ee73cf08b,SHEEP,2031,36278,2031,90568,0.0,0.0,148.19,405.56,0,0,CAGE_FREE,11,LAGOON,70219.41,0,11.35,113.29
2117-12,53e33d79ee33512b,CATTLE_BEEF,181570,89283,108575,46199,0.0,0.0,147.49,56.38,0,1,CAGE_FREE,232,DIGESTER,7283.69,0,64.79,132.48
2118-01,ac4f14b5c0323eff,HOGS,23218,63214,23218,136898,0.0,0.0,123.77,25.37,1,0,FREE_STALL,155,LAGOON,69739.3,0,28.23,188.29
2118-02,6c27bca3b6416e0d,SHEEP,6189,109259,6189,83298,0.0,0.0,166.08,254.77,0,0,BARN,4,COMPOST,19951.1,0,29.56,267.0
2118-03,db8c0c72d5de187e,CATTLE_BEEF,216485,55392,76484,102576,0.0,0.0,64.76,390.19,1,0,PASTURE,337,OTHER,184679.02,0,89.33,114.29
2118-04,994b2e2ffbc82f78,CATTLE_DAIRY,242647,117074,162421,134870,128378555.72,21454.2,180.26,199.5,1,0,CAGE_FREE,347,FIELD_APPLIED,78124.49,0,55.32,221.23
2118-05,c84ac726f42c6996,HOGS,81689,41056,81689,85083,0.0,0.0,181.82,25.45,1,0,CAGE_FREE,268,FIELD_APPLIED,246065.89,0,78.79,74.68
2118-06,7707894614e2ab29,HOGS,17615,83891,17615,116991,0.0,0.0,120.64,262.8,0,0,BARN,253,OTHER,14373.69,0,73.91,296.63
2118-07,325cfc5d992e8b83,HOGS,247068,112154,143737,149476,0.0,0.0,150.6,171.2,0,0,CAGE_FREE,129,OTHER,227396.81,0,60.73,280.29
2118-08,2bfe893e7b811b24,CATTLE_BEEF,76637,25355,52085,89263,0.0,0.0,62.14,233.71,0,0,CAGE_FREE,331,FIELD_APPLIED,142011.27,0,87.92,240.78
2118-09,bc01d3e07e0d0ad9,CATTLE_BEEF,187488,31596,80117,70066,0.0,0.0,119.98,345.72,1,0,FEEDLOT,198,DIGESTER,185918.0,0,97.27,57.06
2118-10,e388d2788a6bf1f0,HOGS,67847,116655,67847,99161,0.0,0.0,79.45,427.05,1,0,BARN,14,STACK,58385.47,0,97.32,284.79
2118-11,9894f3d9414ecc3e,SHEEP,105663,38295,44859,145500,0.0,0.0,167.75,122.43,1,0,FEEDLOT,350,FIELD_APPLIED,174719.66,0,88.28,260.79
2118-12,754f2e600c42db4f,CATTLE_DAIRY,151639,44250,65220,70448,243341170.76,15957.2,170.96,219.42,0,0,BARN,166,DIGESTER,90198.17,0,18.96,81.38
2119-01,c1e55640a61f99ba,CATTLE_BEEF,233824,12145,55103,138445,0.0,0.0,210.29,419.93,1,0,CAGE_FREE,184,STACK,38490.85,0,9.35,260.52
2119-02,7fcbbf848db8f074,CATTLE_BEEF,44611,87404,44611,90209,0.0,0.0,217.7,432.25,1,0,FEEDLOT,236,FIELD_APPLIED,43211.89,0,88.51,115.61
2119-03,9a12f239dbc02a44,POULTRY,148321,6682,36009,108211,0.0,0.0,106.02,194.49,0,0,CAGE_FREE,7,LAGOON,240213.66,0,30.13,266.83
2119-04,05c695cb9a5a0970,CATTLE_BEEF,97716,84934,97716,93136,0.0,0.0,178.87,330.07,1,0,CAGE_FREE,147,DIGESTER,141966.97,0,49.13,128.8
2119-05,678d7ede2232dbd2,GOATS,159727,40826,45100,56665,0.0,0.0,135.13,330.37,0,0,PASTURE,77,FIELD_APPLIED,151536.35,0,23.1,266.34
2119-06,fcc5e4e1b0b69d33,HOGS,109908,12863,39792,144665,0.0,0.0,135.54,216.41,0,0,PASTURE,309,FIELD_APPLIED,165806.54,0,41.66,281.91
2119-07,3c7ec183c7b2dece,CATTLE_DAIRY,11726,10616,11726,76634,22169514.66,20775.5,211.15,199.24,0,0,FREE_STALL,1,FIELD_APPLIED,181162.43,0,7.33,213.02
2119-08,18c6aeacd27ec18f,CATTLE_BEEF,151603,105005,130670,11659,0.0,0.0,104.02,395.35,0,0,PASTURE,250,FIELD_APPLIED,231929.09,1,97.71,188.5
2119-09,b2cf303c1a9ed759,CATTLE_BEEF,5936,45590,5936,2831,0.0,0.0,103.86,343.96,1,0,BARN,27,DIGESTER,107306.6,0,99.68,228.42
2119-10,42bae9fc92a5a419,CATTLE_DAIRY,47869,107978,47869,53237,214895454.46,18670.6,65.39,51.59,0,0,PASTURE,248,OTHER,163839.98,1,63.41,89.89
2119-11,58a69cbb1879b5d1,CATTLE_BEEF,243387,100991,148131,44530,0.0,0.0,115.6,411.69,0,0,FREE_STALL,104,STACK,71623.05,0,95.34,101.81
2119-12,449af373f978ccbf,CATTLE_DAIRY,100875,90782,100875,11288,10625463.87,14560.5,208.74,64.26,1,0,PASTURE,85,COMPOST,185633.95,0,72.25,79.04
2120-01,5b33e520cd48721c,POULTRY,103882,73375,103882,141667,0.0,0.0,111.21,238.64,1,0,PASTURE,142,OTHER,20113.29,0,86.8,273.94
2120-02,cc7b2c9a7b005caa,CATTLE_DAIRY,16713,84578,16713,110485,243513509.24,18540.9,171.19,165.67,1,0,BARN,76,STACK,48933.86,0,51.08,247.18
2120-03,2aede3635045a7ca,HOGS,103701,6977,36930,132470,0.0,0.0,145.22,281.74,1,0,FREE_STALL,79,LAGOON,11383.86,0,10.09,156.76
2120-04,37c3a4fb6648ead7,POULTRY,133411,49554,77177,138498,0.0,0.0,92.28,12.84,0,0,FREE_STALL,90,COMPOST,227870.07,0,23.03,192.86
2120-05,c033a7be248e82ce,HOGS,63778,49062,61947,110915,0.0,0.0,205.92,262.08,1,0,FEEDLOT,49,DIGESTER,188688.48,0,24.22,197.12
2120-06,1f269464004b42b0,HOGS,105174,28767,43438,13074,0.0,0.0,205.63,417.11,1,0,CAGE_FREE,205,OTHER,48382.26,0,51.71,178.07
2120-07,c720f2a892e801b0,CATTLE_DAIRY,232273,58842,85596,129768,158165607.98,20439.5,91.95,233.02,1,0,BARN,62,COMPOST,166998.37,0,14.82,42.69
2120-08,3eec578179159a73,CATTLE_DAIRY,121468,47173,89221,111399,216390499.78,16890.8,161.33,65.41,0,0,OTHER,89,STACK,137392.44,1,15.07,47.08
2120-09,33ead6b0123ecf2a,CATTLE_DAIRY,40336,61845,40336,47114,197995341.95,26369.6,197.07,268.67,1,1,CAGE_FREE,134,LAGOON,241853.03,0,27.5,81.9
2120-10,c7baf650f12f224b,POULTRY,39359,114786,39359,116705,0.0,0.0,190.75,242.2,0,0,FEEDLOT,257,FIELD_APPLIED,59756.33,0,6.01,291.33
2120-11,fb8257e7475c711f,CATTLE_BEEF,133462,24222,73784,145838,0.0,0.0,219.5,265.28,1,0,PASTURE,52,LAGOON,208202.52,0,44.31,205.21
2120-12,88e5110d6b8959ce,POULTRY,85975,117770,85975,7735,0.0,0.0,130.28,178.77,0,0,PASTURE,60,COMPOST,206032.33,0,42.47,207.58
2121-01,0914585dacbc8d26,CATTLE_BEEF,236887,78532,103840,134170,0.0,0.0,163.1,266.09,0,0,BARN,308,OTHER,134210.92,0,87.49,42.23
2121-02,7b4c25e97c44f5c2,CATTLE_DAIRY,209186,8047,28506,81467,95729968.01,12333.1,112.41,390.11,1,0,PASTURE,141,LAGOON,66044.88,0,64.78,129.38
2121-03,fd4946f97f9bde5b,POULTRY,123975,102646,119140,125729,0.0,0.0,213.58,197.84,1,0,BARN,171,OTHER,246855.23,0,16.4,223.8
2121-04,bd31baa5073d7a19,CATTLE_BEEF,84285,14690,51803,116568,0.0,0.0,114.42,65.41,0,0,FEEDLOT,263,FIELD_APPLIED,148439.52,1,66.01,131.41
2121-05,a1971eca3f73999e,SHEEP,23118,64733,23118,66872,0.0,0.0,100.47,375.87,0,0,FEEDLOT,266,FIELD_APPLIED,106240.69,0,36.98,313.42
2121-06,bd1ac951e5c2f27a,HOGS,125898,52083,101647,92142,0.0,0.0,67.44,9.47,0,0,PASTURE,138,OTHER,1389.79,0,43.92,219.71
2121-07,b679c045e47f59e5,CATTLE_BEEF,113562,43354,48085,27133,0.0,0.0,64.04,49.34,0,0,CAGE_FREE,202,COMPOST,234676.86,0,23.5,253.28
2121-08,0dec294fa5457122,HOGS,144914,71086,114661,106642,0.0,0.0,76.29,206.76,1,0,PASTURE,286,FIELD_APPLIED,7225.05,1,39.3,285.88
2121-09,ef10cdaaa7ec23ec,POULTRY,47217,100719,47217,30511,0.0,0.0,198.84,254.62,1,0,FEEDLOT,304,FIELD_APPLIED,62952.51,0,97.08,305.57
2121-10,c5558469d256957c,HOGS,234111,75064,82101,113864,0.0,0.0,69.22,158.28,0,0,FEEDLOT,338,COMPOST,236798.4,1,28.11,249.89
2121-11,0c14cc344a062b12,CATTLE_BEEF,19715,53709,19715,55128,0.0,0.0,111.51,125.81,0,0,FEEDLOT,286,OTHER,236552.8,0,7.26,252.77
2121-12,0597db106fe782dc,CATTLE_BEEF,61976,37482,61976,124913,0.0,0.0,99.44,116.71,1,0,FEEDLOT,250,COMPOST,120409.05,0,43.41,290.54
2122-01,9b38667407b8f783,CATTLE_BEEF,242531,37927,80521,110398,0.0,0.0,78.0,208.66,0,0,FEEDLOT,257,LAGOON,144454.78,0,96.06,247.27
2122-02,0d2b86712bad2240,POULTRY,17874,110291,17874,50432,0.0,0.0,77.7,124.75,1,0,CAGE_FREE,91,COMPOST,94164.18,1,60.66,159.44
