demo_nativity_estimate_year,demo_nativity_country_iso2,demo_nativity_region_nuts_code,demo_nativity_nativity_category,demo_nativity_country_of_birth_iso2,demo_nativity_year_of_arrival,demo_nativity_citizenship_class,demo_nativity_second_citizenship_iso2,demo_nativity_language_main_home,demo_nativity_language_secondary_home,demo_nativity_language_proficiency_level,demo_nativity_education_level_isc,demo_nativity_employment_status,demo_nativity_refugee_or_protection_flag,demo_nativity_family_reunification_flag,demo_nativity_remittance_sending_flag,demo_nativity_translation_need_indicator,demo_nativity_integration_policy_index_score,demo_nativity_eurostat_table_code,demo_nativity_cultural_linguistic_diversity_index
2026,RO,DE68,SECOND_GEN,LT,1985,EU,,HU,EL,B1,ISCED7_8,UNEMPLOYED,0,0,0,0,47.26,ilc_lvps08,0.8367
2018,AT,IT573,NATIVE_BORN,AT,,NON_EU,,ES,DE,A1,ISCED5_6,STUDENT,0,0,0,0,62.43,migr_imm8,0.5507
2019,CZ,IE81,FOREIGN_BORN,GR,1987,DUAL,,GA,,C2,ISCED3_4,INACTIVE,0,1,0,0,63.41,migr_pop1ctz,0.0744
2020,DE,PL2,SECOND_GEN,RO,1988,NATIONAL,,CS,ET,B2,ISCED0_2,EMPLOYED,0,0,0,0,77.79,migr_pop3ctb,0.518
2021,LV,SK10,NATIVE_BORN,LV,,EU,,IT,IT,A2,ISCED7_8,UNEMPLOYED,0,0,0,0,64.27,edat_lfse_03,0.417
2022,PL,CZ842,FOREIGN_BORN,LU,1990,NON_EU,,MT,FI,NATIVE,ISCED5_6,STUDENT,0,1,0,0,58.46,ilc_lvps08,0.817
2023,ES,CY63,SECOND_GEN,BE,1991,DUAL,,PT,,C1,ISCED3_4,INACTIVE,0,0,0,0,31.68,migr_imm8,0.7382
2024,HR,RO1,NATIVE_BORN,HR,,NATIONAL,,PL,,B1,ISCED0_2,EMPLOYED,0,0,0,0,90.33,migr_pop1ctz,0.8543
2025,FI,LV439,FOREIGN_BORN,SK,1993,EU,,SK,SK,A1,ISCED7_8,UNEMPLOYED,0,0,1,1,80.12,migr_pop3ctb,0.5063
2026,IE,RO818,SECOND_GEN,EE,1994,NON_EU,,BG,FI,C2,ISCED5_6,STUDENT,0,0,0,0,56.71,edat_lfse_03,0.8735
2018,MT,MT1,NATIVE_BORN,MT,,DUAL,ES,RO,LT,B2,ISCED3_4,INACTIVE,0,0,0,0,48.87,ilc_lvps08,0.3429
2019,SK,GR86,FOREIGN_BORN,BG,1996,NATIONAL,,SL,EL,A2,ISCED0_2,EMPLOYED,0,0,0,1,85.98,migr_imm8,0.6752
2020,BE,SK1,SECOND_GEN,IE,1997,EU,,HR,RO,NATIVE,ISCED7_8,UNEMPLOYED,0,0,0,0,78.09,migr_pop1ctz,0.7832
2021,DK,DK206,NATIVE_BORN,DK,,NON_EU,,NL,HR,C1,ISCED5_6,STUDENT,0,0,0,0,67.88,migr_pop3ctb,0.2967
2022,GR,HU48,FOREIGN_BORN,FI,1999,DUAL,,CY,,B1,ISCED3_4,INACTIVE,0,1,0,1,75.5,edat_lfse_03,0.1731
2023,LT,FR18,SECOND_GEN,NL,2000,NATIONAL,,DA,,A1,ISCED0_2,EMPLOYED,0,0,0,0,40.74,ilc_lvps08,0.7202
2024,PT,FR38,NATIVE_BORN,PT,,EU,,SV,EN,C2,ISCED7_8,UNEMPLOYED,0,0,0,0,69.04,migr_imm8,0.1905
2025,SE,EE45,FOREIGN_BORN,IT,2002,NON_EU,,EN,SK,B2,ISCED5_6,STUDENT,0,0,0,0,73.59,migr_pop1ctz,0.7659
2026,CY,DK937,SECOND_GEN,ES,2003,DUAL,PT,ET,EN,A2,ISCED3_4,INACTIVE,0,0,0,1,48.59,migr_pop3ctb,0.105
2018,FR,IT644,NATIVE_BORN,FR,,NATIONAL,,FI,ES,NATIVE,ISCED0_2,EMPLOYED,0,0,0,0,27.04,edat_lfse_03,0.803
2019,IT,MT3,FOREIGN_BORN,PL,2005,EU,,DE,EN,C1,ISCED7_8,UNEMPLOYED,0,0,0,0,69.11,ilc_lvps08,0.4961
2020,NL,MT8,SECOND_GEN,CY,2006,NON_EU,,LV,BG,B1,ISCED5_6,STUDENT,0,0,0,1,84.88,migr_imm8,0.268
2021,SI,PL9,NATIVE_BORN,SI,,DUAL,PT,EL,HR,A1,ISCED3_4,INACTIVE,0,0,0,0,38.77,migr_pop1ctz,0.4128
2022,BG,IT19,FOREIGN_BORN,SE,2008,NATIONAL,,FR,ES,C2,ISCED0_2,EMPLOYED,0,0,0,0,82.26,migr_pop3ctb,0.4742
2023,EE,HR333,SECOND_GEN,DE,2009,EU,,LT,DA,B2,ISCED7_8,UNEMPLOYED,0,0,0,0,73.22,edat_lfse_03,0.8969
2024,HU,FR201,NATIVE_BORN,HU,,NON_EU,,HU,SV,A2,ISCED5_6,STUDENT,0,0,0,0,72.18,ilc_lvps08,0.2511
2025,LU,LV69,FOREIGN_BORN,CZ,2011,DUAL,IT,ES,FI,NATIVE,ISCED3_4,INACTIVE,0,0,1,0,85.86,migr_imm8,0.7326
2026,RO,DE4,SECOND_GEN,LT,2012,NATIONAL,,GA,PT,C1,ISCED0_2,EMPLOYED,0,0,0,0,65.38,migr_pop1ctz,0.1299
2018,AT,SK11,NATIVE_BORN,AT,,EU,,CS,DA,B1,ISCED7_8,UNEMPLOYED,0,0,0,0,28.59,migr_pop3ctb,0.8414
2019,CZ,BG531,FOREIGN_BORN,GR,2014,NON_EU,,IT,,A1,ISCED5_6,STUDENT,0,0,0,0,76.73,edat_lfse_03,0.6243
2020,DE,AT85,SECOND_GEN,RO,2015,DUAL,AT,MT,SV,C2,ISCED3_4,INACTIVE,0,0,0,0,87.26,ilc_lvps08,0.8752
2021,LV,GR299,NATIVE_BORN,LV,,NATIONAL,,PT,,B2,ISCED0_2,EMPLOYED,0,0,0,0,38.43,migr_imm8,0.8115
2022,PL,CZ722,FOREIGN_BORN,LU,2017,EU,,PL,ET,A2,ISCED7_8,UNEMPLOYED,0,0,1,0,33.44,migr_pop1ctz,0.4743
2023,ES,CY16,SECOND_GEN,BE,2018,NON_EU,,SK,,NATIVE,ISCED5_6,STUDENT,0,0,0,0,88.38,migr_pop3ctb,0.5851
2024,HR,CZ64,NATIVE_BORN,HR,,DUAL,BG,BG,SK,C1,ISCED3_4,INACTIVE,0,0,0,0,69.24,edat_lfse_03,0.9212
2025,FI,SK47,FOREIGN_BORN,SK,2020,NATIONAL,,RO,LV,B1,ISCED0_2,EMPLOYED,1,0,0,1,53.37,ilc_lvps08,0.5174
2026,IE,ES27,SECOND_GEN,EE,2021,EU,,SL,LV,A1,ISCED7_8,UNEMPLOYED,0,0,0,0,29.83,migr_imm8,0.077
2018,MT,CZ196,NATIVE_BORN,MT,,NON_EU,,HR,,C2,ISCED5_6,STUDENT,0,0,0,0,30.58,migr_pop1ctz,0.3638
2019,SK,RO475,FOREIGN_BORN,BG,2023,DUAL,AT,NL,HR,B2,ISCED3_4,INACTIVE,0,0,0,0,26.53,migr_pop3ctb,0.2485
2020,BE,HR354,SECOND_GEN,IE,2024,NATIONAL,,CY,SK,A2,ISCED0_2,EMPLOYED,0,0,0,0,31.53,edat_lfse_03,0.7845
2021,DK,FR2,NATIVE_BORN,DK,,EU,,DA,LT,NATIVE,ISCED7_8,UNEMPLOYED,0,0,0,0,84.14,ilc_lvps08,0.0701
2022,GR,IE836,FOREIGN_BORN,FI,2026,NON_EU,,SV,HR,C1,ISCED5_6,STUDENT,0,0,0,0,38.59,migr_imm8,0.8514
2023,LT,SI291,SECOND_GEN,NL,1980,DUAL,,EN,,B1,ISCED3_4,INACTIVE,0,0,0,1,47.16,migr_pop1ctz,0.4502
2024,PT,NL796,NATIVE_BORN,PT,,NATIONAL,,ET,,A1,ISCED0_2,EMPLOYED,0,0,0,0,87.01,migr_pop3ctb,0.669
2025,SE,HR441,FOREIGN_BORN,IT,1982,EU,,FI,BG,C2,ISCED7_8,UNEMPLOYED,0,0,0,0,65.42,edat_lfse_03,0.16
2026,CY,LV928,SECOND_GEN,ES,1983,NON_EU,,DE,HU,B2,ISCED5_6,STUDENT,0,0,0,0,78.57,ilc_lvps08,0.7465
2018,FR,LT867,NATIVE_BORN,FR,,DUAL,,LV,ES,A2,ISCED3_4,INACTIVE,0,0,0,0,87.99,migr_imm8,0.4419
2019,IT,FR379,FOREIGN_BORN,PL,1985,NATIONAL,,EL,LT,NATIVE,ISCED0_2,EMPLOYED,0,0,0,0,88.09,migr_pop1ctz,0.5336
2020,NL,SI883,SECOND_GEN,CY,1986,EU,,FR,IT,C1,ISCED7_8,UNEMPLOYED,0,0,0,0,42.04,migr_pop3ctb,0.7057
2021,SI,SI439,NATIVE_BORN,SI,,NON_EU,,LT,LV,B1,ISCED5_6,STUDENT,0,0,0,0,80.79,edat_lfse_03,0.826
2022,BG,LU598,FOREIGN_BORN,SE,1988,DUAL,CY,HU,CY,A1,ISCED3_4,INACTIVE,0,1,0,0,42.06,ilc_lvps08,0.5549
2023,EE,PL323,SECOND_GEN,DE,1989,NATIONAL,,ES,,C2,ISCED0_2,EMPLOYED,0,0,0,0,32.47,migr_imm8,0.0664
2024,HU,BG268,NATIVE_BORN,HU,,EU,,GA,FI,B2,ISCED7_8,UNEMPLOYED,0,0,0,0,47.6,migr_pop1ctz,0.8293
2025,LU,BG963,FOREIGN_BORN,CZ,1991,NON_EU,,CS,LT,A2,ISCED5_6,STUDENT,0,1,0,1,77.58,migr_pop3ctb,0.2022
2026,RO,ES600,SECOND_GEN,LT,1992,DUAL,LV,IT,CY,NATIVE,ISCED3_4,INACTIVE,0,0,0,0,54.08,edat_lfse_03,0.7156
2018,AT,CZ515,NATIVE_BORN,AT,,NATIONAL,,MT,HR,C1,ISCED0_2,EMPLOYED,0,0,0,0,38.04,ilc_lvps08,0.3546
2019,CZ,DK812,FOREIGN_BORN,GR,1994,EU,,PT,BG,B1,ISCED7_8,UNEMPLOYED,0,1,1,1,52.35,migr_imm8,0.3665
2020,DE,EE711,SECOND_GEN,RO,1995,NON_EU,,PL,PL,A1,ISCED5_6,STUDENT,0,0,0,1,56.91,migr_pop1ctz,0.1702
2021,LV,NL375,NATIVE_BORN,LV,,DUAL,,SK,MT,C2,ISCED3_4,INACTIVE,0,0,0,0,44.65,migr_pop3ctb,0.1888
2022,PL,SK756,FOREIGN_BORN,LU,1997,NATIONAL,,BG,,B2,ISCED0_2,EMPLOYED,0,0,0,0,63.43,edat_lfse_03,0.9118
2023,ES,DK998,SECOND_GEN,BE,1998,EU,,RO,HU,A2,ISCED7_8,UNEMPLOYED,0,0,0,1,71.28,ilc_lvps08,0.3195
2024,HR,BG905,NATIVE_BORN,HR,,NON_EU,,SL,SK,NATIVE,ISCED5_6,STUDENT,0,0,0,0,43.16,migr_imm8,0.8941
2025,FI,MT204,FOREIGN_BORN,SK,2000,DUAL,SK,HR,PL,C1,ISCED3_4,INACTIVE,0,0,0,0,52.33,migr_pop1ctz,0.273
2026,IE,LU341,SECOND_GEN,EE,2001,NATIONAL,,NL,PT,B1,ISCED0_2,EMPLOYED,0,0,0,1,89.63,migr_pop3ctb,0.0547
2018,MT,SK403,NATIVE_BORN,MT,,EU,,CY,HU,A1,ISCED7_8,UNEMPLOYED,0,0,0,0,90.99,edat_lfse_03,0.4942
2019,SK,CZ858,FOREIGN_BORN,BG,2003,NON_EU,,DA,HR,C2,ISCED5_6,STUDENT,0,0,0,0,28.82,ilc_lvps08,0.6076
2020,BE,BG591,SECOND_GEN,IE,2004,DUAL,AT,SV,GA,B2,ISCED3_4,INACTIVE,0,0,0,0,65.08,migr_imm8,0.3641
2021,DK,PL1,NATIVE_BORN,DK,,NATIONAL,,EN,,A2,ISCED0_2,EMPLOYED,0,0,0,0,88.12,migr_pop1ctz,0.894
2022,GR,BG4,FOREIGN_BORN,FI,2006,EU,,ET,FR,NATIVE,ISCED7_8,UNEMPLOYED,0,0,0,0,78.28,migr_pop3ctb,0.915
2023,LT,RO64,SECOND_GEN,NL,2007,NON_EU,,FI,IT,C1,ISCED5_6,STUDENT,0,0,0,0,55.49,edat_lfse_03,0.5496
2024,PT,FI8,NATIVE_BORN,PT,,DUAL,HU,DE,,B1,ISCED3_4,INACTIVE,0,0,0,0,70.64,ilc_lvps08,0.0597
2025,SE,BE441,FOREIGN_BORN,IT,2009,NATIONAL,,LV,PT,A1,ISCED0_2,EMPLOYED,0,0,1,1,40.86,migr_imm8,0.3557
2026,CY,RO292,SECOND_GEN,ES,2010,EU,,EL,IT,C2,ISCED7_8,UNEMPLOYED,0,0,0,0,66.89,migr_pop1ctz,0.4674
2018,FR,SE6,NATIVE_BORN,FR,,NON_EU,,FR,MT,B2,ISCED5_6,STUDENT,0,0,0,0,88.87,migr_pop3ctb,0.6578
2019,IT,CY9,FOREIGN_BORN,PL,2012,DUAL,PT,LT,SV,A2,ISCED3_4,INACTIVE,0,0,0,1,71.18,edat_lfse_03,0.595
2020,NL,HR3,SECOND_GEN,CY,2013,NATIONAL,,HU,EL,NATIVE,ISCED0_2,EMPLOYED,0,0,0,0,30.45,ilc_lvps08,0.7863
2021,SI,SI61,NATIVE_BORN,SI,,EU,,ES,,C1,ISCED7_8,UNEMPLOYED,0,0,0,0,81.45,migr_imm8,0.1102
2022,BG,SE993,FOREIGN_BORN,SE,2015,NON_EU,,GA,EN,B1,ISCED5_6,STUDENT,0,0,0,1,46.39,migr_pop1ctz,0.6591
2023,EE,GR40,SECOND_GEN,DE,2016,DUAL,SI,CS,FI,A1,ISCED3_4,INACTIVE,0,0,0,0,56.1,migr_pop3ctb,0.1598
2024,HU,PT92,NATIVE_BORN,HU,,NATIONAL,,IT,ET,C2,ISCED0_2,EMPLOYED,0,0,0,0,74.19,edat_lfse_03,0.5757
2025,LU,IT4,FOREIGN_BORN,CZ,2018,EU,,MT,HR,B2,ISCED7_8,UNEMPLOYED,0,0,0,0,25.22,ilc_lvps08,0.15
2026,RO,RO131,SECOND_GEN,LT,2019,NON_EU,,PT,HU,A2,ISCED5_6,STUDENT,0,0,0,0,31.1,migr_imm8,0.2881
2018,AT,EE73,NATIVE_BORN,AT,,DUAL,LV,PL,PT,NATIVE,ISCED3_4,INACTIVE,0,0,0,0,57.28,migr_pop1ctz,0.3904
2019,CZ,EE4,FOREIGN_BORN,GR,2021,NATIONAL,,SK,LT,C1,ISCED0_2,EMPLOYED,0,0,0,0,48.67,migr_pop3ctb,0.2691
2020,DE,BE901,SECOND_GEN,RO,2022,EU,,BG,,B1,ISCED7_8,UNEMPLOYED,0,0,0,1,33.23,edat_lfse_03,0.7746
2021,LV,FI56,NATIVE_BORN,LV,,NON_EU,,RO,FI,A1,ISCED5_6,STUDENT,0,0,0,0,54.34,ilc_lvps08,0.0726
2022,PL,BE8,FOREIGN_BORN,LU,2024,DUAL,,SL,,C2,ISCED3_4,INACTIVE,0,0,0,0,40.8,migr_imm8,0.4185
2023,ES,HU4,SECOND_GEN,BE,2025,NATIONAL,,HR,,B2,ISCED0_2,EMPLOYED,0,0,0,0,85.55,migr_pop1ctz,0.1314
2024,HR,HU5,NATIVE_BORN,HR,,EU,,NL,CY,A2,ISCED7_8,UNEMPLOYED,0,0,0,0,49.75,migr_pop3ctb,0.7847
2025,FI,BG6,FOREIGN_BORN,SK,1980,NON_EU,,CY,ET,NATIVE,ISCED5_6,STUDENT,1,0,1,0,66.15,edat_lfse_03,0.812
2026,IE,CY21,SECOND_GEN,EE,1981,DUAL,,DA,,C1,ISCED3_4,INACTIVE,0,0,0,0,49.41,ilc_lvps08,0.189
2018,MT,FI2,NATIVE_BORN,MT,,NATIONAL,,SV,DA,B1,ISCED0_2,EMPLOYED,0,0,0,0,55.4,migr_imm8,0.7979
2019,SK,LU2,FOREIGN_BORN,BG,1983,EU,,EN,SL,A1,ISCED7_8,UNEMPLOYED,0,0,1,1,48.7,migr_pop1ctz,0.5429
2020,BE,FR15,SECOND_GEN,IE,1984,NON_EU,,ET,,C2,ISCED5_6,STUDENT,0,0,0,0,89.89,migr_pop3ctb,0.9448
2021,DK,IE3,NATIVE_BORN,DK,,DUAL,LT,FI,,B2,ISCED3_4,INACTIVE,0,0,0,0,62.64,edat_lfse_03,0.0793
2022,GR,GR43,FOREIGN_BORN,FI,1986,NATIONAL,,DE,ES,A2,ISCED0_2,EMPLOYED,0,0,1,1,60.5,ilc_lvps08,0.0983
2023,LT,DE2,SECOND_GEN,NL,1987,EU,,LV,EL,NATIVE,ISCED7_8,UNEMPLOYED,0,0,0,0,75.42,migr_imm8,0.657
2024,PT,MT5,NATIVE_BORN,PT,,NON_EU,,EL,,C1,ISCED5_6,STUDENT,0,0,0,0,77.72,migr_pop1ctz,0.9272
2025,SE,PT5,FOREIGN_BORN,IT,1989,DUAL,,FR,EL,B1,ISCED3_4,INACTIVE,0,1,0,1,62.37,migr_pop3ctb,0.644
2026,CY,NL568,SECOND_GEN,ES,1990,NATIONAL,,LT,LT,A1,ISCED0_2,EMPLOYED,0,0,0,0,34.4,edat_lfse_03,0.54
2018,FR,IT487,NATIVE_BORN,FR,,EU,,HU,LT,C2,ISCED7_8,UNEMPLOYED,0,0,0,0,42.52,ilc_lvps08,0.4447
2019,IT,CY1,FOREIGN_BORN,PL,1992,NON_EU,,ES,EN,B2,ISCED5_6,STUDENT,0,0,1,0,36.26,migr_imm8,0.7086
2020,NL,EE9,SECOND_GEN,CY,1993,DUAL,DK,GA,HR,A2,ISCED3_4,INACTIVE,0,0,0,1,61.12,migr_pop1ctz,0.852
2021,SI,SE968,NATIVE_BORN,SI,,NATIONAL,,CS,,NATIVE,ISCED0_2,EMPLOYED,0,0,0,0,65.61,migr_pop3ctb,0.2207
2022,BG,IT5,FOREIGN_BORN,SE,1995,EU,,IT,SK,C1,ISCED7_8,UNEMPLOYED,0,0,1,0,85.55,edat_lfse_03,0.5495
2023,EE,RO4,SECOND_GEN,DE,1996,NON_EU,,MT,,B1,ISCED5_6,STUDENT,0,0,0,1,64.02,ilc_lvps08,0.2116
2024,HU,RO7,NATIVE_BORN,HU,,DUAL,NL,PT,GA,A1,ISCED3_4,INACTIVE,0,0,0,0,49.52,migr_imm8,0.5113
2025,LU,LV5,FOREIGN_BORN,CZ,1998,NATIONAL,,PL,LV,C2,ISCED0_2,EMPLOYED,0,0,0,0,56.17,migr_pop1ctz,0.5869
2026,RO,MT116,SECOND_GEN,LT,1999,EU,,SK,HU,B2,ISCED7_8,UNEMPLOYED,0,0,0,0,50.66,migr_pop3ctb,0.5186
2018,AT,FI51,NATIVE_BORN,AT,,NON_EU,,BG,,A2,ISCED5_6,STUDENT,0,0,0,0,88.17,edat_lfse_03,0.3401
2019,CZ,DK3,FOREIGN_BORN,GR,2001,DUAL,PT,RO,PT,NATIVE,ISCED3_4,INACTIVE,0,1,0,0,85.05,ilc_lvps08,0.9375
2020,DE,HR149,SECOND_GEN,RO,2002,NATIONAL,,SL,FI,C1,ISCED0_2,EMPLOYED,0,0,0,0,60.22,migr_imm8,0.5472
2021,LV,GR751,NATIVE_BORN,LV,,EU,,HR,SL,B1,ISCED7_8,UNEMPLOYED,0,0,0,0,43.02,migr_pop1ctz,0.8298
2022,PL,CZ949,FOREIGN_BORN,LU,2004,NON_EU,,NL,EN,A1,ISCED5_6,STUDENT,0,0,1,1,44.06,migr_pop3ctb,0.8831
2023,ES,LV37,SECOND_GEN,BE,2005,DUAL,ES,CY,FI,C2,ISCED3_4,INACTIVE,0,0,0,0,33.29,edat_lfse_03,0.0543
2024,HR,EE778,NATIVE_BORN,HR,,NATIONAL,,DA,,B2,ISCED0_2,EMPLOYED,0,0,0,0,84.25,ilc_lvps08,0.3791
2025,FI,RO5,FOREIGN_BORN,SK,2007,EU,,SV,,A2,ISCED7_8,UNEMPLOYED,0,0,0,0,60.06,migr_imm8,0.6761
2026,IE,SK6,SECOND_GEN,EE,2008,NON_EU,,EN,,NATIVE,ISCED5_6,STUDENT,0,0,0,0,33.98,migr_pop1ctz,0.8209
2018,MT,FR6,NATIVE_BORN,MT,,DUAL,IT,ET,,C1,ISCED3_4,INACTIVE,0,0,0,0,86.64,migr_pop3ctb,0.8731
2019,SK,HR5,FOREIGN_BORN,BG,2010,NATIONAL,,FI,,B1,ISCED0_2,EMPLOYED,0,0,0,0,27.41,edat_lfse_03,0.1807
2020,BE,PL122,SECOND_GEN,IE,2011,EU,,DE,LT,A1,ISCED7_8,UNEMPLOYED,0,0,0,1,69.9,ilc_lvps08,0.7067
2021,DK,IT59,NATIVE_BORN,DK,,NON_EU,,LV,CS,C2,ISCED5_6,STUDENT,0,0,0,0,90.11,migr_imm8,0.1347
2022,GR,PT3,FOREIGN_BORN,FI,2013,DUAL,LU,EL,DE,B2,ISCED3_4,INACTIVE,0,0,0,0,29.03,migr_pop1ctz,0.3887
2023,LT,RO81,SECOND_GEN,NL,2014,NATIONAL,,FR,NL,A2,ISCED0_2,EMPLOYED,0,0,0,0,41.42,migr_pop3ctb,0.7118
2024,PT,LT871,NATIVE_BORN,PT,,EU,,LT,SK,NATIVE,ISCED7_8,UNEMPLOYED,0,0,0,0,86.82,edat_lfse_03,0.4098
2025,SE,LT842,FOREIGN_BORN,IT,2016,NON_EU,,HU,SV,C1,ISCED5_6,STUDENT,0,0,1,0,62.71,ilc_lvps08,0.7091
2026,CY,IE846,SECOND_GEN,ES,2017,DUAL,,ES,,B1,ISCED3_4,INACTIVE,0,0,0,0,26.51,migr_imm8,0.7089
2018,FR,PT860,NATIVE_BORN,FR,,NATIONAL,,GA,PL,A1,ISCED0_2,EMPLOYED,0,0,0,0,36.92,migr_pop1ctz,0.4049
2019,IT,RO20,FOREIGN_BORN,PL,2019,EU,,CS,HR,C2,ISCED7_8,UNEMPLOYED,0,0,1,0,64.81,migr_pop3ctb,0.2504
2020,NL,SE8,SECOND_GEN,CY,2020,NON_EU,,IT,IT,B2,ISCED5_6,STUDENT,0,0,0,0,69.23,edat_lfse_03,0.2683
2021,SI,DK921,NATIVE_BORN,SI,,DUAL,SE,MT,,A2,ISCED3_4,INACTIVE,0,0,0,0,72.7,ilc_lvps08,0.5351
2022,BG,LU775,FOREIGN_BORN,SE,2022,NATIONAL,,PT,,NATIVE,ISCED0_2,EMPLOYED,0,0,0,0,34.34,migr_imm8,0.7528
2023,EE,PT370,SECOND_GEN,DE,2023,EU,,PL,IT,C1,ISCED7_8,UNEMPLOYED,0,0,0,0,42.27,migr_pop1ctz,0.5733
2024,HU,ES69,NATIVE_BORN,HU,,NON_EU,,SK,SL,B1,ISCED5_6,STUDENT,0,0,0,0,53.45,migr_pop3ctb,0.8519
2025,LU,IE2,FOREIGN_BORN,CZ,2025,DUAL,EE,BG,BG,A1,ISCED3_4,INACTIVE,0,0,0,1,87.09,edat_lfse_03,0.6117
2026,RO,EE792,SECOND_GEN,LT,2026,NATIONAL,,RO,,C2,ISCED0_2,EMPLOYED,0,0,0,0,60.36,ilc_lvps08,0.9486
2018,AT,IT574,NATIVE_BORN,AT,,EU,,SL,,B2,ISCED7_8,UNEMPLOYED,0,0,0,0,80.22,migr_imm8,0.6282
2019,CZ,RO84,FOREIGN_BORN,GR,1981,NON_EU,,HR,,A2,ISCED5_6,STUDENT,0,0,0,1,66.82,migr_pop1ctz,0.9301
2020,DE,FI1,SECOND_GEN,RO,1982,DUAL,PT,NL,,NATIVE,ISCED3_4,INACTIVE,0,0,0,0,44.15,migr_pop3ctb,0.4624
2021,LV,PL147,NATIVE_BORN,LV,,NATIONAL,,CY,,C1,ISCED0_2,EMPLOYED,0,0,0,0,82.87,edat_lfse_03,0.4006
2022,PL,GR942,FOREIGN_BORN,LU,1984,EU,,DA,,B1,ISCED7_8,UNEMPLOYED,0,0,1,0,48.0,ilc_lvps08,0.6185
2023,ES,BG14,SECOND_GEN,BE,1985,NON_EU,,SV,LV,A1,ISCED5_6,STUDENT,0,0,0,0,48.54,migr_imm8,0.1231
2024,HR,RO71,NATIVE_BORN,HR,,DUAL,DE,EN,,C2,ISCED3_4,INACTIVE,0,0,0,0,76.78,migr_pop1ctz,0.6631
2025,FI,SK361,FOREIGN_BORN,SK,1987,NATIONAL,,ET,BG,B2,ISCED0_2,EMPLOYED,0,1,0,0,84.65,migr_pop3ctb,0.4613
2026,IE,HR685,SECOND_GEN,EE,1988,EU,,FI,,A2,ISCED7_8,UNEMPLOYED,0,0,0,1,83.09,edat_lfse_03,0.7338
2018,MT,BG493,NATIVE_BORN,MT,,NON_EU,,DE,SK,NATIVE,ISCED5_6,STUDENT,0,0,0,0,74.78,ilc_lvps08,0.0645
2019,SK,AT49,FOREIGN_BORN,BG,1990,DUAL,,LV,,C1,ISCED3_4,INACTIVE,0,0,0,0,86.27,migr_imm8,0.5933
2020,BE,IT99,SECOND_GEN,IE,1991,NATIONAL,,EL,EL,B1,ISCED0_2,EMPLOYED,0,0,0,0,40.2,migr_pop1ctz,0.5703
2021,DK,LV71,NATIVE_BORN,DK,,EU,,FR,NL,A1,ISCED7_8,UNEMPLOYED,0,0,0,0,81.24,migr_pop3ctb,0.8916
2022,GR,NL578,FOREIGN_BORN,FI,1993,NON_EU,,LT,MT,C2,ISCED5_6,STUDENT,0,1,0,0,32.91,edat_lfse_03,0.9497
2023,LT,DE76,SECOND_GEN,NL,1994,DUAL,,HU,ET,B2,ISCED3_4,INACTIVE,0,0,0,0,66.04,ilc_lvps08,0.6228
2024,PT,IE6,NATIVE_BORN,PT,,NATIONAL,,ES,LT,A2,ISCED0_2,EMPLOYED,0,0,0,0,83.21,migr_imm8,0.1061
2025,SE,GR704,FOREIGN_BORN,IT,1996,EU,,GA,MT,NATIVE,ISCED7_8,UNEMPLOYED,1,1,0,0,86.19,migr_pop1ctz,0.7532
2026,CY,MT7,SECOND_GEN,ES,1997,NON_EU,,CS,GA,C1,ISCED5_6,STUDENT,0,0,0,0,83.76,migr_pop3ctb,0.2326
2018,FR,AT3,NATIVE_BORN,FR,,DUAL,SK,IT,,B1,ISCED3_4,INACTIVE,0,0,0,0,67.07,edat_lfse_03,0.0748
2019,IT,DE6,FOREIGN_BORN,PL,1999,NATIONAL,,MT,FR,A1,ISCED0_2,EMPLOYED,0,0,0,1,34.29,ilc_lvps08,0.4213
2020,NL,IT779,SECOND_GEN,CY,2000,EU,,PT,,C2,ISCED7_8,UNEMPLOYED,0,0,0,0,45.35,migr_imm8,0.0848
2021,SI,HU103,NATIVE_BORN,SI,,NON_EU,,PL,ET,B2,ISCED5_6,STUDENT,0,0,0,0,86.54,migr_pop1ctz,0.4458
2022,BG,SK32,FOREIGN_BORN,SE,2002,DUAL,,SK,EL,A2,ISCED3_4,INACTIVE,0,0,0,1,64.88,migr_pop3ctb,0.4876
2023,EE,AT25,SECOND_GEN,DE,2003,NATIONAL,,BG,,NATIVE,ISCED0_2,EMPLOYED,0,0,0,0,54.79,edat_lfse_03,0.7927
2024,HU,MT91,NATIVE_BORN,HU,,EU,,RO,IT,C1,ISCED7_8,UNEMPLOYED,0,0,0,0,31.85,ilc_lvps08,0.8621
2025,LU,NL2,FOREIGN_BORN,CZ,2005,NON_EU,,SL,,B1,ISCED5_6,STUDENT,0,0,0,1,86.73,migr_imm8,0.5946
2026,RO,BG84,SECOND_GEN,LT,2006,DUAL,,HR,RO,A1,ISCED3_4,INACTIVE,0,0,0,0,63.62,migr_pop1ctz,0.7452
2018,AT,NL967,NATIVE_BORN,AT,,NATIONAL,,NL,NL,C2,ISCED0_2,EMPLOYED,0,0,0,0,89.92,migr_pop3ctb,0.3213
2019,CZ,BE25,FOREIGN_BORN,GR,2008,EU,,CY,EN,B2,ISCED7_8,UNEMPLOYED,0,0,1,0,55.58,edat_lfse_03,0.8714
