labor_indmix_establishment_year,labor_indmix_district_business_pattern_code,labor_indmix_industry_nic_4,labor_indmix_establishment_size_class,labor_indmix_employment_march,labor_indmix_employment_annual_avg,labor_indmix_payroll_q1,labor_indmix_payroll_annual,labor_indmix_average_weekly_wage,labor_indmix_job_creation_count,labor_indmix_job_destruction_count,labor_indmix_churn_rate_pct,labor_indmix_new_establishment_count,labor_indmix_closures_count,labor_indmix_multiunit_share_pct,labor_indmix_women_owned_share_pct,labor_indmix_minority_owned_share_pct,labor_indmix_veteran_owned_share_pct,labor_indmix_rural_urban_class,labor_indmix_confidentiality_flag
2014,DBP101159,5457,20_49,4133,4344,984160619.62,4190827779.84,18552.68,65,772,19.268,148,135,37.86,40.0,6.91,3.3,Metro,Y
2025,DBP101160,5929,250_499,498,622,233247262.07,1012037938.08,31289.82,84,303,62.219,306,199,46.41,9.94,61.39,18.75,Metro,Y
2018,DBP101161,1065,1_4,904,818,142050952.31,532473729.84,12518.19,36,676,87.042,52,197,27.12,50.49,11.59,4.77,PeriUrban,Y
2010,DBP101162,5417,50_99,2742,3130,163299867.57,638465162.4,3922.74,769,741,48.243,120,85,43.4,11.02,58.51,7.27,Metro,N
2014,DBP101163,8088,1_4,1540,1661,800890240.01,3296792464.68,38169.69,437,46,29.079,150,153,4.15,46.62,0.31,14.86,Rural,Y
2017,DBP101164,0658,250_499,2043,2004,677736325.98,2939104315.68,28204.21,314,798,55.489,10,262,33.75,28.71,20.44,4.57,Metro,N
2011,DBP101165,5441,100_249,2646,2574,621080453.71,2540168682.48,18978.01,569,292,33.45,261,16,8.5,44.05,63.36,2.94,Urban,N
2014,DBP101166,4893,10_19,3191,3222,804681578.18,3309712763.76,19754.29,44,775,25.419,23,299,65.78,36.6,33.19,17.12,Rural,Y
2020,DBP101167,2199,5_9,119,138,62393254.39,233760855.12,32575.37,131,27,114.493,339,161,15.98,59.96,12.53,14.12,Rural,N
2014,DBP101168,3786,250_499,2540,2553,1305980628.85,5056926948.84,38091.89,482,103,22.914,316,255,44.53,1.77,29.56,0.58,Urban,N
2012,DBP101169,8144,50_99,1870,2045,904491135.21,3397676783.8,31951.07,428,297,35.452,148,12,13.14,35.97,5.3,9.9,Rural,Y
2016,DBP101170,9526,500_plus,4524,4998,1261944988.81,5068710104.64,19502.84,400,727,22.549,9,61,34.33,18.67,16.38,8.33,PeriUrban,N
2022,DBP101171,6019,20_49,3422,3907,1320628154.89,5136816860.76,25284.09,394,309,17.993,218,17,27.9,14.06,50.84,17.53,Metro,Y
2023,DBP101172,2032,5_9,1909,1920,453128793.34,1825871923.2,18287.98,604,98,36.562,311,22,49.55,37.72,57.89,2.85,PeriUrban,Y
2022,DBP101173,1262,50_99,2763,2962,1311024117.34,4894161887.68,31775.32,204,688,30.115,174,233,33.42,18.22,53.46,10.93,Rural,Y
2011,DBP101174,5994,250_499,2044,2359,214869255.01,815089606.24,6644.68,363,744,46.927,68,123,63.52,50.38,57.33,7.45,Urban,Y
2018,DBP101175,3232,1_4,2340,2352,839242590.3,3258421944.96,26641.99,758,187,40.179,325,130,12.64,25.38,43.11,13.0,Metro,Y
2010,DBP101176,9818,20_49,3597,3892,1528449624.62,5619655219.36,27767.29,732,377,28.494,102,282,55.6,10.34,3.99,18.49,Urban,Y
2014,DBP101177,0765,5_9,4448,4786,1882971489.78,7043368780.24,28301.17,799,53,17.802,306,0,49.98,31.4,24.26,2.63,Metro,Y
2022,DBP101178,3738,500_plus,4894,4939,2718439078.21,11355953077.04,44216.18,527,197,14.659,148,292,48.28,39.63,20.13,3.68,Metro,N
2017,DBP101179,7416,500_plus,4807,5104,1868510924.18,8092374850.56,30490.32,690,414,21.63,281,127,8.61,21.8,57.88,2.6,PeriUrban,Y
2018,DBP101180,7848,500_plus,2628,2728,831794389.09,3109809788.8,21922.3,568,492,38.856,210,1,16.98,31.96,49.98,19.76,Metro,N
2011,DBP101181,4565,20_49,4703,4757,224435920.21,941675169.76,3806.84,74,284,7.526,331,17,6.82,56.51,67.5,13.44,PeriUrban,N
2017,DBP101182,4565,20_49,1501,1484,295140522.73,1168113623.04,15137.28,748,391,76.752,289,278,2.09,48.49,26.41,3.31,PeriUrban,Y
2024,DBP101183,6004,50_99,4710,5084,2375108488.24,8497295106.56,32141.92,443,767,23.8,231,97,68.4,6.32,32.23,7.86,Rural,N
2018,DBP101184,5500,500_plus,3435,3534,679169510.6,2994135699.36,16293.02,615,95,20.091,46,25,23.3,14.64,38.89,7.13,Urban,Y
2015,DBP101185,3460,5_9,4421,4245,777663980.65,3191509690.2,14458.23,100,641,17.456,185,291,60.68,20.6,65.73,4.35,PeriUrban,Y
2022,DBP101186,1437,5_9,177,304,47971035.82,184865075.2,11694.4,721,330,345.724,254,76,4.4,4.72,14.5,19.52,PeriUrban,N
2010,DBP101187,2059,1_4,4564,4445,2008071697.86,7711831236.2,33364.33,636,768,31.586,292,48,20.98,46.69,26.18,7.32,Rural,N
2018,DBP101188,5114,50_99,800,882,350088813.5,1366847183.52,29802.18,362,708,121.315,289,281,50.02,21.72,12.69,10.49,Rural,Y
2020,DBP101189,0334,500_plus,2382,2806,732470031.75,3015620209.68,20667.39,357,729,38.703,294,253,26.59,33.06,46.62,11.07,Rural,Y
2014,DBP101190,5982,10_19,3950,4042,2519278076.07,9124820982.16,43413.49,56,409,11.504,49,120,62.07,25.64,24.2,1.03,Urban,N
2024,DBP101191,2508,500_plus,1265,1727,711202363.11,2670081265.28,29732.32,509,687,69.253,334,163,44.36,35.5,29.21,10.98,Urban,Y
2015,DBP101192,4802,250_499,3424,3708,1874318730.67,7424671232.16,38506.51,671,458,30.448,228,257,26.73,5.29,49.97,4.58,PeriUrban,Y
2025,DBP101193,5334,5_9,2741,2852,1644614934.65,5927761303.36,39970.34,559,694,43.934,69,51,29.04,22.83,56.5,18.86,Rural,Y
2019,DBP101194,3252,10_19,1588,1772,294887219.21,1290570706.88,14006.02,684,638,74.605,22,139,0.76,2.78,13.39,4.3,Rural,N
2017,DBP101195,5159,250_499,446,820,431466087.27,1698802757.6,39840.59,401,200,73.293,245,218,39.3,53.54,49.16,9.98,Urban,N
2015,DBP101196,9195,5_9,3413,3316,818907102.56,3253881504.64,18870.52,448,713,35.012,250,172,2.12,11.96,23.87,13.32,PeriUrban,N
2010,DBP101197,2253,5_9,3210,3070,579716218.18,2399791492.8,15032.52,441,649,35.505,277,154,13.33,49.13,65.2,10.97,Urban,N
2024,DBP101198,2414,500_plus,3427,3250,1635859949.09,7255448850.0,42931.65,422,196,19.015,52,160,62.69,8.38,20.31,15.94,PeriUrban,N
2020,DBP101199,4288,500_plus,573,968,513589830.53,1913176728.32,38008.12,558,237,82.128,22,0,58.57,2.52,17.56,11.51,PeriUrban,Y
2013,DBP101200,5965,250_499,1428,1443,450408793.9,1711617682.32,22810.62,496,434,64.449,2,177,49.72,40.51,13.83,12.76,Urban,N
2021,DBP101201,8353,20_49,500,795,313396013.56,1127953632.0,27284.8,566,575,143.522,190,192,4.97,44.0,10.41,4.19,Rural,N
2016,DBP101202,8216,50_99,4692,4572,826009653.62,3422068116.48,14393.92,105,639,16.273,331,6,46.58,46.28,62.48,5.11,Metro,N
2015,DBP101203,7705,5_9,3997,4272,2072583600.84,8868897048.96,39924.09,185,603,18.446,289,138,17.27,8.24,47.51,17.04,Metro,Y
2016,DBP101204,7848,500_plus,1273,1686,108334905.84,485796689.04,5541.07,618,735,80.249,138,198,11.72,11.71,19.59,7.38,Metro,N
2020,DBP101205,5850,500_plus,3569,3467,1225428712.11,4591305247.88,25467.07,440,730,33.747,126,239,51.13,33.03,54.72,19.05,Rural,Y
2015,DBP101206,0838,10_19,1436,1469,701433476.8,3066375498.68,40142.11,233,380,41.729,315,258,65.29,27.01,15.35,11.62,PeriUrban,Y
2017,DBP101207,7597,50_99,4829,5074,401810262.66,1640733511.04,6218.48,314,467,15.392,68,171,5.29,45.72,10.8,4.2,Rural,N
2012,DBP101208,6723,20_49,3309,3511,1293427956.84,4922592072.84,26962.47,269,59,9.342,293,171,67.98,8.69,5.84,15.18,PeriUrban,N
2015,DBP101209,4790,500_plus,1200,1041,438060020.72,1964042124.72,36282.46,760,396,111.047,0,105,43.57,40.6,54.45,7.35,Rural,Y
2019,DBP101210,5842,500_plus,1254,1515,548312006.75,2099821027.2,26654.24,403,572,64.356,179,72,34.7,11.72,53.19,15.91,Urban,N
2021,DBP101211,1750,1_4,4257,4286,746632716.91,2817955679.76,12643.83,155,747,21.045,294,133,54.16,59.83,21.42,2.68,PeriUrban,N
2023,DBP101212,4107,1_4,2654,2553,335662458.5,1512340421.28,11391.88,365,323,26.949,100,150,39.83,3.61,43.75,17.23,Metro,Y
2021,DBP101213,9596,5_9,1982,1788,155565139.43,663524153.76,7136.51,113,701,45.526,294,270,60.31,18.0,63.38,19.69,PeriUrban,Y
2012,DBP101214,2521,50_99,3520,3593,1502331381.55,6333891737.16,33900.81,715,551,35.235,156,232,25.58,36.95,6.72,14.5,Metro,N
2015,DBP101215,5890,250_499,2139,2032,588426226.55,2385995614.08,22580.97,186,205,19.242,195,79,20.64,55.7,37.14,1.44,Rural,N
2010,DBP101216,9930,10_19,2672,3109,1425903810.06,5663283390.44,35030.33,531,726,40.431,253,2,66.54,19.22,58.06,19.84,Rural,Y
2016,DBP101217,2863,1_4,1229,1308,141216901.37,633320781.6,9311.35,563,31,45.413,273,267,24.45,55.04,11.97,0.15,Urban,N
2023,DBP101218,8346,250_499,4173,4030,1188584916.52,4580552002.0,21857.95,428,799,30.447,195,296,22.54,32.87,36.72,15.43,Metro,N
2012,DBP101219,5219,500_plus,1704,1735,85667259.15,321858947.8,3567.49,93,784,50.548,105,27,58.0,53.79,44.76,0.21,Urban,N
2021,DBP101220,2976,250_499,835,737,67130566.32,275453366.76,7187.49,413,37,61.058,189,286,47.55,15.09,4.43,10.28,Metro,N
2015,DBP101221,2104,250_499,2604,2407,1321808910.86,5497579623.64,43923.01,85,615,29.082,333,1,17.27,32.24,60.39,4.55,Urban,Y
2016,DBP101222,2499,20_49,4174,4168,973875945.85,3728318680.32,17202.12,728,600,31.862,188,153,43.45,50.36,19.63,15.97,Metro,Y
2013,DBP101223,6477,1_4,1510,1708,217506179.51,946743921.76,10659.61,508,655,68.091,322,218,28.23,21.71,46.44,16.36,Metro,N
2012,DBP101224,2178,1_4,4911,5022,1726749430.52,6377428961.28,24421.12,296,432,14.496,40,58,56.21,34.67,5.2,1.6,PeriUrban,Y
2012,DBP101225,5403,500_plus,519,512,182648831.54,770970337.28,28957.72,364,428,154.688,255,122,13.53,41.94,48.92,6.29,Rural,Y
2017,DBP101226,0424,500_plus,4694,5124,1896797729.03,7183954989.12,26961.94,688,119,15.749,176,82,52.15,5.87,65.9,2.21,Urban,Y
2018,DBP101227,7233,10_19,3239,3350,1522071148.73,6087711656.0,34946.68,436,517,28.448,251,64,17.3,10.86,49.83,4.02,Urban,Y
2016,DBP101228,3643,100_249,1353,1666,810996365.98,3630438710.08,41906.44,598,766,81.873,182,221,9.51,41.35,64.32,8.85,Metro,Y
2019,DBP101229,7185,20_49,3881,4088,378410630.34,1531467654.08,7204.33,571,86,16.071,178,259,10.02,28.39,3.79,5.4,PeriUrban,N
2016,DBP101230,7486,500_plus,507,837,254899131.96,1158245454.6,26611.65,100,224,38.71,265,140,30.62,6.02,37.03,15.85,Urban,Y
2012,DBP101231,3810,10_19,3761,3760,2333749130.73,8691569827.2,44453.61,543,369,24.255,306,75,15.54,2.89,46.18,10.57,PeriUrban,N
2025,DBP101232,5706,250_499,1883,2341,1010780822.89,4433016858.4,36416.2,348,36,16.403,142,96,29.85,49.08,33.48,2.58,Metro,Y
2013,DBP101233,4231,250_499,2488,2806,220796606.58,910985521.68,6243.39,41,591,22.523,35,55,18.41,22.68,42.03,16.0,PeriUrban,N
2023,DBP101234,2559,1_4,4107,4227,2663384632.27,9571373972.16,43545.04,743,591,31.559,244,207,19.97,13.56,35.61,11.89,Rural,Y
2025,DBP101235,3840,50_99,2524,2613,564629615.45,2343788985.72,17249.47,567,493,40.566,213,68,67.52,1.74,16.9,10.72,PeriUrban,N
2021,DBP101236,8024,50_99,4566,4510,2007586084.47,8809483482.8,37563.89,600,213,18.027,291,254,9.71,38.94,51.44,0.0,Rural,N
2014,DBP101237,2256,1_4,2636,2643,1059436059.49,4449412161.48,32374.43,489,359,32.085,267,194,28.63,38.7,48.79,5.72,Metro,Y
2017,DBP101238,2356,1_4,894,1245,492676193.31,1763003564.4,27232.06,62,178,19.277,32,265,16.31,46.5,56.9,3.04,PeriUrban,Y
2019,DBP101239,6150,1_4,2053,2037,934681839.57,3678562567.68,34728.32,386,675,52.086,57,190,8.41,47.81,14.6,15.24,Metro,Y
2013,DBP101240,8888,50_99,1196,1263,159991619.02,653764517.64,9954.39,454,607,84.006,306,161,45.33,9.02,15.6,15.46,PeriUrban,N
2012,DBP101241,4698,100_249,4803,4867,2379382917.0,10400610991.16,41095.49,610,293,18.554,143,240,18.48,2.18,36.93,12.71,Rural,Y
2023,DBP101242,5699,500_plus,2781,2624,690347496.93,3097383244.8,22700.1,521,605,42.912,221,166,24.77,31.26,10.14,4.98,PeriUrban,N
2017,DBP101243,7956,100_249,1822,2023,851349924.28,3844670797.24,36547.69,481,235,35.393,45,151,2.7,5.61,33.78,16.71,Urban,N
2010,DBP101244,2500,5_9,1362,1256,473208435.37,2014743269.76,30847.98,31,464,39.411,310,103,43.41,59.16,63.77,19.04,PeriUrban,Y
2013,DBP101245,3763,5_9,2896,3123,700545467.49,3166897387.68,19501.08,514,335,27.185,114,229,62.72,9.52,69.25,13.75,Urban,Y
2012,DBP101246,5405,5_9,3337,3605,146688801.31,598021769.8,3190.13,515,548,29.487,325,74,68.89,6.27,13.12,7.9,Rural,N
2013,DBP101247,2180,20_49,3280,3619,1172268826.64,4384637377.12,23299.24,107,401,14.037,152,271,1.02,14.31,64.43,9.26,Rural,N
2018,DBP101248,7651,50_99,1655,1764,390325290.18,1429076376.0,15579.5,683,511,67.687,26,2,51.95,13.15,24.36,8.99,Rural,N
2010,DBP101249,3452,100_249,4605,4668,980411816.56,4291162256.16,17678.31,526,285,17.374,281,8,60.56,56.87,63.75,1.85,Urban,N
2022,DBP101250,2528,500_plus,2331,2750,855412056.77,3142482200.0,21975.4,740,463,43.745,313,83,63.73,7.9,4.92,18.65,Rural,N
2011,DBP101251,4790,5_9,407,437,256527706.27,1021148615.24,44937.01,508,127,145.309,17,63,34.01,44.04,66.1,4.94,Urban,Y
2010,DBP101252,4237,5_9,441,793,371822595.4,1440998617.76,34945.16,720,700,179.067,270,10,53.56,19.45,10.65,4.33,Metro,Y
2021,DBP101253,6229,250_499,3917,3773,838755516.05,3000054617.56,15291.11,735,339,28.465,205,190,36.73,47.07,59.63,0.07,Urban,N
2024,DBP101254,0546,500_plus,2165,2247,76005668.35,298293384.48,2552.92,7,302,13.752,151,228,62.15,57.38,16.17,17.04,Metro,Y
2011,DBP101255,1563,250_499,1220,1680,605349939.83,2488306329.6,28483.36,305,22,19.464,104,288,23.34,41.64,6.1,11.47,PeriUrban,N
2019,DBP101256,2538,50_99,773,1071,416842788.77,1571519640.6,28218.05,192,501,64.706,190,210,40.44,27.5,36.56,11.56,Urban,N
2022,DBP101257,5742,20_49,1069,969,539237065.84,1941834100.44,38537.63,656,659,135.707,106,290,26.84,7.07,42.92,6.45,Urban,Y
2022,DBP101258,6483,5_9,4090,4400,867409937.9,3711307600.0,16220.75,768,437,27.386,271,297,33.89,41.77,15.44,1.51,Urban,Y
2019,DBP101259,1744,20_49,1707,1728,571895353.1,2204172172.8,24530.05,494,682,68.056,182,5,3.08,56.24,57.67,11.53,PeriUrban,N
2019,DBP101260,4403,1_4,4064,4284,2530934239.16,9198832537.44,41293.33,328,615,22.012,105,77,44.86,29.6,12.7,4.01,Metro,Y
2022,DBP101261,9623,100_249,2482,2851,502037824.72,2151579793.48,14512.99,779,684,51.315,219,237,2.61,59.76,45.97,8.83,Urban,Y
2012,DBP101262,1971,500_plus,1378,1615,596986184.71,2236627582.8,26632.86,545,573,69.226,304,38,39.29,6.47,42.15,14.38,Urban,N
2021,DBP101263,9641,250_499,1197,1508,268907714.54,1080910452.96,13784.31,136,347,32.029,254,49,50.68,38.01,59.39,6.53,PeriUrban,N
2018,DBP101264,8744,1_4,3747,3980,587497811.35,2162705095.2,10449.87,304,138,11.106,130,135,4.25,0.81,52.03,12.55,Rural,N
2024,DBP101265,3705,500_plus,861,752,326276775.01,1481913729.92,37896.73,340,626,128.457,291,265,8.89,51.09,39.7,18.32,Rural,N
2025,DBP101266,3852,5_9,3907,4191,940359272.93,3772269981.48,17309.39,429,477,21.618,110,186,68.58,18.55,54.72,9.47,Metro,N
2011,DBP101267,2658,500_plus,4573,4569,1510060745.35,5653199758.44,23794.13,565,450,22.215,56,287,66.46,58.21,8.54,1.97,Rural,Y
2019,DBP101268,2152,500_plus,3453,3340,1105030395.66,4037941897.6,23249.32,649,399,31.377,321,175,32.84,0.16,31.53,9.74,PeriUrban,N
2024,DBP101269,9475,1_4,30,169,29557629.51,106419164.8,12109.6,727,328,624.26,345,166,45.75,32.6,50.76,4.25,PeriUrban,Y
2014,DBP101270,1888,50_99,905,1146,446933151.13,1682723140.8,28237.4,218,232,39.267,345,26,13.0,19.97,58.73,17.0,Metro,Y
2023,DBP101271,1174,5_9,2515,2364,1283388225.65,5340888465.12,43447.29,571,376,40.059,308,65,46.49,11.46,40.64,12.99,Metro,N
2012,DBP101272,7185,5_9,1777,2264,379186539.0,1718897082.24,14600.58,648,718,60.336,207,90,40.53,34.51,20.56,0.3,Urban,Y
2016,DBP101273,8718,10_19,1884,1802,805882587.75,3528965729.12,37660.78,326,505,46.115,83,156,25.68,22.46,37.61,10.15,Rural,Y
2023,DBP101274,7492,1_4,978,1122,267577980.35,1181045339.76,20242.79,325,615,83.779,122,80,66.14,36.15,11.52,12.64,Rural,Y
2021,DBP101275,9101,20_49,4281,4130,120091028.64,542110077.6,2524.26,610,503,26.949,313,246,3.86,37.38,35.89,17.2,Urban,Y
2012,DBP101276,3398,1_4,1621,1993,830026563.88,3314104135.16,31978.31,342,497,42.097,280,258,51.18,25.71,0.31,6.78,Rural,N
2020,DBP101277,9652,1_4,910,1019,210530082.89,919680923.2,17356.4,75,437,50.245,166,172,31.21,18.85,23.46,16.61,Urban,N
2022,DBP101278,4533,50_99,1521,1870,374774824.88,1379742249.6,14189.04,766,454,65.241,88,35,4.64,3.3,18.3,19.99,Metro,Y
2013,DBP101279,4419,100_249,3531,3480,1593972482.01,5867419896.0,32423.85,524,80,17.356,209,246,68.52,36.54,2.1,11.28,Urban,N
2019,DBP101280,7981,1_4,3347,3330,430107488.36,1945684634.4,11236.34,348,70,12.553,55,253,54.49,59.73,9.75,10.24,Rural,Y
2025,DBP101281,7506,20_49,3498,3700,977277427.15,3842335744.0,19970.56,790,353,30.892,7,102,6.63,57.07,0.1,13.22,Urban,N
2017,DBP101282,2414,1_4,4137,4398,270947076.18,1214652482.16,5311.21,389,675,24.193,62,95,61.1,6.42,5.67,18.85,Rural,Y
2024,DBP101283,2960,20_49,2870,2976,983482580.87,4332464847.36,27996.18,192,564,25.403,187,277,32.45,3.17,2.65,15.15,PeriUrban,Y
2022,DBP101284,3074,250_499,2491,2574,400450279.24,1563463764.72,11680.89,328,382,27.584,225,56,54.71,59.95,48.92,3.69,Metro,N
2016,DBP101285,1821,50_99,3395,3576,1428540474.28,5841087033.6,31411.8,124,49,4.838,119,98,21.46,44.69,45.4,1.97,PeriUrban,N
2010,DBP101286,5332,50_99,4081,4039,598240572.45,2217066069.4,10556.05,441,417,21.243,199,239,7.38,49.13,24.58,1.83,Metro,N
2018,DBP101287,0416,1_4,2084,2517,1286755592.32,4677508832.88,35737.82,11,720,29.043,226,167,34.45,44.47,68.94,14.7,Rural,Y
2017,DBP101288,9168,5_9,1054,1009,511397159.48,1940295497.4,36980.55,544,171,70.862,340,228,63.99,59.91,56.86,12.11,PeriUrban,Y
2013,DBP101289,0257,100_249,3164,2992,1002696778.81,3968658453.76,25508.14,359,264,20.822,70,119,51.16,22.88,59.95,4.49,Metro,N
2011,DBP101290,0372,20_49,3913,4224,1266000663.08,4713096960.0,21457.5,404,248,15.436,169,123,58.86,43.51,35.59,19.62,PeriUrban,N
2010,DBP101291,7335,1_4,2575,2892,1005034693.15,4486066004.16,29830.74,798,328,38.935,221,283,17.56,28.4,25.6,10.89,Metro,Y
2020,DBP101292,5329,1_4,2861,3242,421504793.78,1552400706.48,9208.47,327,174,15.453,132,274,23.32,0.87,26.76,2.03,PeriUrban,N
2024,DBP101293,0706,10_19,3602,3503,1533542783.0,5787252774.16,31770.86,772,696,41.907,250,273,39.51,47.53,24.08,1.54,Urban,Y
2013,DBP101294,3881,100_249,2533,3001,1500603391.47,6340079095.48,40627.99,142,427,18.96,160,116,25.25,31.35,36.22,3.91,PeriUrban,Y
2017,DBP101295,8096,10_19,2272,2411,1059127819.31,4632517966.96,36950.18,10,477,20.199,164,150,42.71,24.49,58.67,17.07,Urban,Y
2012,DBP101296,1097,10_19,264,754,142079817.6,616505023.68,15723.96,527,326,113.13,73,7,47.65,20.56,45.3,16.66,PeriUrban,Y
2022,DBP101297,9706,10_19,24,1,527587.96,2119277.16,40755.33,155,700,85500.0,306,201,42.6,3.13,50.05,6.09,Rural,N
2014,DBP101298,1740,20_49,3951,4111,397554222.29,1779136709.48,8322.59,523,478,24.349,277,244,1.0,54.1,33.31,2.58,Rural,Y
2012,DBP101299,6801,500_plus,966,1266,686885475.55,2886088704.72,43840.21,263,382,50.948,183,53,36.73,17.27,14.43,19.74,Rural,Y
2012,DBP101300,7180,250_499,3661,4024,210805280.29,790670770.24,3778.63,242,162,10.04,49,15,59.89,47.17,32.8,11.5,Rural,Y
2021,DBP101301,7333,500_plus,4885,5318,2061601521.41,8884371624.96,32127.36,199,215,7.785,106,114,25.98,17.05,37.07,11.48,Rural,Y
2015,DBP101302,2027,20_49,4298,4168,1089058966.04,4202870821.76,19391.66,199,316,12.356,130,151,67.28,44.39,44.79,10.57,Rural,Y
2017,DBP101303,4333,500_plus,3886,3848,618044501.58,2233557593.28,11162.43,200,271,12.24,304,200,34.33,7.54,28.7,10.38,Urban,Y
2021,DBP101304,3118,100_249,3210,3522,1373335751.51,6057350442.0,33074.25,143,316,13.032,96,212,22.05,46.88,35.49,10.24,Urban,Y
2019,DBP101305,1817,20_49,530,716,219446387.81,836782125.92,22474.81,175,711,123.743,238,196,47.83,13.5,11.58,5.82,PeriUrban,Y
2012,DBP101306,1174,5_9,2174,2528,989808745.05,3834975089.92,29173.07,729,649,54.509,22,121,68.08,18.37,59.71,18.21,Rural,Y
2025,DBP101307,1975,50_99,3619,3583,307389195.27,1235863838.56,6633.16,456,268,20.207,229,213,63.69,35.42,34.57,13.8,Rural,N
2012,DBP101308,6008,50_99,867,967,202157215.89,869667311.24,17295.11,193,759,98.449,50,270,54.8,41.51,69.93,6.78,Metro,N
2019,DBP101309,0118,10_19,4484,4325,2738303137.23,10006016904.0,44490.96,526,12,12.439,297,199,50.52,56.78,15.33,4.4,PeriUrban,Y
2023,DBP101310,3950,100_249,383,250,112429321.69,412634170.0,31741.09,475,593,427.2,221,145,63.28,46.69,30.79,14.06,PeriUrban,N
2025,DBP101311,0241,50_99,3271,3514,987975176.05,3700212763.52,20249.84,671,453,31.986,159,70,56.78,27.82,47.01,10.62,Metro,N
2017,DBP101312,2812,50_99,3448,3600,2158533507.84,8196018480.0,43782.15,104,754,23.833,183,189,3.31,39.23,10.06,15.04,PeriUrban,Y
2015,DBP101313,8186,100_249,4126,3940,1293946045.32,5044346382.4,24620.98,677,783,37.056,161,253,0.67,20.32,60.5,14.96,PeriUrban,Y
2010,DBP101314,1853,100_249,1610,1470,518227256.28,2311899517.2,30244.63,133,491,42.449,306,9,54.9,43.05,23.98,5.18,Urban,Y
2015,DBP101315,9999,100_249,3263,3379,1113407053.17,4867823217.4,27704.05,362,539,26.665,221,170,58.38,52.28,11.32,13.93,Metro,N
2015,DBP101316,8811,500_plus,205,448,236760551.52,1036139919.36,44477.16,59,314,83.259,42,105,33.49,34.96,66.17,0.11,Metro,N
2020,DBP101317,8384,5_9,1676,1646,119841900.61,509435880.72,5951.91,459,542,60.814,322,189,24.0,38.24,8.76,2.45,Metro,N
2025,DBP101318,1039,1_4,3366,3233,889262042.06,3899822156.36,23197.21,786,705,46.118,197,113,40.52,21.82,31.9,16.32,Urban,N
2025,DBP101319,2836,100_249,697,1025,348733336.43,1525751942.0,28625.74,621,752,133.951,54,25,65.96,0.76,63.14,0.81,Urban,N
2016,DBP101320,4186,50_99,1272,1229,534131096.0,2188438071.56,34243.57,747,679,116.029,238,39,12.89,4.6,67.87,9.33,PeriUrban,Y
2012,DBP101321,2453,500_plus,492,324,52300768.53,228058234.56,13536.22,120,677,245.988,51,194,26.91,34.94,46.23,11.55,Metro,N
2021,DBP101322,9369,1_4,3034,3449,1444026342.65,6182209853.56,34470.47,476,80,16.121,128,94,26.89,51.82,20.72,19.21,PeriUrban,N
2025,DBP101323,4585,50_99,941,1106,61675987.27,271492297.44,4720.62,173,271,40.145,154,287,38.04,13.77,5.94,8.87,Metro,Y
2011,DBP101324,1027,5_9,3309,3395,264685544.78,949236160.6,5376.89,622,348,28.571,243,182,50.22,56.02,42.39,8.12,PeriUrban,N
2012,DBP101325,6747,5_9,658,683,37574253.33,143610011.48,4043.53,484,595,157.98,31,130,66.43,46.35,0.98,12.06,Urban,Y
2022,DBP101326,5681,500_plus,2131,2110,530808412.09,1896306120.8,17283.14,390,139,25.071,6,226,20.11,50.25,61.86,3.23,Metro,N
2023,DBP101327,1360,500_plus,1151,1520,857508525.21,3151933408.0,39877.7,424,133,36.645,326,250,14.78,26.98,11.97,4.72,Metro,Y
2024,DBP101328,7516,250_499,1605,1751,927058421.14,3666981811.48,40273.49,1,225,12.907,109,55,52.73,7.47,12.02,6.95,Rural,N
2013,DBP101329,9530,1_4,4301,4248,799559802.45,2951771397.12,13362.72,254,341,14.007,93,41,13.88,52.66,31.6,5.72,Urban,N
2016,DBP101330,7593,10_19,4267,4319,554591711.02,2456550281.64,10938.03,587,341,21.486,318,140,28.76,20.42,63.34,18.56,Metro,N
2010,DBP101331,1332,1_4,4169,4601,1246647525.65,5022779927.36,20993.68,149,317,10.128,299,76,41.89,15.38,57.93,13.15,Urban,N
2018,DBP101332,9935,20_49,1558,1875,1084968927.82,3956442750.0,40578.9,348,340,36.693,240,121,49.89,15.61,28.11,9.98,PeriUrban,Y
2019,DBP101333,7744,50_99,4237,4466,1409485576.79,5910473929.36,25450.73,673,628,29.131,9,236,53.38,7.39,25.73,10.13,Rural,N
2024,DBP101334,4601,5_9,72,523,59698217.8,232978341.44,8566.64,699,527,234.417,331,63,3.24,23.3,42.26,19.58,PeriUrban,N
2017,DBP101335,6083,100_249,2584,2812,823378676.92,3097803693.92,21185.33,543,234,27.632,251,166,36.13,57.85,66.03,16.74,Metro,N
2012,DBP101336,2558,500_plus,555,562,290808990.28,1091835526.08,37360.92,108,469,102.669,45,34,39.95,34.94,56.3,6.75,Metro,N
2017,DBP101337,7480,1_4,3058,3166,1109614931.9,4178184003.76,25378.93,122,739,27.195,183,161,47.71,53.16,7.65,2.38,Urban,Y
