trans_road_reference_year,trans_road_country_iso2,trans_road_region_nuts_code,trans_road_vehicle_type_code,trans_road_vehicle_stock_count,trans_road_new_registrations_count,trans_road_ev_share_new_registrations_pct,trans_road_avg_vehicle_age_years,trans_road_vkt_million_km,trans_road_congestion_index,trans_road_road_fatalities_count,trans_road_serious_injuries_count,trans_road_speeding_infractions_count,trans_road_alcohol_infractions_count,trans_road_seatbelt_noncompliance_count,trans_road_co2e_emissions_tonnes,trans_road_low_emission_zone_coverage_pct,trans_road_data_source,trans_road_revision_round,trans_road_data_extract_date
2021,CZ,EE3,HEAVY_TRUCK,10844642,872649,55.53,10.48,77130.61,0.7523,795,7948,89604,3177,31724,16000487.69,66.37,CARE_ROAD_SAFETY_DB,FLASH,2025-10-28
2022,DE,HR21,LIGHT_COMMERCIAL,9696936,1327076,59.13,10.57,21148.49,0.9279,734,4482,79778,16544,15912,3964800.92,43.72,NATIONAL_TRANSPORT_MINISTRY,FIRST,2025-04-03
2023,LV,LU691,PASSENGER_CAR,5974164,247148,96.64,14.89,43380.02,0.4741,1607,9093,81976,20074,37086,2980633.81,29.52,EEA_TRANSPORT_EMISSIONS,SECOND,2024-02-29
2024,PL,PL788,MOPED,688592,86979,28.9,15.66,31810.72,1.7606,1895,7037,60784,9285,23372,5933780.95,37.65,POLICE_ADMIN_DATA,BENCHMARK,2025-10-10
2025,ES,DK57,MOTORCYCLE,2347243,173775,13.25,10.72,29911.31,0.9177,1274,10960,87020,15020,15462,9258351.65,45.97,CARE_ROAD_SAFETY_DB,FLASH,2024-08-09
2005,HR,NL928,BUS_COACH,2644650,332124,16.92,16.01,13738.09,1.411,17,75,154899,14071,20281,1271818.19,5.79,NATIONAL_TRANSPORT_MINISTRY,FIRST,2025-02-14
2006,FI,CY79,HEAVY_TRUCK,10540361,1161057,31.39,11.13,37288.66,1.8566,66,267,77742,12463,45318,4910527.61,31.78,EEA_TRANSPORT_EMISSIONS,SECOND,2024-12-03
2007,IE,RO731,LIGHT_COMMERCIAL,4364980,471404,25.62,12.02,19033.72,0.333,607,3760,51554,31025,51854,2192971.38,18.46,POLICE_ADMIN_DATA,BENCHMARK,2025-06-26
2008,MT,AT74,PASSENGER_CAR,6821413,746395,25.57,5.11,33799.09,2.1137,1061,11887,24014,7922,38116,8555037.11,45.12,CARE_ROAD_SAFETY_DB,FLASH,2024-11-21
2009,SK,EE16,MOPED,5644296,809887,10.32,12.78,38163.53,0.6231,1343,4706,101607,30223,29722,9850804.52,30.48,NATIONAL_TRANSPORT_MINISTRY,FIRST,2025-03-07
2010,BE,PL89,MOTORCYCLE,7725314,394527,28.14,10.27,51878.12,1.5432,433,2428,27454,6571,3016,13401803.48,21.68,EEA_TRANSPORT_EMISSIONS,SECOND,2025-07-03
2011,DK,CZ12,BUS_COACH,1041843,135111,40.03,13.41,15000.63,0.3,503,5473,35148,2641,35170,1952685.2,31.45,POLICE_ADMIN_DATA,BENCHMARK,2025-12-28
2012,GR,BE5,HEAVY_TRUCK,4488135,615317,34.5,14.97,50144.78,0.627,1208,12325,91881,10617,20330,3892284.93,55.08,CARE_ROAD_SAFETY_DB,FLASH,2024-01-12
2013,LT,IT994,LIGHT_COMMERCIAL,11642744,1088553,8.5,10.05,55908.6,1.3812,101,675,72106,16432,64652,17304260.26,25.27,NATIONAL_TRANSPORT_MINISTRY,FIRST,2025-02-10
2014,PT,NL864,PASSENGER_CAR,5228509,622838,42.09,9.67,64338.87,1.5962,1190,7298,132300,14583,64615,5706209.95,14.28,EEA_TRANSPORT_EMISSIONS,SECOND,2025-10-20
2015,SE,RO495,MOPED,5920584,443996,41.02,6.42,55871.12,1.144,2721,9251,79178,1907,13614,11988155.34,11.86,POLICE_ADMIN_DATA,BENCHMARK,2025-08-26
2016,CY,SK5,MOTORCYCLE,888018,71127,13.37,14.75,66799.82,1.3952,956,9890,72869,22272,9897,11072246.02,31.41,CARE_ROAD_SAFETY_DB,FLASH,2025-11-02
2017,FR,LT118,BUS_COACH,744078,25600,22.27,6.56,37719.3,1.9121,1664,6810,75356,17232,37829,7465549.65,39.76,NATIONAL_TRANSPORT_MINISTRY,FIRST,2024-02-09
2018,IT,IT141,HEAVY_TRUCK,3628535,630580,11.97,15.87,63985.07,1.9209,3176,28488,47247,5468,12906,9059439.51,82.56,EEA_TRANSPORT_EMISSIONS,SECOND,2024-10-26
2019,NL,RO134,LIGHT_COMMERCIAL,3305648,411835,9.03,7.74,50120.77,1.8495,428,2430,128824,9574,75286,11436762.68,46.17,POLICE_ADMIN_DATA,BENCHMARK,2024-02-19
2020,SI,HR657,PASSENGER_CAR,2994280,361991,41.89,8.87,15689.06,1.2202,244,2334,154747,337,10844,2056731.57,2.72,CARE_ROAD_SAFETY_DB,FLASH,2025-05-05
2021,BG,AT49,MOPED,4146019,668599,56.41,7.31,41038.13,1.2388,1197,9794,74888,18622,39438,7408756.42,50.59,NATIONAL_TRANSPORT_MINISTRY,FIRST,2025-10-18
2022,EE,HU85,MOTORCYCLE,4269386,265693,65.88,14.49,72175.09,1.6671,2765,29895,144548,19617,26778,8650648.26,43.27,EEA_TRANSPORT_EMISSIONS,SECOND,2024-11-29
2023,HU,LT91,BUS_COACH,11607272,1574400,7.41,17.25,68555.52,1.1803,932,6326,72773,18018,39190,5705830.62,83.81,POLICE_ADMIN_DATA,BENCHMARK,2025-10-13
2024,LU,PL122,HEAVY_TRUCK,2931340,336247,9.98,7.32,52321.98,1.4526,448,2260,20459,4277,13790,6930211.73,25.39,CARE_ROAD_SAFETY_DB,FLASH,2025-01-11
2025,RO,LT367,LIGHT_COMMERCIAL,14641254,2352988,84.25,15.33,16268.61,1.133,100,912,95925,2086,70718,1007376.5,13.54,NATIONAL_TRANSPORT_MINISTRY,FIRST,2024-02-25
2005,AT,HR4,PASSENGER_CAR,4316130,727906,28.14,11.31,69133.43,0.5497,368,3351,69145,23695,52933,4657601.81,55.51,EEA_TRANSPORT_EMISSIONS,SECOND,2025-05-15
2006,CZ,LT70,MOPED,2368563,278053,16.13,17.39,19682.61,0.2238,860,3536,8868,11217,40412,1829392.82,47.91,POLICE_ADMIN_DATA,BENCHMARK,2025-05-18
2007,DE,PL6,MOTORCYCLE,10549551,1674413,25.34,13.67,43718.74,1.7762,1629,17481,150556,7882,23149,8922478.76,14.33,CARE_ROAD_SAFETY_DB,FLASH,2026-01-16
2008,LV,RO9,BUS_COACH,7757386,840631,1.34,7.03,56218.3,0.3867,393,2030,28724,8108,9409,18215620.91,44.47,NATIONAL_TRANSPORT_MINISTRY,FIRST,2025-06-01
2009,PL,IT803,HEAVY_TRUCK,9100247,754785,35.79,11.91,16026.67,1.241,593,5988,116871,10486,43442,1086985.68,9.67,EEA_TRANSPORT_EMISSIONS,SECOND,2025-03-04
2010,ES,BE590,LIGHT_COMMERCIAL,5907856,854763,14.07,16.7,29786.97,2.1504,438,3531,116989,26606,66697,6656859.63,37.94,POLICE_ADMIN_DATA,BENCHMARK,2024-03-01
2011,HR,RO98,PASSENGER_CAR,11602331,1765972,35.17,8.74,51637.7,0.4377,1247,14108,65203,4036,5589,12252231.15,26.01,CARE_ROAD_SAFETY_DB,FLASH,2024-05-01
2012,FI,LT7,MOPED,2127989,212830,7.53,12.11,18799.23,2.1936,972,7572,137854,13763,23274,4472206.17,17.94,NATIONAL_TRANSPORT_MINISTRY,FIRST,2025-12-27
2013,IE,IT857,MOTORCYCLE,9077732,249865,17.48,6.1,37857.99,0.3293,1190,13433,4621,16200,45348,6565876.21,13.07,EEA_TRANSPORT_EMISSIONS,SECOND,2025-06-02
2014,MT,SI373,BUS_COACH,6509818,1145643,21.89,11.71,35466.23,0.8035,632,2036,27428,18133,1679,8531015.1,37.12,POLICE_ADMIN_DATA,BENCHMARK,2024-10-18
2015,SK,FI6,HEAVY_TRUCK,8193731,227280,20.95,7.62,63743.97,1.142,3095,13607,13452,5744,15319,16032983.44,39.47,CARE_ROAD_SAFETY_DB,FLASH,2024-03-22
2016,BE,GR49,LIGHT_COMMERCIAL,10237300,907223,33.83,11.3,51422.32,1.017,297,3385,48621,5543,58498,11328192.07,15.62,NATIONAL_TRANSPORT_MINISTRY,FIRST,2025-02-27
2017,DK,DE87,PASSENGER_CAR,2700069,456019,1.2,16.91,66263.68,0.5714,2433,18449,81265,9616,18090,18382071.39,55.07,EEA_TRANSPORT_EMISSIONS,SECOND,2025-05-01
2018,GR,DK28,MOPED,10056599,1041737,39.65,15.89,40087.82,0.2799,753,4581,94283,15682,23837,5153096.31,24.19,POLICE_ADMIN_DATA,BENCHMARK,2024-01-15
2019,LT,DK19,MOTORCYCLE,6447978,1126093,26.97,15.81,42294.73,0.9288,263,2466,46045,197,35641,4379665.53,25.96,CARE_ROAD_SAFETY_DB,FLASH,2025-02-17
2020,PT,ES584,BUS_COACH,6466598,497895,82.34,15.83,53110.58,0.434,2076,19445,99836,4421,33019,3696921.1,74.52,NATIONAL_TRANSPORT_MINISTRY,FIRST,2024-05-23
2021,SE,HU2,HEAVY_TRUCK,1545510,207439,55.77,16.96,73753.19,0.9978,1787,19185,34902,5979,50912,4417374.25,41.8,EEA_TRANSPORT_EMISSIONS,SECOND,2025-12-25
2022,CY,SE398,LIGHT_COMMERCIAL,455735,32132,57.99,9.58,85774.01,0.18,4064,28848,92944,73,17132,16953864.62,5.77,POLICE_ADMIN_DATA,BENCHMARK,2025-12-04
2023,FR,PT753,PASSENGER_CAR,812115,133123,92.98,9.59,19077.2,1.0328,493,2068,35906,1315,30405,1418370.5,40.88,CARE_ROAD_SAFETY_DB,FLASH,2024-08-01
2024,IT,IT6,MOPED,6223344,987665,68.34,16.98,42638.1,0.469,2625,21950,81049,12491,41009,4306660.77,63.94,NATIONAL_TRANSPORT_MINISTRY,FIRST,2024-06-02
2025,NL,EE484,MOTORCYCLE,1061129,55174,41.7,14.76,48938.97,0.5458,2042,12726,14221,19016,9507,9884523.07,62.49,EEA_TRANSPORT_EMISSIONS,SECOND,2024-10-07
2005,SI,SI53,BUS_COACH,8731169,1158978,2.04,7.16,56062.43,1.9204,424,4314,159021,907,40434,12599479.51,28.62,POLICE_ADMIN_DATA,BENCHMARK,2025-04-10
2006,BG,EE6,HEAVY_TRUCK,4265619,579963,22.11,9.43,38096.88,1.5102,595,1825,136575,12931,319,2446236.89,14.72,CARE_ROAD_SAFETY_DB,FLASH,2024-12-29
2007,EE,HR231,LIGHT_COMMERCIAL,6409959,1093145,33.1,15.33,31623.42,0.9573,662,6288,44329,960,12989,7108949.51,53.75,NATIONAL_TRANSPORT_MINISTRY,FIRST,2025-01-13
2008,HU,GR349,PASSENGER_CAR,9032510,1574718,14.72,13.11,89192.93,1.478,4044,46974,68010,14617,32832,25512601.61,46.72,EEA_TRANSPORT_EMISSIONS,SECOND,2025-09-15
2009,LU,HU627,MOPED,9005553,474944,38.0,8.48,56955.66,1.2646,2484,24548,129811,19715,32537,4188013.58,48.7,POLICE_ADMIN_DATA,BENCHMARK,2026-02-18
2010,RO,SI8,MOTORCYCLE,4468964,330069,6.76,8.66,41902.32,2.2765,2549,27309,90328,3758,36794,9388001.78,2.49,CARE_ROAD_SAFETY_DB,FLASH,2024-05-26
2011,AT,AT622,BUS_COACH,4334935,126502,26.34,11.04,31653.8,1.4951,312,2377,50401,22539,5211,2896758.51,3.36,NATIONAL_TRANSPORT_MINISTRY,FIRST,2025-01-27
2012,CZ,HU247,HEAVY_TRUCK,7622969,840456,5.64,5.85,65555.12,0.6961,123,909,81743,8857,22482,19263550.13,29.15,EEA_TRANSPORT_EMISSIONS,SECOND,2024-03-13
2013,DE,EE702,LIGHT_COMMERCIAL,10213869,1046470,32.76,8.79,83815.57,2.0667,3257,22971,130551,13044,15346,21475076.56,43.06,POLICE_ADMIN_DATA,BENCHMARK,2025-08-30
2014,LV,EE9,PASSENGER_CAR,7630978,799133,28.9,12.79,30036.87,1.4163,1230,8806,62527,2465,20068,2011222.1,10.95,CARE_ROAD_SAFETY_DB,FLASH,2024-03-01
2015,PL,MT725,MOPED,9851729,1579300,9.2,5.95,5080.86,0.9589,176,1153,10217,6097,44926,662872.88,48.13,NATIONAL_TRANSPORT_MINISTRY,FIRST,2025-12-16
2016,ES,ES97,MOTORCYCLE,8450588,1034678,34.79,15.66,24223.46,2.3006,850,6928,139432,5222,1876,1367871.1,5.71,EEA_TRANSPORT_EMISSIONS,SECOND,2024-04-09
2017,HR,SE62,BUS_COACH,6834799,396328,11.24,8.2,52512.52,1.455,1906,15333,126737,10661,16077,16023645.57,6.41,POLICE_ADMIN_DATA,BENCHMARK,2024-10-17
2018,FI,LV82,HEAVY_TRUCK,12547440,717918,22.98,9.75,88244.26,1.5937,808,4757,131784,5709,29111,9243679.63,49.86,CARE_ROAD_SAFETY_DB,FLASH,2024-05-01
2019,IE,CZ37,LIGHT_COMMERCIAL,356244,24754,38.99,15.56,70095.04,0.7768,2254,21349,68905,13010,23551,13826402.62,23.76,NATIONAL_TRANSPORT_MINISTRY,FIRST,2025-02-07
2020,MT,NL54,PASSENGER_CAR,4222445,143058,5.93,5.05,51222.03,1.2385,987,9494,11755,16235,32472,16166317.39,41.61,EEA_TRANSPORT_EMISSIONS,SECOND,2024-03-08
2021,SK,CZ398,MOPED,7093205,1044749,54.76,12.51,28687.69,1.8683,1241,13471,41719,8166,46476,4968756.92,45.63,POLICE_ADMIN_DATA,BENCHMARK,2025-04-29
2022,BE,FI13,MOTORCYCLE,7716791,723131,7.95,16.66,38004.18,0.6367,2138,23665,14958,27806,42081,8978016.24,11.22,CARE_ROAD_SAFETY_DB,FLASH,2025-01-07
2023,DK,DE214,BUS_COACH,9126390,194286,2.31,10.15,60153.47,1.1614,2268,25213,16865,17971,18687,19288180.59,69.15,NATIONAL_TRANSPORT_MINISTRY,FIRST,2025-03-22
2024,GR,LT343,HEAVY_TRUCK,6351631,1142313,76.83,13.52,28567.49,1.4165,258,2359,35564,11627,40753,2144350.58,40.67,EEA_TRANSPORT_EMISSIONS,SECOND,2025-04-15
2025,LT,GR87,LIGHT_COMMERCIAL,801718,66133,75.81,6.73,7877.23,2.2368,386,3684,17845,13538,69533,510870.69,50.24,POLICE_ADMIN_DATA,BENCHMARK,2025-07-29
2005,PT,FI4,PASSENGER_CAR,14576447,1001091,21.37,5.68,29008.28,0.2458,1286,10733,91617,2525,10462,6159881.05,22.57,CARE_ROAD_SAFETY_DB,FLASH,2025-10-01
2006,SE,PL585,MOPED,9298161,894816,42.58,15.67,61521.38,1.0588,635,3580,59844,20323,41975,4668467.05,25.96,NATIONAL_TRANSPORT_MINISTRY,FIRST,2024-11-01
2007,CY,LT816,MOTORCYCLE,4329050,450562,24.53,8.52,31390.22,2.1628,729,3189,77915,24131,15967,8952244.24,12.46,EEA_TRANSPORT_EMISSIONS,SECOND,2024-02-06
2008,FR,BE793,BUS_COACH,272265,23493,33.44,16.28,36027.11,1.0675,1817,21617,99673,2942,7542,8395864.2,23.94,POLICE_ADMIN_DATA,BENCHMARK,2025-06-14
2009,IT,BE8,HEAVY_TRUCK,5530781,386090,17.41,8.78,46224.85,0.3392,839,2942,3012,5518,40919,12074960.98,22.36,CARE_ROAD_SAFETY_DB,FLASH,2024-11-26
2010,NL,BG292,LIGHT_COMMERCIAL,909670,105204,35.95,10.54,81153.66,1.5792,3136,25731,152927,8184,69044,20298622.98,5.0,NATIONAL_TRANSPORT_MINISTRY,FIRST,2024-10-13
2011,SI,BG197,PASSENGER_CAR,6589285,1072877,26.35,12.51,55186.86,1.5763,1030,4655,42346,9043,37873,3233979.25,33.57,EEA_TRANSPORT_EMISSIONS,SECOND,2025-08-04
2012,BG,IE27,MOPED,4885493,552577,39.45,13.87,50416.76,0.9783,456,2291,17803,16136,640,7412136.39,31.32,POLICE_ADMIN_DATA,BENCHMARK,2025-09-20
2013,EE,FR2,MOTORCYCLE,6929830,208971,35.12,15.36,4120.43,0.8421,83,589,13797,11658,7693,962865.03,9.18,CARE_ROAD_SAFETY_DB,FLASH,2025-09-10
2014,HU,LU4,BUS_COACH,4406269,147966,19.73,7.53,60169.22,1.2889,612,3574,44556,17875,42499,4715373.59,26.43,NATIONAL_TRANSPORT_MINISTRY,FIRST,2026-01-01
2015,LU,DE309,HEAVY_TRUCK,745272,33105,10.83,7.9,60591.13,0.4874,2851,21542,45709,16646,25741,13181613.14,30.09,EEA_TRANSPORT_EMISSIONS,SECOND,2025-06-29
2016,RO,MT4,LIGHT_COMMERCIAL,12930115,1329443,28.71,7.09,34649.71,1.9018,68,253,123574,17169,62929,6055807.59,8.6,POLICE_ADMIN_DATA,BENCHMARK,2025-05-26
2017,AT,EE32,PASSENGER_CAR,7541651,1004943,32.19,14.22,52325.66,2.1436,433,4245,113958,16793,18265,6845858.44,21.55,CARE_ROAD_SAFETY_DB,FLASH,2024-04-29
2018,CZ,SI3,MOPED,3863521,480938,42.76,10.84,15541.7,1.6149,133,1374,48464,3941,27926,1209571.58,73.09,NATIONAL_TRANSPORT_MINISTRY,FIRST,2024-06-09
2019,DE,FR4,MOTORCYCLE,11551880,1750854,26.84,14.06,49287.48,1.8489,682,4151,88844,11908,10646,10325334.89,55.4,EEA_TRANSPORT_EMISSIONS,SECOND,2025-02-03
2020,LV,SI226,BUS_COACH,5405370,319369,70.56,8.67,80307.37,0.5624,360,1711,65540,7738,33696,5722114.08,64.04,POLICE_ADMIN_DATA,BENCHMARK,2025-10-15
2021,PL,BG1,HEAVY_TRUCK,2083642,101383,26.51,15.84,34466.88,2.2015,725,7196,15578,16603,1518,5870968.48,23.26,CARE_ROAD_SAFETY_DB,FLASH,2025-12-19
2022,ES,ES57,LIGHT_COMMERCIAL,8380684,550182,43.4,8.67,64827.79,0.7978,3098,34387,16655,18277,20026,8834583.71,81.03,NATIONAL_TRANSPORT_MINISTRY,FIRST,2025-02-10
2023,HR,HU95,PASSENGER_CAR,5692568,969861,91.63,14.28,12003.19,2.0606,365,3958,25053,7642,12199,431230.94,0.55,EEA_TRANSPORT_EMISSIONS,SECOND,2024-06-19
2024,FI,LV5,MOPED,4071149,419194,21.3,8.83,49751.37,1.4106,1735,8175,105262,8148,6917,5979135.44,44.33,POLICE_ADMIN_DATA,BENCHMARK,2025-04-02
2025,IE,FR940,MOTORCYCLE,5482996,527426,12.12,15.05,39446.28,1.1065,2672,15858,54167,17238,2307,9764145.33,65.35,CARE_ROAD_SAFETY_DB,FLASH,2024-09-14
2005,MT,DK43,BUS_COACH,3339900,199822,24.51,13.2,44079.89,1.5036,1069,11479,156238,28924,12201,4318395.37,4.63,NATIONAL_TRANSPORT_MINISTRY,FIRST,2024-12-02
2006,SK,EE124,HEAVY_TRUCK,5273736,147733,34.23,9.0,73023.7,0.9294,2262,13406,35394,8927,39589,17066900.09,44.57,EEA_TRANSPORT_EMISSIONS,SECOND,2025-08-27
2007,BE,LT493,LIGHT_COMMERCIAL,2032974,194984,5.79,7.05,13493.5,0.5386,378,4444,48851,14912,76936,2136697.85,20.56,POLICE_ADMIN_DATA,BENCHMARK,2024-07-05
2008,DK,GR935,PASSENGER_CAR,6313479,938749,28.73,15.17,16685.69,2.388,114,1015,17346,3125,6264,2624214.7,20.71,CARE_ROAD_SAFETY_DB,FLASH,2024-02-11
2009,GR,HR185,MOPED,13214958,1787555,14.95,15.9,78940.0,1.7613,702,6826,121261,5331,20367,19658952.16,33.33,NATIONAL_TRANSPORT_MINISTRY,FIRST,2024-04-30
2010,LT,CZ47,MOTORCYCLE,9310098,1052733,38.43,8.22,53799.86,1.3818,1589,13786,110834,1080,45495,6301785.58,49.78,EEA_TRANSPORT_EMISSIONS,SECOND,2024-04-26
2011,PT,LT89,BUS_COACH,8896146,333845,26.7,12.51,56637.3,0.4557,1381,9288,71205,10135,15386,11412924.42,8.16,POLICE_ADMIN_DATA,BENCHMARK,2024-05-26
2012,SE,EE80,HEAVY_TRUCK,5308916,595943,26.42,16.78,59851.97,1.0767,153,1085,40349,16222,38425,6515960.51,11.94,CARE_ROAD_SAFETY_DB,FLASH,2024-07-12
2013,CY,IT64,LIGHT_COMMERCIAL,7189990,472547,32.0,15.94,12523.1,1.995,183,1784,150873,29849,65523,1196159.31,28.86,NATIONAL_TRANSPORT_MINISTRY,FIRST,2024-12-17
2014,FR,BG908,PASSENGER_CAR,459505,48968,29.47,11.06,36431.43,0.3445,1672,11433,48083,9519,6891,9892593.21,34.06,EEA_TRANSPORT_EMISSIONS,SECOND,2026-02-23
2015,IT,LT65,MOPED,1655183,83833,33.78,8.68,92447.72,0.5279,5963,21926,75130,13378,51097,17937816.58,2.01,POLICE_ADMIN_DATA,BENCHMARK,2025-06-13
2016,NL,PT75,MOTORCYCLE,8346115,1370274,28.91,14.53,4625.3,2.0415,268,1362,39616,11175,34495,545610.38,5.7,CARE_ROAD_SAFETY_DB,FLASH,2025-11-22
2017,SI,ES1,BUS_COACH,5498617,253927,24.74,16.07,96762.86,2.2064,1401,4278,81448,13988,4653,13497654.39,54.16,NATIONAL_TRANSPORT_MINISTRY,FIRST,2024-11-27
2018,BG,FR395,HEAVY_TRUCK,11216555,1834962,29.48,11.22,30221.59,1.7285,1461,6920,143871,3973,22841,6620382.64,49.43,EEA_TRANSPORT_EMISSIONS,SECOND,2024-04-21
2019,EE,ES35,LIGHT_COMMERCIAL,2763588,111496,25.54,14.58,76058.7,2.1447,677,5003,153754,27753,16030,6850201.55,85.0,POLICE_ADMIN_DATA,BENCHMARK,2024-01-19
2020,HU,DE88,PASSENGER_CAR,5457695,306906,1.5,13.02,1571.86,1.7859,61,481,73192,14000,49655,390725.24,9.27,CARE_ROAD_SAFETY_DB,FLASH,2024-04-26
2021,LU,DE15,MOPED,10371226,1860515,96.66,8.73,69811.89,0.6755,4286,20469,3587,11837,9695,8484847.28,60.18,NATIONAL_TRANSPORT_MINISTRY,FIRST,2024-04-08
2022,RO,IE264,MOTORCYCLE,7617632,1143201,20.82,12.02,13232.31,0.8541,773,5800,18940,7816,19451,3085573.43,34.55,EEA_TRANSPORT_EMISSIONS,SECOND,2025-07-18
2023,AT,LU72,BUS_COACH,726245,30209,15.04,6.09,62297.65,1.5638,2949,24123,2483,21932,16458,17712678.65,65.86,POLICE_ADMIN_DATA,BENCHMARK,2025-05-31
2024,CZ,EE8,HEAVY_TRUCK,3027292,485311,10.43,16.92,34381.0,1.8225,377,1614,1346,10710,42637,3871726.27,83.47,CARE_ROAD_SAFETY_DB,FLASH,2024-12-22
2025,DE,GR324,LIGHT_COMMERCIAL,704030,117200,82.33,5.39,56448.7,1.9065,2111,21499,48208,9130,2197,8584717.47,1.31,NATIONAL_TRANSPORT_MINISTRY,FIRST,2025-06-04
2005,LV,HU52,PASSENGER_CAR,2353977,329837,8.97,12.28,80954.16,0.8603,4053,42316,88392,25096,36698,15960460.41,13.95,EEA_TRANSPORT_EMISSIONS,SECOND,2025-08-11
2006,PL,PT934,MOPED,6850937,605680,34.52,9.98,49364.22,2.362,1687,6494,123496,11170,35159,10443463.56,9.7,POLICE_ADMIN_DATA,BENCHMARK,2025-02-26
2007,ES,ES494,MOTORCYCLE,6685823,982706,19.62,16.86,63346.11,0.5556,822,8131,97262,18545,33762,8667945.76,15.38,CARE_ROAD_SAFETY_DB,FLASH,2025-01-25
2008,HR,DE267,BUS_COACH,11901362,1836232,37.07,16.8,32796.67,0.7241,664,6171,85542,13675,42813,7382996.74,3.09,NATIONAL_TRANSPORT_MINISTRY,FIRST,2025-03-02
2009,FI,GR2,HEAVY_TRUCK,11046880,407200,16.14,8.84,62065.59,0.6235,1389,12690,42112,24599,19693,8671539.17,18.14,EEA_TRANSPORT_EMISSIONS,SECOND,2024-07-01
2010,IE,HU36,LIGHT_COMMERCIAL,8030668,401895,28.37,7.42,44693.15,1.1538,343,1174,50535,2521,45239,12352135.68,3.41,POLICE_ADMIN_DATA,BENCHMARK,2024-10-12
2011,MT,MT840,PASSENGER_CAR,12019008,1612916,9.34,5.04,26090.71,2.0444,786,5369,58431,16066,41488,1857884.43,42.54,CARE_ROAD_SAFETY_DB,FLASH,2024-11-02
2012,SK,DE749,MOPED,9865817,1734060,24.88,8.2,74341.09,1.4139,235,2536,104446,15799,35663,14048857.64,19.82,NATIONAL_TRANSPORT_MINISTRY,FIRST,2024-08-27
2013,BE,DE50,MOTORCYCLE,6765066,514683,5.66,5.22,51755.43,1.3616,191,2040,109940,10082,19924,8542865.05,36.09,EEA_TRANSPORT_EMISSIONS,SECOND,2025-03-20
2014,DK,BE86,BUS_COACH,6861685,189890,24.39,6.96,20653.36,2.2601,906,7332,51858,17998,9872,5766626.15,30.68,POLICE_ADMIN_DATA,BENCHMARK,2025-10-23
2015,GR,FI350,HEAVY_TRUCK,7567485,1033231,9.64,16.62,18717.03,1.1299,644,7722,46314,11928,12307,2424621.25,20.07,CARE_ROAD_SAFETY_DB,FLASH,2026-01-06
2016,LT,CY9,LIGHT_COMMERCIAL,1997065,43102,35.69,16.88,30468.51,1.8178,1271,9923,121204,4238,34995,5892843.62,56.05,NATIONAL_TRANSPORT_MINISTRY,FIRST,2025-03-23
2017,PT,BG4,PASSENGER_CAR,1906166,136633,9.88,13.78,27742.3,0.5008,1265,6025,48856,3939,69792,8323239.29,8.48,EEA_TRANSPORT_EMISSIONS,SECOND,2024-06-06
2018,SE,BE481,MOPED,7639225,840934,30.06,6.48,66895.29,1.0542,96,330,54202,3134,34028,18210468.43,74.28,POLICE_ADMIN_DATA,BENCHMARK,2024-11-11
2019,CY,DK62,MOTORCYCLE,12546530,1656456,0.78,9.01,13623.27,0.1607,770,2813,86164,8711,16195,1886244.23,77.74,CARE_ROAD_SAFETY_DB,FLASH,2025-03-04
2020,FR,DK20,BUS_COACH,2658246,401359,69.69,9.37,15862.14,0.1538,156,468,69706,1921,10659,2269646.29,10.45,NATIONAL_TRANSPORT_MINISTRY,FIRST,2024-09-28
2021,IT,HU583,HEAVY_TRUCK,7280823,240353,79.06,7.41,70493.64,1.2656,529,4733,130802,14408,19153,11771671.08,6.46,EEA_TRANSPORT_EMISSIONS,SECOND,2025-07-24
2022,NL,MT7,LIGHT_COMMERCIAL,6983068,796526,59.28,13.72,42366.83,1.7034,1971,14328,71015,5311,66439,3298054.82,33.85,POLICE_ADMIN_DATA,BENCHMARK,2025-12-08
2023,SI,CY499,PASSENGER_CAR,5040058,566195,91.9,11.46,10920.55,1.459,314,3698,97591,21454,16121,1094375.1,63.08,CARE_ROAD_SAFETY_DB,FLASH,2024-06-28
2024,BG,LU7,MOPED,7924700,294734,5.27,13.84,33767.34,1.8062,1971,13645,9815,15383,24500,9741128.7,46.39,NATIONAL_TRANSPORT_MINISTRY,FIRST,2024-04-18
2025,EE,BE31,MOTORCYCLE,4156405,652199,21.83,10.47,3807.51,1.4557,166,1111,49127,4074,30774,446898.24,31.07,EEA_TRANSPORT_EMISSIONS,SECOND,2024-11-04
2005,HU,MT878,BUS_COACH,7118683,615044,35.03,15.81,13902.97,1.0161,549,1676,75546,15006,11574,3020066.77,48.68,POLICE_ADMIN_DATA,BENCHMARK,2025-05-20
2006,LU,DK68,HEAVY_TRUCK,5080979,650911,18.68,13.95,20800.07,0.3409,310,2968,71487,9041,34032,6085520.1,55.87,CARE_ROAD_SAFETY_DB,FLASH,2024-06-05
2007,RO,LT1,LIGHT_COMMERCIAL,277485,12915,13.92,14.73,29352.94,0.6853,1388,14057,70528,21908,20280,6973446.44,0.92,NATIONAL_TRANSPORT_MINISTRY,FIRST,2024-03-31
2008,AT,DK26,PASSENGER_CAR,7785382,1263717,32.24,12.52,65712.65,1.941,394,3309,3788,17534,51997,6428636.18,27.34,EEA_TRANSPORT_EMISSIONS,SECOND,2024-06-21
