lab_skills_reference_year,lab_skills_country_iso2,lab_skills_region_nuts_code,lab_skills_occupation_isco_code,lab_skills_vacancies_count,lab_skills_vacancy_rate_pct,lab_skills_hard_to_fill_share_pct,lab_skills_time_to_hire_days_median,lab_skills_skill_cluster_code,lab_skills_training_places_count,lab_skills_reskilling_participants_count,lab_skills_migration_for_work_share_pct,lab_skills_qualification_mismatch_rate_pct,lab_skills_green_jobs_share_pct,lab_skills_digital_jobs_share_pct,lab_skills_ai_jobs_share_pct,lab_skills_wage_premium_pct,lab_skills_eures_job_postings_count,lab_skills_data_source,lab_skills_data_extract_date
2016,MT,AT677,1_MANAGERS,122790,2.66,12.81,35.9,AGRI,46244,32242,12.76,15.03,10.99,2.73,1.06,9.93,108083,SECTOR_SKILLS_COUNCIL,2024-06-12
2017,SK,PL622,3_TECHNICIANS,15788,8.66,13.78,27.2,GREEN_ENERGY,35283,125307,15.51,26.55,14.26,28.71,0.99,13.26,10625,VACANCY_SCRAPE_AGGREGATE,2024-02-26
2018,BE,PT37,5_SERVICE_SALES,202887,3.66,51.59,67.95,HEALTH_CARE,92135,97318,16.53,10.94,6.29,23.19,0.09,23.89,1424,EURES_EXPORT,2024-09-22
2019,DK,LT62,7_CRAFT,214967,5.31,34.9,32.13,MANUFACTURING,100547,104964,7.26,9.55,15.73,22.9,0.24,7.54,50279,PUBLIC_EMPLOYMENT_SERVICE,2024-10-19
2020,GR,SE669,9_ELEMENTARY,26979,1.32,47.53,85.2,LOGISTICS,196842,203919,2.42,10.89,11.57,17.75,4.15,8.4,23429,SECTOR_SKILLS_COUNCIL,2024-02-01
2021,LT,FI71,2_PROFESSIONALS,103152,6.0,49.25,84.07,FINANCE,84490,70002,5.94,29.38,9.55,19.19,6.06,12.26,28523,VACANCY_SCRAPE_AGGREGATE,2026-02-15
2022,PT,DE4,4_CLERICAL,118532,1.01,17.81,43.85,PUBLIC_ADMIN,30851,273749,7.57,20.45,16.54,12.74,5.99,5.81,56790,EURES_EXPORT,2025-01-22
2023,SE,LV2,6_AGRI,356709,9.92,45.05,107.0,ICT,58738,276212,2.57,14.75,12.9,23.91,4.75,2.88,132826,PUBLIC_EMPLOYMENT_SERVICE,2025-11-15
2024,CY,CY6,8_PLANT_MACHINE,64758,4.18,48.47,112.45,CONSTRUCTION,94628,225729,18.76,22.35,3.34,17.58,3.57,7.7,68830,SECTOR_SKILLS_COUNCIL,2025-08-05
2025,FR,CZ776,1_MANAGERS,84217,0.45,33.11,69.99,HOSPITALITY,20298,137531,10.58,31.77,7.88,29.15,5.85,15.57,18721,VACANCY_SCRAPE_AGGREGATE,2024-05-01
2006,IT,BG950,3_TECHNICIANS,7103,3.63,23.36,82.19,EDUCATION,235452,32421,15.44,22.47,2.02,5.59,3.33,12.85,114181,EURES_EXPORT,2024-08-30
2007,NL,IE35,5_SERVICE_SALES,6390,2.2,12.43,40.02,AGRI,244922,77750,8.44,8.96,6.72,6.46,0.63,4.12,14075,PUBLIC_EMPLOYMENT_SERVICE,2025-01-09
2008,SI,SK6,7_CRAFT,190724,3.53,42.11,38.45,GREEN_ENERGY,173125,63490,14.33,33.77,19.18,4.96,3.57,7.54,119523,SECTOR_SKILLS_COUNCIL,2025-08-11
2009,BG,DK550,9_ELEMENTARY,76037,8.35,33.99,84.95,HEALTH_CARE,50637,93274,11.76,25.77,1.86,19.47,1.95,7.3,117414,VACANCY_SCRAPE_AGGREGATE,2024-11-07
2010,EE,HR63,2_PROFESSIONALS,66951,0.94,24.18,30.68,MANUFACTURING,153332,99934,10.4,14.04,6.96,17.67,1.18,2.37,20019,EURES_EXPORT,2024-11-02
2011,HU,CZ23,4_CLERICAL,101754,2.11,8.95,72.18,LOGISTICS,65396,128839,20.6,22.36,11.81,14.93,0.59,10.43,44269,PUBLIC_EMPLOYMENT_SERVICE,2025-06-02
2012,LU,NL57,6_AGRI,91827,5.13,20.11,43.8,FINANCE,247020,126702,13.72,9.65,2.23,14.42,5.42,3.73,105275,SECTOR_SKILLS_COUNCIL,2025-08-01
2013,RO,HU90,8_PLANT_MACHINE,116631,2.03,13.14,64.76,PUBLIC_ADMIN,253336,131949,16.0,10.65,6.6,19.71,0.59,13.65,66887,VACANCY_SCRAPE_AGGREGATE,2025-01-10
2014,AT,FI2,1_MANAGERS,118951,7.48,51.24,37.5,ICT,192396,95011,15.03,18.7,7.0,9.84,6.29,1.93,189650,EURES_EXPORT,2026-02-04
2015,CZ,PL66,3_TECHNICIANS,60726,6.11,54.32,107.17,CONSTRUCTION,170474,6219,6.68,16.51,6.36,2.97,3.24,5.37,48126,PUBLIC_EMPLOYMENT_SERVICE,2025-09-19
2016,DE,FI837,5_SERVICE_SALES,117951,3.43,28.93,51.82,HOSPITALITY,116093,33590,2.21,25.75,6.37,6.34,0.5,4.98,64688,SECTOR_SKILLS_COUNCIL,2024-02-06
2017,LV,LT7,7_CRAFT,153289,2.42,34.4,79.95,EDUCATION,200069,114737,13.45,9.98,5.33,11.78,1.39,13.18,26897,VACANCY_SCRAPE_AGGREGATE,2024-12-03
2018,PL,BG19,9_ELEMENTARY,152076,1.58,23.41,66.04,AGRI,255519,127635,10.77,25.29,5.14,3.62,0.69,3.38,55933,EURES_EXPORT,2024-06-01
2019,ES,MT814,2_PROFESSIONALS,321913,6.3,32.79,54.55,GREEN_ENERGY,249449,44024,8.27,36.67,45.35,3.36,2.43,25.75,88368,PUBLIC_EMPLOYMENT_SERVICE,2024-07-13
2020,HR,EE30,4_CLERICAL,226755,6.74,40.83,19.85,HEALTH_CARE,60347,91661,2.74,17.27,22.51,13.93,3.32,1.19,169840,SECTOR_SKILLS_COUNCIL,2025-04-29
2021,FI,CZ3,6_AGRI,192202,7.69,12.33,73.58,MANUFACTURING,73123,104912,5.55,14.8,9.27,12.58,2.08,5.49,57044,VACANCY_SCRAPE_AGGREGATE,2024-10-04
2022,IE,IE1,8_PLANT_MACHINE,232019,7.5,26.73,47.13,LOGISTICS,37303,245802,15.09,7.64,13.55,18.05,6.55,6.46,220023,EURES_EXPORT,2024-03-25
2023,MT,EE139,1_MANAGERS,99910,6.85,35.69,88.49,FINANCE,40649,140104,11.47,15.99,9.24,28.88,4.52,18.26,129538,PUBLIC_EMPLOYMENT_SERVICE,2025-10-15
2024,SK,FI309,3_TECHNICIANS,153236,4.06,13.24,27.6,PUBLIC_ADMIN,206174,28519,8.74,14.13,5.49,11.98,3.62,8.05,132795,SECTOR_SKILLS_COUNCIL,2025-04-30
2025,BE,DE128,5_SERVICE_SALES,264149,4.78,67.15,54.21,ICT,20838,315976,1.47,28.28,17.2,35.49,0.62,30.94,195224,VACANCY_SCRAPE_AGGREGATE,2024-12-03
2006,DK,RO77,7_CRAFT,100772,4.17,32.08,18.57,CONSTRUCTION,6104,68747,17.2,21.56,5.54,4.79,0.42,8.35,8776,EURES_EXPORT,2024-02-05
2007,GR,CY9,9_ELEMENTARY,62796,1.86,40.96,106.83,HOSPITALITY,186117,39391,13.27,28.92,12.28,15.26,2.07,14.31,58521,PUBLIC_EMPLOYMENT_SERVICE,2024-03-25
2008,LT,PT62,2_PROFESSIONALS,20069,5.01,26.69,23.95,EDUCATION,87616,33751,9.53,15.24,5.65,10.3,0.54,17.82,93812,SECTOR_SKILLS_COUNCIL,2025-10-24
2009,PT,IE937,4_CLERICAL,1793,4.53,17.74,15.8,AGRI,35675,69643,2.06,11.93,2.03,4.38,3.66,18.03,98094,VACANCY_SCRAPE_AGGREGATE,2024-11-28
2010,SE,GR40,6_AGRI,61516,6.39,21.36,95.52,GREEN_ENERGY,61,57783,11.92,36.37,2.13,2.37,0.23,8.57,127627,EURES_EXPORT,2025-03-09
2011,CY,RO9,8_PLANT_MACHINE,229798,1.41,58.46,84.05,HEALTH_CARE,157520,45090,6.16,26.38,7.57,3.76,2.72,28.78,137661,PUBLIC_EMPLOYMENT_SERVICE,2024-04-10
2012,FR,PT616,1_MANAGERS,158494,5.84,31.36,53.22,MANUFACTURING,103217,85208,11.09,16.61,6.29,16.81,3.1,7.36,146297,SECTOR_SKILLS_COUNCIL,2024-04-16
2013,IT,LV988,3_TECHNICIANS,265843,5.65,25.25,59.34,LOGISTICS,65821,16438,12.59,23.18,11.7,3.41,2.36,8.73,157445,VACANCY_SCRAPE_AGGREGATE,2024-07-12
2014,NL,AT18,5_SERVICE_SALES,166741,6.24,30.28,76.44,FINANCE,132848,85942,13.59,28.69,7.08,6.78,3.2,17.84,37718,EURES_EXPORT,2024-02-11
2015,SI,CZ978,7_CRAFT,35207,4.44,30.19,11.2,PUBLIC_ADMIN,77933,44928,8.59,25.54,1.31,7.83,3.07,0.9,88995,PUBLIC_EMPLOYMENT_SERVICE,2024-10-13
2016,BG,RO534,9_ELEMENTARY,173782,0.77,40.13,29.24,ICT,350026,115463,12.54,23.06,10.62,33.68,0.58,31.55,138670,SECTOR_SKILLS_COUNCIL,2024-08-20
2017,EE,GR27,2_PROFESSIONALS,177240,1.09,24.73,24.14,CONSTRUCTION,240063,29042,18.37,22.1,11.31,16.4,4.07,6.65,26870,VACANCY_SCRAPE_AGGREGATE,2024-12-31
2018,HU,HU71,4_CLERICAL,140689,5.13,13.82,51.87,HOSPITALITY,97247,73750,9.1,25.64,8.91,23.63,2.43,14.7,21383,EURES_EXPORT,2024-07-18
2019,LU,LU74,6_AGRI,56987,3.4,11.78,55.83,EDUCATION,181879,9336,5.4,10.99,13.91,3.29,1.98,14.78,27993,PUBLIC_EMPLOYMENT_SERVICE,2024-11-07
2020,RO,IE69,8_PLANT_MACHINE,166267,2.01,26.08,84.11,AGRI,255265,131246,16.89,16.73,13.17,2.56,4.34,3.13,113199,SECTOR_SKILLS_COUNCIL,2024-05-28
2021,AT,PT76,1_MANAGERS,297801,8.4,13.63,87.79,GREEN_ENERGY,255940,154232,15.54,29.74,10.3,14.88,4.93,27.27,90664,VACANCY_SCRAPE_AGGREGATE,2024-04-30
2022,CZ,LV301,3_TECHNICIANS,32967,7.69,16.63,40.08,HEALTH_CARE,15381,251605,14.91,23.28,2.42,20.48,3.58,20.55,77854,EURES_EXPORT,2025-03-18
2023,DE,PT6,5_SERVICE_SALES,183726,5.23,56.0,107.62,MANUFACTURING,265260,220228,1.76,22.32,21.95,28.93,9.09,6.39,101708,PUBLIC_EMPLOYMENT_SERVICE,2025-07-31
2024,LV,LV86,7_CRAFT,53867,1.28,29.45,39.35,LOGISTICS,154899,48892,4.21,13.56,11.73,4.05,2.14,8.43,63918,SECTOR_SKILLS_COUNCIL,2025-04-05
2025,PL,IE668,9_ELEMENTARY,64695,1.32,50.28,55.21,FINANCE,206607,91721,13.54,10.59,16.65,26.17,10.12,15.15,19407,VACANCY_SCRAPE_AGGREGATE,2025-04-12
2006,ES,LU762,2_PROFESSIONALS,133913,4.42,32.59,81.64,PUBLIC_ADMIN,178185,103580,3.95,23.44,8.32,13.82,3.11,3.68,34226,EURES_EXPORT,2025-11-26
2007,HR,DK322,4_CLERICAL,198333,5.92,32.76,63.28,ICT,225178,122294,15.69,23.19,3.11,27.68,1.29,25.76,150374,PUBLIC_EMPLOYMENT_SERVICE,2025-06-03
2008,FI,NL38,6_AGRI,38501,7.76,10.98,62.99,CONSTRUCTION,265277,60873,9.62,26.19,1.1,19.22,2.97,3.69,95388,SECTOR_SKILLS_COUNCIL,2024-04-04
2009,IE,SK44,8_PLANT_MACHINE,35751,3.71,35.94,26.56,HOSPITALITY,97985,15353,3.53,19.95,7.25,1.58,4.02,5.22,82832,VACANCY_SCRAPE_AGGREGATE,2025-12-21
2010,MT,BG43,1_MANAGERS,151022,4.37,53.82,106.41,EDUCATION,114462,97440,4.28,12.18,4.74,7.69,1.08,10.79,875,EURES_EXPORT,2024-01-05
2011,SK,AT3,3_TECHNICIANS,131045,1.61,9.89,80.08,AGRI,5173,6654,3.44,27.03,2.02,14.25,3.58,12.21,29103,PUBLIC_EMPLOYMENT_SERVICE,2024-06-12
2012,BE,CZ105,5_SERVICE_SALES,157269,7.54,46.24,50.69,GREEN_ENERGY,91482,146430,9.82,19.2,27.5,10.4,1.9,6.35,108505,SECTOR_SKILLS_COUNCIL,2025-11-22
2013,DK,MT2,7_CRAFT,182929,2.8,57.46,62.53,HEALTH_CARE,68257,19417,16.43,15.81,10.77,5.3,0.95,31.55,221683,VACANCY_SCRAPE_AGGREGATE,2025-12-16
2014,GR,BE226,9_ELEMENTARY,27358,5.19,58.11,110.87,MANUFACTURING,171622,33268,1.27,16.34,8.07,2.4,1.78,3.39,64398,EURES_EXPORT,2025-01-27
2015,LT,AT7,2_PROFESSIONALS,135776,6.05,36.03,20.17,LOGISTICS,102178,83160,18.55,17.91,10.32,1.56,3.99,18.02,187249,PUBLIC_EMPLOYMENT_SERVICE,2025-01-22
2016,PT,FR8,4_CLERICAL,172491,2.54,36.31,34.02,FINANCE,154891,69618,5.1,31.97,8.69,28.28,3.49,3.2,69305,SECTOR_SKILLS_COUNCIL,2024-09-12
2017,SE,PT7,6_AGRI,20174,0.8,33.62,43.98,PUBLIC_ADMIN,113153,108554,16.25,8.62,13.03,14.99,3.59,9.73,83787,VACANCY_SCRAPE_AGGREGATE,2024-02-11
2018,CY,IT2,8_PLANT_MACHINE,301634,7.9,31.72,68.65,ICT,371424,161544,11.7,12.68,5.23,48.4,1.25,8.96,172868,EURES_EXPORT,2024-09-04
2019,FR,AT44,1_MANAGERS,251643,3.65,31.49,56.12,CONSTRUCTION,74691,58657,10.49,22.21,1.95,8.81,2.94,8.08,145062,PUBLIC_EMPLOYMENT_SERVICE,2026-01-16
2020,IT,HU8,3_TECHNICIANS,33410,5.74,22.41,14.83,HOSPITALITY,47001,187185,11.0,14.84,22.81,22.06,9.29,15.84,61747,SECTOR_SKILLS_COUNCIL,2024-11-18
2021,NL,AT463,5_SERVICE_SALES,169262,6.42,54.97,105.08,EDUCATION,57705,122866,7.55,29.66,5.88,28.05,5.18,7.67,101679,VACANCY_SCRAPE_AGGREGATE,2024-03-24
2022,SI,GR46,7_CRAFT,8790,2.93,9.55,62.49,AGRI,192710,48991,1.12,9.03,4.69,9.65,3.29,10.08,102637,EURES_EXPORT,2024-04-24
2023,BG,RO4,9_ELEMENTARY,295646,3.2,43.25,31.46,GREEN_ENERGY,247968,301455,7.78,10.81,28.89,26.73,5.12,26.35,50254,PUBLIC_EMPLOYMENT_SERVICE,2024-08-08
2024,EE,HU44,2_PROFESSIONALS,235620,9.14,51.0,90.19,HEALTH_CARE,4003,201998,17.06,20.03,17.15,28.58,4.81,1.19,210051,SECTOR_SKILLS_COUNCIL,2025-03-25
2025,HU,PL78,4_CLERICAL,292062,5.07,56.82,98.69,MANUFACTURING,67191,176881,7.99,26.9,23.17,27.8,3.55,10.93,97063,VACANCY_SCRAPE_AGGREGATE,2024-07-22
2006,LU,LU1,6_AGRI,152919,3.5,15.42,16.64,LOGISTICS,241127,38823,8.35,22.21,1.56,14.02,0.36,11.27,160735,EURES_EXPORT,2024-05-31
2007,RO,DK6,8_PLANT_MACHINE,137146,1.82,40.46,55.35,FINANCE,95378,83217,14.21,17.94,4.0,17.11,3.32,7.38,12924,PUBLIC_EMPLOYMENT_SERVICE,2025-05-07
2008,AT,SE56,1_MANAGERS,152102,2.4,25.27,13.33,PUBLIC_ADMIN,218431,122147,12.55,30.87,1.72,17.01,2.94,14.87,134052,SECTOR_SKILLS_COUNCIL,2024-05-19
2009,CZ,ES25,3_TECHNICIANS,158268,4.03,55.46,117.81,ICT,109739,21465,9.55,31.32,12.45,25.43,4.5,20.92,10801,VACANCY_SCRAPE_AGGREGATE,2024-03-30
2010,DE,GR602,5_SERVICE_SALES,208059,6.42,16.04,42.69,CONSTRUCTION,11297,97041,10.84,23.38,11.78,12.41,3.2,11.86,151101,EURES_EXPORT,2026-02-12
2011,LV,DK51,7_CRAFT,168971,3.24,58.81,55.81,HOSPITALITY,83299,68444,13.04,14.33,1.95,8.31,0.8,14.64,115024,PUBLIC_EMPLOYMENT_SERVICE,2025-11-18
2012,PL,BG51,9_ELEMENTARY,218920,1.43,22.96,55.19,EDUCATION,213784,20002,16.14,19.9,10.73,19.5,3.73,5.6,43984,SECTOR_SKILLS_COUNCIL,2024-09-14
2013,ES,NL3,2_PROFESSIONALS,25655,0.94,24.38,41.24,AGRI,156944,101402,11.33,15.89,1.29,14.8,3.52,12.81,23045,VACANCY_SCRAPE_AGGREGATE,2025-05-22
2014,HR,PL77,4_CLERICAL,232890,6.68,52.2,63.65,GREEN_ENERGY,182846,10883,12.79,21.28,11.66,9.64,1.81,17.54,35068,EURES_EXPORT,2024-04-03
2015,FI,IE18,6_AGRI,199912,5.72,67.63,110.27,HEALTH_CARE,210539,96884,6.23,17.47,9.86,18.45,3.06,20.78,17775,PUBLIC_EMPLOYMENT_SERVICE,2025-07-22
2016,IE,AT83,8_PLANT_MACHINE,173627,3.68,55.72,86.74,MANUFACTURING,247088,98887,11.42,10.87,11.26,7.63,3.79,18.3,52648,SECTOR_SKILLS_COUNCIL,2025-05-29
2017,MT,HR1,1_MANAGERS,112147,5.16,18.87,57.04,LOGISTICS,264083,37355,7.48,9.64,8.6,29.89,2.75,0.88,97442,VACANCY_SCRAPE_AGGREGATE,2025-04-23
2018,SK,BG2,3_TECHNICIANS,190892,2.45,37.73,54.25,FINANCE,84429,79794,0.96,27.76,11.11,16.52,5.91,8.81,143112,EURES_EXPORT,2025-12-05
2019,BE,DE730,5_SERVICE_SALES,78467,3.06,44.57,87.43,PUBLIC_ADMIN,100282,97236,8.48,19.62,19.38,3.39,0.88,0.02,6778,PUBLIC_EMPLOYMENT_SERVICE,2024-09-07
2020,DK,NL5,7_CRAFT,269412,8.44,58.36,129.84,ICT,298072,292349,6.62,24.55,8.53,10.32,6.8,28.22,93348,SECTOR_SKILLS_COUNCIL,2025-11-24
2021,GR,SE90,9_ELEMENTARY,61852,9.18,49.32,82.58,CONSTRUCTION,141418,246642,8.19,23.49,12.88,16.41,9.51,18.37,114040,VACANCY_SCRAPE_AGGREGATE,2025-03-31
2022,LT,DE1,2_PROFESSIONALS,126545,5.44,18.79,12.31,HOSPITALITY,148705,174343,3.86,17.41,15.91,3.65,2.46,2.51,21290,EURES_EXPORT,2024-06-01
2023,PT,CY447,4_CLERICAL,101132,5.37,26.82,67.92,EDUCATION,72557,268101,11.65,26.86,17.87,24.48,3.79,4.08,66113,PUBLIC_EMPLOYMENT_SERVICE,2025-03-23
2024,SE,GR59,6_AGRI,15149,1.39,34.86,72.02,AGRI,41807,187873,3.27,9.81,8.02,23.62,7.51,3.02,96130,SECTOR_SKILLS_COUNCIL,2025-05-07
2025,CY,AT122,8_PLANT_MACHINE,302137,1.44,27.04,50.9,GREEN_ENERGY,43036,235304,14.52,28.26,27.3,15.15,1.7,19.84,120140,VACANCY_SCRAPE_AGGREGATE,2024-07-24
2006,FR,SK45,1_MANAGERS,232053,7.76,22.63,79.04,HEALTH_CARE,355276,79317,12.2,20.45,11.75,11.57,4.05,25.93,123683,EURES_EXPORT,2025-06-04
2007,IT,LT65,3_TECHNICIANS,175296,3.64,13.63,28.05,MANUFACTURING,161073,83025,1.52,8.93,4.95,1.79,1.37,13.87,26276,PUBLIC_EMPLOYMENT_SERVICE,2024-12-29
2008,NL,RO3,5_SERVICE_SALES,202429,5.55,36.75,49.21,LOGISTICS,213843,74693,11.35,11.11,11.76,16.25,2.12,10.29,112805,SECTOR_SKILLS_COUNCIL,2024-05-03
2009,SI,LV7,7_CRAFT,147439,2.54,14.5,35.91,FINANCE,24739,129234,3.23,18.26,10.83,15.05,7.94,12.8,44446,VACANCY_SCRAPE_AGGREGATE,2025-06-15
2010,BG,DK8,9_ELEMENTARY,86075,2.42,36.96,45.11,PUBLIC_ADMIN,83539,66586,7.03,9.46,7.77,11.43,3.41,7.36,90832,EURES_EXPORT,2025-11-23
2011,EE,BE7,2_PROFESSIONALS,104938,7.24,23.28,25.16,ICT,108221,69215,12.64,32.23,8.62,7.71,6.26,5.49,12880,PUBLIC_EMPLOYMENT_SERVICE,2026-01-21
2012,HU,SK5,4_CLERICAL,21282,7.69,13.02,76.06,CONSTRUCTION,133109,133222,11.68,7.63,4.27,3.24,0.17,6.21,129584,SECTOR_SKILLS_COUNCIL,2024-03-14
2013,LU,DK7,6_AGRI,155165,1.3,36.16,94.6,HOSPITALITY,220315,111179,14.41,17.85,2.02,15.51,0.33,17.98,122310,VACANCY_SCRAPE_AGGREGATE,2024-09-28
2014,RO,HU379,8_PLANT_MACHINE,84040,1.61,10.19,39.42,EDUCATION,107643,33549,13.99,23.82,1.01,9.95,1.36,9.93,112528,EURES_EXPORT,2024-11-19
2015,AT,SI25,1_MANAGERS,58011,0.98,24.57,68.54,AGRI,233091,54272,4.16,12.28,0.99,14.38,2.56,5.06,73488,PUBLIC_EMPLOYMENT_SERVICE,2025-02-11
2016,CZ,SK69,3_TECHNICIANS,277609,7.1,71.71,111.61,GREEN_ENERGY,757,84618,9.43,26.51,3.68,3.04,3.94,2.54,119902,SECTOR_SKILLS_COUNCIL,2026-02-15
2017,DE,EE8,5_SERVICE_SALES,119269,1.76,40.12,40.07,HEALTH_CARE,221761,120968,1.91,22.4,9.14,22.37,3.42,25.84,161700,VACANCY_SCRAPE_AGGREGATE,2025-09-03
2018,LV,PL342,7_CRAFT,107966,6.48,44.72,54.27,MANUFACTURING,157814,108377,1.74,31.13,5.86,26.63,3.05,0.26,152461,EURES_EXPORT,2025-04-18
2019,PL,RO73,9_ELEMENTARY,209015,5.43,56.12,32.81,LOGISTICS,57500,35560,20.22,29.01,12.04,15.58,0.79,17.51,77035,PUBLIC_EMPLOYMENT_SERVICE,2025-01-08
2020,ES,HU17,2_PROFESSIONALS,79894,4.01,26.75,53.5,FINANCE,66700,30215,1.78,27.86,4.43,19.12,5.36,1.06,55846,SECTOR_SKILLS_COUNCIL,2025-08-29
2021,HR,LV533,4_CLERICAL,80858,2.49,21.69,80.74,PUBLIC_ADMIN,11198,255733,17.07,19.85,10.6,26.57,6.25,12.54,53332,VACANCY_SCRAPE_AGGREGATE,2026-02-02
2022,FI,FI139,6_AGRI,315476,10.27,48.76,110.01,ICT,135103,251806,4.06,10.04,15.74,37.99,1.97,14.26,48816,EURES_EXPORT,2025-06-29
2023,IE,EE567,8_PLANT_MACHINE,139446,3.31,50.04,113.43,CONSTRUCTION,139567,78968,1.74,10.84,12.59,27.59,2.94,20.78,104217,PUBLIC_EMPLOYMENT_SERVICE,2024-12-01
2024,MT,ES97,1_MANAGERS,24885,4.79,30.85,35.28,HOSPITALITY,29680,153617,8.99,19.05,4.99,18.81,5.05,5.73,96890,SECTOR_SKILLS_COUNCIL,2025-10-18
2025,SK,LT6,3_TECHNICIANS,78092,0.79,40.52,103.99,EDUCATION,255597,119279,14.29,27.13,4.26,6.85,7.3,2.26,115977,VACANCY_SCRAPE_AGGREGATE,2026-01-16
2006,BE,CY864,5_SERVICE_SALES,7596,0.97,9.92,61.8,AGRI,33936,50406,4.24,11.24,2.96,3.69,3.82,3.09,134282,EURES_EXPORT,2026-01-05
2007,DK,AT144,7_CRAFT,46001,4.65,62.39,52.8,GREEN_ENERGY,91717,67395,10.76,12.54,17.21,13.58,2.66,2.24,62159,PUBLIC_EMPLOYMENT_SERVICE,2024-02-15
2008,GR,ES82,9_ELEMENTARY,54222,7.96,45.83,50.87,HEALTH_CARE,206594,90868,11.61,9.3,5.4,15.16,4.1,10.96,215118,SECTOR_SKILLS_COUNCIL,2024-05-30
2009,LT,BG5,2_PROFESSIONALS,151509,5.44,27.05,74.14,MANUFACTURING,163828,41287,10.33,26.86,8.27,16.28,0.27,10.45,97438,VACANCY_SCRAPE_AGGREGATE,2025-07-17
2010,PT,HU20,4_CLERICAL,3666,3.86,15.05,10.82,LOGISTICS,182653,17599,10.82,9.03,9.46,15.55,0.72,6.09,88701,EURES_EXPORT,2025-09-03
2011,SE,MT37,6_AGRI,43746,1.78,18.37,59.32,FINANCE,120404,103784,12.56,30.26,4.5,14.55,7.29,3.8,61024,PUBLIC_EMPLOYMENT_SERVICE,2025-04-04
2012,CY,LV4,8_PLANT_MACHINE,88635,1.71,17.59,58.18,PUBLIC_ADMIN,22647,1015,8.96,10.44,4.46,2.41,1.47,4.91,3575,SECTOR_SKILLS_COUNCIL,2025-10-08
2013,FR,ES464,1_MANAGERS,140285,8.22,63.18,26.95,ICT,80132,148705,13.21,25.36,10.31,7.56,1.25,18.04,212996,VACANCY_SCRAPE_AGGREGATE,2025-12-11
2014,IT,CY28,3_TECHNICIANS,105791,2.53,23.41,25.67,CONSTRUCTION,11814,79798,15.09,8.78,4.49,9.7,1.35,1.79,127884,EURES_EXPORT,2026-02-19
2015,NL,CY525,5_SERVICE_SALES,166619,0.56,18.74,39.17,HOSPITALITY,139286,93864,6.89,31.88,9.87,4.38,0.75,15.34,132614,PUBLIC_EMPLOYMENT_SERVICE,2024-12-27
2016,SI,SE59,7_CRAFT,796,3.2,29.1,54.37,EDUCATION,39584,69560,1.54,9.86,9.08,25.67,3.09,9.32,52268,SECTOR_SKILLS_COUNCIL,2025-05-11
2017,BG,FI8,9_ELEMENTARY,31999,3.03,44.55,83.86,AGRI,197994,127152,14.21,23.87,6.23,26.01,3.62,18.85,90692,VACANCY_SCRAPE_AGGREGATE,2025-07-08
2018,EE,EE90,2_PROFESSIONALS,242022,3.8,28.79,69.7,GREEN_ENERGY,223984,71144,1.52,28.2,3.87,6.54,3.19,21.22,73436,EURES_EXPORT,2024-02-28
2019,HU,MT150,4_CLERICAL,116870,8.25,61.02,46.56,HEALTH_CARE,240769,103517,20.12,24.94,18.37,16.91,3.64,25.9,163110,PUBLIC_EMPLOYMENT_SERVICE,2024-06-26
2020,LU,BG4,6_AGRI,46786,3.17,42.2,80.07,MANUFACTURING,152750,83257,12.39,29.42,23.37,3.19,7.21,20.25,109465,SECTOR_SKILLS_COUNCIL,2024-08-30
2021,RO,DK95,8_PLANT_MACHINE,3200,2.79,41.13,94.58,LOGISTICS,111572,122524,15.49,28.68,20.61,14.16,8.83,21.04,150414,VACANCY_SCRAPE_AGGREGATE,2024-11-16
2022,AT,GR617,1_MANAGERS,121980,7.71,21.55,56.62,FINANCE,56119,259284,5.5,12.86,10.61,18.52,3.1,10.99,49622,EURES_EXPORT,2024-12-18
2023,CZ,GR3,3_TECHNICIANS,144451,2.45,45.69,97.08,PUBLIC_ADMIN,69103,177598,11.58,19.46,6.11,6.71,5.74,12.61,125546,PUBLIC_EMPLOYMENT_SERVICE,2024-01-30
2024,DE,FR229,5_SERVICE_SALES,32965,10.8,31.51,65.6,ICT,319944,332445,12.59,15.25,3.6,15.18,2.69,9.14,31164,SECTOR_SKILLS_COUNCIL,2026-01-10
2025,LV,SI965,7_CRAFT,58950,8.29,49.16,55.09,CONSTRUCTION,43579,244459,17.87,16.12,3.9,21.55,6.19,15.0,25641,VACANCY_SCRAPE_AGGREGATE,2025-08-03
2006,PL,PL21,9_ELEMENTARY,172109,1.45,37.41,62.87,HOSPITALITY,262859,36372,1.51,20.54,6.97,5.18,0.94,9.24,79491,EURES_EXPORT,2024-10-15
2007,ES,CY81,2_PROFESSIONALS,216996,3.86,35.59,56.74,EDUCATION,47818,2135,7.06,9.57,3.85,3.18,0.5,8.03,142607,PUBLIC_EMPLOYMENT_SERVICE,2024-02-23
2008,HR,PL987,4_CLERICAL,34254,3.55,42.06,43.74,AGRI,248145,17101,4.85,26.99,5.1,11.83,0.83,2.26,56921,SECTOR_SKILLS_COUNCIL,2025-01-02
2009,FI,SK214,6_AGRI,203882,2.1,14.45,78.04,GREEN_ENERGY,140623,10659,15.4,25.82,12.61,6.52,4.09,12.27,67831,VACANCY_SCRAPE_AGGREGATE,2024-05-08
