tech_skills_reference_year,tech_skills_country_iso2,tech_skills_region_nuts_code,tech_skills_age_group,tech_skills_sex,tech_skills_basic_digital_skills_pct,tech_skills_above_basic_digital_skills_pct,tech_skills_ict_specialists_pct_employment,tech_skills_ict_graduates_per_1k,tech_skills_advanced_programming_skills_pct,tech_skills_ai_skills_training_participants,tech_skills_cybersecurity_skills_pct,tech_skills_remote_work_prevalence_pct,tech_skills_digital_public_services_usage_pct,tech_skills_enterprise_cloud_adoption_pct,tech_skills_enterprise_bigdata_adoption_pct,tech_skills_gender_gap_ict_specialists_pp,tech_skills_desi_component_score,tech_skills_survey_weight,tech_skills_data_extract_date
2019,FR,LV192,45-54,M,55.18,44.66,8.662,3.134,3.18,1544,13.28,21.93,34.44,54.74,11.43,1.97,80.89,1.571,2024-09-23
2020,HU,FI574,35-44,T,35.13,15.49,2.558,5.021,17.97,1331,18.09,29.58,45.78,25.13,15.7,7.27,36.54,1.8921,2024-05-12
2021,LV,HR889,25-34,F,90.75,66.7,8.465,4.982,5.74,1470,15.42,8.95,87.76,23.74,10.55,1.3,60.63,2.1544,2024-01-18
2022,MT,ES17,16-24,M,42.07,33.86,0.944,4.187,3.2,1391,2.59,8.08,32.54,13.61,46.28,0.87,59.89,1.1394,2025-09-24
2023,PT,LV89,65-74,T,29.83,14.1,1.186,4.523,4.26,1482,11.02,41.53,84.94,59.32,5.26,7.63,62.19,2.011,2024-05-16
2024,SI,PL26,55-64,F,69.77,45.43,3.788,7.228,23.09,1470,3.28,17.39,59.1,20.51,50.24,8.65,42.92,1.5379,2025-07-30
2025,AT,LU83,45-54,M,89.69,59.31,4.809,8.367,17.82,1842,17.43,8.18,41.34,55.12,19.69,2.42,73.27,0.6836,2024-01-23
2026,HR,EE333,35-44,T,56.9,21.66,3.428,4.061,23.03,1787,7.83,37.48,14.85,15.3,32.81,-2.22,73.1,1.086,2025-11-28
2014,DK,GR58,25-34,F,54.23,22.87,8.888,6.786,17.7,1485,5.62,37.64,14.61,59.09,4.06,6.33,48.11,0.581,2025-09-08
2015,FR,PL743,16-24,M,36.44,26.06,5.525,1.248,25.39,1577,12.4,6.9,35.28,76.84,49.35,-0.43,60.99,1.5862,2025-05-13
2016,HU,ES48,65-74,T,30.18,18.26,0.803,3.343,26.73,1757,12.71,13.78,14.42,55.47,24.08,-0.05,30.18,1.7832,2026-01-04
2017,LV,FI75,55-64,F,66.37,33.02,9.141,1.847,15.02,1394,2.27,39.27,35.25,44.25,47.58,-2.91,85.82,2.0175,2025-07-19
2018,MT,EE79,45-54,M,63.36,22.19,4.907,1.258,25.05,1600,20.19,41.83,24.08,68.92,48.01,2.6,61.8,3.0537,2025-08-14
2019,PT,DK98,35-44,T,76.45,46.74,4.869,6.833,2.28,1681,21.51,18.67,91.7,25.18,25.65,-0.05,78.16,2.5285,2025-11-24
2020,SI,DK81,25-34,F,90.55,75.19,5.318,5.533,19.37,1462,13.49,21.75,28.93,28.24,37.88,5.38,46.25,1.7806,2024-07-12
2021,AT,CY379,16-24,M,66.86,27.09,7.512,2.957,24.59,1805,11.84,40.8,84.22,65.19,14.99,4.02,68.91,2.988,2024-10-29
2022,HR,LT91,65-74,T,57.84,24.67,7.214,2.085,14.65,1339,12.73,11.12,24.39,64.71,50.45,2.81,58.36,2.1354,2025-02-20
2023,DK,BG17,55-64,F,45.35,27.92,5.079,1.865,11.16,1292,14.8,28.16,19.16,76.23,8.31,5.77,71.38,3.528,2024-08-10
2024,FR,ES75,45-54,M,56.37,41.87,1.648,1.914,6.99,1449,12.02,8.26,22.22,26.48,32.91,6.37,54.94,3.3978,2025-01-26
2025,HU,RO80,35-44,T,85.87,48.57,4.651,7.659,10.63,1453,2.52,23.45,73.71,24.48,49.99,-1.52,60.89,1.6941,2025-06-30
2026,LV,AT270,25-34,F,88.39,45.26,7.873,8.059,5.95,1455,14.11,40.51,22.95,55.05,37.81,5.7,18.82,3.1565,2024-01-16
2014,MT,SI941,16-24,M,65.23,27.01,4.235,0.413,8.84,1716,17.66,21.64,52.55,42.83,30.1,6.75,50.75,2.5541,2025-12-25
2015,PT,GR329,65-74,T,76.24,51.36,6.66,7.798,25.97,1628,18.95,42.74,88.64,36.81,17.33,1.77,57.36,1.6538,2025-02-17
2016,SI,BE75,55-64,F,77.97,28.14,6.553,2.267,3.21,1873,12.57,12.99,62.65,35.49,36.37,0.11,19.5,1.1124,2025-03-02
2017,AT,LU670,45-54,M,67.35,33.91,1.301,1.575,5.17,1448,3.42,40.89,32.25,53.05,51.67,1.05,19.25,2.433,2025-06-22
2018,HR,DE12,35-44,T,49.53,39.71,4.782,7.18,26.86,1495,10.63,24.74,80.79,41.48,8.83,6.37,25.95,1.7382,2024-05-31
2019,DK,LT5,25-34,F,38.3,18.33,6.718,6.805,21.0,1574,7.01,33.38,61.79,36.63,31.71,5.74,41.05,1.8472,2024-07-16
2020,FR,HU65,16-24,M,75.86,50.52,7.322,1.371,12.33,1770,20.71,5.64,63.6,74.98,22.12,9.14,25.03,2.9804,2024-08-11
2021,HU,SE5,65-74,T,44.28,19.41,8.097,3.722,8.45,1517,4.3,14.46,60.38,27.23,38.81,8.31,77.63,1.7345,2025-11-17
2022,LV,PL932,55-64,F,71.21,53.3,8.874,1.085,15.95,1321,16.23,19.04,77.06,63.17,4.64,-1.36,72.41,2.6215,2024-03-01
2023,MT,IE90,45-54,M,47.69,38.26,8.406,1.277,20.12,1666,7.57,32.92,34.31,74.44,42.97,-0.81,38.05,1.9637,2025-11-04
2024,PT,PT655,35-44,T,33.13,25.2,2.977,4.95,16.61,1506,11.71,5.98,64.51,39.95,10.74,4.69,40.1,2.5259,2025-08-15
2025,SI,IT803,25-34,F,52.05,31.97,1.239,1.247,12.18,1806,21.78,35.13,68.51,57.44,30.31,9.25,23.34,2.9398,2024-08-02
2026,AT,RO240,16-24,M,42.7,34.72,8.669,7.807,22.8,1742,17.66,33.89,68.13,17.96,51.86,2.69,35.03,1.8526,2025-07-03
2014,HR,NL75,65-74,T,84.36,42.46,3.222,1.733,16.34,1390,5.39,37.23,29.95,9.82,49.14,6.23,35.88,2.5659,2025-08-06
2015,DK,LV71,55-64,F,79.64,40.32,7.089,8.36,21.85,1579,2.81,25.08,55.4,43.38,39.66,7.81,38.23,2.0064,2024-04-21
2016,FR,PT6,45-54,M,57.47,37.52,1.357,3.807,24.94,1876,13.12,4.12,22.67,20.59,37.5,-2.62,75.28,0.9701,2026-01-10
2017,HU,BE36,35-44,T,61.82,48.22,6.378,8.18,25.29,1386,6.57,18.15,90.44,44.72,10.27,1.55,37.2,0.6908,2025-12-24
2018,LV,FI90,25-34,F,59.62,34.89,8.571,1.521,13.59,1808,19.84,11.8,68.93,32.89,3.9,6.24,61.96,2.0396,2025-05-09
2019,MT,DK494,16-24,M,88.9,72.29,2.105,4.415,2.96,1473,3.55,14.53,30.95,46.8,48.04,6.82,55.21,3.3562,2025-05-30
2020,PT,GR15,65-74,T,30.62,16.05,3.919,2.518,16.56,1403,3.64,15.14,86.38,24.48,20.82,-2.33,32.72,2.4448,2024-12-17
2021,SI,MT621,55-64,F,49.18,29.42,7.233,0.821,4.2,1484,17.88,29.07,37.53,24.07,13.34,0.39,79.71,0.9041,2024-02-06
2022,AT,SE866,45-54,M,63.94,44.52,1.382,7.61,8.05,1335,6.69,5.94,13.23,66.13,14.4,8.84,31.72,1.2483,2024-11-13
2023,HR,SK86,35-44,T,37.19,19.6,3.145,3.322,18.44,1610,16.97,34.67,53.13,70.02,30.17,0.71,40.05,1.9243,2024-04-19
2024,DK,ES145,25-34,F,70.84,59.56,6.976,2.276,11.0,1531,20.29,40.95,79.24,31.55,5.58,7.51,29.05,1.9652,2024-09-25
2025,FR,GR565,16-24,M,43.12,15.83,6.441,4.833,26.13,1377,19.34,30.11,87.68,21.01,33.1,-1.04,35.26,3.1004,2025-01-29
2026,HU,IE635,65-74,T,50.44,19.29,1.787,8.43,13.53,1714,9.33,32.64,85.13,73.52,31.26,7.51,30.08,3.3329,2025-01-26
2014,LV,LV200,55-64,F,76.39,32.13,2.031,4.282,11.24,1722,19.0,37.06,83.31,33.49,6.56,9.07,31.8,0.747,2025-10-18
2015,MT,FI4,45-54,M,62.88,48.37,2.864,3.227,27.79,1448,8.15,7.07,22.72,66.15,3.84,-0.91,64.86,1.4121,2024-01-21
2016,PT,LV640,35-44,T,26.06,11.11,4.808,0.523,5.48,1713,9.22,25.56,31.09,60.42,51.86,4.91,25.73,3.5052,2025-02-04
2017,SI,AT9,25-34,F,69.06,42.05,4.923,2.776,10.14,1385,11.94,25.51,46.88,38.27,7.62,-1.41,66.43,1.6673,2024-01-01
2018,AT,GR17,16-24,M,69.16,24.92,3.842,5.691,27.83,1639,17.2,25.43,53.59,48.97,51.32,3.13,70.25,1.9173,2024-07-17
2019,HR,DE57,65-74,T,51.72,19.2,5.219,0.427,22.69,1734,14.81,23.34,91.79,26.9,39.78,2.82,62.16,2.0441,2025-03-01
2020,DK,ES77,55-64,F,88.76,61.23,6.826,2.967,6.5,1310,3.86,41.72,31.15,40.67,49.62,2.92,42.5,1.2713,2024-10-19
2021,FR,LT7,45-54,M,27.69,13.41,9.055,8.272,9.77,1400,19.79,23.37,50.81,50.3,38.62,-1.42,47.55,1.922,2025-10-17
2022,HU,AT45,35-44,T,90.99,48.08,5.177,1.903,16.14,1668,11.69,8.93,91.33,36.39,36.93,8.95,79.34,0.509,2024-06-09
2023,LV,IT7,25-34,F,72.85,46.57,8.903,1.374,3.56,1497,20.15,32.65,32.94,74.99,30.38,6.74,65.45,1.2457,2024-05-20
2024,MT,CZ326,16-24,M,42.61,15.44,4.299,6.341,26.68,1757,16.71,20.97,38.91,35.83,6.2,7.41,60.61,3.7152,2024-08-16
2025,PT,SE65,65-74,T,81.08,35.4,3.466,2.664,12.77,1726,3.1,20.06,29.77,21.16,8.99,-2.72,18.33,1.8358,2025-05-21
2026,SI,CZ878,55-64,F,51.34,41.78,3.397,1.388,3.91,1821,6.24,5.77,52.26,57.52,21.94,2.9,24.91,1.0981,2025-07-03
2014,AT,IE580,45-54,M,55.38,43.02,2.627,6.782,23.64,1469,10.08,40.89,42.46,47.47,30.25,1.67,64.91,1.1601,2024-08-11
2015,HR,NL93,35-44,T,60.68,47.94,5.49,7.376,17.53,1795,9.41,44.61,64.94,11.07,40.95,2.82,63.19,2.683,2024-08-24
2016,DK,CY753,25-34,F,72.22,32.67,9.089,7.485,9.86,1609,3.45,44.41,20.55,40.19,28.22,1.21,71.76,2.7854,2025-07-06
2017,FR,BE4,16-24,M,91.61,49.46,7.058,6.248,10.3,1390,13.13,10.46,87.97,24.72,18.89,5.81,38.96,1.5809,2025-01-17
2018,HU,PT772,65-74,T,81.59,64.14,3.932,4.247,16.86,1562,6.41,45.88,55.52,75.18,20.62,-2.36,68.83,3.2743,2024-01-29
2019,LV,DE24,55-64,F,86.37,34.03,5.164,3.81,21.83,1780,20.75,6.05,73.02,46.59,10.69,3.04,68.98,0.872,2025-09-26
2020,MT,SI52,45-54,M,47.91,29.03,1.722,6.018,12.59,1403,7.59,23.86,46.27,16.07,35.79,4.33,59.96,3.6881,2025-04-09
2021,PT,FR9,35-44,T,85.42,71.93,8.99,4.894,4.24,1391,6.26,15.82,79.89,62.32,27.65,1.17,67.48,1.095,2025-03-10
2022,SI,EE52,25-34,F,84.39,49.99,8.473,0.462,23.0,1744,3.14,24.18,67.13,65.1,48.13,6.06,68.7,2.6767,2024-03-26
2023,AT,SI561,16-24,M,57.98,31.37,6.661,1.138,18.03,1453,13.39,19.63,24.24,70.79,41.8,0.97,26.6,3.4516,2024-03-09
2024,HR,NL39,65-74,T,62.25,52.14,8.524,0.447,13.26,1553,20.01,39.08,49.83,45.41,47.59,-2.86,21.55,0.8483,2024-08-18
2025,DK,HR59,55-64,F,31.23,11.28,2.852,4.42,14.01,1783,20.38,9.63,29.22,67.7,51.12,6.9,54.87,0.9202,2024-03-30
2026,FR,LT57,45-54,M,67.72,47.51,3.743,7.445,16.52,1852,12.41,41.88,59.97,38.07,25.54,-3.26,41.33,0.2998,2025-12-27
2014,HU,FR52,35-44,T,25.24,12.45,2.161,7.635,24.62,1499,5.26,20.33,21.67,42.02,34.56,-2.76,28.26,3.0996,2024-01-22
2015,LV,SI33,25-34,F,46.26,28.22,6.363,7.583,13.36,1817,5.21,6.39,55.5,36.31,40.81,1.39,80.44,3.4344,2024-10-26
2016,MT,MT908,16-24,M,36.41,17.22,1.626,2.125,11.61,1497,13.49,23.69,46.07,68.23,9.19,3.31,26.5,0.6604,2025-11-23
2017,PT,LT499,65-74,T,55.22,22.46,2.288,2.487,24.57,1523,15.18,19.8,68.5,25.37,32.29,-2.14,57.53,2.8887,2025-06-30
2018,SI,RO800,55-64,F,48.44,33.17,8.417,5.172,25.07,1931,20.65,17.87,13.21,66.99,49.94,-3.21,31.65,3.3149,2025-01-15
2019,AT,IE520,45-54,M,68.51,35.06,4.417,1.926,24.46,1410,20.47,37.94,66.63,44.34,6.92,-2.8,44.96,3.0067,2024-10-15
2020,HR,EE31,35-44,T,39.83,17.15,2.819,7.394,20.3,1747,19.25,25.44,23.92,8.4,19.74,0.0,44.35,2.2495,2025-08-28
2021,DK,LT700,25-34,F,68.02,29.81,8.909,3.867,16.08,1731,14.06,20.38,31.8,70.46,36.23,-2.87,62.09,0.8233,2025-09-26
2022,FR,LT69,16-24,M,47.0,30.28,7.827,8.048,23.21,1938,2.54,12.17,24.86,67.9,10.27,2.03,40.68,2.9985,2025-08-26
2023,HU,HU3,65-74,T,71.79,52.34,1.502,3.54,22.45,1566,10.49,45.54,61.74,47.64,24.5,9.5,59.29,1.0924,2026-01-05
2024,LV,EE95,55-64,F,87.4,58.62,4.202,2.657,22.99,1903,21.96,12.79,37.27,45.27,29.46,0.55,43.25,2.7376,2024-04-20
2025,MT,LV577,45-54,M,30.12,23.72,0.934,6.574,20.01,1502,3.64,9.02,35.02,60.9,23.84,1.71,60.51,3.6167,2025-01-09
2026,PT,SI449,35-44,T,64.87,53.2,9.41,2.136,22.16,1776,14.91,28.78,83.13,45.59,25.23,7.37,43.04,1.1781,2025-12-02
2014,SI,PL63,25-34,F,28.88,13.56,2.782,2.579,25.26,1796,4.94,40.83,83.92,20.26,35.3,8.02,41.58,2.6933,2025-05-01
2015,AT,FI78,16-24,M,37.68,21.88,3.066,5.807,5.78,1672,6.04,7.68,17.27,67.19,25.94,-0.18,87.94,2.1643,2024-07-01
2016,HR,LT220,65-74,T,81.96,54.97,5.442,7.788,8.82,1568,12.04,44.98,72.45,47.28,41.26,-2.01,54.1,3.0628,2025-09-13
2017,DK,FR3,55-64,F,66.28,51.89,8.001,2.925,27.67,1698,7.42,13.01,43.07,41.55,12.88,-2.02,66.44,0.8902,2024-09-27
2018,FR,DE823,45-54,M,34.3,25.29,6.331,5.459,20.29,1931,11.49,4.7,60.56,8.03,32.12,5.3,76.71,0.5587,2024-05-12
2019,HU,IE484,35-44,T,66.68,48.78,1.228,8.088,12.24,1725,14.54,39.82,16.2,14.67,3.25,2.09,43.17,1.7075,2024-05-17
2020,LV,LU93,25-34,F,82.97,53.22,7.455,6.369,19.36,1571,5.67,20.0,15.83,16.92,33.34,1.19,45.31,2.6316,2024-05-22
2021,MT,LV1,16-24,M,81.65,65.97,8.491,6.876,2.69,1866,7.99,42.06,42.24,47.97,50.6,4.05,34.74,2.7868,2025-03-15
2022,PT,FR434,65-74,T,34.89,28.98,7.628,0.519,21.06,1393,15.94,5.64,88.61,20.34,28.5,-1.15,74.55,1.2086,2025-08-19
2023,SI,LT72,55-64,F,87.67,33.76,1.292,3.077,6.88,1620,2.68,37.32,25.95,16.09,9.64,8.99,85.39,1.8004,2025-12-02
2024,AT,NL772,45-54,M,51.9,30.82,3.305,0.972,21.85,1485,8.99,24.93,70.61,17.51,17.14,8.92,61.96,2.7137,2024-01-19
2025,HR,FI81,35-44,T,27.53,20.03,6.598,8.181,12.83,1424,13.04,41.6,67.03,74.92,15.0,5.2,22.69,3.519,2025-08-08
2026,DK,LV504,25-34,F,48.69,25.94,3.276,0.733,27.08,1391,11.51,19.31,78.87,71.43,15.69,-1.53,79.84,1.2327,2024-07-23
2014,FR,FR86,16-24,M,37.39,20.5,7.766,2.182,3.05,1437,15.3,31.96,56.87,19.49,47.31,9.26,18.83,0.5011,2025-01-28
2015,HU,SK8,65-74,T,72.78,58.68,1.912,2.993,21.16,1481,9.96,19.9,74.86,12.87,33.81,4.1,69.19,0.9226,2025-07-31
2016,LV,DE28,55-64,F,43.35,32.26,9.498,8.366,22.33,1707,16.64,3.84,79.47,39.57,38.9,0.14,38.56,3.5801,2025-07-30
2017,MT,CY54,45-54,M,68.12,25.18,2.92,0.848,22.44,1378,10.22,24.61,64.74,23.43,24.89,3.73,63.01,2.1639,2025-10-13
2018,PT,EE43,35-44,T,43.05,23.48,8.2,2.775,15.29,1889,2.14,37.35,53.26,8.55,39.02,-2.59,25.14,1.847,2025-08-21
2019,SI,ES920,25-34,F,33.83,15.2,5.847,6.904,12.0,1469,17.49,32.7,15.07,53.14,20.78,-2.58,47.56,1.8102,2024-09-17
2020,AT,NL83,16-24,M,62.05,37.61,6.322,0.695,24.49,1770,20.1,23.99,17.17,35.04,20.78,2.27,62.08,3.7054,2025-05-31
2021,HR,EE69,65-74,T,89.48,34.56,5.798,4.972,17.94,1626,9.78,36.83,46.24,59.86,11.79,0.91,55.69,3.1498,2024-01-19
2022,DK,BG29,55-64,F,37.29,28.55,3.097,5.334,4.43,1890,13.51,13.2,80.33,48.75,28.6,2.72,63.1,0.7035,2024-05-07
2023,FR,LT923,45-54,M,77.97,43.81,8.032,8.243,24.38,1586,8.74,22.94,62.22,23.36,24.59,1.11,62.14,2.1983,2025-03-24
2024,HU,SK21,35-44,T,66.97,35.47,6.119,0.711,24.02,1425,21.25,41.25,15.14,8.9,40.43,8.56,32.94,1.8684,2024-06-07
2025,LV,CZ504,25-34,F,70.2,48.93,4.86,4.225,20.69,1444,11.46,20.86,15.48,16.06,30.57,-0.33,44.31,3.4377,2024-02-28
2026,MT,RO49,16-24,M,64.12,31.14,6.342,3.863,13.44,1874,21.61,3.19,65.75,8.85,45.49,2.83,85.7,0.518,2024-07-27
2014,PT,LV442,65-74,T,84.05,65.82,6.571,6.883,14.12,1698,19.02,34.12,77.81,48.55,14.95,-1.98,24.44,1.2762,2025-07-08
2015,SI,LU275,55-64,F,77.09,30.7,8.25,1.753,18.08,1470,10.63,6.25,74.01,16.62,11.07,-1.71,22.32,2.5736,2025-10-08
2016,AT,IE2,45-54,M,49.31,27.16,5.39,0.86,18.59,1904,13.98,41.38,68.21,16.48,9.04,-0.15,52.41,2.3823,2025-09-03
2017,HR,PL367,35-44,T,36.86,28.33,3.459,7.719,6.56,1555,5.74,35.31,52.44,14.38,32.14,0.04,86.03,3.5996,2025-01-07
2018,DK,FR497,25-34,F,35.85,29.41,6.001,2.578,6.3,1392,17.58,8.53,62.76,69.51,47.65,5.48,76.35,2.3697,2025-10-11
2019,FR,FI208,16-24,M,40.19,27.72,7.9,0.558,9.01,1873,19.07,9.72,25.44,31.53,13.57,8.27,32.81,0.7595,2025-05-30
2020,HU,LV79,65-74,T,25.27,19.66,4.818,5.958,19.07,1936,12.59,42.17,86.07,72.94,48.03,4.06,57.13,1.1795,2025-07-01
2021,LV,LV41,55-64,F,55.18,38.3,5.251,6.328,22.16,1419,4.31,38.61,33.03,31.92,6.83,4.3,34.59,1.4179,2025-07-26
2022,MT,HU48,45-54,M,44.96,35.75,3.126,4.46,24.21,1599,15.69,29.65,85.08,25.57,42.67,2.12,25.65,3.5132,2025-03-13
2023,PT,AT943,35-44,T,85.27,55.42,7.256,4.852,17.36,1800,15.46,44.06,77.19,49.85,10.84,5.59,83.26,1.1809,2024-04-21
2024,SI,LU64,25-34,F,68.55,35.74,4.32,5.456,24.51,1736,7.95,38.73,38.25,25.52,5.32,-2.16,42.18,1.4927,2024-01-01
2025,AT,DE35,16-24,M,53.82,45.07,6.355,3.299,4.01,1839,6.01,15.71,43.36,16.6,25.97,6.44,39.72,2.0812,2024-02-18
2026,HR,RO216,65-74,T,81.46,58.48,5.246,7.469,4.33,1509,11.41,24.3,35.77,58.27,20.3,1.61,26.86,1.2702,2024-06-06
2014,DK,IE3,55-64,F,77.56,29.53,5.95,1.527,12.99,1802,16.11,30.34,44.44,63.7,6.75,3.48,26.94,1.0945,2025-09-14
2015,FR,ES10,45-54,M,80.44,48.26,2.679,4.131,17.48,1410,14.49,27.01,12.58,71.17,6.68,4.57,46.49,1.6271,2024-11-03
2016,HU,PL296,35-44,T,50.18,39.25,3.886,0.754,20.7,1784,13.61,29.1,25.57,66.68,26.49,-0.17,19.58,2.7888,2024-08-10
2017,LV,DK84,25-34,F,58.9,33.11,7.234,1.932,24.6,1696,6.79,34.77,12.74,66.77,15.19,3.18,58.93,3.5875,2024-06-29
2018,MT,ES8,16-24,M,53.61,32.24,1.398,3.765,14.71,1647,18.16,26.51,74.09,61.06,25.2,5.56,68.79,2.3573,2024-10-02
2019,PT,SK13,65-74,T,34.58,22.14,2.272,1.782,22.04,1735,12.87,12.04,36.8,66.39,49.14,5.66,37.32,1.3629,2024-01-15
2020,SI,CZ1,55-64,F,75.74,62.18,7.792,1.923,12.01,1620,16.27,4.95,74.43,67.87,30.0,1.31,19.1,2.5448,2025-04-26
2021,AT,BE91,45-54,M,37.73,25.75,5.438,7.887,6.57,1586,10.53,13.86,30.43,32.86,45.11,0.98,65.72,2.6892,2025-05-22
2022,HR,CZ5,35-44,T,26.7,20.97,2.641,3.344,25.97,1414,14.95,37.07,25.5,56.04,44.59,1.47,21.09,3.5012,2025-07-31
2023,DK,DK8,25-34,F,47.17,19.9,2.734,3.702,1.64,1430,9.23,8.82,41.96,68.55,14.33,8.1,28.32,3.5508,2025-07-04
2024,FR,PT32,16-24,M,47.67,27.16,5.515,3.136,10.22,1405,9.97,24.57,19.93,39.98,51.01,4.0,38.69,3.4694,2024-12-03
2025,HU,IT86,65-74,T,52.98,35.52,5.642,0.642,20.98,1620,7.79,13.59,18.24,26.7,33.14,-1.08,78.13,2.8498,2025-01-01
2026,LV,NL65,55-64,F,91.19,48.3,7.772,8.252,25.21,1589,21.71,35.51,31.35,26.63,18.68,-2.12,23.01,1.0233,2024-07-04
2014,MT,SK964,45-54,M,83.8,59.79,4.131,2.415,26.59,1714,7.33,24.61,43.28,49.49,37.78,2.67,84.37,3.2219,2024-05-12
2015,PT,AT79,35-44,T,57.5,37.6,1.625,2.983,3.82,1420,15.55,16.7,34.51,66.15,26.28,3.12,70.41,2.9703,2024-01-06
2016,SI,BG996,25-34,F,84.24,43.49,8.139,3.556,5.82,1833,18.16,5.1,24.78,20.7,35.4,0.61,38.17,3.5532,2025-04-22
2017,AT,PT228,16-24,M,60.67,27.69,8.645,6.449,2.07,1538,6.91,21.92,75.35,59.35,48.18,5.42,59.71,3.0767,2025-09-24
2018,HR,LV32,65-74,T,80.18,48.95,5.728,2.378,11.67,1556,19.67,21.73,55.5,76.9,26.05,-2.39,71.64,2.1333,2024-06-29
2019,DK,NL27,55-64,F,73.58,55.48,1.392,5.556,17.71,1675,7.87,6.56,69.82,57.04,40.09,-1.57,56.65,0.7971,2024-10-15
2020,FR,IE905,45-54,M,51.82,41.52,2.607,4.72,17.8,1481,10.26,44.96,90.76,16.82,49.26,2.71,68.2,0.4536,2025-12-03
2021,HU,EE82,35-44,T,90.99,44.0,4.033,6.276,8.53,1438,13.72,13.64,65.44,25.95,33.63,5.8,68.95,1.201,2024-09-13
2022,LV,BE125,25-34,F,44.41,21.88,4.779,2.305,22.0,1645,4.93,45.82,59.92,64.62,50.92,-2.43,76.45,2.1803,2025-04-20
2023,MT,SK17,16-24,M,77.53,39.97,3.214,1.42,2.74,1837,13.99,12.66,72.1,33.41,22.92,-2.17,33.9,2.9859,2025-05-13
2024,PT,SI8,65-74,T,69.14,36.73,4.979,0.818,17.41,1640,21.08,3.47,31.79,41.45,12.32,6.7,84.32,1.1466,2025-09-14
2025,SI,PT913,55-64,F,88.99,34.19,3.081,2.621,8.35,1901,11.43,13.03,61.9,57.61,39.47,2.67,75.01,2.655,2025-06-05
2026,AT,NL704,45-54,M,28.91,19.44,9.464,1.093,8.11,1948,18.39,28.28,26.63,10.11,26.36,-0.16,39.01,3.4207,2025-02-17
2014,HR,BE23,35-44,T,37.86,23.3,1.042,1.961,13.37,1526,3.2,33.78,37.71,34.93,41.21,7.35,24.05,1.5982,2024-05-18
2015,DK,PT19,25-34,F,72.7,57.48,2.549,3.924,10.19,1844,20.62,31.67,72.55,66.58,4.33,8.53,70.32,0.825,2025-01-24
2016,FR,GR484,16-24,M,48.9,23.45,3.276,5.898,13.86,2001,9.33,21.54,75.4,15.74,29.4,-3.4,25.25,1.3814,2025-12-31
2017,HU,SK60,65-74,T,62.74,42.89,8.778,5.409,4.2,1761,19.06,4.32,89.32,42.52,47.3,6.6,39.47,2.6206,2025-02-28
2018,LV,LV58,55-64,F,74.88,38.18,1.094,4.884,9.15,1861,17.27,25.72,68.11,44.75,10.79,2.4,37.14,1.3049,2025-12-30
2019,MT,MT16,45-54,M,63.16,26.61,8.573,2.37,26.66,1993,19.6,31.76,50.82,15.67,3.34,2.3,36.1,0.9884,2025-10-11
2020,PT,SE8,35-44,T,53.94,27.86,5.567,6.599,20.46,1871,5.1,40.9,72.91,22.91,22.4,-1.68,50.77,2.3794,2024-02-20
2021,SI,CY81,25-34,F,82.86,41.89,4.146,2.568,1.65,1583,2.95,26.97,63.52,64.66,11.05,2.21,44.23,0.9855,2024-08-20
2022,AT,MT7,16-24,M,35.71,12.63,5.97,2.658,13.89,1794,6.64,29.99,43.79,46.97,46.62,-1.59,33.22,3.4857,2025-01-13
2023,HR,DK6,65-74,T,72.1,49.01,6.129,3.686,24.23,1899,11.15,45.57,67.24,40.82,28.63,8.88,47.89,1.8766,2025-07-05
2024,DK,LT8,55-64,F,43.69,36.91,7.275,1.434,12.92,1494,14.71,41.06,78.22,32.51,33.87,3.97,75.07,3.6445,2024-04-17
2025,FR,RO214,45-54,M,32.16,18.97,2.513,7.533,17.3,1802,11.26,10.74,62.43,62.82,39.9,1.48,40.46,2.3208,2025-04-29
2026,HU,IE922,35-44,T,52.05,25.79,5.539,2.791,24.5,1730,9.16,31.47,30.37,13.8,51.43,-1.17,32.78,1.1795,2024-02-18
2014,LV,IT29,25-34,F,54.69,40.15,7.123,5.338,3.47,1458,16.94,24.58,40.33,50.25,12.83,5.07,39.28,2.4668,2025-08-30
2015,MT,FR386,16-24,M,73.14,28.41,4.671,5.109,24.12,1724,21.05,3.79,88.81,41.84,26.19,-3.09,66.97,2.5091,2024-10-10
2016,PT,LU6,65-74,T,25.79,21.04,0.909,7.822,10.51,1620,6.78,24.83,52.45,41.94,14.9,2.56,66.53,2.5944,2025-03-04
2017,SI,ES625,55-64,F,53.81,20.76,2.439,1.75,27.51,1972,11.27,43.02,16.97,77.7,15.12,7.1,47.06,1.6065,2025-01-14
2018,AT,IT966,45-54,M,78.68,34.02,9.158,3.58,23.62,1622,14.73,30.16,36.64,51.06,49.83,-1.63,50.93,1.7398,2024-08-17
2019,HR,ES548,35-44,T,83.66,45.08,7.824,2.263,24.88,1678,15.42,39.16,16.84,71.78,29.56,3.28,87.61,2.6073,2024-05-23
2020,DK,PT819,25-34,F,56.69,42.73,4.589,6.398,17.52,1716,6.85,22.05,84.29,8.72,21.58,8.62,47.91,2.7497,2024-04-28
2021,FR,LU780,16-24,M,64.98,41.95,6.991,0.764,1.7,1478,13.07,5.45,72.1,24.25,25.93,1.08,62.63,3.6037,2024-04-25
