soc_esspros_reference_year,soc_esspros_country_iso2,soc_esspros_function_code,soc_esspros_benefit_type_code,soc_esspros_financing_source_code,soc_esspros_expenditure_total_eur,soc_esspros_expenditure_pct_gdp,soc_esspros_beneficiaries_count,soc_esspros_mean_benefit_eur,soc_esspros_admin_cost_eur,soc_esspros_in_kind_benefit_eur,soc_esspros_cash_benefit_eur,soc_esspros_means_tested_share_pct,soc_esspros_digital_application_rate_pct,soc_esspros_processing_time_days_median,soc_esspros_fraud_detected_amount_eur,soc_esspros_recovery_amount_eur,soc_esspros_eurostat_table_code,soc_esspros_methodology_version,soc_esspros_data_extract_date
2017,DE,OLD_AGE,IN_KIND,EU_FUNDS,15202708563.3,11.383,71870,211530.66,530864131.53,7006387295.54,8196321267.76,28.44,42.26,101,36916747.32,19562679.96,spr_exp_oth,ESSPROS_2024A,2024-04-23
2018,LU,SOCIAL_EXCLUSION,TAX_RELIEF,OTHER,20956563497.47,19.836,73123,286593.32,861989853.75,7511977378.05,13444586119.42,44.51,24.35,94,44460562.38,12100439.93,spr_exp_fnct,ESSPROS_2023,2024-03-04
2019,SI,FAMILY_CHILDREN,MIXED,SOCIAL_CONTRIBUTIONS,23755126880.64,20.687,74712,317955.98,1071095723.57,4412561835.25,19342565045.39,23.86,48.73,87,46329677.22,29284066.88,spr_finsum,ESSPROS_2021,2025-11-27
2020,CY,DISABILITY,CASH_PERIODIC,GENERAL_TAX,7236175615.46,5.545,74815,96720.92,282274748.22,2104999768.08,5131175847.38,5.96,9.76,96,17050598.97,5649202.9,spr_exp_sum,ESSPROS_2019,2025-09-08
2021,GR,HOUSING,CASH_LUMP_SUM,EMPLOYER,24277002811.92,17.504,73939,328338.26,325882869.37,11068051986.45,13208950825.47,31.67,93.33,93,5173826.93,3472184.25,spr_ben_sum,ESSPROS_2025B,2025-10-03
2022,MT,SURVIVORS,IN_KIND,HOUSEHOLD,6664356487.6,5.634,73217,91021.98,202214672.45,2766855817.84,3897500669.76,0.01,33.36,106,28963408.95,11009723.47,spr_exp_oth,ESSPROS_2024A,2024-04-30
2023,ES,SICKNESS_HEALTHCARE,TAX_RELIEF,EU_FUNDS,21503681473.79,16.866,75168,286074.95,688970584.31,8299922015.62,13203759458.17,4.17,15.53,105,36953689.91,8440265.8,spr_exp_fnct,ESSPROS_2023,2025-06-05
2024,CZ,UNEMPLOYMENT,MIXED,OTHER,8186680129.2,5.971,75502,108429.98,202615637.14,2040556232.0,6146123897.2,19.84,57.21,107,32990554.8,22854820.93,spr_finsum,ESSPROS_2021,2024-03-18
2025,HU,OLD_AGE,CASH_PERIODIC,SOCIAL_CONTRIBUTIONS,26431636390.61,17.456,75671,349296.78,1318760419.81,11979735055.13,14451901335.48,42.58,93.61,110,61992075.67,44677501.91,spr_exp_sum,ESSPROS_2019,2026-02-16
2026,NL,SOCIAL_EXCLUSION,CASH_LUMP_SUM,GENERAL_TAX,12587684593.02,10.344,75844,165968.1,420413690.95,1459560256.85,11128124336.17,14.77,37.48,111,8674675.83,5251692.78,spr_ben_sum,ESSPROS_2025B,2025-11-06
2010,SE,FAMILY_CHILDREN,IN_KIND,EMPLOYER,34372688099.42,21.184,73186,469662.07,941880777.6,4093704438.08,30278983661.34,47.22,52.1,107,133955869.71,90767271.09,spr_exp_oth,ESSPROS_2024A,2025-10-19
2011,DK,DISABILITY,TAX_RELIEF,HOUSEHOLD,12412882151.89,9.179,73642,168557.1,692941845.89,1946095386.8,10466786765.09,2.04,91.76,107,27892316.26,5436770.65,spr_exp_fnct,ESSPROS_2023,2024-08-03
2012,IE,HOUSING,MIXED,EU_FUNDS,30502067158.89,21.688,73287,416200.24,1747094945.62,5281188331.17,25220878827.72,33.67,79.07,105,50813019.21,19304728.1,spr_finsum,ESSPROS_2021,2026-01-18
2013,PL,SURVIVORS,CASH_PERIODIC,OTHER,37497016897.78,21.594,74301,504663.69,1797574177.61,5460776607.61,32036240290.17,23.02,34.18,113,67337597.48,16926057.74,spr_exp_sum,ESSPROS_2019,2026-01-14
2014,AT,SICKNESS_HEALTHCARE,CASH_LUMP_SUM,SOCIAL_CONTRIBUTIONS,16784613731.08,12.443,75616,221971.72,826414984.78,6361356262.31,10423257468.77,35.78,65.16,99,10438574.22,2934165.16,spr_ben_sum,ESSPROS_2025B,2024-09-03
2015,EE,UNEMPLOYMENT,IN_KIND,GENERAL_TAX,11540333949.56,8.298,75084,153698.98,531457891.12,3924254471.64,7616079477.92,48.05,84.31,102,33277343.99,23339119.93,spr_exp_oth,ESSPROS_2024A,2024-03-20
2016,IT,OLD_AGE,TAX_RELIEF,EMPLOYER,28690643508.62,16.703,75491,380053.83,994568540.03,8295121518.28,20395521990.34,10.98,85.43,106,69804835.59,31559514.6,spr_exp_fnct,ESSPROS_2023,2024-05-06
2017,PT,SOCIAL_EXCLUSION,MIXED,HOUSEHOLD,31548417333.38,22.82,75222,419404.13,1869064059.03,7731849320.06,23816568013.32,37.54,91.02,118,61119668.48,25950642.2,spr_finsum,ESSPROS_2021,2025-08-24
2018,BE,FAMILY_CHILDREN,CASH_PERIODIC,EU_FUNDS,21016166872.56,11.609,74935,280458.62,970107137.04,2359494145.45,18656672727.11,15.65,73.2,116,25664608.83,8413102.23,spr_exp_sum,ESSPROS_2019,2024-11-17
2019,FI,DISABILITY,CASH_LUMP_SUM,OTHER,41914590294.6,27.49,74625,561669.55,1077814637.16,12084183318.8,29830406975.8,59.69,82.28,118,143456174.62,71984401.45,spr_ben_sum,ESSPROS_2025B,2024-11-17
2020,LV,HOUSING,IN_KIND,SOCIAL_CONTRIBUTIONS,55263684979.41,32.254,76822,719373.16,1410312327.59,17965653560.08,37298031419.33,15.27,54.85,107,195404736.87,64854273.4,spr_exp_oth,ESSPROS_2024A,2025-12-19
2021,RO,SURVIVORS,TAX_RELIEF,GENERAL_TAX,15569218822.06,9.914,75561,206048.34,220658908.04,3361854919.86,12207363902.2,20.92,61.79,118,48259872.99,19388529.83,spr_exp_fnct,ESSPROS_2023,2025-04-26
2022,BG,SICKNESS_HEALTHCARE,MIXED,EMPLOYER,57891401717.62,29.014,76332,758415.89,1113285518.82,10179441910.93,47711959806.69,26.06,90.21,110,20466861.55,7568689.99,spr_finsum,ESSPROS_2021,2024-11-04
2023,FR,UNEMPLOYMENT,CASH_PERIODIC,HOUSEHOLD,47145531696.05,24.82,75659,623131.84,618952201.93,9990360862.01,37155170834.04,15.3,47.94,115,131969208.75,78176693.48,spr_exp_sum,ESSPROS_2019,2024-10-15
2024,LT,OLD_AGE,CASH_LUMP_SUM,EU_FUNDS,13375280940.23,7.385,77574,172419.64,297714276.29,1674885400.68,11700395539.55,57.06,9.94,125,52876305.95,28147536.96,spr_ben_sum,ESSPROS_2025B,2024-12-05
2025,SK,SOCIAL_EXCLUSION,IN_KIND,OTHER,19921581754.16,11.568,77595,256737.96,215849364.31,6790477938.68,13131103815.48,25.8,58.41,127,57401279.81,23397892.35,spr_exp_oth,ESSPROS_2024A,2025-05-20
2026,HR,FAMILY_CHILDREN,TAX_RELIEF,SOCIAL_CONTRIBUTIONS,40511819580.51,19.601,77025,525956.76,1539723653.53,5188054888.78,35323764691.73,1.63,44.15,116,37532490.17,22295855.4,spr_exp_fnct,ESSPROS_2023,2026-01-24
2010,DE,DISABILITY,MIXED,GENERAL_TAX,43056104701.87,25.609,75325,571604.44,1224731543.61,11050465382.04,32005639319.83,27.07,76.66,121,169940829.05,124826110.99,spr_finsum,ESSPROS_2021,2025-03-20
2011,LU,HOUSING,CASH_PERIODIC,EMPLOYER,69699301319.48,32.349,77364,900926.8,1092513435.13,10182929472.97,59516371846.51,59.9,17.22,118,146852997.07,23834069.69,spr_exp_sum,ESSPROS_2019,2024-05-31
2012,SI,SURVIVORS,CASH_LUMP_SUM,HOUSEHOLD,33292692907.63,17.344,75403,441530.08,1203654795.88,9160656335.12,24132036572.51,45.84,26.89,132,146189800.44,55074601.88,spr_ben_sum,ESSPROS_2025B,2025-01-14
2013,CY,SICKNESS_HEALTHCARE,IN_KIND,EU_FUNDS,11537622055.76,5.393,75674,152464.81,580476909.21,3484529423.97,8053092631.79,59.93,17.78,129,20449329.5,4939980.49,spr_exp_oth,ESSPROS_2024A,2025-04-30
2014,GR,UNEMPLOYMENT,TAX_RELIEF,OTHER,43690934776.66,20.963,77232,565710.26,1441786971.3,14856978325.0,28833956451.66,17.3,65.09,125,75854627.03,27461754.22,spr_exp_fnct,ESSPROS_2023,2025-05-04
2015,MT,OLD_AGE,MIXED,SOCIAL_CONTRIBUTIONS,7289651873.96,4.095,77374,94213.2,166012266.12,3766517268.17,3523134605.79,2.54,19.95,127,13112219.86,6040933.72,spr_finsum,ESSPROS_2021,2024-12-13
2016,ES,SOCIAL_EXCLUSION,CASH_PERIODIC,GENERAL_TAX,27778380131.88,13.567,76567,362798.34,396459159.42,11355465137.86,16422914994.02,34.71,71.86,119,48641540.35,35840087.98,spr_exp_sum,ESSPROS_2019,2025-12-23
2017,CZ,FAMILY_CHILDREN,CASH_LUMP_SUM,EMPLOYER,62977234361.74,31.651,77744,810059.1,2893321045.2,27999776513.59,34977457848.15,8.65,47.4,121,222264856.83,118528143.35,spr_ben_sum,ESSPROS_2025B,2025-01-20
2018,HU,DISABILITY,IN_KIND,HOUSEHOLD,56187845726.52,24.393,77180,728010.44,2705418231.69,12252100244.51,43935745482.01,13.82,40.89,131,99226526.31,37148894.85,spr_exp_oth,ESSPROS_2024A,2025-02-13
2019,NL,HOUSING,TAX_RELIEF,EU_FUNDS,13749214533.39,5.707,77824,176670.62,354916372.63,2708613238.3,11040601295.09,62.35,46.51,123,15993115.08,5278405.33,spr_exp_fnct,ESSPROS_2023,2025-12-11
2020,SE,SURVIVORS,MIXED,OTHER,41184207017.64,22.581,77585,530826.93,2305306479.66,10130371480.58,31053835537.06,23.95,78.62,134,110727812.5,40217036.22,spr_finsum,ESSPROS_2021,2024-08-19
2021,DK,SICKNESS_HEALTHCARE,CASH_PERIODIC,SOCIAL_CONTRIBUTIONS,47480678922.76,22.661,77639,611557.06,1107944619.29,11926451402.63,35554227520.13,27.95,51.72,8,149895487.76,93189360.87,spr_exp_sum,ESSPROS_2019,2024-12-27
2022,IE,UNEMPLOYMENT,CASH_LUMP_SUM,GENERAL_TAX,34607793168.6,13.984,76600,451798.87,1632965225.41,14488123024.6,20119670144.0,13.71,33.1,11,129830282.29,96622765.17,spr_ben_sum,ESSPROS_2025B,2024-09-16
2023,PL,OLD_AGE,IN_KIND,EMPLOYER,28611362163.97,14.807,78264,365575.0,652294721.98,9109508271.3,19501853892.67,30.45,43.93,5,61137944.69,36464498.12,spr_exp_oth,ESSPROS_2024A,2024-02-10
2024,AT,SOCIAL_EXCLUSION,TAX_RELIEF,HOUSEHOLD,26939650926.3,14.062,78812,341821.69,763032954.0,12215908402.0,14723742524.3,23.35,62.69,21,11107399.98,4310888.68,spr_exp_fnct,ESSPROS_2023,2024-05-01
2025,EE,FAMILY_CHILDREN,MIXED,EU_FUNDS,48224671342.77,23.184,77912,618963.33,1177434116.06,12682002891.32,35542668451.45,11.36,62.76,22,153911439.52,104143817.05,spr_finsum,ESSPROS_2021,2025-06-02
2026,IT,DISABILITY,CASH_PERIODIC,OTHER,51062222039.72,24.414,77077,662483.26,2656137227.94,15877508124.42,35184713915.3,62.95,38.0,10,14317360.94,8994413.01,spr_exp_sum,ESSPROS_2019,2025-03-14
2010,PT,HOUSING,CASH_LUMP_SUM,SOCIAL_CONTRIBUTIONS,6923501416.4,3.421,77861,88921.3,394774295.62,2295427709.88,4628073706.52,33.52,9.67,18,1962053.73,973231.73,spr_ben_sum,ESSPROS_2025B,2024-11-03
2011,BE,SURVIVORS,IN_KIND,GENERAL_TAX,84192585776.31,33.071,78496,1072571.67,1454692625.38,28903986808.94,55288598967.37,9.3,26.96,11,265015856.35,98683319.66,spr_exp_oth,ESSPROS_2024A,2024-04-09
2012,FI,SICKNESS_HEALTHCARE,TAX_RELIEF,EMPLOYER,24203507117.23,11.032,78781,307225.18,1233889954.67,7360245892.94,16843261224.29,59.45,59.72,22,105237971.32,76118699.49,spr_exp_fnct,ESSPROS_2023,2025-01-03
2013,LV,UNEMPLOYMENT,MIXED,HOUSEHOLD,45084391710.04,17.155,78480,574469.82,2450016460.48,11291351530.81,33793040179.23,63.0,90.59,26,16977829.94,6841357.7,spr_finsum,ESSPROS_2021,2024-04-22
2014,RO,OLD_AGE,CASH_PERIODIC,EU_FUNDS,61024244953.34,24.692,78803,774389.87,2185799193.1,19781889092.29,41242355861.05,5.56,49.37,13,97380692.77,50870617.44,spr_exp_sum,ESSPROS_2019,2025-10-16
2015,BG,SOCIAL_EXCLUSION,CASH_LUMP_SUM,OTHER,68253805121.24,28.859,78023,874790.83,1694227970.26,15071691964.15,53182113157.09,19.03,28.96,17,51476576.08,36729488.38,spr_ben_sum,ESSPROS_2025B,2026-01-21
2016,FR,FAMILY_CHILDREN,IN_KIND,SOCIAL_CONTRIBUTIONS,60152351726.89,24.076,80270,749375.26,2825501755.41,8986535984.75,51165815742.14,33.82,10.44,26,254416067.02,126732124.18,spr_exp_oth,ESSPROS_2024A,2024-07-06
2017,LT,DISABILITY,TAX_RELIEF,GENERAL_TAX,69235017841.23,24.558,79293,873154.22,1289496440.61,25159444594.24,44075573246.99,16.03,16.47,34,211169355.92,108460547.08,spr_exp_fnct,ESSPROS_2023,2025-08-19
2018,SK,HOUSING,MIXED,EMPLOYER,69944652290.33,26.336,80946,864090.29,1443991101.55,21752307801.13,48192344489.2,28.18,82.7,35,196472118.03,86572522.22,spr_finsum,ESSPROS_2021,2025-04-18
2019,HR,SURVIVORS,CASH_PERIODIC,HOUSEHOLD,24216453520.44,9.735,80951,299149.53,621081043.71,7172789793.17,17043663727.27,36.28,49.85,20,34414699.91,15899368.51,spr_exp_sum,ESSPROS_2019,2025-05-23
2020,DE,SICKNESS_HEALTHCARE,CASH_LUMP_SUM,EU_FUNDS,21468400958.17,7.306,79188,271106.75,376357234.43,5872024384.37,15596376573.8,50.05,58.1,22,68933112.42,45009252.86,spr_ben_sum,ESSPROS_2025B,2026-01-31
2021,LU,UNEMPLOYMENT,IN_KIND,OTHER,57408059874.1,21.161,81076,708077.11,2258565355.01,24143089911.03,33264969963.07,62.97,53.87,21,158204343.65,98775608.56,spr_exp_oth,ESSPROS_2024A,2025-03-14
2022,SI,OLD_AGE,TAX_RELIEF,SOCIAL_CONTRIBUTIONS,60638293760.72,26.066,79617,761624.95,911014681.07,15020388492.61,45617905268.11,55.31,23.27,22,206451285.18,133320192.31,spr_exp_fnct,ESSPROS_2023,2025-03-16
2023,CY,SOCIAL_EXCLUSION,MIXED,GENERAL_TAX,29200825241.08,10.433,78740,370851.22,1491925566.39,14894295594.49,14306529646.59,31.21,32.03,22,26103384.99,19145555.81,spr_finsum,ESSPROS_2021,2025-05-31
2024,GR,FAMILY_CHILDREN,CASH_PERIODIC,EMPLOYER,46386022955.89,18.818,79845,580950.88,1721121180.47,15337686024.62,31048336931.27,44.56,72.22,39,56339158.14,14214356.84,spr_exp_sum,ESSPROS_2019,2024-10-15
2025,MT,DISABILITY,CASH_LUMP_SUM,HOUSEHOLD,42229806042.84,14.084,79583,530638.53,1132164996.07,12615416972.19,29614389070.65,48.36,81.49,31,71267947.59,36566190.35,spr_ben_sum,ESSPROS_2025B,2024-02-04
2026,ES,HOUSING,IN_KIND,EU_FUNDS,22715683216.76,9.568,80094,283612.8,364658169.36,4372552248.76,18343130968.0,61.71,44.89,32,28658661.59,5439089.26,spr_exp_oth,ESSPROS_2024A,2025-09-26
2010,CZ,SURVIVORS,TAX_RELIEF,OTHER,85938383643.75,27.223,80551,1066881.65,2786645899.69,42422120255.1,43516263388.65,44.06,82.7,31,84033927.34,40537380.86,spr_exp_fnct,ESSPROS_2023,2025-08-13
2011,HU,SICKNESS_HEALTHCARE,MIXED,SOCIAL_CONTRIBUTIONS,87439468406.14,27.99,81498,1072903.24,1571195147.23,25737899902.23,61701568503.91,14.29,38.92,42,310030241.99,120180444.67,spr_finsum,ESSPROS_2021,2025-02-17
2012,NL,UNEMPLOYMENT,CASH_PERIODIC,GENERAL_TAX,56802271299.63,21.02,79502,714476.0,2962739149.71,18918560089.54,37883711210.09,0.23,33.78,35,206352850.16,69147394.18,spr_exp_sum,ESSPROS_2019,2025-11-13
2013,SE,OLD_AGE,CASH_LUMP_SUM,EMPLOYER,60362906415.89,23.786,80866,746455.94,649848362.55,24211441150.89,36151465265.0,22.91,45.28,43,136805336.54,54689250.03,spr_ben_sum,ESSPROS_2025B,2025-02-24
2014,DK,SOCIAL_EXCLUSION,IN_KIND,HOUSEHOLD,55999265200.04,22.308,81212,689544.22,1396376237.2,17469050390.15,38530214809.89,3.69,9.02,37,109641559.53,37096444.74,spr_exp_oth,ESSPROS_2024A,2025-04-16
2015,IE,FAMILY_CHILDREN,TAX_RELIEF,EU_FUNDS,14104560517.28,5.258,80169,175935.34,834898276.57,4825508028.2,9279052489.08,25.48,93.57,39,3278550.96,1374853.08,spr_exp_fnct,ESSPROS_2023,2025-12-06
2016,PL,DISABILITY,MIXED,OTHER,37873937406.23,11.357,81899,462446.88,1203097079.41,9662876929.21,28211060477.02,7.12,87.14,38,18533252.98,7481387.32,spr_finsum,ESSPROS_2021,2024-08-03
2017,AT,HOUSING,CASH_PERIODIC,SOCIAL_CONTRIBUTIONS,15106134100.6,5.819,80225,188297.09,792316699.69,4782385740.11,10323748360.49,19.28,33.5,45,4836086.11,1970537.81,spr_exp_sum,ESSPROS_2019,2024-08-25
2018,EE,SURVIVORS,CASH_LUMP_SUM,GENERAL_TAX,26266341710.15,9.231,81216,323413.39,714654958.2,9448636801.54,16817704908.61,1.15,23.96,41,52904195.13,37955514.5,spr_ben_sum,ESSPROS_2025B,2024-02-03
2019,IT,SICKNESS_HEALTHCARE,IN_KIND,EMPLOYER,47229915241.18,17.001,80481,586845.53,740390334.23,14622517434.33,32607397806.85,39.42,62.41,43,13175712.68,3215644.08,spr_exp_oth,ESSPROS_2024A,2025-10-25
2020,PT,UNEMPLOYMENT,TAX_RELIEF,HOUSEHOLD,54224575313.42,21.064,80649,672352.73,1821073244.42,28471518015.15,25753057298.27,55.69,56.7,53,74166616.1,38431247.78,spr_exp_fnct,ESSPROS_2023,2024-01-20
2021,BE,OLD_AGE,MIXED,EU_FUNDS,102052585137.79,32.524,82805,1232444.72,1204272049.56,11992090154.19,90060494983.6,29.83,38.66,49,293740977.66,143713165.75,spr_finsum,ESSPROS_2021,2024-12-06
2022,FI,SOCIAL_EXCLUSION,CASH_PERIODIC,OTHER,49193040837.55,15.119,81829,601168.79,2329055665.03,15439836502.09,33753204335.46,7.97,40.87,48,29820395.87,16276579.51,spr_exp_sum,ESSPROS_2019,2025-02-05
2023,LV,FAMILY_CHILDREN,CASH_LUMP_SUM,SOCIAL_CONTRIBUTIONS,10522989334.42,3.55,80944,130003.33,202430982.53,1186266297.99,9336723036.43,21.52,89.2,52,10256109.06,1944208.9,spr_ben_sum,ESSPROS_2025B,2025-09-17
2024,RO,DISABILITY,IN_KIND,GENERAL_TAX,70015043470.67,21.118,83641,837089.99,3579571626.44,20101777503.94,49913265966.73,61.55,83.56,53,237989893.8,148946570.91,spr_exp_oth,ESSPROS_2024A,2024-07-14
2025,BG,HOUSING,TAX_RELIEF,EMPLOYER,57370040442.83,21.36,82846,692490.17,1639824637.45,26221009637.72,31149030805.11,22.24,45.95,59,155854213.65,77473757.73,spr_exp_fnct,ESSPROS_2023,2024-11-29
2026,FR,SURVIVORS,MIXED,HOUSEHOLD,40566260050.84,13.726,83126,488009.29,1575665716.01,21901685843.35,18664574207.49,13.65,62.36,43,131412264.07,21696395.87,spr_finsum,ESSPROS_2021,2024-02-24
2010,LT,SICKNESS_HEALTHCARE,CASH_PERIODIC,EU_FUNDS,41126762122.17,12.835,83441,492884.34,1360730456.49,21219519564.83,19907242557.34,16.45,94.49,46,82735948.7,20854924.19,spr_exp_sum,ESSPROS_2019,2025-10-04
2011,SK,UNEMPLOYMENT,CASH_LUMP_SUM,OTHER,97636585599.35,29.301,82016,1190457.78,4188378038.86,30885228005.72,66751357593.63,39.44,18.37,46,66374000.69,18431880.25,spr_ben_sum,ESSPROS_2025B,2025-05-05
2012,HR,OLD_AGE,IN_KIND,SOCIAL_CONTRIBUTIONS,55900000425.13,17.143,84364,662604.91,1107966957.03,10276623621.29,45623376803.84,61.11,38.57,62,190335003.6,110028129.78,spr_exp_oth,ESSPROS_2024A,2024-10-28
2013,DE,SOCIAL_EXCLUSION,TAX_RELIEF,GENERAL_TAX,29488921234.43,9.339,82616,356939.59,1359785616.67,13431110027.35,16057811207.08,9.86,69.28,58,69939484.94,22674160.86,spr_exp_fnct,ESSPROS_2023,2024-07-24
2014,LU,FAMILY_CHILDREN,MIXED,EMPLOYER,97677797705.81,33.719,84236,1159573.08,5799363787.63,50157632687.46,47520165018.35,42.92,63.83,54,55182112.38,13379449.74,spr_finsum,ESSPROS_2021,2025-09-12
2015,SI,DISABILITY,CASH_PERIODIC,HOUSEHOLD,87217731579.71,25.208,84670,1030090.13,3243772415.94,34189480552.26,53028251027.45,31.49,41.5,50,72288597.59,19490269.37,spr_exp_sum,ESSPROS_2019,2025-01-22
2016,CY,HOUSING,CASH_LUMP_SUM,EU_FUNDS,91650379728.92,27.823,82722,1107932.35,5393524157.87,44130638981.33,47519740747.59,18.75,20.51,58,383521922.84,85104576.0,spr_ben_sum,ESSPROS_2025B,2025-08-20
2017,GR,SURVIVORS,IN_KIND,OTHER,31653146988.05,9.242,83356,379734.48,1528885741.22,6537245002.03,25115901986.02,10.64,30.37,53,51876828.16,19716345.5,spr_exp_oth,ESSPROS_2024A,2025-01-09
2018,MT,SICKNESS_HEALTHCARE,TAX_RELIEF,SOCIAL_CONTRIBUTIONS,59412755496.96,16.819,83988,707395.76,3044545359.58,16687318051.25,42725437445.71,17.18,82.35,63,170315791.98,26426287.92,spr_exp_fnct,ESSPROS_2023,2024-10-16
2019,ES,UNEMPLOYMENT,MIXED,GENERAL_TAX,107581973746.26,33.032,85075,1264554.5,1517397486.92,36322156861.21,71259816885.05,35.9,93.55,53,246619139.73,40840737.75,spr_finsum,ESSPROS_2021,2025-06-10
2020,CZ,OLD_AGE,CASH_PERIODIC,EMPLOYER,20099383954.59,5.623,83384,241046.05,730081216.09,5148117810.5,14951266144.09,17.09,73.11,64,45160760.9,9415394.3,spr_exp_sum,ESSPROS_2019,2025-06-25
2021,HU,SOCIAL_EXCLUSION,CASH_LUMP_SUM,HOUSEHOLD,104840331549.71,28.488,85468,1226661.81,5379171309.65,29379577070.83,75460754478.88,57.26,87.44,67,344314549.13,79063076.11,spr_ben_sum,ESSPROS_2025B,2025-09-06
2022,NL,FAMILY_CHILDREN,IN_KIND,EU_FUNDS,33011659079.37,8.542,83941,393272.17,1075858942.94,7597133141.73,25414525937.64,33.73,26.58,60,6171138.7,4367689.94,spr_exp_oth,ESSPROS_2024A,2024-09-22
2023,SE,DISABILITY,TAX_RELIEF,OTHER,112211477134.64,31.613,84919,1321394.24,3453550188.48,44570800830.9,67640676303.74,38.83,30.47,57,253409816.0,102266065.95,spr_exp_fnct,ESSPROS_2023,2024-07-16
2024,DK,HOUSING,MIXED,SOCIAL_CONTRIBUTIONS,118292040873.18,29.898,83698,1413319.8,6817910168.61,49604336422.23,68687704450.95,50.19,77.97,60,490533316.28,361545610.09,spr_finsum,ESSPROS_2021,2024-08-15
2025,IE,SURVIVORS,CASH_PERIODIC,GENERAL_TAX,38271605710.21,11.95,85200,449197.25,2018446485.97,9624757126.48,28646848583.73,11.64,70.21,58,133029517.75,26128099.49,spr_exp_sum,ESSPROS_2019,2024-07-07
2026,PL,SICKNESS_HEALTHCARE,CASH_LUMP_SUM,EMPLOYER,98783309263.57,25.328,84563,1168162.31,1921607005.81,31194224111.61,67589085151.96,10.83,18.1,73,228336152.83,132171827.97,spr_ben_sum,ESSPROS_2025B,2025-07-23
2010,AT,UNEMPLOYMENT,IN_KIND,HOUSEHOLD,96203862159.47,30.308,84407,1139761.66,5098441807.92,35874694818.59,60329167340.88,14.57,44.23,73,198082217.47,147745314.16,spr_exp_oth,ESSPROS_2024A,2025-02-23
2011,EE,OLD_AGE,TAX_RELIEF,EU_FUNDS,57677268677.5,15.407,84635,681482.47,1860859380.38,6431329158.14,51245939519.36,3.97,34.91,71,89470172.52,64746343.79,spr_exp_fnct,ESSPROS_2023,2025-03-30
2012,IT,SOCIAL_EXCLUSION,MIXED,OTHER,61117616265.96,17.301,85530,714575.19,748041321.25,16715986386.32,44401629879.64,16.25,51.59,79,223791492.53,76970672.35,spr_finsum,ESSPROS_2021,2025-08-10
2013,PT,FAMILY_CHILDREN,CASH_PERIODIC,SOCIAL_CONTRIBUTIONS,33682338337.07,9.236,83652,402648.33,1371074272.02,17049247238.3,16633091098.77,56.47,60.8,65,126587665.7,44064557.79,spr_exp_sum,ESSPROS_2019,2024-11-01
2014,BE,DISABILITY,CASH_LUMP_SUM,GENERAL_TAX,13676206110.6,3.902,85020,160858.69,330837172.46,1980803324.47,11695402786.13,51.19,53.89,74,10066130.71,2914407.47,spr_ben_sum,ESSPROS_2025B,2025-06-26
2015,FI,HOUSING,IN_KIND,EMPLOYER,54412562982.65,13.22,85242,638330.44,991915974.75,13554656703.74,40857906278.91,8.79,9.67,83,42931084.3,21822939.7,spr_exp_oth,ESSPROS_2024A,2025-11-28
2016,LV,SURVIVORS,TAX_RELIEF,HOUSEHOLD,96175778906.18,27.744,86892,1106842.73,2382362217.74,32689905953.23,63485872952.95,61.06,42.51,79,96931563.65,62600020.6,spr_exp_fnct,ESSPROS_2023,2025-02-17
2017,RO,SICKNESS_HEALTHCARE,MIXED,EU_FUNDS,48382647330.91,13.426,85068,568752.61,1565762015.68,23858849889.25,24523797441.66,9.41,65.34,68,95565674.53,23321182.1,spr_finsum,ESSPROS_2021,2024-08-03
2018,BG,UNEMPLOYMENT,CASH_PERIODIC,OTHER,117051801112.43,27.528,84443,1386163.46,6935034027.8,39247297008.71,77804504103.72,9.87,67.75,82,343199832.6,224066754.24,spr_exp_sum,ESSPROS_2019,2024-11-17
2019,FR,OLD_AGE,CASH_LUMP_SUM,SOCIAL_CONTRIBUTIONS,112417349698.16,30.382,86783,1295384.46,3829476763.82,41260010662.87,71157339035.29,29.81,36.61,78,318301424.64,118158224.47,spr_ben_sum,ESSPROS_2025B,2025-08-05
2020,LT,SOCIAL_EXCLUSION,IN_KIND,GENERAL_TAX,20786830289.31,5.804,85497,243129.35,1239141504.72,5245320342.75,15541509946.56,33.5,30.94,75,84033674.37,18724973.37,spr_exp_oth,ESSPROS_2024A,2024-09-28
2021,SK,FAMILY_CHILDREN,TAX_RELIEF,EMPLOYER,45981924056.02,11.067,84584,543624.37,2086167063.18,11796444801.91,34185479254.11,34.27,33.1,79,51178102.34,24779961.89,spr_exp_fnct,ESSPROS_2023,2024-01-12
2022,HR,DISABILITY,MIXED,HOUSEHOLD,84022765881.5,21.025,86768,968361.21,1672622874.89,32727146816.48,51295619065.02,40.44,20.6,74,215179033.59,46095222.96,spr_finsum,ESSPROS_2021,2024-07-04
2023,DE,HOUSING,CASH_PERIODIC,EU_FUNDS,53813905575.6,15.42,87665,613858.5,2823268815.06,22565462444.42,31248443131.18,7.64,16.48,80,24618065.65,13281885.71,spr_exp_sum,ESSPROS_2019,2025-08-06
2024,LU,SURVIVORS,CASH_LUMP_SUM,OTHER,17735893699.17,4.155,87501,202693.61,777645833.52,7664050268.38,10071843430.79,48.23,26.1,82,63980056.0,17592990.74,spr_ben_sum,ESSPROS_2025B,2025-02-18
