imm_legal_admission_fiscal_year,imm_legal_visa_category_code,imm_legal_country_of_chargeability,imm_legal_consulate_post_code,imm_legal_applications_received,imm_legal_applications_approved,imm_legal_applications_denied,imm_legal_processing_time_days_median,imm_legal_priority_date_backlog_months,imm_legal_adjustment_of_status_flag,imm_legal_principal_applicant_flag,imm_legal_derivative_count,imm_legal_employment_based_indicator,imm_legal_family_based_indicator,imm_legal_humanitarian_indicator,imm_legal_inadmissibility_ground_code,imm_legal_waiver_granted_flag,imm_legal_age_at_admission,imm_legal_intended_state_destination_code,imm_legal_data_extract_date
2011,F1,ET,HAN,150693,144560,0,268.7634,148.43,0,1,5,0,0,0,NONE,0,72,WA,2022-08-27
2025,B1B2,CO,DEL,123923,123923,0,73.9435,143.59,1,1,2,1,0,0,NONE,1,77,VA,2022-08-28
2011,EB1,KR,FRA,134869,132883,0,76.6436,17.55,0,1,6,1,1,0,NONE,0,0,OH,2022-08-29
2010,CR1,PK,ABJ,78765,78765,0,86.8237,34.04,1,1,2,0,1,0,212A6,0,68,VA,2022-08-30
2010,DV,GB,MNL,153180,117471,8475,106.6438,11.18,0,0,6,1,0,0,NONE,0,8,VA,2022-08-31
2018,TPS,FR,MUM,128719,117697,0,359.5239,132.15,1,1,4,0,1,0,212A8,0,37,OR,2022-09-01
2016,EB2,DE,MUM,136953,113083,0,216.014,151.08,1,1,3,0,1,0,NONE,0,11,NY,2022-09-02
2014,DV,KR,SHG,83166,83166,0,78.8641,22.71,0,1,5,1,0,0,212A6,0,59,TX,2022-09-03
2019,B1B2,CO,ROM,37369,37369,0,99.4042,236.99,1,1,1,0,1,0,NONE,0,63,WA,2022-09-04
2020,EB2,AR,HYD,57321,1146,37605,332.3743,207.12,1,1,4,0,1,0,NONE,0,88,OR,2022-09-05
2025,H2A,AR,MNL,210145,8273,198375,146.9744,110.91,1,1,1,0,0,0,NONE,0,45,MI,2022-09-06
2021,PAROLE,VN,CHE,13923,13923,0,303.7345,59.86,1,1,3,1,0,0,212A4,0,55,PA,2022-09-07
2021,U,JP,HYD,6596,6596,0,278.2946,58.71,1,0,2,0,0,0,212A6,0,34,NJ,2022-09-08
2019,B1B2,EG,HYD,183918,176431,0,89.8447,13.43,0,0,1,1,0,0,NONE,0,1,VA,2022-09-09
2020,T,CO,LON,34312,34312,0,291.1448,162.78,0,1,1,0,0,0,NONE,0,11,MI,2022-09-10
2013,B1B2,DE,CDMX,59394,59394,0,163.1949,89.0,0,1,3,0,1,0,212A4,0,48,MI,2022-09-11
2013,H2A,NG,BJG,8313,8313,0,2.965,231.98,0,1,3,0,0,0,NONE,0,84,AZ,2022-09-12
2022,PAROLE,PH,BJG,219739,211561,2719,114.2351,124.72,0,1,6,0,0,0,NONE,0,41,MA,2022-09-13
2025,EB1,CN,BJG,104249,70337,0,58.5452,142.96,1,1,6,1,0,0,NONE,0,2,MN,2022-09-14
2024,B1B2,IT,GDL,11125,11125,0,307.5153,95.23,0,1,3,1,0,0,NONE,1,85,MA,2022-09-15
2012,J1,BD,ROM,16547,16547,0,224.0954,172.62,1,0,2,0,1,0,NONE,0,45,NJ,2022-09-16
2017,K1,PH,MNL,98030,98030,0,153.4155,28.1,0,0,5,1,1,1,NONE,0,17,TN,2022-09-17
2012,ASYLEE,MX,FRA,196079,196079,0,240.5056,144.7,0,1,0,0,0,0,NONE,0,82,CO,2022-09-18
2019,K1,JP,GDL,163398,163398,0,287.5657,38.21,0,1,6,0,1,0,212A2,0,78,OR,2022-09-19
2017,T,PH,HAN,241528,234821,0,119.3958,195.68,1,0,0,0,0,0,NONE,0,15,NC,2022-09-20
2010,F1,KR,CHE,14516,14516,0,20.6059,187.02,0,1,1,0,1,0,212A6,0,32,MA,2022-09-21
2011,PAROLE,PK,MAD,155600,155600,0,77.406,33.16,0,0,5,1,0,1,212A2,0,85,IL,2022-09-22
2018,U,PK,ROM,70109,70109,0,333.0961,103.33,0,1,4,1,1,0,NONE,1,8,MA,2022-09-23
2011,T,GB,LAG,198858,198858,0,193.1962,162.58,0,1,0,1,0,0,212A2,0,19,VA,2022-09-24
2020,IR1,ET,LAG,164872,132889,10789,63.2763,68.47,0,0,0,0,1,0,212A1,0,44,NY,2022-09-25
2010,J1,CO,GDL,202509,119280,35383,287.1564,224.95,0,1,0,0,1,0,NONE,0,66,CO,2022-09-26
2016,TPS,ES,HYD,126053,91692,4701,3.9665,39.5,1,1,0,0,0,0,NONE,0,4,NJ,2022-09-27
2010,H2B,IN,GDL,2868,2868,0,195.8066,196.52,1,0,5,0,1,0,NONE,0,71,WA,2022-09-28
2021,B1B2,DE,ROM,113509,113509,0,278.3867,71.82,1,1,4,0,1,0,NONE,0,75,MN,2022-09-29
2011,PAROLE,CO,BJG,214765,163891,25127,250.7068,17.89,0,1,3,1,0,0,NONE,0,39,TN,2022-09-30
2023,F1,MX,DEL,190821,167432,5431,241.6169,8.1,1,1,5,1,1,0,NONE,0,67,CA,2022-10-01
2023,CR1,BR,ROM,12689,12689,0,64.187,108.27,0,1,4,1,1,0,NONE,0,89,FL,2022-10-02
2017,H1B,AR,LAG,78168,78168,0,237.4471,139.02,0,1,3,0,1,0,NONE,0,0,MI,2022-10-03
2024,H2A,NG,GDL,158093,158093,0,305.4972,132.25,0,1,3,0,0,1,NONE,0,76,FL,2022-10-04
2011,J1,CO,CHE,23431,23431,0,360.0373,208.92,1,0,5,1,0,0,212A9,1,38,MD,2022-10-05
2010,DV,KR,GZC,128853,128853,0,17.7874,163.44,1,1,1,0,0,1,NONE,0,56,TX,2022-10-06
2025,IR1,IT,MUM,111509,111509,0,112.1775,0.41,0,0,6,0,1,0,212A7,1,64,NY,2022-10-07
2021,IR1,IT,BLR,189364,92660,54494,104.6376,127.2,0,1,5,1,1,0,NONE,0,49,TN,2022-10-08
2018,EB3,DE,ROM,155661,155661,0,47.3977,59.16,0,0,4,1,0,1,212A2,0,74,WA,2022-10-09
2014,O1,VN,GZC,227899,146614,73119,177.9578,84.21,0,1,6,1,1,0,212A9,0,30,NJ,2022-10-10
2024,O1,DE,DEL,117962,409,73519,277.5179,168.01,0,1,5,0,1,0,NONE,0,23,NJ,2022-10-11
2015,U,PH,MNL,114546,670,111027,361.718,117.59,0,1,1,0,1,0,NONE,0,6,CO,2022-10-12
2011,CR1,IN,LAG,57636,42713,0,313.8781,237.38,1,0,1,0,1,0,NONE,1,12,AZ,2022-10-13
2011,EB3,ET,BLR,17606,17606,0,133.0782,142.21,1,1,3,0,1,0,NONE,0,27,MA,2022-10-14
2022,F1,IN,GDL,21742,21742,0,118.9183,84.49,0,0,5,0,1,0,NONE,0,52,MA,2022-10-15
2018,H2B,AR,CHE,11888,5752,0,335.6684,116.63,0,0,5,1,1,0,NONE,0,37,TX,2022-10-16
2018,IR1,IN,DEL,107433,107433,0,206.4085,164.15,0,0,0,1,0,0,NONE,0,44,CA,2022-10-17
2021,PAROLE,MX,LAG,208498,112861,52742,72.8786,219.77,0,0,0,0,0,0,NONE,0,41,NC,2022-10-18
2023,K1,EG,BLR,30780,30780,0,250.2087,184.49,0,0,0,0,0,0,212A4,1,74,IL,2022-10-19
2010,PAROLE,BR,BLR,8150,8150,0,157.2888,70.06,0,1,5,1,1,0,NONE,0,36,CA,2022-10-20
2022,IR1,BD,LON,206416,67373,92959,119.5189,196.78,0,0,5,0,0,0,NONE,0,44,WA,2022-10-21
2011,EB1,MX,LON,95055,95055,0,344.479,43.47,1,1,1,0,1,1,NONE,0,26,NC,2022-10-22
2010,EB1,CN,HCM,42216,12209,0,331.7391,171.05,0,1,4,0,1,0,212A4,0,31,NC,2022-10-23
2017,EB3,PH,MUM,41332,41332,0,307.3792,53.41,0,1,2,1,1,0,NONE,0,65,TN,2022-10-24
2016,PAROLE,DE,ABJ,136206,136206,0,36.3593,123.76,1,1,3,0,1,0,212A2,0,26,GA,2022-10-25
2010,H2A,GB,LON,52978,52978,0,115.2894,126.47,1,0,3,0,1,0,NONE,1,50,MA,2022-10-26
2014,T,VN,CDMX,50180,20695,0,32.6995,106.9,1,1,2,1,1,0,NONE,0,86,WA,2022-10-27
2025,B1B2,ET,SHG,112322,112322,0,137.6096,205.63,0,1,6,1,1,0,NONE,1,78,OR,2022-10-28
2015,U,BR,SHG,247448,122387,76543,251.6397,30.22,0,0,2,0,0,0,NONE,1,3,TN,2022-10-29
2015,T,EG,HAN,40089,40089,0,63.2198,148.52,1,0,1,0,1,0,212A8,1,73,MN,2022-10-30
2019,J1,EG,HYD,71348,71348,0,282.8299,45.8,0,1,4,0,1,0,NONE,0,20,AZ,2022-10-31
2024,EB2,JP,HAN,224411,185418,12406,8.81,208.79,0,0,4,0,1,0,NONE,0,73,TN,2022-11-01
2016,B1B2,BD,BJG,76771,42529,14994,127.8701,85.02,0,1,3,0,1,0,NONE,0,88,TN,2022-11-02
2024,CR1,PH,MUM,156326,137932,14428,212.6202,50.65,0,1,6,1,1,0,NONE,1,16,MN,2022-11-03
2012,L1,EG,DEL,95548,95548,0,347.4003,68.69,1,1,1,0,0,1,212A5,0,14,MD,2022-11-04
2021,O1,BR,PAR,146072,60610,45653,345.1404,172.47,0,1,5,1,1,0,NONE,0,15,TN,2022-11-05
2012,TPS,IN,MUM,69035,69035,0,245.5505,224.32,0,0,4,0,0,0,NONE,0,40,OH,2022-11-06
2012,EB2,GB,BLR,210341,118507,91695,80.9406,108.03,0,0,1,1,0,0,NONE,0,7,GA,2022-11-07
2018,H2B,CN,ROM,27811,27811,0,116.2607,141.41,0,1,1,1,0,0,212A9,0,14,CA,2022-11-08
2010,PAROLE,EG,GZC,127093,127093,0,230.0108,167.3,1,0,0,0,0,0,NONE,0,61,NC,2022-11-09
2022,PAROLE,IN,DEL,45676,45676,0,211.6109,12.18,0,1,3,0,0,0,212A4,0,63,CO,2022-11-10
2011,ASYLEE,IT,LAG,36020,36020,0,16.131,74.36,0,1,4,0,0,0,NONE,0,32,MD,2022-11-11
2023,H2A,PH,ABJ,160757,160757,0,84.6711,224.18,1,1,1,0,1,0,NONE,0,21,MN,2022-11-12
2024,H2B,IT,SHG,86464,86464,0,96.3212,112.54,1,0,5,1,1,1,NONE,0,4,NC,2022-11-13
2015,CR1,PK,MAD,4806,4806,0,71.3013,4.78,0,0,1,1,1,0,212A6,0,3,AZ,2022-11-14
2022,L1,ES,SHG,228397,139588,81479,48.4414,207.65,0,1,2,1,0,0,NONE,0,22,VA,2022-11-15
2015,L1,PH,CDMX,166613,166613,0,330.9015,218.05,0,1,5,0,1,0,NONE,0,44,PA,2022-11-16
2021,TPS,ET,FRA,54607,54607,0,178.0316,27.31,0,1,6,1,1,0,212A4,0,66,WA,2022-11-17
2010,H2A,IN,HCM,99414,11996,83804,63.9517,162.78,0,1,5,0,1,0,NONE,0,28,VA,2022-11-18
2012,L1,DE,ROM,170420,59459,97894,285.4018,163.23,1,1,4,0,1,0,212A2,0,83,MD,2022-11-19
2018,U,PH,DEL,128023,91722,32441,241.5319,13.46,1,1,3,0,0,0,212A10,0,28,GA,2022-11-20
2011,J1,BD,BJG,83600,56156,23423,362.192,60.98,1,0,6,1,1,0,NONE,0,5,TX,2022-11-21
2023,TPS,MX,PAR,162066,56357,70043,86.9921,50.64,1,0,0,0,0,0,212A8,0,50,MA,2022-11-22
2019,EB2,CO,MAD,60046,35252,0,71.1822,140.41,0,1,6,1,1,0,212A6,0,64,GA,2022-11-23
2010,PAROLE,ES,BLR,11279,11279,0,103.4123,135.41,0,1,2,1,1,0,NONE,1,17,NY,2022-11-24
2025,TPS,BD,CDMX,215809,195781,0,186.7824,229.37,0,1,5,0,0,0,NONE,1,80,IL,2022-11-25
2015,PAROLE,IT,MAD,120774,120774,0,330.8725,137.3,0,1,3,0,0,0,NONE,0,47,OR,2022-11-26
2021,DV,IT,BJG,166134,126763,21732,19.6826,128.22,1,1,0,1,0,0,NONE,1,79,AZ,2022-11-27
2019,H2A,DE,MNL,88894,88894,0,19.5127,136.9,0,0,0,0,1,0,NONE,0,16,OH,2022-11-28
2013,H2A,CO,GZC,211816,92452,89936,28.8528,18.08,0,1,1,0,0,0,212A4,0,49,NC,2022-11-29
2023,B1B2,EG,CDMX,48903,784,29031,335.8329,206.96,1,0,2,0,0,0,NONE,0,33,NY,2022-11-30
2011,EB3,ES,PAR,245351,96825,102347,210.293,23.57,1,1,1,0,0,0,NONE,0,40,OR,2022-12-01
2016,CR1,FR,LAG,248939,131135,76215,81.7131,53.93,0,0,5,0,1,0,NONE,0,30,WA,2022-12-02
2024,EB2,VN,CDMX,125140,125140,0,3.8332,128.01,1,1,4,1,1,0,212A3,1,77,CA,2022-12-03
2019,EB2,NG,CDMX,46143,46143,0,141.6533,209.16,1,0,5,0,1,0,212A6,0,68,TX,2022-12-04
2011,EB3,JP,FRA,194073,184887,0,187.4534,178.0,1,0,2,1,1,0,NONE,0,77,IL,2022-12-05
2021,ASYLEE,PK,MAD,75146,64861,0,265.5335,134.4,1,1,3,1,0,0,NONE,0,73,TX,2022-12-06
2018,EB3,PH,BJG,186522,163034,0,14.2236,95.86,0,0,4,0,0,0,NONE,0,22,MA,2022-12-07
2018,H1B,PK,GZC,20789,20789,0,213.4837,156.82,0,1,5,0,1,0,NONE,0,87,MI,2022-12-08
2013,ASYLEE,BD,SHG,83128,72056,0,58.5138,120.09,1,1,2,0,1,1,212A8,0,20,IL,2022-12-09
2014,H2B,GB,BJG,30681,129,0,243.0739,29.86,1,0,5,0,1,0,212A10,0,17,TX,2022-12-10
2015,K1,ES,ROM,180898,9669,161092,191.874,105.43,0,1,5,1,0,0,212A8,0,44,AZ,2022-12-11
2017,IR1,EG,BJG,216303,18406,152733,246.2141,37.71,1,1,3,0,1,0,NONE,1,30,OH,2022-12-12
2015,J1,BR,CHE,221293,150181,24396,223.3342,118.29,0,0,3,1,0,0,212A1,1,48,NJ,2022-12-13
2015,T,BD,MUM,119349,88018,3026,323.6443,206.08,1,1,0,0,0,0,212A7,0,49,NJ,2022-12-14
2024,EB1,VN,BJG,55716,55716,0,161.9444,236.02,0,0,1,1,1,0,NONE,0,36,IL,2022-12-15
2022,IR1,EG,HYD,67978,67392,0,52.6445,47.15,0,1,4,0,1,0,NONE,0,81,TN,2022-12-16
2018,F1,KR,CHE,168157,98525,26675,359.2846,222.46,0,0,1,0,0,1,NONE,0,36,MI,2022-12-17
2014,H1B,FR,BJG,141416,94063,40682,99.7847,32.01,0,0,1,0,1,0,NONE,0,89,MI,2022-12-18
2012,DV,ES,HYD,14091,14091,0,321.9448,195.19,1,0,5,1,0,0,212A5,0,61,FL,2022-12-19
2017,F1,NG,LON,126599,126599,0,211.1049,84.13,1,1,3,0,0,0,NONE,0,71,PA,2022-12-20
2010,K1,PH,GDL,198568,33062,142938,364.925,135.22,0,0,3,0,1,0,212A7,0,1,NJ,2022-12-21
2023,EB2,DE,LAG,196951,100486,57739,169.2751,30.18,0,1,3,1,0,0,NONE,0,43,NJ,2022-12-22
2018,DV,IN,MNL,198968,27649,150366,197.7452,79.96,0,0,3,1,0,0,212A5,0,47,NC,2022-12-23
2013,F1,FR,LON,126163,54010,62122,62.0653,0.01,0,1,6,0,0,0,212A7,0,63,FL,2022-12-24
2024,EB1,JP,GZC,26537,24883,0,302.5354,218.97,0,0,1,1,0,0,NONE,0,40,CO,2022-12-25
2022,U,IT,FRA,198901,1665,179975,321.1855,81.77,0,0,2,1,0,0,NONE,0,21,NY,2022-12-26
2014,H2B,CN,GZC,115181,113553,0,309.0556,109.44,1,1,3,1,0,0,212A6,0,35,GA,2022-12-27
2016,IR1,VN,ROM,17378,17378,0,297.6957,223.48,0,1,3,1,1,0,NONE,0,60,NC,2022-12-28
2020,O1,CO,LON,64640,64640,0,12.2158,133.4,0,0,5,1,1,1,NONE,0,31,MI,2022-12-29
2019,PAROLE,ET,SHG,227161,18245,184038,349.9259,56.86,0,0,5,0,0,0,NONE,0,65,NY,2022-12-30
2013,U,ES,GZC,10327,10327,0,87.436,232.73,1,1,6,0,1,0,NONE,0,40,IL,2022-12-31
2024,EB3,PK,HCM,104036,80697,19483,31.1261,34.05,1,1,6,1,1,1,NONE,0,76,CA,2023-01-01
2020,ASYLEE,KR,HCM,76650,11576,49043,33.9262,7.73,0,1,1,1,1,1,212A3,0,34,OH,2023-01-02
2024,F1,VN,FRA,67839,67839,0,176.4963,230.2,0,0,5,0,0,0,NONE,0,81,VA,2023-01-03
2020,H2A,EG,MAD,52045,52045,0,186.6964,129.32,0,0,0,1,0,0,NONE,0,26,MN,2023-01-04
2021,EB1,KR,HCM,244558,82451,126952,272.9765,95.52,1,0,3,0,0,0,NONE,0,33,CA,2023-01-05
2022,U,BD,LAG,74347,2000,55280,356.2266,35.76,1,1,0,0,0,0,NONE,0,48,MI,2023-01-06
2016,ASYLEE,MX,ROM,170139,31189,118931,226.9767,116.49,0,1,2,0,1,0,NONE,0,56,VA,2023-01-07
2011,PAROLE,VN,ABJ,198691,131280,66474,213.6468,40.18,0,1,5,1,1,0,NONE,0,1,FL,2023-01-08
2015,EB2,PH,MNL,135834,126799,0,289.4569,44.85,1,0,1,1,0,0,NONE,0,14,TN,2023-01-09
2021,F1,ET,MUM,79885,79885,0,244.557,56.54,0,1,1,1,0,0,212A1,0,72,MI,2023-01-10
2018,CR1,BR,FRA,58403,33974,0,326.7571,217.78,0,1,2,1,0,0,NONE,0,18,GA,2023-01-11
2012,O1,ET,LAG,20315,20315,0,208.5872,127.39,1,1,4,0,0,0,212A7,0,24,OR,2023-01-12
2011,EB3,IT,LAG,239720,125300,98742,305.8373,200.91,0,1,0,0,1,0,NONE,0,57,MA,2023-01-13
2011,K1,PH,PAR,188612,15092,123996,144.6174,100.56,1,0,3,0,1,0,NONE,0,38,TN,2023-01-14
2012,DV,ES,MUM,131109,91699,0,46.6975,27.42,0,0,6,1,0,0,NONE,0,89,TX,2023-01-15
2018,H1B,BD,LON,68062,68062,0,133.7076,120.62,0,0,0,0,0,0,NONE,0,78,TX,2023-01-16
2021,H1B,AR,SHG,34494,34494,0,83.0977,62.14,1,1,6,0,1,0,212A3,0,44,CO,2023-01-17
2011,CR1,ET,LAG,150069,150069,0,312.1978,167.3,0,1,3,0,1,0,212A5,0,9,IL,2023-01-18
2020,EB3,IN,HAN,241818,175919,17765,313.9679,171.35,1,1,0,1,1,0,NONE,1,5,NJ,2023-01-19
2017,T,AR,LON,34855,34855,0,126.078,14.71,0,1,4,0,1,0,212A7,0,7,WA,2023-01-20
2020,F1,VN,HCM,82713,82713,0,243.7381,175.75,0,0,0,0,1,1,NONE,0,80,OH,2023-01-21
2011,PAROLE,FR,MUM,85516,85516,0,85.5882,221.54,0,1,1,1,1,0,212A2,0,77,IL,2023-01-22
2014,H2B,DE,PAR,58479,58479,0,3.7683,93.16,0,1,3,1,1,0,NONE,0,5,IL,2023-01-23
2014,IR1,GB,BLR,183786,78359,64054,109.9284,229.98,1,0,4,0,0,0,NONE,0,57,AZ,2023-01-24
2018,L1,GB,BJG,221756,68671,131670,119.9785,89.16,1,0,5,0,0,0,NONE,0,22,CO,2023-01-25
2019,DV,BD,SHG,1556,1556,0,63.8686,40.58,1,1,3,0,1,0,NONE,0,9,PA,2023-01-26
2012,K1,DE,HCM,27977,27977,0,30.9687,205.19,0,1,5,1,1,0,NONE,0,17,IL,2023-01-27
2024,H2B,DE,HAN,229699,57098,149784,169.4788,188.52,0,1,0,0,0,0,NONE,0,73,NY,2023-01-28
2021,U,PH,FRA,9330,7228,0,64.1589,81.46,0,0,5,1,0,0,NONE,0,39,WA,2023-01-29
2010,EB3,PH,HAN,162426,116786,24211,87.809,223.91,0,0,6,0,0,0,NONE,0,68,VA,2023-01-30
2016,ASYLEE,IT,HAN,22461,19554,0,84.5191,45.57,0,1,4,0,1,0,NONE,0,26,CA,2023-01-31
2016,EB2,KR,DEL,184890,184890,0,30.8292,79.2,0,0,1,1,0,0,NONE,0,64,NY,2023-02-01
2012,PAROLE,IN,MNL,108726,108726,0,238.9193,56.7,0,1,6,0,1,0,NONE,1,27,MD,2023-02-02
2010,ASYLEE,CN,ABJ,56635,56635,0,307.5194,162.1,1,1,2,0,0,0,NONE,0,76,NC,2023-02-03
2020,PAROLE,NG,GDL,129831,129831,0,174.2395,134.52,0,1,5,0,0,0,NONE,0,56,OR,2023-02-04
2018,K1,CN,CDMX,75181,75181,0,98.7896,85.27,0,1,5,0,0,0,212A6,0,50,PA,2023-02-05
2020,O1,KR,ROM,58057,28711,17860,11.5397,216.83,0,0,6,0,1,0,NONE,0,21,MN,2023-02-06
2022,CR1,MX,BLR,156126,156126,0,326.1098,168.06,1,1,6,0,1,0,212A8,0,61,NJ,2023-02-07
2025,EB1,PK,GZC,116109,21364,82382,190.0599,218.43,1,0,1,0,1,0,NONE,0,12,MN,2023-02-08
2017,ASYLEE,NG,MNL,163096,159470,0,68.48,101.64,0,1,6,1,0,0,212A1,0,53,OH,2023-02-09
2021,T,AR,GDL,28665,28665,0,361.1801,234.77,1,1,6,0,0,0,NONE,0,87,VA,2023-02-10
2019,EB1,PK,ABJ,57010,57010,0,59.2902,12.03,0,0,6,1,0,0,NONE,0,4,GA,2023-02-11
2022,ASYLEE,GB,FRA,84122,68735,0,19.4503,101.36,1,1,4,1,1,0,NONE,0,11,IL,2023-02-12
2024,K1,BR,PAR,213350,133296,39303,277.7904,214.58,0,0,1,0,1,0,NONE,0,69,MI,2023-02-13
2022,EB3,GB,ROM,240020,105784,131818,249.4705,218.03,1,1,1,0,1,0,NONE,0,53,MI,2023-02-14
2021,B1B2,CN,CDMX,146399,56096,48747,288.4006,52.31,1,1,3,1,0,0,212A9,0,4,TN,2023-02-15
2013,IR1,CO,HYD,51540,33169,0,156.5807,187.47,1,1,5,1,1,0,212A8,0,54,WA,2023-02-16
2018,T,IN,LON,88143,1818,81826,188.2408,96.93,0,1,1,0,1,0,NONE,0,85,TN,2023-02-17
2018,U,MX,CDMX,205673,158057,28645,166.1709,165.9,0,0,1,0,0,1,NONE,1,33,NC,2023-02-18
2019,F1,VN,FRA,47693,47693,0,202.231,156.37,1,1,6,0,1,0,NONE,0,22,CO,2023-02-19
2019,H2B,IT,MNL,142722,142722,0,7.0711,23.77,1,1,1,0,0,0,212A6,0,11,TN,2023-02-20
2013,CR1,FR,SHG,6765,6765,0,15.1812,76.19,0,1,5,1,1,0,212A1,0,49,AZ,2023-02-21
2024,H1B,EG,BLR,35847,35847,0,102.9813,36.56,1,1,3,1,1,0,NONE,0,5,MI,2023-02-22
2019,IR1,BR,GZC,58708,58708,0,165.4814,47.91,0,1,2,1,1,0,NONE,0,65,NY,2023-02-23
2025,EB2,JP,HCM,187834,187834,0,127.6815,12.15,0,0,5,1,0,1,NONE,0,85,MN,2023-02-24
2014,DV,IT,BJG,116430,116430,0,194.9216,53.19,0,1,4,0,1,0,212A9,0,23,MN,2023-02-25
2019,CR1,VN,HYD,89067,89067,0,178.7117,108.42,0,0,2,1,0,0,212A6,0,8,TN,2023-02-26
2018,EB1,NG,CDMX,247058,11744,232351,73.5818,100.2,1,1,3,0,1,0,NONE,0,30,CO,2023-02-27
2019,J1,ES,HYD,193862,193862,0,276.0819,132.74,0,0,1,0,0,0,NONE,0,16,MA,2023-02-28
2010,EB2,KR,DEL,83970,83970,0,124.022,158.68,0,0,4,1,0,0,NONE,0,2,PA,2023-03-01
2024,F1,CN,CDMX,89777,89777,0,273.5021,54.06,0,1,6,1,1,0,NONE,1,63,NY,2023-03-02
2014,B1B2,GB,LON,95027,95027,0,173.1422,142.77,1,1,4,0,0,0,NONE,0,13,PA,2023-03-03
2019,J1,ES,ROM,149196,149196,0,253.0223,87.22,1,1,0,0,1,0,212A2,0,79,PA,2023-03-04
2024,K1,JP,CDMX,238533,192962,17068,351.3024,43.19,0,1,6,0,0,0,NONE,1,17,NC,2023-03-05
2021,K1,BR,SHG,93597,93597,0,113.3325,117.29,0,0,1,0,1,0,NONE,0,5,AZ,2023-03-06
2010,EB3,GB,PAR,229827,137752,74862,205.4026,83.56,0,0,2,1,1,0,212A6,0,57,FL,2023-03-07
2014,ASYLEE,IT,ABJ,219602,219602,0,263.7427,35.04,0,1,3,0,1,0,NONE,0,0,IL,2023-03-08
2020,PAROLE,EG,GDL,176032,160077,11370,209.0828,176.05,1,0,0,0,0,0,NONE,0,30,CO,2023-03-09
2016,H1B,EG,ABJ,175663,162465,0,351.8829,231.98,0,0,2,1,0,0,NONE,0,69,IL,2023-03-10
2023,TPS,EG,HYD,7663,7663,0,359.663,126.48,0,0,0,1,0,0,NONE,0,72,MN,2023-03-11
2012,IR1,IT,MUM,129945,129945,0,275.2131,8.76,0,1,4,1,1,0,NONE,0,41,FL,2023-03-12
2019,H1B,KR,ROM,134089,92904,19307,118.5632,71.13,1,0,5,0,1,0,NONE,0,58,OR,2023-03-13
2010,IR1,IN,HAN,156488,153147,0,106.8233,38.17,1,1,6,1,1,1,212A5,1,24,WA,2023-03-14
2020,L1,ET,CDMX,216579,216579,0,346.2034,95.45,0,1,2,0,0,0,NONE,0,21,OR,2023-03-15
2016,EB2,EG,BJG,216390,60318,120306,34.9035,106.86,1,0,6,0,1,0,NONE,1,64,PA,2023-03-16
2014,B1B2,ES,CHE,224036,224036,0,41.6436,89.07,1,1,0,0,0,0,212A10,0,41,NY,2023-03-17
2024,H2B,BD,MAD,223293,200628,0,329.0537,237.73,1,1,6,1,1,0,NONE,0,9,TN,2023-03-18
2013,H2B,ES,DEL,236713,207697,4931,280.6038,211.39,0,1,2,1,0,0,NONE,1,33,FL,2023-03-19
2018,DV,CO,LAG,69909,40281,0,303.6739,130.72,1,1,2,0,1,0,NONE,1,81,VA,2023-03-20
2019,L1,EG,MAD,54732,16287,12655,29.344,25.79,1,0,0,0,1,0,NONE,0,45,NC,2023-03-21
2024,CR1,AR,GDL,202102,42579,148245,103.1941,122.42,1,1,5,1,0,0,212A6,0,16,MI,2023-03-22
2024,EB2,FR,SHG,54245,54245,0,50.3542,140.63,1,0,6,0,0,0,NONE,0,20,IL,2023-03-23
2016,H1B,CN,HYD,4601,4601,0,130.8643,75.65,0,0,0,0,1,0,NONE,0,46,CA,2023-03-24
2014,CR1,VN,SHG,107857,36851,41597,307.5344,222.54,0,1,0,0,0,1,212A4,0,19,NJ,2023-03-25
2014,PAROLE,PH,LAG,34206,34206,0,273.4345,143.77,0,1,5,1,0,0,NONE,0,12,NC,2023-03-26
2010,B1B2,AR,LON,142129,92287,2820,163.8846,12.8,1,0,2,0,1,0,NONE,0,32,NJ,2023-03-27
2016,U,EG,HYD,145711,2616,127410,263.4647,53.08,0,1,2,1,0,0,212A6,1,63,WA,2023-03-28
2020,H1B,AR,BJG,28864,28864,0,314.3748,14.63,1,1,4,0,1,0,212A6,0,6,AZ,2023-03-29
2012,F1,IN,PAR,186573,170520,6137,141.5049,14.59,1,0,6,0,0,0,NONE,0,20,MD,2023-03-30
2024,CR1,ET,FRA,47131,47131,0,193.265,123.32,0,1,5,1,0,0,NONE,0,63,GA,2023-03-31
2016,PAROLE,AR,PAR,139731,33830,70863,363.1951,117.39,0,1,4,1,1,0,212A2,1,14,TX,2023-04-01
2024,O1,BR,MNL,26552,26552,0,9.1652,116.53,1,1,6,0,1,0,212A6,0,39,TN,2023-04-02
2012,H1B,AR,BJG,138484,1678,98982,213.7553,47.37,0,0,5,0,0,0,NONE,1,82,WA,2023-04-03
2021,ASYLEE,PH,GDL,158548,41013,102884,22.1354,129.68,1,0,1,1,0,0,212A6,0,59,FL,2023-04-04
2014,DV,ES,BLR,435,435,0,28.5055,65.69,0,1,5,1,1,0,NONE,0,39,IL,2023-04-05
2014,O1,JP,BLR,227132,141356,42379,213.7856,58.59,1,1,2,1,0,0,NONE,0,5,CO,2023-04-06
