econ_output_bea_release_quarter,econ_output_cbsa_code,econ_output_industry_naics_2,econ_output_gross_output_current_dollars,econ_output_gross_output_real_chain,econ_output_value_added_current_dollars,econ_output_value_added_real_chain,econ_output_personal_income_total,econ_output_per_capita_income,econ_output_compensation_of_employees,econ_output_proprietors_income,econ_output_rental_income_persons,econ_output_dividends_interest_rent,econ_output_transfer_receipts,econ_output_contributions_social_insurance,econ_output_price_deflator_index,econ_output_employment_full_time_equiv,econ_output_productivity_index,econ_output_data_revision_indicator,econ_output_benchmark_year
2020Q4,11157,51,502560807,448194780,370618812,330526007,330752861,91225,154799326,33161024,12671977,58382271,63552286,17257849,112.13,1987734,133.33,BENCH,2017
2022Q4,11158,48,1505509398,1670004879,1091587405,1210856800,1385299731,114104,549488107,136265887,34519680,268330254,177351489,74697869,90.15,169652,107.07,BENCH,2012
2021Q4,11159,81,906794149,910893168,621417939,624226960,515726824,44210,282214821,91847503,47851282,70045123,67018148,19278716,99.55,2063576,94.5,BENCH,2022
2022Q4,11160,81,555727239,460649237,384496846,318714229,521433932,95917,225054998,57926822,40562881,91037746,59644266,14132686,120.64,409714,103.08,ADV,2022
2022Q3,11161,71,714966591,654551489,477947558,437560705,653736842,67795,386074257,53424268,37349087,113100360,87967926,33715103,109.23,1330194,92.18,FINAL,2012
2025Q2,11162,32,514431997,409351474,209079444,166371802,290390919,106167,112079554,26158536,25780062,46902819,47672799,18501861,125.67,1199874,103.36,3RD,2022
2021Q2,11163,56,343390001,347279532,225116161,227666020,265354826,36472,108438187,21039505,17030735,25073213,27916415,9844470,98.88,396355,83.13,ADV,2017
2018Q2,11164,55,204978813,192649260,112829107,106042394,99998743,66625,50567727,16709181,5298465,8484106,13286647,7371471,106.4,1854672,143.44,2ND,2012
2020Q2,11165,21,1362151568,1083997746,717247723,570784437,673010791,48857,240400538,102669084,55897142,126218081,48698171,20924549,125.66,1592391,139.39,2ND,2017
2021Q3,11166,51,389490378,305458692,177813291,139450467,207835381,28291,78652845,26249052,16023963,43373176,35736571,5581521,127.51,1461098,123.6,BENCH,2017
2019Q3,11167,81,651342180,613201073,442246723,416349767,618321701,29101,364505855,97287270,49768864,118242380,116931730,32987211,106.22,2014578,139.89,BENCH,2022
2020Q2,11168,92,913138416,845890149,360237613,333707840,500957057,50002,251105914,44831959,14288191,76127692,51935642,17311231,107.95,1743206,121.38,3RD,2022
2023Q4,11169,11,389538504,402208058,290281691,299722964,396576943,110379,172561456,24779997,25112782,76506572,59012143,15274180,96.85,180706,88.98,ADV,2012
2017Q3,11170,11,422245060,397294938,272373739,256279393,220764140,88851,88462545,30876887,12317528,47547674,42189580,8508055,106.28,1541132,110.65,BENCH,2017
2017Q2,11171,33,628959006,572457455,406196297,369706287,437231563,52048,264542875,35534647,33902594,48693599,30829337,33311300,109.87,1809292,116.61,2ND,2022
2023Q2,11172,31,631788147,629772874,235893351,235140900,329011583,72854,143169723,37039573,27611639,47265386,35629174,14789839,100.32,1903185,119.24,3RD,2012
2024Q1,11173,31,493290751,541126317,332358024,364587565,282673258,106497,156709177,16768229,7801032,38955226,31310745,21069248,91.16,1121891,105.97,3RD,2017
2024Q1,11174,48,286171976,277486644,202162518,196026877,253814782,102028,125954748,41131096,24994289,40005863,22503441,13687332,103.13,2065295,90.96,ADV,2017
2016Q3,11175,22,924298694,802064122,506321494,439362629,706708498,41883,395433120,47993666,59066714,147342927,53101190,29728152,115.24,1656462,110.02,3RD,2022
2025Q1,11176,23,710420662,771106764,369214809,400754162,317051825,38375,140298541,49959685,26302651,43373606,31843895,23213304,92.13,1614694,121.38,ADV,2022
2018Q1,11177,31,531364079,417804748,278011112,218596565,252129133,87063,140550130,27059257,18167767,36271568,15595721,16466363,127.18,1911883,88.11,BENCH,2017
2021Q3,11178,55,725515017,646626575,402760599,358966666,414652741,41011,209985627,62298434,30852355,60646982,24047831,30688328,112.2,1156825,99.26,FINAL,2022
2024Q3,11179,56,95827569,95019900,57892158,57404222,50370892,90858,29786905,5281663,1306168,4557321,8282490,2616347,100.85,1504132,90.28,2ND,2012
2023Q2,11180,92,500804431,458570123,326605076,299061511,266179705,45786,155010773,44744301,16992473,38751501,50689152,9122592,109.21,1020294,112.01,FINAL,2012
2023Q2,11181,11,392709079,409413135,209152709,218049113,279567372,75554,133247976,30240422,9273313,60068086,43826464,7383357,95.92,1167423,121.24,FINAL,2012
2025Q3,11182,45,182068564,182250815,107854418,107962380,87831774,65683,52714577,6005774,7389105,9449476,8021536,3630358,99.9,1409082,86.15,3RD,2017
2017Q3,11183,48,637089548,673527379,291489393,308160898,374856342,102973,220362208,28998079,20549606,50752199,27721522,21232458,94.59,1669279,142.54,2ND,2022
2025Q2,11184,51,296629271,274631304,142798367,132208469,129725484,76089,58882641,7316135,12148325,13296431,23532413,8967577,108.01,498440,83.68,2ND,2012
2022Q3,11185,32,984947540,955888529,408162880,396120807,359250475,81890,129281918,52394304,14253159,76054922,55686101,22589834,103.04,779635,134.49,FINAL,2017
2021Q4,11186,33,451965135,441501548,189742592,185349802,262293859,93803,97613554,35477880,15308356,49675889,37524488,13541836,102.37,1797244,78.8,2ND,2017
2024Q4,11187,92,677072376,522593683,355809778,274629344,401289950,72571,220068974,65243192,34925904,74680449,62491058,29831446,129.56,782106,108.6,FINAL,2017
2024Q3,11188,22,363278816,363897442,181991720,182301633,219695703,67326,117792139,25007696,15761065,19455029,33637050,10729351,99.83,430469,93.84,2ND,2022
2020Q1,11189,62,731944450,770305672,326152279,343245926,375191536,114619,151477541,45879412,27165049,65622868,63776673,25859738,95.02,1832619,101.15,FINAL,2012
2016Q3,11190,23,985446227,1063163477,644146259,694946876,655735479,74916,303387305,48780998,60976050,107339481,128619907,50226762,92.69,1325602,122.31,ADV,2022
2017Q4,11191,52,220845567,258692242,94647432,110867321,78131235,51485,46262380,12171717,6742962,12913451,7544912,2309081,85.37,1740644,133.93,FINAL,2012
2020Q4,11192,45,660833583,654679595,487591916,483051234,607871227,75554,300003302,89247695,51078740,101651659,57005153,43648332,100.94,100515,110.53,ADV,2022
2017Q2,11193,33,212861733,182042019,151467774,129537137,194711496,32952,92788831,14364783,17830937,16538335,35482979,5933416,116.93,370624,87.43,FINAL,2017
2019Q3,11194,11,458148446,390179225,331864434,282630245,382628907,38692,141794318,32660172,31745715,38521417,43466672,11652450,117.42,461150,105.55,3RD,2012
2023Q2,11195,72,552401457,410554780,280658754,208590676,320837256,68084,146254748,40168247,13014414,28448354,30071396,12768963,134.55,1578397,87.56,3RD,2012
2019Q1,11196,51,281013936,214793194,167097729,127721263,194926621,70314,103099296,27916400,14284546,23078877,37261187,4074324,130.83,792329,120.92,BENCH,2012
2020Q1,11197,23,411172731,446296246,192053041,208458744,212008700,92750,79264805,20237695,15082886,25196213,26426562,14886492,92.13,989091,82.71,2ND,2022
2024Q4,11198,55,1025462116,804031767,757207238,593701770,1054086586,71183,562096572,153960745,71354248,176526597,114894569,42814450,127.54,215645,120.15,ADV,2017
2025Q3,11199,51,759117434,847891694,325068246,363083040,454027965,95026,209395520,28857427,26362537,73207642,77621705,34681773,89.53,1440778,87.34,ADV,2017
2022Q4,11200,55,813776616,763535950,521835002,489618129,729605897,41989,263063913,49519947,44402261,86611681,50218403,34298047,106.58,927275,111.43,ADV,2012
2021Q2,11201,42,1096273288,995616464,646768941,587384380,804154831,98995,338882306,51159148,39019893,132611076,58836296,58784477,110.11,204475,111.42,ADV,2017
2023Q3,11202,33,414334339,313225234,307570957,232515087,421501812,28728,220226133,37967080,24613697,76429506,72533464,17177448,132.28,762457,92.81,3RD,2012
2020Q2,11203,56,800597146,705745016,390173656,343947158,400987914,52865,219463309,64426404,28360975,43266810,34188721,24437238,113.44,1807482,133.5,ADV,2012
2024Q3,11204,81,358960516,286686779,203368280,162421755,266352747,83883,130567224,20372279,18161752,46729497,13658205,16716817,125.21,430796,91.46,FINAL,2022
2024Q1,11205,21,905607029,677900314,521641791,390479670,693091738,106121,348653138,38636382,44867514,124775758,55547836,22995108,133.59,823475,124.22,2ND,2012
2019Q3,11206,92,275975675,218681200,200671523,159010716,215761214,82947,117469709,17605462,8068891,46791934,17370068,8018194,126.2,291767,136.23,3RD,2017
2020Q2,11207,81,320337210,333476171,216250781,225120530,267177060,106615,127555682,31939795,25629547,44058790,44987908,10884544,96.06,1407864,105.34,3RD,2012
2021Q3,11208,71,1162731350,1215356277,635742496,664516041,517348172,44488,251126802,87256500,10497396,65288292,59928336,30316025,95.67,1736109,139.8,FINAL,2022
2022Q4,11209,55,657830492,648940014,389218093,383957870,386919346,31880,187711308,59207592,17735626,52134629,67079004,8781067,101.37,1860769,118.32,3RD,2012
2020Q2,11210,81,571978752,447347687,338600415,264821222,437977564,72497,203611330,39809572,32624975,57329268,36311567,24014908,127.86,1657820,75.23,ADV,2012
2016Q3,11211,11,443340036,374347746,269158431,227272170,254798022,43301,119631457,26237282,14608266,52968932,44406870,9990528,118.43,1766131,107.73,3RD,2012
2016Q3,11212,21,401017629,378104497,189302110,178485866,234755136,86908,113109334,23174777,11181901,23775223,27617901,9424530,106.06,196098,94.23,3RD,2022
2025Q2,11213,11,467389128,462532536,198368011,196306790,256960101,70131,144479679,13283327,12792157,29771299,20354130,7513319,101.05,1083091,76.89,3RD,2022
2016Q1,11214,81,464165129,454128881,235995170,230892447,221314994,96306,126322022,37234490,8382301,29866947,29146405,6673354,102.21,850461,112.47,BENCH,2022
2016Q1,11215,61,682384087,588160737,241376192,208047054,272799270,100328,100155366,17655542,14399533,55885629,19394702,18521432,116.02,1014415,119.56,BENCH,2012
2017Q1,11216,54,1135876448,1331001228,469946302,550675301,544565750,35190,293469344,38432627,21515407,59329449,47558196,23131978,85.34,1358268,101.53,FINAL,2012
2020Q3,11217,62,318782443,341345372,134713292,144248091,180324449,76934,99276734,20756496,11903710,21120194,11098965,6268621,93.39,199685,89.27,2ND,2017
2023Q2,11218,33,530694623,423979087,284119011,226986507,241658544,83963,107794647,41541094,13232909,52958199,47901099,15996904,125.17,807860,133.79,2ND,2017
2016Q3,11219,52,727919023,779606965,256776760,275009918,244737535,93172,109733361,42366996,13443379,29908563,25581567,10418574,93.37,1296886,102.52,2ND,2017
2017Q2,11220,61,422574270,333129105,186115587,146720999,208848104,47728,124868144,18411392,6216401,36507746,16102151,8753288,126.85,593959,118.77,3RD,2022
2018Q1,11221,92,732053117,723801777,261219814,258275474,313772317,40054,131642672,25288703,9822250,26467625,58048001,18517121,101.14,689598,105.38,ADV,2017
2025Q3,11222,31,243700880,182931151,166827134,125226793,139752011,52077,61045220,12711869,9281260,25810007,17240290,8917011,133.22,567205,82.76,ADV,2022
2025Q3,11223,71,1533097140,1635303616,1096422093,1169516899,975146148,96613,568437396,128012852,30947340,130685024,136035214,34064900,93.75,1836636,123.25,3RD,2012
2023Q1,11224,21,574798224,659853316,286787117,329224104,380215923,38905,204073315,67626093,30519005,57330989,72706313,28263767,87.11,1298724,139.13,3RD,2012
2018Q2,11225,52,474532973,377332199,311091367,247369090,271231144,77035,101793531,31329356,12548303,31050056,22796456,16367709,125.76,362219,118.95,3RD,2022
2024Q3,11226,92,339632460,347201452,135491530,138511071,121618866,54071,60340385,6187186,9786560,14457465,19554942,4702833,97.82,1849006,108.21,BENCH,2017
2019Q1,11227,81,424934873,466910090,316813295,348108224,300630925,89259,140747865,39565989,19535915,49825242,20230007,18086107,91.01,435448,94.77,2ND,2012
2020Q2,11228,62,702600723,542381290,308931841,238483743,413991721,64054,160218213,29763401,24148754,47067080,74426498,11613621,129.54,263423,114.43,BENCH,2012
2020Q4,11229,32,1602831401,1356033334,931790678,788316986,984767219,79264,590952822,131319991,67730540,100669591,166088615,68923674,118.2,278374,107.94,BENCH,2022
2020Q3,11230,42,253466374,291273700,169590230,194886497,165217039,80843,78387884,19478837,14629012,36026226,22789434,9553131,87.02,415917,121.03,FINAL,2012
2021Q1,11231,33,462027579,498357868,262195484,282812516,210756935,62094,127487120,14246354,8628324,32916591,15380831,9529405,92.71,1395761,84.71,FINAL,2017
2021Q4,11232,53,276803716,226776762,174391867,142873887,214360811,77304,131111284,29412316,10702145,41997174,11440135,15997828,122.06,714764,101.98,2ND,2012
2018Q3,11233,53,264876374,204838275,101634609,78597641,86251494,73466,45477991,13762933,3936651,14403604,9204531,5068430,129.31,373383,103.24,FINAL,2012
2020Q2,11234,42,507464617,464711188,206847499,189420787,218846245,83228,83141167,14271126,18443790,20664540,12136416,12980241,109.2,1835283,86.29,ADV,2022
2016Q1,11235,62,377685804,283356444,187960184,141015968,234592288,74405,115400690,14072564,15656918,38525942,26873622,9348743,133.29,1471529,88.32,3RD,2017
2025Q4,11236,48,573409815,541207942,252406095,238231331,211504218,73489,108194270,35243932,10354466,42716171,12141789,9117177,105.95,459168,111.31,BENCH,2017
2016Q4,11237,53,686445935,520626420,511508084,387946973,464001389,50015,278459288,83481197,14443151,91120681,45986382,29425376,131.85,1215153,133.47,2ND,2012
2019Q3,11238,53,259597539,257154571,135934813,134655585,163263812,75702,59731583,18378921,8939257,16128793,8732419,8426210,100.95,2120378,113.89,FINAL,2012
2022Q4,11239,11,371996258,334920553,153009237,137759284,128805516,107427,54066011,19277709,4527792,26726618,17626736,2697186,111.07,1903434,92.04,2ND,2022
2023Q1,11240,52,422536057,487129418,163344333,188314887,160860562,67845,66467898,25066415,7659313,15653358,26896697,12102627,86.74,1374497,132.0,2ND,2022
2023Q1,11241,72,163996938,135905310,120987257,100262913,130366510,35926,54467315,14838111,5479896,15707406,23839495,7898359,120.67,1465276,93.54,ADV,2022
2023Q1,11242,53,426521916,363585300,172044296,146657826,170756436,64391,69526242,20378759,3792806,32786674,21471860,5618003,117.31,1807275,120.75,ADV,2012
2025Q4,11243,56,256452352,254492758,118524304,117618640,157489069,74915,92555799,17113389,14383749,23989094,9757992,12036506,100.77,162120,108.99,3RD,2017
2018Q2,11244,32,434200480,499138384,275566018,316778961,296974687,97776,159019801,30990056,11984549,63328476,46000971,12347943,86.99,590070,121.35,3RD,2022
2017Q1,11245,92,474014961,360604763,332748092,253136624,384645895,85585,207868060,28403329,25056874,69383320,37233425,10762240,131.45,1691996,85.81,3RD,2022
2021Q2,11246,32,189856349,176446421,82401828,76581625,112495258,30929,39751358,13374826,4874252,15602089,19289743,5588745,107.6,1900291,124.62,2ND,2012
2019Q1,11247,49,278025867,244353900,187358799,164667603,249801812,98073,133891325,36814304,12267744,27978803,32530637,6467769,113.78,1073392,107.5,ADV,2022
2016Q1,11248,45,590991067,566789169,420592610,403368764,397814461,28979,182866633,46502757,34215384,37691630,73767689,11308056,104.27,91989,75.3,BENCH,2012
2016Q3,11249,81,757016678,726155087,478475909,458969697,469236788,106098,167254415,26208708,36568717,95556731,64595745,11446879,104.25,2120870,105.4,BENCH,2017
2016Q2,11250,48,1251825523,1320769701,707383761,746342858,790823780,72540,279280259,46129293,71754599,116704896,115032966,29741128,94.78,1030629,102.9,FINAL,2012
2023Q2,11251,42,578179593,526767122,334616582,304862046,352482912,85518,191656080,57545725,15663222,56208825,40961145,11825488,109.76,2147389,81.52,BENCH,2012
2017Q2,11252,81,349420807,269095731,164022532,126316929,175832735,89460,84462132,9150576,13026783,34593707,22002859,4812111,129.85,930488,135.7,ADV,2012
2019Q1,11253,49,306321529,228002627,209232008,155736515,223433577,99979,85982008,33617664,16946865,29706633,27645110,14523310,134.35,1035870,100.93,FINAL,2022
2019Q4,11254,32,256466914,208086746,176342118,143076769,196142895,60466,74973289,21084928,19600127,27522169,29675652,6816347,123.25,997074,92.0,ADV,2012
2022Q4,11255,33,810963089,605196335,418233915,312114862,581913310,113613,274175347,93234384,51617989,91015341,48476385,38770639,134.0,81721,133.27,ADV,2017
2016Q4,11256,53,245716577,211296394,157229074,135204294,152678914,97944,77559735,22869976,4131061,25424443,28213515,8555146,116.29,265537,96.89,BENCH,2022
2024Q2,11257,42,329075677,348486368,246221353,260744841,210237432,105958,97417228,16130934,16915139,41705588,33813477,8040279,94.43,2197744,135.92,2ND,2022
2016Q3,11258,22,455126920,354322242,279222823,217378609,360066290,51091,190139686,48177145,23543062,61505348,30654151,13760915,128.45,309218,144.48,3RD,2017
2024Q2,11259,54,917940909,719107645,457408617,358330291,514647587,39358,308548808,75760401,26191136,64135167,83373698,24339230,127.65,1612164,127.23,FINAL,2022
2025Q3,11260,31,658359819,610610109,331278381,307251327,391323020,81173,234015298,44226443,21795683,84188086,19966297,11583661,107.82,233346,133.95,ADV,2012
2016Q2,11261,44,453020881,395651424,287255026,250877752,390327188,100414,146171742,33503167,27493671,80875926,22882482,12777168,114.5,1967528,118.1,BENCH,2022
2019Q3,11262,49,665874952,593736025,258663272,230640457,274013287,101255,132295736,14610919,15351879,34088923,45782991,18324782,112.15,386042,85.3,BENCH,2012
2023Q1,11263,31,1269035853,1100829158,825214958,715835321,800372921,52826,336347845,134813859,19492852,109718447,54048106,56746753,115.28,54212,85.1,FINAL,2012
2017Q4,11264,52,410090763,337356666,226631859,186436212,213915593,114821,120862106,27773362,6284803,26633768,23878842,11420671,121.56,1178380,86.54,FINAL,2012
2025Q4,11265,92,859323280,711183713,477923295,395533638,423739860,82430,163999776,32331302,9073778,69360844,72603929,22047703,120.83,1349522,136.4,FINAL,2012
