gov_fedspend_obligation_date,gov_fedspend_program_cfda_number,gov_fedspend_awarding_agency_code,gov_fedspend_funding_subagency_code,gov_fedspend_recipient_uei_hash,gov_fedspend_recipient_type_code,gov_fedspend_award_amount_usd,gov_fedspend_award_type_code,gov_fedspend_assistance_listing_title,gov_fedspend_place_of_performance_geoid,gov_fedspend_primary_purpose_code,gov_fedspend_covid_relief_flag,gov_fedspend_infrastructure_act_flag,gov_fedspend_competition_indicator,gov_fedspend_matching_requirement_flag,gov_fedspend_period_of_performance_days,gov_fedspend_outlay_estimate_usd,gov_fedspend_deobligation_amount_usd,gov_fedspend_reporting_period_quarter,gov_fedspend_data_source_system
2017-08-20,12.104,AG02,SUBC,UEI000000000963,NONPROFIT,107737043.84,GRANT,SMALL_BUSINESS_SUPPORT,7858109882,ECON_DEV,0,0,FORMULA,0,2310,87424276.73,4556298.98,Q3,SYSTEM_B
2017-08-21,31.884,AG01,SUBD,UEI000000000964,UNIVERSITY,148455817.21,GRANT,ED_INNOVATION,6700630672,TRANSPORT,0,0,FULL_AND_OPEN,0,1556,119640539.39,9147741.57,Q4,SYSTEM_B
2017-08-22,98.216,AG05,SUBA,UEI000000000965,TRIBAL_GOV,47039375.34,LOAN,ED_INNOVATION,2609370323,ENERGY,0,0,SOLE_SOURCE,0,1926,28414638.87,2817105.32,Q2,SYSTEM_B
2017-08-23,58.696,AG01,SUBB,UEI000000000966,UNIVERSITY,181358324.91,GRANT,WORKFORCE_TRAINING,4092266694,ENV,0,1,FULL_AND_OPEN,0,159,134513063.96,2717144.64,Q3,SYSTEM_C
2017-08-24,17.487,AG08,SUBE,UEI000000000967,LOCAL_GOV,33598660.42,GRANT,CLIMATE_RESILIENCE,2485070426,SAFETY,0,0,OTHER,1,2606,24104573.37,3646383.65,Q3,SYSTEM_B
2017-08-25,82.421,AG08,SUBA,UEI000000000968,LOCAL_GOV,9823421.04,GRANT,BROADBAND_ACCESS,2928742137,HEALTH,0,0,FORMULA,1,2413,3778731.33,179633.04,Q2,SYSTEM_C
2017-08-26,15.205,AG04,SUBB,UEI000000000969,STATE_GOV,122545443.57,CONTRACT,HOUSING_SUPPORT,9437531987,SCI_TECH,0,0,LIMITED,0,61,99969673.86,9439549.28,Q4,SYSTEM_B
2017-08-27,55.217,AG01,SUBB,UEI000000000970,NONPROFIT,224007715.62,CONTRACT,TRANSPORT_IMPROVEMENTS,5584096653,TRANSPORT,1,0,FORMULA,0,211,164976820.57,14242806.59,Q4,SYSTEM_C
2017-08-28,94.890,AG05,SUBB,UEI000000000971,NONPROFIT,30319285.5,GRANT,CLIMATE_RESILIENCE,9895115628,EDU,0,0,FORMULA,1,3095,30734896.97,2745835.95,Q1,SYSTEM_B
2017-08-29,96.993,AG04,SUBF,UEI000000000972,UNIVERSITY,83929044.26,GRANT,BROADBAND_ACCESS,8881983467,OTHER,1,1,FULL_AND_OPEN,0,1044,31696320.99,5149886.21,Q1,SYSTEM_B
2017-08-30,31.808,AG01,SUBC,UEI000000000973,NONPROFIT,187409288.33,CONTRACT,BROADBAND_ACCESS,7072294153,HEALTH,0,0,FULL_AND_OPEN,0,3605,91596210.64,19684410.72,Q4,SYSTEM_B
2017-08-31,77.901,AG03,SUBC,UEI000000000974,LOCAL_GOV,240837173.05,COOP_AGREEMENT,SMALL_BUSINESS_SUPPORT,2284572846,EDU,0,0,FULL_AND_OPEN,0,76,222051883.3,16681876.94,Q3,SYSTEM_C
2017-09-01,71.053,AG01,SUBB,UEI000000000975,LOCAL_GOV,94042159.16,COOP_AGREEMENT,PUBLIC_SAFETY,8877770058,SCI_TECH,0,0,OTHER,1,231,94857360.08,5199492.66,Q2,SYSTEM_A
2017-09-02,13.366,AG05,SUBE,UEI000000000976,UNIVERSITY,209699237.06,GRANT,WORKFORCE_TRAINING,1618693094,SCI_TECH,0,0,FULL_AND_OPEN,0,2426,88844006.05,6738391.43,Q2,SYSTEM_B
2017-09-03,85.197,AG08,SUBC,UEI000000000977,STATE_GOV,19676204.53,CONTRACT,WORKFORCE_TRAINING,6278734027,HOUSING,0,1,OTHER,1,3154,10533233.05,1417989.52,Q3,SYSTEM_A
2017-09-04,93.887,AG02,SUBB,UEI000000000978,TRIBAL_GOV,142197393.66,GRANT,CLIMATE_RESILIENCE,1086753856,SCI_TECH,1,1,LIMITED,0,1080,116362256.41,12485385.28,Q3,SYSTEM_D
2017-09-05,96.029,AG07,SUBB,UEI000000000979,STATE_GOV,167851597.87,GRANT,PUBLIC_SAFETY,6656476808,TRANSPORT,0,0,FORMULA,0,730,130477965.68,7445131.99,Q1,SYSTEM_C
2017-09-06,57.468,AG02,SUBC,UEI000000000980,LOCAL_GOV,245165171.8,GRANT,ED_INNOVATION,2339478900,SCI_TECH,0,1,FULL_AND_OPEN,0,3038,199126701.14,8690691.49,Q4,SYSTEM_C
2017-09-07,38.126,AG01,SUBD,UEI000000000981,UNIVERSITY,74537154.24,CONTRACT,RESEARCH_INFRASTRUCTURE,5372240027,EDU,0,0,FULL_AND_OPEN,1,1594,58720073.47,4813303.37,Q3,SYSTEM_A
2017-09-08,24.966,AG08,SUBE,UEI000000000982,STATE_GOV,203920391.71,COOP_AGREEMENT,RESEARCH_INFRASTRUCTURE,7922817584,SAFETY,0,0,FULL_AND_OPEN,1,562,98527103.82,19975800.79,Q1,SYSTEM_C
2017-09-09,33.221,AG07,SUBA,UEI000000000983,LOCAL_GOV,227237702.45,CONTRACT,SMALL_BUSINESS_SUPPORT,6535998404,ENV,0,0,FORMULA,1,3066,222351955.82,8724878.95,Q1,SYSTEM_A
2017-09-10,27.732,AG01,SUBD,UEI000000000984,FOR_PROFIT,35784945.27,GRANT,CLIMATE_RESILIENCE,6704607488,ENERGY,0,0,FULL_AND_OPEN,0,2769,17613734.49,3077499.92,Q1,SYSTEM_B
2017-09-11,99.654,AG07,SUBB,UEI000000000985,TRIBAL_GOV,18628489.21,GRANT,COMMUNITY_HEALTH,4868024532,ENERGY,0,0,FULL_AND_OPEN,0,2607,7418033.37,1733150.53,Q3,SYSTEM_B
2017-09-12,43.976,AG08,SUBA,UEI000000000986,STATE_GOV,15698490.4,GRANT,WORKFORCE_TRAINING,1091772718,OTHER,0,0,SOLE_SOURCE,0,3381,6198155.07,42400.73,Q3,SYSTEM_A
2017-09-13,47.627,AG06,SUBF,UEI000000000987,FOR_PROFIT,133735681.79,GRANT,PUBLIC_SAFETY,5021463840,OTHER,0,1,FULL_AND_OPEN,1,1211,67901933.15,8884104.66,Q2,SYSTEM_A
2017-09-14,90.189,AG08,SUBD,UEI000000000988,STATE_GOV,204577232.88,LOAN,COMMUNITY_HEALTH,1039457549,ENV,0,0,LIMITED,1,1009,158130117.42,2102567.98,Q1,SYSTEM_D
2017-09-15,24.080,AG07,SUBD,UEI000000000989,FOR_PROFIT,82410872.93,LOAN,COMMUNITY_HEALTH,2727495099,EDU,0,0,FULL_AND_OPEN,1,1458,62545258.28,6227227.99,Q4,SYSTEM_C
2017-09-16,10.976,AG08,SUBE,UEI000000000990,INDIVIDUAL,58949585.39,GRANT,CLIMATE_RESILIENCE,6626897000,ENERGY,0,0,FULL_AND_OPEN,1,2630,56198279.74,1284547.16,Q2,SYSTEM_D
2017-09-17,23.154,AG04,SUBD,UEI000000000991,NONPROFIT,137564795.28,GRANT,PUBLIC_SAFETY,8623540782,HOUSING,0,0,FORMULA,0,1660,78298872.81,8390297.2,Q2,SYSTEM_D
2017-09-18,01.962,AG03,SUBF,UEI000000000992,UNIVERSITY,175611467.03,CONTRACT,TRANSPORT_IMPROVEMENTS,4903297152,HOUSING,0,0,OTHER,1,585,142846275.38,8554220.55,Q1,SYSTEM_A
2017-09-19,67.302,AG02,SUBD,UEI000000000993,STATE_GOV,146139150.18,CONTRACT,RESEARCH_INFRASTRUCTURE,2750574251,EDU,0,0,FORMULA,1,1984,99680689.57,11307678.91,Q3,SYSTEM_D
2017-09-20,69.366,AG01,SUBE,UEI000000000994,UNIVERSITY,241705368.4,COOP_AGREEMENT,RESEARCH_INFRASTRUCTURE,6187283755,ENERGY,0,0,LIMITED,0,537,232014874.16,5576177.52,Q3,SYSTEM_B
2017-09-21,17.165,AG05,SUBE,UEI000000000995,INDIVIDUAL,131427668.61,COOP_AGREEMENT,HOUSING_SUPPORT,3812868778,SCI_TECH,1,0,FORMULA,0,1069,87651573.4,7233796.54,Q4,SYSTEM_B
2017-09-22,85.933,AG02,SUBD,UEI000000000996,FOR_PROFIT,46445372.73,COOP_AGREEMENT,HOUSING_SUPPORT,4358414976,HEALTH,0,0,LIMITED,1,1864,47328210.15,1905373.49,Q4,SYSTEM_B
2017-09-23,88.556,AG04,SUBF,UEI000000000997,UNIVERSITY,33306907.86,GRANT,HOUSING_SUPPORT,4843723360,HEALTH,0,0,FULL_AND_OPEN,0,3437,15774923.85,3113028.74,Q1,SYSTEM_B
2017-09-24,08.872,AG06,SUBB,UEI000000000998,UNIVERSITY,34351187.38,CONTRACT,CLIMATE_RESILIENCE,7429965448,EDU,0,0,FORMULA,1,3158,13562651.38,666954.0,Q3,SYSTEM_B
2017-09-25,98.064,AG07,SUBA,UEI000000000999,NONPROFIT,192820290.38,DIRECT_PAYMENT,CLIMATE_RESILIENCE,9377097576,EDU,0,0,FORMULA,0,451,194099380.32,9779525.51,Q3,SYSTEM_D
2017-09-26,51.495,AG01,SUBE,UEI000000001000,STATE_GOV,156321369.93,GRANT,PUBLIC_SAFETY,7229681612,EDU,1,0,FULL_AND_OPEN,0,2354,68322902.74,7546337.18,Q3,SYSTEM_A
2017-09-27,22.603,AG06,SUBA,UEI000000001001,UNIVERSITY,101736235.84,DIRECT_PAYMENT,CLIMATE_RESILIENCE,3870330113,ENV,0,0,SOLE_SOURCE,0,2469,56562215.63,8957991.83,Q1,SYSTEM_B
2017-09-28,98.644,AG02,SUBD,UEI000000001002,STATE_GOV,68970750.79,COOP_AGREEMENT,WORKFORCE_TRAINING,4901849486,HOUSING,0,0,FORMULA,0,1654,28161908.41,2674629.39,Q3,SYSTEM_C
2017-09-29,75.922,AG06,SUBF,UEI000000001003,FOR_PROFIT,169188509.96,CONTRACT,BROADBAND_ACCESS,7513662224,OTHER,0,0,FULL_AND_OPEN,0,2221,128972383.67,11098994.21,Q4,SYSTEM_A
2017-09-30,39.724,AG08,SUBA,UEI000000001004,STATE_GOV,182710519.42,GRANT,SMALL_BUSINESS_SUPPORT,2262422260,SCI_TECH,0,1,OTHER,1,2172,183016153.95,2427638.4,Q3,SYSTEM_A
2017-10-01,34.963,AG02,SUBE,UEI000000001005,LOCAL_GOV,217602767.95,OTHER,ED_INNOVATION,4524283586,ENV,1,0,OTHER,0,2232,139927276.21,1453866.86,Q4,SYSTEM_B
2017-10-02,23.995,AG02,SUBF,UEI000000001006,LOCAL_GOV,191507536.22,CONTRACT,WORKFORCE_TRAINING,9556340652,ENERGY,0,1,OTHER,0,3230,86476470.3,1581857.67,Q3,SYSTEM_A
2017-10-03,71.544,AG05,SUBE,UEI000000001007,FOR_PROFIT,10845077.51,OTHER,DISASTER_RELIEF,6950547463,SCI_TECH,1,0,LIMITED,1,594,6237065.47,985104.29,Q4,SYSTEM_B
2017-10-04,54.603,AG07,SUBD,UEI000000001008,TRIBAL_GOV,239016140.32,DIRECT_PAYMENT,HOUSING_SUPPORT,8694482440,ECON_DEV,0,1,SOLE_SOURCE,0,1903,202241814.36,12323709.87,Q4,SYSTEM_A
2017-10-05,50.356,AG06,SUBB,UEI000000001009,LOCAL_GOV,76477503.99,COOP_AGREEMENT,WORKFORCE_TRAINING,9533642214,HOUSING,0,0,FULL_AND_OPEN,1,573,64687216.19,3518940.04,Q3,SYSTEM_B
2017-10-06,68.199,AG04,SUBD,UEI000000001010,STATE_GOV,49587829.68,GRANT,BROADBAND_ACCESS,5642440835,ENV,0,0,FORMULA,1,425,30267760.61,3856366.88,Q1,SYSTEM_A
2017-10-07,24.352,AG06,SUBA,UEI000000001011,UNIVERSITY,122806868.33,LOAN,COMMUNITY_HEALTH,3117596623,ENV,0,0,FULL_AND_OPEN,1,2197,92361209.09,2808235.34,Q1,SYSTEM_B
2017-10-08,67.213,AG08,SUBE,UEI000000001012,FOR_PROFIT,62741265.57,DIRECT_PAYMENT,DISASTER_RELIEF,2732101247,ENERGY,0,0,FORMULA,0,3386,26985237.42,5363716.97,Q1,SYSTEM_A
2017-10-09,39.986,AG08,SUBE,UEI000000001013,NONPROFIT,162275198.02,LOAN,CLIMATE_RESILIENCE,5240223913,TRANSPORT,0,0,LIMITED,0,3348,80247787.62,1558288.35,Q3,SYSTEM_C
2017-10-10,35.685,AG01,SUBE,UEI000000001014,UNIVERSITY,178116396.92,GRANT,RESEARCH_INFRASTRUCTURE,7796921654,ENERGY,0,0,SOLE_SOURCE,1,3431,70505336.82,8424739.22,Q4,SYSTEM_B
2017-10-11,80.296,AG06,SUBE,UEI000000001015,UNIVERSITY,231320671.83,GRANT,WORKFORCE_TRAINING,2529040905,SAFETY,0,1,FORMULA,1,815,104365585.76,21275186.25,Q3,SYSTEM_D
2017-10-12,22.481,AG07,SUBC,UEI000000001016,LOCAL_GOV,30214833.48,GRANT,DISASTER_RELIEF,3015362645,TRANSPORT,0,0,SOLE_SOURCE,0,446,20572788.43,1911672.56,Q3,SYSTEM_B
2017-10-13,73.234,AG02,SUBC,UEI000000001017,NONPROFIT,216643793.05,CONTRACT,BROADBAND_ACCESS,9023037720,HOUSING,0,0,FULL_AND_OPEN,1,1473,168673258.23,14515722.17,Q1,SYSTEM_A
2017-10-14,57.669,AG07,SUBE,UEI000000001018,TRIBAL_GOV,208288513.18,DIRECT_PAYMENT,BROADBAND_ACCESS,4767850519,HEALTH,0,1,FULL_AND_OPEN,0,1105,124593700.34,382741.55,Q4,SYSTEM_A
2017-10-15,03.921,AG03,SUBE,UEI000000001019,NONPROFIT,23907206.02,GRANT,TRANSPORT_IMPROVEMENTS,5811971736,SAFETY,0,0,FULL_AND_OPEN,0,173,16642207.85,1128519.43,Q3,SYSTEM_C
2017-10-16,36.415,AG07,SUBC,UEI000000001020,UNIVERSITY,85112023.71,CONTRACT,ED_INNOVATION,1584908851,HOUSING,0,0,SOLE_SOURCE,0,2549,45373850.95,7956495.06,Q1,SYSTEM_A
2017-10-17,83.239,AG06,SUBC,UEI000000001021,NONPROFIT,193619833.0,GRANT,BROADBAND_ACCESS,4963632364,EDU,0,0,FORMULA,0,3105,82566982.81,4326912.66,Q2,SYSTEM_B
2017-10-18,28.220,AG04,SUBE,UEI000000001022,NONPROFIT,52996602.64,GRANT,PUBLIC_SAFETY,7093098337,SAFETY,1,0,SOLE_SOURCE,0,3484,36242082.74,4378199.51,Q4,SYSTEM_A
2017-10-19,44.223,AG01,SUBC,UEI000000001023,STATE_GOV,212087657.17,DIRECT_PAYMENT,SMALL_BUSINESS_SUPPORT,3034331158,OTHER,0,0,FORMULA,0,2728,109358836.7,15820323.7,Q1,SYSTEM_C
2017-10-20,10.693,AG07,SUBB,UEI000000001024,LOCAL_GOV,233044742.89,COOP_AGREEMENT,CLIMATE_RESILIENCE,8071283510,HOUSING,0,1,OTHER,1,2062,236144878.9,2875573.2,Q1,SYSTEM_D
2017-10-21,18.706,AG06,SUBF,UEI000000001025,UNIVERSITY,79235697.94,GRANT,RESEARCH_INFRASTRUCTURE,8772729454,EDU,0,0,FORMULA,1,2563,35022987.25,3748407.66,Q1,SYSTEM_C
2017-10-22,94.408,AG01,SUBD,UEI000000001026,STATE_GOV,30901361.6,GRANT,PUBLIC_SAFETY,3190269655,OTHER,0,0,LIMITED,0,2769,11026627.16,2525344.7,Q2,SYSTEM_C
2017-10-23,52.221,AG05,SUBD,UEI000000001027,NONPROFIT,184856200.54,GRANT,SMALL_BUSINESS_SUPPORT,7222188020,OTHER,0,0,FULL_AND_OPEN,1,1427,110300161.08,21721278.26,Q1,SYSTEM_D
2017-10-24,66.162,AG05,SUBE,UEI000000001028,NONPROFIT,187298731.66,GRANT,HOUSING_SUPPORT,3696158636,HEALTH,0,0,FORMULA,0,2002,74472398.6,4097539.61,Q4,SYSTEM_D
2017-10-25,78.555,AG05,SUBB,UEI000000001029,NONPROFIT,163559022.02,GRANT,CLIMATE_RESILIENCE,3655681490,HOUSING,0,1,FULL_AND_OPEN,0,2595,73672110.22,9688187.63,Q2,SYSTEM_C
2017-10-26,38.056,AG05,SUBF,UEI000000001030,FOR_PROFIT,116285878.47,GRANT,SMALL_BUSINESS_SUPPORT,6987016975,ENERGY,1,0,FORMULA,0,33,50237849.37,3719582.79,Q2,SYSTEM_D
2017-10-27,63.080,AG08,SUBD,UEI000000001031,FOR_PROFIT,26805498.49,COOP_AGREEMENT,BROADBAND_ACCESS,6208722280,HEALTH,0,0,SOLE_SOURCE,1,3612,22053626.73,3058209.94,Q1,SYSTEM_B
2017-10-28,37.983,AG04,SUBD,UEI000000001032,LOCAL_GOV,17487296.43,CONTRACT,BROADBAND_ACCESS,8184499030,SAFETY,0,0,LIMITED,0,3133,9345630.43,385747.41,Q1,SYSTEM_C
2017-10-29,78.274,AG02,SUBB,UEI000000001033,LOCAL_GOV,177959234.79,GRANT,RESEARCH_INFRASTRUCTURE,3956019270,TRANSPORT,0,0,FULL_AND_OPEN,0,2794,148342461.46,1238193.35,Q4,SYSTEM_B
2017-10-30,19.349,AG06,SUBD,UEI000000001034,UNIVERSITY,123624966.26,GRANT,DISASTER_RELIEF,8306235341,ECON_DEV,0,0,FULL_AND_OPEN,0,1577,57832199.88,12202684.76,Q4,SYSTEM_A
2017-10-31,31.984,AG02,SUBD,UEI000000001035,UNIVERSITY,75608924.27,GRANT,COMMUNITY_HEALTH,1762924569,HEALTH,0,0,FULL_AND_OPEN,0,1402,56881057.16,6983911.01,Q3,SYSTEM_A
2017-11-01,88.926,AG07,SUBF,UEI000000001036,FOR_PROFIT,98019829.46,GRANT,WORKFORCE_TRAINING,1241505683,OTHER,0,0,FULL_AND_OPEN,0,719,34811048.04,2346734.39,Q2,SYSTEM_C
2017-11-02,32.722,AG02,SUBD,UEI000000001037,LOCAL_GOV,50403887.9,GRANT,SMALL_BUSINESS_SUPPORT,3927402632,SAFETY,0,0,FULL_AND_OPEN,0,2822,20444039.56,644368.43,Q1,SYSTEM_B
2017-11-03,75.471,AG01,SUBF,UEI000000001038,LOCAL_GOV,236409534.23,CONTRACT,COMMUNITY_HEALTH,1949359811,SAFETY,1,0,SOLE_SOURCE,0,2560,148138582.63,24437751.7,Q2,SYSTEM_C
2017-11-04,77.682,AG05,SUBB,UEI000000001039,NONPROFIT,224256627.2,DIRECT_PAYMENT,BROADBAND_ACCESS,5451454891,OTHER,0,0,FORMULA,0,989,89444751.68,26327293.57,Q3,SYSTEM_A
2017-11-05,90.464,AG06,SUBD,UEI000000001040,STATE_GOV,1345582.3,GRANT,WORKFORCE_TRAINING,6039790927,TRANSPORT,0,0,FULL_AND_OPEN,0,1471,629159.39,69527.47,Q4,SYSTEM_D
2017-11-06,47.210,AG07,SUBA,UEI000000001041,NONPROFIT,12385575.76,GRANT,SMALL_BUSINESS_SUPPORT,1956494393,ENERGY,1,0,FORMULA,1,1128,10387062.85,1211355.4,Q3,SYSTEM_D
2017-11-07,29.425,AG08,SUBC,UEI000000001042,STATE_GOV,85363049.4,GRANT,COMMUNITY_HEALTH,1582505737,ENERGY,0,0,FULL_AND_OPEN,0,823,71487458.18,356080.92,Q2,SYSTEM_C
2017-11-08,59.328,AG06,SUBB,UEI000000001043,LOCAL_GOV,140237154.0,OTHER,PUBLIC_SAFETY,4356777072,ECON_DEV,0,0,FORMULA,0,669,114427781.0,13704539.4,Q3,SYSTEM_A
2017-11-09,64.975,AG08,SUBA,UEI000000001044,LOCAL_GOV,145005926.41,GRANT,COMMUNITY_HEALTH,4742692133,SCI_TECH,0,0,FULL_AND_OPEN,1,1652,89857364.44,1096873.49,Q3,SYSTEM_A
2017-11-10,53.609,AG02,SUBC,UEI000000001045,FOR_PROFIT,155053977.35,COOP_AGREEMENT,BROADBAND_ACCESS,1482019145,HEALTH,0,0,FORMULA,1,503,121112132.11,3710209.34,Q2,SYSTEM_A
2017-11-11,19.095,AG04,SUBD,UEI000000001046,NONPROFIT,75455409.47,GRANT,BROADBAND_ACCESS,9046510408,HOUSING,0,0,LIMITED,0,2001,78224908.0,8130547.19,Q4,SYSTEM_D
2017-11-12,17.858,AG05,SUBE,UEI000000001047,FOR_PROFIT,232414161.62,COOP_AGREEMENT,HOUSING_SUPPORT,3891698455,HEALTH,1,0,FORMULA,1,1460,190355514.99,19226682.87,Q3,SYSTEM_D
2017-11-13,98.913,AG06,SUBF,UEI000000001048,INDIVIDUAL,140038189.26,CONTRACT,SMALL_BUSINESS_SUPPORT,2032662145,ECON_DEV,0,0,FULL_AND_OPEN,1,2746,77536647.56,2611491.61,Q2,SYSTEM_C
2017-11-14,13.875,AG04,SUBD,UEI000000001049,NONPROFIT,190682933.07,COOP_AGREEMENT,RESEARCH_INFRASTRUCTURE,5383983590,ECON_DEV,0,1,FULL_AND_OPEN,1,1698,181122976.01,12253522.0,Q2,SYSTEM_B
2017-11-15,26.665,AG06,SUBB,UEI000000001050,UNIVERSITY,18848536.41,GRANT,ED_INNOVATION,1339828761,SAFETY,0,0,FULL_AND_OPEN,1,3552,9550573.64,1876536.22,Q1,SYSTEM_A
2017-11-16,61.051,AG08,SUBB,UEI000000001051,UNIVERSITY,149889318.93,GRANT,HOUSING_SUPPORT,3796363877,OTHER,0,0,FORMULA,0,1227,115252819.91,2147203.9,Q1,SYSTEM_C
2017-11-17,58.169,AG04,SUBE,UEI000000001052,NONPROFIT,245432914.68,GRANT,TRANSPORT_IMPROVEMENTS,4953738510,SAFETY,0,0,FULL_AND_OPEN,0,1105,191863976.28,12738950.09,Q4,SYSTEM_B
2017-11-18,36.293,AG07,SUBF,UEI000000001053,LOCAL_GOV,24192247.63,GRANT,HOUSING_SUPPORT,5341763669,HEALTH,0,0,FULL_AND_OPEN,0,1441,8569227.29,2099934.87,Q2,SYSTEM_B
2017-11-19,84.187,AG03,SUBC,UEI000000001054,TRIBAL_GOV,164387682.8,GRANT,SMALL_BUSINESS_SUPPORT,8865663717,EDU,0,1,FULL_AND_OPEN,0,223,153826294.42,14563447.58,Q2,SYSTEM_A
2017-11-20,69.826,AG07,SUBC,UEI000000001055,NONPROFIT,63241060.3,GRANT,BROADBAND_ACCESS,4772657013,SAFETY,0,0,OTHER,0,2693,30133407.0,6123171.68,Q3,SYSTEM_A
2017-11-21,62.927,AG07,SUBB,UEI000000001056,FOR_PROFIT,93464861.56,OTHER,DISASTER_RELIEF,2986936663,ENERGY,1,0,FULL_AND_OPEN,0,2343,98083535.73,3246638.47,Q1,SYSTEM_B
2017-11-22,68.395,AG05,SUBA,UEI000000001057,NONPROFIT,152086408.14,COOP_AGREEMENT,SMALL_BUSINESS_SUPPORT,1028913216,HEALTH,0,0,FORMULA,0,1340,152373215.25,11459152.4,Q1,SYSTEM_A
2017-11-23,82.378,AG02,SUBE,UEI000000001058,NONPROFIT,170444404.29,COOP_AGREEMENT,HOUSING_SUPPORT,4583639740,EDU,0,0,FORMULA,0,2876,155209035.22,12359870.34,Q3,SYSTEM_A
2017-11-24,81.453,AG02,SUBC,UEI000000001059,STATE_GOV,161771636.63,CONTRACT,ED_INNOVATION,4101565601,ENERGY,0,0,FULL_AND_OPEN,0,2018,94227299.8,3381761.01,Q2,SYSTEM_A
2017-11-25,52.033,AG08,SUBF,UEI000000001060,LOCAL_GOV,105800769.33,LOAN,TRANSPORT_IMPROVEMENTS,7217194674,OTHER,0,0,FULL_AND_OPEN,0,48,66504003.08,424890.33,Q2,SYSTEM_A
2017-11-26,24.813,AG04,SUBD,UEI000000001061,FOR_PROFIT,11996232.04,CONTRACT,DISASTER_RELIEF,4514780777,ENERGY,0,1,FULL_AND_OPEN,0,971,10241403.99,414923.81,Q1,SYSTEM_A
2017-11-27,49.902,AG06,SUBA,UEI000000001062,STATE_GOV,16773859.76,GRANT,DISASTER_RELIEF,7587286267,ENV,0,0,SOLE_SOURCE,0,2594,10621628.2,1840956.77,Q1,SYSTEM_B
2017-11-28,61.187,AG06,SUBD,UEI000000001063,LOCAL_GOV,50717722.83,GRANT,TRANSPORT_IMPROVEMENTS,5985923431,ENERGY,0,0,FULL_AND_OPEN,1,2302,32217885.45,2948469.76,Q1,SYSTEM_B
2017-11-29,84.365,AG08,SUBE,UEI000000001064,UNIVERSITY,217705511.94,LOAN,PUBLIC_SAFETY,7171934893,SAFETY,1,0,FORMULA,0,3380,186295466.01,1651906.71,Q2,SYSTEM_A
2017-11-30,38.011,AG06,SUBF,UEI000000001065,LOCAL_GOV,214567669.54,LOAN,BROADBAND_ACCESS,7512260047,ENV,0,1,SOLE_SOURCE,0,2420,123675122.72,16140542.67,Q4,SYSTEM_D
2017-12-01,95.937,AG01,SUBE,UEI000000001066,UNIVERSITY,11131684.88,CONTRACT,ED_INNOVATION,6427272690,HOUSING,0,0,OTHER,1,2907,6485976.58,719733.62,Q4,SYSTEM_A
2017-12-02,55.022,AG05,SUBD,UEI000000001067,INDIVIDUAL,63621566.85,GRANT,BROADBAND_ACCESS,3708290927,TRANSPORT,0,1,LIMITED,0,1412,66648670.54,1858393.06,Q4,SYSTEM_C
2017-12-03,57.347,AG06,SUBB,UEI000000001068,FOR_PROFIT,21501056.1,GRANT,WORKFORCE_TRAINING,9850056255,SAFETY,0,0,SOLE_SOURCE,1,2712,16653176.5,1249533.12,Q2,SYSTEM_A
2017-12-04,22.154,AG02,SUBB,UEI000000001069,STATE_GOV,242125476.97,GRANT,SMALL_BUSINESS_SUPPORT,8807328525,EDU,0,0,FULL_AND_OPEN,0,3125,183223803.55,14573511.34,Q3,SYSTEM_B
2017-12-05,59.198,AG08,SUBF,UEI000000001070,FOR_PROFIT,51193262.64,GRANT,TRANSPORT_IMPROVEMENTS,8277084705,SCI_TECH,0,0,SOLE_SOURCE,0,879,37847491.57,682971.29,Q4,SYSTEM_B
2017-12-06,14.671,AG02,SUBC,UEI000000001071,NONPROFIT,133081135.4,GRANT,SMALL_BUSINESS_SUPPORT,2440298732,ECON_DEV,0,0,FULL_AND_OPEN,0,967,64477486.23,2476316.77,Q3,SYSTEM_A
2017-12-07,35.131,AG05,SUBE,UEI000000001072,TRIBAL_GOV,109835535.2,CONTRACT,TRANSPORT_IMPROVEMENTS,4068808937,ENERGY,1,1,FULL_AND_OPEN,0,2079,98522311.68,3938061.91,Q4,SYSTEM_A
2017-12-08,34.364,AG07,SUBD,UEI000000001073,UNIVERSITY,211682097.64,COOP_AGREEMENT,WORKFORCE_TRAINING,3936131275,HEALTH,0,1,FULL_AND_OPEN,0,1720,92017753.63,9997222.93,Q2,SYSTEM_B
2017-12-09,75.052,AG04,SUBB,UEI000000001074,NONPROFIT,24902348.87,OTHER,CLIMATE_RESILIENCE,4694735665,HEALTH,0,0,FULL_AND_OPEN,0,2923,24539090.69,514881.34,Q1,SYSTEM_C
2017-12-10,32.464,AG08,SUBF,UEI000000001075,UNIVERSITY,51964730.64,GRANT,PUBLIC_SAFETY,3574442546,OTHER,0,0,FULL_AND_OPEN,1,1012,43909901.38,1201679.84,Q4,SYSTEM_C
2017-12-11,27.527,AG06,SUBB,UEI000000001076,LOCAL_GOV,203776229.73,COOP_AGREEMENT,ED_INNOVATION,9587758313,ECON_DEV,0,0,FULL_AND_OPEN,0,76,172649059.1,3981115.44,Q4,SYSTEM_A
2017-12-12,17.432,AG08,SUBE,UEI000000001077,TRIBAL_GOV,160645868.81,GRANT,RESEARCH_INFRASTRUCTURE,3868908897,SCI_TECH,0,1,FORMULA,0,3509,117442664.41,18984843.49,Q1,SYSTEM_D
