health_exp_reference_year,health_exp_country_iso2,health_exp_financing_scheme_code,health_exp_provider_type_code,health_exp_function_code,health_exp_total_expenditure_eur,health_exp_expenditure_pct_gdp,health_exp_public_share_pct,health_exp_out_of_pocket_share_pct,health_exp_per_capita_eur,health_exp_preventive_care_share_pct,health_exp_pharmaceuticals_share_pct,health_exp_long_term_care_share_pct,health_exp_admin_cost_share_pct,health_exp_unmet_need_rate_pct,health_exp_catastrophic_spending_rate_pct,health_exp_waiting_times_index,health_exp_eurostat_oecd_sha_table_code,health_exp_methodology_version,health_exp_data_extract_date
2013,NL,VOLUNTARY_HEALTH_INSURANCE,OTHER,ANCILLARY_SERVICES,16563741292.34,9.83,64.49,41.27,6029.1,5.1,13.27,18.11,2.91,8.55,2.01,0.9923,hlth_sha11_hp,SHA2011_V3,2024-07-15
2014,SE,NPISH_SCHEME,ADMINISTRATION,GOVERNANCE,21342696605.41,9.67,81.78,24.49,9426.17,1.72,16.0,13.72,1.29,8.04,6.28,0.5245,hlth_sha11_hf,SHA2011_V2,2025-01-06
2015,DK,HOUSEHOLD_OOP,PREVENTIVE,LONG_TERM_CARE,87342443033.95,7.33,59.82,43.1,5184.21,4.36,15.65,21.77,2.4,3.89,2.47,1.6797,hlth_sha11_exp,SHA2011_V1,2024-06-04
2016,IE,GOV_SCHEME,LONG_TERM_CARE,PREVENTION,207084143769.63,13.35,77.99,23.5,5129.17,4.97,20.12,18.43,4.96,2.21,1.48,1.0117,hlth_sha11_hc,SHA2011_V3,2025-01-30
2017,PL,COMPULSORY_HEALTH_INSURANCE,RETAIL_MEDICAL_GOODS,REHABILITATION,40251573045.72,6.86,64.34,31.47,3838.95,6.15,23.73,11.35,3.78,8.54,4.82,0.4611,hlth_sha11_hp,SHA2011_V2,2026-02-11
2018,AT,VOLUNTARY_HEALTH_INSURANCE,AMBULATORY,MEDICAL_GOODS,220851779598.78,13.27,81.84,28.81,2527.45,1.96,11.72,9.38,3.5,7.82,5.35,1.054,hlth_sha11_hf,SHA2011_V1,2024-05-04
2019,EE,NPISH_SCHEME,HOSPITALS,CURATIVE_CARE,233019014116.02,12.5,74.69,31.45,3737.71,3.09,22.8,15.49,5.54,5.07,1.23,1.4251,hlth_sha11_exp,SHA2011_V3,2025-07-27
2020,IT,HOUSEHOLD_OOP,OTHER,ANCILLARY_SERVICES,72560022962.74,11.81,87.94,13.81,2816.62,7.59,11.62,22.51,3.44,5.25,3.65,1.577,hlth_sha11_hc,SHA2011_V2,2025-12-27
2021,PT,GOV_SCHEME,ADMINISTRATION,GOVERNANCE,241001597370.71,11.08,70.55,31.88,7703.93,7.32,18.47,11.51,3.21,7.3,3.06,1.2205,hlth_sha11_hp,SHA2011_V1,2024-09-05
2022,BE,COMPULSORY_HEALTH_INSURANCE,PREVENTIVE,LONG_TERM_CARE,111613674323.83,10.14,81.72,18.53,9119.39,4.6,14.53,24.7,2.82,6.56,3.87,1.5992,hlth_sha11_hf,SHA2011_V3,2024-10-19
2023,FI,VOLUNTARY_HEALTH_INSURANCE,LONG_TERM_CARE,PREVENTION,263527189668.57,11.78,75.53,27.7,10215.65,3.23,16.84,21.43,2.0,5.08,3.41,1.6637,hlth_sha11_exp,SHA2011_V2,2025-02-14
2024,LV,NPISH_SCHEME,RETAIL_MEDICAL_GOODS,REHABILITATION,174898184962.22,6.52,85.78,10.36,7838.42,3.22,15.51,12.72,2.35,1.33,3.66,0.934,hlth_sha11_hc,SHA2011_V1,2024-09-22
2025,RO,HOUSEHOLD_OOP,AMBULATORY,MEDICAL_GOODS,231342693994.17,12.73,60.2,42.34,7802.28,6.58,16.53,4.37,1.11,7.09,3.19,1.2764,hlth_sha11_hp,SHA2011_V3,2025-06-20
2006,BG,GOV_SCHEME,HOSPITALS,CURATIVE_CARE,254705672693.13,10.06,55.71,42.95,8400.57,5.26,11.09,26.01,5.36,6.76,5.79,0.6441,hlth_sha11_hf,SHA2011_V2,2025-06-29
2007,FR,COMPULSORY_HEALTH_INSURANCE,OTHER,ANCILLARY_SERVICES,9139287242.48,12.61,84.29,19.15,2337.32,7.58,21.61,21.02,2.43,3.95,0.87,1.4496,hlth_sha11_exp,SHA2011_V1,2025-10-27
2008,LT,VOLUNTARY_HEALTH_INSURANCE,ADMINISTRATION,GOVERNANCE,132480052567.02,8.03,74.77,26.26,8351.6,3.85,10.12,3.34,1.19,4.54,6.37,1.6957,hlth_sha11_hc,SHA2011_V3,2025-09-12
2009,SK,NPISH_SCHEME,PREVENTIVE,LONG_TERM_CARE,21675077701.05,8.54,72.71,22.56,1372.85,4.6,13.78,18.54,2.51,5.03,1.31,0.5366,hlth_sha11_hp,SHA2011_V2,2024-06-27
2010,HR,HOUSEHOLD_OOP,LONG_TERM_CARE,PREVENTION,49237936506.49,8.99,62.22,38.95,6026.66,3.24,24.45,23.31,2.68,2.28,3.53,1.2687,hlth_sha11_hf,SHA2011_V1,2025-03-24
2011,DE,GOV_SCHEME,RETAIL_MEDICAL_GOODS,REHABILITATION,233742961612.82,10.47,63.97,43.27,4789.47,2.62,16.91,7.47,1.04,6.89,2.24,1.2301,hlth_sha11_exp,SHA2011_V3,2025-03-28
2012,LU,COMPULSORY_HEALTH_INSURANCE,AMBULATORY,MEDICAL_GOODS,133729004052.91,10.32,68.21,33.83,3280.6,3.48,23.01,5.54,5.33,4.78,7.89,0.7878,hlth_sha11_hc,SHA2011_V2,2026-01-02
2013,SI,VOLUNTARY_HEALTH_INSURANCE,HOSPITALS,CURATIVE_CARE,131128008671.65,9.2,83.13,15.98,5823.85,5.87,19.78,12.35,2.7,0.76,5.01,0.5878,hlth_sha11_hp,SHA2011_V1,2024-05-28
2014,CY,NPISH_SCHEME,OTHER,ANCILLARY_SERVICES,11017569110.63,11.39,63.15,34.03,3238.15,6.49,14.17,9.24,6.49,7.3,6.81,0.9986,hlth_sha11_hf,SHA2011_V3,2024-07-05
2015,GR,HOUSEHOLD_OOP,ADMINISTRATION,GOVERNANCE,257503499657.58,11.09,82.44,19.84,4394.1,5.11,22.25,26.76,2.0,3.34,6.13,0.9508,hlth_sha11_exp,SHA2011_V2,2024-09-03
2016,MT,GOV_SCHEME,PREVENTIVE,LONG_TERM_CARE,56425595403.76,10.57,69.75,41.82,4816.13,1.65,20.19,19.64,2.43,2.36,1.47,0.8544,hlth_sha11_hc,SHA2011_V1,2025-01-31
2017,ES,COMPULSORY_HEALTH_INSURANCE,LONG_TERM_CARE,PREVENTION,149221488103.17,9.06,62.91,35.18,6684.66,1.6,20.49,15.76,6.32,6.36,2.11,1.5218,hlth_sha11_hp,SHA2011_V3,2024-01-12
2018,CZ,VOLUNTARY_HEALTH_INSURANCE,RETAIL_MEDICAL_GOODS,REHABILITATION,33358859352.8,11.58,68.8,29.91,6765.23,2.63,16.8,9.44,1.79,6.72,2.5,1.0641,hlth_sha11_hf,SHA2011_V2,2025-02-10
2019,HU,NPISH_SCHEME,AMBULATORY,MEDICAL_GOODS,181745971213.86,11.35,87.79,21.26,940.07,4.23,14.62,8.82,3.09,5.19,3.76,0.9753,hlth_sha11_exp,SHA2011_V1,2024-12-12
2020,NL,HOUSEHOLD_OOP,HOSPITALS,CURATIVE_CARE,110885406030.17,12.01,72.32,35.88,7627.19,4.45,17.89,16.52,4.53,9.53,4.45,1.8718,hlth_sha11_hc,SHA2011_V3,2024-03-05
2021,SE,GOV_SCHEME,OTHER,ANCILLARY_SERVICES,93797296217.24,13.15,82.71,17.1,11517.56,3.17,9.31,20.82,2.51,7.49,3.49,1.059,hlth_sha11_hp,SHA2011_V2,2025-05-02
2022,DK,COMPULSORY_HEALTH_INSURANCE,ADMINISTRATION,GOVERNANCE,152355118782.95,11.14,74.4,30.2,10652.78,5.75,26.87,17.21,5.44,0.65,8.18,0.7229,hlth_sha11_hf,SHA2011_V1,2025-06-13
2023,IE,VOLUNTARY_HEALTH_INSURANCE,PREVENTIVE,LONG_TERM_CARE,88686100030.31,11.32,85.92,20.64,5303.52,3.91,11.75,26.98,4.52,3.51,3.76,0.56,hlth_sha11_exp,SHA2011_V3,2024-09-07
2024,PL,NPISH_SCHEME,LONG_TERM_CARE,PREVENTION,265657201917.26,9.67,85.05,16.69,1137.58,7.59,22.42,17.87,2.57,5.6,2.15,1.3162,hlth_sha11_hc,SHA2011_V2,2025-10-30
2025,AT,HOUSEHOLD_OOP,RETAIL_MEDICAL_GOODS,REHABILITATION,235030493090.18,10.12,86.68,20.21,5629.56,4.58,10.24,9.68,1.35,4.71,6.7,1.1595,hlth_sha11_hp,SHA2011_V1,2024-09-18
2006,EE,GOV_SCHEME,AMBULATORY,MEDICAL_GOODS,174293712090.99,9.96,69.04,27.5,5158.31,6.11,22.08,10.7,5.54,5.96,6.81,1.7417,hlth_sha11_hf,SHA2011_V3,2025-03-02
2007,IT,COMPULSORY_HEALTH_INSURANCE,HOSPITALS,CURATIVE_CARE,118573107517.91,12.67,56.63,45.0,1302.56,5.55,8.19,12.59,5.31,7.97,1.36,0.9672,hlth_sha11_exp,SHA2011_V2,2024-11-02
2008,PT,VOLUNTARY_HEALTH_INSURANCE,OTHER,ANCILLARY_SERVICES,95246272523.6,5.66,86.97,18.67,3022.6,6.84,25.21,23.84,5.36,2.6,2.71,0.85,hlth_sha11_hc,SHA2011_V1,2024-06-25
2009,BE,NPISH_SCHEME,ADMINISTRATION,GOVERNANCE,134349180797.0,11.44,71.85,39.13,4263.48,1.75,14.29,13.98,2.45,5.79,1.03,1.732,hlth_sha11_hp,SHA2011_V3,2025-01-23
2010,FI,HOUSEHOLD_OOP,PREVENTIVE,LONG_TERM_CARE,147127434531.24,11.51,60.71,44.71,1825.53,4.66,8.71,21.74,1.19,2.24,3.86,1.6125,hlth_sha11_hf,SHA2011_V2,2025-02-23
2011,LV,GOV_SCHEME,LONG_TERM_CARE,PREVENTION,977104406.36,11.13,74.7,22.34,4780.28,2.66,14.44,16.97,2.36,4.32,4.63,0.6371,hlth_sha11_exp,SHA2011_V1,2024-02-25
2012,RO,COMPULSORY_HEALTH_INSURANCE,RETAIL_MEDICAL_GOODS,REHABILITATION,252192317005.99,7.27,63.64,37.6,4922.22,4.35,25.34,6.27,1.43,3.77,0.9,1.0265,hlth_sha11_hc,SHA2011_V3,2024-11-06
2013,BG,VOLUNTARY_HEALTH_INSURANCE,AMBULATORY,MEDICAL_GOODS,186696457140.79,11.26,68.41,36.96,5549.14,4.68,12.61,14.16,5.77,8.28,3.91,1.6722,hlth_sha11_hp,SHA2011_V2,2025-08-09
2014,FR,NPISH_SCHEME,HOSPITALS,CURATIVE_CARE,139747199789.85,5.55,70.39,26.28,5575.77,3.39,26.19,16.28,4.93,4.34,1.44,0.9347,hlth_sha11_hf,SHA2011_V1,2025-08-10
2015,LT,HOUSEHOLD_OOP,OTHER,ANCILLARY_SERVICES,191877255227.32,7.2,61.19,34.06,3077.84,1.8,14.55,15.53,5.6,3.17,2.88,0.8461,hlth_sha11_exp,SHA2011_V3,2026-01-15
2016,SK,GOV_SCHEME,ADMINISTRATION,GOVERNANCE,70290622326.88,11.93,77.13,23.25,9518.81,6.27,26.71,3.44,3.6,6.21,5.48,1.7062,hlth_sha11_hc,SHA2011_V2,2025-02-07
2017,HR,COMPULSORY_HEALTH_INSURANCE,PREVENTIVE,LONG_TERM_CARE,129825245258.87,5.68,73.58,21.27,2867.38,7.65,8.43,5.65,6.09,1.97,2.69,0.5408,hlth_sha11_hp,SHA2011_V1,2024-02-07
2018,DE,VOLUNTARY_HEALTH_INSURANCE,LONG_TERM_CARE,PREVENTION,223123557761.89,11.51,66.24,42.43,7810.65,3.31,10.64,21.52,1.98,4.96,6.2,1.3379,hlth_sha11_hf,SHA2011_V3,2025-10-16
2019,LU,NPISH_SCHEME,RETAIL_MEDICAL_GOODS,REHABILITATION,12622385372.08,5.99,55.04,45.0,1371.21,7.61,15.75,4.34,2.54,5.44,1.81,0.7656,hlth_sha11_exp,SHA2011_V2,2025-02-05
2020,SI,HOUSEHOLD_OOP,AMBULATORY,MEDICAL_GOODS,14074514948.85,8.3,62.91,42.79,5162.69,4.68,20.14,16.26,1.2,8.87,5.56,1.4474,hlth_sha11_hc,SHA2011_V1,2025-01-05
2021,CY,GOV_SCHEME,HOSPITALS,CURATIVE_CARE,239489273413.91,7.6,58.7,44.75,10501.76,5.24,15.87,3.83,1.82,5.31,3.61,2.2083,hlth_sha11_hp,SHA2011_V3,2024-11-20
2022,GR,COMPULSORY_HEALTH_INSURANCE,OTHER,ANCILLARY_SERVICES,281062034233.94,13.22,65.01,39.17,1909.24,1.65,20.41,15.08,1.47,3.11,5.5,1.5972,hlth_sha11_hf,SHA2011_V2,2025-05-20
2023,MT,VOLUNTARY_HEALTH_INSURANCE,ADMINISTRATION,GOVERNANCE,196540593520.14,7.71,82.24,19.17,4001.95,2.93,11.4,4.7,3.07,1.91,6.56,1.2956,hlth_sha11_exp,SHA2011_V1,2025-05-02
2024,ES,NPISH_SCHEME,PREVENTIVE,LONG_TERM_CARE,251961837103.79,13.77,56.92,45.0,3878.22,2.19,19.31,10.82,4.1,0.82,7.33,0.5738,hlth_sha11_hc,SHA2011_V3,2024-06-20
2025,CZ,HOUSEHOLD_OOP,LONG_TERM_CARE,PREVENTION,142093493607.52,6.41,58.89,35.37,2807.35,3.3,15.23,7.21,4.3,4.58,6.54,1.6935,hlth_sha11_hp,SHA2011_V2,2025-05-29
2006,HU,GOV_SCHEME,RETAIL_MEDICAL_GOODS,REHABILITATION,45272927551.97,5.85,66.84,37.83,7413.66,1.79,15.42,8.21,5.3,2.7,2.63,0.4537,hlth_sha11_hf,SHA2011_V1,2025-05-23
2007,NL,COMPULSORY_HEALTH_INSURANCE,AMBULATORY,MEDICAL_GOODS,15326481490.52,12.75,81.02,23.98,4530.59,1.95,20.43,14.91,5.59,4.04,3.46,1.037,hlth_sha11_exp,SHA2011_V3,2024-12-01
2008,SE,VOLUNTARY_HEALTH_INSURANCE,HOSPITALS,CURATIVE_CARE,130275881396.67,11.24,55.88,41.91,3215.28,3.81,23.82,19.61,1.71,8.09,5.45,1.3715,hlth_sha11_hc,SHA2011_V2,2024-09-12
2009,DK,NPISH_SCHEME,OTHER,ANCILLARY_SERVICES,178468858082.51,7.03,62.17,40.89,1257.81,7.58,14.68,24.93,3.91,6.91,6.71,1.0376,hlth_sha11_hp,SHA2011_V1,2025-10-27
2010,IE,HOUSEHOLD_OOP,ADMINISTRATION,GOVERNANCE,259324973541.53,5.65,68.61,39.35,4437.34,4.57,25.39,24.01,2.3,4.15,1.37,0.7716,hlth_sha11_hf,SHA2011_V3,2025-08-03
2011,PL,GOV_SCHEME,PREVENTIVE,LONG_TERM_CARE,16382216574.81,13.17,55.79,45.0,3150.14,6.07,26.94,19.14,4.85,6.11,1.84,1.0154,hlth_sha11_exp,SHA2011_V2,2025-12-01
2012,AT,COMPULSORY_HEALTH_INSURANCE,LONG_TERM_CARE,PREVENTION,94384866806.62,6.49,59.56,45.0,3337.59,7.6,22.57,8.72,4.48,6.39,6.3,1.5351,hlth_sha11_hc,SHA2011_V1,2024-12-01
2013,EE,VOLUNTARY_HEALTH_INSURANCE,RETAIL_MEDICAL_GOODS,REHABILITATION,197285738740.27,8.24,58.04,45.0,930.99,7.0,18.17,21.12,1.06,3.69,7.35,0.5653,hlth_sha11_hp,SHA2011_V3,2024-11-01
2014,IT,NPISH_SCHEME,AMBULATORY,MEDICAL_GOODS,135086053206.34,13.6,84.38,14.36,8941.38,3.8,18.67,22.04,4.87,3.02,2.07,1.7,hlth_sha11_hf,SHA2011_V2,2024-02-16
2015,PT,HOUSEHOLD_OOP,HOSPITALS,CURATIVE_CARE,136491983045.22,11.14,60.46,41.94,6143.07,6.1,15.09,15.97,5.74,3.22,8.06,0.8675,hlth_sha11_exp,SHA2011_V1,2024-07-07
2016,BE,GOV_SCHEME,OTHER,ANCILLARY_SERVICES,21711054614.35,13.35,57.0,40.29,5979.5,3.07,12.99,5.17,5.94,3.56,7.96,1.247,hlth_sha11_hc,SHA2011_V3,2024-01-20
2017,FI,COMPULSORY_HEALTH_INSURANCE,ADMINISTRATION,GOVERNANCE,201612815775.04,7.09,87.16,11.58,2659.8,7.76,21.58,24.11,6.07,2.15,2.33,1.2361,hlth_sha11_hp,SHA2011_V2,2024-05-28
2018,LV,VOLUNTARY_HEALTH_INSURANCE,PREVENTIVE,LONG_TERM_CARE,199956917603.32,8.74,73.65,27.28,1180.27,7.49,12.98,27.39,4.08,3.37,4.18,1.1796,hlth_sha11_hf,SHA2011_V1,2025-02-28
2019,RO,NPISH_SCHEME,LONG_TERM_CARE,PREVENTION,195236327814.76,13.06,58.19,45.0,2773.04,7.08,15.39,21.32,1.75,4.21,6.89,0.9513,hlth_sha11_exp,SHA2011_V3,2025-02-16
2020,BG,HOUSEHOLD_OOP,RETAIL_MEDICAL_GOODS,REHABILITATION,254637866034.51,9.06,70.67,26.99,3598.53,7.9,10.38,10.22,4.43,2.42,2.04,1.4232,hlth_sha11_hc,SHA2011_V2,2025-05-28
2021,FR,GOV_SCHEME,AMBULATORY,MEDICAL_GOODS,95235710185.67,8.82,65.76,44.68,6702.41,1.55,22.43,15.43,6.32,3.17,7.22,1.8294,hlth_sha11_hp,SHA2011_V1,2024-08-07
2022,LT,COMPULSORY_HEALTH_INSURANCE,HOSPITALS,CURATIVE_CARE,142062461501.12,9.8,82.37,23.11,1680.34,5.74,22.21,10.0,3.64,3.76,5.09,1.7448,hlth_sha11_hf,SHA2011_V3,2024-10-16
2023,SK,VOLUNTARY_HEALTH_INSURANCE,OTHER,ANCILLARY_SERVICES,135907219271.41,11.3,80.63,20.61,5404.0,7.6,26.77,27.48,5.29,1.41,2.44,0.7949,hlth_sha11_exp,SHA2011_V2,2025-08-09
2024,HR,NPISH_SCHEME,ADMINISTRATION,GOVERNANCE,191027478427.2,12.74,71.32,34.21,4589.93,4.93,14.02,4.24,4.02,3.2,3.32,0.852,hlth_sha11_hc,SHA2011_V1,2024-03-27
2025,DE,HOUSEHOLD_OOP,PREVENTIVE,LONG_TERM_CARE,207236052396.48,8.26,67.55,28.16,2622.98,7.82,20.26,12.59,5.08,1.74,4.04,0.5243,hlth_sha11_hp,SHA2011_V3,2026-01-24
2006,LU,GOV_SCHEME,LONG_TERM_CARE,PREVENTION,236453958203.26,9.96,65.12,39.84,5135.22,3.63,25.94,3.83,2.66,6.89,1.67,0.9948,hlth_sha11_hf,SHA2011_V2,2025-04-04
2007,SI,COMPULSORY_HEALTH_INSURANCE,RETAIL_MEDICAL_GOODS,REHABILITATION,40775114812.86,7.24,84.58,26.02,3736.8,5.67,13.65,13.35,3.68,5.99,7.52,1.4732,hlth_sha11_exp,SHA2011_V1,2025-03-22
2008,CY,VOLUNTARY_HEALTH_INSURANCE,AMBULATORY,MEDICAL_GOODS,171600015313.28,9.72,82.12,26.43,2846.53,4.1,8.61,16.75,3.63,8.49,7.16,1.2812,hlth_sha11_hc,SHA2011_V3,2025-12-16
2009,GR,NPISH_SCHEME,HOSPITALS,CURATIVE_CARE,235269992750.49,6.95,72.34,35.73,1479.32,7.32,14.87,11.58,3.16,3.82,1.64,1.2323,hlth_sha11_hp,SHA2011_V2,2026-01-20
2010,MT,HOUSEHOLD_OOP,OTHER,ANCILLARY_SERVICES,172758934250.23,10.77,72.32,25.07,3453.9,4.0,13.96,18.04,1.66,6.61,2.6,1.6498,hlth_sha11_hf,SHA2011_V1,2025-02-12
2011,ES,GOV_SCHEME,ADMINISTRATION,GOVERNANCE,267372809793.06,7.54,73.06,33.97,6611.13,7.42,18.58,26.75,5.74,5.92,2.2,0.5084,hlth_sha11_exp,SHA2011_V3,2025-03-15
2012,CZ,COMPULSORY_HEALTH_INSURANCE,PREVENTIVE,LONG_TERM_CARE,311026930426.39,13.55,66.36,35.39,1860.15,2.33,26.49,14.74,5.78,6.84,0.94,0.511,hlth_sha11_hc,SHA2011_V2,2024-12-12
2013,HU,VOLUNTARY_HEALTH_INSURANCE,LONG_TERM_CARE,PREVENTION,176573748935.42,7.17,58.19,45.0,5473.44,4.91,23.74,13.2,5.2,5.53,8.15,1.3346,hlth_sha11_hp,SHA2011_V1,2025-08-11
2014,NL,NPISH_SCHEME,RETAIL_MEDICAL_GOODS,REHABILITATION,100222992452.07,13.04,65.27,42.24,5255.77,3.05,25.98,25.96,4.98,3.47,2.03,0.6275,hlth_sha11_hf,SHA2011_V3,2024-09-11
2015,SE,HOUSEHOLD_OOP,AMBULATORY,MEDICAL_GOODS,351160933825.78,7.35,65.53,29.46,2854.01,6.37,22.57,11.45,4.36,2.77,5.84,1.6391,hlth_sha11_exp,SHA2011_V2,2024-11-01
2016,DK,GOV_SCHEME,HOSPITALS,CURATIVE_CARE,155500445654.09,12.7,87.39,13.82,8018.56,1.92,12.52,14.69,2.72,7.17,3.75,0.5028,hlth_sha11_hc,SHA2011_V1,2025-12-16
2017,IE,COMPULSORY_HEALTH_INSURANCE,OTHER,ANCILLARY_SERVICES,213683018078.38,8.14,67.76,32.06,6426.07,2.67,13.86,26.05,4.79,7.81,3.18,1.1227,hlth_sha11_hp,SHA2011_V3,2024-08-14
2018,PL,VOLUNTARY_HEALTH_INSURANCE,ADMINISTRATION,GOVERNANCE,307628040073.79,10.2,74.12,27.13,3390.22,5.7,9.08,26.3,6.35,3.0,3.87,1.0835,hlth_sha11_hf,SHA2011_V2,2025-11-05
2019,AT,NPISH_SCHEME,PREVENTIVE,LONG_TERM_CARE,259376131320.52,11.8,67.25,32.49,3240.21,2.65,14.07,17.08,4.82,5.31,3.34,1.6596,hlth_sha11_exp,SHA2011_V1,2026-01-22
2020,EE,HOUSEHOLD_OOP,LONG_TERM_CARE,PREVENTION,123720684243.96,12.6,73.43,23.99,5938.89,3.13,25.14,27.38,1.52,1.61,2.31,1.3695,hlth_sha11_hc,SHA2011_V3,2025-07-19
2021,IT,GOV_SCHEME,RETAIL_MEDICAL_GOODS,REHABILITATION,91265992207.26,5.57,57.76,39.12,4429.94,7.04,18.9,6.86,3.2,3.21,1.43,2.1311,hlth_sha11_hp,SHA2011_V2,2024-10-26
2022,PT,COMPULSORY_HEALTH_INSURANCE,AMBULATORY,MEDICAL_GOODS,12820941975.74,13.53,57.78,43.05,7065.43,1.88,21.09,14.43,3.34,4.8,3.11,1.6797,hlth_sha11_hf,SHA2011_V1,2025-05-02
2023,BE,VOLUNTARY_HEALTH_INSURANCE,HOSPITALS,CURATIVE_CARE,71954640532.7,9.56,70.21,33.87,8218.78,4.47,11.21,6.71,2.75,4.41,6.53,0.4984,hlth_sha11_exp,SHA2011_V3,2024-10-28
2024,FI,NPISH_SCHEME,OTHER,ANCILLARY_SERVICES,73782875121.61,8.76,80.04,25.28,2170.89,4.88,9.35,23.36,1.8,5.88,2.71,1.3171,hlth_sha11_hc,SHA2011_V2,2024-01-20
2025,LV,HOUSEHOLD_OOP,ADMINISTRATION,GOVERNANCE,203827137572.7,11.25,76.22,19.29,9091.76,1.64,21.58,3.76,6.14,7.04,1.37,1.3287,hlth_sha11_hp,SHA2011_V1,2024-08-17
2006,RO,GOV_SCHEME,PREVENTIVE,LONG_TERM_CARE,49996939791.28,6.18,78.34,23.12,2785.87,3.36,11.53,20.82,4.88,0.91,1.91,0.9204,hlth_sha11_hf,SHA2011_V3,2025-12-21
2007,BG,COMPULSORY_HEALTH_INSURANCE,LONG_TERM_CARE,PREVENTION,43730495597.7,10.17,75.29,23.32,8723.24,6.44,18.14,20.9,3.68,0.63,2.77,1.496,hlth_sha11_exp,SHA2011_V2,2025-05-26
2008,FR,VOLUNTARY_HEALTH_INSURANCE,RETAIL_MEDICAL_GOODS,REHABILITATION,166696594919.5,9.23,55.93,39.15,4206.36,4.75,16.99,26.2,4.98,3.41,4.81,0.8657,hlth_sha11_hc,SHA2011_V1,2024-11-26
2009,LT,NPISH_SCHEME,AMBULATORY,MEDICAL_GOODS,178679080390.79,9.0,77.32,16.68,1782.26,2.5,22.77,8.46,4.66,5.74,4.29,0.7758,hlth_sha11_hp,SHA2011_V3,2024-12-11
2010,SK,HOUSEHOLD_OOP,HOSPITALS,CURATIVE_CARE,133541578776.5,8.87,71.76,38.81,1533.96,7.97,24.89,21.92,4.91,7.78,6.04,1.6843,hlth_sha11_hf,SHA2011_V2,2025-03-11
2011,HR,GOV_SCHEME,OTHER,ANCILLARY_SERVICES,97821045737.77,7.68,56.16,38.97,5308.08,6.64,19.64,14.86,4.0,7.67,1.77,1.0448,hlth_sha11_exp,SHA2011_V1,2024-10-21
2012,DE,COMPULSORY_HEALTH_INSURANCE,ADMINISTRATION,GOVERNANCE,278861730479.85,6.85,86.67,17.54,8652.74,3.86,15.13,22.31,5.73,7.97,6.53,0.7435,hlth_sha11_hc,SHA2011_V3,2024-03-26
2013,LU,VOLUNTARY_HEALTH_INSURANCE,PREVENTIVE,LONG_TERM_CARE,31729763159.2,10.61,85.63,20.24,3307.88,3.74,25.83,8.39,2.88,4.83,5.15,1.0698,hlth_sha11_hp,SHA2011_V2,2024-07-19
2014,SI,NPISH_SCHEME,LONG_TERM_CARE,PREVENTION,60350301232.11,12.18,79.66,30.22,4845.22,6.34,14.47,22.62,2.06,6.04,6.04,0.8377,hlth_sha11_hf,SHA2011_V1,2024-09-10
2015,CY,HOUSEHOLD_OOP,RETAIL_MEDICAL_GOODS,REHABILITATION,149198972532.04,9.4,74.37,27.75,8735.12,7.9,10.14,17.93,3.31,6.96,4.42,0.5538,hlth_sha11_exp,SHA2011_V3,2025-10-28
2016,GR,GOV_SCHEME,AMBULATORY,MEDICAL_GOODS,135917117130.55,12.33,69.77,40.85,1592.25,5.16,24.9,6.0,4.69,2.99,3.04,0.9243,hlth_sha11_hc,SHA2011_V2,2025-10-08
2017,MT,COMPULSORY_HEALTH_INSURANCE,HOSPITALS,CURATIVE_CARE,165436289447.09,8.91,66.84,28.55,4923.97,2.07,21.43,24.08,4.97,5.56,6.0,0.8597,hlth_sha11_hp,SHA2011_V1,2024-08-16
2018,ES,VOLUNTARY_HEALTH_INSURANCE,OTHER,ANCILLARY_SERVICES,77762838416.38,13.47,64.57,32.47,6370.27,7.37,19.38,3.08,4.91,1.21,2.27,1.6755,hlth_sha11_hf,SHA2011_V3,2024-08-20
2019,CZ,NPISH_SCHEME,ADMINISTRATION,GOVERNANCE,216817988932.77,12.4,81.88,14.33,8105.42,2.56,25.93,12.14,2.82,7.78,2.84,1.4077,hlth_sha11_exp,SHA2011_V2,2025-02-18
2020,HU,HOUSEHOLD_OOP,PREVENTIVE,LONG_TERM_CARE,133193256373.24,8.21,62.73,33.84,7426.42,5.39,24.65,5.61,1.22,6.72,4.01,0.7515,hlth_sha11_hc,SHA2011_V1,2024-09-02
2021,NL,GOV_SCHEME,LONG_TERM_CARE,PREVENTION,214452772094.77,7.07,57.73,45.0,5281.88,7.86,9.24,22.3,3.56,10.65,8.12,2.2496,hlth_sha11_hp,SHA2011_V3,2024-03-30
2022,SE,COMPULSORY_HEALTH_INSURANCE,RETAIL_MEDICAL_GOODS,REHABILITATION,274071786136.67,12.39,62.02,41.25,3310.18,5.9,18.8,15.16,3.02,0.85,6.19,1.5558,hlth_sha11_hf,SHA2011_V2,2025-04-11
2023,DK,VOLUNTARY_HEALTH_INSURANCE,AMBULATORY,MEDICAL_GOODS,269526441457.85,10.51,56.8,45.0,5475.28,4.68,18.9,16.45,2.56,1.32,6.8,0.6142,hlth_sha11_exp,SHA2011_V1,2025-10-24
2024,IE,NPISH_SCHEME,HOSPITALS,CURATIVE_CARE,317641261307.89,11.55,77.58,25.71,5575.92,2.02,11.28,13.52,2.2,1.21,2.76,1.7055,hlth_sha11_hc,SHA2011_V3,2024-10-06
