soc_pensions_reference_year,soc_pensions_country_iso2,soc_pensions_pension_pillar_code,soc_pensions_beneficiary_age_group,soc_pensions_beneficiary_sex,soc_pensions_pension_type_code,soc_pensions_beneficiaries_count,soc_pensions_mean_benefit_eur,soc_pensions_median_benefit_eur,soc_pensions_replacement_rate_pct,soc_pensions_effective_retirement_age_years,soc_pensions_contribution_years_median,soc_pensions_indexation_rule_code,soc_pensions_old_age_poverty_rate_pct,soc_pensions_long_term_care_benefit_flag,soc_pensions_survivor_benefit_flag,soc_pensions_funded_assets_total_eur,soc_pensions_eurostat_table_code,soc_pensions_projection_scenario,soc_pensions_data_extract_date
2012,SI,PILLAR1_PUBLIC_PAYG,55-64,M,DISABILITY,47434,10912.12,9964.04,29.44,68.36,17.44,MIXED,4.65,0,0,86942585955.55,gov_10a_main,LOW_GROWTH,2025-02-23
2013,CY,PILLAR2_OCCUPATIONAL,85+,F,MINIMUM_PENSION,48281,14838.52,11435.36,53.44,58.61,28.32,WAGE,27.65,0,0,87293453570.21,ilc_pnp1,HIGH_LONGEVITY,2024-06-23
2014,GR,PILLAR3_PERSONAL,80-84,T,OLD_AGE,49087,16823.88,16011.05,60.5,65.37,20.91,CPI,17.28,0,0,87659175363.34,spr_pns_ben,BASELINE,2025-06-09
2015,MT,MIXED,75-79,M,SURVIVOR,47794,22768.44,19893.84,94.72,64.15,16.72,NONE,26.64,0,1,87839834739.36,proj_pens,LOW_MIGRATION,2025-11-06
2016,ES,PILLAR1_PUBLIC_PAYG,70-74,F,EARLY_RETIREMENT,46847,9573.17,8486.59,57.85,59.74,14.03,DISCRETIONARY,20.08,1,0,88251311752.79,spr_pns_mean,HIGH_MIGRATION,2024-10-28
2017,CZ,PILLAR2_OCCUPATIONAL,65-69,T,DISABILITY,48510,9544.73,7782.54,40.33,61.99,33.87,MIXED,12.62,0,0,88402659268.09,gov_10a_main,LOW_GROWTH,2025-04-13
2018,HU,PILLAR3_PERSONAL,55-64,M,MINIMUM_PENSION,47090,23522.66,20542.98,72.86,65.78,12.08,WAGE,20.22,0,0,88667329185.12,ilc_pnp1,HIGH_LONGEVITY,2025-02-23
2019,NL,MIXED,85+,F,OLD_AGE,49435,8550.83,6319.26,90.97,63.14,16.6,CPI,10.23,0,0,88997632950.61,spr_pns_ben,BASELINE,2025-12-25
2020,SE,PILLAR1_PUBLIC_PAYG,80-84,T,SURVIVOR,48502,18251.41,17149.72,62.71,60.56,21.08,NONE,5.04,0,1,89262150245.07,proj_pens,LOW_MIGRATION,2025-01-17
2021,DK,PILLAR2_OCCUPATIONAL,75-79,M,EARLY_RETIREMENT,49145,11290.47,10290.32,33.58,60.27,27.36,DISCRETIONARY,26.3,0,0,89584363857.88,spr_pns_mean,HIGH_MIGRATION,2025-09-28
2022,IE,PILLAR3_PERSONAL,70-74,F,DISABILITY,50054,19324.13,16018.21,34.2,61.01,19.52,MIXED,21.74,0,1,89745896220.25,gov_10a_main,LOW_GROWTH,2024-01-28
2023,PL,MIXED,65-69,T,MINIMUM_PENSION,48916,9751.3,9092.88,79.75,59.2,22.17,WAGE,24.89,0,0,90207440739.07,ilc_pnp1,HIGH_LONGEVITY,2024-09-17
2024,AT,PILLAR1_PUBLIC_PAYG,55-64,M,OLD_AGE,49887,6515.58,5356.34,81.67,66.53,26.43,CPI,27.69,0,0,90306215977.59,spr_pns_ben,BASELINE,2024-07-17
2025,EE,PILLAR2_OCCUPATIONAL,85+,F,SURVIVOR,50361,13055.25,10772.15,86.5,59.35,37.65,NONE,13.01,0,1,90655077114.24,proj_pens,LOW_MIGRATION,2024-12-10
2026,IT,PILLAR3_PERSONAL,80-84,T,EARLY_RETIREMENT,48876,15785.76,13349.7,46.77,66.63,28.17,DISCRETIONARY,9.1,1,0,91046960985.25,spr_pns_mean,HIGH_MIGRATION,2026-01-18
2008,PT,MIXED,75-79,M,DISABILITY,46722,24881.21,20970.2,54.66,67.23,13.67,MIXED,21.09,0,0,91338517905.83,gov_10a_main,LOW_GROWTH,2024-12-10
2009,BE,PILLAR1_PUBLIC_PAYG,70-74,F,MINIMUM_PENSION,49806,21346.47,16030.47,68.03,64.49,39.68,WAGE,19.99,1,1,91454803774.94,ilc_pnp1,HIGH_LONGEVITY,2025-12-07
2010,FI,PILLAR2_OCCUPATIONAL,65-69,T,OLD_AGE,46843,7657.75,7238.44,59.57,60.43,21.12,CPI,20.98,0,1,91871062447.3,spr_pns_ben,BASELINE,2024-07-06
2011,LV,PILLAR3_PERSONAL,55-64,M,SURVIVOR,49180,25307.8,18780.05,44.66,63.37,18.13,NONE,12.74,0,1,92046167777.53,proj_pens,LOW_MIGRATION,2024-03-20
2012,RO,MIXED,85+,F,EARLY_RETIREMENT,50348,23860.98,20139.92,74.65,63.95,28.44,DISCRETIONARY,6.92,1,0,92347093910.46,spr_pns_mean,HIGH_MIGRATION,2026-01-27
2013,BG,PILLAR1_PUBLIC_PAYG,80-84,T,DISABILITY,47557,22029.59,20047.57,69.61,66.0,37.88,MIXED,13.91,0,1,92730695245.6,gov_10a_main,LOW_GROWTH,2024-09-22
2014,FR,PILLAR2_OCCUPATIONAL,75-79,M,MINIMUM_PENSION,47111,8062.68,5985.25,64.78,67.85,26.23,WAGE,17.69,0,0,92967736141.76,ilc_pnp1,HIGH_LONGEVITY,2025-02-21
2015,LT,PILLAR3_PERSONAL,70-74,F,OLD_AGE,46617,7971.61,7248.78,60.55,62.71,14.77,CPI,24.42,1,1,93133194958.55,spr_pns_ben,BASELINE,2024-10-04
2016,SK,MIXED,65-69,T,SURVIVOR,47854,19367.47,16844.42,57.96,67.89,33.15,NONE,27.05,0,1,93435823226.36,proj_pens,LOW_MIGRATION,2025-07-14
2017,HR,PILLAR1_PUBLIC_PAYG,55-64,M,EARLY_RETIREMENT,46911,14641.44,12431.7,37.33,63.73,13.3,DISCRETIONARY,7.91,1,0,93677797062.1,spr_pns_mean,HIGH_MIGRATION,2024-06-21
2018,DE,PILLAR2_OCCUPATIONAL,85+,F,DISABILITY,49979,6080.74,4561.37,80.57,62.75,36.42,MIXED,11.55,0,0,94072332440.81,gov_10a_main,LOW_GROWTH,2024-08-03
2019,LU,PILLAR3_PERSONAL,80-84,T,MINIMUM_PENSION,50948,21236.72,16703.82,76.77,65.53,20.25,WAGE,6.37,1,0,94281368187.32,ilc_pnp1,HIGH_LONGEVITY,2025-03-27
2020,SI,MIXED,75-79,M,OLD_AGE,48273,13516.52,10490.57,58.15,60.1,21.83,CPI,14.05,0,0,94616666230.78,spr_pns_ben,BASELINE,2024-08-18
2021,CY,PILLAR1_PUBLIC_PAYG,70-74,F,SURVIVOR,47856,10048.52,9602.1,87.67,67.39,17.06,NONE,21.51,0,1,94978383488.06,proj_pens,LOW_MIGRATION,2025-06-04
2022,GR,PILLAR2_OCCUPATIONAL,65-69,T,EARLY_RETIREMENT,47811,11200.16,8596.52,25.55,66.2,36.93,DISCRETIONARY,7.16,0,0,95205016878.27,spr_pns_mean,HIGH_MIGRATION,2025-11-09
2023,MT,PILLAR3_PERSONAL,55-64,M,DISABILITY,49939,11899.56,8611.53,81.89,58.07,37.01,MIXED,12.63,1,0,95482698286.58,gov_10a_main,LOW_GROWTH,2024-11-17
2024,ES,MIXED,85+,F,MINIMUM_PENSION,46884,15507.05,11541.73,73.7,67.62,18.7,WAGE,23.16,0,1,95695008914.93,ilc_pnp1,HIGH_LONGEVITY,2025-02-10
2025,CZ,PILLAR1_PUBLIC_PAYG,80-84,T,OLD_AGE,48809,19415.69,18184.44,84.98,62.0,34.67,CPI,27.68,0,1,96097534990.48,spr_pns_ben,BASELINE,2025-12-31
2026,HU,PILLAR2_OCCUPATIONAL,75-79,M,SURVIVOR,51218,13887.12,13323.66,61.66,60.35,17.51,NONE,22.81,0,1,96346027351.15,proj_pens,LOW_MIGRATION,2024-11-25
2008,NL,PILLAR3_PERSONAL,70-74,F,EARLY_RETIREMENT,50255,8081.48,6998.8,56.42,63.53,34.85,DISCRETIONARY,12.8,1,1,96493940663.53,spr_pns_mean,HIGH_MIGRATION,2025-10-11
2009,SE,MIXED,65-69,T,DISABILITY,51481,12197.69,8936.2,25.32,65.59,34.6,MIXED,24.84,0,0,96873093074.68,gov_10a_main,LOW_GROWTH,2026-02-13
2010,DK,PILLAR1_PUBLIC_PAYG,55-64,M,MINIMUM_PENSION,48682,24442.65,21030.94,72.56,59.45,32.43,WAGE,21.97,1,0,97189136235.16,ilc_pnp1,HIGH_LONGEVITY,2024-08-23
2011,IE,PILLAR2_OCCUPATIONAL,85+,F,OLD_AGE,48423,15087.02,14271.36,54.99,62.04,39.26,CPI,15.23,0,0,97493223057.43,spr_pns_ben,BASELINE,2025-10-25
2012,PL,PILLAR3_PERSONAL,80-84,T,SURVIVOR,49645,24116.06,21056.96,47.44,59.73,39.19,NONE,22.85,0,1,97590965367.53,proj_pens,LOW_MIGRATION,2024-01-16
2013,AT,MIXED,75-79,M,EARLY_RETIREMENT,51552,10657.3,9786.36,53.41,61.54,14.83,DISCRETIONARY,19.22,0,0,97977237155.62,spr_pns_mean,HIGH_MIGRATION,2024-12-28
2014,EE,PILLAR1_PUBLIC_PAYG,70-74,F,DISABILITY,50106,22670.94,16472.93,64.54,60.67,30.56,MIXED,16.93,0,0,98211498280.03,gov_10a_main,LOW_GROWTH,2025-04-09
2015,IT,PILLAR2_OCCUPATIONAL,65-69,T,MINIMUM_PENSION,49566,18321.19,15020.88,83.25,58.56,25.69,WAGE,20.57,0,0,98557846429.63,ilc_pnp1,HIGH_LONGEVITY,2025-01-21
2016,PT,PILLAR3_PERSONAL,55-64,M,OLD_AGE,50565,18745.14,16457.42,78.75,64.77,36.86,CPI,20.88,0,0,98865038762.3,spr_pns_ben,BASELINE,2024-11-08
2017,BE,MIXED,85+,F,SURVIVOR,47799,18370.62,16427.05,42.85,67.01,16.73,NONE,4.43,0,1,99046420132.27,proj_pens,LOW_MIGRATION,2024-06-30
2018,FI,PILLAR1_PUBLIC_PAYG,80-84,T,EARLY_RETIREMENT,48985,21450.86,16114.17,27.92,68.46,23.55,DISCRETIONARY,4.53,0,0,99299012214.45,spr_pns_mean,HIGH_MIGRATION,2024-11-21
2019,LV,PILLAR2_OCCUPATIONAL,75-79,M,DISABILITY,47060,13159.39,11199.7,54.28,58.07,15.04,MIXED,7.2,0,0,99731319602.68,gov_10a_main,LOW_GROWTH,2024-04-16
2020,RO,PILLAR3_PERSONAL,70-74,F,MINIMUM_PENSION,49704,16696.06,14575.07,42.24,59.22,30.21,WAGE,10.93,0,0,99952688174.05,ilc_pnp1,HIGH_LONGEVITY,2024-01-06
2021,BG,MIXED,65-69,T,OLD_AGE,49521,12450.5,10266.99,69.76,66.08,29.36,CPI,21.52,0,1,100188720561.65,spr_pns_ben,BASELINE,2025-01-05
2022,FR,PILLAR1_PUBLIC_PAYG,55-64,M,SURVIVOR,51058,5926.31,5292.7,65.89,58.4,27.89,NONE,21.96,0,1,100552736635.59,proj_pens,LOW_MIGRATION,2024-11-24
2023,LT,PILLAR2_OCCUPATIONAL,85+,F,EARLY_RETIREMENT,51044,19318.49,18232.79,57.57,64.36,23.0,DISCRETIONARY,26.98,0,1,100784627705.65,spr_pns_mean,HIGH_MIGRATION,2025-08-22
2024,SK,PILLAR3_PERSONAL,80-84,T,DISABILITY,50335,17322.47,13890.89,72.89,60.24,38.57,MIXED,21.75,0,0,100961629776.05,gov_10a_main,LOW_GROWTH,2025-11-13
2025,HR,MIXED,75-79,M,MINIMUM_PENSION,49881,15778.15,12692.74,72.79,63.01,25.12,WAGE,25.27,0,0,101383113008.87,ilc_pnp1,HIGH_LONGEVITY,2026-02-05
2026,DE,PILLAR1_PUBLIC_PAYG,70-74,F,OLD_AGE,51584,19052.01,14321.42,28.21,63.4,37.57,CPI,5.83,0,0,101538391444.83,spr_pns_ben,BASELINE,2024-11-27
2008,LU,PILLAR2_OCCUPATIONAL,65-69,T,SURVIVOR,51552,12968.93,10277.17,84.79,59.88,37.12,NONE,12.06,1,1,101963383554.94,proj_pens,LOW_MIGRATION,2025-03-21
2009,SI,PILLAR3_PERSONAL,55-64,M,EARLY_RETIREMENT,46988,10906.52,9193.06,64.95,64.74,36.73,DISCRETIONARY,21.78,0,1,102183163097.92,spr_pns_mean,HIGH_MIGRATION,2026-02-09
2010,CY,MIXED,85+,F,DISABILITY,50241,17665.06,16169.25,77.32,65.2,14.98,MIXED,17.01,0,0,102513666385.35,gov_10a_main,LOW_GROWTH,2026-02-22
2011,GR,PILLAR1_PUBLIC_PAYG,80-84,T,MINIMUM_PENSION,51122,20855.94,19441.39,25.47,63.47,33.97,WAGE,7.16,0,0,102718516708.95,ilc_pnp1,HIGH_LONGEVITY,2025-04-15
2012,MT,PILLAR2_OCCUPATIONAL,75-79,M,OLD_AGE,50447,17241.64,14354.58,89.39,67.37,25.9,CPI,20.85,0,0,103083934477.65,spr_pns_ben,BASELINE,2025-02-24
2013,ES,PILLAR3_PERSONAL,70-74,F,SURVIVOR,49733,21255.98,18688.59,30.02,61.24,32.88,NONE,22.14,0,1,103263634825.62,proj_pens,LOW_MIGRATION,2025-09-02
2014,CZ,MIXED,65-69,T,EARLY_RETIREMENT,49335,24867.56,19476.42,58.83,63.08,35.47,DISCRETIONARY,21.89,0,0,103643969150.34,spr_pns_mean,HIGH_MIGRATION,2024-11-27
2015,HU,PILLAR1_PUBLIC_PAYG,55-64,M,DISABILITY,50552,10071.66,7480.5,92.36,66.4,14.77,MIXED,7.25,1,0,103878653041.14,gov_10a_main,LOW_GROWTH,2024-04-18
2016,NL,PILLAR2_OCCUPATIONAL,85+,F,MINIMUM_PENSION,49888,25702.43,23579.26,45.49,66.25,18.88,WAGE,20.22,1,0,104200887353.87,ilc_pnp1,HIGH_LONGEVITY,2025-12-03
2017,SE,PILLAR3_PERSONAL,80-84,T,OLD_AGE,49186,17835.13,15728.98,56.35,64.34,16.2,CPI,20.76,0,0,104452327483.4,spr_pns_ben,BASELINE,2024-02-13
2018,DK,MIXED,75-79,M,SURVIVOR,49593,17407.84,14662.46,27.65,66.59,37.34,NONE,11.61,0,1,104581713913.33,proj_pens,LOW_MIGRATION,2025-06-10
2019,IE,PILLAR1_PUBLIC_PAYG,70-74,F,EARLY_RETIREMENT,50532,24285.25,21001.47,89.59,62.54,23.21,DISCRETIONARY,18.79,0,0,104882609185.9,spr_pns_mean,HIGH_MIGRATION,2025-10-11
2020,PL,PILLAR2_OCCUPATIONAL,65-69,T,DISABILITY,48466,25563.1,20202.44,57.46,67.72,19.27,MIXED,11.54,0,0,105233554479.5,gov_10a_main,LOW_GROWTH,2025-06-10
2021,AT,PILLAR3_PERSONAL,55-64,M,MINIMUM_PENSION,47813,16549.09,15724.95,55.05,59.9,25.45,WAGE,14.81,1,0,105611462990.92,ilc_pnp1,HIGH_LONGEVITY,2024-10-08
2022,EE,MIXED,85+,F,OLD_AGE,50302,13759.9,10998.12,74.26,61.66,13.94,CPI,8.81,1,0,105706609858.67,spr_pns_ben,BASELINE,2025-12-12
2023,IT,PILLAR1_PUBLIC_PAYG,80-84,T,SURVIVOR,50729,21961.51,17370.59,26.7,67.92,27.81,NONE,15.19,1,1,106115272663.84,proj_pens,LOW_MIGRATION,2024-04-22
2024,PT,PILLAR2_OCCUPATIONAL,75-79,M,EARLY_RETIREMENT,50528,16668.51,15028.49,78.79,59.62,31.39,DISCRETIONARY,9.63,0,1,106446782548.21,spr_pns_mean,HIGH_MIGRATION,2025-11-03
2025,BE,PILLAR3_PERSONAL,70-74,F,DISABILITY,51353,5821.69,5413.2,56.11,59.07,24.98,MIXED,22.49,0,0,106559213240.14,gov_10a_main,LOW_GROWTH,2024-11-09
2026,FI,MIXED,65-69,T,MINIMUM_PENSION,50053,20778.02,16695.69,80.93,60.97,20.72,WAGE,14.66,0,0,106935644260.17,ilc_pnp1,HIGH_LONGEVITY,2024-05-26
2008,LV,PILLAR1_PUBLIC_PAYG,55-64,M,OLD_AGE,48680,13074.22,11836.47,53.53,60.54,37.62,CPI,11.83,1,0,107201079787.57,spr_pns_ben,BASELINE,2024-09-19
2009,RO,PILLAR2_OCCUPATIONAL,85+,F,SURVIVOR,50705,12630.61,10550.25,63.97,61.46,27.61,NONE,23.45,0,1,107504487078.91,proj_pens,LOW_MIGRATION,2024-07-07
2010,BG,PILLAR3_PERSONAL,80-84,T,EARLY_RETIREMENT,48305,18315.29,15143.27,94.51,66.45,14.59,DISCRETIONARY,5.76,0,1,107746966657.89,spr_pns_mean,HIGH_MIGRATION,2024-02-28
2011,FR,MIXED,75-79,M,DISABILITY,50876,22914.85,18232.83,71.48,67.09,21.08,MIXED,18.53,0,0,108138144674.31,gov_10a_main,LOW_GROWTH,2024-01-07
2012,LT,PILLAR1_PUBLIC_PAYG,70-74,F,MINIMUM_PENSION,50906,20045.6,15724.1,88.91,59.76,13.3,WAGE,20.0,0,0,108228439420.63,ilc_pnp1,HIGH_LONGEVITY,2024-08-26
2013,SK,PILLAR2_OCCUPATIONAL,65-69,T,OLD_AGE,47780,12065.39,9892.37,61.11,60.73,36.43,CPI,13.23,1,0,108514250731.61,spr_pns_ben,BASELINE,2025-02-09
2014,HR,PILLAR3_PERSONAL,55-64,M,SURVIVOR,48683,25752.8,19425.53,91.48,60.94,19.5,NONE,12.19,0,1,108893497847.44,proj_pens,LOW_MIGRATION,2025-08-09
2015,DE,MIXED,85+,F,EARLY_RETIREMENT,48301,6871.92,5462.4,65.95,65.67,40.14,DISCRETIONARY,19.32,1,0,109156043518.84,spr_pns_mean,HIGH_MIGRATION,2024-03-22
2016,LU,PILLAR1_PUBLIC_PAYG,80-84,T,DISABILITY,50608,24887.01,17957.26,60.38,64.72,29.36,MIXED,12.11,0,0,109468162789.19,gov_10a_main,LOW_GROWTH,2025-10-13
2017,SI,PILLAR2_OCCUPATIONAL,75-79,M,MINIMUM_PENSION,51835,12052.32,11016.93,70.52,66.18,34.97,WAGE,17.19,0,1,109800706149.97,ilc_pnp1,HIGH_LONGEVITY,2025-05-03
2018,CY,PILLAR3_PERSONAL,70-74,F,OLD_AGE,49451,24804.08,22185.34,30.64,59.52,13.97,CPI,21.57,0,0,110018711121.82,spr_pns_ben,BASELINE,2024-07-31
2019,GR,MIXED,65-69,T,SURVIVOR,51145,13956.16,11433.14,47.87,59.31,41.46,NONE,22.47,0,1,110342176980.88,proj_pens,LOW_MIGRATION,2024-01-31
2020,MT,PILLAR1_PUBLIC_PAYG,55-64,M,EARLY_RETIREMENT,50450,18630.82,14929.2,66.5,65.22,40.69,DISCRETIONARY,24.55,0,0,110536948832.96,spr_pns_mean,HIGH_MIGRATION,2024-10-22
2021,ES,PILLAR2_OCCUPATIONAL,85+,F,DISABILITY,48155,15484.15,11331.72,90.98,60.33,19.04,MIXED,11.33,0,0,110901376367.63,gov_10a_main,LOW_GROWTH,2024-09-03
2022,CZ,PILLAR3_PERSONAL,80-84,T,MINIMUM_PENSION,51573,22878.31,21903.24,83.51,64.1,27.59,WAGE,17.47,0,0,111021056072.89,ilc_pnp1,HIGH_LONGEVITY,2024-04-16
2023,HU,MIXED,75-79,M,OLD_AGE,47961,23540.76,18217.05,59.43,65.09,12.08,CPI,17.41,0,1,111305584194.71,spr_pns_ben,BASELINE,2024-08-17
2024,NL,PILLAR1_PUBLIC_PAYG,70-74,F,SURVIVOR,49795,10970.62,10277.87,53.49,66.59,39.23,NONE,10.17,1,1,111757778690.16,proj_pens,LOW_MIGRATION,2024-01-18
2025,SE,PILLAR2_OCCUPATIONAL,65-69,T,EARLY_RETIREMENT,51821,14929.82,13773.22,29.88,61.15,32.84,DISCRETIONARY,21.58,0,0,112000586894.95,spr_pns_mean,HIGH_MIGRATION,2025-07-04
2026,DK,PILLAR3_PERSONAL,55-64,M,DISABILITY,48259,18392.58,13660.36,56.87,67.78,13.81,MIXED,24.95,1,0,112188784498.79,gov_10a_main,LOW_GROWTH,2024-05-13
2008,IE,MIXED,85+,F,MINIMUM_PENSION,49871,13350.8,11147.81,66.99,67.67,15.08,WAGE,18.45,0,0,112618874022.18,ilc_pnp1,HIGH_LONGEVITY,2024-01-03
2009,PL,PILLAR1_PUBLIC_PAYG,80-84,T,OLD_AGE,49378,6987.42,6556.52,91.43,66.38,21.27,CPI,15.27,0,0,112745543281.31,spr_pns_ben,BASELINE,2024-05-17
2010,AT,PILLAR2_OCCUPATIONAL,75-79,M,SURVIVOR,48676,23374.46,20023.16,82.65,65.2,33.14,NONE,20.26,0,1,113109436953.24,proj_pens,LOW_MIGRATION,2024-07-07
2011,EE,PILLAR3_PERSONAL,70-74,F,EARLY_RETIREMENT,50520,10102.79,8155.51,43.94,65.62,31.78,DISCRETIONARY,15.89,0,0,113452968535.51,spr_pns_mean,HIGH_MIGRATION,2024-09-01
2012,IT,MIXED,65-69,T,DISABILITY,48542,17212.5,16416.9,42.22,63.94,37.54,MIXED,16.78,0,0,113632121358.92,gov_10a_main,LOW_GROWTH,2025-01-07
2013,PT,PILLAR1_PUBLIC_PAYG,55-64,M,MINIMUM_PENSION,51641,19598.8,16873.79,92.81,63.6,22.12,WAGE,12.16,0,1,114015449186.11,ilc_pnp1,HIGH_LONGEVITY,2024-03-27
2014,BE,PILLAR2_OCCUPATIONAL,85+,F,OLD_AGE,51599,15116.02,11662.06,47.58,59.57,21.04,CPI,15.96,0,0,114219275749.94,spr_pns_ben,BASELINE,2024-04-21
2015,FI,PILLAR3_PERSONAL,80-84,T,SURVIVOR,52155,8420.95,7611.83,62.13,60.36,24.97,NONE,11.44,0,1,114522599639.21,proj_pens,LOW_MIGRATION,2024-06-29
2016,LV,MIXED,75-79,M,EARLY_RETIREMENT,49540,19726.51,15649.57,69.97,62.85,34.38,DISCRETIONARY,24.16,1,1,114668236295.15,spr_pns_mean,HIGH_MIGRATION,2025-06-21
2017,RO,PILLAR1_PUBLIC_PAYG,70-74,F,DISABILITY,48853,14950.29,11142.04,63.95,61.46,34.37,MIXED,5.06,0,0,115040389021.36,gov_10a_main,LOW_GROWTH,2024-12-28
2018,BG,PILLAR2_OCCUPATIONAL,65-69,T,MINIMUM_PENSION,47760,20331.24,16459.1,58.79,65.88,36.64,WAGE,21.69,0,0,115401955817.74,ilc_pnp1,HIGH_LONGEVITY,2025-01-06
2019,FR,PILLAR3_PERSONAL,55-64,M,OLD_AGE,52505,18982.5,16647.1,55.1,58.25,41.85,CPI,12.25,1,0,115635359693.7,spr_pns_ben,BASELINE,2025-01-21
2020,LT,MIXED,85+,F,SURVIVOR,49982,20690.35,17345.77,78.72,59.29,36.37,NONE,10.85,1,1,115947805380.0,proj_pens,LOW_MIGRATION,2024-07-21
2021,SK,PILLAR1_PUBLIC_PAYG,80-84,T,EARLY_RETIREMENT,49792,13268.28,11127.57,83.7,65.73,27.97,DISCRETIONARY,18.01,1,0,116258094400.57,spr_pns_mean,HIGH_MIGRATION,2025-08-23
2022,HR,PILLAR2_OCCUPATIONAL,75-79,M,DISABILITY,50957,16831.29,13393.96,57.02,60.58,13.02,MIXED,15.99,0,0,116423262809.25,gov_10a_main,LOW_GROWTH,2026-01-23
2023,DE,PILLAR3_PERSONAL,70-74,F,MINIMUM_PENSION,49828,6572.36,4765.52,59.92,59.29,31.59,WAGE,17.6,0,0,116657991935.01,ilc_pnp1,HIGH_LONGEVITY,2025-08-31
2024,LU,MIXED,65-69,T,OLD_AGE,50452,8829.19,6725.01,71.73,61.29,21.22,CPI,21.88,1,0,116906523653.49,spr_pns_ben,BASELINE,2024-02-21
2025,SI,PILLAR1_PUBLIC_PAYG,55-64,M,SURVIVOR,48644,9943.76,8799.7,46.78,63.81,28.81,NONE,19.77,0,1,117347826949.45,proj_pens,LOW_MIGRATION,2025-04-30
2026,CY,PILLAR2_OCCUPATIONAL,85+,F,EARLY_RETIREMENT,52281,11957.53,10541.13,44.92,58.36,21.74,DISCRETIONARY,23.78,0,0,117573029391.67,spr_pns_mean,HIGH_MIGRATION,2024-11-29
2008,GR,PILLAR3_PERSONAL,80-84,T,DISABILITY,51135,8011.69,5848.23,29.53,64.55,27.7,MIXED,13.73,1,1,117861456423.44,gov_10a_main,LOW_GROWTH,2024-04-15
2009,MT,MIXED,75-79,M,MINIMUM_PENSION,48312,11056.88,9529.12,45.39,59.39,15.9,WAGE,18.46,1,0,118046568775.1,ilc_pnp1,HIGH_LONGEVITY,2024-07-09
2010,ES,PILLAR1_PUBLIC_PAYG,70-74,F,OLD_AGE,48748,22747.33,18534.91,53.55,66.63,13.68,CPI,18.88,0,1,118337358971.71,spr_pns_ben,BASELINE,2026-02-24
2011,CZ,PILLAR2_OCCUPATIONAL,65-69,T,SURVIVOR,50677,13753.18,12158.19,67.92,65.49,34.28,NONE,18.6,0,1,118695877634.98,proj_pens,LOW_MIGRATION,2024-06-28
2012,HU,PILLAR3_PERSONAL,55-64,M,EARLY_RETIREMENT,51966,24822.49,17886.61,55.49,59.53,25.7,DISCRETIONARY,26.15,1,0,119011193878.5,spr_pns_mean,HIGH_MIGRATION,2025-02-05
2013,NL,MIXED,85+,F,DISABILITY,50475,9652.48,8423.25,82.89,66.23,25.81,MIXED,8.11,1,1,119284076960.63,gov_10a_main,LOW_GROWTH,2025-04-16
2014,SE,PILLAR1_PUBLIC_PAYG,80-84,T,MINIMUM_PENSION,50642,8885.38,7044.57,25.72,60.61,30.22,WAGE,17.87,1,1,119612062548.83,ilc_pnp1,HIGH_LONGEVITY,2025-12-11
2015,DK,PILLAR2_OCCUPATIONAL,75-79,M,OLD_AGE,52245,23654.04,22484.13,86.29,65.48,24.53,CPI,7.78,1,1,119849453899.94,spr_pns_ben,BASELINE,2025-01-23
2016,IE,PILLAR3_PERSONAL,70-74,F,SURVIVOR,48693,24061.28,22050.69,94.01,58.1,29.54,NONE,4.45,1,1,120084072888.79,proj_pens,LOW_MIGRATION,2025-01-09
2017,PL,MIXED,65-69,T,EARLY_RETIREMENT,52085,18702.15,14125.89,62.98,67.1,18.27,DISCRETIONARY,14.27,0,0,120445105411.98,spr_pns_mean,HIGH_MIGRATION,2024-12-16
2018,AT,PILLAR1_PUBLIC_PAYG,55-64,M,DISABILITY,52098,16380.68,13370.56,88.62,65.21,19.28,MIXED,11.49,1,0,120731686740.95,gov_10a_main,LOW_GROWTH,2025-09-10
2019,EE,PILLAR2_OCCUPATIONAL,85+,F,MINIMUM_PENSION,48654,16086.54,11634.91,31.14,67.44,31.24,WAGE,22.29,1,0,120865974444.79,ilc_pnp1,HIGH_LONGEVITY,2024-11-19
2020,IT,PILLAR3_PERSONAL,80-84,T,OLD_AGE,50147,14619.33,11067.71,41.67,64.93,28.76,CPI,20.18,0,1,121128177355.18,spr_pns_ben,BASELINE,2024-09-21
2021,PT,MIXED,75-79,M,SURVIVOR,52608,19408.68,18097.52,48.0,66.81,23.88,NONE,16.47,0,1,121402066722.34,proj_pens,LOW_MIGRATION,2024-12-12
2022,BE,PILLAR1_PUBLIC_PAYG,70-74,F,EARLY_RETIREMENT,51711,5899.82,4335.13,87.1,67.53,36.47,DISCRETIONARY,4.01,1,0,121750542113.29,spr_pns_mean,HIGH_MIGRATION,2024-08-04
2023,FI,PILLAR2_OCCUPATIONAL,65-69,T,DISABILITY,51729,8040.81,7593.05,65.55,64.1,26.25,MIXED,26.45,1,1,122079605341.85,gov_10a_main,LOW_GROWTH,2024-07-04
2024,LV,PILLAR3_PERSONAL,55-64,M,MINIMUM_PENSION,52113,9047.48,7340.97,83.47,58.81,16.05,WAGE,4.43,1,0,122331194728.31,ilc_pnp1,HIGH_LONGEVITY,2025-07-30
2025,RO,MIXED,85+,F,OLD_AGE,52687,12696.09,9778.52,91.36,63.47,25.64,CPI,16.97,0,0,122674827751.33,spr_pns_ben,BASELINE,2025-08-25
