soc_unemp_reference_month,soc_unemp_country_iso2,soc_unemp_region_nuts_code,soc_unemp_claimant_age_group,soc_unemp_claimant_sex,soc_unemp_benefit_scheme_code,soc_unemp_claims_open_count,soc_unemp_new_claims_count,soc_unemp_closed_claims_count,soc_unemp_average_duration_weeks,soc_unemp_replacement_rate_pct,soc_unemp_benefit_amount_mean_eur,soc_unemp_sanction_rate_pct,soc_unemp_active_labor_market_program_code,soc_unemp_participation_count,soc_unemp_training_completion_rate_pct,soc_unemp_job_placement_rate_pct,soc_unemp_digital_services_usage_rate_pct,soc_unemp_eurostat_table_code,soc_unemp_data_extract_date
2026-01,PT,EE19,15-24,M,UI_CONTRIBUTORY,3327,417,313,5.45,69.84,1305.07,11.36,TRAINING,1472,81.67,52.71,31.72,lfsq_urgaed,2025-01-28
2026-02,SE,EE484,25-34,T,UI_ASSISTANCE,3323,344,188,21.11,48.62,739.24,5.68,APPRENTICESHIP,1390,85.27,8.73,49.91,lfsq_urgaed,2025-10-19
2026-03,CY,EE94,35-44,F,SHORT_TIME_WORK,3495,409,388,21.46,50.67,958.96,1.46,ENTREPRENEUR_SUPPORT,1496,85.96,56.52,46.45,une_rt_m,2025-08-17
2026-04,FR,MT53,45-54,M,YOUTH_GUARANTEE,3388,418,376,27.07,48.1,1362.76,5.83,JOB_SEARCH_ASSIST,1439,62.4,25.07,44.72,lfsi_long_q,2026-01-23
2026-05,IT,DK563,55-64,T,SELF_EMP_SUPPORT,3586,398,185,19.68,66.87,437.23,3.05,MOBILITY_GRANT,1497,70.05,8.67,90.0,lfsa_ugad,2024-06-16
2026-06,NL,FR7,65+,F,MIXED,3195,456,393,56.91,31.73,1381.71,4.29,WAGE_SUBSIDY,1526,80.53,47.37,26.84,lfsq_urgaed,2024-06-08
2026-07,SI,RO96,15-24,M,UI_CONTRIBUTORY,3441,356,323,7.85,63.52,827.66,0.77,PUBLIC_WORKS,1348,51.88,18.55,24.96,lfsq_urgaed,2025-04-20
2026-08,BG,SK54,25-34,T,UI_ASSISTANCE,3261,416,336,16.95,58.54,1469.01,5.99,TRAINING,1512,35.16,59.55,50.35,une_rt_m,2025-06-04
2026-09,EE,FI192,35-44,F,SHORT_TIME_WORK,3368,439,359,50.77,53.89,290.71,1.29,APPRENTICESHIP,1483,39.7,24.4,26.73,lfsi_long_q,2025-08-18
2026-10,HU,IE173,45-54,M,YOUTH_GUARANTEE,3459,401,217,4.57,74.87,648.01,5.83,ENTREPRENEUR_SUPPORT,1482,54.46,21.57,78.97,lfsa_ugad,2024-10-29
2026-11,LU,BE6,55-64,T,SELF_EMP_SUPPORT,3553,354,179,21.96,48.8,458.86,3.03,JOB_SEARCH_ASSIST,1381,83.2,59.91,66.32,lfsq_urgaed,2024-08-24
2026-12,RO,DK234,65+,F,MIXED,3672,420,345,7.57,39.78,1033.49,4.4,MOBILITY_GRANT,1493,60.85,17.56,64.51,lfsq_urgaed,2024-09-03
2018-01,AT,SI278,15-24,M,UI_CONTRIBUTORY,3176,367,307,27.04,65.01,640.48,5.33,WAGE_SUBSIDY,1527,68.78,47.51,49.9,une_rt_m,2024-05-31
2018-02,CZ,PT153,25-34,T,UI_ASSISTANCE,3666,373,303,55.19,67.63,1054.81,0.05,PUBLIC_WORKS,1538,63.01,28.11,67.67,lfsi_long_q,2024-04-22
2018-03,DE,CZ183,35-44,F,SHORT_TIME_WORK,3563,448,388,44.17,48.49,907.34,4.82,TRAINING,1276,82.79,50.82,29.41,lfsa_ugad,2025-12-29
2018-04,LV,BE496,45-54,M,YOUTH_GUARANTEE,3194,408,227,4.43,45.39,778.24,0.65,APPRENTICESHIP,1518,74.58,14.68,42.83,lfsq_urgaed,2025-08-13
2018-05,PL,ES62,55-64,T,SELF_EMP_SUPPORT,3344,355,299,29.87,39.24,1172.16,1.87,ENTREPRENEUR_SUPPORT,1500,77.98,43.15,30.57,lfsq_urgaed,2024-05-20
2018-06,ES,LU23,65+,F,MIXED,3344,455,299,13.48,36.74,780.39,11.61,JOB_SEARCH_ASSIST,1319,53.96,39.21,31.29,une_rt_m,2024-08-12
2018-07,HR,HR654,15-24,M,UI_CONTRIBUTORY,3657,426,228,57.07,27.98,373.78,6.48,MOBILITY_GRANT,1322,94.8,49.75,56.77,lfsi_long_q,2024-04-18
2018-08,FI,MT40,25-34,T,UI_ASSISTANCE,3434,423,260,14.43,77.71,773.46,6.46,WAGE_SUBSIDY,1438,59.96,10.69,86.03,lfsa_ugad,2025-12-19
2018-09,IE,SI7,35-44,F,SHORT_TIME_WORK,3213,442,225,6.6,61.04,1409.65,9.38,PUBLIC_WORKS,1536,70.96,22.1,36.93,lfsq_urgaed,2024-03-08
2018-10,MT,SI164,45-54,M,YOUTH_GUARANTEE,3579,387,259,8.82,52.59,1763.18,9.01,TRAINING,1249,39.18,56.34,55.64,lfsq_urgaed,2025-12-07
2018-11,SK,RO63,55-64,T,SELF_EMP_SUPPORT,3678,381,287,34.06,52.19,870.53,1.64,APPRENTICESHIP,1421,78.21,28.7,36.45,une_rt_m,2024-06-08
2018-12,BE,BE50,65+,F,MIXED,3368,391,237,9.19,64.52,355.08,11.29,ENTREPRENEUR_SUPPORT,1515,87.36,60.3,83.06,lfsi_long_q,2024-06-21
2019-01,DK,EE85,15-24,M,UI_CONTRIBUTORY,3225,449,292,33.71,70.59,1392.67,7.23,JOB_SEARCH_ASSIST,81,72.87,47.48,43.2,lfsa_ugad,2024-03-25
2019-02,GR,ES6,25-34,T,UI_ASSISTANCE,3266,462,311,37.31,41.65,1377.58,7.76,MOBILITY_GRANT,240,92.26,56.87,63.76,lfsq_urgaed,2024-02-02
2019-03,LT,LU107,35-44,F,SHORT_TIME_WORK,3416,376,282,21.8,30.94,1556.23,8.44,WAGE_SUBSIDY,184,63.01,48.77,44.62,lfsq_urgaed,2025-12-25
2019-04,PT,RO860,45-54,M,YOUTH_GUARANTEE,3232,401,299,36.37,30.5,1491.08,10.56,PUBLIC_WORKS,300,67.23,11.94,56.11,une_rt_m,2025-07-10
2019-05,SE,IT786,55-64,T,SELF_EMP_SUPPORT,3266,451,402,11.77,39.87,746.65,0.22,TRAINING,179,70.8,14.83,93.39,lfsi_long_q,2024-06-05
2019-06,CY,FR18,65+,F,MIXED,3273,404,345,35.11,66.14,549.8,7.16,APPRENTICESHIP,274,47.95,23.65,21.35,lfsa_ugad,2025-03-19
2019-07,FR,DK777,15-24,M,UI_CONTRIBUTORY,3293,426,335,40.13,79.2,463.8,2.96,ENTREPRENEUR_SUPPORT,169,43.44,30.42,95.31,lfsq_urgaed,2024-06-08
2019-08,IT,DE875,25-34,T,UI_ASSISTANCE,3680,382,315,43.65,51.62,1372.29,11.76,JOB_SEARCH_ASSIST,165,82.45,40.99,45.19,lfsq_urgaed,2024-02-05
2019-09,NL,IT70,35-44,F,SHORT_TIME_WORK,3582,459,254,47.22,35.67,1462.82,9.86,MOBILITY_GRANT,342,36.19,50.78,82.7,une_rt_m,2024-06-16
2019-10,SI,IT250,45-54,M,YOUTH_GUARANTEE,3534,437,410,19.4,48.22,1456.17,4.52,WAGE_SUBSIDY,162,61.65,25.1,95.57,lfsi_long_q,2024-05-19
2019-11,BG,LT302,55-64,T,SELF_EMP_SUPPORT,3670,421,291,31.8,25.83,850.82,2.03,PUBLIC_WORKS,95,81.88,41.12,93.79,lfsa_ugad,2024-08-08
2019-12,EE,EE757,65+,F,MIXED,3359,461,277,21.92,67.37,1646.16,0.14,TRAINING,101,49.0,27.53,97.14,lfsq_urgaed,2024-05-19
2020-01,HU,CZ21,15-24,M,UI_CONTRIBUTORY,3378,395,273,44.22,52.36,1291.03,3.04,APPRENTICESHIP,99,87.68,31.59,80.09,lfsq_urgaed,2024-08-11
2020-02,LU,NL567,25-34,T,UI_ASSISTANCE,3525,402,315,19.32,41.55,1280.98,2.61,ENTREPRENEUR_SUPPORT,209,36.92,54.66,82.01,une_rt_m,2025-03-15
2020-03,RO,BG469,35-44,F,SHORT_TIME_WORK,3309,428,361,20.2,27.34,1404.7,4.6,JOB_SEARCH_ASSIST,81,81.1,14.34,26.4,lfsi_long_q,2024-10-28
2020-04,AT,LV464,45-54,M,YOUTH_GUARANTEE,3587,459,307,20.56,50.52,1812.61,9.07,MOBILITY_GRANT,345,69.95,51.23,72.36,lfsa_ugad,2025-02-14
2020-05,CZ,FI471,55-64,T,SELF_EMP_SUPPORT,3637,486,435,33.26,47.45,1832.3,9.72,WAGE_SUBSIDY,121,66.46,13.21,18.48,lfsq_urgaed,2025-03-12
2020-06,DE,SI51,65+,F,MIXED,3256,438,323,43.94,31.39,676.98,9.01,PUBLIC_WORKS,228,74.76,54.34,63.2,lfsq_urgaed,2024-05-03
2020-07,LV,PT4,15-24,M,UI_CONTRIBUTORY,3703,465,444,34.84,37.06,1013.03,2.91,TRAINING,189,48.22,14.98,81.62,une_rt_m,2024-10-27
2020-08,PL,BE545,25-34,T,UI_ASSISTANCE,3323,391,378,52.74,36.07,1058.75,2.02,APPRENTICESHIP,263,44.59,34.35,27.93,lfsi_long_q,2025-03-24
2020-09,ES,DE2,35-44,F,SHORT_TIME_WORK,3366,387,382,6.97,56.86,438.88,9.19,ENTREPRENEUR_SUPPORT,126,71.5,41.08,62.13,lfsa_ugad,2024-07-13
2020-10,HR,LT27,45-54,M,YOUTH_GUARANTEE,3345,418,345,29.57,79.33,1393.5,0.86,JOB_SEARCH_ASSIST,262,56.19,21.47,38.38,lfsq_urgaed,2025-12-09
2020-11,FI,NL2,55-64,T,SELF_EMP_SUPPORT,3523,388,198,30.52,36.84,901.46,6.06,MOBILITY_GRANT,297,86.75,29.74,68.12,lfsq_urgaed,2025-08-22
2020-12,IE,SE4,65+,F,MIXED,3309,399,283,43.18,34.67,1234.39,4.14,WAGE_SUBSIDY,267,72.57,56.65,12.23,une_rt_m,2025-10-11
2021-01,MT,AT621,15-24,M,UI_CONTRIBUTORY,3725,446,307,38.33,60.91,1378.52,10.68,PUBLIC_WORKS,94,86.86,35.43,69.13,lfsi_long_q,2026-02-20
2021-02,SK,BG7,25-34,T,UI_ASSISTANCE,3605,441,286,10.89,78.3,1744.23,8.16,TRAINING,100,74.08,49.12,60.06,lfsa_ugad,2024-04-01
2021-03,BE,IE9,35-44,F,SHORT_TIME_WORK,3306,404,374,31.94,45.53,1722.06,1.17,APPRENTICESHIP,152,42.06,8.56,76.66,lfsq_urgaed,2024-08-08
2021-04,DK,HR25,45-54,M,YOUTH_GUARANTEE,3403,413,331,22.59,67.72,1378.7,7.41,ENTREPRENEUR_SUPPORT,362,80.74,41.86,51.48,lfsq_urgaed,2025-07-01
2021-05,GR,MT665,55-64,T,SELF_EMP_SUPPORT,3509,447,224,34.53,45.03,1463.07,11.0,JOB_SEARCH_ASSIST,79,68.55,8.2,61.68,une_rt_m,2024-02-10
2021-06,LT,NL6,65+,F,MIXED,3560,454,213,46.69,30.51,603.6,3.69,MOBILITY_GRANT,272,88.4,37.6,43.5,lfsi_long_q,2024-04-15
2021-07,PT,BG19,15-24,M,UI_CONTRIBUTORY,3331,465,235,42.29,61.04,940.6,10.18,WAGE_SUBSIDY,298,36.31,12.62,22.11,lfsa_ugad,2025-01-28
2021-08,SE,LV63,25-34,T,UI_ASSISTANCE,3741,438,273,15.54,79.09,1028.6,7.73,PUBLIC_WORKS,109,64.59,32.95,88.1,lfsq_urgaed,2024-04-25
2021-09,CY,IE2,35-44,F,SHORT_TIME_WORK,3380,393,382,54.1,68.61,895.65,0.15,TRAINING,374,35.45,36.13,94.88,lfsq_urgaed,2024-11-03
2021-10,FR,RO676,45-54,M,YOUTH_GUARANTEE,3325,414,298,12.53,54.72,310.05,2.98,APPRENTICESHIP,255,65.73,37.78,68.89,une_rt_m,2025-10-31
2021-11,IT,RO56,55-64,T,SELF_EMP_SUPPORT,3664,444,370,26.93,47.02,826.31,2.81,ENTREPRENEUR_SUPPORT,301,55.29,56.6,72.79,lfsi_long_q,2024-05-01
2021-12,NL,CZ706,65+,F,MIXED,3625,488,441,6.41,52.18,394.43,9.18,JOB_SEARCH_ASSIST,107,51.26,52.84,80.88,lfsa_ugad,2025-02-17
2022-01,SI,AT242,15-24,M,UI_CONTRIBUTORY,3513,434,333,9.04,60.69,1531.92,3.77,MOBILITY_GRANT,188,68.12,52.71,92.32,lfsq_urgaed,2025-05-20
2022-02,BG,HR32,25-34,T,UI_ASSISTANCE,3671,465,338,46.05,46.3,1483.38,5.69,WAGE_SUBSIDY,304,90.32,29.16,92.53,lfsq_urgaed,2024-12-15
2022-03,EE,PT5,35-44,F,SHORT_TIME_WORK,3476,483,226,39.1,56.94,1287.57,5.29,PUBLIC_WORKS,205,77.45,11.96,58.23,une_rt_m,2025-03-07
2022-04,HU,PL30,45-54,M,YOUTH_GUARANTEE,3280,469,434,32.39,48.29,1459.79,4.04,TRAINING,168,92.07,58.47,14.21,lfsi_long_q,2024-04-09
2022-05,LU,AT83,55-64,T,SELF_EMP_SUPPORT,3384,415,384,42.34,49.49,626.14,5.41,APPRENTICESHIP,229,75.76,57.6,34.95,lfsa_ugad,2024-03-07
2022-06,RO,DK69,65+,F,MIXED,3326,458,304,20.19,72.52,971.98,11.45,ENTREPRENEUR_SUPPORT,362,53.59,55.52,86.09,lfsq_urgaed,2024-03-12
2022-07,AT,SE3,15-24,M,UI_CONTRIBUTORY,3694,495,288,20.19,67.88,1384.66,9.86,JOB_SEARCH_ASSIST,260,92.49,48.47,34.55,lfsq_urgaed,2025-08-14
2022-08,CZ,ES401,25-34,T,UI_ASSISTANCE,3451,506,341,29.38,47.71,278.43,2.18,MOBILITY_GRANT,240,74.13,43.03,43.1,une_rt_m,2025-10-18
2022-09,DE,PL653,35-44,F,SHORT_TIME_WORK,3302,406,264,25.36,48.54,1748.18,7.54,WAGE_SUBSIDY,388,90.12,8.15,26.02,lfsi_long_q,2025-04-25
2022-10,LV,SE742,45-54,M,YOUTH_GUARANTEE,3786,499,350,49.36,53.8,620.11,2.11,PUBLIC_WORKS,242,76.84,57.47,65.11,lfsa_ugad,2025-05-03
2022-11,PL,NL19,55-64,T,SELF_EMP_SUPPORT,3616,488,316,49.81,39.5,977.92,7.33,TRAINING,128,87.13,26.32,60.44,lfsq_urgaed,2025-12-10
2022-12,ES,IE588,65+,F,MIXED,3783,467,414,11.96,36.51,1496.25,0.91,APPRENTICESHIP,310,46.37,40.06,61.88,lfsq_urgaed,2024-01-01
2023-01,HR,IE4,15-24,M,UI_CONTRIBUTORY,3785,514,445,36.22,77.1,736.63,6.2,ENTREPRENEUR_SUPPORT,255,67.13,46.8,90.09,une_rt_m,2025-01-09
2023-02,FI,SI17,25-34,T,UI_ASSISTANCE,3779,471,256,38.71,75.66,968.97,1.8,JOB_SEARCH_ASSIST,196,93.65,27.28,96.02,lfsi_long_q,2025-06-18
2023-03,IE,SK53,35-44,F,SHORT_TIME_WORK,3302,513,416,26.3,65.58,915.16,7.51,MOBILITY_GRANT,361,76.52,34.13,12.95,lfsa_ugad,2025-04-01
2023-04,MT,GR490,45-54,M,YOUTH_GUARANTEE,3674,417,303,50.14,58.98,1625.09,2.91,WAGE_SUBSIDY,173,73.5,58.31,37.24,lfsq_urgaed,2025-02-28
2023-05,SK,PT683,55-64,T,SELF_EMP_SUPPORT,3422,486,262,19.89,33.45,588.33,9.32,PUBLIC_WORKS,222,83.76,44.63,68.84,lfsq_urgaed,2024-03-24
2023-06,BE,BE732,65+,F,MIXED,3691,476,298,49.48,70.58,481.65,4.8,TRAINING,219,44.15,54.96,50.75,une_rt_m,2024-05-07
2023-07,DK,DK866,15-24,M,UI_CONTRIBUTORY,3420,486,348,15.42,39.46,504.06,2.16,APPRENTICESHIP,321,63.49,53.0,71.48,lfsi_long_q,2024-10-31
2023-08,GR,ES190,25-34,T,UI_ASSISTANCE,3679,482,236,33.37,77.16,1442.71,1.22,ENTREPRENEUR_SUPPORT,360,60.96,27.5,54.08,lfsa_ugad,2024-12-31
2023-09,LT,BE2,35-44,F,SHORT_TIME_WORK,3492,455,440,6.19,47.4,315.51,7.52,JOB_SEARCH_ASSIST,133,42.69,59.46,17.89,lfsq_urgaed,2025-12-03
2023-10,PT,HR216,45-54,M,YOUTH_GUARANTEE,3437,537,415,40.37,62.54,1599.78,8.75,MOBILITY_GRANT,226,73.23,15.07,74.65,lfsq_urgaed,2024-06-07
2023-11,SE,GR645,55-64,T,SELF_EMP_SUPPORT,3555,443,441,48.61,35.41,520.49,6.9,WAGE_SUBSIDY,336,55.27,12.17,48.69,une_rt_m,2025-05-12
2023-12,CY,PT25,65+,F,MIXED,3444,535,295,45.01,26.62,1470.52,8.65,PUBLIC_WORKS,212,87.75,14.29,26.27,lfsi_long_q,2025-07-23
2024-01,FR,ES3,15-24,M,UI_CONTRIBUTORY,3663,428,313,44.89,48.83,1267.46,8.1,TRAINING,181,87.57,25.27,81.83,lfsa_ugad,2024-08-11
2024-02,IT,HR683,25-34,T,UI_ASSISTANCE,3778,528,525,52.26,47.93,587.77,5.53,APPRENTICESHIP,355,40.32,33.99,22.88,lfsq_urgaed,2025-11-11
2024-03,NL,ES90,35-44,F,SHORT_TIME_WORK,3469,517,397,26.91,41.38,694.43,2.06,ENTREPRENEUR_SUPPORT,410,51.4,57.84,44.66,lfsq_urgaed,2024-06-23
2024-04,SI,CZ29,45-54,M,YOUTH_GUARANTEE,3361,513,500,50.5,32.6,331.31,11.62,JOB_SEARCH_ASSIST,299,50.93,39.2,47.15,une_rt_m,2025-08-25
2024-05,BG,LV258,55-64,T,SELF_EMP_SUPPORT,3461,499,313,24.44,71.03,1360.03,1.52,MOBILITY_GRANT,361,77.06,12.01,92.24,lfsi_long_q,2025-12-06
2024-06,EE,LU82,65+,F,MIXED,3555,525,301,4.58,66.33,977.72,4.68,WAGE_SUBSIDY,334,60.83,21.73,43.69,lfsa_ugad,2025-07-18
2024-07,HU,BG36,15-24,M,UI_CONTRIBUTORY,3701,503,327,37.47,25.7,906.64,3.09,PUBLIC_WORKS,234,74.34,27.71,26.92,lfsq_urgaed,2025-01-21
2024-08,LU,LU61,25-34,T,UI_ASSISTANCE,3749,547,456,56.2,70.09,267.41,11.69,TRAINING,232,87.57,12.69,50.69,lfsq_urgaed,2025-06-16
2024-09,RO,RO77,35-44,F,SHORT_TIME_WORK,3791,455,245,18.74,54.14,1719.35,5.11,APPRENTICESHIP,322,69.59,32.41,70.4,une_rt_m,2024-11-08
2024-10,AT,SK965,45-54,M,YOUTH_GUARANTEE,3412,494,309,44.96,35.22,1127.43,1.96,ENTREPRENEUR_SUPPORT,252,74.82,15.55,20.31,lfsi_long_q,2025-12-10
2024-11,CZ,HU18,55-64,T,SELF_EMP_SUPPORT,3341,507,368,34.9,26.38,513.9,10.26,JOB_SEARCH_ASSIST,360,68.28,41.41,66.92,lfsa_ugad,2025-04-10
2024-12,DE,FR422,65+,F,MIXED,3531,517,330,38.73,29.89,452.77,10.78,MOBILITY_GRANT,352,85.47,29.34,53.44,lfsq_urgaed,2024-02-02
2025-01,LV,LV710,15-24,M,UI_CONTRIBUTORY,3578,505,447,15.1,61.59,962.24,3.05,WAGE_SUBSIDY,167,69.55,61.03,50.66,lfsq_urgaed,2025-02-08
2025-02,PL,EE758,25-34,T,UI_ASSISTANCE,3494,502,364,14.07,43.62,1655.05,0.42,PUBLIC_WORKS,219,72.84,34.22,70.11,une_rt_m,2024-10-23
2025-03,ES,SE87,35-44,F,SHORT_TIME_WORK,3653,534,394,28.93,49.79,501.6,7.7,TRAINING,339,41.65,25.46,51.39,lfsi_long_q,2025-05-11
2025-04,HR,LU691,45-54,M,YOUTH_GUARANTEE,3748,492,452,8.61,55.68,1769.03,3.66,APPRENTICESHIP,201,74.5,28.77,39.92,lfsa_ugad,2025-08-20
2025-05,FI,EE19,55-64,T,SELF_EMP_SUPPORT,3713,543,287,35.69,50.28,1768.15,0.61,ENTREPRENEUR_SUPPORT,403,83.75,47.19,20.21,lfsq_urgaed,2025-11-23
2025-06,IE,EE484,65+,F,MIXED,3426,503,302,52.44,64.72,631.78,8.11,JOB_SEARCH_ASSIST,348,53.54,55.91,36.95,lfsq_urgaed,2025-06-10
2025-07,MT,EE94,15-24,M,UI_CONTRIBUTORY,3366,455,422,56.57,51.15,1488.5,11.94,MOBILITY_GRANT,353,44.67,44.88,75.84,une_rt_m,2025-07-04
2025-08,SK,MT53,25-34,T,UI_ASSISTANCE,3557,443,261,53.02,74.91,512.57,2.03,WAGE_SUBSIDY,173,64.09,51.05,35.76,lfsi_long_q,2024-07-24
2025-09,BE,DK563,35-44,F,SHORT_TIME_WORK,3509,560,488,12.86,47.15,895.05,3.0,PUBLIC_WORKS,420,54.87,13.77,87.38,lfsa_ugad,2025-03-23
2025-10,DK,FR7,45-54,M,YOUTH_GUARANTEE,3514,476,338,16.02,25.41,1839.65,7.07,TRAINING,169,85.39,58.59,14.39,lfsq_urgaed,2025-01-23
2025-11,GR,RO96,55-64,T,SELF_EMP_SUPPORT,3421,482,252,9.82,31.82,978.76,9.57,APPRENTICESHIP,252,72.44,60.88,28.29,lfsq_urgaed,2024-06-25
2025-12,LT,SK54,65+,F,MIXED,3506,447,429,12.52,57.88,894.48,0.97,ENTREPRENEUR_SUPPORT,430,37.93,20.57,82.84,une_rt_m,2025-09-21
2026-01,PT,FI192,15-24,M,UI_CONTRIBUTORY,3648,497,492,12.08,66.72,1202.45,10.53,JOB_SEARCH_ASSIST,294,37.59,41.89,13.44,lfsi_long_q,2025-11-26
2026-02,SE,IE173,25-34,T,UI_ASSISTANCE,3374,536,245,28.52,29.6,1163.85,9.02,MOBILITY_GRANT,368,38.96,15.31,38.86,lfsa_ugad,2025-01-17
2026-03,CY,BE6,35-44,F,SHORT_TIME_WORK,3817,562,514,18.58,73.99,410.71,7.66,WAGE_SUBSIDY,408,52.78,44.3,66.87,lfsq_urgaed,2025-07-05
2026-04,FR,DK234,45-54,M,YOUTH_GUARANTEE,3860,538,281,42.74,75.25,1423.9,9.46,PUBLIC_WORKS,282,76.62,21.49,12.29,lfsq_urgaed,2024-12-16
2026-05,IT,SI278,55-64,T,SELF_EMP_SUPPORT,3411,533,499,4.3,57.74,599.98,7.33,TRAINING,342,82.36,50.43,85.27,une_rt_m,2025-05-18
2026-06,NL,PT153,65+,F,MIXED,3762,491,404,11.08,38.9,1377.79,11.39,APPRENTICESHIP,169,74.45,34.62,50.73,lfsi_long_q,2024-02-12
2026-07,SI,CZ183,15-24,M,UI_CONTRIBUTORY,3648,502,460,21.61,35.43,1303.42,3.56,ENTREPRENEUR_SUPPORT,263,59.59,60.08,43.93,lfsa_ugad,2024-07-07
2026-08,BG,BE496,25-34,T,UI_ASSISTANCE,3717,508,373,19.44,76.13,1337.8,7.22,JOB_SEARCH_ASSIST,260,42.57,52.42,21.93,lfsq_urgaed,2025-07-19
2026-09,EE,ES62,35-44,F,SHORT_TIME_WORK,3874,552,429,19.91,73.33,467.42,7.83,MOBILITY_GRANT,345,39.79,49.42,82.59,lfsq_urgaed,2025-07-14
2026-10,HU,LU23,45-54,M,YOUTH_GUARANTEE,3886,571,298,5.18,60.2,1048.28,10.07,WAGE_SUBSIDY,204,43.42,10.59,90.02,une_rt_m,2026-01-14
2026-11,LU,HR654,55-64,T,SELF_EMP_SUPPORT,3788,515,296,53.12,69.31,1249.8,11.3,PUBLIC_WORKS,310,53.22,61.21,86.28,lfsi_long_q,2025-09-26
2026-12,RO,MT40,65+,F,MIXED,3857,459,293,35.9,39.21,1302.92,2.46,TRAINING,404,58.7,32.2,27.96,lfsa_ugad,2024-08-30
2018-01,AT,SI7,15-24,M,UI_CONTRIBUTORY,3841,520,369,32.66,26.24,1282.54,8.12,APPRENTICESHIP,380,62.49,15.08,89.83,lfsq_urgaed,2025-09-22
2018-02,CZ,SI164,25-34,T,UI_ASSISTANCE,3426,467,224,18.02,68.09,1839.75,9.96,ENTREPRENEUR_SUPPORT,221,82.3,17.26,55.11,lfsq_urgaed,2024-10-10
2018-03,DE,RO63,35-44,F,SHORT_TIME_WORK,3616,537,514,43.69,39.06,631.63,2.69,JOB_SEARCH_ASSIST,194,73.25,32.81,97.61,une_rt_m,2024-07-19
2018-04,LV,BE50,45-54,M,YOUTH_GUARANTEE,3755,511,453,22.58,49.56,1446.45,8.73,MOBILITY_GRANT,149,74.16,12.3,39.75,lfsi_long_q,2025-05-22
2018-05,PL,EE85,55-64,T,SELF_EMP_SUPPORT,3606,484,470,11.67,77.33,473.66,3.86,WAGE_SUBSIDY,175,80.52,30.32,18.18,lfsa_ugad,2025-11-20
2018-06,ES,ES6,65+,F,MIXED,3547,500,270,18.91,35.32,925.19,4.14,PUBLIC_WORKS,426,51.87,16.76,80.91,lfsq_urgaed,2024-11-20
2018-07,HR,LU107,15-24,M,UI_CONTRIBUTORY,3870,495,462,20.36,65.37,678.2,6.02,TRAINING,274,54.01,12.44,84.26,lfsq_urgaed,2024-03-17
2018-08,FI,RO860,25-34,T,UI_ASSISTANCE,3674,488,419,49.43,74.46,1093.56,10.04,APPRENTICESHIP,355,54.2,28.01,72.3,une_rt_m,2024-01-23
2018-09,IE,IT786,35-44,F,SHORT_TIME_WORK,3445,539,364,22.3,57.39,446.28,6.48,ENTREPRENEUR_SUPPORT,278,58.07,25.27,40.8,lfsi_long_q,2026-01-21
2018-10,MT,FR18,45-54,M,YOUTH_GUARANTEE,3782,485,395,44.58,66.23,715.09,11.95,JOB_SEARCH_ASSIST,427,61.21,43.12,49.94,lfsa_ugad,2024-11-22
2018-11,SK,DK777,55-64,T,SELF_EMP_SUPPORT,3739,510,349,20.57,74.79,353.11,1.9,MOBILITY_GRANT,314,41.38,26.82,96.12,lfsq_urgaed,2025-02-22
2018-12,BE,DE875,65+,F,MIXED,3515,516,456,42.48,61.59,595.0,10.83,WAGE_SUBSIDY,407,45.28,30.34,21.84,lfsq_urgaed,2025-09-10
2019-01,DK,IT70,15-24,M,UI_CONTRIBUTORY,3629,500,437,7.64,77.02,1724.33,0.58,PUBLIC_WORKS,254,47.94,44.84,58.86,une_rt_m,2024-12-16
2019-02,GR,IT250,25-34,T,UI_ASSISTANCE,3898,571,302,5.52,79.36,662.34,8.68,TRAINING,335,66.23,15.96,72.93,lfsi_long_q,2024-05-14
2019-03,LT,LT302,35-44,F,SHORT_TIME_WORK,3541,515,420,40.33,45.49,1116.52,4.09,APPRENTICESHIP,212,40.45,50.51,80.22,lfsa_ugad,2026-01-14
2019-04,PT,EE757,45-54,M,YOUTH_GUARANTEE,3474,518,502,39.68,30.23,1434.42,2.72,ENTREPRENEUR_SUPPORT,378,90.51,44.19,23.38,lfsq_urgaed,2024-02-05
2019-05,SE,CZ21,55-64,T,SELF_EMP_SUPPORT,3583,554,468,36.63,46.64,905.04,10.9,JOB_SEARCH_ASSIST,402,69.21,57.68,37.93,lfsq_urgaed,2025-04-22
2019-06,CY,NL567,65+,F,MIXED,3482,510,297,25.29,56.62,480.75,7.85,MOBILITY_GRANT,320,94.64,39.86,58.23,une_rt_m,2025-07-25
2019-07,FR,BG469,15-24,M,UI_CONTRIBUTORY,3611,504,294,51.67,67.76,1036.91,5.83,WAGE_SUBSIDY,406,53.55,31.07,46.03,lfsi_long_q,2025-05-26
2019-08,IT,LV464,25-34,T,UI_ASSISTANCE,3474,558,316,56.55,59.14,1355.77,1.78,PUBLIC_WORKS,322,47.43,48.08,79.58,lfsa_ugad,2025-07-17
2019-09,NL,FI471,35-44,F,SHORT_TIME_WORK,3522,571,358,15.58,33.66,1080.58,9.07,TRAINING,379,81.47,9.67,43.14,lfsq_urgaed,2025-07-16
2019-10,SI,SI51,45-54,M,YOUTH_GUARANTEE,3680,478,270,44.95,45.36,1844.34,0.71,APPRENTICESHIP,328,57.84,36.41,87.33,lfsq_urgaed,2024-01-23
