ph_beh_reference_year,ph_beh_country_iso2,ph_beh_region_nuts_code,ph_beh_age_group,ph_beh_sex,ph_beh_smoking_rate_pct,ph_beh_alcohol_consumption_litres_per_capita,ph_beh_binge_drinking_rate_pct,ph_beh_physical_activity_rate_pct,ph_beh_sedentary_time_hours_day,ph_beh_healthy_diet_score,ph_beh_fruit_veg_daily_pct,ph_beh_ultra_processed_food_share_pct,ph_beh_sleep_quality_score,ph_beh_obesity_rate_pct,ph_beh_screen_time_hours_day,ph_beh_chronic_conditions_count_mean,ph_beh_ehis_table_code,ph_beh_survey_weight,ph_beh_data_extract_date
2018,BE,SE97,25_34,M,21.9,10.91,27.36,81.34,6.03,37.73,41.16,25.54,5.12,22.8,9.56,2.21,HLTH_EHIS_MH,2.048,2024-02-25
2019,FI,DK68,65_74,X,26.59,1.71,24.4,31.27,12.6,33.43,29.09,21.22,5.57,11.13,5.27,0.726,HLTH_EHIS_ALCO,1.5043,2026-01-20
2020,LV,LU83,35_44,F,17.26,12.06,30.49,24.1,7.1,61.84,43.0,29.94,5.38,21.57,2.67,0.931,HLTH_EHIS_PA,0.2872,2026-01-20
2021,RO,HU580,75_PLUS,M,27.62,12.36,26.35,35.5,9.36,55.87,59.83,16.87,6.09,9.03,5.77,0.408,HLTH_EHIS_SMOK,0.8332,2024-11-18
2022,BG,SK723,45_54,X,22.66,9.14,18.8,35.88,5.69,37.25,37.43,43.71,7.07,30.7,3.62,0.765,HLTH_EHIS_DIET,3.4597,2024-08-07
2023,FR,LU41,15_24,F,10.75,3.42,5.96,50.84,9.47,69.7,70.86,35.64,7.76,13.26,4.17,0.691,HLTH_EHIS_MH,2.4054,2024-09-29
2024,LT,HU43,55_64,M,11.56,8.5,14.97,37.77,4.7,69.93,41.04,18.1,6.45,25.83,8.6,1.168,HLTH_EHIS_ALCO,1.6346,2025-02-23
2025,SK,HR94,25_34,X,20.73,10.66,10.52,70.14,9.03,45.75,56.27,37.24,4.85,28.29,7.35,1.772,HLTH_EHIS_PA,1.5724,2024-10-28
2006,HR,DK5,65_74,F,31.28,13.22,7.93,32.64,6.34,46.34,45.32,12.28,8.43,16.44,2.37,1.432,HLTH_EHIS_SMOK,1.1897,2024-04-18
2007,DE,IT2,35_44,M,25.52,4.94,28.53,57.65,7.99,43.7,66.14,45.87,7.27,14.06,7.47,0.494,HLTH_EHIS_DIET,2.4272,2025-04-25
2008,LU,ES27,75_PLUS,X,17.63,3.32,10.21,30.86,10.53,66.87,34.52,31.73,6.11,30.03,4.39,0.561,HLTH_EHIS_MH,2.8787,2025-02-04
2009,SI,CY2,45_54,F,20.7,2.96,17.81,59.88,6.98,45.05,33.21,20.85,6.03,9.24,4.85,2.123,HLTH_EHIS_ALCO,3.0067,2024-11-25
2010,CY,MT524,15_24,M,23.21,12.43,9.67,70.85,7.3,66.0,56.82,31.43,7.47,16.83,2.83,1.309,HLTH_EHIS_PA,1.9738,2024-12-23
2011,GR,LV13,55_64,X,31.14,2.05,28.27,26.48,6.96,66.62,54.6,23.44,6.8,30.44,2.02,0.39,HLTH_EHIS_SMOK,1.2887,2025-05-21
2012,MT,BG77,25_34,F,11.84,1.59,24.16,55.22,8.43,38.4,28.55,32.21,7.08,10.74,2.46,0.472,HLTH_EHIS_DIET,2.7681,2024-09-13
2013,ES,SE205,65_74,M,13.15,6.45,26.89,56.99,7.1,51.89,56.47,26.52,6.45,18.25,4.8,2.988,HLTH_EHIS_MH,0.5202,2025-01-24
2014,CZ,LU965,35_44,X,8.32,5.26,23.85,60.09,4.98,37.94,31.15,35.54,6.04,27.9,7.38,0.212,HLTH_EHIS_ALCO,2.0595,2024-07-22
2015,HU,ES39,75_PLUS,F,26.03,9.78,6.47,71.43,12.46,49.04,34.01,40.04,5.41,26.59,5.82,1.779,HLTH_EHIS_PA,3.615,2024-08-22
2016,NL,ES421,45_54,M,21.57,2.34,25.65,34.43,9.11,75.14,33.14,54.74,7.46,10.4,8.13,1.596,HLTH_EHIS_SMOK,3.5612,2025-01-06
2017,SE,AT559,15_24,X,9.99,9.55,23.24,43.91,7.93,49.03,45.56,34.13,6.09,18.74,7.38,1.106,HLTH_EHIS_DIET,2.9767,2025-11-22
2018,DK,EE519,55_64,F,30.38,8.16,22.12,71.62,8.33,68.31,39.56,13.72,7.75,25.14,3.47,0.754,HLTH_EHIS_MH,0.8066,2025-09-06
2019,IE,CZ4,25_34,M,17.43,14.06,33.66,52.25,7.16,67.15,43.27,32.14,5.43,23.83,5.93,0.724,HLTH_EHIS_ALCO,1.4142,2025-09-25
2020,PL,NL67,65_74,X,23.98,4.01,8.53,24.65,12.56,52.84,41.18,20.29,6.21,10.27,5.63,2.952,HLTH_EHIS_PA,0.325,2025-07-29
2021,AT,DE97,35_44,F,22.75,2.02,24.01,38.26,9.64,53.38,41.2,27.89,5.65,12.0,5.0,1.895,HLTH_EHIS_SMOK,3.4824,2025-10-17
2022,EE,HU34,75_PLUS,M,15.29,4.29,6.02,41.02,5.47,58.26,35.13,24.4,5.84,21.2,6.11,2.628,HLTH_EHIS_DIET,0.5688,2025-12-17
2023,IT,DK113,45_54,X,25.12,6.38,16.28,31.91,6.72,67.92,31.09,42.54,6.29,29.8,8.28,2.177,HLTH_EHIS_MH,1.5673,2025-06-18
2024,PT,LT9,15_24,F,15.37,3.66,21.65,66.35,4.41,63.59,44.03,22.57,6.86,18.55,3.56,2.34,HLTH_EHIS_ALCO,4.1544,2024-04-17
2025,BE,GR1,55_64,M,22.86,6.38,12.63,63.04,7.31,50.47,23.66,32.88,7.78,18.12,6.68,0.565,HLTH_EHIS_PA,2.0231,2025-11-03
2006,FI,HU344,25_34,X,29.2,9.88,26.85,42.5,6.89,74.11,77.32,51.57,7.08,15.29,4.89,2.158,HLTH_EHIS_SMOK,4.0176,2026-01-21
2007,LV,LT3,65_74,F,30.95,6.82,20.18,63.72,5.94,69.42,49.28,23.69,5.17,9.67,7.17,3.146,HLTH_EHIS_DIET,0.8437,2024-02-08
2008,RO,SK20,35_44,M,28.84,11.54,11.96,63.13,3.91,35.33,30.52,22.2,8.13,27.37,7.27,1.19,HLTH_EHIS_MH,1.7743,2025-10-22
2009,BG,FI92,75_PLUS,X,20.21,12.56,16.36,43.96,5.35,67.86,70.69,31.11,7.56,26.68,7.19,0.366,HLTH_EHIS_ALCO,0.5026,2024-11-16
2010,FR,PL82,45_54,F,21.02,10.55,21.8,51.76,9.03,49.93,35.81,41.17,5.56,32.55,3.79,0.469,HLTH_EHIS_PA,0.4737,2025-12-15
2011,LT,IT558,15_24,M,31.1,1.31,6.18,42.67,9.97,77.47,28.58,21.55,7.69,15.2,8.15,0.398,HLTH_EHIS_SMOK,2.0112,2026-01-27
2012,SK,PL43,55_64,X,17.43,1.66,7.66,68.52,9.77,73.15,55.95,39.3,7.47,16.69,3.93,0.569,HLTH_EHIS_DIET,4.7865,2024-12-10
2013,HR,FI90,25_34,F,17.29,2.69,23.04,57.3,10.55,34.26,61.89,27.98,5.75,28.46,5.61,1.176,HLTH_EHIS_MH,1.219,2024-12-08
2014,DE,HU50,65_74,M,29.48,1.45,24.0,32.68,11.54,68.56,30.08,22.14,4.92,15.04,8.64,3.146,HLTH_EHIS_ALCO,2.7888,2025-03-28
2015,LU,DE993,35_44,X,12.51,5.8,12.54,29.89,6.21,38.07,52.96,26.35,4.9,22.83,7.46,0.183,HLTH_EHIS_PA,4.0296,2024-06-13
2016,SI,PL15,75_PLUS,F,17.14,6.49,25.25,41.15,7.63,69.12,38.61,54.43,7.09,10.66,1.98,1.242,HLTH_EHIS_SMOK,1.4324,2025-11-11
2017,CY,FR89,45_54,M,21.37,3.15,9.71,59.53,5.01,43.25,33.08,31.35,8.2,25.66,6.27,0.53,HLTH_EHIS_DIET,2.7098,2025-06-04
2018,GR,CZ54,15_24,X,7.6,10.8,6.05,40.75,10.41,75.25,70.9,14.06,7.6,19.86,7.69,2.248,HLTH_EHIS_MH,3.5872,2024-01-28
2019,MT,LV2,55_64,F,12.55,1.68,25.65,25.51,5.81,74.88,34.81,21.52,6.86,14.71,3.59,0.642,HLTH_EHIS_ALCO,0.3463,2024-01-29
2020,ES,PL6,25_34,M,14.88,13.91,8.3,65.42,4.94,54.24,48.24,21.86,5.63,13.0,9.61,0.614,HLTH_EHIS_PA,4.5872,2025-02-19
2021,CZ,SE19,65_74,X,14.25,10.61,29.64,28.48,8.78,62.46,30.99,26.71,6.44,13.61,4.91,2.228,HLTH_EHIS_SMOK,3.3916,2025-09-27
2022,HU,CY38,35_44,F,19.87,12.35,25.56,47.31,5.91,68.93,32.98,41.24,5.9,28.65,4.69,0.425,HLTH_EHIS_DIET,4.2447,2026-02-14
2023,NL,HU677,75_PLUS,M,25.18,7.24,18.67,23.23,11.43,75.94,48.0,31.01,5.13,12.42,6.34,2.055,HLTH_EHIS_MH,4.329,2024-10-19
2024,SE,BE3,45_54,X,28.22,6.35,17.53,45.32,5.78,66.31,35.35,21.99,8.92,18.95,2.4,1.673,HLTH_EHIS_ALCO,1.28,2024-07-14
2025,DK,GR901,15_24,F,8.82,6.49,6.15,64.33,8.85,72.66,63.95,26.44,7.44,26.25,6.25,2.163,HLTH_EHIS_PA,2.9866,2025-04-07
2006,IE,LU5,55_64,M,13.2,2.73,13.78,41.9,6.53,64.86,76.23,44.03,7.24,34.8,6.73,0.818,HLTH_EHIS_SMOK,3.2419,2024-05-05
2007,PL,SE2,25_34,X,15.31,9.29,19.56,48.94,4.37,53.12,53.0,22.71,6.68,24.41,9.95,1.23,HLTH_EHIS_DIET,4.4589,2024-11-11
2008,AT,LT183,65_74,F,31.61,5.05,30.01,36.95,7.41,33.28,58.07,26.44,7.51,30.38,2.23,0.42,HLTH_EHIS_MH,2.3053,2025-01-23
2009,EE,LT760,35_44,M,17.11,14.5,22.34,60.87,9.98,57.8,57.42,42.05,4.2,19.67,5.75,1.896,HLTH_EHIS_ALCO,0.262,2024-02-23
2010,IT,CZ46,75_PLUS,X,15.93,9.9,5.3,67.0,4.94,61.89,59.88,15.97,8.43,21.27,6.19,0.545,HLTH_EHIS_PA,4.5183,2024-09-21
2011,PT,DK898,45_54,F,9.9,8.3,31.32,27.99,11.86,60.99,38.81,48.28,4.89,32.29,6.43,2.003,HLTH_EHIS_SMOK,0.9815,2026-01-12
2012,BE,BG387,15_24,M,11.48,3.44,15.65,78.67,7.45,69.56,52.16,49.02,6.38,26.62,3.43,0.748,HLTH_EHIS_DIET,3.4696,2024-10-16
2013,FI,DE9,55_64,X,27.41,8.1,8.54,37.44,12.58,75.01,75.22,39.45,5.73,13.82,8.2,1.032,HLTH_EHIS_MH,1.3435,2026-01-23
2014,LV,AT87,25_34,F,15.77,9.79,13.79,44.39,8.31,71.45,55.58,22.86,6.94,22.06,9.45,0.335,HLTH_EHIS_ALCO,2.2757,2025-02-20
2015,RO,DK35,65_74,M,16.59,11.16,32.81,27.13,7.84,45.4,33.55,41.06,4.5,35.31,8.66,1.463,HLTH_EHIS_PA,2.6543,2026-02-19
2016,BG,SE357,35_44,X,11.34,12.67,12.86,49.68,4.13,47.59,46.09,51.59,7.94,15.14,6.59,1.258,HLTH_EHIS_SMOK,2.4894,2024-06-17
2017,FR,BE28,75_PLUS,F,13.42,7.97,5.91,47.79,9.11,68.3,35.37,34.36,4.15,19.03,4.11,2.85,HLTH_EHIS_DIET,1.8716,2024-08-01
2018,LT,DE305,45_54,M,29.04,11.8,12.49,45.71,9.43,55.72,42.65,49.03,7.22,20.01,4.17,2.101,HLTH_EHIS_MH,0.989,2024-05-25
2019,SK,GR6,15_24,X,27.61,2.28,7.65,66.6,5.96,39.74,64.19,39.9,5.99,25.0,8.5,1.524,HLTH_EHIS_ALCO,2.135,2024-04-24
2020,HR,CZ146,55_64,F,18.53,5.99,25.12,47.26,8.59,66.38,74.46,35.44,4.83,27.03,7.07,2.032,HLTH_EHIS_PA,1.5638,2025-11-26
2021,DE,ES388,25_34,M,21.45,13.32,6.15,81.65,6.13,55.77,41.27,32.92,4.86,9.52,3.41,0.318,HLTH_EHIS_SMOK,3.3171,2024-04-16
2022,LU,LT68,65_74,X,23.01,2.16,8.68,25.73,6.98,75.19,74.45,22.15,6.66,29.92,2.07,1.386,HLTH_EHIS_DIET,0.9185,2025-04-05
2023,SI,SI51,35_44,F,14.58,11.26,19.71,45.76,4.23,76.49,51.9,21.22,4.86,23.16,5.83,0.59,HLTH_EHIS_MH,4.2726,2025-10-25
2024,CY,DK413,75_PLUS,M,32.63,10.72,17.3,42.42,9.9,64.53,49.81,26.52,5.45,21.9,6.4,0.955,HLTH_EHIS_ALCO,1.695,2024-06-01
2025,GR,RO680,45_54,X,15.27,1.69,27.99,39.71,7.0,73.21,25.44,16.57,7.56,24.57,3.33,0.305,HLTH_EHIS_PA,1.8747,2024-08-28
2006,MT,LT66,15_24,F,27.51,6.36,23.98,54.41,6.85,37.46,56.06,49.3,6.18,18.11,6.2,1.437,HLTH_EHIS_SMOK,2.8389,2024-02-28
2007,ES,IE10,55_64,M,14.1,13.95,26.34,39.68,8.55,62.76,50.44,23.36,5.78,11.88,1.84,1.315,HLTH_EHIS_DIET,0.8112,2025-04-12
2008,CZ,NL663,25_34,X,7.68,8.75,5.31,67.95,5.37,44.33,53.9,50.91,5.89,19.93,6.83,0.533,HLTH_EHIS_MH,0.4831,2025-06-06
2009,HU,BG608,65_74,F,12.12,7.48,11.07,60.47,9.97,70.54,74.22,49.02,6.11,13.43,2.22,0.623,HLTH_EHIS_ALCO,3.2248,2025-11-21
2010,NL,SE63,35_44,M,9.08,3.56,22.86,71.09,10.17,39.6,48.15,50.02,6.97,17.96,4.38,0.241,HLTH_EHIS_PA,1.0112,2026-02-25
2011,SE,LT85,75_PLUS,X,18.8,5.63,4.59,43.4,12.33,59.87,26.55,21.3,7.16,25.77,6.41,1.098,HLTH_EHIS_SMOK,3.4586,2024-10-26
2012,DK,BG322,45_54,F,26.25,6.54,18.21,66.98,9.87,52.04,38.84,55.91,6.85,21.92,7.09,1.618,HLTH_EHIS_DIET,2.3985,2025-08-12
2013,IE,LU2,15_24,M,16.97,9.05,9.47,75.15,10.59,59.11,63.68,37.54,7.04,12.17,5.01,1.447,HLTH_EHIS_MH,1.5456,2025-11-15
2014,PL,MT496,55_64,X,18.65,1.88,23.46,65.39,8.82,67.69,53.47,49.28,6.29,16.3,3.75,2.044,HLTH_EHIS_ALCO,0.8047,2025-10-08
2015,AT,PL117,25_34,F,10.3,12.08,11.91,57.58,5.32,45.25,25.92,20.89,6.42,17.51,6.09,0.505,HLTH_EHIS_PA,3.4356,2025-04-29
2016,EE,FR308,65_74,M,28.65,12.16,21.75,47.4,7.01,61.1,50.6,27.53,4.28,22.32,3.02,2.465,HLTH_EHIS_SMOK,2.9585,2025-06-02
2017,IT,GR355,35_44,X,19.91,9.91,12.68,65.63,10.9,71.66,67.2,27.1,4.67,22.24,4.01,1.337,HLTH_EHIS_DIET,2.4788,2025-07-22
2018,PT,ES674,75_PLUS,F,9.23,4.73,25.34,45.97,6.22,84.78,57.87,52.51,5.72,36.61,3.07,2.111,HLTH_EHIS_MH,2.914,2026-01-07
2019,BE,FR431,45_54,M,23.51,8.51,13.67,28.24,5.14,52.83,21.72,21.58,7.82,17.55,2.02,0.486,HLTH_EHIS_ALCO,3.7033,2024-10-18
2020,FI,SK21,15_24,X,12.23,5.58,19.54,65.02,9.91,76.02,27.33,24.24,5.17,16.43,9.96,2.365,HLTH_EHIS_PA,4.2937,2025-06-17
2021,LV,SI475,55_64,F,30.56,5.9,13.72,63.58,8.99,52.81,30.41,41.11,5.19,20.58,7.65,0.613,HLTH_EHIS_SMOK,2.6415,2024-01-10
2022,RO,SI64,25_34,M,25.93,3.11,14.96,66.19,10.2,75.81,77.15,33.24,6.84,25.86,9.53,0.362,HLTH_EHIS_DIET,3.3375,2025-06-27
2023,BG,NL387,65_74,X,15.85,8.13,15.6,69.15,7.6,67.01,38.56,19.66,4.5,26.88,2.63,0.486,HLTH_EHIS_MH,0.5157,2025-04-16
2024,FR,SI9,35_44,F,8.1,3.36,4.91,36.4,7.95,56.6,35.76,46.07,6.66,32.76,3.98,1.006,HLTH_EHIS_ALCO,0.7711,2025-11-03
2025,LT,BE659,75_PLUS,M,29.79,3.96,24.9,39.63,7.55,62.58,28.6,53.83,7.66,23.46,6.89,1.675,HLTH_EHIS_PA,1.7038,2024-03-23
2006,SK,ES369,45_54,X,22.23,7.73,18.61,48.36,5.43,68.88,74.76,41.46,8.29,12.81,6.94,0.519,HLTH_EHIS_SMOK,2.3631,2025-09-02
2007,HR,HU25,15_24,F,21.21,3.22,21.08,42.7,3.84,64.84,52.33,40.12,8.02,26.3,9.04,1.759,HLTH_EHIS_DIET,1.4474,2025-10-09
2008,DE,NL291,55_64,M,22.84,10.56,8.32,42.76,7.03,50.95,57.06,53.59,5.69,13.77,8.05,0.917,HLTH_EHIS_MH,3.7413,2025-08-07
2009,LU,DK89,25_34,X,27.83,3.97,15.85,68.17,6.33,56.92,65.56,17.92,7.05,10.17,7.87,2.058,HLTH_EHIS_ALCO,1.4405,2024-12-08
2010,SI,HU228,65_74,F,12.41,7.94,10.64,57.83,12.06,44.02,39.39,48.72,6.67,35.22,2.8,0.428,HLTH_EHIS_PA,0.3445,2025-05-17
2011,CY,HR130,35_44,M,9.47,9.33,28.17,52.65,5.29,69.8,64.37,18.37,7.51,14.78,8.2,1.182,HLTH_EHIS_SMOK,3.5452,2025-01-12
2012,GR,BE1,75_PLUS,X,18.86,3.73,11.63,23.65,7.85,81.38,62.27,46.35,5.65,17.19,2.24,1.674,HLTH_EHIS_DIET,3.7683,2024-05-14
2013,MT,EE27,45_54,F,10.54,2.52,19.06,29.76,5.56,68.4,30.69,40.16,6.39,18.54,3.7,1.197,HLTH_EHIS_MH,1.0139,2024-07-25
2014,ES,FR455,15_24,M,16.44,5.42,10.06,55.34,4.05,37.76,33.39,24.94,8.58,15.86,2.63,2.22,HLTH_EHIS_ALCO,1.8157,2024-10-11
2015,CZ,LV233,55_64,X,24.33,10.3,26.74,40.13,5.78,66.9,56.27,46.73,6.82,19.3,5.76,2.132,HLTH_EHIS_PA,2.9535,2025-04-28
2016,HU,SE293,25_34,F,9.1,6.41,24.04,62.76,9.21,36.02,45.3,36.19,4.18,20.19,6.01,1.286,HLTH_EHIS_SMOK,3.3146,2024-10-11
2017,NL,GR982,65_74,M,23.48,9.42,32.55,58.2,10.6,39.59,25.58,18.53,6.33,13.51,2.07,2.996,HLTH_EHIS_DIET,2.1994,2025-03-18
2018,SE,BG310,35_44,X,26.51,6.0,4.46,66.17,6.57,71.49,54.35,55.0,5.83,31.91,2.34,1.313,HLTH_EHIS_MH,4.0113,2025-11-14
2019,DK,NL438,75_PLUS,F,28.42,1.6,20.52,45.81,12.18,71.59,27.87,22.01,7.63,31.59,2.08,0.913,HLTH_EHIS_ALCO,4.4171,2024-03-22
2020,IE,FI133,45_54,M,23.44,9.8,32.41,35.95,11.41,74.67,57.57,35.97,7.23,28.38,5.73,2.335,HLTH_EHIS_PA,1.5195,2025-05-11
2021,PL,EE943,15_24,X,24.84,9.91,9.94,61.08,4.96,47.25,23.13,29.87,5.12,20.93,6.49,2.175,HLTH_EHIS_SMOK,3.8576,2024-08-05
2022,AT,FR26,55_64,F,8.79,12.88,9.6,52.47,5.84,48.74,64.39,34.99,5.04,27.16,4.99,2.31,HLTH_EHIS_DIET,1.6201,2025-08-18
2023,EE,PT62,25_34,M,17.32,5.03,10.21,40.99,6.17,68.03,38.3,13.06,6.81,26.83,3.02,1.314,HLTH_EHIS_MH,3.2677,2025-01-08
2024,IT,IT42,65_74,X,12.1,1.47,20.49,57.32,4.54,82.82,30.03,31.45,6.15,18.88,7.7,2.762,HLTH_EHIS_ALCO,1.7301,2025-10-12
2025,PT,CY564,35_44,F,8.39,5.73,7.01,52.86,8.53,78.71,55.05,46.66,4.55,14.29,1.91,1.999,HLTH_EHIS_PA,2.7696,2024-01-28
2006,BE,PL9,75_PLUS,M,10.23,10.92,11.51,28.61,4.61,51.45,26.43,12.05,8.26,25.38,5.34,2.493,HLTH_EHIS_SMOK,0.7712,2024-02-18
2007,FI,RO78,45_54,X,23.13,3.94,18.8,56.34,10.23,67.84,74.29,19.72,7.7,17.98,3.42,0.668,HLTH_EHIS_DIET,0.4076,2024-04-06
2008,LV,CZ713,15_24,F,21.41,8.61,19.58,64.25,4.62,52.86,23.54,18.11,6.53,28.31,6.63,1.829,HLTH_EHIS_MH,3.7347,2024-11-16
2009,RO,FR535,55_64,M,21.04,9.1,22.36,29.65,5.47,34.15,30.18,17.12,7.3,13.19,3.84,0.593,HLTH_EHIS_ALCO,3.9495,2025-09-22
2010,BG,EE89,25_34,X,23.46,5.77,28.42,79.94,4.19,56.37,63.51,28.56,5.23,27.2,7.59,1.88,HLTH_EHIS_PA,3.1246,2025-08-07
2011,FR,AT65,65_74,F,17.18,3.36,14.32,24.97,10.81,76.45,44.36,36.02,6.79,33.16,2.31,1.51,HLTH_EHIS_SMOK,2.6989,2025-06-07
2012,LT,CY29,35_44,M,33.24,12.63,20.74,48.09,5.51,34.37,38.23,39.04,5.85,17.32,6.61,1.199,HLTH_EHIS_DIET,0.4546,2024-03-18
2013,SK,ES713,75_PLUS,X,26.8,10.91,29.88,53.57,11.97,54.72,21.84,47.31,4.99,28.93,5.3,1.42,HLTH_EHIS_MH,0.4315,2024-02-20
2014,HR,FI75,45_54,F,23.21,11.71,13.47,46.87,7.1,61.07,40.68,38.09,4.44,21.47,5.88,2.332,HLTH_EHIS_ALCO,0.2566,2026-01-17
2015,DE,CY27,15_24,M,25.82,7.89,21.42,32.9,8.0,72.4,37.23,21.91,5.89,17.47,8.77,2.096,HLTH_EHIS_PA,1.4602,2024-06-05
2016,LU,LT72,55_64,X,31.64,6.81,6.96,34.3,4.5,48.64,25.59,22.72,4.98,31.45,4.49,1.592,HLTH_EHIS_SMOK,2.629,2025-11-26
2017,SI,DK23,25_34,F,10.6,11.18,6.3,49.86,10.18,64.7,50.58,21.49,4.35,14.23,5.49,0.383,HLTH_EHIS_DIET,3.5541,2024-01-07
2018,CY,EE980,65_74,M,28.62,15.78,17.75,36.76,9.25,47.5,23.98,30.01,4.98,13.98,2.92,2.276,HLTH_EHIS_MH,3.3036,2025-12-11
2019,GR,HR4,35_44,X,24.3,6.42,22.74,67.99,9.75,65.84,42.73,23.23,5.93,10.55,7.22,0.456,HLTH_EHIS_ALCO,4.6275,2025-03-25
2020,MT,LV298,75_PLUS,F,18.52,8.74,7.36,30.77,11.06,50.9,35.21,24.31,6.59,16.09,2.54,0.698,HLTH_EHIS_PA,3.8318,2025-04-16
2021,ES,ES88,45_54,M,11.57,3.56,6.17,66.45,12.14,67.74,49.77,15.1,4.99,15.92,5.06,1.334,HLTH_EHIS_SMOK,1.0777,2024-05-13
2022,CZ,BG66,15_24,X,9.63,7.49,20.86,72.41,9.32,76.33,57.19,13.4,7.53,25.83,9.73,0.908,HLTH_EHIS_DIET,2.1521,2024-02-23
2023,HU,AT91,55_64,F,28.95,6.04,11.86,29.33,7.9,60.74,33.22,49.79,5.09,26.14,2.91,1.986,HLTH_EHIS_MH,4.28,2024-07-21
2024,NL,CZ8,25_34,M,13.56,11.79,21.95,79.62,4.99,76.59,52.55,32.15,6.42,10.99,2.77,0.816,HLTH_EHIS_ALCO,2.8916,2024-03-29
2025,SE,PL575,65_74,X,31.55,6.88,27.98,67.82,7.25,60.83,45.44,56.38,6.04,22.32,2.35,1.216,HLTH_EHIS_PA,4.062,2024-02-09
2006,DK,CY365,35_44,F,25.86,1.49,26.03,34.24,8.82,47.42,20.66,19.75,7.14,18.41,7.9,2.212,HLTH_EHIS_SMOK,4.203,2026-01-20
2007,IE,FR998,75_PLUS,M,22.59,10.11,10.05,34.78,5.99,61.59,26.72,37.21,4.95,23.76,7.61,1.812,HLTH_EHIS_DIET,2.3477,2024-08-31
2008,PL,BG205,45_54,X,10.74,9.62,5.84,44.17,8.32,38.94,47.34,40.86,5.41,10.49,2.96,1.733,HLTH_EHIS_MH,1.2806,2025-09-02
2009,AT,DE40,15_24,F,28.17,2.47,17.14,68.97,3.97,40.43,43.55,21.32,5.52,15.12,6.72,0.349,HLTH_EHIS_ALCO,2.0538,2024-09-14
2010,EE,DK542,55_64,M,22.57,8.75,29.73,60.27,8.21,48.29,26.64,19.93,7.4,17.34,7.79,0.596,HLTH_EHIS_PA,4.1453,2025-02-24
2011,IT,LT6,25_34,X,29.15,12.02,14.98,42.5,10.17,72.45,55.18,38.04,7.39,17.91,3.12,1.139,HLTH_EHIS_SMOK,0.6236,2025-01-30
2012,PT,IT401,65_74,F,8.26,9.92,5.12,31.42,7.29,57.57,21.17,34.04,6.84,9.52,2.22,1.388,HLTH_EHIS_DIET,4.1139,2025-06-12
2013,BE,EE318,35_44,M,17.68,10.16,35.95,34.78,7.41,52.23,37.8,46.65,6.44,14.85,3.0,1.833,HLTH_EHIS_MH,0.4976,2025-12-13
2014,FI,GR36,75_PLUS,X,12.35,3.68,16.5,62.28,9.73,70.39,70.94,54.92,4.2,34.89,8.05,1.99,HLTH_EHIS_ALCO,0.9687,2024-07-25
2015,LV,ES966,45_54,F,21.08,10.97,21.95,66.45,11.16,53.02,61.31,41.01,4.21,33.31,7.03,2.112,HLTH_EHIS_PA,0.5857,2025-06-12
2016,RO,AT879,15_24,M,15.16,5.07,18.7,59.84,5.76,51.21,37.36,41.06,4.92,24.52,6.38,0.963,HLTH_EHIS_SMOK,0.2402,2026-01-26
2017,BG,SK9,55_64,X,13.69,6.22,20.48,69.26,5.28,36.12,27.73,46.8,8.7,33.56,2.53,1.556,HLTH_EHIS_DIET,3.3799,2024-04-24
2018,FR,CZ60,25_34,F,28.32,9.03,8.26,26.85,6.56,37.82,49.53,53.91,5.55,24.67,9.04,1.26,HLTH_EHIS_MH,3.2008,2025-05-21
2019,LT,RO207,65_74,M,10.17,2.39,21.79,46.11,7.81,49.45,64.2,43.16,5.12,11.82,5.31,3.194,HLTH_EHIS_ALCO,3.7898,2024-11-03
2020,SK,LT84,35_44,X,29.94,3.56,18.01,69.4,7.38,56.5,40.04,32.4,7.08,18.71,2.08,0.609,HLTH_EHIS_PA,1.4242,2025-03-11
2021,HR,CZ1,75_PLUS,F,15.25,11.06,20.94,53.25,10.57,62.51,26.17,13.54,5.55,18.2,4.8,2.306,HLTH_EHIS_SMOK,1.226,2025-01-28
2022,DE,LT83,45_54,M,31.79,8.21,24.35,39.04,9.91,75.73,37.3,19.5,7.64,8.52,1.91,0.968,HLTH_EHIS_DIET,3.928,2024-02-29
2023,LU,BG6,15_24,X,21.89,8.12,15.64,62.02,6.66,69.99,63.5,34.39,8.4,21.4,6.07,0.245,HLTH_EHIS_MH,4.6279,2024-12-05
2024,SI,HR22,55_64,F,30.66,7.06,9.33,43.43,7.06,68.53,28.79,17.22,6.03,12.0,4.63,0.172,HLTH_EHIS_ALCO,3.438,2026-02-22
2025,CY,DK138,25_34,M,19.8,9.52,17.95,51.39,7.89,77.77,31.16,27.22,4.22,17.45,5.26,0.908,HLTH_EHIS_PA,2.3916,2024-04-06
2006,GR,IT7,65_74,X,27.28,11.03,19.67,56.51,5.7,85.88,47.66,11.96,6.31,28.73,7.1,2.056,HLTH_EHIS_SMOK,4.6836,2025-01-22
2007,MT,LT4,35_44,F,17.69,10.21,14.62,46.99,9.37,47.57,48.52,48.33,7.13,30.52,7.85,0.417,HLTH_EHIS_DIET,3.9108,2024-01-20
2008,ES,RO77,75_PLUS,M,21.69,13.07,9.62,39.15,9.3,69.28,63.54,35.45,4.26,16.4,5.49,0.249,HLTH_EHIS_MH,2.4337,2024-01-19
