gov_contract_contract_award_date,gov_contract_contracting_office_code,gov_contract_nic_code_contract,gov_contract_psc_code,gov_contract_vendor_duns_hash,gov_contract_contract_vehicle_type,gov_contract_competition_type,gov_contract_contract_value_inr,gov_contract_ceiling_value_inr,gov_contract_obligated_amount_inr,gov_contract_period_of_performance_start,gov_contract_period_of_performance_end,gov_contract_small_business_set_aside,gov_contract_ncoioeconomic_category,gov_contract_subcontracting_plan_flag,gov_contract_labor_standards_clause_flag,gov_contract_buy_american_clause_flag,gov_contract_performance_based_flag,gov_contract_termination_for_default_flag,gov_contract_past_performance_score
2020-01-18,GOVJZ1U0,GOVGG9FS,GOVZPJG2,GOVbb4f99c66874,GOVZZJD4,GOVIQBU8,65004,5894464,20443763,val_eb89_01180,val_eb89_01180,GOVeb801180,GOVJO6PV,1,1,0,0,1,57.46
2020-07-30,GOV2ZL1V,GOVC07ZC,GOVU6ISX,GOV0c7b09e2ace0,GOVTBO5Q,GOV76NKW,341766,380872,4330603,val_eb89_01181,val_eb89_01181,GOVeb801181,GOVRG5DS,1,1,0,0,1,18.23
2019-07-01,GOVY9EZ3,GOVKDNEX,GOVLRAV8,GOVe90b6da4e428,GOVJJ93F,GOVA160N,4902974,42811,38169796,val_eb89_01182,val_eb89_01182,GOVeb801182,GOVB9CCG,0,1,0,1,1,51.32
2019-04-30,GOVHN4G0,GOVJ5GDR,GOVG3G9M,GOV17e1c943d749,GOVZD1WT,GOVBAZMT,2454976,2460073,59049107,val_eb89_01183,val_eb89_01183,GOVeb801183,GOVD4R9P,0,1,1,0,0,68.94
2018-01-18,GOV8FGIB,GOV4X8ZR,GOV37I2N,GOV6938e28ca526,GOV652U4,GOV2UT0V,691952295,464956327,390822979,val_eb89_01184,val_eb89_01184,GOVeb801184,GOVS89YP,1,1,0,0,0,90.15
2022-07-12,GOV7V53F,GOVL8E68,GOVKVPWQ,GOV433faaa92218,GOVOOPVE,GOV98SWA,448474126,392160,360136,val_eb89_01185,val_eb89_01185,GOVeb801185,GOVKHEAV,1,1,1,0,0,18.15
2022-06-22,GOV2JIQP,GOVYU4Z7,GOVS14K5,GOV7e50a8e451e1,GOVZCYFY,GOVWGPAE,71186,93233,1995647,val_eb89_01186,val_eb89_01186,GOVeb801186,GOVZ5RND,0,1,1,0,0,48.48
2025-06-25,GOV28ZK3,GOVQ2FWR,GOVKK9MI,GOVfd0e6bce32e7,GOVMESPL,GOVWP7KK,3728804,46571733,473416800,val_eb89_01187,val_eb89_01187,GOVeb801187,GOVNPK3X,0,1,0,1,0,34.02
2019-01-23,GOVK8RG0,GOVAQGZJ,GOVL8MNW,GOVc027f89643ca,GOV8M1S2,GOV82PRR,285516,39670,85839,val_eb89_01188,val_eb89_01188,GOVeb801188,GOVT90C1,0,1,1,0,0,69.74
2019-10-04,GOV8SSH2,GOV4L7JT,GOVI817I,GOV7f323a9cd409,GOV7RR3J,GOVKNSID,314140,629307,5129451,val_eb89_01189,val_eb89_01189,GOVeb801189,GOVJBRQI,0,0,0,1,1,24.2
2024-01-04,GOVQ8YMV,GOVSDSTS,GOVC84PH,GOV9db7718250d5,GOVKXSNJ,GOV3PZTP,6941964,747201,5627838,val_eb89_01190,val_eb89_01190,GOVeb801190,GOVPYNSQ,0,1,1,0,0,99.25
2025-12-30,GOVF9UQD,GOVY00WO,GOVGE9EV,GOV37d597ac4f13,GOVFOUEN,GOVY9M7S,1787814,715834197,39794,val_eb89_01191,val_eb89_01191,GOVeb801191,GOV5BR0S,0,1,1,1,1,51.98
2023-11-14,GOVV0UMM,GOVRFAQ9,GOVZKB95,GOVb31e2ba0c338,GOV5AYUB,GOVV8K9Y,34748,346186,548567678,val_eb89_01192,val_eb89_01192,GOVeb801192,GOVFVZ8Q,1,0,1,0,0,89.15
2018-09-23,GOVLJMXE,GOVG44CV,GOVV3U8C,GOV8c10d5ba1b28,GOVK28QW,GOVFRX4U,5902165,82509,379499954,val_eb89_01193,val_eb89_01193,GOVeb801193,GOVY1JWP,1,1,1,1,1,70.86
2018-04-25,GOVJY5CH,GOVF7PWS,GOVX4BOA,GOVd1280e232c52,GOVMV7QY,GOVT8MXT,42707,28154860,6257950,val_eb89_01194,val_eb89_01194,GOVeb801194,GOVGFZGL,0,1,1,0,1,85.77
2020-09-30,GOVANCUB,GOV6MS6L,GOVA3EUY,GOV37d6d6a12609,GOVHVAA4,GOV24A29,55051,76450,32422,val_eb89_01195,val_eb89_01195,GOVeb801195,GOV40RHP,0,1,0,1,1,20.52
2021-03-10,GOVTNOGV,GOVVMNRA,GOV88QI5,GOVa43672c1efb0,GOV8Z0TF,GOVUD924,50761,72908540,56421272,val_eb89_01196,val_eb89_01196,GOVeb801196,GOVKGBS8,1,1,0,0,0,74.63
2025-07-23,GOVZKTFR,GOVJM8DC,GOVBXTRT,GOV3a45c59270b9,GOVTQRTZ,GOV10MLV,8255170,777656,33959020,val_eb89_01197,val_eb89_01197,GOVeb801197,GOVT6759,1,1,0,0,1,43.33
2020-10-25,GOVLHNBS,GOVVGDUP,GOVVDPL0,GOVe7a76083b935,GOVOXLYG,GOVIHI5D,69952,395686316,4572957,val_eb89_01198,val_eb89_01198,GOVeb801198,GOVF35NV,1,1,1,0,1,88.59
2018-05-17,GOVNXTK9,GOV19SLA,GOV3KZJG,GOV2267232898e5,GOVPDQJ4,GOVWOQM8,3729034,513249,94039196,val_eb89_01199,val_eb89_01199,GOVeb801199,GOVCDY1M,0,1,1,0,0,35.15
2020-10-26,GOVFZHY6,GOVRM58S,GOVA5N3K,GOV7b47bfd2cf15,GOVXJUAU,GOVX9AJM,188141,360652,3946362,val_eb89_01200,val_eb89_01200,GOVeb801200,GOVHUK79,0,0,1,1,0,7.4
2020-09-10,GOVF68W2,GOVDMC5E,GOVZXV2I,GOVd1a43c3c35de,GOVNTO6D,GOV4QHWA,8100,2708918,57253570,val_eb89_01201,val_eb89_01201,GOVeb801201,GOVW2QLE,0,1,1,0,1,37.32
2020-04-01,GOVMBU8A,GOVZU9WD,GOV9N6ZC,GOV0662d0187a9c,GOVUUEGY,GOVNG9O8,269895145,611912575,654312,val_eb89_01202,val_eb89_01202,GOVeb801202,GOVS8H5H,1,0,0,1,1,7.92
2024-03-30,GOV3NXH9,GOVE8B6G,GOVVPZSF,GOV1dedec0c5a44,GOVG1AKT,GOVJU4GA,6550060,597931697,4595835,val_eb89_01203,val_eb89_01203,GOVeb801203,GOV1CPOL,0,1,0,1,0,80.7
2025-05-19,GOVWSYRD,GOV6XW02,GOVP7BPP,GOV973ed70e2663,GOVPBIX4,GOV8SPA7,642256292,416696,547011840,val_eb89_01204,val_eb89_01204,GOVeb801204,GOVTFQ7H,0,0,1,0,0,59.34
2025-03-29,GOVLSHTT,GOVHPTZQ,GOVOGZIY,GOV00fd1884bb12,GOVR41O3,GOVZE25O,351157054,82139,394172340,val_eb89_01205,val_eb89_01205,GOVeb801205,GOV93I0O,0,1,1,0,1,93.77
2026-02-17,GOV2TJ50,GOV2TSHM,GOVQYZUL,GOV28b729ff1bad,GOVL0FNN,GOVZNYX0,47082280,54345265,4156272,val_eb89_01206,val_eb89_01206,GOVeb801206,GOVKIRJ3,0,0,0,1,1,81.94
2022-10-19,GOVXYYBX,GOVWOVWH,GOVF4FCV,GOVbf01637a6a7b,GOVQ65EG,GOV1DYAV,444745439,52097933,47398595,val_eb89_01207,val_eb89_01207,GOVeb801207,GOV2N5I0,0,0,0,1,0,83.0
2019-03-05,GOVRD646,GOVFX5PQ,GOVLL6LK,GOV0e362c5b1076,GOV3TQU1,GOVBRDX1,4366132,324775,49373736,val_eb89_01208,val_eb89_01208,GOVeb801208,GOVPUMZ0,1,0,1,0,0,66.16
2020-09-27,GOVQ67IE,GOVNE375,GOVKX1PG,GOV5d808f0bd695,GOVSNT5X,GOV2RKX8,66643,6492697,44195335,val_eb89_01209,val_eb89_01209,GOVeb801209,GOVY2EDI,1,0,0,0,0,1.31
2018-12-08,GOVQJSEZ,GOVPQK73,GOVEBUTU,GOVc7670a46bcfa,GOVRUGIL,GOVEWDJD,6737234,382508,366963698,val_eb89_01210,val_eb89_01210,GOVeb801210,GOVL1C5X,1,1,0,1,1,33.33
2025-04-25,GOV1IONM,GOVRAC6G,GOVUSPZN,GOV63f733b750dc,GOV09FVD,GOVIZX50,669849,927943504,764141224,val_eb89_01211,val_eb89_01211,GOVeb801211,GOVXIYQL,0,0,1,0,1,47.04
2024-11-04,GOVIAGC9,GOVNK11T,GOV4Z0Y6,GOV519be79579f9,GOVIWWG6,GOVU8GQS,15200,541802353,222235,val_eb89_01212,val_eb89_01212,GOVeb801212,GOVE7M3X,1,0,1,0,0,28.11
2021-11-12,GOVTORV1,GOVWYKIG,GOV8BA7M,GOVe95ced76f386,GOVJOOKL,GOV2DQ6A,5432149,54012474,376089,val_eb89_01213,val_eb89_01213,GOVeb801213,GOVSRYC3,0,1,0,0,1,98.01
2023-06-27,GOV45MTG,GOVEZ6CA,GOVK60ZF,GOV82428348a9d9,GOV82KWQ,GOV4CXGU,501905,36870,4806521,val_eb89_01214,val_eb89_01214,GOVeb801214,GOV7SCF5,0,0,0,1,1,25.74
2023-03-08,GOVBDK6H,GOVIQLLQ,GOVUBA6R,GOV1011d7757956,GOVF2P9G,GOV5RJR9,66529814,259035211,816161,val_eb89_01215,val_eb89_01215,GOVeb801215,GOV40QPA,1,0,0,1,0,77.22
2024-11-26,GOVW9YZL,GOVZSRIC,GOVPP61Y,GOV0472959b562f,GOV9KRNU,GOVBTN0A,3326465,6699536,485202,val_eb89_01216,val_eb89_01216,GOVeb801216,GOV2UN88,0,1,0,0,0,47.99
2023-09-24,GOVEBQ2N,GOVBBFSN,GOVFTBX3,GOV062d582b4a7a,GOVHPRIH,GOVX5XJ0,618221,547847,67201,val_eb89_01217,val_eb89_01217,GOVeb801217,GOV2N5JN,1,0,1,1,0,56.23
2020-10-05,GOVAEK4X,GOV9J7HU,GOVFNIBR,GOV3e46a6b7f14c,GOVWEIWT,GOVJKQY4,57756,4418303,723136,val_eb89_01218,val_eb89_01218,GOVeb801218,GOVFFS5O,1,1,1,1,1,39.19
2021-01-23,GOVYNW78,GOV5OQM8,GOVBHETL,GOV617f728aa8e6,GOVZVTXC,GOVTCDW9,5122923,51744359,41854,val_eb89_01219,val_eb89_01219,GOVeb801219,GOV3JIOL,0,1,0,1,0,11.77
2021-05-09,GOVZV091,GOVITWK3,GOVHA97G,GOV0cc3f75ccb17,GOVDCQJQ,GOVZC1ME,316397,54155448,314179706,val_eb89_01220,val_eb89_01220,GOVeb801220,GOVIONJ6,1,1,1,0,0,33.54
2022-12-06,GOVKJDHC,GOVP5LMO,GOVA6TK4,GOVf283c961a02f,GOVLUCIV,GOVKPVBK,2739153,36277571,61329,val_eb89_01221,val_eb89_01221,GOVeb801221,GOVQOSXN,1,0,1,1,0,90.43
2022-12-28,GOVLO8Z2,GOVLLXVP,GOV3RMR5,GOV34859d2055c9,GOVZWY71,GOVWIAK9,628435643,35061,47027639,val_eb89_01222,val_eb89_01222,GOVeb801222,GOV6444D,0,0,1,0,0,4.05
2020-10-02,GOVYT2Z2,GOVSXJLN,GOVT2W78,GOV0323d41e8943,GOVWLNNY,GOV76P37,4553784,4887002,64741419,val_eb89_01223,val_eb89_01223,GOVeb801223,GOV0GJSO,1,1,1,0,0,90.81
2021-09-03,GOVT62L2,GOVX4P51,GOVKP2LR,GOV93fe5b250a7b,GOVVY6JK,GOVEI4MW,582749,27002,6000476,val_eb89_01224,val_eb89_01224,GOVeb801224,GOV3UP5G,0,1,0,1,1,51.0
2018-11-17,GOVIFFHQ,GOV8GEA8,GOV0FP1L,GOVeaae554e4499,GOV3ARX0,GOVBD7MI,8724,796991059,597951472,val_eb89_01225,val_eb89_01225,GOVeb801225,GOV819N0,0,0,0,0,0,32.77
2022-12-14,GOVX2IAD,GOVR6C1T,GOVEUVSG,GOVc16b8e889c5c,GOVCFAMC,GOVNTU13,49684,10520,5412058,val_eb89_01226,val_eb89_01226,GOVeb801226,GOVUGXVW,1,0,1,0,0,55.93
2018-05-30,GOVDXMZO,GOVIHHBP,GOVGK0WA,GOVd53a16202d0a,GOVXXG3V,GOVYPI3X,473359731,37223,39756,val_eb89_01227,val_eb89_01227,GOVeb801227,GOV49HL6,1,1,1,1,1,70.66
2025-10-13,GOVXR39V,GOV7CFWH,GOV6QLH9,GOV281ac9d4c7f3,GOV0415A,GOV6GGVZ,4384451,63301,808400836,val_eb89_01228,val_eb89_01228,GOVeb801228,GOV71797,0,0,0,0,0,32.08
2023-10-26,GOVONMLA,GOVH5Q4W,GOVPAIH0,GOV29c24dee6448,GOV6JCQ3,GOVXLVOK,69785,770315,44758,val_eb89_01229,val_eb89_01229,GOVeb801229,GOV75BX5,1,0,1,1,1,7.53
2022-08-04,GOVYO4PK,GOV0QX2B,GOV34FQ7,GOVb8dd7cd74cbf,GOVH9NHS,GOVNTAD8,6940243,61475,460151,val_eb89_01230,val_eb89_01230,GOVeb801230,GOVL6ASY,0,0,1,0,1,93.91
2018-12-08,GOVN3BXT,GOV7B0UI,GOVJ4OVI,GOV36d9d6142c37,GOVJZCLR,GOVODSD5,736802,779543026,53271,val_eb89_01231,val_eb89_01231,GOVeb801231,GOVVJ7Z7,1,0,0,0,0,87.48
2023-03-18,GOVVDGQ8,GOV1D57I,GOVD5912,GOV6a03dbce7cbd,GOVTUZWB,GOV4TZGT,46962650,45420447,506780798,val_eb89_01232,val_eb89_01232,GOVeb801232,GOVVRNBU,0,1,1,0,1,13.59
2020-04-10,GOVEKNC0,GOVKNDEM,GOVZYMQI,GOV4cfa37821cb6,GOVNFJFM,GOVEKSDJ,105074,869540,56004250,val_eb89_01233,val_eb89_01233,GOVeb801233,GOVVM0F0,0,1,0,1,0,44.43
2025-10-06,GOVQDB13,GOVYCBBY,GOVP2MRB,GOV3e4459b17cc1,GOVD225G,GOV1TKAU,354196,867292,112596,val_eb89_01234,val_eb89_01234,GOVeb801234,GOVZ03PF,0,1,0,0,1,74.14
2022-02-17,GOV2ZZWK,GOV79EAU,GOVT3KSM,GOV5a8840f228f2,GOVZKD0O,GOV7TOA8,36614070,624058,3308867,val_eb89_01235,val_eb89_01235,GOVeb801235,GOVC2YMP,1,0,1,0,0,49.04
2021-08-25,GOVTL4F2,GOVLFUF0,GOVHSI8T,GOVcb8e6c1b6ff4,GOV1OYTJ,GOVW64ST,9331440,3155407,602046,val_eb89_01236,val_eb89_01236,GOVeb801236,GOVQZU1Q,1,0,0,1,1,89.41
2021-07-31,GOVD5V9K,GOVEZF83,GOV5B12A,GOV2d10e930b647,GOV7NY94,GOV8LJF6,35704,55686,24182,val_eb89_01237,val_eb89_01237,GOVeb801237,GOVIAFXR,1,1,0,0,0,97.43
2018-06-21,GOVJHUEX,GOVAQ6XE,GOVSHRNA,GOV0677fa634647,GOVP24EO,GOVN6X5M,7317646,5635615,5067532,val_eb89_01238,val_eb89_01238,GOVeb801238,GOVBN8RP,0,0,1,0,1,99.61
2025-12-14,GOVTQ8L1,GOV3ZPRU,GOVHK6TS,GOV925e6ce8eaee,GOVN4MS9,GOVK0SRA,29404,486274,21888,val_eb89_01239,val_eb89_01239,GOVeb801239,GOVLBFK0,0,0,1,0,1,54.38
2025-05-28,GOVDO2YB,GOVJNYMS,GOV5ACDC,GOVc97905a2362c,GOVBVCKE,GOVT272J,421025,75333,86964247,val_eb89_01240,val_eb89_01240,GOVeb801240,GOVCXEM8,0,0,0,1,0,11.63
2018-08-28,GOVRLIY6,GOVC8FYU,GOVE021A,GOV606b9f11b60a,GOVYATI3,GOVWZNVX,14158625,64760,68280,val_eb89_01241,val_eb89_01241,GOVeb801241,GOV1I6UB,0,1,1,1,1,43.37
2021-02-03,GOVLZLQ4,GOV2I1WE,GOV698V8,GOV0b47111a27ba,GOVIWTL9,GOV1U9SC,605909,5225780,414771880,val_eb89_01242,val_eb89_01242,GOVeb801242,GOVU55F5,1,1,0,0,0,38.26
2024-11-30,GOVR7R3J,GOV55NN9,GOVGLO50,GOV63058f7661e3,GOV5QOE5,GOV5XDHK,328586,611848,86014148,val_eb89_01243,val_eb89_01243,GOVeb801243,GOVYGJEZ,1,1,0,0,1,49.66
2023-05-18,GOVWLXBO,GOV6B52G,GOVZ8GRT,GOV8c960df858b9,GOV98HWF,GOVE60TS,292605,51822,571344,val_eb89_01244,val_eb89_01244,GOVeb801244,GOVOPKBB,1,1,0,0,0,57.78
2021-05-18,GOVLHJMJ,GOVB7BOQ,GOV7TRU9,GOV0a692e86224f,GOV0LPPP,GOV8RU4H,757475,24816,654115,val_eb89_01245,val_eb89_01245,GOVeb801245,GOVLLC7C,1,0,1,0,0,51.64
2023-09-01,GOV4HZ0Z,GOVGPEDT,GOV4WOKR,GOVb87704fee073,GOVL3EB6,GOVVVFJ1,5166490,1410080,754568,val_eb89_01246,val_eb89_01246,GOVeb801246,GOVHBYYG,1,0,0,1,0,24.29
2019-08-09,GOVYZFW7,GOVY3893,GOVXYUNN,GOVdedfb290d29e,GOV66I84,GOV5PTJD,722055916,26400541,410383984,val_eb89_01247,val_eb89_01247,GOVeb801247,GOVVTVSL,1,1,0,1,0,67.82
2021-09-24,GOVQ4AW2,GOVK4YXY,GOVSINHF,GOVe480d76f5507,GOVGLVIY,GOVPVK6J,37899300,197217,700981,val_eb89_01248,val_eb89_01248,GOVeb801248,GOVK7EP8,0,1,1,0,0,66.91
2024-05-19,GOVZGB29,GOVCN9J0,GOVFTVWO,GOVa2db17f302bd,GOV2NRJ9,GOV2U561,29454962,625586197,38098458,val_eb89_01249,val_eb89_01249,GOVeb801249,GOVUWQU3,0,0,1,0,0,26.5
2021-03-10,GOVQTCIK,GOV9WLG1,GOV7EOZX,GOV36eb6728b629,GOVPN7RV,GOV87F2U,7514,609730,28568,val_eb89_01250,val_eb89_01250,GOVeb801250,GOV5XAQJ,0,0,0,0,0,10.11
2024-04-12,GOVU7TJB,GOVFQKL6,GOVYFSMY,GOVf3706876085b,GOV10A0O,GOVVIC9D,51148992,56280,6521870,val_eb89_01251,val_eb89_01251,GOVeb801251,GOVIS9S1,0,1,1,0,0,4.63
2022-09-27,GOV1VX2U,GOVJ5FHI,GOVI4WEF,GOV9090923af047,GOVLTYTW,GOV8DKPX,62682005,301319016,88191471,val_eb89_01252,val_eb89_01252,GOVeb801252,GOVKAQLU,0,1,1,1,1,79.39
2020-11-25,GOVHY0BN,GOVU2QSE,GOV8LY17,GOV280cf39d08ec,GOVFKFX5,GOVC701Y,346930,502219977,331395,val_eb89_01253,val_eb89_01253,GOVeb801253,GOVOMI3B,1,1,0,1,0,69.91
2020-06-25,GOV51QTE,GOVDXSIN,GOV45MM7,GOVb6130851fe04,GOVN4TBY,GOVUCVOD,72749630,58379851,4657868,val_eb89_01254,val_eb89_01254,GOVeb801254,GOV3O6WJ,0,1,1,1,1,42.2
2018-02-09,GOVDWUEE,GOVAPTB3,GOVHTXR1,GOVabb47dd3e5c9,GOV7450T,GOVE1YNW,429465363,4994984,22228,val_eb89_01255,val_eb89_01255,GOVeb801255,GOVWA1ZP,0,1,1,0,1,3.74
2024-05-20,GOVYEB46,GOVHZGQW,GOV1WKU7,GOVc3d43973a9b1,GOVA8W27,GOVTX573,561849449,6947052,4527211,val_eb89_01256,val_eb89_01256,GOVeb801256,GOVVNS1S,1,0,1,0,1,79.6
2020-08-13,GOV00R4W,GOV26A5R,GOVA22HR,GOV751f4fcdddd9,GOVNFKLJ,GOVO8PIB,165716179,51988,763233,val_eb89_01257,val_eb89_01257,GOVeb801257,GOV2CKIC,0,0,0,0,0,41.83
2022-05-25,GOV33H4A,GOV55V9N,GOVRAU45,GOV7decfa69dccb,GOVKYV5Q,GOVH1T5A,335302361,4186717,5755598,val_eb89_01258,val_eb89_01258,GOVeb801258,GOVATECE,1,1,1,0,0,70.44
2022-08-31,GOVYMR3W,GOVXVR6K,GOV0X74G,GOV8b581a14ffec,GOVD0YD5,GOVYBIAM,601381,83304,39434,val_eb89_01259,val_eb89_01259,GOVeb801259,GOV4UCFV,0,1,1,1,1,24.04
2023-10-09,GOV2CTF6,GOVDB567,GOVVTNIZ,GOV7410676ad553,GOVURZA5,GOVFXXGH,358460,79838,198576,val_eb89_01260,val_eb89_01260,GOVeb801260,GOVLI72Q,1,1,0,1,1,45.53
2024-01-17,GOVAJYIC,GOV429GX,GOV3FAJG,GOV27364f038612,GOVFWVNA,GOVL241T,503481,873856090,82813,val_eb89_01261,val_eb89_01261,GOVeb801261,GOVFP3E0,1,1,1,0,0,98.59
2019-04-21,GOV7D739,GOV236ZX,GOVAUADB,GOVa196b1df5766,GOVYGGSG,GOVZJZG7,8003625,9326729,47066,val_eb89_01262,val_eb89_01262,GOVeb801262,GOVRLW09,1,0,0,0,1,47.42
2022-09-04,GOVS54H8,GOVI27LV,GOVTOUE5,GOV918c7b2f6717,GOVHHT4S,GOV0HDN9,374592595,685197,34346,val_eb89_01263,val_eb89_01263,GOVeb801263,GOVA4D7X,1,0,0,0,0,20.95
2019-09-27,GOV9M0SF,GOVNFGCR,GOV8VOT0,GOV9ee46db44c81,GOVR4SMC,GOV7WBFC,33742779,578874547,339964485,val_eb89_01264,val_eb89_01264,GOVeb801264,GOVQICC6,1,0,1,0,1,13.47
2022-10-15,GOVD5LXA,GOV6MMAT,GOVEL37B,GOVd7e4e59d1910,GOV60ETD,GOVLP3UR,71647,57574193,41281688,val_eb89_01265,val_eb89_01265,GOVeb801265,GOV7I8C5,1,0,0,1,1,67.11
2023-03-13,GOVY4K6I,GOV8WEAM,GOVX2MAJ,GOV7ad48890f6b5,GOVDXOWQ,GOV2SYDJ,19422003,5585482,146480807,val_eb89_01266,val_eb89_01266,GOVeb801266,GOV0UDB0,1,0,1,0,0,77.55
2018-08-05,GOVN1OFK,GOV6WCS5,GOV67CNI,GOV7cd3417dd03e,GOVU0A2U,GOVFKRFM,12896587,486798,644823668,val_eb89_01267,val_eb89_01267,GOVeb801267,GOVDWVMS,0,0,0,1,1,77.35
2022-06-30,GOVUV09Q,GOV92AIZ,GOVV9235,GOV4d5538307820,GOVQRHFO,GOVSUCZM,51750,453975248,613729297,val_eb89_01268,val_eb89_01268,GOVeb801268,GOV6HD43,1,0,0,1,0,52.85
2022-07-07,GOVUKY6U,GOV451RE,GOVPYK6W,GOV4e045aec5541,GOV6502B,GOVRSR82,658796,519045139,79716432,val_eb89_01269,val_eb89_01269,GOVeb801269,GOV8F90S,1,0,0,1,0,56.77
2022-06-10,GOV8W4VW,GOV29D61,GOVED0B3,GOV565745d1d103,GOVOU7ED,GOVAZXZI,317523270,847159,404712176,val_eb89_01270,val_eb89_01270,GOVeb801270,GOVTEN5A,1,1,0,0,1,4.75
2020-01-12,GOVWOGO7,GOVO9KUB,GOVTHEPK,GOVcda063d185f5,GOVVU0AY,GOV12PBX,24119417,301835237,7548570,val_eb89_01271,val_eb89_01271,GOVeb801271,GOVWHYZ8,1,0,1,1,0,13.87
2022-06-27,GOVMIYN4,GOV0X5QO,GOVGSQRM,GOVe6d26aefa1f4,GOVSDLUL,GOVKM431,578500050,304604177,174401296,val_eb89_01272,val_eb89_01272,GOVeb801272,GOVSFLAJ,1,1,1,1,1,24.17
2021-03-24,GOVDAL77,GOVDGD7N,GOVBN5FJ,GOVbc2ca49ead30,GOVHRIGM,GOVGUJUD,65076628,4780526,3177318,val_eb89_01273,val_eb89_01273,GOVeb801273,GOVU6SD8,1,1,1,0,1,24.18
2019-01-04,GOVUY27F,GOV5S8CI,GOVG44OI,GOV88036dc61705,GOVWOYGD,GOVHOQA9,619792413,451947,735086617,val_eb89_01274,val_eb89_01274,GOVeb801274,GOVJKJCM,1,1,1,0,0,78.9
2021-06-14,GOV24PUU,GOV2XF5F,GOV1PI25,GOV7f1172e585fa,GOVONNYN,GOVBSO9S,76524,49180,5031681,val_eb89_01275,val_eb89_01275,GOVeb801275,GOVKJSQP,0,0,1,1,0,52.76
2023-12-13,GOVM8UQ6,GOVBFEC2,GOV7VJJK,GOV37b3763cd15d,GOVUVGWA,GOVNBXA3,499113,3200785,28717,val_eb89_01276,val_eb89_01276,GOVeb801276,GOVBB32W,1,1,0,0,0,18.98
2018-07-20,GOV095PZ,GOVSL37I,GOVKZCWB,GOV7bc47d7fed55,GOV3ECC3,GOVKJZFJ,726839068,52404,4797636,val_eb89_01277,val_eb89_01277,GOVeb801277,GOVM1HOF,0,1,1,1,0,30.64
2023-10-14,GOV19R9D,GOVR2DD5,GOVRC6HE,GOV482489820c63,GOVU22KF,GOVPQYT7,488683472,78015,33608485,val_eb89_01278,val_eb89_01278,GOVeb801278,GOV5WHV5,1,0,0,1,0,49.14
2023-04-28,GOV0A42D,GOVHAVY5,GOVT3YE8,GOV797d4331e232,GOVPG7BT,GOVT532N,821227277,58018,8925783,val_eb89_01279,val_eb89_01279,GOVeb801279,GOVC8EM7,1,0,0,1,1,62.48
2021-01-13,GOVY78CR,GOVIBHEC,GOVX08AL,GOVb7170a345d8b,GOVES2VV,GOV0TGKT,6690895,57036649,596338681,val_eb89_01280,val_eb89_01280,GOVeb801280,GOVXHCM8,0,1,1,0,1,85.86
2024-07-24,GOVFTGEZ,GOVC0H74,GOVYY2I6,GOVf004e49cca31,GOV34S0T,GOVHH6QC,794634,447525,33820490,val_eb89_01281,val_eb89_01281,GOVeb801281,GOVX8UAW,1,1,0,1,0,58.63
2023-07-05,GOVSDVQP,GOVYOOTP,GOV0LX5E,GOV5a7d2f91b227,GOV1EJ09,GOVIFPAQ,693635,939033,421856239,val_eb89_01282,val_eb89_01282,GOVeb801282,GOVY7HF7,1,1,0,0,0,58.88
2021-08-16,GOVC5V6D,GOV9W6M3,GOVM4QB5,GOV7f7ee007de9a,GOVRGLDK,GOV2LS7Y,49621361,594962,82981,val_eb89_01283,val_eb89_01283,GOVeb801283,GOV7M63Z,0,0,1,0,1,12.1
2019-09-18,GOVNIEMQ,GOVZU4FT,GOV1RIO2,GOV830f38c541f3,GOVDXVWT,GOV6MXKK,55017,718551527,61307087,val_eb89_01284,val_eb89_01284,GOVeb801284,GOVNLGFE,0,1,0,1,1,9.31
2021-05-05,GOV13SYV,GOV986QO,GOVITEFQ,GOV50acd174c0d3,GOVTM7AT,GOVU0NHU,74562,73407992,1448258,val_eb89_01285,val_eb89_01285,GOVeb801285,GOVL7IDH,1,0,0,0,0,34.21
2020-04-12,GOV1MEKA,GOVFJV0B,GOVP2N0Y,GOV7c3575e43609,GOVNVN82,GOVC79Z1,4361491,28940210,181837,val_eb89_01286,val_eb89_01286,GOVeb801286,GOV9X9QA,1,0,0,0,1,40.17
2023-02-15,GOV7VTPT,GOVOWIKW,GOVCBHAR,GOVb0e1b9eeecc8,GOVU5MM0,GOVQ92MH,61496591,4946441,3316238,val_eb89_01287,val_eb89_01287,GOVeb801287,GOVT9UFJ,0,1,0,1,1,43.7
2024-09-01,GOVFBWZ9,GOVWP6WD,GOVEESI1,GOVa6eca30b0008,GOVU889L,GOVC7M8M,505406,81677927,6704413,val_eb89_01288,val_eb89_01288,GOVeb801288,GOV1C4AK,1,0,0,0,1,29.38
2018-03-08,GOVR4915,GOVEKX4L,GOVWMNLT,GOVf938b315c088,GOVAGT8D,GOVXNLOI,292778,4100554,70439,val_eb89_01289,val_eb89_01289,GOVeb801289,GOVF553C,0,1,0,0,1,85.82
2021-12-11,GOV0GYBN,GOVTVSGG,GOVRSJ0D,GOVcbc61d527511,GOVUY55V,GOVT8D61,561618,399002320,448759722,val_eb89_01290,val_eb89_01290,GOVeb801290,GOVL18CP,1,1,1,0,1,93.95
