edu_hiedpath_term_code,edu_hiedpath_institution_ipeds_id,edu_hiedpath_program_cip_code,edu_hiedpath_student_level,edu_hiedpath_entry_status,edu_hiedpath_credits_attempted,edu_hiedpath_credits_completed,edu_hiedpath_gpa_term,edu_hiedpath_retention_next_term_flag,edu_hiedpath_transfer_out_flag,edu_hiedpath_completion_award_type,edu_hiedpath_time_to_degree_months,edu_hiedpath_student_debt_at_completion,edu_hiedpath_pell_grant_recipient_flag,edu_hiedpath_first_generation_flag,edu_hiedpath_online_course_load_pct,edu_hiedpath_internship_participation_flag,edu_hiedpath_postgrad_employment_rate,edu_hiedpath_median_earnings_1yr,edu_hiedpath_median_earnings_5yr
2014FA,101215,37.3592,UNDERGRAD,TRANSFER_IN,9,8,3.66,1,0,MASTER,72,10375,0,0,30.34,1,83.67,49351,81873
2025SU,101216,40.3686,UNDERGRAD,TRANSFER_IN,5,4,3.76,1,0,BACHELOR,67,23721,0,1,46.76,1,71.0,83719,88211
2023SP,101217,50.3233,UNDERGRAD,CONTINUING,15,13,3.62,0,0,CERTIFICATE,69,11855,1,0,47.57,0,47.18,57706,100919
2024FA,101218,18.1816,UNDERGRAD,FIRST_TIME,7,6,2.34,0,0,MASTER,22,48313,0,0,35.86,0,74.68,55279,76228
2022SU,101219,47.9945,UNDERGRAD,CONTINUING,3,3,1.53,1,0,MASTER,78,34216,1,0,53.24,0,84.75,74412,129288
2020SU,101220,17.4621,UNDERGRAD,FIRST_TIME,14,10,1.83,0,0,MASTER,31,22209,0,0,13.47,1,87.58,49479,99006
2017SU,101221,47.9803,UNDERGRAD,FIRST_TIME,15,14,2.8,1,0,BACHELOR,69,82581,0,0,63.37,0,97.9,63399,88479
2013FA,101222,14.1997,GRAD,CONTINUING,12,10,3.85,1,0,BACHELOR,58,50088,1,0,23.17,0,75.22,65346,105154
2015SU,101223,34.0958,CERT,CONTINUING,5,4,2.78,1,1,BACHELOR,21,43713,1,1,12.71,0,87.36,41905,64474
2023SP,101224,05.4895,UNDERGRAD,FIRST_TIME,16,13,2.24,1,0,CERTIFICATE,22,73519,1,1,34.64,0,90.41,59675,119010
2022FA,101225,40.7608,UNDERGRAD,FIRST_TIME,3,3,3.4,0,0,MASTER,28,34325,0,0,44.48,0,68.95,45422,103961
2018WI,101226,40.5654,GRAD,FIRST_TIME,5,4,2.45,1,1,BACHELOR,33,89497,0,1,58.87,1,96.29,34942,38315
2018WI,101227,34.6076,UNDERGRAD,FIRST_TIME,3,2,3.43,1,0,MASTER,83,85953,0,0,53.91,0,65.24,24666,28369
2015SP,101228,46.5787,UNDERGRAD,CONTINUING,4,3,2.59,0,0,NONE,37,33176,0,0,34.63,1,72.15,52891,61636
2013FA,101229,44.7629,GRAD,FIRST_TIME,13,13,2.38,1,0,BACHELOR,87,10218,0,0,55.02,0,88.11,58084,83639
2013WI,101230,38.2925,UNDERGRAD,FIRST_TIME,3,2,2.42,1,1,BACHELOR,35,34546,0,0,4.57,0,70.66,86437,132524
2017FA,101231,36.6410,UNDERGRAD,CONTINUING,8,7,1.97,1,0,BACHELOR,6,64602,1,1,34.62,0,96.97,58979,114317
2019SP,101232,13.6972,UNDERGRAD,REENTRY,18,17,3.34,1,0,NONE,50,66427,1,1,98.41,0,78.8,86709,142697
2024SU,101233,05.5829,UNDERGRAD,FIRST_TIME,6,5,2.07,1,1,BACHELOR,25,86675,0,1,5.61,1,53.88,23640,76459
2025FA,101234,50.7407,UNDERGRAD,REENTRY,17,13,2.27,1,0,BACHELOR,84,80221,0,0,29.77,0,69.1,29781,32513
2014SP,101235,20.0512,GRAD,FIRST_TIME,17,12,2.41,1,0,DOCTORAL,95,11282,0,0,21.33,0,58.76,36056,41592
2018WI,101236,17.4947,UNDERGRAD,TRANSFER_IN,18,16,3.59,1,0,BACHELOR,70,72532,1,1,33.18,1,90.83,91083,124825
2019SU,101237,17.4030,UNDERGRAD,TRANSFER_IN,5,4,3.77,0,1,DOCTORAL,95,22760,0,1,29.5,1,85.23,45663,105801
2020WI,101238,15.0462,GRAD,CONTINUING,11,9,3.7,1,0,BACHELOR,81,13450,1,0,70.87,0,77.26,23134,65285
2015SU,101239,20.4180,UNDERGRAD,TRANSFER_IN,12,12,3.35,0,0,DOCTORAL,72,24733,0,0,58.13,1,88.59,72497,76551
2023SP,101240,34.5686,GRAD,TRANSFER_IN,12,10,3.2,1,1,CERTIFICATE,8,8768,1,0,16.44,0,60.91,28456,41469
2024FA,101241,23.2252,CERT,TRANSFER_IN,14,11,2.11,1,0,BACHELOR,13,41143,0,0,34.31,1,71.28,26785,58406
2019WI,101242,36.7934,UNDERGRAD,FIRST_TIME,15,12,2.56,0,0,BACHELOR,13,14465,0,0,0.44,1,82.96,38924,57149
2021FA,101243,39.4723,GRAD,FIRST_TIME,9,8,2.38,0,0,ASSOCIATE,78,79960,1,0,88.05,0,47.79,24721,76798
2013FA,101244,47.7384,UNDERGRAD,TRANSFER_IN,18,18,3.31,1,0,CERTIFICATE,67,74134,1,0,42.8,0,80.76,93392,103506
2018FA,101245,31.5117,UNDERGRAD,CONTINUING,9,7,3.23,1,1,MASTER,25,34211,0,0,3.0,1,64.02,47364,80001
2018WI,101246,06.0209,UNDERGRAD,FIRST_TIME,9,6,2.47,1,0,MASTER,96,41159,0,0,57.66,0,86.54,82596,130260
2013FA,101247,36.7758,UNDERGRAD,FIRST_TIME,10,9,2.69,1,0,MASTER,91,27380,1,1,93.04,0,69.67,59626,81081
2013WI,101248,30.2511,UNDERGRAD,FIRST_TIME,12,10,3.84,1,0,CERTIFICATE,69,10913,1,0,23.17,0,84.98,67845,90689
2019SU,101249,39.2472,UNDERGRAD,CONTINUING,15,15,2.38,1,0,BACHELOR,20,46261,0,0,97.6,1,93.7,20563,46526
2020WI,101250,13.3537,UNDERGRAD,TRANSFER_IN,17,14,3.92,1,0,CERTIFICATE,18,89530,1,0,20.81,0,78.72,67269,92727
2023FA,101251,11.4018,UNDERGRAD,CONTINUING,16,15,2.26,1,0,NONE,65,70233,0,1,89.49,0,47.12,64442,92559
2025WI,101252,53.1731,GRAD,CONTINUING,15,11,1.64,0,0,BACHELOR,50,18184,1,1,20.56,1,45.02,28386,61972
2022WI,101253,25.2412,GRAD,TRANSFER_IN,7,6,3.34,1,0,ASSOCIATE,88,27479,1,0,33.33,0,82.54,20275,34090
2013SU,101254,41.9302,CERT,CONTINUING,14,11,1.68,1,0,DOCTORAL,92,40868,0,0,85.99,1,47.58,76092,124920
2019WI,101255,52.6659,UNDERGRAD,TRANSFER_IN,17,12,3.72,1,0,MASTER,81,75574,1,1,48.76,1,74.1,82264,118141
2020WI,101256,17.2931,UNDERGRAD,TRANSFER_IN,11,10,3.95,1,0,CERTIFICATE,95,89505,1,1,28.17,0,54.63,59574,114602
2024SP,101257,48.1842,GRAD,FIRST_TIME,6,5,1.67,1,0,ASSOCIATE,89,65039,1,1,65.31,0,71.36,76776,93283
2018SU,101258,21.5722,UNDERGRAD,TRANSFER_IN,5,5,3.15,0,0,BACHELOR,15,43583,0,0,55.34,1,60.99,60150,65975
2023SU,101259,06.7959,UNDERGRAD,REENTRY,13,10,3.58,1,0,CERTIFICATE,95,61864,1,0,51.07,0,52.26,65889,102446
2012FA,101260,45.1371,CERT,TRANSFER_IN,7,5,2.88,1,0,NONE,8,18772,1,1,85.61,0,61.81,55552,87255
2018SU,101261,46.7396,UNDERGRAD,CONTINUING,8,8,2.8,1,0,BACHELOR,55,29988,0,1,92.69,1,84.01,56282,120874
2023SP,101262,07.5734,CERT,CONTINUING,8,6,1.79,1,0,ASSOCIATE,48,66828,0,0,41.07,1,53.7,37318,60388
2020SP,101263,54.8583,GRAD,TRANSFER_IN,15,15,2.11,1,0,MASTER,28,38702,0,0,60.43,0,61.91,79309,89243
2023SU,101264,46.7330,UNDERGRAD,FIRST_TIME,10,9,3.98,1,0,CERTIFICATE,24,76810,0,0,0.17,0,78.88,50676,61663
2021FA,101265,33.2666,UNDERGRAD,TRANSFER_IN,4,4,1.61,1,0,BACHELOR,70,11599,0,0,83.92,1,92.31,27729,30260
2012SU,101266,45.1653,UNDERGRAD,FIRST_TIME,10,7,2.45,0,1,MASTER,68,44177,0,1,95.17,1,62.77,59510,111903
2014FA,101267,49.1245,CERT,CONTINUING,15,15,1.98,1,0,CERTIFICATE,59,58486,0,1,97.21,1,49.28,94514,150689
2012FA,101268,11.9433,GRAD,CONTINUING,8,8,2.36,1,0,BACHELOR,74,17505,0,1,73.06,1,61.08,93179,134495
2018SU,101269,44.7391,UNDERGRAD,CONTINUING,13,9,2.58,1,0,DOCTORAL,64,67154,1,1,52.78,1,48.79,66606,72822
2015FA,101270,02.6084,GRAD,REENTRY,4,3,2.56,1,0,NONE,16,57485,1,1,45.53,1,88.39,26614,37028
2019WI,101271,17.5476,UNDERGRAD,CONTINUING,18,17,1.53,1,1,BACHELOR,46,40592,1,1,50.96,1,70.62,21045,83180
2024SU,101272,08.6948,UNDERGRAD,CONTINUING,9,6,2.27,1,0,ASSOCIATE,73,82178,0,0,48.41,0,93.38,25499,67806
2020WI,101273,15.4319,GRAD,FIRST_TIME,13,11,3.59,1,0,NONE,52,11097,0,1,50.39,1,84.65,68236,73738
2013SP,101274,24.1245,UNDERGRAD,CONTINUING,10,9,2.67,1,0,BACHELOR,62,38609,0,0,49.25,0,58.02,85015,131679
2017SU,101275,48.9647,GRAD,REENTRY,13,10,2.66,1,0,BACHELOR,11,52173,0,0,72.06,0,71.89,23701,83903
2025FA,101276,26.5299,UNDERGRAD,FIRST_TIME,5,5,2.45,1,0,NONE,73,12147,1,0,8.47,1,73.54,38701,100644
2020WI,101277,35.9430,UNDERGRAD,TRANSFER_IN,14,10,2.12,1,0,CERTIFICATE,42,7745,1,0,0.4,0,45.87,74919,88052
2014SU,101278,05.5550,CERT,REENTRY,5,5,3.0,1,1,BACHELOR,65,15790,1,0,81.05,0,51.0,64219,128728
2016WI,101279,36.7642,CERT,REENTRY,18,17,2.88,1,0,ASSOCIATE,35,13606,0,0,81.66,0,71.71,24326,43607
2021SU,101280,02.8660,UNDERGRAD,TRANSFER_IN,7,6,3.02,0,0,CERTIFICATE,53,88172,0,0,90.72,0,48.29,46815,100763
2015FA,101281,18.9579,UNDERGRAD,REENTRY,12,9,1.72,1,0,ASSOCIATE,28,66437,0,1,56.93,1,69.77,84842,149825
2017WI,101282,51.6147,UNDERGRAD,TRANSFER_IN,18,14,1.85,1,0,DOCTORAL,35,7812,0,0,27.98,1,70.56,60010,91537
2013SU,101283,53.3146,UNDERGRAD,FIRST_TIME,7,6,2.0,1,0,BACHELOR,13,9831,0,0,20.89,0,96.29,66056,80683
2012FA,101284,28.7644,GRAD,CONTINUING,16,14,2.48,1,0,NONE,38,2625,1,1,97.25,0,72.5,93269,158001
2025SP,101285,05.0838,UNDERGRAD,CONTINUING,10,8,1.83,1,0,CERTIFICATE,77,32780,0,0,95.46,0,74.0,88190,112365
2022FA,101286,26.0521,UNDERGRAD,FIRST_TIME,15,13,1.6,1,0,BACHELOR,96,47762,0,1,74.59,1,75.96,64732,74145
2013WI,101287,22.7314,UNDERGRAD,CONTINUING,13,12,2.07,1,0,ASSOCIATE,84,78245,0,0,20.23,1,73.59,84470,108696
2022WI,101288,11.4135,UNDERGRAD,TRANSFER_IN,14,11,2.91,1,0,MASTER,76,14272,0,0,12.32,1,76.05,35785,71379
2017FA,101289,32.6103,UNDERGRAD,FIRST_TIME,7,6,2.43,1,0,ASSOCIATE,14,29825,0,1,16.79,1,45.42,27655,78482
2020WI,101290,46.7644,UNDERGRAD,FIRST_TIME,17,14,3.09,0,0,NONE,65,35398,0,1,43.32,1,52.02,86643,111885
2022SU,101291,43.0849,UNDERGRAD,CONTINUING,14,12,2.19,1,0,ASSOCIATE,30,21404,1,0,96.66,0,57.93,52950,68903
2023WI,101292,25.4929,UNDERGRAD,REENTRY,8,7,3.17,1,0,CERTIFICATE,82,6380,0,0,81.01,1,60.23,65216,109621
2014FA,101293,36.1762,UNDERGRAD,CONTINUING,12,12,1.51,1,0,BACHELOR,7,61267,1,1,11.46,1,96.0,19400,47087
2019FA,101294,15.7339,UNDERGRAD,CONTINUING,15,13,2.19,1,0,BACHELOR,69,16380,0,0,68.72,0,67.77,80746,112791
2012WI,101295,52.5325,GRAD,FIRST_TIME,8,6,1.57,1,0,ASSOCIATE,87,19086,0,0,30.22,1,76.84,47267,87307
2017FA,101296,18.0732,UNDERGRAD,TRANSFER_IN,3,2,2.59,1,0,DOCTORAL,42,1886,0,0,66.45,1,75.39,88247,124893
2016WI,101297,08.1409,GRAD,FIRST_TIME,10,8,1.88,1,0,ASSOCIATE,43,48610,1,0,6.1,1,82.98,27887,89827
2023FA,101298,15.0204,UNDERGRAD,FIRST_TIME,4,4,2.55,0,0,CERTIFICATE,32,38728,1,0,52.46,0,71.98,23236,69471
2020SU,101299,09.3059,UNDERGRAD,FIRST_TIME,8,6,1.92,1,0,CERTIFICATE,76,38796,0,0,88.76,0,56.9,90110,100070
2017SU,101300,45.3634,GRAD,CONTINUING,14,10,2.99,1,0,BACHELOR,94,72771,0,1,48.0,1,47.32,92122,99557
2024SP,101301,24.8016,UNDERGRAD,FIRST_TIME,13,12,1.82,1,0,MASTER,30,1807,0,0,75.5,1,80.98,64148,104341
2015SP,101302,39.7808,GRAD,CONTINUING,14,10,1.55,0,1,NONE,45,77951,1,1,64.26,1,80.71,62283,67919
2025WI,101303,43.7317,UNDERGRAD,CONTINUING,11,11,1.84,1,0,ASSOCIATE,93,49132,0,0,55.34,0,61.41,54024,83775
2015SU,101304,39.0232,GRAD,FIRST_TIME,4,4,3.15,1,0,MASTER,21,57172,0,0,53.71,1,46.13,91252,93623
2013WI,101305,18.6317,CERT,CONTINUING,9,8,1.56,1,0,NONE,46,66798,0,0,70.31,1,89.84,78241,142767
2023SP,101306,24.2848,UNDERGRAD,FIRST_TIME,17,17,2.73,1,0,BACHELOR,40,57973,0,0,46.72,0,53.22,80158,83395
2020FA,101307,54.6875,UNDERGRAD,TRANSFER_IN,10,9,2.21,1,0,ASSOCIATE,59,69782,1,1,19.95,0,77.39,75912,129561
2021SP,101308,31.9699,UNDERGRAD,TRANSFER_IN,15,13,3.0,0,0,DOCTORAL,48,52940,0,0,0.31,0,52.27,70813,95835
2012FA,101309,12.0662,UNDERGRAD,FIRST_TIME,17,16,1.75,1,1,ASSOCIATE,59,76664,0,0,2.53,0,61.5,19768,77470
2023FA,101310,21.4369,GRAD,CONTINUING,14,13,3.91,1,1,MASTER,93,49466,0,0,75.81,0,88.02,66711,88550
2023SU,101311,33.0655,GRAD,FIRST_TIME,13,10,2.74,1,0,CERTIFICATE,17,27069,0,1,30.26,0,95.19,31219,63180
2020FA,101312,43.7785,UNDERGRAD,TRANSFER_IN,10,9,2.2,1,0,CERTIFICATE,50,9854,0,1,52.3,0,73.39,92758,98026
2023SP,101313,35.3613,UNDERGRAD,CONTINUING,9,6,1.74,1,1,MASTER,73,54272,0,1,45.86,1,48.92,59035,108457
2019WI,101314,23.5400,UNDERGRAD,REENTRY,12,9,2.03,1,0,ASSOCIATE,54,35939,1,1,26.54,0,85.58,93456,106863
2023SP,101315,52.2087,CERT,FIRST_TIME,13,10,2.67,1,0,NONE,86,74742,0,0,68.67,0,88.11,90465,140747
2012WI,101316,39.3768,GRAD,TRANSFER_IN,7,6,2.39,1,0,CERTIFICATE,36,69442,1,0,18.74,0,48.34,86433,102795
2015FA,101317,02.7579,UNDERGRAD,FIRST_TIME,4,4,2.1,1,1,BACHELOR,32,53987,1,1,77.06,0,49.46,58357,88980
2015SP,101318,42.8337,UNDERGRAD,FIRST_TIME,10,9,3.74,1,1,MASTER,14,60213,1,0,44.97,0,91.75,90795,138251
2018SP,101319,15.4841,UNDERGRAD,CONTINUING,4,3,2.18,1,0,NONE,24,61207,0,1,39.3,1,48.51,54746,70653
2012WI,101320,52.0255,UNDERGRAD,CONTINUING,11,10,3.5,1,0,ASSOCIATE,45,33849,1,1,65.36,0,48.85,44507,62765
2022SP,101321,36.8272,GRAD,FIRST_TIME,13,12,2.46,0,0,CERTIFICATE,59,59386,0,0,12.62,0,71.66,69122,78759
2013SP,101322,08.1040,GRAD,CONTINUING,6,6,1.85,1,0,CERTIFICATE,89,61531,1,0,69.87,1,49.06,23287,60646
2020SP,101323,27.2221,GRAD,CONTINUING,12,10,1.8,1,0,BACHELOR,63,28037,1,1,63.61,0,78.04,91404,126154
2020SU,101324,35.8704,UNDERGRAD,CONTINUING,9,7,1.9,1,0,NONE,71,87821,1,0,6.09,1,64.88,74009,100905
2019SP,101325,42.2399,UNDERGRAD,CONTINUING,10,9,3.03,1,0,CERTIFICATE,63,27918,0,0,65.95,0,79.58,18468,67259
2023FA,101326,23.7868,UNDERGRAD,FIRST_TIME,5,4,2.81,1,0,CERTIFICATE,73,53988,1,1,25.84,0,56.49,23278,28785
2019WI,101327,46.7193,UNDERGRAD,REENTRY,5,4,2.55,1,0,CERTIFICATE,13,5369,1,1,74.71,1,47.24,66454,92366
2023FA,101328,17.0822,UNDERGRAD,FIRST_TIME,7,7,3.82,1,0,MASTER,68,23167,0,0,36.51,1,93.88,49702,114491
2019SU,101329,45.9790,GRAD,FIRST_TIME,10,9,2.66,0,0,NONE,65,74287,1,0,58.68,1,67.39,55932,116273
2024FA,101330,08.5217,UNDERGRAD,FIRST_TIME,8,6,2.2,1,0,BACHELOR,60,8947,1,1,18.09,0,48.96,80193,103132
2020FA,101331,33.3839,GRAD,CONTINUING,5,4,2.55,1,0,ASSOCIATE,65,25894,0,0,75.4,1,90.56,33099,94864
2018SU,101332,43.3435,CERT,REENTRY,6,5,3.69,0,0,ASSOCIATE,55,12455,0,0,79.11,0,65.1,83531,120359
2022SU,101333,53.8781,UNDERGRAD,CONTINUING,17,12,3.22,1,0,CERTIFICATE,9,67422,1,1,30.13,1,82.9,52891,113321
2013WI,101334,23.5701,GRAD,FIRST_TIME,9,7,2.78,1,1,BACHELOR,68,47489,0,0,12.72,0,92.17,65207,88542
2025SU,101335,50.0379,UNDERGRAD,CONTINUING,3,3,2.81,1,0,CERTIFICATE,79,16796,1,0,71.65,1,70.98,51324,112709
2014SU,101336,23.5220,UNDERGRAD,CONTINUING,14,13,2.48,0,0,DOCTORAL,89,74818,0,1,15.34,0,73.75,19417,31376
2017WI,101337,53.4819,UNDERGRAD,FIRST_TIME,8,6,2.41,0,0,BACHELOR,32,11052,0,1,51.64,1,95.27,36448,61055
2022WI,101338,44.7797,UNDERGRAD,FIRST_TIME,14,11,2.69,1,0,ASSOCIATE,61,65802,0,1,80.89,0,75.57,36904,70067
2023FA,101339,14.1625,UNDERGRAD,TRANSFER_IN,4,3,3.69,1,0,BACHELOR,11,32222,0,0,54.26,1,86.7,85776,131911
2014WI,101340,40.5091,UNDERGRAD,FIRST_TIME,6,5,2.56,1,0,CERTIFICATE,9,80978,1,1,25.26,0,95.3,53492,77009
2025SP,101341,32.1318,UNDERGRAD,TRANSFER_IN,16,13,1.84,1,0,ASSOCIATE,12,28451,1,1,42.19,1,58.73,44893,48358
2012SU,101342,05.8996,UNDERGRAD,TRANSFER_IN,11,10,3.51,1,0,ASSOCIATE,29,70120,1,0,78.45,0,67.48,92327,143317
2024FA,101343,18.9349,UNDERGRAD,FIRST_TIME,17,17,2.08,1,1,ASSOCIATE,78,8133,0,0,14.4,0,49.16,65717,89158
2014WI,101344,49.7691,UNDERGRAD,FIRST_TIME,14,12,2.51,1,0,CERTIFICATE,57,29010,1,0,71.63,0,54.07,82488,127707
2018SU,101345,21.8714,UNDERGRAD,REENTRY,3,2,2.27,1,0,MASTER,6,69711,0,1,55.74,0,73.5,35005,69725
2025SU,101346,18.0938,UNDERGRAD,CONTINUING,18,13,3.18,0,0,BACHELOR,14,47884,0,0,29.75,1,88.3,87520,151294
2022FA,101347,08.2544,GRAD,FIRST_TIME,6,5,2.98,1,0,BACHELOR,84,40436,1,1,78.44,0,71.74,25496,35221
2024SU,101348,53.1923,UNDERGRAD,FIRST_TIME,5,4,2.03,1,0,BACHELOR,53,89532,1,1,95.12,0,92.88,26436,50560
2021SP,101349,42.3821,CERT,CONTINUING,5,5,2.34,1,0,NONE,67,19355,1,1,52.81,1,86.78,33693,82639
2025SU,101350,22.8396,UNDERGRAD,FIRST_TIME,4,4,3.18,1,0,CERTIFICATE,18,58573,0,1,33.7,0,88.42,94414,136644
2016FA,101351,15.5737,GRAD,CONTINUING,17,16,3.13,1,1,ASSOCIATE,20,64608,1,0,77.37,0,56.27,33883,87011
2021WI,101352,18.6690,GRAD,FIRST_TIME,14,13,1.86,1,0,ASSOCIATE,78,33639,0,0,91.62,0,73.32,93394,149178
2023SP,101353,47.9640,GRAD,FIRST_TIME,7,6,2.13,1,0,ASSOCIATE,71,4883,0,1,93.54,0,52.79,20200,77348
2021FA,101354,16.2180,UNDERGRAD,FIRST_TIME,18,17,3.68,1,0,CERTIFICATE,40,64861,0,1,39.75,0,78.42,41317,83717
2012SU,101355,17.4845,GRAD,FIRST_TIME,3,2,2.48,1,0,BACHELOR,23,86056,0,0,30.12,0,85.72,45541,59966
2018SU,101356,31.0623,GRAD,CONTINUING,11,9,1.72,1,0,BACHELOR,14,13383,0,0,4.44,1,82.81,75516,129132
2023WI,101357,54.6929,UNDERGRAD,FIRST_TIME,12,10,1.52,1,0,BACHELOR,77,10586,0,0,59.14,1,51.15,30164,60223
2015WI,101358,51.8967,UNDERGRAD,CONTINUING,9,9,3.71,1,0,BACHELOR,37,32235,0,0,81.87,1,66.05,35664,63499
2020SP,101359,51.7337,GRAD,FIRST_TIME,5,4,2.32,1,0,BACHELOR,72,89120,0,0,96.29,1,65.24,89656,142560
2014SU,101360,10.0443,GRAD,TRANSFER_IN,13,11,3.3,1,0,BACHELOR,80,52812,0,0,47.87,1,53.89,69229,113852
2021SU,101361,53.6009,UNDERGRAD,FIRST_TIME,8,7,2.48,1,0,NONE,91,80735,1,0,81.14,0,47.06,79436,95158
2017SU,101362,36.2707,UNDERGRAD,FIRST_TIME,15,11,3.9,1,1,MASTER,47,17599,1,0,23.1,0,74.66,21965,30027
2014FA,101363,33.9947,GRAD,FIRST_TIME,15,12,1.67,1,0,ASSOCIATE,26,82448,1,0,94.55,0,47.66,26389,77696
2014SU,101364,08.2579,GRAD,CONTINUING,17,14,1.88,0,0,BACHELOR,35,38813,0,0,59.26,0,88.04,74440,91307
2012SP,101365,46.4611,UNDERGRAD,CONTINUING,5,5,2.62,1,0,MASTER,81,51462,1,0,13.39,1,60.63,38783,101028
2023SU,101366,37.5867,CERT,FIRST_TIME,9,7,2.77,1,0,CERTIFICATE,91,13837,0,0,7.32,0,69.15,85253,93882
2014FA,101367,01.2264,GRAD,FIRST_TIME,17,15,3.03,1,1,BACHELOR,30,81562,1,1,24.98,0,74.53,54443,81447
2015SU,101368,15.6768,UNDERGRAD,CONTINUING,5,4,2.31,1,0,DOCTORAL,44,18057,0,1,83.5,0,92.4,87326,114916
2017WI,101369,24.4269,UNDERGRAD,CONTINUING,8,6,3.7,0,1,CERTIFICATE,95,66681,0,0,88.48,0,52.75,76260,103074
2022WI,101370,01.8641,GRAD,CONTINUING,9,8,2.09,1,0,BACHELOR,58,11155,1,0,9.88,0,74.55,40724,56497
2012WI,101371,50.4266,UNDERGRAD,CONTINUING,10,10,3.43,1,0,BACHELOR,12,22108,1,0,76.2,1,59.92,55993,63505
2023SU,101372,09.7476,GRAD,FIRST_TIME,4,3,2.31,0,0,BACHELOR,83,15046,0,1,92.11,0,56.16,18217,77235
2012SU,101373,42.7626,UNDERGRAD,TRANSFER_IN,8,7,2.65,0,1,BACHELOR,82,4908,0,0,30.28,0,82.44,66774,85846
2017FA,101374,14.2924,UNDERGRAD,CONTINUING,9,6,2.53,0,1,ASSOCIATE,40,74636,1,0,22.74,0,51.08,67208,93151
2014WI,101375,04.1019,UNDERGRAD,CONTINUING,4,3,2.18,1,0,DOCTORAL,42,47147,1,1,16.23,0,79.94,55007,108364
2025FA,101376,39.5315,UNDERGRAD,FIRST_TIME,8,8,3.78,0,0,ASSOCIATE,13,47007,1,0,14.42,0,62.55,65564,69261
2016SP,101377,02.7033,GRAD,FIRST_TIME,15,13,3.53,1,0,BACHELOR,82,44423,1,0,3.45,1,70.46,61288,69161
2022WI,101378,42.3585,UNDERGRAD,FIRST_TIME,12,11,3.81,0,0,MASTER,51,16337,1,0,19.63,1,61.34,33359,97696
2014FA,101379,23.4374,CERT,FIRST_TIME,17,12,3.12,1,0,CERTIFICATE,16,41283,0,1,6.72,0,59.73,51365,109645
2022SU,101380,22.7992,UNDERGRAD,FIRST_TIME,11,8,2.46,1,1,ASSOCIATE,38,46831,1,0,77.23,0,73.27,38801,57620
2024SP,101381,31.5538,UNDERGRAD,FIRST_TIME,9,9,2.5,1,0,NONE,67,69391,0,0,7.95,0,77.77,64868,92086
2019SP,101382,36.9924,UNDERGRAD,TRANSFER_IN,18,17,2.64,1,0,MASTER,52,32767,0,0,66.89,1,77.56,23107,55292
2016SP,101383,03.5780,GRAD,TRANSFER_IN,7,6,2.63,0,0,ASSOCIATE,90,60796,0,0,41.61,0,84.74,75743,93280
2016FA,101384,54.7631,UNDERGRAD,TRANSFER_IN,14,14,3.78,1,0,ASSOCIATE,17,11748,0,0,49.78,1,70.24,77882,87309
2016WI,101385,28.4329,GRAD,FIRST_TIME,14,10,3.5,1,0,BACHELOR,83,68010,1,1,6.04,1,67.22,59806,66281
2015SU,101386,07.7846,UNDERGRAD,TRANSFER_IN,13,11,2.71,1,0,BACHELOR,78,9515,1,0,58.43,0,94.59,88653,101339
2012SU,101387,19.6533,UNDERGRAD,FIRST_TIME,9,9,3.19,1,0,ASSOCIATE,37,31297,1,0,44.59,1,76.27,37558,95979
2012SP,101388,17.8747,UNDERGRAD,TRANSFER_IN,10,8,3.13,1,0,BACHELOR,55,15470,0,0,64.26,0,96.52,56250,72825
2024SU,101389,06.5129,UNDERGRAD,FIRST_TIME,6,4,3.46,0,0,BACHELOR,77,65123,0,0,46.8,0,80.8,79928,84453
2022SU,101390,20.3158,UNDERGRAD,CONTINUING,14,12,3.12,0,0,ASSOCIATE,89,9031,0,1,86.08,0,50.29,30994,66219
2019SU,101391,26.7842,CERT,FIRST_TIME,4,3,1.64,1,0,DOCTORAL,10,46792,0,0,20.02,0,83.54,86541,147016
2021SP,101392,19.4827,UNDERGRAD,CONTINUING,15,12,2.72,1,0,ASSOCIATE,30,30399,1,1,9.31,1,66.65,72236,108814
2013SP,101393,22.1511,UNDERGRAD,FIRST_TIME,11,10,2.23,1,0,CERTIFICATE,25,9688,0,1,60.75,1,48.62,57514,81915
2016WI,101394,07.3087,UNDERGRAD,TRANSFER_IN,15,11,2.92,1,0,NONE,40,73316,0,0,90.95,1,71.05,32865,63986
2018SP,101395,49.3414,GRAD,CONTINUING,15,12,1.67,1,0,BACHELOR,93,10407,1,0,11.35,0,47.37,38291,42345
2017SP,101396,45.9549,GRAD,CONTINUING,4,4,1.66,1,0,CERTIFICATE,75,12996,1,0,65.26,1,90.83,84381,101603
2023FA,101397,04.0042,UNDERGRAD,TRANSFER_IN,8,8,2.31,1,0,MASTER,75,34776,0,0,34.58,1,51.53,52259,99772
2018FA,101398,51.0746,CERT,CONTINUING,15,14,2.76,1,0,MASTER,69,78098,1,1,65.6,0,77.51,89041,135127
2015WI,101399,17.4399,UNDERGRAD,CONTINUING,4,4,1.82,0,0,BACHELOR,65,53534,0,1,20.66,0,76.51,75339,115699
2023WI,101400,50.8252,GRAD,TRANSFER_IN,3,2,2.65,1,0,BACHELOR,23,62067,0,0,27.32,0,46.94,48175,80145
