soc_family_reference_year,soc_family_country_iso2,soc_family_region_nuts_code,soc_family_household_type_code,soc_family_children_count,soc_family_benefit_program_code,soc_family_beneficiaries_count,soc_family_mean_benefit_monthly_eur,soc_family_childcare_subsidy_flag,soc_family_parental_leave_weeks_entitled,soc_family_parental_leave_takeup_rate_pct,soc_family_birth_grant_flag,soc_family_housing_support_flag,soc_family_income_test_threshold_eur,soc_family_digital_application_rate_pct,soc_family_processing_time_days_median,soc_family_fertility_policy_index_score,soc_family_child_poverty_rate_pct,soc_family_eurostat_table_code,soc_family_data_extract_date
2018,PT,BE3,EXTENDED_FAMILY,4,HOUSING_TOPUP,8684,302.64,0,52,67.83,1,1,49147.28,62.62,62,1.212,33.55,ilc_di07,2025-05-22
2019,SI,FI538,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,9407,318.12,0,26,74.04,0,1,39195.47,22.01,61,0.909,32.71,spr_fam_ben,2025-08-02
2020,AT,DK866,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,8374,390.52,0,14,82.61,0,1,62430.97,44.67,52,0.991,25.52,ilc_lvho14,2025-06-09
2021,HR,BE82,OTHER,1,CHILDCARE_SUBSIDY,9448,195.64,1,0,35.15,0,0,16292.34,22.23,62,1.755,15.2,lfso_14a,2024-11-13
2022,DK,ES594,FOSTER,2,PARENTAL_LEAVE_BENEFIT,9365,534.42,0,40,16.44,0,0,19256.53,73.87,70,1.97,16.43,spr_fam_sum,2025-10-11
2023,FR,SK532,GUARDIANSHIP,3,BIRTH_GRANT,8865,78.82,1,18,79.42,1,0,75171.73,61.12,62,1.895,25.45,ilc_di07,2025-08-02
2024,HU,BG97,EXTENDED_FAMILY,4,HOUSING_TOPUP,8851,535.25,0,8,79.5,0,1,73224.8,52.22,61,0.837,31.12,spr_fam_ben,2024-07-30
2025,LV,HU279,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,8584,378.72,1,52,34.5,0,0,32669.56,40.45,68,1.29,18.6,ilc_lvho14,2024-01-01
2026,MT,IT50,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,9614,730.97,0,26,13.55,1,0,63668.0,53.12,74,1.723,6.47,lfso_14a,2024-04-05
2010,PT,SI10,OTHER,1,CHILDCARE_SUBSIDY,9517,460.24,1,14,51.09,1,0,16993.58,92.12,74,1.792,12.97,spr_fam_sum,2025-10-19
2011,SI,AT8,FOSTER,2,PARENTAL_LEAVE_BENEFIT,9665,679.53,0,0,80.15,0,0,67463.73,38.29,68,1.901,29.16,ilc_di07,2025-07-26
2012,AT,HR683,GUARDIANSHIP,3,BIRTH_GRANT,9447,274.19,1,40,19.1,1,0,33049.55,32.57,60,1.446,21.95,spr_fam_ben,2024-06-05
2013,HR,IT42,EXTENDED_FAMILY,4,HOUSING_TOPUP,9120,82.5,0,18,34.97,0,1,31988.65,97.76,65,1.579,18.53,ilc_lvho14,2026-01-26
2014,DK,CY152,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,9618,613.59,1,8,40.11,0,0,36165.62,66.81,81,1.064,18.94,lfso_14a,2025-08-11
2015,FR,CZ71,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,8771,393.25,0,52,76.65,0,0,20638.63,56.67,78,2.001,31.44,spr_fam_sum,2024-01-15
2016,HU,SI36,OTHER,1,CHILDCARE_SUBSIDY,9128,174.98,1,26,60.75,0,1,46952.09,49.87,72,1.694,21.81,ilc_di07,2024-05-06
2017,LV,BE899,FOSTER,2,PARENTAL_LEAVE_BENEFIT,9290,236.02,0,14,69.86,0,0,56829.77,63.99,74,2.184,6.35,spr_fam_ben,2025-06-07
2018,MT,LU80,GUARDIANSHIP,3,BIRTH_GRANT,9057,642.41,0,0,70.96,1,0,48092.62,73.93,74,2.164,14.13,ilc_lvho14,2024-06-04
2019,PT,GR6,EXTENDED_FAMILY,4,HOUSING_TOPUP,8464,388.06,0,40,41.37,1,1,70794.52,85.94,80,1.633,28.89,lfso_14a,2025-07-16
2020,SI,SK1,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,8623,453.55,0,18,60.55,0,0,71514.57,61.43,72,1.781,9.03,spr_fam_sum,2025-04-04
2021,AT,RO77,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,8404,85.24,0,8,37.5,0,0,45093.32,69.3,80,1.627,7.95,ilc_di07,2025-03-01
2022,HR,HR23,OTHER,1,CHILDCARE_SUBSIDY,8524,472.62,1,52,70.57,0,0,15920.43,90.54,73,1.276,26.02,spr_fam_ben,2025-04-28
2023,DK,HR55,FOSTER,2,PARENTAL_LEAVE_BENEFIT,8967,469.56,0,26,82.02,0,0,28166.89,42.72,89,1.426,8.92,ilc_lvho14,2025-06-08
2024,FR,LV272,GUARDIANSHIP,3,BIRTH_GRANT,8684,595.38,0,14,29.57,1,0,27467.67,60.52,83,0.807,27.04,lfso_14a,2025-05-13
2025,HU,ES45,EXTENDED_FAMILY,4,HOUSING_TOPUP,8798,41.17,0,0,37.34,1,1,13462.26,94.84,91,0.848,6.03,spr_fam_sum,2026-02-21
2026,LV,HR888,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,8611,549.82,0,40,45.26,0,0,78419.12,78.94,89,1.306,33.93,ilc_di07,2025-03-01
2010,MT,PT6,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,9666,498.28,0,18,64.75,0,0,33798.86,23.94,76,2.102,32.6,spr_fam_ben,2025-12-06
2011,PT,DK1,OTHER,1,CHILDCARE_SUBSIDY,9408,391.37,1,8,89.87,0,1,74192.02,58.92,93,1.71,30.21,ilc_lvho14,2025-06-04
2012,SI,CZ23,FOSTER,2,PARENTAL_LEAVE_BENEFIT,9398,584.53,0,52,52.58,1,0,34471.22,66.36,78,1.119,33.18,lfso_14a,2024-01-22
2013,AT,LU691,GUARDIANSHIP,3,BIRTH_GRANT,9199,584.01,0,26,13.06,1,0,50389.72,26.45,3,0.912,23.29,spr_fam_sum,2024-03-29
2014,HR,MT272,EXTENDED_FAMILY,4,HOUSING_TOPUP,9683,186.15,1,14,30.82,1,1,59369.93,21.75,18,1.438,18.11,ilc_di07,2025-05-13
2015,DK,CZ567,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,9589,291.97,0,0,46.87,0,0,27285.35,87.64,8,1.718,30.11,spr_fam_ben,2025-12-12
2016,FR,FI19,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,9533,175.81,0,40,19.37,0,0,78346.81,61.95,21,1.986,6.86,ilc_lvho14,2025-08-23
2017,HU,SI1,OTHER,1,CHILDCARE_SUBSIDY,8812,190.02,1,18,60.93,0,0,31955.49,23.68,23,1.229,17.32,lfso_14a,2025-11-23
2018,LV,BE420,FOSTER,2,PARENTAL_LEAVE_BENEFIT,8699,101.71,0,8,12.13,1,1,49091.83,40.75,23,1.374,19.07,spr_fam_sum,2024-12-11
2019,MT,HU99,GUARDIANSHIP,3,BIRTH_GRANT,9606,43.88,0,52,76.2,1,0,74412.44,40.72,13,1.423,28.48,ilc_di07,2026-01-20
2020,PT,FI4,EXTENDED_FAMILY,4,HOUSING_TOPUP,9838,769.36,0,26,54.25,0,1,48090.31,19.18,24,0.975,30.98,spr_fam_ben,2025-12-31
2021,SI,DE48,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,9876,444.2,0,14,87.54,0,1,24867.82,42.88,17,1.147,24.91,ilc_lvho14,2024-11-26
2022,AT,RO96,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,8594,304.88,0,0,35.16,0,0,17863.63,25.62,29,2.135,32.43,lfso_14a,2025-12-24
2023,HR,PL118,OTHER,1,CHILDCARE_SUBSIDY,8556,393.05,1,40,28.64,0,0,71767.22,18.18,30,0.987,21.16,spr_fam_sum,2025-07-15
2024,DK,CY35,FOSTER,2,PARENTAL_LEAVE_BENEFIT,9307,583.25,0,18,19.71,0,1,66668.16,17.98,21,2.138,31.5,ilc_di07,2026-01-27
2025,FR,RO204,GUARDIANSHIP,3,BIRTH_GRANT,9348,65.43,0,8,89.89,1,0,23224.69,94.2,25,1.619,30.63,spr_fam_ben,2025-06-28
2026,HU,GR822,EXTENDED_FAMILY,4,HOUSING_TOPUP,9299,708.26,0,52,41.9,1,1,46954.93,35.28,26,1.131,22.63,ilc_lvho14,2025-11-10
2010,LV,MT26,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,8628,429.78,1,26,36.61,1,0,66853.26,74.19,36,1.565,9.89,lfso_14a,2025-08-24
2011,MT,MT81,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,9780,78.85,0,14,54.91,0,0,55320.1,24.18,30,1.23,33.88,spr_fam_sum,2026-01-17
2012,PT,GR10,OTHER,1,CHILDCARE_SUBSIDY,9300,613.83,1,0,46.55,0,0,55859.69,34.46,23,1.893,26.75,ilc_di07,2024-09-21
2013,SI,BG879,FOSTER,2,PARENTAL_LEAVE_BENEFIT,9768,570.46,1,40,12.4,0,1,43673.36,70.23,38,1.185,9.97,spr_fam_ben,2026-01-26
2014,AT,PT153,GUARDIANSHIP,3,BIRTH_GRANT,9137,279.42,0,18,77.97,1,0,71851.27,30.1,36,2.161,14.59,ilc_lvho14,2025-01-23
2015,HR,IE72,EXTENDED_FAMILY,4,HOUSING_TOPUP,8504,148.48,0,8,14.21,0,1,13734.93,55.61,38,1.724,28.05,lfso_14a,2025-09-08
2016,DK,LV53,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,8446,773.19,0,52,22.1,0,0,34577.48,31.64,24,1.682,31.54,spr_fam_sum,2024-08-21
2017,FR,MT33,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,9371,270.54,0,26,19.7,0,0,56647.85,66.97,24,1.886,7.47,ilc_di07,2024-06-21
2018,HU,BG334,OTHER,1,CHILDCARE_SUBSIDY,9609,616.4,1,14,56.4,0,0,31469.7,81.76,31,1.928,25.49,spr_fam_ben,2024-11-23
2019,LV,MT20,FOSTER,2,PARENTAL_LEAVE_BENEFIT,8800,734.96,0,0,31.64,0,1,40510.18,22.5,42,1.974,14.02,ilc_lvho14,2024-01-11
2020,MT,MT71,GUARDIANSHIP,3,BIRTH_GRANT,8845,601.44,0,40,24.98,1,1,32969.68,47.98,29,0.952,9.5,lfso_14a,2024-10-30
2021,PT,PL22,EXTENDED_FAMILY,4,HOUSING_TOPUP,9701,710.92,0,18,86.15,0,1,21259.34,76.21,31,1.881,8.08,spr_fam_sum,2025-03-03
2022,SI,FI5,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,9601,563.35,0,8,76.32,0,0,34468.06,47.06,33,0.811,33.77,ilc_di07,2024-05-06
2023,AT,SI7,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,8637,757.64,0,52,27.66,1,0,20935.46,49.52,29,1.872,8.52,spr_fam_ben,2026-02-17
2024,HR,DE889,OTHER,1,CHILDCARE_SUBSIDY,9620,311.31,1,26,42.17,0,1,17521.88,50.32,33,2.014,22.5,ilc_lvho14,2024-04-05
2025,DK,CZ157,FOSTER,2,PARENTAL_LEAVE_BENEFIT,9636,199.87,1,14,26.55,0,0,55120.93,72.84,44,0.984,25.52,lfso_14a,2025-03-23
2026,FR,HR360,GUARDIANSHIP,3,BIRTH_GRANT,9662,503.09,0,0,69.7,1,0,77880.97,97.45,35,0.898,24.08,spr_fam_sum,2024-07-21
2010,HU,MT35,EXTENDED_FAMILY,4,HOUSING_TOPUP,8903,351.85,0,40,80.72,0,1,26497.11,51.64,36,2.15,13.9,ilc_di07,2025-12-28
2011,LV,IE408,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,9753,706.67,0,18,67.47,1,0,23549.75,85.7,34,2.137,9.13,spr_fam_ben,2024-01-10
2012,MT,HR195,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,8504,720.44,0,8,58.28,0,0,69062.38,21.27,42,1.43,21.91,ilc_lvho14,2024-12-01
2013,PT,IT49,OTHER,1,CHILDCARE_SUBSIDY,8946,96.93,1,52,46.47,0,1,73002.93,46.21,48,1.238,19.77,lfso_14a,2025-05-02
2014,SI,CZ276,FOSTER,2,PARENTAL_LEAVE_BENEFIT,8712,222.81,1,26,70.21,0,1,71251.38,70.71,39,1.91,29.55,spr_fam_sum,2025-11-09
2015,AT,RO860,GUARDIANSHIP,3,BIRTH_GRANT,9899,451.93,0,14,15.61,1,0,38156.93,97.07,54,1.022,28.37,ilc_di07,2024-02-27
2016,HR,HR49,EXTENDED_FAMILY,4,HOUSING_TOPUP,9271,402.93,0,0,39.45,0,1,65542.92,25.03,46,1.623,30.77,spr_fam_ben,2025-04-02
2017,DK,LV25,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,9412,168.88,0,40,60.67,0,0,79990.91,66.89,42,1.987,15.65,ilc_lvho14,2024-05-23
2018,FR,FI57,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,9487,409.89,0,18,38.35,0,0,23361.33,22.52,48,0.87,9.18,lfso_14a,2024-09-02
2019,HU,SI770,OTHER,1,CHILDCARE_SUBSIDY,9719,222.69,1,8,90.63,0,1,61960.83,64.61,49,0.929,18.02,spr_fam_sum,2024-05-23
2020,LV,BE972,FOSTER,2,PARENTAL_LEAVE_BENEFIT,9231,657.55,1,52,91.7,0,1,42768.94,66.44,51,1.778,31.17,ilc_di07,2024-09-21
2021,MT,BG24,GUARDIANSHIP,3,BIRTH_GRANT,9097,48.21,1,26,78.06,1,0,35794.68,68.19,62,1.1,29.82,spr_fam_ben,2024-08-14
2022,PT,NL829,EXTENDED_FAMILY,4,HOUSING_TOPUP,9740,767.27,0,14,66.73,0,1,56822.36,16.02,59,2.1,33.7,ilc_lvho14,2024-12-10
2023,SI,PL925,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,8518,230.48,0,0,65.33,0,0,66704.18,57.82,49,1.483,8.84,lfso_14a,2025-04-08
2024,AT,LT302,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,8787,98.71,0,40,32.48,0,1,33846.36,22.18,47,1.985,22.6,spr_fam_sum,2026-02-19
2025,HR,IE495,OTHER,1,CHILDCARE_SUBSIDY,9125,222.82,1,18,25.54,0,0,53824.21,57.4,52,1.028,16.4,ilc_di07,2024-10-05
2026,DK,PT173,FOSTER,2,PARENTAL_LEAVE_BENEFIT,9769,313.73,0,8,78.44,0,0,37341.14,33.76,57,2.027,6.04,spr_fam_ben,2025-11-21
2010,FR,CY50,GUARDIANSHIP,3,BIRTH_GRANT,9952,514.63,0,52,54.83,1,0,13584.57,40.58,69,1.642,25.54,ilc_lvho14,2025-07-01
2011,HU,BE71,EXTENDED_FAMILY,4,HOUSING_TOPUP,8542,269.63,0,26,50.11,0,1,65977.99,21.48,62,1.154,20.37,lfso_14a,2025-03-09
2012,LV,IT628,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,9296,486.2,0,14,35.09,1,1,77831.61,41.38,71,1.048,18.15,spr_fam_sum,2026-02-02
2013,MT,IT4,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,8560,359.2,0,0,88.63,0,1,63056.94,96.28,57,1.19,17.9,ilc_di07,2026-01-19
2014,PT,HU58,OTHER,1,CHILDCARE_SUBSIDY,9405,207.81,1,40,91.93,1,0,63068.59,71.28,64,0.916,33.48,spr_fam_ben,2025-04-07
2015,SI,PT762,FOSTER,2,PARENTAL_LEAVE_BENEFIT,9588,217.28,1,18,73.96,0,0,77834.84,90.59,74,1.818,12.8,ilc_lvho14,2025-04-27
2016,AT,SI51,GUARDIANSHIP,3,BIRTH_GRANT,8717,679.16,0,8,65.62,1,0,66190.2,26.74,56,0.909,18.11,lfso_14a,2025-09-29
2017,HR,NL783,EXTENDED_FAMILY,4,HOUSING_TOPUP,10001,168.56,0,52,53.8,0,1,41444.76,93.89,69,0.94,12.72,spr_fam_sum,2026-01-27
2018,DK,IT9,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,9793,385.45,0,26,78.37,0,0,31040.27,28.13,58,1.483,25.28,ilc_di07,2025-09-07
2019,FR,CY4,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,9223,383.34,1,14,22.57,0,0,30396.11,45.87,73,1.278,25.37,spr_fam_ben,2025-06-21
2020,HU,IE310,OTHER,1,CHILDCARE_SUBSIDY,9515,682.45,1,0,37.67,0,1,31058.39,23.77,66,1.327,18.48,ilc_lvho14,2024-11-24
2021,LV,HR459,FOSTER,2,PARENTAL_LEAVE_BENEFIT,8600,320.3,1,40,47.69,0,0,28271.71,54.26,72,2.069,20.75,lfso_14a,2025-08-18
2022,MT,FR8,GUARDIANSHIP,3,BIRTH_GRANT,8711,321.38,1,18,88.99,1,0,31375.81,69.57,62,1.08,18.98,spr_fam_sum,2025-01-08
2023,PT,SE9,EXTENDED_FAMILY,4,HOUSING_TOPUP,9770,453.03,1,8,40.6,0,1,36551.91,78.55,80,1.438,15.51,ilc_di07,2025-01-17
2024,SI,LU79,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,9153,515.58,0,52,66.11,0,0,60795.31,86.5,81,1.642,26.73,spr_fam_ben,2025-03-26
2025,AT,AT621,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,9927,176.45,0,26,60.57,0,0,36518.07,95.65,73,2.189,20.21,ilc_lvho14,2024-12-21
2026,HR,MT3,OTHER,1,CHILDCARE_SUBSIDY,8797,597.18,1,14,46.62,0,0,60136.4,87.65,70,1.155,7.54,lfso_14a,2024-10-09
2010,DK,RO645,FOSTER,2,PARENTAL_LEAVE_BENEFIT,9974,219.93,1,0,57.23,0,1,48598.83,70.97,86,1.241,10.06,spr_fam_sum,2025-08-30
2011,FR,GR937,GUARDIANSHIP,3,BIRTH_GRANT,8717,462.08,1,40,82.85,1,0,28342.95,86.72,73,2.131,28.65,ilc_di07,2025-09-14
2012,HU,LT1,EXTENDED_FAMILY,4,HOUSING_TOPUP,9045,748.84,0,18,71.54,1,1,41605.68,62.3,70,1.622,13.56,spr_fam_ben,2026-02-14
2013,LV,RO7,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,9747,322.94,0,8,89.44,1,0,45604.34,76.81,85,1.874,31.71,ilc_lvho14,2024-05-13
2014,MT,PT62,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,9232,620.58,0,52,41.93,0,1,76076.96,35.98,81,1.727,29.54,lfso_14a,2024-06-19
2015,PT,LU8,OTHER,1,CHILDCARE_SUBSIDY,8810,180.71,1,26,66.13,0,0,56737.04,42.61,92,1.8,32.89,spr_fam_sum,2024-03-14
2016,SI,DK6,FOSTER,2,PARENTAL_LEAVE_BENEFIT,9958,120.56,1,14,42.14,0,1,64182.91,54.6,84,1.892,17.94,ilc_di07,2025-05-13
2017,AT,LV63,GUARDIANSHIP,3,BIRTH_GRANT,9104,642.79,0,0,38.21,1,0,44110.19,88.88,80,1.723,20.66,spr_fam_ben,2026-02-15
2018,HR,DE130,EXTENDED_FAMILY,4,HOUSING_TOPUP,9399,541.84,1,40,83.17,0,1,30421.33,49.72,79,1.017,24.46,ilc_lvho14,2024-08-06
2019,DK,PL525,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,9299,419.96,0,18,18.21,0,0,13407.42,86.96,94,0.884,20.61,lfso_14a,2025-10-04
2020,FR,PL2,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,8838,602.07,1,8,61.17,0,0,38984.24,60.67,5,1.459,28.02,spr_fam_sum,2024-11-30
2021,HU,LT830,OTHER,1,CHILDCARE_SUBSIDY,9919,670.85,1,52,47.72,0,0,34155.81,55.84,3,2.153,26.82,ilc_di07,2024-11-16
2022,LV,HU513,FOSTER,2,PARENTAL_LEAVE_BENEFIT,9084,692.22,0,26,23.34,0,0,60984.68,76.6,10,1.054,8.06,spr_fam_ben,2025-12-16
2023,MT,EE61,GUARDIANSHIP,3,BIRTH_GRANT,9844,176.08,1,14,34.86,1,1,23372.19,26.36,19,1.192,13.15,ilc_lvho14,2026-02-11
2024,PT,NL553,EXTENDED_FAMILY,4,HOUSING_TOPUP,9838,499.63,0,0,44.25,0,1,21758.36,62.42,26,1.583,12.27,lfso_14a,2025-03-21
2025,SI,LT48,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,8971,264.65,0,40,64.88,1,0,34001.82,72.58,9,1.147,16.19,spr_fam_sum,2025-06-18
2026,AT,PT5,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,9278,744.77,0,18,20.75,0,0,12942.13,50.67,12,1.501,16.09,ilc_di07,2024-04-16
2010,HR,BE811,OTHER,1,CHILDCARE_SUBSIDY,9525,88.56,1,8,15.56,0,0,61469.17,87.85,27,1.296,24.63,spr_fam_ben,2024-09-09
2011,DK,LT388,FOSTER,2,PARENTAL_LEAVE_BENEFIT,9316,460.94,0,52,60.8,0,0,61583.28,20.61,28,1.891,32.82,ilc_lvho14,2024-12-31
2012,FR,ES22,GUARDIANSHIP,3,BIRTH_GRANT,9356,583.21,1,26,47.61,1,0,24842.04,56.51,27,1.664,22.37,lfso_14a,2025-06-03
2013,HU,HR957,EXTENDED_FAMILY,4,HOUSING_TOPUP,8874,152.62,0,14,13.54,0,1,78471.39,45.41,13,0.866,32.37,spr_fam_sum,2024-09-30
2014,LV,IT6,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,9065,635.32,0,0,86.16,1,0,33161.0,17.72,15,1.675,26.1,ilc_di07,2026-01-09
2015,MT,PT286,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,8650,539.38,1,40,29.52,0,1,31428.33,21.56,20,1.889,12.96,spr_fam_ben,2024-09-20
2016,PT,HR6,OTHER,1,CHILDCARE_SUBSIDY,8740,718.66,1,18,28.47,0,1,65552.53,79.65,32,1.358,21.93,ilc_lvho14,2024-10-17
2017,SI,AT106,FOSTER,2,PARENTAL_LEAVE_BENEFIT,9200,533.63,0,8,88.39,0,0,12308.63,75.18,31,1.332,7.52,lfso_14a,2025-08-24
2018,AT,SE742,GUARDIANSHIP,3,BIRTH_GRANT,8725,302.08,0,52,88.1,1,0,64078.23,87.49,27,1.222,19.06,spr_fam_sum,2024-05-17
2019,HR,DK460,EXTENDED_FAMILY,4,HOUSING_TOPUP,9949,333.06,0,26,82.03,0,1,12140.53,81.5,31,0.981,9.96,ilc_di07,2024-12-17
2020,DK,FR262,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,8875,736.36,0,14,69.14,0,0,53565.46,21.22,32,1.683,30.68,spr_fam_ben,2024-08-14
2021,FR,PL20,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,8774,223.84,0,0,43.23,0,1,26468.65,30.33,22,1.344,12.44,ilc_lvho14,2024-05-20
2022,HU,CY333,OTHER,1,CHILDCARE_SUBSIDY,9592,53.84,1,40,83.63,1,0,56026.12,51.41,27,1.852,33.19,lfso_14a,2024-11-22
2023,LV,GR843,FOSTER,2,PARENTAL_LEAVE_BENEFIT,9397,614.59,1,18,21.37,1,1,55065.35,47.02,22,0.818,14.93,spr_fam_sum,2024-08-23
2024,MT,FI502,GUARDIANSHIP,3,BIRTH_GRANT,9738,529.23,0,8,78.08,1,0,19347.02,39.44,30,1.219,25.15,ilc_di07,2024-08-06
2025,PT,SE359,EXTENDED_FAMILY,4,HOUSING_TOPUP,10094,231.29,0,52,41.59,1,1,33790.0,94.79,38,0.887,12.94,spr_fam_ben,2025-05-26
2026,SI,PL14,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,9760,496.83,0,26,87.32,0,0,67807.55,91.05,34,1.244,24.72,ilc_lvho14,2024-08-14
2010,AT,PT683,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,8827,473.72,0,14,46.46,0,0,57575.83,38.42,35,0.813,16.08,lfso_14a,2025-01-26
2011,HR,HR38,OTHER,1,CHILDCARE_SUBSIDY,9099,274.84,1,0,59.43,0,0,22861.96,37.05,47,1.304,17.58,spr_fam_sum,2024-02-23
2012,DK,DK91,FOSTER,2,PARENTAL_LEAVE_BENEFIT,9929,167.31,0,40,38.63,1,0,14587.89,97.4,41,1.27,17.49,ilc_di07,2025-09-30
2013,FR,BG244,GUARDIANSHIP,3,BIRTH_GRANT,8734,649.4,0,18,48.81,1,0,80227.39,88.84,38,1.581,11.32,spr_fam_ben,2025-01-02
2014,HU,CZ34,EXTENDED_FAMILY,4,HOUSING_TOPUP,9102,274.37,0,8,14.89,0,1,34030.13,71.14,42,1.859,26.87,ilc_lvho14,2025-01-08
2015,LV,LU53,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,8867,208.74,1,52,42.99,0,1,15893.75,47.49,34,1.336,23.0,lfso_14a,2025-07-28
2016,MT,HR498,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,8723,660.94,0,26,84.24,0,0,16729.85,73.54,34,1.294,8.65,spr_fam_sum,2024-03-14
2017,PT,SE73,OTHER,1,CHILDCARE_SUBSIDY,9470,758.37,1,14,50.22,0,1,35892.97,17.3,51,2.026,31.94,ilc_di07,2024-07-01
2018,SI,RO76,FOSTER,2,PARENTAL_LEAVE_BENEFIT,10118,127.86,0,0,52.46,0,0,27416.71,25.58,46,1.692,26.76,spr_fam_ben,2025-07-31
2019,AT,PT25,GUARDIANSHIP,3,BIRTH_GRANT,9584,242.9,0,40,44.81,1,0,58739.28,70.83,40,0.875,20.04,ilc_lvho14,2024-03-03
2020,HR,ES7,EXTENDED_FAMILY,4,HOUSING_TOPUP,9843,715.72,0,18,21.48,1,1,17546.28,32.22,41,2.04,29.11,lfso_14a,2025-12-16
2021,DK,IT793,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,9938,318.36,0,8,74.31,0,1,55663.58,24.34,49,1.995,30.52,spr_fam_sum,2025-05-04
2022,FR,LT55,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,9757,225.91,0,52,57.95,0,0,67655.37,25.22,44,1.401,11.64,ilc_di07,2024-08-20
2023,HU,SE60,OTHER,1,CHILDCARE_SUBSIDY,9881,512.98,1,26,71.03,0,0,60091.68,39.88,54,1.721,29.07,spr_fam_ben,2024-04-15
2024,LV,CY20,FOSTER,2,PARENTAL_LEAVE_BENEFIT,9701,610.38,1,14,73.76,0,1,26602.94,91.22,59,1.743,23.26,ilc_lvho14,2025-11-12
2025,MT,SK6,GUARDIANSHIP,3,BIRTH_GRANT,9438,690.74,0,0,80.64,1,0,32749.72,73.62,48,1.686,28.05,lfso_14a,2024-05-15
2026,PT,LU940,EXTENDED_FAMILY,4,HOUSING_TOPUP,9705,734.91,0,40,12.27,1,1,50081.35,21.37,47,1.068,32.31,spr_fam_sum,2025-08-20
2010,SI,DK2,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,9181,190.21,1,18,22.37,0,1,78968.43,41.69,50,1.443,8.93,ilc_di07,2025-03-29
2011,AT,BG36,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,9649,250.82,0,8,53.33,0,0,20975.85,47.96,62,1.867,20.6,spr_fam_ben,2024-12-29
2012,HR,LV59,OTHER,1,CHILDCARE_SUBSIDY,9044,48.65,1,52,18.07,0,0,58983.36,47.83,49,1.527,11.97,ilc_lvho14,2024-02-24
2013,DK,DE47,FOSTER,2,PARENTAL_LEAVE_BENEFIT,9312,550.36,0,26,79.03,1,0,26262.32,96.76,65,1.89,28.21,lfso_14a,2025-08-09
2014,FR,DE11,GUARDIANSHIP,3,BIRTH_GRANT,9965,567.81,0,14,35.66,1,0,20549.75,34.0,65,2.016,6.38,spr_fam_sum,2025-02-21
