house_homeless_reference_year,house_homeless_country_iso2,house_homeless_region_nuts_code,house_homeless_measurement_method_code,house_homeless_total_count,house_homeless_sheltered_count,house_homeless_unsheltered_count,house_homeless_temporary_accommodation_count,house_homeless_youth_share_pct,house_homeless_women_share_pct,house_homeless_migrant_share_pct,house_homeless_duration_long_term_share_pct,house_homeless_health_needs_share_pct,house_homeless_housing_first_programme_flag,house_homeless_support_service_capacity,house_homeless_evictions_count,house_homeless_rent_arrears_share_pct,house_homeless_data_source,house_homeless_revision_round,house_homeless_data_extract_date
2012,AT,IT885,ADMIN_REGISTER,85655,43986,24642,45786,17.38,34.42,34.05,41.7,45.04,1,47098,1995,6.67,CITY_HOMELESSNESS_CENSUS,SECOND,2025-05-08
2013,EE,PT359,SURVEY_ESTIMATE,54796,36900,14222,16186,27.07,15.66,12.28,40.5,24.27,0,34424,11098,5.93,SURVEY_ESTIMATE,BENCHMARK,2025-01-25
2014,IT,HR19,SERVICE_USE_ADMIN,83462,42130,40106,42894,8.93,21.81,54.22,39.08,42.03,1,39154,591,19.78,FEANTSA_REPORTING,FLASH,2024-09-02
2015,PT,CZ1,MODELLED_ESTIMATE,84102,38344,30768,43853,15.44,46.15,19.35,37.91,14.21,1,77205,902,6.29,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-11-09
2016,BE,FR28,POINT_IN_TIME,11829,5612,3595,4368,21.98,22.8,46.05,59.39,10.81,1,7830,21629,9.09,CITY_HOMELESSNESS_CENSUS,SECOND,2025-02-20
2017,FI,LU3,ADMIN_REGISTER,63894,48945,14493,14297,13.22,46.03,24.75,42.06,44.68,0,54310,20455,3.47,SURVEY_ESTIMATE,BENCHMARK,2025-07-27
2018,LV,CY864,SURVEY_ESTIMATE,37162,20856,10773,11412,12.89,21.98,50.6,16.73,31.09,0,26408,18382,19.46,FEANTSA_REPORTING,FLASH,2024-08-06
2019,RO,AT662,SERVICE_USE_ADMIN,100754,82244,15468,26477,16.62,28.56,39.42,28.91,43.67,1,83221,1645,11.27,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-01-25
2020,BG,EE73,MODELLED_ESTIMATE,24218,17614,5903,6244,17.03,43.58,9.44,37.16,23.67,1,27511,1317,19.48,CITY_HOMELESSNESS_CENSUS,SECOND,2024-05-31
2021,FR,PL73,POINT_IN_TIME,68634,33458,20886,25092,8.95,24.14,57.06,34.34,29.0,1,69811,9875,11.84,SURVEY_ESTIMATE,BENCHMARK,2024-07-29
2022,LT,LV61,ADMIN_REGISTER,69377,34888,33703,8079,21.96,38.86,53.3,10.35,7.17,1,76479,3240,15.7,FEANTSA_REPORTING,FLASH,2024-12-08
2023,SK,LV729,SURVEY_ESTIMATE,3990,2189,1611,1907,25.02,28.88,15.41,21.25,17.23,0,4135,12414,20.36,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-06-23
2024,HR,SK36,SERVICE_USE_ADMIN,69715,32638,34886,17764,17.14,12.42,29.14,58.6,42.11,0,35435,13864,12.02,CITY_HOMELESSNESS_CENSUS,SECOND,2024-04-12
2025,DE,MT37,MODELLED_ESTIMATE,69283,39757,16543,32361,9.35,20.49,27.54,18.67,42.49,1,26750,1299,17.89,SURVEY_ESTIMATE,BENCHMARK,2024-09-01
2006,LU,ES67,POINT_IN_TIME,93791,77113,13415,29024,21.65,26.48,20.66,33.13,12.06,1,76518,17014,18.21,FEANTSA_REPORTING,FLASH,2025-03-18
2007,SI,FR4,ADMIN_REGISTER,100061,60481,37998,27432,5.23,44.13,34.05,49.06,23.03,0,114521,19976,20.0,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-08-25
2008,CY,MT773,SURVEY_ESTIMATE,45996,29862,16494,5627,12.5,25.32,35.76,57.69,7.88,0,23029,9673,10.48,CITY_HOMELESSNESS_CENSUS,SECOND,2025-09-22
2009,GR,BG1,SERVICE_USE_ADMIN,57534,45385,8621,6430,22.26,44.53,25.15,13.82,37.04,1,38578,15751,10.86,SURVEY_ESTIMATE,BENCHMARK,2025-09-02
2010,MT,DE7,MODELLED_ESTIMATE,85916,67309,16758,33271,18.78,46.27,23.92,33.59,25.47,0,60334,355,5.63,FEANTSA_REPORTING,FLASH,2026-01-10
2011,ES,IE8,POINT_IN_TIME,20757,15275,3169,6075,8.82,34.67,13.44,47.84,27.37,1,10350,5820,13.54,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-11-03
2012,CZ,SE59,ADMIN_REGISTER,63402,33407,25207,25440,5.35,47.05,39.47,44.11,7.13,1,52992,3670,7.12,CITY_HOMELESSNESS_CENSUS,SECOND,2024-10-22
2013,HU,HR51,SURVEY_ESTIMATE,63176,55520,4622,17201,20.67,22.94,46.73,21.27,27.98,0,32641,9959,12.25,SURVEY_ESTIMATE,BENCHMARK,2024-02-14
2014,NL,PT53,SERVICE_USE_ADMIN,76886,54590,22872,26630,12.53,41.59,21.17,60.48,8.63,0,49375,14527,11.2,FEANTSA_REPORTING,FLASH,2025-05-01
2015,SE,PT125,MODELLED_ESTIMATE,6162,4895,901,2110,17.36,38.0,8.25,14.13,36.1,1,6237,12109,5.15,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-03-09
2016,DK,IE80,POINT_IN_TIME,30165,15102,12002,5560,9.75,26.62,10.14,34.5,40.55,0,30949,2903,19.57,CITY_HOMELESSNESS_CENSUS,SECOND,2024-06-16
2017,IE,BG9,ADMIN_REGISTER,10452,8443,1651,5519,16.25,26.17,35.7,53.69,42.26,1,11142,10394,9.46,SURVEY_ESTIMATE,BENCHMARK,2024-05-17
2018,PL,HR844,SURVEY_ESTIMATE,29412,22644,4322,4438,10.62,31.46,54.27,33.89,27.87,0,29572,491,11.77,FEANTSA_REPORTING,FLASH,2025-03-27
2019,AT,DK95,SERVICE_USE_ADMIN,64499,34198,24325,7829,9.72,44.44,11.12,52.29,39.9,0,64019,9715,19.84,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-06-24
2020,EE,EE6,MODELLED_ESTIMATE,32841,22945,6586,11564,16.18,19.47,30.72,11.92,30.07,0,29724,15121,8.01,CITY_HOMELESSNESS_CENSUS,SECOND,2024-10-31
2021,IT,BE6,POINT_IN_TIME,29058,15799,13671,12955,27.37,33.59,33.06,40.04,39.35,0,10675,12486,1.03,SURVEY_ESTIMATE,BENCHMARK,2026-02-08
2022,PT,NL89,ADMIN_REGISTER,4570,3910,435,1101,12.09,18.41,18.64,54.81,21.63,0,2542,828,15.7,FEANTSA_REPORTING,FLASH,2024-11-14
2023,BE,BE542,SURVEY_ESTIMATE,15638,9144,5150,1787,19.64,46.71,8.0,27.22,33.94,0,11586,16594,19.59,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-11-26
2024,FI,BG76,SERVICE_USE_ADMIN,92119,62495,18682,48512,12.11,43.89,44.45,26.7,28.53,0,38928,19786,1.51,CITY_HOMELESSNESS_CENSUS,SECOND,2025-08-25
2025,LV,FI7,MODELLED_ESTIMATE,43714,30414,10163,19472,9.21,17.6,38.03,15.97,10.27,0,34801,17733,3.82,SURVEY_ESTIMATE,BENCHMARK,2024-01-28
2006,RO,PL21,POINT_IN_TIME,8106,7046,938,1060,16.82,16.51,9.71,39.24,22.9,0,6345,4524,5.96,FEANTSA_REPORTING,FLASH,2026-02-16
2007,BG,BE423,ADMIN_REGISTER,68759,38024,28377,13969,10.24,14.84,13.5,38.62,12.04,0,73553,11101,15.03,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-05-22
2008,FR,PT607,SURVEY_ESTIMATE,14490,8402,6025,5804,23.05,22.75,47.92,20.07,12.28,1,9099,3750,20.54,CITY_HOMELESSNESS_CENSUS,SECOND,2024-04-08
2009,LT,DK32,SERVICE_USE_ADMIN,46354,30028,9642,10468,12.58,15.23,53.82,61.89,36.53,0,37864,18909,20.3,SURVEY_ESTIMATE,BENCHMARK,2025-01-10
2010,SK,IT23,MODELLED_ESTIMATE,38312,19468,18591,7344,6.5,13.65,10.82,46.2,7.23,0,20621,11199,6.3,FEANTSA_REPORTING,FLASH,2025-03-08
2011,HR,DK195,POINT_IN_TIME,9623,5448,3477,1270,27.03,34.99,21.03,15.53,45.27,0,9631,11829,7.7,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-07-18
2012,DE,RO478,ADMIN_REGISTER,35969,22599,13473,15023,11.05,20.98,23.69,29.0,38.82,0,22785,4135,16.23,CITY_HOMELESSNESS_CENSUS,SECOND,2025-05-09
2013,LU,RO375,SURVEY_ESTIMATE,25327,18935,3603,10210,27.86,28.11,55.31,16.38,47.69,0,17959,1198,13.41,SURVEY_ESTIMATE,BENCHMARK,2024-08-12
2014,SI,AT677,SERVICE_USE_ADMIN,3933,2457,1059,1579,24.53,47.92,25.62,11.64,11.16,1,2347,19281,16.74,FEANTSA_REPORTING,FLASH,2024-05-26
2015,CY,LV58,MODELLED_ESTIMATE,82243,71070,9175,8269,7.91,39.26,14.23,37.13,41.44,1,36254,12085,21.72,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-04-29
2016,GR,FR90,POINT_IN_TIME,78504,61519,14952,17731,26.18,33.34,31.84,31.6,31.69,0,89642,19049,19.06,CITY_HOMELESSNESS_CENSUS,SECOND,2024-08-24
2017,MT,SI409,ADMIN_REGISTER,67232,57211,6054,16042,15.35,43.32,11.33,61.55,35.44,1,31926,11078,3.62,SURVEY_ESTIMATE,BENCHMARK,2024-08-09
2018,ES,ES706,SURVEY_ESTIMATE,2980,1588,1352,1142,12.53,28.94,28.82,42.01,29.8,1,3008,289,15.24,FEANTSA_REPORTING,FLASH,2024-03-30
2019,CZ,RO189,SERVICE_USE_ADMIN,66393,54429,11010,31456,27.72,30.77,57.65,12.8,9.45,0,23942,4920,10.12,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-09-22
2020,HU,NL1,MODELLED_ESTIMATE,42782,34837,4775,6108,15.25,38.01,9.1,54.32,27.1,0,32399,12284,0.89,CITY_HOMELESSNESS_CENSUS,SECOND,2024-07-05
2021,NL,FI71,POINT_IN_TIME,69187,58389,7143,29136,20.04,26.48,12.89,39.04,18.87,1,66530,4221,9.37,SURVEY_ESTIMATE,BENCHMARK,2024-05-25
2022,SE,IT917,ADMIN_REGISTER,16422,7965,6934,2733,18.02,29.81,18.3,33.32,47.72,0,17522,5678,21.55,FEANTSA_REPORTING,FLASH,2024-11-13
2023,DK,LU33,SURVEY_ESTIMATE,39511,25520,10153,6214,22.64,23.82,34.43,48.6,27.14,0,14628,983,6.54,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2026-01-02
2024,IE,DK71,SERVICE_USE_ADMIN,13511,9992,2136,7018,9.65,36.17,23.54,25.33,49.85,0,11221,4743,7.15,CITY_HOMELESSNESS_CENSUS,SECOND,2025-06-03
2025,PL,SK85,MODELLED_ESTIMATE,71915,52574,14158,14659,15.61,31.31,34.0,40.84,36.3,0,63790,9966,19.52,SURVEY_ESTIMATE,BENCHMARK,2025-12-17
2006,AT,HU78,POINT_IN_TIME,10791,7544,2850,1589,27.32,45.01,44.69,50.28,18.47,1,6696,12298,1.69,FEANTSA_REPORTING,FLASH,2024-05-28
2007,EE,FI81,ADMIN_REGISTER,71789,46472,21984,22375,6.22,41.4,48.14,36.36,11.82,0,72469,11842,2.72,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-01-27
2008,IT,BG950,SURVEY_ESTIMATE,95836,80644,12611,13073,13.25,46.95,15.24,11.23,33.84,1,97039,1877,15.72,CITY_HOMELESSNESS_CENSUS,SECOND,2024-12-20
2009,PT,MT485,SERVICE_USE_ADMIN,86499,39134,43820,29454,13.03,43.73,49.3,15.84,50.18,0,95798,10629,11.45,SURVEY_ESTIMATE,BENCHMARK,2024-03-21
2010,BE,PT697,MODELLED_ESTIMATE,13273,8214,5239,6516,9.79,13.94,10.33,41.87,33.6,1,13676,3473,10.11,FEANTSA_REPORTING,FLASH,2024-01-08
2011,FI,IT5,POINT_IN_TIME,44899,39015,3602,16180,26.71,13.22,19.4,24.26,45.54,1,31194,7053,20.91,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-01-09
2012,LV,DE77,ADMIN_REGISTER,25790,15192,6734,12294,11.03,24.39,52.52,13.31,33.31,0,16920,7697,12.03,CITY_HOMELESSNESS_CENSUS,SECOND,2024-05-09
2013,RO,LU709,SURVEY_ESTIMATE,71352,37892,28862,7225,13.37,37.72,17.22,33.31,24.78,0,58407,3699,15.41,SURVEY_ESTIMATE,BENCHMARK,2025-08-12
2014,BG,LV9,SERVICE_USE_ADMIN,26395,21583,4113,10858,15.93,36.56,41.72,13.61,16.79,1,28115,1680,4.64,FEANTSA_REPORTING,FLASH,2026-01-19
2015,FR,CZ23,MODELLED_ESTIMATE,44016,35732,5346,9556,5.82,12.09,39.44,14.2,45.32,1,25759,12113,8.77,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-04-17
2016,LT,IT950,POINT_IN_TIME,58304,26992,20555,31726,14.55,41.7,52.62,21.96,31.73,0,53460,12110,14.66,CITY_HOMELESSNESS_CENSUS,SECOND,2024-04-18
2017,SK,HU100,ADMIN_REGISTER,22947,19494,3159,4903,17.21,15.96,28.75,36.31,24.06,0,26150,7265,10.28,SURVEY_ESTIMATE,BENCHMARK,2024-03-08
2018,HR,CY555,SURVEY_ESTIMATE,1979,1385,377,550,13.4,33.2,57.5,23.07,31.3,1,1495,13937,10.83,FEANTSA_REPORTING,FLASH,2025-08-03
2019,DE,EE1,SERVICE_USE_ADMIN,35681,21608,8335,15429,27.47,22.98,17.79,56.3,20.7,0,21394,6227,1.08,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-07-17
2020,LU,LT285,MODELLED_ESTIMATE,14982,8228,3831,6652,6.37,18.06,44.69,28.21,27.21,0,13331,15021,6.18,CITY_HOMELESSNESS_CENSUS,SECOND,2025-11-28
2021,SI,FR89,POINT_IN_TIME,69708,44683,22373,7353,18.29,19.71,27.04,61.84,29.2,1,49235,6717,13.62,SURVEY_ESTIMATE,BENCHMARK,2025-11-15
2022,CY,FI837,ADMIN_REGISTER,33622,18032,14987,6166,13.46,35.33,36.3,25.71,47.63,0,30307,13162,12.73,FEANTSA_REPORTING,FLASH,2025-11-27
2023,GR,EE163,SURVEY_ESTIMATE,88552,45115,26421,44877,25.7,32.35,40.29,31.49,30.8,1,52510,9095,2.71,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2026-01-17
2024,MT,BG52,SERVICE_USE_ADMIN,3761,1805,1264,869,15.8,41.86,46.09,59.43,28.44,1,1374,21847,10.55,CITY_HOMELESSNESS_CENSUS,SECOND,2025-03-20
2025,ES,IT27,MODELLED_ESTIMATE,47607,31368,13798,22412,16.1,31.13,31.4,10.6,20.87,0,16907,3015,16.15,SURVEY_ESTIMATE,BENCHMARK,2024-11-12
2006,CZ,EE692,POINT_IN_TIME,104090,81992,22664,54818,5.38,15.89,20.21,27.32,16.43,1,91081,3190,16.62,FEANTSA_REPORTING,FLASH,2024-02-29
2007,HU,RO59,ADMIN_REGISTER,69089,45917,18034,10500,16.48,17.49,50.06,15.06,46.81,0,64675,14063,2.81,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-09-23
2008,NL,LU99,SURVEY_ESTIMATE,22783,15925,5748,4635,22.48,25.81,34.97,21.48,19.71,0,20945,7699,13.08,CITY_HOMELESSNESS_CENSUS,SECOND,2024-10-21
2009,SE,CZ3,SERVICE_USE_ADMIN,62942,42221,17230,20092,11.44,12.75,34.52,35.55,49.37,0,67253,3307,7.67,SURVEY_ESTIMATE,BENCHMARK,2025-01-27
2010,DK,AT97,MODELLED_ESTIMATE,5863,4519,1402,2101,5.53,35.83,18.8,24.6,29.13,0,4979,5721,7.02,FEANTSA_REPORTING,FLASH,2024-02-15
2011,IE,FI64,POINT_IN_TIME,21353,12055,5212,9103,12.61,42.69,19.43,34.42,21.13,1,18976,3888,13.85,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2026-01-14
2012,PL,ES934,ADMIN_REGISTER,59952,34375,14986,31849,20.79,15.45,48.82,51.51,33.89,0,52324,5042,4.89,CITY_HOMELESSNESS_CENSUS,SECOND,2024-06-20
2013,AT,IE252,SURVEY_ESTIMATE,72146,49767,20143,11487,9.77,29.37,33.72,11.27,41.38,0,34249,4121,1.01,SURVEY_ESTIMATE,BENCHMARK,2024-07-16
2014,EE,SI96,SERVICE_USE_ADMIN,73751,38947,29114,32158,22.01,12.69,31.06,50.07,25.73,0,42967,3317,13.24,FEANTSA_REPORTING,FLASH,2024-10-02
2015,IT,ES73,MODELLED_ESTIMATE,16138,7668,5755,8028,15.75,16.18,55.47,48.5,20.33,0,9087,8276,11.11,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-03-04
2016,PT,RO77,POINT_IN_TIME,23768,16304,6899,3009,16.3,30.02,43.69,44.89,9.91,1,25398,3602,3.19,CITY_HOMELESSNESS_CENSUS,SECOND,2026-01-29
2017,BE,GR4,ADMIN_REGISTER,10159,8074,1402,5390,14.65,22.21,49.96,29.03,43.14,1,5135,14365,20.52,SURVEY_ESTIMATE,BENCHMARK,2025-09-18
2018,FI,SE43,SURVEY_ESTIMATE,7319,5386,1498,3961,13.15,18.45,26.74,28.96,12.27,0,4966,5463,14.25,FEANTSA_REPORTING,FLASH,2024-09-08
2019,LV,EE96,SERVICE_USE_ADMIN,7723,5617,1322,2894,22.92,33.01,12.01,24.53,21.63,1,4273,13895,18.06,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-01-20
2020,RO,CY783,MODELLED_ESTIMATE,45463,34172,8179,18589,12.14,32.49,21.11,12.48,23.02,1,16842,1872,6.53,CITY_HOMELESSNESS_CENSUS,SECOND,2025-02-20
2021,BG,HR76,POINT_IN_TIME,30899,21977,8324,16835,27.64,44.99,52.72,30.96,13.05,0,32096,2637,9.4,SURVEY_ESTIMATE,BENCHMARK,2025-11-18
2022,FR,LU595,ADMIN_REGISTER,38747,30856,5619,14795,26.95,46.23,56.89,38.91,51.31,0,24286,4679,1.8,FEANTSA_REPORTING,FLASH,2025-07-15
2023,LT,RO9,SURVEY_ESTIMATE,60696,51087,7149,33315,14.22,31.73,50.53,51.72,41.27,0,61039,10358,2.32,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-11-25
2024,SK,LT13,SERVICE_USE_ADMIN,76514,39072,23536,18657,10.82,40.11,10.19,31.52,24.42,1,64347,9137,18.43,CITY_HOMELESSNESS_CENSUS,SECOND,2025-12-20
2025,HR,RO486,MODELLED_ESTIMATE,17300,10561,5837,5080,15.49,19.06,39.79,34.84,14.57,1,15834,6977,15.2,SURVEY_ESTIMATE,BENCHMARK,2024-12-30
2006,DE,PL168,POINT_IN_TIME,84804,55189,24213,31791,20.6,47.02,20.48,27.55,34.73,0,61305,1322,15.83,FEANTSA_REPORTING,FLASH,2024-08-21
2007,LU,FR794,ADMIN_REGISTER,90410,77318,10683,40188,24.2,25.02,11.0,59.09,23.43,0,43282,21050,13.74,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-06-15
2008,SI,SE66,SURVEY_ESTIMATE,16085,13088,1734,5024,10.36,24.59,45.62,22.54,44.35,1,10071,6934,17.18,CITY_HOMELESSNESS_CENSUS,SECOND,2024-02-25
2009,CY,DK642,SERVICE_USE_ADMIN,35348,17085,10493,11003,6.17,17.66,19.94,52.32,30.65,0,35511,11081,3.83,SURVEY_ESTIMATE,BENCHMARK,2024-11-28
2010,GR,RO534,MODELLED_ESTIMATE,34061,16921,11591,10101,22.51,21.78,41.55,10.82,14.83,0,20490,7407,3.48,FEANTSA_REPORTING,FLASH,2024-11-30
2011,MT,BG32,POINT_IN_TIME,78627,39682,38588,41484,23.39,29.04,33.18,23.84,19.0,0,64896,10361,3.4,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2026-02-14
2012,ES,CY31,ADMIN_REGISTER,1425,720,584,353,13.43,33.86,43.17,35.2,31.33,0,1331,8436,19.77,CITY_HOMELESSNESS_CENSUS,SECOND,2024-08-13
2013,CZ,GR778,SURVEY_ESTIMATE,1520,702,661,172,9.85,38.54,15.8,24.47,36.42,1,1317,11015,18.89,SURVEY_ESTIMATE,BENCHMARK,2024-12-29
2014,HU,LU468,SERVICE_USE_ADMIN,64566,56671,6056,21824,11.02,15.37,48.04,45.03,32.83,1,57549,14809,11.52,FEANTSA_REPORTING,FLASH,2025-05-25
2015,NL,DK727,MODELLED_ESTIMATE,36996,20254,9783,13713,21.85,21.12,51.63,37.57,22.37,0,41228,10298,1.25,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2026-02-02
2016,SE,CZ453,POINT_IN_TIME,53169,32266,16400,17752,14.44,42.65,42.91,48.73,28.47,0,60861,9458,18.92,CITY_HOMELESSNESS_CENSUS,SECOND,2025-07-02
2017,DK,PT76,ADMIN_REGISTER,54050,30260,22172,12164,17.53,19.47,24.45,12.99,33.28,1,39284,506,9.93,SURVEY_ESTIMATE,BENCHMARK,2026-01-30
2018,IE,DK936,SURVEY_ESTIMATE,49292,34616,9280,25390,20.28,29.93,46.6,59.38,26.68,0,52949,5597,16.54,FEANTSA_REPORTING,FLASH,2025-02-01
2019,PL,CY653,SERVICE_USE_ADMIN,70140,32924,29985,29967,21.55,12.88,52.12,53.39,14.91,1,62744,14479,2.39,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-10-13
2020,AT,BG93,MODELLED_ESTIMATE,83131,44653,30556,30831,10.81,36.33,8.18,16.85,30.93,1,58541,5685,10.0,CITY_HOMELESSNESS_CENSUS,SECOND,2024-06-20
2021,EE,PT22,POINT_IN_TIME,98274,60097,24218,20857,10.14,35.58,26.41,53.0,38.63,1,79087,17844,13.28,SURVEY_ESTIMATE,BENCHMARK,2024-01-17
2022,IT,ES916,ADMIN_REGISTER,71383,37615,31132,30650,8.71,34.54,37.96,62.0,47.71,1,32559,17029,15.56,FEANTSA_REPORTING,FLASH,2025-05-14
2023,PT,DE330,SURVEY_ESTIMATE,79693,36537,43869,14449,26.62,45.83,25.85,12.96,12.44,0,88933,9871,3.13,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-06-28
2024,BE,LU762,SERVICE_USE_ADMIN,41617,22133,19207,21579,14.6,35.18,51.37,48.7,24.75,1,28851,17514,2.9,CITY_HOMELESSNESS_CENSUS,SECOND,2025-05-02
2025,FI,BE281,MODELLED_ESTIMATE,25432,21205,2951,12195,6.63,38.41,38.49,37.68,44.37,1,22493,18163,20.5,SURVEY_ESTIMATE,BENCHMARK,2024-01-13
2006,LV,FI898,POINT_IN_TIME,42593,26953,14815,6221,18.24,45.72,46.75,55.55,16.22,0,16738,1229,9.42,FEANTSA_REPORTING,FLASH,2025-05-16
2007,RO,LV377,ADMIN_REGISTER,31033,16831,12187,15573,5.61,33.16,10.29,34.72,50.75,1,28706,8593,6.31,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-02-19
2008,BG,NL849,SURVEY_ESTIMATE,56966,39868,17343,28219,15.74,12.66,27.41,19.6,35.08,1,45233,14201,16.85,CITY_HOMELESSNESS_CENSUS,SECOND,2025-10-31
2009,FR,AT47,SERVICE_USE_ADMIN,17644,8459,5275,1835,19.6,17.89,16.85,19.87,7.16,0,8322,10642,5.02,SURVEY_ESTIMATE,BENCHMARK,2024-09-21
2010,LT,CY19,MODELLED_ESTIMATE,83114,62470,17276,42087,12.71,13.48,30.11,25.04,18.67,0,59086,8280,9.09,FEANTSA_REPORTING,FLASH,2024-08-11
2011,SK,AT3,POINT_IN_TIME,65701,52091,8010,35379,14.69,46.64,41.59,55.94,39.8,1,35735,12267,20.18,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-02-17
2012,HR,AT5,ADMIN_REGISTER,26557,19642,6507,4169,23.17,43.61,10.87,48.97,31.6,1,15284,7239,3.53,CITY_HOMELESSNESS_CENSUS,SECOND,2024-05-24
2013,DE,ES121,SURVEY_ESTIMATE,23898,10958,11875,8541,27.61,12.57,33.2,60.68,27.37,0,25366,11951,20.1,SURVEY_ESTIMATE,BENCHMARK,2025-12-04
2014,LU,GR5,SERVICE_USE_ADMIN,2297,1761,503,1097,14.58,35.82,36.16,37.31,33.53,1,1137,7088,10.32,FEANTSA_REPORTING,FLASH,2024-01-16
2015,SI,BE505,MODELLED_ESTIMATE,21901,15340,5807,11529,17.07,16.72,54.82,41.59,19.21,1,24609,10623,7.44,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-11-02
2016,CY,CY531,POINT_IN_TIME,29486,23689,5183,13037,12.59,20.81,34.58,21.83,50.28,0,33194,4763,21.48,CITY_HOMELESSNESS_CENSUS,SECOND,2025-12-04
2017,GR,IT454,ADMIN_REGISTER,49326,33035,11977,17879,24.54,31.18,49.44,17.58,35.83,1,46175,2683,18.22,SURVEY_ESTIMATE,BENCHMARK,2024-08-12
2018,MT,FR8,SURVEY_ESTIMATE,35098,19521,16061,15578,22.6,47.88,8.27,55.35,42.82,0,20972,9278,20.45,FEANTSA_REPORTING,FLASH,2025-10-07
2019,ES,NL6,SERVICE_USE_ADMIN,20062,9597,6098,8863,5.27,37.29,18.66,30.62,29.85,1,7633,7382,21.07,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-09-03
2020,CZ,RO893,MODELLED_ESTIMATE,65222,37100,20136,18834,21.71,28.48,50.81,43.85,17.72,0,25955,19915,8.66,CITY_HOMELESSNESS_CENSUS,SECOND,2024-10-12
2021,HU,AT149,POINT_IN_TIME,66091,33669,18146,30977,26.43,14.42,42.48,55.95,18.38,1,32795,14346,13.97,SURVEY_ESTIMATE,BENCHMARK,2025-02-26
2022,NL,PL4,ADMIN_REGISTER,39728,20135,14451,12575,6.32,35.31,8.85,48.38,51.5,0,37566,11405,2.42,FEANTSA_REPORTING,FLASH,2025-11-03
2023,SE,RO40,SURVEY_ESTIMATE,8010,4440,3415,1597,14.73,16.74,45.92,38.84,16.65,1,5513,6339,7.43,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-07-03
2024,DK,SI163,SERVICE_USE_ADMIN,33865,21238,11366,16268,16.39,26.8,19.26,46.19,45.31,1,32499,14306,14.08,CITY_HOMELESSNESS_CENSUS,SECOND,2024-05-23
2025,IE,AT463,MODELLED_ESTIMATE,46488,29060,10108,16321,14.62,19.27,41.83,18.58,11.15,1,24723,8127,12.42,SURVEY_ESTIMATE,BENCHMARK,2024-09-18
2006,PL,DK531,POINT_IN_TIME,7347,4603,2059,2843,21.51,24.66,57.86,32.34,27.68,0,3231,13355,6.58,FEANTSA_REPORTING,FLASH,2025-01-06
2007,AT,LU955,ADMIN_REGISTER,13022,9119,3039,3564,19.75,30.21,33.27,48.07,11.95,0,14400,4655,13.34,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2026-01-09
2008,EE,HU2,SURVEY_ESTIMATE,65570,45547,14365,35943,21.12,28.8,8.51,58.75,6.41,0,41259,22952,2.13,CITY_HOMELESSNESS_CENSUS,SECOND,2025-01-20
2009,IT,RO30,SERVICE_USE_ADMIN,1352,1165,160,559,17.07,36.58,54.06,17.01,14.8,1,1371,11480,21.59,SURVEY_ESTIMATE,BENCHMARK,2025-01-01
2010,PT,RO2,MODELLED_ESTIMATE,57102,32250,23301,27111,23.72,17.76,17.77,27.43,28.31,1,55129,3860,10.99,FEANTSA_REPORTING,FLASH,2025-02-10
