demo_migflow_move_year,demo_migflow_origin_geoid,demo_migflow_destination_geoid,demo_migflow_move_type_code,demo_migflow_age_at_move,demo_migflow_household_size_at_move,demo_migflow_primary_reason_for_move,demo_migflow_housing_tenure_before_move,demo_migflow_housing_tenure_after_move,demo_migflow_distance_miles_estimate,demo_migflow_commute_change_minutes,demo_migflow_income_bracket_before_move,demo_migflow_income_bracket_after_move,demo_migflow_education_level,demo_migflow_citizenship_status,demo_migflow_foreign_born_indicator,demo_migflow_interstate_flow_count,demo_migflow_intrastate_flow_count,demo_migflow_survey_weight,demo_migflow_data_collection_wave
2024,21192,06192,INTRASTATE,52,6,MILITARY,OTHER,OWN,2570.7,78,50_75K,25_50K,HS,NATURALIZED,1,95,130,1.2772,W1
2019,21193,06193,INTERSTATE,44,6,SCHOOL,OWN,RENT,126.2,48,LT25K,150K_PLUS,LT_HS,CITIZEN,0,80,130,2.4729,W1
2024,21194,06194,INTERSTATE,35,2,JOB,RENT,RENT,1183.4,-47,150K_PLUS,LT25K,LT_HS,NONCITIZEN,0,79,129,3.2157,W4
2023,21195,06195,INTERNATIONAL_OUT,62,6,MILITARY,OTHER,OWN,280.1,75,LT25K,50_75K,GRAD,CITIZEN,1,87,116,1.2574,W4
2024,21196,06196,INTRASTATE,0,7,OTHER,RENT,RENT,2356.4,100,LT25K,75_100K,HS,NATURALIZED,0,94,109,1.9524,W1
2021,21197,06197,INTERNATIONAL_IN,66,3,FAMILY,OWN,OTHER,1170.0,71,LT25K,150K_PLUS,BACH,NATURALIZED,0,74,136,1.7471,W4
2024,21198,06198,INTERSTATE,78,6,RETIREMENT,OWN,OTHER,96.6,52,LT25K,25_50K,BACH,CITIZEN,0,86,114,0.5589,W3
2019,21199,06199,INTRASTATE,32,3,SCHOOL,OWN,OTHER,243.3,-31,100_150K,75_100K,LT_HS,NATURALIZED,0,98,128,2.7089,W1
2018,21200,06200,INTRASTATE,31,5,JOB,RENT,RENT,635.9,23,50_75K,75_100K,ASSOC,NONCITIZEN,0,69,138,1.9139,W3
2018,22001,07001,INTERNATIONAL_OUT,86,7,HEALTH,OTHER,RENT,2518.2,33,75_100K,100_150K,BACH,NATURALIZED,1,83,123,3.2271,W3
2023,22002,07002,INTERNATIONAL_IN,57,5,HEALTH,OWN,RENT,2557.5,30,75_100K,100_150K,LT_HS,NONCITIZEN,1,76,105,2.957,W4
2017,22003,07003,INTRASTATE,25,4,SCHOOL,OTHER,OWN,3189.2,28,100_150K,50_75K,GRAD,NATURALIZED,1,82,123,1.1183,W5
2021,22004,07004,INTERNATIONAL_IN,60,1,OTHER,OWN,OTHER,771.3,-7,25_50K,25_50K,SOME_COLLEGE,NONCITIZEN,1,83,134,1.2316,W5
2024,22005,07005,INTRASTATE,16,1,FAMILY,RENT,OWN,193.9,73,150K_PLUS,100_150K,SOME_COLLEGE,CITIZEN,1,88,114,1.9721,W2
2024,22006,07006,INTERSTATE,72,2,OTHER,RENT,OWN,906.4,-56,LT25K,50_75K,ASSOC,NONCITIZEN,0,93,121,0.613,W2
2023,22007,07007,INTERNATIONAL_IN,68,7,HEALTH,OWN,OWN,572.6,-10,50_75K,LT25K,GRAD,CITIZEN,0,84,119,1.0287,W5
2023,22008,07008,INTERNATIONAL_OUT,28,4,OTHER,OTHER,OTHER,2273.4,81,LT25K,75_100K,LT_HS,NATURALIZED,0,86,132,2.9096,W1
2016,22009,07009,INTRASTATE,62,1,FAMILY,OTHER,OTHER,3101.6,-27,LT25K,25_50K,SOME_COLLEGE,NONCITIZEN,1,87,121,0.7049,W5
2022,22010,07010,INTERSTATE,5,6,HOUSING_COST,OWN,OTHER,874.0,108,75_100K,25_50K,GRAD,NONCITIZEN,0,88,128,2.0026,W4
2016,22011,07011,INTRASTATE,58,3,OTHER,RENT,RENT,1052.0,28,LT25K,50_75K,BACH,NATURALIZED,0,90,117,1.5001,W5
2024,22012,07012,INTERSTATE,20,4,RETIREMENT,OTHER,OTHER,1123.9,106,50_75K,100_150K,LT_HS,NATURALIZED,1,94,138,0.8631,W1
2018,22013,07013,INTERNATIONAL_IN,44,3,RETIREMENT,OTHER,RENT,2742.3,85,50_75K,75_100K,ASSOC,NONCITIZEN,1,73,133,3.4003,W1
2016,22014,07014,INTERNATIONAL_OUT,44,2,JOB,RENT,RENT,1849.9,-41,75_100K,75_100K,ASSOC,CITIZEN,1,82,117,2.9229,W2
2023,22015,07015,INTERSTATE,86,7,RETIREMENT,OTHER,RENT,3116.7,46,100_150K,25_50K,BACH,NATURALIZED,0,84,116,1.0801,W2
2022,22016,07016,INTRASTATE,34,6,FAMILY,OWN,OTHER,2007.1,75,75_100K,25_50K,SOME_COLLEGE,NONCITIZEN,1,88,135,2.7914,W1
2017,22017,07017,INTERSTATE,51,4,RETIREMENT,RENT,OTHER,2259.0,-35,75_100K,75_100K,GRAD,NATURALIZED,1,73,127,0.2212,W3
2022,22018,07018,INTERSTATE,45,6,JOB,OWN,OTHER,285.8,24,LT25K,LT25K,SOME_COLLEGE,NATURALIZED,1,87,143,1.116,W2
2020,22019,07019,INTERNATIONAL_OUT,65,6,SCHOOL,RENT,OTHER,3045.4,94,25_50K,50_75K,ASSOC,CITIZEN,0,69,135,0.5564,W4
2022,22020,07020,INTERNATIONAL_IN,56,7,RETIREMENT,OWN,OWN,2010.0,99,150K_PLUS,LT25K,HS,CITIZEN,1,82,135,1.5995,W3
2025,22021,07021,INTERSTATE,41,6,RETIREMENT,OWN,OTHER,1664.8,-19,100_150K,100_150K,GRAD,CITIZEN,1,97,129,2.3051,W4
2022,22022,07022,INTERSTATE,72,2,OTHER,OWN,OTHER,1240.0,117,100_150K,LT25K,GRAD,NONCITIZEN,1,99,114,0.7653,W4
2017,22023,07023,INTRASTATE,76,7,HEALTH,OTHER,OTHER,247.0,20,100_150K,LT25K,GRAD,NATURALIZED,1,71,123,0.9889,W1
2017,22024,07024,INTRASTATE,15,5,FAMILY,OTHER,OTHER,427.1,116,LT25K,100_150K,ASSOC,CITIZEN,1,76,119,1.4959,W3
2022,22025,07025,INTERNATIONAL_IN,4,2,FAMILY,OWN,OTHER,37.9,-34,75_100K,150K_PLUS,GRAD,NONCITIZEN,1,82,117,2.2816,W2
2018,22026,07026,INTERNATIONAL_IN,0,6,HEALTH,OWN,OWN,3195.8,39,150K_PLUS,150K_PLUS,ASSOC,CITIZEN,0,78,126,1.2254,W1
2019,22027,07027,INTERNATIONAL_IN,21,5,SCHOOL,RENT,OWN,2516.2,-26,LT25K,50_75K,LT_HS,CITIZEN,0,77,122,2.185,W5
2022,22028,07028,INTRASTATE,47,4,HEALTH,OTHER,RENT,2551.9,-23,50_75K,75_100K,BACH,NATURALIZED,1,73,104,1.3525,W2
2017,22029,07029,INTERSTATE,25,3,MILITARY,OWN,RENT,2336.4,-23,25_50K,LT25K,LT_HS,NONCITIZEN,0,85,118,1.0509,W5
2017,22030,07030,INTERNATIONAL_IN,33,3,MILITARY,OTHER,OTHER,1549.4,-19,25_50K,50_75K,ASSOC,NATURALIZED,0,79,113,3.0217,W1
2024,22031,07031,INTRASTATE,57,3,HOUSING_COST,RENT,RENT,282.7,109,150K_PLUS,100_150K,LT_HS,CITIZEN,0,84,113,1.4638,W4
2016,22032,07032,INTRASTATE,84,2,RETIREMENT,OWN,OWN,231.7,116,LT25K,150K_PLUS,SOME_COLLEGE,NATURALIZED,1,79,123,3.2306,W4
2018,22033,07033,INTERNATIONAL_IN,6,4,FAMILY,OTHER,OTHER,2932.4,-4,75_100K,50_75K,ASSOC,NONCITIZEN,1,88,149,1.2084,W3
2025,22034,07034,INTRASTATE,24,4,HOUSING_COST,RENT,RENT,1.5,39,100_150K,150K_PLUS,SOME_COLLEGE,CITIZEN,0,87,120,1.9915,W2
2019,22035,07035,INTERSTATE,56,5,RETIREMENT,OWN,RENT,2237.3,-7,150K_PLUS,LT25K,SOME_COLLEGE,CITIZEN,0,87,126,0.3769,W5
2020,22036,07036,INTERNATIONAL_OUT,11,4,RETIREMENT,OTHER,OWN,2011.6,77,150K_PLUS,75_100K,BACH,CITIZEN,0,91,108,2.4449,W5
2018,22037,07037,INTRASTATE,30,3,OTHER,RENT,OTHER,1604.2,-21,50_75K,100_150K,SOME_COLLEGE,CITIZEN,0,73,133,2.8251,W3
2024,22038,07038,INTRASTATE,26,4,HOUSING_COST,RENT,RENT,3119.9,68,50_75K,100_150K,LT_HS,NONCITIZEN,1,79,132,3.4057,W2
2020,22039,07039,INTERNATIONAL_OUT,85,5,FAMILY,OTHER,OWN,634.4,59,150K_PLUS,LT25K,LT_HS,NATURALIZED,0,72,148,2.9608,W4
2022,22040,07040,INTERSTATE,33,4,SCHOOL,OWN,OTHER,2513.0,25,25_50K,150K_PLUS,GRAD,NONCITIZEN,1,72,119,1.2313,W1
2022,22041,07041,INTERNATIONAL_IN,80,4,MILITARY,OTHER,OWN,2159.6,3,150K_PLUS,50_75K,HS,CITIZEN,0,73,121,2.0368,W3
2024,22042,07042,INTRASTATE,74,3,RETIREMENT,RENT,OTHER,3118.2,20,75_100K,75_100K,BACH,NONCITIZEN,1,88,110,2.1532,W1
2017,22043,07043,INTERSTATE,33,4,HEALTH,RENT,OTHER,2989.1,-49,100_150K,100_150K,GRAD,CITIZEN,1,77,124,0.3874,W1
2018,22044,07044,INTERNATIONAL_IN,36,2,JOB,OWN,OTHER,411.9,28,25_50K,LT25K,GRAD,CITIZEN,1,87,120,0.4398,W3
2019,22045,07045,INTERSTATE,57,7,JOB,OTHER,OWN,985.0,-35,75_100K,LT25K,GRAD,NATURALIZED,1,75,124,1.2752,W5
2023,22046,07046,INTERNATIONAL_OUT,59,5,JOB,OWN,OTHER,2722.6,-21,100_150K,25_50K,HS,CITIZEN,1,81,107,2.6566,W2
2016,22047,07047,INTRASTATE,25,5,HEALTH,OWN,RENT,732.1,49,LT25K,150K_PLUS,SOME_COLLEGE,NONCITIZEN,1,88,115,1.1423,W5
2024,22048,07048,INTERSTATE,44,5,SCHOOL,RENT,OTHER,1211.6,52,75_100K,25_50K,GRAD,NONCITIZEN,1,73,124,3.0846,W4
2020,22049,07049,INTERNATIONAL_IN,44,4,MILITARY,OTHER,OTHER,2003.3,-18,150K_PLUS,50_75K,ASSOC,NATURALIZED,0,104,137,2.3285,W2
2019,22050,07050,INTERNATIONAL_IN,31,2,RETIREMENT,OTHER,OWN,1801.5,11,150K_PLUS,LT25K,LT_HS,NATURALIZED,1,86,119,1.7449,W3
2023,22051,07051,INTERNATIONAL_IN,68,7,FAMILY,RENT,OTHER,2050.1,80,50_75K,150K_PLUS,ASSOC,CITIZEN,0,72,118,1.9838,W3
2024,22052,07052,INTERNATIONAL_OUT,83,6,FAMILY,RENT,RENT,2283.3,29,75_100K,50_75K,HS,CITIZEN,0,77,129,1.2937,W3
2018,22053,07053,INTERSTATE,70,6,OTHER,OTHER,RENT,2332.2,-44,75_100K,50_75K,GRAD,CITIZEN,0,84,108,3.4139,W1
2019,22054,07054,INTERSTATE,22,5,HEALTH,OWN,OTHER,2360.3,27,150K_PLUS,75_100K,HS,CITIZEN,0,72,126,0.7807,W3
2016,22055,07055,INTERNATIONAL_IN,64,1,MILITARY,OWN,OWN,3173.4,-37,150K_PLUS,25_50K,LT_HS,NONCITIZEN,0,74,118,3.0393,W4
2018,22056,07056,INTERNATIONAL_IN,38,6,SCHOOL,OTHER,RENT,1141.4,15,75_100K,50_75K,GRAD,CITIZEN,0,92,129,2.4379,W4
2025,22057,07057,INTERNATIONAL_IN,66,6,MILITARY,OWN,OWN,141.9,-3,100_150K,75_100K,HS,NATURALIZED,0,75,109,2.5482,W3
2020,22058,07058,INTERNATIONAL_OUT,44,3,RETIREMENT,OWN,OTHER,1116.7,95,100_150K,75_100K,ASSOC,NONCITIZEN,1,79,147,2.9582,W2
2023,22059,07059,INTERNATIONAL_OUT,66,1,OTHER,RENT,OWN,2917.1,36,LT25K,150K_PLUS,HS,NONCITIZEN,0,94,146,0.6495,W4
2016,22060,07060,INTRASTATE,62,1,HOUSING_COST,OWN,OTHER,267.3,-10,LT25K,25_50K,ASSOC,CITIZEN,0,76,138,2.494,W2
2016,22061,07061,INTRASTATE,69,5,HOUSING_COST,RENT,OTHER,2070.4,27,100_150K,25_50K,GRAD,CITIZEN,0,95,138,2.7617,W2
2018,22062,07062,INTRASTATE,53,7,RETIREMENT,OWN,OWN,1354.4,31,100_150K,LT25K,SOME_COLLEGE,NONCITIZEN,0,89,108,3.4492,W2
2024,22063,07063,INTERNATIONAL_IN,26,7,RETIREMENT,OTHER,RENT,2949.1,50,25_50K,50_75K,GRAD,NATURALIZED,0,93,125,2.6669,W3
2024,22064,07064,INTERNATIONAL_OUT,78,1,FAMILY,RENT,OTHER,2971.5,106,75_100K,75_100K,BACH,CITIZEN,0,92,112,3.3408,W1
2016,22065,07065,INTERNATIONAL_OUT,35,1,SCHOOL,OTHER,OTHER,2512.9,40,75_100K,LT25K,LT_HS,NONCITIZEN,1,70,119,3.0041,W3
2019,22066,07066,INTRASTATE,4,6,OTHER,RENT,OTHER,315.7,107,50_75K,150K_PLUS,HS,NONCITIZEN,0,84,140,3.0897,W4
2023,22067,07067,INTERNATIONAL_IN,66,2,SCHOOL,OWN,RENT,79.6,-48,100_150K,50_75K,GRAD,CITIZEN,0,73,139,3.2258,W4
2017,22068,07068,INTERSTATE,50,3,OTHER,OTHER,RENT,437.5,86,100_150K,50_75K,LT_HS,NATURALIZED,0,98,150,1.9528,W4
2019,22069,07069,INTERNATIONAL_IN,88,4,MILITARY,RENT,OTHER,1030.2,-55,LT25K,LT25K,HS,NONCITIZEN,0,86,123,2.5464,W4
2022,22070,07070,INTERNATIONAL_IN,31,5,OTHER,OTHER,RENT,773.0,85,150K_PLUS,75_100K,SOME_COLLEGE,NONCITIZEN,0,80,123,0.6091,W1
2022,22071,07071,INTRASTATE,20,6,OTHER,OTHER,OWN,1183.5,-52,LT25K,LT25K,ASSOC,NONCITIZEN,1,79,122,1.3763,W2
2020,22072,07072,INTERNATIONAL_OUT,16,6,HEALTH,OWN,OWN,458.3,20,150K_PLUS,50_75K,LT_HS,CITIZEN,0,84,122,3.102,W3
2022,22073,07073,INTERNATIONAL_OUT,72,5,HEALTH,RENT,OWN,2408.1,7,75_100K,LT25K,SOME_COLLEGE,NONCITIZEN,0,77,125,3.4263,W4
2021,22074,07074,INTERSTATE,25,1,FAMILY,OWN,OWN,2705.0,-7,75_100K,LT25K,SOME_COLLEGE,NONCITIZEN,1,66,124,0.5685,W2
2017,22075,07075,INTERNATIONAL_OUT,21,4,JOB,OTHER,OTHER,1561.7,65,150K_PLUS,150K_PLUS,BACH,CITIZEN,0,64,120,2.1342,W3
2024,22076,07076,INTERNATIONAL_OUT,40,6,HOUSING_COST,RENT,OWN,3060.9,-11,100_150K,50_75K,SOME_COLLEGE,NATURALIZED,1,72,115,2.6242,W1
2020,22077,07077,INTERSTATE,58,4,RETIREMENT,OTHER,RENT,385.5,9,75_100K,25_50K,BACH,NONCITIZEN,1,71,106,1.9031,W5
2017,22078,07078,INTERSTATE,86,4,MILITARY,OTHER,OTHER,339.1,78,100_150K,150K_PLUS,SOME_COLLEGE,CITIZEN,1,79,118,0.9688,W1
2021,22079,07079,INTRASTATE,74,5,HOUSING_COST,RENT,RENT,641.7,57,50_75K,75_100K,ASSOC,NATURALIZED,0,75,123,0.3377,W5
2025,22080,07080,INTRASTATE,9,5,HOUSING_COST,OTHER,OWN,3142.1,109,50_75K,50_75K,SOME_COLLEGE,CITIZEN,0,94,136,3.3399,W4
2020,22081,07081,INTRASTATE,86,7,MILITARY,RENT,OTHER,1333.1,29,25_50K,150K_PLUS,GRAD,NATURALIZED,1,72,111,0.9815,W2
2017,22082,07082,INTRASTATE,4,6,SCHOOL,RENT,OTHER,2957.2,78,LT25K,150K_PLUS,ASSOC,CITIZEN,1,62,141,1.187,W2
2025,22083,07083,INTERNATIONAL_OUT,54,6,FAMILY,RENT,OTHER,646.8,11,25_50K,25_50K,HS,NATURALIZED,0,78,119,2.3212,W3
2025,22084,07084,INTRASTATE,25,7,JOB,OTHER,OWN,2707.6,6,50_75K,LT25K,SOME_COLLEGE,NATURALIZED,0,80,116,1.6145,W5
2022,22085,07085,INTERNATIONAL_IN,3,7,JOB,OWN,RENT,992.4,69,75_100K,25_50K,SOME_COLLEGE,CITIZEN,1,85,109,1.5974,W5
2025,22086,07086,INTERSTATE,26,6,OTHER,OTHER,OTHER,2350.2,-35,LT25K,50_75K,HS,NONCITIZEN,1,76,115,0.4726,W3
2017,22087,07087,INTRASTATE,57,2,MILITARY,OTHER,RENT,3118.3,15,LT25K,150K_PLUS,BACH,NATURALIZED,0,90,129,3.4732,W2
2022,22088,07088,INTERSTATE,2,5,MILITARY,RENT,OWN,2985.7,-24,25_50K,150K_PLUS,ASSOC,CITIZEN,1,91,133,1.1385,W2
2021,22089,07089,INTERNATIONAL_OUT,49,5,OTHER,OWN,OWN,2660.3,-25,LT25K,50_75K,HS,NONCITIZEN,1,76,116,0.5631,W3
2019,22090,07090,INTRASTATE,25,2,FAMILY,RENT,RENT,161.1,-45,50_75K,LT25K,HS,NONCITIZEN,1,77,121,2.4492,W5
2019,22091,07091,INTERNATIONAL_IN,17,5,HOUSING_COST,OTHER,OTHER,1945.1,17,75_100K,150K_PLUS,GRAD,CITIZEN,1,89,118,2.6823,W4
2021,22092,07092,INTERSTATE,6,1,FAMILY,OWN,RENT,2673.5,5,25_50K,50_75K,LT_HS,CITIZEN,1,101,145,0.2837,W3
2024,22093,07093,INTRASTATE,44,1,HEALTH,RENT,OTHER,1278.1,-40,75_100K,100_150K,HS,NATURALIZED,0,84,123,1.0885,W2
2025,22094,07094,INTERNATIONAL_IN,12,7,FAMILY,OTHER,OTHER,2339.9,74,150K_PLUS,25_50K,BACH,CITIZEN,0,68,117,0.8414,W4
2021,22095,07095,INTERNATIONAL_OUT,5,2,HEALTH,OTHER,RENT,442.4,78,25_50K,100_150K,BACH,NONCITIZEN,0,82,135,2.8029,W4
2021,22096,07096,INTERNATIONAL_IN,34,6,RETIREMENT,OWN,OTHER,566.1,111,150K_PLUS,100_150K,BACH,CITIZEN,0,80,104,0.8064,W5
2016,22097,07097,INTERNATIONAL_OUT,52,2,OTHER,OTHER,OTHER,2060.0,-7,100_150K,25_50K,ASSOC,NONCITIZEN,1,85,120,0.9763,W3
2020,22098,07098,INTERSTATE,67,1,RETIREMENT,OTHER,OTHER,1399.0,32,LT25K,50_75K,ASSOC,NONCITIZEN,0,88,138,3.4565,W4
2016,22099,07099,INTRASTATE,41,4,HOUSING_COST,OTHER,OWN,698.8,-3,100_150K,25_50K,SOME_COLLEGE,CITIZEN,1,78,97,2.517,W1
2024,22100,07100,INTERNATIONAL_IN,3,5,SCHOOL,OTHER,OTHER,905.6,-24,150K_PLUS,LT25K,HS,NONCITIZEN,0,73,97,1.4793,W4
2025,22101,07101,INTERNATIONAL_IN,59,3,JOB,OWN,RENT,1980.7,59,LT25K,100_150K,GRAD,NONCITIZEN,1,79,127,2.6877,W4
2019,22102,07102,INTERNATIONAL_IN,44,3,RETIREMENT,OTHER,OWN,2321.3,115,100_150K,150K_PLUS,BACH,NATURALIZED,1,86,129,1.7394,W4
2017,22103,07103,INTERNATIONAL_OUT,71,2,HOUSING_COST,OTHER,OTHER,664.8,-22,75_100K,100_150K,HS,NONCITIZEN,0,87,124,0.9018,W3
2024,22104,07104,INTERSTATE,74,3,MILITARY,OTHER,OWN,3056.6,43,50_75K,50_75K,SOME_COLLEGE,NATURALIZED,1,77,126,1.8103,W5
2021,22105,07105,INTERSTATE,65,4,FAMILY,OWN,RENT,26.7,7,25_50K,25_50K,SOME_COLLEGE,NATURALIZED,1,89,117,2.7477,W5
2025,22106,07106,INTRASTATE,81,3,HEALTH,OWN,OWN,2240.3,7,LT25K,150K_PLUS,BACH,NATURALIZED,0,80,114,0.7885,W1
2018,22107,07107,INTRASTATE,81,1,RETIREMENT,RENT,OWN,931.6,94,25_50K,75_100K,HS,NATURALIZED,0,90,127,1.8023,W1
2017,22108,07108,INTERSTATE,21,2,FAMILY,OWN,OTHER,1531.5,43,50_75K,150K_PLUS,SOME_COLLEGE,NONCITIZEN,1,84,113,0.5938,W4
2021,22109,07109,INTERSTATE,11,6,FAMILY,OTHER,RENT,1823.7,-1,100_150K,50_75K,LT_HS,NONCITIZEN,0,80,109,2.9808,W4
2025,22110,07110,INTERSTATE,80,3,RETIREMENT,OWN,RENT,1797.1,111,75_100K,50_75K,ASSOC,CITIZEN,1,95,138,2.9021,W4
2021,22111,07111,INTERNATIONAL_IN,50,5,HEALTH,OWN,OWN,2484.2,97,150K_PLUS,50_75K,HS,NATURALIZED,0,105,126,2.4224,W1
2024,22112,07112,INTERNATIONAL_OUT,16,7,HOUSING_COST,OWN,OTHER,2636.3,65,25_50K,25_50K,BACH,NONCITIZEN,1,80,125,3.2361,W5
2020,22113,07113,INTERSTATE,35,7,MILITARY,OTHER,OWN,235.2,62,150K_PLUS,50_75K,SOME_COLLEGE,NATURALIZED,0,80,116,1.5198,W1
2024,22114,07114,INTRASTATE,48,2,HEALTH,RENT,OWN,2249.8,-25,100_150K,LT25K,SOME_COLLEGE,NATURALIZED,0,83,126,0.6355,W5
2020,22115,07115,INTERNATIONAL_OUT,15,4,JOB,RENT,OWN,1277.3,72,150K_PLUS,LT25K,SOME_COLLEGE,CITIZEN,0,79,126,3.4196,W1
2017,22116,07116,INTERNATIONAL_IN,74,1,HOUSING_COST,RENT,OTHER,2619.6,63,LT25K,100_150K,ASSOC,NATURALIZED,1,90,124,1.8931,W5
2016,22117,07117,INTERNATIONAL_OUT,43,7,SCHOOL,RENT,OWN,1948.6,86,25_50K,100_150K,HS,NONCITIZEN,0,89,114,1.7692,W1
2024,22118,07118,INTERSTATE,21,3,HEALTH,OWN,OTHER,33.3,79,25_50K,25_50K,SOME_COLLEGE,NONCITIZEN,0,72,124,0.4103,W5
2025,22119,07119,INTERNATIONAL_OUT,7,1,HEALTH,RENT,RENT,2132.9,29,LT25K,75_100K,GRAD,NONCITIZEN,1,87,135,2.0822,W3
2022,22120,07120,INTRASTATE,17,4,HEALTH,OWN,OWN,2962.3,22,50_75K,100_150K,ASSOC,NONCITIZEN,0,89,107,2.3276,W3
2018,22121,07121,INTERNATIONAL_OUT,79,7,SCHOOL,OWN,RENT,266.4,78,100_150K,100_150K,LT_HS,NATURALIZED,1,83,108,1.7615,W2
2021,22122,07122,INTERSTATE,83,6,JOB,RENT,OWN,1581.8,-8,150K_PLUS,100_150K,HS,NONCITIZEN,0,86,113,3.2043,W5
2025,22123,07123,INTERNATIONAL_OUT,71,3,HEALTH,OTHER,RENT,2002.9,-41,150K_PLUS,150K_PLUS,BACH,CITIZEN,0,88,104,2.6498,W5
2019,22124,07124,INTERNATIONAL_OUT,37,6,MILITARY,RENT,OTHER,627.2,12,25_50K,100_150K,HS,NATURALIZED,0,77,112,0.3274,W5
2024,22125,07125,INTERNATIONAL_OUT,28,6,HEALTH,RENT,OWN,2082.4,23,100_150K,50_75K,SOME_COLLEGE,NONCITIZEN,1,76,112,1.9905,W2
2017,22126,07126,INTRASTATE,76,2,OTHER,OWN,OWN,159.8,-34,150K_PLUS,100_150K,BACH,NONCITIZEN,0,89,136,3.4791,W1
2019,22127,07127,INTERNATIONAL_OUT,80,6,SCHOOL,OWN,OTHER,2898.2,-3,75_100K,150K_PLUS,GRAD,CITIZEN,1,76,121,0.8592,W3
2016,22128,07128,INTERNATIONAL_OUT,80,2,FAMILY,RENT,RENT,2440.6,62,100_150K,25_50K,HS,NATURALIZED,0,71,102,2.2367,W2
2022,22129,07129,INTERNATIONAL_IN,72,6,SCHOOL,RENT,RENT,3011.3,72,100_150K,150K_PLUS,BACH,CITIZEN,0,80,116,1.1025,W3
2019,22130,07130,INTERNATIONAL_OUT,1,7,OTHER,OTHER,OTHER,1339.3,13,150K_PLUS,50_75K,HS,CITIZEN,1,74,119,1.4259,W4
2020,22131,07131,INTERNATIONAL_OUT,58,5,OTHER,OTHER,RENT,109.9,76,LT25K,150K_PLUS,GRAD,NONCITIZEN,1,75,128,0.311,W2
2016,22132,07132,INTERNATIONAL_IN,41,4,RETIREMENT,OTHER,OTHER,1093.2,16,150K_PLUS,50_75K,LT_HS,NONCITIZEN,0,97,98,2.4701,W2
2017,22133,07133,INTRASTATE,87,3,OTHER,OWN,RENT,1650.6,64,100_150K,25_50K,LT_HS,CITIZEN,1,69,124,2.7269,W3
2019,22134,07134,INTRASTATE,20,1,HEALTH,OTHER,OTHER,2994.8,64,150K_PLUS,75_100K,LT_HS,NATURALIZED,1,75,101,2.7506,W5
2017,22135,07135,INTERNATIONAL_IN,1,7,FAMILY,OWN,OTHER,2825.9,-29,150K_PLUS,100_150K,HS,NATURALIZED,0,75,113,3.4028,W4
2016,22136,07136,INTERNATIONAL_IN,4,1,HEALTH,OWN,OTHER,1901.2,112,50_75K,LT25K,BACH,NATURALIZED,1,79,117,2.965,W3
2025,22137,07137,INTERNATIONAL_OUT,16,3,HOUSING_COST,RENT,OTHER,2335.3,-34,100_150K,75_100K,LT_HS,CITIZEN,1,95,121,0.8851,W2
2016,22138,07138,INTRASTATE,23,4,MILITARY,OTHER,RENT,3052.5,95,75_100K,100_150K,ASSOC,NATURALIZED,0,99,117,0.9608,W5
2021,22139,07139,INTRASTATE,7,4,JOB,RENT,OWN,2722.0,-43,150K_PLUS,LT25K,ASSOC,NONCITIZEN,0,86,99,2.7344,W4
2017,22140,07140,INTERNATIONAL_OUT,29,6,RETIREMENT,RENT,RENT,2108.4,26,100_150K,50_75K,LT_HS,CITIZEN,1,76,143,2.7638,W5
2018,22141,07141,INTERSTATE,49,1,OTHER,OWN,OTHER,1728.4,44,150K_PLUS,150K_PLUS,LT_HS,CITIZEN,1,85,105,0.606,W3
2020,22142,07142,INTERNATIONAL_OUT,21,3,RETIREMENT,OTHER,OWN,1523.6,98,LT25K,50_75K,SOME_COLLEGE,CITIZEN,1,82,131,0.2219,W5
2018,22143,07143,INTERSTATE,58,6,JOB,RENT,OWN,2421.3,-20,75_100K,50_75K,ASSOC,NATURALIZED,0,82,121,1.5246,W2
2021,22144,07144,INTERNATIONAL_OUT,23,3,SCHOOL,OWN,RENT,2588.2,-27,LT25K,100_150K,ASSOC,NATURALIZED,1,74,120,2.4924,W2
2022,22145,07145,INTERNATIONAL_IN,25,1,JOB,RENT,OTHER,696.9,-54,150K_PLUS,25_50K,LT_HS,NONCITIZEN,0,73,131,3.06,W1
2025,22146,07146,INTERNATIONAL_OUT,60,3,JOB,OTHER,OTHER,1517.1,-56,50_75K,50_75K,GRAD,NATURALIZED,0,78,138,0.7456,W4
2021,22147,07147,INTERNATIONAL_IN,7,3,SCHOOL,OWN,OTHER,2467.8,-40,50_75K,50_75K,SOME_COLLEGE,NATURALIZED,1,86,114,2.8905,W3
2017,22148,07148,INTERSTATE,11,6,HEALTH,OTHER,OTHER,2162.4,73,LT25K,50_75K,BACH,NATURALIZED,1,89,119,2.4587,W5
2024,22149,07149,INTERSTATE,13,2,HOUSING_COST,RENT,OTHER,1893.3,112,50_75K,150K_PLUS,SOME_COLLEGE,NATURALIZED,1,79,129,0.7477,W2
2017,22150,07150,INTERNATIONAL_IN,29,2,MILITARY,OWN,OWN,1036.3,59,150K_PLUS,100_150K,SOME_COLLEGE,NONCITIZEN,1,73,103,3.0818,W1
2021,22151,07151,INTERNATIONAL_IN,54,5,JOB,RENT,RENT,1949.7,102,LT25K,LT25K,ASSOC,NONCITIZEN,1,74,138,3.2789,W3
2024,22152,07152,INTRASTATE,60,6,SCHOOL,RENT,RENT,1959.1,45,25_50K,75_100K,LT_HS,NONCITIZEN,0,68,127,1.0772,W2
