health_mch_birth_cohort_year,health_mch_prenatal_visit_adequacy_index,health_mch_maternal_mortality_ratio,health_mch_severe_maternal_morbidity_rate,health_mch_preterm_birth_rate,health_mch_low_birthweight_rate,health_mch_breastfeeding_initiation_rate,health_mch_breastfeeding_6mo_rate,health_mch_postpartum_care_rate,health_mch_infant_sleep_safe_rate,health_mch_immunization_series_completion,health_mch_well_child_visit_rate,health_mch_teen_birth_rate,health_mch_fertility_rate_age_specific,health_mch_nicu_admission_rate,health_mch_postnatal_depression_screen_rate,health_mch_substance_exposure_flag_rate,health_mch_doula_support_rate,health_mch_medicaid_eligibility_category,health_mch_home_visiting_program_uptake
2023,4.52,16.09,143.11,9.71,9.82,54.86,49.75,81.86,62.38,52.02,49.68,44.12,72.05,12.56,64.85,6.89,17.38,PREGNANCY,40.15
2018,9.39,43.45,62.26,8.98,13.71,54.4,26.89,54.11,76.87,84.69,93.27,19.32,55.28,13.81,72.13,12.83,22.39,POSTPARTUM,25.21
2006,6.6,39.73,100.43,5.44,5.91,67.97,34.39,55.15,77.29,64.76,93.59,4.18,8.68,2.52,30.46,7.74,6.21,POSTPARTUM,34.32
2006,5.79,38.82,149.04,8.57,12.9,67.73,62.6,45.5,79.85,40.78,88.37,12.83,46.36,11.87,80.03,9.74,18.08,EXPANSION,16.31
2014,1.64,23.22,143.72,7.34,8.15,62.18,22.9,52.74,67.36,47.14,70.4,42.66,124.56,15.4,55.52,11.71,2.04,FAMILY,45.52
2025,3.19,33.84,160.47,5.83,6.58,78.46,53.8,89.72,80.99,70.37,70.13,25.69,11.62,15.28,47.3,7.87,20.04,EXPANSION,50.23
2010,8.68,30.18,202.77,9.32,10.62,58.2,27.54,39.5,59.28,49.62,51.35,10.24,102.07,2.91,36.73,8.19,19.39,CHILD,23.27
2017,9.73,6.87,119.97,5.86,4.7,76.29,35.65,69.1,71.77,60.07,50.47,21.37,70.24,8.25,63.41,0.31,29.13,OTHER,33.83
2020,4.14,20.62,50.87,7.57,10.18,56.99,31.15,88.02,54.04,52.58,89.71,11.08,36.27,10.2,24.34,17.48,21.25,CHILD,43.82
2019,5.85,11.09,245.5,14.77,6.87,84.52,44.3,51.86,90.37,50.81,77.85,32.96,35.7,12.01,75.11,0.92,12.52,EXPANSION,30.57
2018,3.11,40.86,256.26,15.59,9.32,56.24,56.77,85.25,48.45,55.72,94.0,36.44,110.69,13.59,25.11,0.77,26.5,CHILD,17.25
2020,5.65,9.2,186.12,8.02,9.45,79.62,36.23,72.73,53.07,50.8,71.37,10.59,83.14,3.19,22.45,0.8,29.57,FAMILY,20.61
2007,9.13,25.82,56.49,5.77,7.15,85.16,36.01,75.27,47.75,62.29,54.08,39.86,68.29,8.76,29.84,16.74,1.66,OTHER,45.88
2009,6.61,5.8,194.44,14.42,5.39,58.41,25.14,68.54,48.96,56.21,45.78,17.73,60.04,3.41,50.52,6.63,7.68,OTHER,42.47
2005,6.79,40.93,249.14,11.57,11.27,58.86,59.77,68.91,58.65,70.28,74.0,14.34,58.91,12.35,85.24,4.14,16.33,PREGNANCY,19.28
2011,7.05,6.07,67.31,6.19,7.27,77.76,33.66,53.32,43.27,58.65,54.73,8.29,135.32,15.22,43.0,4.77,5.97,OTHER,47.8
2015,8.84,41.79,162.94,12.85,6.46,57.63,38.14,90.55,64.1,51.22,83.95,19.86,99.03,8.96,22.97,7.85,26.98,POSTPARTUM,28.92
2023,0.61,6.88,173.19,7.5,13.6,88.28,29.11,72.68,87.84,78.14,76.67,23.3,59.99,2.58,56.98,5.44,24.29,PREGNANCY,11.48
2018,5.25,32.23,201.56,15.77,7.34,60.37,24.29,59.32,84.81,49.98,85.71,29.43,139.51,3.8,23.35,1.94,6.27,OTHER,35.94
2007,5.43,8.66,187.35,7.24,11.16,78.97,49.41,82.91,60.12,65.82,74.64,17.37,108.91,11.47,89.1,1.54,0.32,OTHER,8.93
2013,0.91,16.82,132.06,6.72,6.71,56.69,29.4,71.09,89.21,73.1,63.78,28.91,76.21,3.91,80.71,12.5,9.69,CHILD,14.93
2019,5.15,16.4,121.83,10.7,8.67,50.78,50.82,48.98,51.87,35.65,41.16,22.7,81.57,10.78,85.45,17.0,16.13,PREGNANCY,51.59
2024,5.78,15.66,64.08,5.98,12.09,89.93,18.5,47.16,58.77,51.69,78.77,4.2,44.57,12.82,67.56,13.12,25.15,PREGNANCY,24.59
2013,6.52,31.1,149.29,8.8,6.34,65.04,41.52,69.98,80.24,66.11,45.17,7.1,45.24,5.94,39.55,9.99,7.0,EXPANSION,43.34
2009,7.8,26.91,119.01,8.08,8.61,68.81,59.07,81.45,60.24,52.9,50.36,43.87,87.06,16.76,62.09,2.64,5.99,PREGNANCY,12.77
2005,7.1,41.39,171.71,13.15,11.08,58.21,64.12,90.2,90.77,35.38,59.07,37.16,112.64,4.86,85.0,13.32,17.8,FAMILY,50.6
2020,0.48,42.67,213.07,14.35,9.93,71.31,54.49,53.29,49.87,67.28,80.5,5.41,69.0,9.04,29.39,2.86,18.36,EXPANSION,43.37
2013,4.82,27.78,113.34,9.32,12.24,63.8,45.19,43.06,65.16,77.69,88.02,14.42,128.26,8.32,42.0,11.92,26.98,OTHER,16.83
2018,4.81,30.85,234.2,10.93,12.22,67.39,22.54,78.14,53.9,41.51,45.56,7.17,15.94,4.29,24.14,17.09,27.19,FAMILY,49.44
2010,9.07,33.66,53.45,5.56,4.51,77.39,49.61,53.52,59.35,59.24,41.3,35.95,35.43,8.91,38.2,16.93,14.28,POSTPARTUM,19.01
2013,8.73,16.36,139.93,8.56,5.75,75.45,47.82,50.08,51.95,68.34,44.32,33.41,24.41,14.46,67.14,8.24,19.73,EXPANSION,12.81
2008,6.89,32.5,188.35,11.87,8.05,85.57,18.49,75.98,40.55,39.5,71.7,16.97,43.46,10.12,22.07,15.23,4.7,FAMILY,29.94
2023,2.71,42.14,54.44,11.36,8.39,56.86,42.21,70.52,52.59,86.98,78.79,44.15,135.13,5.66,23.76,1.19,27.44,CHILD,50.56
2010,1.79,33.36,238.65,6.1,4.86,89.71,38.49,73.26,72.47,50.38,82.74,26.74,112.45,12.03,56.91,6.16,8.3,POSTPARTUM,35.16
2008,4.83,27.98,248.9,7.94,8.26,81.2,50.46,48.81,60.96,66.69,51.89,27.56,98.73,17.77,60.55,9.04,5.11,FAMILY,50.12
2025,7.36,28.3,109.0,15.46,11.45,82.37,40.45,41.69,52.01,73.5,82.68,3.39,60.44,2.75,68.81,8.61,22.5,FAMILY,53.54
2024,8.93,30.64,201.19,5.85,5.75,71.09,33.9,91.6,48.83,76.74,55.17,28.8,112.23,3.9,29.43,14.15,8.46,OTHER,38.34
2009,2.9,13.78,146.27,5.93,9.54,77.27,23.3,44.63,86.01,58.56,73.09,17.58,111.88,2.15,80.08,7.67,12.09,POSTPARTUM,5.44
2006,9.47,38.09,211.74,12.03,12.4,84.41,40.81,74.51,50.47,53.46,87.79,32.51,42.99,6.92,68.15,15.68,20.48,POSTPARTUM,0.5
2008,5.26,28.02,179.69,9.17,6.62,85.3,25.89,60.66,76.07,69.63,89.05,4.97,118.13,4.1,56.34,2.98,15.36,FAMILY,41.94
2008,3.93,36.09,75.17,7.3,13.98,52.93,23.7,80.25,44.4,41.73,42.5,33.55,35.17,6.38,69.09,10.3,11.25,PREGNANCY,36.14
2011,6.09,41.28,255.51,13.95,6.28,58.98,31.94,57.79,70.37,53.04,54.71,18.85,85.54,12.89,85.23,16.55,23.24,PREGNANCY,19.06
2014,2.63,44.83,234.3,12.83,13.68,70.14,45.63,90.47,87.96,58.76,73.88,44.47,94.68,10.16,51.23,7.04,10.42,POSTPARTUM,42.67
2016,4.48,11.43,50.49,11.3,9.28,85.66,54.07,79.82,66.67,67.82,70.53,20.22,113.58,14.88,33.03,3.27,24.05,PREGNANCY,25.87
2025,5.37,27.64,70.98,6.9,9.28,74.92,42.27,54.58,80.32,76.08,54.92,2.12,91.36,15.46,80.5,11.0,23.8,FAMILY,14.02
2025,7.03,40.54,126.42,10.12,9.01,58.98,59.01,72.75,62.95,61.05,44.77,10.41,56.86,12.82,43.6,7.82,20.39,POSTPARTUM,9.45
2011,5.21,24.6,155.84,12.76,8.23,90.07,17.78,87.8,75.52,60.6,42.61,2.68,122.59,4.4,70.05,13.3,13.13,PREGNANCY,52.37
2015,5.5,14.03,55.05,6.51,11.2,84.38,40.34,87.46,40.91,90.38,50.82,30.75,40.84,5.1,51.96,12.81,16.03,CHILD,12.77
2020,7.58,34.8,167.14,12.87,11.01,88.18,57.17,51.81,77.67,57.79,64.99,38.94,112.77,11.23,37.72,13.81,19.99,PREGNANCY,24.11
2020,0.16,13.47,109.89,12.33,10.16,91.48,53.56,56.7,81.76,74.51,52.76,24.62,40.33,10.57,23.02,11.96,28.42,PREGNANCY,41.57
2013,9.9,34.9,207.36,9.31,5.19,83.64,41.56,84.84,40.25,57.68,45.82,8.64,30.7,7.75,86.53,1.83,27.68,PREGNANCY,40.46
2009,2.63,5.02,191.69,11.07,7.11,57.78,45.38,78.13,63.56,40.2,93.95,15.2,101.42,12.19,51.78,10.86,20.4,OTHER,51.28
2024,1.0,11.91,132.52,10.26,5.25,70.16,57.47,44.27,61.33,62.07,82.08,4.04,78.2,6.91,61.24,2.76,15.81,CHILD,19.11
2006,3.77,28.62,135.21,11.22,9.61,77.27,35.22,71.02,92.06,53.6,88.97,43.99,125.8,4.74,84.98,11.6,15.87,OTHER,44.85
2017,9.69,18.93,146.82,14.74,10.64,61.49,58.68,70.08,47.36,71.13,54.03,43.16,51.17,15.75,46.1,14.27,4.91,OTHER,19.65
2021,5.81,8.88,143.01,5.67,10.33,72.9,49.18,35.43,94.68,37.66,75.4,33.29,37.34,3.94,67.73,10.22,4.0,OTHER,27.9
2015,9.93,33.48,145.67,10.56,11.78,60.09,51.97,51.48,80.11,38.79,90.98,20.16,23.2,5.06,73.14,14.55,16.09,OTHER,25.96
2012,1.34,34.75,57.36,8.59,10.76,57.57,63.93,71.87,75.11,72.24,81.88,11.5,56.19,2.52,63.57,14.63,12.82,FAMILY,34.42
2022,7.5,43.83,234.45,13.09,12.66,62.89,43.15,54.12,56.49,60.93,68.52,26.79,104.05,2.18,44.43,2.95,28.05,FAMILY,25.92
2018,9.09,28.7,105.82,14.92,9.0,70.23,62.79,85.43,74.13,53.27,42.66,16.65,64.56,14.28,83.87,4.68,4.01,POSTPARTUM,15.47
2021,9.28,24.69,132.08,6.53,8.33,73.2,22.89,80.9,40.78,67.37,55.24,24.93,50.87,15.56,39.13,7.25,17.35,POSTPARTUM,12.52
2012,0.27,41.64,106.11,14.8,11.67,53.12,18.88,54.97,80.69,62.16,50.81,15.11,50.36,12.59,48.65,1.95,6.53,FAMILY,30.47
2011,2.68,29.12,88.34,5.15,8.57,52.56,33.81,57.41,74.71,60.75,79.66,28.74,122.01,9.62,71.34,11.24,23.42,OTHER,31.5
2016,7.75,11.13,70.01,9.03,12.02,68.11,37.32,36.61,59.32,46.55,87.76,42.77,26.27,3.37,47.58,8.15,1.88,CHILD,29.2
2010,6.19,31.17,173.53,12.71,4.77,73.43,17.96,43.06,52.67,54.7,84.05,9.85,50.93,15.74,77.25,16.78,17.21,OTHER,50.18
2006,1.43,9.0,238.62,9.83,10.4,63.61,60.09,46.76,66.93,58.53,66.45,21.06,137.36,10.71,63.05,13.12,4.83,POSTPARTUM,12.37
2015,4.49,42.82,170.58,7.22,6.89,60.43,40.66,40.67,84.86,59.07,68.65,9.87,127.02,13.23,63.87,15.02,23.12,POSTPARTUM,23.45
2010,5.43,19.71,185.25,15.67,9.86,74.67,24.22,85.32,66.17,57.94,61.24,15.5,49.69,4.76,40.42,9.55,1.38,POSTPARTUM,3.33
2022,8.46,37.3,234.53,15.24,7.12,77.03,54.9,88.35,78.77,56.41,57.13,18.31,10.38,10.22,31.45,9.69,8.04,FAMILY,16.06
2013,1.35,41.48,134.32,9.31,9.07,84.11,25.25,37.83,71.41,35.03,60.14,26.08,82.56,15.76,51.32,5.7,14.22,PREGNANCY,39.14
2016,6.52,32.01,226.52,10.56,5.29,59.57,18.19,60.98,75.89,56.09,76.21,30.37,133.09,6.34,20.43,15.08,25.44,EXPANSION,41.75
2013,6.58,5.96,152.93,8.97,8.82,81.3,15.26,83.18,63.65,62.66,51.19,25.92,71.25,5.34,51.74,9.77,1.3,POSTPARTUM,48.88
2022,7.49,42.23,186.95,7.14,10.35,63.29,40.86,54.76,76.84,56.67,84.33,6.04,78.92,16.06,74.31,9.82,26.73,PREGNANCY,18.61
2005,1.45,38.31,100.03,10.01,13.51,79.16,19.24,67.59,72.96,42.92,55.02,11.63,103.21,4.64,49.53,15.81,29.47,FAMILY,8.06
2006,0.03,44.7,111.84,9.66,6.64,75.36,53.34,54.43,77.13,38.63,67.14,38.24,94.47,2.83,48.92,14.61,27.2,OTHER,42.78
2016,2.85,18.85,180.34,9.05,5.18,80.12,26.46,47.72,64.2,54.91,74.37,2.43,120.46,10.48,78.08,10.83,24.18,OTHER,38.93
2018,3.14,6.72,184.59,12.95,4.54,59.55,22.21,63.05,62.5,89.32,51.98,4.5,14.31,8.14,61.4,15.32,26.98,EXPANSION,1.6
2006,3.09,33.66,243.89,5.66,5.65,77.61,18.15,49.8,40.57,62.22,67.8,29.9,54.86,5.5,70.83,16.84,30.0,OTHER,41.42
2014,7.38,17.5,171.13,12.52,10.18,55.54,19.61,41.01,64.2,85.21,88.07,17.27,29.81,3.93,42.75,6.93,1.4,EXPANSION,19.58
2019,4.65,24.28,51.32,7.19,5.71,78.07,21.72,42.21,54.48,38.59,72.65,34.23,112.25,11.99,67.97,13.46,0.07,FAMILY,49.83
2008,4.82,36.02,102.62,7.75,7.38,70.21,45.61,86.65,85.53,39.7,64.04,24.9,99.34,7.01,42.26,15.21,27.94,OTHER,21.82
2020,5.94,43.53,112.32,15.41,10.45,86.88,43.23,45.71,76.93,36.81,51.37,26.19,128.58,6.98,40.24,0.85,7.05,POSTPARTUM,42.33
2018,9.95,25.8,133.74,13.16,12.29,70.72,37.2,55.54,86.41,63.63,74.85,22.52,5.44,13.4,31.53,12.3,3.09,CHILD,41.02
2010,1.37,40.45,219.54,6.72,7.06,76.67,58.42,77.35,62.39,59.82,60.56,13.42,29.97,5.09,34.05,10.86,27.14,POSTPARTUM,35.31
2018,6.16,38.57,239.77,5.91,6.88,70.17,21.18,90.76,84.66,72.82,66.67,40.84,10.1,11.88,55.88,6.73,22.69,PREGNANCY,15.29
2024,7.87,7.32,81.28,6.84,6.62,70.7,48.05,89.68,52.88,71.09,75.13,23.09,132.34,17.78,39.79,5.1,16.76,CHILD,7.95
2023,7.13,14.04,67.51,6.34,7.91,82.91,63.53,40.63,79.4,79.32,71.18,9.33,88.34,3.84,77.89,3.83,28.52,FAMILY,42.9
2020,0.83,22.74,100.52,10.33,9.79,52.3,57.27,37.75,66.04,41.58,86.55,15.45,55.21,12.1,58.55,10.24,13.87,CHILD,32.48
2010,5.53,25.59,245.23,12.75,10.91,51.2,27.33,56.74,70.44,59.82,58.88,7.95,73.25,4.43,53.16,8.91,21.13,OTHER,32.3
2016,4.42,36.29,253.11,6.73,10.8,83.3,41.11,50.31,73.83,41.9,74.99,43.41,24.39,10.77,54.53,10.29,15.79,CHILD,7.24
2023,5.09,14.79,170.18,13.78,10.67,82.6,45.68,38.92,80.33,65.18,86.51,16.71,45.26,12.85,26.12,13.0,14.74,POSTPARTUM,35.99
2017,2.4,21.15,209.25,5.15,6.54,65.71,31.84,42.51,73.62,35.11,54.74,36.73,44.11,11.66,63.32,1.49,10.64,PREGNANCY,11.05
2006,8.29,44.62,242.02,12.85,12.66,90.73,49.86,65.32,53.68,70.6,60.56,42.11,69.9,5.64,73.65,1.53,14.92,OTHER,6.91
2021,5.84,42.21,191.8,8.08,9.06,69.44,31.0,73.76,65.99,86.34,83.66,22.46,15.98,9.72,72.72,8.45,4.39,FAMILY,13.98
2012,0.09,17.83,104.21,6.57,6.18,80.41,47.14,62.31,90.49,65.25,87.67,2.25,51.24,15.4,62.22,16.45,1.16,OTHER,2.09
2009,8.72,24.39,125.74,10.53,9.53,55.16,51.71,64.49,61.78,55.44,58.47,4.24,138.35,4.87,65.52,11.56,5.74,EXPANSION,23.58
2024,4.17,26.16,108.97,13.62,5.74,77.57,62.77,61.99,46.82,46.29,90.48,30.22,23.22,15.76,89.17,16.26,18.57,PREGNANCY,49.01
2020,0.69,28.04,112.29,9.68,6.36,73.35,46.14,54.68,75.01,90.99,79.35,3.51,98.37,6.24,22.91,4.18,26.52,EXPANSION,48.93
2006,0.19,23.27,220.18,15.46,10.74,67.2,23.52,43.06,77.42,76.45,93.43,33.53,48.64,9.68,27.84,9.93,20.35,OTHER,48.12
2025,3.05,24.92,251.73,7.25,10.57,69.52,30.36,67.82,73.13,88.71,58.15,6.54,67.67,7.44,42.47,1.58,13.28,OTHER,0.76
2017,3.23,18.14,122.29,12.63,10.35,63.08,45.44,67.89,67.9,39.01,83.84,44.0,134.14,2.12,55.22,10.64,11.69,EXPANSION,41.0
2022,9.85,12.05,258.65,6.6,13.49,90.3,53.54,35.44,78.28,78.4,68.96,44.52,98.14,2.68,76.22,3.59,5.64,FAMILY,42.71
2006,7.59,31.79,72.29,10.63,13.31,79.88,18.43,51.47,65.11,80.8,75.78,20.0,123.76,11.67,25.33,8.5,5.41,FAMILY,34.55
2017,2.32,40.79,222.48,12.25,6.1,80.45,53.66,77.58,75.48,45.47,76.33,4.7,18.09,11.75,49.53,7.14,5.53,PREGNANCY,22.38
2007,8.96,37.81,100.26,14.38,7.36,89.79,48.67,70.71,56.04,50.52,64.04,13.09,135.13,8.57,34.3,14.4,14.74,EXPANSION,9.69
2018,4.95,44.56,222.8,11.24,11.56,63.36,49.32,87.43,65.48,36.87,73.06,16.19,136.61,17.16,74.71,16.9,12.76,EXPANSION,12.46
2006,2.18,30.65,46.33,8.89,10.12,70.54,37.46,84.75,88.18,70.57,83.83,11.45,75.67,3.31,32.02,5.49,28.66,OTHER,31.09
2012,3.75,13.34,85.12,8.77,10.87,54.22,16.28,59.67,92.43,59.96,86.51,35.96,113.19,4.2,35.65,4.06,15.2,OTHER,23.29
2022,2.7,23.05,259.98,15.29,4.55,66.72,42.67,53.6,72.9,46.98,48.61,28.04,103.46,7.22,56.81,15.79,5.87,FAMILY,5.32
2005,2.52,7.4,214.82,15.15,4.68,63.85,50.69,79.2,80.75,37.51,63.88,31.85,11.71,11.77,77.69,5.88,6.64,OTHER,33.4
2009,9.71,28.41,208.22,14.05,5.75,73.64,21.79,38.22,73.41,62.88,58.94,38.2,88.32,17.13,47.93,15.3,19.17,PREGNANCY,48.21
2010,3.43,41.59,167.6,7.2,8.88,58.01,55.75,62.68,64.39,70.08,71.14,28.96,121.96,7.31,72.91,11.7,15.35,PREGNANCY,30.27
2007,4.11,34.51,238.33,13.15,4.75,90.36,64.98,42.77,54.67,39.34,61.75,35.33,29.71,4.48,47.14,6.31,2.98,OTHER,6.93
2012,2.14,44.1,99.93,12.25,10.12,70.85,43.81,43.87,40.84,83.11,67.79,23.37,16.11,8.31,44.29,15.76,0.77,OTHER,28.27
2021,0.97,39.49,211.74,8.02,7.49,53.74,46.91,47.5,88.02,63.61,45.1,37.12,112.07,16.07,39.03,16.31,10.55,PREGNANCY,43.83
2007,0.87,7.36,41.61,15.4,10.86,76.52,28.12,90.79,41.15,49.28,58.19,43.6,31.52,16.58,77.92,9.38,14.02,CHILD,41.45
2018,2.72,17.77,118.81,6.02,5.42,50.11,63.91,67.78,77.4,90.77,75.38,8.77,15.68,13.56,87.73,13.5,2.32,POSTPARTUM,14.74
2011,2.23,15.61,248.5,15.25,10.1,77.25,33.67,47.4,45.58,76.39,41.47,30.49,97.37,13.3,74.03,10.98,22.47,PREGNANCY,48.71
2011,5.17,7.91,48.61,12.94,9.97,75.04,15.08,45.99,81.2,38.57,43.14,15.94,133.44,14.89,34.23,12.07,1.2,OTHER,50.68
2020,8.96,21.03,78.55,13.73,7.72,80.62,63.57,37.56,74.34,89.41,76.25,2.03,24.03,3.49,76.23,6.48,2.28,PREGNANCY,32.42
2006,2.6,24.96,118.25,7.78,10.57,53.65,60.39,84.86,51.22,80.42,70.19,28.78,116.88,4.49,51.14,7.63,12.46,PREGNANCY,41.53
2013,8.21,27.41,195.48,10.07,12.83,55.0,20.54,56.62,43.74,69.24,59.91,33.61,120.84,6.16,49.72,11.25,6.83,EXPANSION,22.76
2019,2.93,15.06,141.64,12.51,12.96,64.27,29.57,88.99,69.01,48.37,74.76,23.42,126.46,8.91,24.77,10.08,8.58,OTHER,30.4
2008,6.59,22.38,167.53,12.35,8.3,57.67,51.25,61.48,72.35,78.65,73.67,13.73,121.14,13.47,65.18,0.81,28.17,OTHER,34.12
2017,0.92,30.94,84.29,12.23,10.16,54.13,49.23,83.75,75.76,77.99,52.46,34.37,7.6,17.95,39.62,9.94,2.68,PREGNANCY,22.93
2017,7.21,39.85,97.35,15.55,11.49,54.53,52.67,61.58,46.56,35.46,74.67,43.42,79.15,6.59,21.36,2.25,22.11,EXPANSION,46.23
2013,7.75,40.84,244.1,10.24,9.8,79.78,26.71,47.27,93.23,77.78,61.01,26.02,17.33,3.1,60.48,11.28,24.12,CHILD,22.74
2010,1.52,20.37,216.45,10.93,13.05,86.3,25.56,41.55,61.61,56.82,51.55,14.29,70.22,5.51,32.04,5.52,6.92,CHILD,29.29
2016,6.51,34.55,187.46,10.98,7.22,66.41,56.84,64.44,59.67,79.82,42.63,12.16,13.77,5.24,74.78,8.79,17.35,PREGNANCY,13.97
2010,5.64,43.43,134.69,13.73,5.17,74.29,17.9,70.13,86.06,81.67,90.28,2.89,78.05,17.05,29.94,15.45,20.46,CHILD,31.23
2011,0.55,32.5,206.3,9.77,11.0,74.44,24.04,85.83,78.49,46.21,91.22,23.17,41.66,7.71,69.51,17.51,3.01,PREGNANCY,9.28
2019,4.8,42.49,240.03,7.04,11.66,53.05,55.52,43.88,75.24,82.51,52.53,28.14,17.85,14.15,34.1,0.45,14.48,PREGNANCY,2.64
2015,0.71,43.16,206.68,8.13,10.87,56.01,48.14,86.32,70.78,85.99,76.17,43.33,108.33,9.83,67.25,8.52,14.17,CHILD,19.08
2015,9.14,11.95,66.47,12.75,12.17,55.51,37.0,56.98,77.2,80.2,42.67,32.46,34.98,15.72,77.56,15.61,10.64,FAMILY,34.6
2021,5.81,27.08,64.15,9.57,13.97,53.59,45.1,54.86,44.73,78.75,40.77,9.7,124.89,2.02,65.42,11.63,24.04,EXPANSION,1.45
2015,7.29,36.7,96.44,9.38,9.02,69.08,50.02,38.89,49.42,56.5,80.57,2.44,53.4,14.73,24.39,13.23,1.87,EXPANSION,51.41
2011,4.58,27.51,238.66,5.42,6.88,66.7,45.62,59.17,41.96,58.06,58.95,36.93,62.42,13.75,53.06,1.12,16.77,CHILD,37.83
2016,4.6,30.38,216.64,14.86,10.86,69.86,17.34,45.17,76.48,43.75,58.76,34.98,130.17,15.69,22.85,16.22,5.26,CHILD,30.49
2021,1.55,28.51,85.64,8.73,7.92,88.02,48.91,37.5,82.45,49.0,93.95,35.73,39.16,13.3,87.4,7.74,28.85,OTHER,18.11
2010,8.91,14.55,82.17,10.34,4.94,80.77,29.05,71.95,42.84,49.92,46.79,27.69,85.17,3.33,75.76,0.56,0.83,CHILD,29.65
2018,0.11,24.15,181.92,11.35,13.54,72.75,39.81,83.91,65.61,54.55,72.98,4.19,59.48,6.92,77.27,8.02,9.67,OTHER,0.23
2008,0.97,5.87,84.98,14.96,10.88,57.5,18.17,52.93,68.24,35.47,69.39,20.46,36.42,9.5,31.5,17.32,5.88,FAMILY,26.23
2010,4.02,32.28,121.1,7.62,12.7,65.11,22.89,77.14,58.15,65.45,80.57,2.38,133.17,16.16,63.57,6.17,2.9,POSTPARTUM,51.34
2020,1.79,8.79,162.56,8.81,7.73,76.16,63.58,74.84,50.7,82.86,53.63,24.24,110.82,16.98,38.02,7.38,14.67,FAMILY,36.06
2015,6.21,41.37,49.68,8.25,9.0,60.31,44.74,43.99,44.61,80.46,41.5,11.23,27.79,16.22,37.17,14.92,12.64,OTHER,47.77
2015,3.44,19.69,165.16,11.99,13.07,79.1,20.82,44.02,91.06,85.73,54.24,9.51,96.01,2.13,85.72,16.39,26.26,EXPANSION,23.63
2021,0.96,30.33,96.41,6.45,9.97,86.14,31.33,74.93,52.2,35.89,81.47,26.82,63.66,16.19,87.86,15.06,8.76,EXPANSION,50.73
2023,2.81,14.58,223.57,12.02,6.62,82.49,63.99,42.26,88.8,62.84,86.82,15.95,78.26,4.11,22.87,6.67,21.81,CHILD,2.39
2011,2.03,34.1,240.28,13.16,13.86,58.52,32.88,62.09,84.24,83.24,45.21,14.31,116.76,16.28,79.62,11.63,23.76,FAMILY,2.09
2005,0.36,9.07,93.57,7.56,12.06,76.51,37.08,53.82,67.49,82.34,77.17,2.34,129.35,16.77,59.18,0.67,8.6,PREGNANCY,17.36
2012,4.5,29.74,54.74,8.82,10.64,50.07,64.83,63.75,54.86,57.53,81.54,34.94,57.53,9.52,63.82,8.41,18.04,POSTPARTUM,1.55
2005,2.68,30.18,188.79,7.17,9.93,89.98,15.77,44.9,74.04,69.46,64.57,21.02,82.35,13.24,39.87,12.26,22.06,FAMILY,3.94
2024,7.65,24.82,79.69,14.46,11.96,55.15,63.01,72.5,67.32,73.63,60.08,37.91,23.85,10.54,49.49,5.33,4.08,CHILD,47.86
2008,5.52,20.64,251.59,11.35,11.18,62.71,31.97,75.49,92.53,77.01,48.59,39.68,58.12,7.19,72.52,16.27,7.38,EXPANSION,17.71
2011,5.82,7.38,259.51,10.17,8.21,58.4,18.06,42.36,76.35,85.15,44.13,11.47,128.55,3.09,46.55,13.29,27.34,CHILD,31.96
2018,5.65,32.05,242.81,5.55,6.76,52.06,51.85,82.78,42.33,75.47,76.45,17.75,68.7,14.94,56.65,15.46,13.8,OTHER,19.08
2012,2.62,9.41,89.43,13.05,6.36,69.1,22.17,37.87,72.09,78.15,70.97,9.93,12.7,4.83,41.53,16.23,1.32,POSTPARTUM,29.72
2025,8.66,42.07,124.85,7.43,9.89,60.09,29.06,42.03,88.14,43.99,87.36,27.78,19.94,11.81,64.4,10.57,21.86,FAMILY,22.61
2005,4.9,25.02,259.82,5.68,4.6,66.93,64.18,87.27,68.61,85.14,79.24,25.06,38.74,15.72,80.06,7.21,13.36,OTHER,10.63
2014,3.02,35.6,96.79,14.04,8.22,84.34,58.18,35.42,48.4,66.52,70.66,2.28,60.61,7.06,76.61,0.42,23.27,PREGNANCY,17.54
2006,8.3,42.57,179.31,11.87,9.75,75.1,24.59,38.3,45.2,61.74,76.89,7.58,113.78,16.54,37.03,0.75,24.28,POSTPARTUM,36.64
2015,2.63,26.44,259.34,15.27,10.33,76.25,34.26,88.76,57.52,57.19,66.57,31.02,9.06,2.53,53.67,6.62,16.29,EXPANSION,17.43
2021,7.38,38.29,113.18,7.51,9.49,50.86,49.49,57.47,41.49,41.8,41.8,44.01,33.07,11.91,43.89,17.89,3.19,PREGNANCY,4.05
2005,8.58,10.45,158.86,11.23,11.09,65.49,20.26,60.78,49.94,86.63,54.77,19.8,75.87,15.59,32.25,2.96,28.92,EXPANSION,40.46
2015,5.86,36.49,237.36,14.56,9.26,61.52,33.98,71.69,49.24,39.25,52.44,24.36,24.31,17.18,49.19,10.85,20.0,POSTPARTUM,33.16
2006,6.14,40.59,179.17,9.46,13.38,67.87,32.41,52.34,61.95,77.26,92.68,17.46,70.21,16.18,70.04,5.47,1.95,POSTPARTUM,7.11
2011,6.74,43.83,191.11,6.93,4.62,55.26,16.75,67.67,74.85,61.77,46.43,11.78,94.44,7.02,59.44,1.74,8.95,EXPANSION,33.79
