tech_infra_project_start_date,tech_infra_project_id,tech_infra_project_type_code,tech_infra_funding_source_code,tech_infra_total_budget_usd,tech_infra_matching_funds_usd,tech_infra_miles_fiber_planned,tech_infra_miles_fiber_completed,tech_infra_locations_planned,tech_infra_locations_connected,tech_infra_construction_status_code,tech_infra_permits_issued_count,tech_infra_right_of_way_delay_days,tech_infra_contractor_id,tech_infra_workforce_local_hire_pct,tech_infra_equipment_supply_risk_score,tech_infra_open_access_policy_flag,tech_infra_community_anchor_sites_connected,tech_infra_performance_milestone_met_flag,tech_infra_project_closeout_date
2018-09-05,PRJ0000000979,FIBER_BUILD,ARPA,1400847132.82,608640344.65,1620.084,230.956,127596,17112,CLOSED_OUT,4919,239,CTR000000979,3.04,0.5193,1,10992,1,2020-08-20
2018-09-06,PRJ0000000980,TOWER_BUILD,PRIVATE_PARTNER,1991764796.44,940828941.84,537.956,17.288,775928,561415,COMPLETE,692,307,CTR000000980,7.93,0.2046,1,11322,0,2020-01-16
2018-09-07,PRJ0000000981,FIBER_BUILD,PRIVATE_PARTNER,4277487843.4,1390672352.3,3778.621,3792.73,464917,91000,PAUSED,4382,657,CTR000000981,90.53,0.4565,1,13072,0,2021-11-23
2018-09-08,PRJ0000000982,DIGITAL_EQUITY,FEDERAL_GRANT,1935417290.48,589694085.62,689.132,460.717,327891,297527,PLANNING,5503,706,CTR000000982,63.15,0.5718,0,13259,1,2024-02-23
2018-09-09,PRJ0000000983,DATA_CENTER,STATE_MATCH,169547358.54,10003275.24,3392.205,1953.68,420862,119950,PERMITTING,1330,398,CTR000000983,16.71,0.2189,0,6447,0,2022-07-06
2018-09-10,PRJ0000000984,MIDDLE_MILE,FEDERAL_GRANT,3754222990.02,825455689.73,3599.957,698.226,150568,142313,CLOSED_OUT,3966,541,CTR000000984,90.65,0.5217,0,14346,1,2020-12-11
2018-09-11,PRJ0000000985,DIGITAL_EQUITY,PRIVATE_PARTNER,5048533555.89,2640175958.26,1347.236,1235.763,620317,157863,CONSTRUCTION,4573,77,CTR000000985,78.33,0.7785,0,12848,0,2019-07-15
2018-09-12,PRJ0000000986,FIBER_BUILD,PRIVATE_PARTNER,2682952266.01,120655803.02,2635.353,1030.844,438403,15184,PLANNING,1936,276,CTR000000986,7.97,0.1857,1,8804,0,2024-01-18
2018-09-13,PRJ0000000987,DIGITAL_EQUITY,FEDERAL_GRANT,4544509561.96,2209061516.16,3328.061,91.486,329930,82258,CONSTRUCTION,2411,538,CTR000000987,56.1,0.8897,0,13186,1,2019-03-12
2018-09-14,PRJ0000000988,TOWER_BUILD,FEDERAL_GRANT,2504404205.86,147596866.01,490.816,301.226,34452,28241,CONSTRUCTION,251,298,CTR000000988,37.51,0.2778,0,10749,1,2022-08-25
2018-09-15,PRJ0000000989,MIDDLE_MILE,LOCAL_BOND,3554029992.07,1937759389.21,2871.639,336.928,340558,270482,CONSTRUCTION,2125,582,CTR000000989,24.25,0.7009,1,1955,1,2020-09-09
2018-09-16,PRJ0000000990,DATA_CENTER,FEDERAL_GRANT,5594721368.5,2335813257.08,1786.302,317.267,608380,193104,CONSTRUCTION,3232,203,CTR000000990,59.01,0.0561,0,4852,0,2019-10-19
2018-09-17,PRJ0000000991,DIGITAL_EQUITY,LOCAL_BOND,4219265128.89,2223593732.42,1080.439,45.542,615209,200826,PLANNING,1394,385,CTR000000991,15.58,0.7726,1,7411,0,2022-08-14
2018-09-18,PRJ0000000992,DATA_CENTER,STATE_MATCH,115850580.16,25443686.79,2470.994,2245.474,573747,330301,COMPLETE,3922,176,CTR000000992,22.19,0.9691,0,601,1,2020-01-14
2018-09-19,PRJ0000000993,MIDDLE_MILE,STATE_MATCH,1158025034.32,433533145.11,57.826,21.973,713190,211118,CONSTRUCTION,4059,47,CTR000000993,53.99,0.1537,1,5521,1,2021-05-18
2018-09-20,PRJ0000000994,PUBLIC_WIFI,FEDERAL_GRANT,5192069895.17,1509151539.13,2890.198,1877.595,373148,108966,PAUSED,391,356,CTR000000994,24.24,0.8593,1,14087,1,2019-11-29
2018-09-21,PRJ0000000995,DIGITAL_EQUITY,STATE_MATCH,2693731610.42,1009203015.88,2436.08,1203.889,580911,107162,CONSTRUCTION,3483,119,CTR000000995,83.52,0.4738,0,8431,1,2021-06-21
2018-09-22,PRJ0000000996,MIDDLE_MILE,STATE_MATCH,987569100.32,471118498.1,3267.434,479.635,567027,363658,CONSTRUCTION,2584,296,CTR000000996,47.25,0.4806,0,8103,0,2023-12-19
2018-09-23,PRJ0000000997,DATA_CENTER,FEDERAL_GRANT,1303157728.82,11822095.19,3501.803,3304.342,305916,255487,PLANNING,4756,77,CTR000000997,36.64,0.4836,0,11726,1,2024-09-22
2018-09-24,PRJ0000000998,PUBLIC_WIFI,FEDERAL_GRANT,5252980493.67,1750386236.1,2211.846,581.049,697779,27598,PLANNING,5653,710,CTR000000998,5.43,0.7523,0,1244,0,2019-12-27
2018-09-25,PRJ0000000999,PUBLIC_WIFI,STATE_MATCH,3679310370.97,1965244346.52,720.02,743.141,676449,295094,PAUSED,2593,480,CTR000000999,78.22,0.9586,0,1535,1,2023-10-03
2018-09-26,PRJ0000001000,FIBER_BUILD,STATE_MATCH,1209483894.51,649455400.13,845.646,417.833,499682,331127,CLOSED_OUT,5168,675,CTR000001000,32.79,0.8718,0,7046,0,2023-02-04
2018-09-27,PRJ0000001001,DIGITAL_EQUITY,LOCAL_BOND,1428011592.83,307125084.04,2647.936,1237.657,595086,142030,PERMITTING,3322,662,CTR000001001,86.36,0.5624,0,2246,0,2023-10-31
2018-09-28,PRJ0000001002,DIGITAL_EQUITY,STATE_MATCH,902759400.55,18389382.41,2791.28,908.063,725417,558571,CONSTRUCTION,1492,86,CTR000001002,91.11,0.3761,0,6954,1,2018-11-27
2018-09-29,PRJ0000001003,DIGITAL_EQUITY,FEDERAL_GRANT,3139399857.01,1013915269.03,3235.527,3027.067,463901,102741,PERMITTING,2755,95,CTR000001003,8.65,0.9435,0,3348,0,2023-02-07
2018-09-30,PRJ0000001004,DIGITAL_EQUITY,ARPA,2333257683.92,1201972898.86,3709.904,792.278,554757,329091,COMPLETE,3853,243,CTR000001004,56.98,0.1919,0,14410,0,2018-12-30
2018-10-01,PRJ0000001005,MIDDLE_MILE,FEDERAL_GRANT,2319836390.22,1162062952.09,191.847,44.342,452516,430265,PAUSED,4418,270,CTR000001005,13.5,0.6312,1,4465,0,2021-07-29
2018-10-02,PRJ0000001006,DATA_CENTER,STATE_MATCH,4200257297.68,2269098426.92,2349.599,1743.058,123909,99188,CONSTRUCTION,4877,178,CTR000001006,65.52,0.6698,1,857,1,2022-01-15
2018-10-03,PRJ0000001007,TOWER_BUILD,FEDERAL_GRANT,5959724078.56,1665899501.04,204.584,173.324,572346,531978,PLANNING,1220,161,CTR000001007,25.21,0.1888,0,13978,1,2020-09-03
2018-10-04,PRJ0000001008,PUBLIC_WIFI,FEDERAL_GRANT,5141501353.0,1965518906.31,2220.385,311.343,288431,282296,PERMITTING,3561,450,CTR000001008,30.11,0.43,1,4220,0,2022-01-02
2018-10-05,PRJ0000001009,MIDDLE_MILE,FEDERAL_GRANT,1808477978.51,131154054.7,3515.186,79.196,17528,8634,CLOSED_OUT,1651,27,CTR000001009,96.71,0.3224,1,13286,0,2022-04-10
2018-10-06,PRJ0000001010,PUBLIC_WIFI,PRIVATE_PARTNER,5583748639.78,1347706218.71,3717.408,622.903,454703,137117,CONSTRUCTION,5897,612,CTR000001010,86.32,0.2605,0,4344,1,2019-11-14
2018-10-07,PRJ0000001011,FIBER_BUILD,FEDERAL_GRANT,3137025676.21,1731275566.28,545.1,496.041,415413,141080,COMPLETE,2769,624,CTR000001011,12.78,0.2285,0,10830,1,2022-11-01
2018-10-08,PRJ0000001012,FIBER_BUILD,PRIVATE_PARTNER,521548168.96,276849923.12,2152.629,1107.799,463202,382529,CONSTRUCTION,919,542,CTR000001012,52.19,0.1371,0,10299,0,2020-01-11
2018-10-09,PRJ0000001013,FIBER_BUILD,FEDERAL_GRANT,2736914360.51,1148830512.12,3074.754,707.172,744300,593536,PERMITTING,224,568,CTR000001013,51.75,0.7287,0,10504,1,2024-10-03
2018-10-10,PRJ0000001014,FIBER_BUILD,ARPA,615012831.63,138118905.77,1884.748,662.798,653973,74228,PAUSED,2541,322,CTR000001014,70.02,0.3844,0,1874,1,2022-08-18
2018-10-11,PRJ0000001015,DATA_CENTER,STATE_MATCH,2995340917.68,552861734.35,2512.038,676.967,442640,225632,CLOSED_OUT,4346,419,CTR000001015,72.66,0.7826,0,1896,1,2021-12-20
2018-10-12,PRJ0000001016,FIBER_BUILD,PRIVATE_PARTNER,1678480228.01,875547009.83,836.016,609.479,154900,146339,PERMITTING,5812,80,CTR000001016,54.18,0.49,0,3943,1,2023-07-25
2018-10-13,PRJ0000001017,DATA_CENTER,FEDERAL_GRANT,2147747957.08,278994247.68,2641.827,306.548,631117,262669,COMPLETE,3032,433,CTR000001017,80.99,0.6757,0,3251,1,2019-02-05
2018-10-14,PRJ0000001018,FIBER_BUILD,PRIVATE_PARTNER,5031914265.31,2347821532.38,2459.85,1540.369,599665,26169,CONSTRUCTION,5637,590,CTR000001018,50.42,0.6266,1,2224,1,2020-12-15
2018-10-15,PRJ0000001019,FIBER_BUILD,LOCAL_BOND,5821179725.51,1976294884.82,3491.158,145.776,578326,396362,COMPLETE,4255,152,CTR000001019,41.25,0.1113,1,11399,1,2021-06-05
2018-10-16,PRJ0000001020,DIGITAL_EQUITY,FEDERAL_GRANT,5696664966.48,13734983.17,3074.627,1047.92,718048,148134,CONSTRUCTION,2524,105,CTR000001020,99.43,0.5574,0,9658,1,2023-08-20
2018-10-17,PRJ0000001021,PUBLIC_WIFI,FEDERAL_GRANT,2776438483.18,447118168.78,148.71,111.977,484534,484534,CONSTRUCTION,4428,647,CTR000001021,35.49,0.7212,0,5975,0,2020-09-21
2018-10-18,PRJ0000001022,FIBER_BUILD,PRIVATE_PARTNER,5358754770.36,316541048.23,2710.256,2082.002,198331,80405,PAUSED,5191,703,CTR000001022,16.69,0.7947,0,5429,0,2023-04-04
2018-10-19,PRJ0000001023,DIGITAL_EQUITY,STATE_MATCH,2503874934.71,1014147586.51,2423.232,119.365,195696,96213,CLOSED_OUT,4445,515,CTR000001023,16.29,0.08,0,9749,1,2024-06-28
2018-10-20,PRJ0000001024,DIGITAL_EQUITY,PRIVATE_PARTNER,3840020515.27,2126034299.22,3705.349,819.926,175146,6993,PAUSED,2977,339,CTR000001024,75.79,0.8843,1,739,1,2019-11-27
2018-10-21,PRJ0000001025,FIBER_BUILD,PRIVATE_PARTNER,1256181543.57,342840163.41,1968.457,609.378,577539,313002,CLOSED_OUT,2512,552,CTR000001025,53.3,0.7485,0,333,0,2019-02-24
2018-10-22,PRJ0000001026,MIDDLE_MILE,STATE_MATCH,2598918814.96,1455166114.39,3818.755,833.039,85533,28152,PAUSED,5193,467,CTR000001026,20.71,0.4455,0,3258,1,2023-07-31
2018-10-23,PRJ0000001027,FIBER_BUILD,FEDERAL_GRANT,979546623.73,367927927.98,1587.482,125.673,278107,156385,COMPLETE,1572,340,CTR000001027,64.28,0.3109,0,3249,1,2021-04-07
2018-10-24,PRJ0000001028,SAT_BACKHAUL,STATE_MATCH,3251644857.13,1157322971.53,695.131,677.245,505000,373578,COMPLETE,1150,374,CTR000001028,6.56,0.8459,0,161,1,2023-08-02
2018-10-25,PRJ0000001029,DIGITAL_EQUITY,STATE_MATCH,690371883.96,298395299.24,1191.001,979.289,3260,2602,PAUSED,4726,386,CTR000001029,38.11,0.5967,1,3486,0,2021-02-09
2018-10-26,PRJ0000001030,DATA_CENTER,FEDERAL_GRANT,4251414264.62,2043031779.5,3248.343,1096.992,314487,258365,CLOSED_OUT,2108,105,CTR000001030,46.64,0.7357,0,6109,1,2020-06-04
2018-10-27,PRJ0000001031,FIBER_BUILD,PHILANTHROPY,2255771487.71,4442187.0,1089.201,976.249,427760,9154,CLOSED_OUT,4901,87,CTR000001031,37.82,0.552,0,4482,1,2022-10-18
2018-10-28,PRJ0000001032,DIGITAL_EQUITY,FEDERAL_GRANT,3671345878.22,2013404644.97,1424.794,629.708,142751,84546,PERMITTING,2113,272,CTR000001032,75.1,0.9305,0,12015,0,2023-04-12
2018-10-29,PRJ0000001033,DIGITAL_EQUITY,LOCAL_BOND,5604948171.16,38876179.22,1200.136,685.21,502552,193035,CONSTRUCTION,4742,281,CTR000001033,93.27,0.4219,0,6340,1,2019-05-12
2018-10-30,PRJ0000001034,DATA_CENTER,FEDERAL_GRANT,1630831060.49,463370827.87,2102.222,806.974,372848,293101,CONSTRUCTION,2252,136,CTR000001034,65.18,0.7595,0,13112,1,2020-09-19
2018-10-31,PRJ0000001035,FIBER_BUILD,ARPA,876607757.11,14989724.26,2295.696,996.042,774228,374356,COMPLETE,1604,686,CTR000001035,81.41,0.1479,0,5146,1,2021-01-03
2018-11-01,PRJ0000001036,SAT_BACKHAUL,FEDERAL_GRANT,922451259.7,493927853.3,2389.285,1972.416,330587,128507,COMPLETE,2790,228,CTR000001036,87.69,0.7621,0,6366,1,2022-08-17
2018-11-02,PRJ0000001037,FIBER_BUILD,FEDERAL_GRANT,5232626380.57,216963598.05,1510.083,955.864,756382,8098,COMPLETE,5968,320,CTR000001037,33.05,0.993,1,9566,1,2024-07-12
2018-11-03,PRJ0000001038,TOWER_BUILD,PRIVATE_PARTNER,3560446074.38,175956124.65,2062.009,381.47,420980,32837,CLOSED_OUT,225,180,CTR000001038,12.62,0.9573,1,7106,1,2022-05-26
2018-11-04,PRJ0000001039,FIBER_BUILD,FEDERAL_GRANT,5231006576.39,21915264.07,2133.565,837.852,560258,163755,CLOSED_OUT,3316,195,CTR000001039,1.79,0.4996,0,14876,1,2021-01-29
2018-11-05,PRJ0000001040,FIBER_BUILD,FEDERAL_GRANT,5800974890.57,2748166659.59,3937.514,2660.22,211527,156677,CONSTRUCTION,3520,458,CTR000001040,8.97,0.0993,0,1278,0,2019-07-30
2018-11-06,PRJ0000001041,MIDDLE_MILE,FEDERAL_GRANT,5894995934.3,2002963140.84,519.367,307.278,280456,195861,PAUSED,3319,520,CTR000001041,91.09,0.4084,0,10080,1,2023-02-01
2018-11-07,PRJ0000001042,DIGITAL_EQUITY,FEDERAL_GRANT,5054146743.55,105941916.82,3093.405,1717.663,686435,404966,PERMITTING,2877,654,CTR000001042,34.65,0.8925,0,4402,1,2019-03-02
2018-11-08,PRJ0000001043,DIGITAL_EQUITY,STATE_MATCH,4871832476.01,1383053736.82,2150.424,1521.47,9098,4335,COMPLETE,2217,668,CTR000001043,98.35,0.5169,0,14987,1,2021-05-22
2018-11-09,PRJ0000001044,FIBER_BUILD,FEDERAL_GRANT,1264737355.27,452876426.34,3077.82,1311.679,348694,150579,CONSTRUCTION,1848,285,CTR000001044,61.07,0.7294,0,4967,1,2019-01-18
2018-11-10,PRJ0000001045,TOWER_BUILD,LOCAL_BOND,121020484.09,58565682.9,2329.429,1937.394,328413,235380,CLOSED_OUT,4965,241,CTR000001045,8.46,0.9815,0,8577,1,2023-10-28
2018-11-11,PRJ0000001046,FIBER_BUILD,PHILANTHROPY,2599261944.29,85090530.45,3692.603,951.537,627405,74083,COMPLETE,5070,109,CTR000001046,37.47,0.2026,1,4993,1,2024-07-04
2018-11-12,PRJ0000001047,FIBER_BUILD,FEDERAL_GRANT,5163034542.9,1809341738.34,1800.695,339.352,787264,566756,PLANNING,2553,302,CTR000001047,38.55,0.8623,0,13917,1,2019-07-29
2018-11-13,PRJ0000001048,FIBER_BUILD,FEDERAL_GRANT,624641373.79,125627656.53,2990.777,2435.616,642888,185109,PLANNING,3697,169,CTR000001048,83.09,0.5769,0,8432,1,2020-06-26
2018-11-14,PRJ0000001049,MIDDLE_MILE,FEDERAL_GRANT,1437032771.96,620381176.93,2916.92,2101.989,475099,324742,COMPLETE,133,609,CTR000001049,61.15,0.0221,0,1079,1,2023-03-28
2018-11-15,PRJ0000001050,FIBER_BUILD,PHILANTHROPY,5026727623.51,1659711588.28,1539.14,765.199,135725,9205,COMPLETE,869,218,CTR000001050,43.78,0.4428,0,14029,1,2024-05-05
2018-11-16,PRJ0000001051,DIGITAL_EQUITY,PRIVATE_PARTNER,2371042197.4,645352070.73,165.233,5.909,330073,64325,PLANNING,5184,55,CTR000001051,35.83,0.9123,0,14163,1,2018-12-19
2018-11-17,PRJ0000001052,TOWER_BUILD,FEDERAL_GRANT,2265042513.8,133479943.69,3681.695,859.86,576379,11769,PERMITTING,1335,563,CTR000001052,27.8,0.434,0,11253,1,2020-11-09
2018-11-18,PRJ0000001053,FIBER_BUILD,ARPA,4078143457.26,1440146393.45,3387.606,906.029,165408,155785,CONSTRUCTION,5253,293,CTR000001053,33.81,0.4697,1,13169,1,2024-07-29
2018-11-19,PRJ0000001054,MIDDLE_MILE,ARPA,4607595635.32,194156567.33,2724.32,39.274,41430,30829,CONSTRUCTION,3456,330,CTR000001054,51.69,0.725,0,3871,0,2024-03-25
2018-11-20,PRJ0000001055,FIBER_BUILD,FEDERAL_GRANT,4319354366.71,1258766737.7,3353.386,255.275,305444,23322,COMPLETE,4756,383,CTR000001055,15.86,0.5921,0,14881,0,2019-03-18
2018-11-21,PRJ0000001056,DIGITAL_EQUITY,LOCAL_BOND,1123039250.04,630345555.19,2082.258,231.792,129841,59260,CONSTRUCTION,4711,478,CTR000001056,2.52,0.2233,0,3134,0,2019-02-23
2018-11-22,PRJ0000001057,PUBLIC_WIFI,STATE_MATCH,5128727011.86,1988758551.26,1662.199,231.639,742098,428873,CONSTRUCTION,2211,426,CTR000001057,63.76,0.2152,0,1121,0,2020-04-02
2018-11-23,PRJ0000001058,MIDDLE_MILE,FEDERAL_GRANT,352647606.99,131810264.2,358.697,142.906,538988,159808,CONSTRUCTION,4896,135,CTR000001058,77.8,0.9875,1,1308,0,2023-02-24
2018-11-24,PRJ0000001059,PUBLIC_WIFI,STATE_MATCH,2505732379.24,1235652246.21,1946.033,2009.239,650227,477547,PAUSED,2819,283,CTR000001059,16.17,0.657,0,12944,0,2020-02-04
2018-11-25,PRJ0000001060,TOWER_BUILD,FEDERAL_GRANT,4358959814.66,874391195.25,320.621,301.433,552466,198999,PERMITTING,24,440,CTR000001060,7.75,0.508,0,8979,1,2023-06-24
2018-11-26,PRJ0000001061,FIBER_BUILD,FEDERAL_GRANT,4244381932.53,2470920047.46,1943.509,303.249,609480,290241,COMPLETE,5522,217,CTR000001061,42.32,0.2078,0,327,1,2020-09-02
2018-11-27,PRJ0000001062,FIBER_BUILD,LOCAL_BOND,4084011361.45,392507757.67,1116.634,809.037,201738,52998,PAUSED,4947,405,CTR000001062,23.34,0.41,0,13905,0,2020-06-11
2018-11-28,PRJ0000001063,FIBER_BUILD,FEDERAL_GRANT,3240581125.52,188928173.03,2768.098,2423.258,316588,245482,COMPLETE,4180,579,CTR000001063,55.67,0.3057,0,10622,1,2021-06-03
2018-11-29,PRJ0000001064,FIBER_BUILD,PRIVATE_PARTNER,1630683843.21,468743140.36,271.67,78.444,125600,116368,CONSTRUCTION,1713,277,CTR000001064,47.65,0.4332,1,4686,0,2021-02-07
2018-11-30,PRJ0000001065,MIDDLE_MILE,LOCAL_BOND,790784130.07,396854623.08,3116.809,1665.339,222390,318,PLANNING,377,492,CTR000001065,18.49,0.194,0,3177,1,2023-02-28
2018-12-01,PRJ0000001066,DIGITAL_EQUITY,FEDERAL_GRANT,5372328140.09,2794981258.72,1578.369,1363.028,482041,51213,PERMITTING,29,440,CTR000001066,88.02,0.9536,0,5371,0,2019-08-13
2018-12-02,PRJ0000001067,TOWER_BUILD,FEDERAL_GRANT,2642407047.85,945229405.86,1130.698,374.085,294344,177503,PERMITTING,1219,358,CTR000001067,33.95,0.846,0,10110,0,2023-06-01
2018-12-03,PRJ0000001068,FIBER_BUILD,FEDERAL_GRANT,5354933408.83,1625509591.89,791.879,666.116,241419,151597,CLOSED_OUT,4070,292,CTR000001068,90.24,0.4363,0,4956,1,2021-05-29
2018-12-04,PRJ0000001069,MIDDLE_MILE,PRIVATE_PARTNER,5920339345.44,39876394.27,973.13,488.283,290128,185100,PERMITTING,5295,575,CTR000001069,74.53,0.8592,1,10369,0,2020-03-21
2018-12-05,PRJ0000001070,FIBER_BUILD,PRIVATE_PARTNER,3206333919.04,1580312421.05,1610.534,1007.416,608191,165428,CONSTRUCTION,3495,567,CTR000001070,45.41,0.6075,0,9638,1,2019-08-21
2018-12-06,PRJ0000001071,FIBER_BUILD,PRIVATE_PARTNER,5776272742.58,797150867.64,2050.291,2120.868,768708,261529,COMPLETE,5489,432,CTR000001071,64.15,0.8221,0,5745,0,2024-09-28
2018-12-07,PRJ0000001072,FIBER_BUILD,FEDERAL_GRANT,58720318.93,17656086.6,3549.084,655.495,575243,529691,PERMITTING,846,219,CTR000001072,89.54,0.9757,0,2482,1,2024-05-12
2018-12-08,PRJ0000001073,FIBER_BUILD,FEDERAL_GRANT,2305802849.64,552808156.12,1884.169,149.514,463441,358991,PAUSED,5093,323,CTR000001073,21.57,0.8312,0,8232,1,2019-08-23
2018-12-09,PRJ0000001074,FIBER_BUILD,LOCAL_BOND,926792736.96,164965442.13,2402.167,2487.722,425771,134499,CONSTRUCTION,592,242,CTR000001074,72.28,0.3407,0,428,0,2022-09-06
2018-12-10,PRJ0000001075,MIDDLE_MILE,PRIVATE_PARTNER,5108207061.24,882074095.69,1368.141,1201.435,206754,73530,CONSTRUCTION,4977,496,CTR000001075,46.06,0.7618,0,1675,0,2022-12-19
2018-12-11,PRJ0000001076,FIBER_BUILD,STATE_MATCH,1417434426.41,316943926.61,643.251,133.885,777014,60094,PLANNING,5646,534,CTR000001076,37.66,0.3996,0,8052,1,2019-02-11
2018-12-12,PRJ0000001077,PUBLIC_WIFI,STATE_MATCH,2766018101.92,46621692.18,3562.558,3124.58,323088,9477,CLOSED_OUT,2982,434,CTR000001077,60.85,0.0096,0,13714,1,2021-08-02
2018-12-13,PRJ0000001078,FIBER_BUILD,LOCAL_BOND,1005673383.86,13046884.75,197.392,154.783,175975,59536,PAUSED,4452,655,CTR000001078,84.61,0.6583,0,1613,0,2024-05-27
2018-12-14,PRJ0000001079,DIGITAL_EQUITY,FEDERAL_GRANT,688059922.98,55888093.98,807.367,586.683,493341,130139,CONSTRUCTION,2437,550,CTR000001079,92.28,0.3815,1,8208,1,2023-07-29
2018-12-15,PRJ0000001080,FIBER_BUILD,FEDERAL_GRANT,2610269446.1,319531309.26,1727.482,592.939,762695,714600,CONSTRUCTION,3361,709,CTR000001080,36.39,0.0594,0,6250,0,2020-05-14
2018-12-16,PRJ0000001081,DIGITAL_EQUITY,FEDERAL_GRANT,3669093061.73,1932428824.21,2116.089,2054.644,462763,388640,PERMITTING,3391,364,CTR000001081,72.1,0.9201,1,14615,1,2020-05-01
2018-12-17,PRJ0000001082,DIGITAL_EQUITY,PRIVATE_PARTNER,4949711515.42,341663919.63,318.458,309.86,591181,507858,CLOSED_OUT,4244,603,CTR000001082,71.58,0.6244,1,10432,0,2022-06-08
2018-12-18,PRJ0000001083,TOWER_BUILD,PRIVATE_PARTNER,2748598283.76,676166355.66,1845.403,1427.019,374771,69822,COMPLETE,709,88,CTR000001083,51.93,0.7587,1,3543,0,2019-05-23
2018-12-19,PRJ0000001084,MIDDLE_MILE,PHILANTHROPY,3705371996.4,428949921.26,3903.067,3842.013,203532,195948,COMPLETE,2469,709,CTR000001084,5.85,0.7889,1,6639,0,2022-07-07
2018-12-20,PRJ0000001085,PUBLIC_WIFI,PRIVATE_PARTNER,4400637708.27,2601982060.45,1780.623,574.378,717268,110450,CLOSED_OUT,2276,420,CTR000001085,33.7,0.4228,1,4545,1,2024-01-07
2018-12-21,PRJ0000001086,FIBER_BUILD,FEDERAL_GRANT,235086506.24,114743324.09,2850.469,880.796,110032,13723,COMPLETE,427,191,CTR000001086,52.45,0.0418,0,2892,1,2023-12-24
2018-12-22,PRJ0000001087,DIGITAL_EQUITY,PRIVATE_PARTNER,3053090442.23,1492950259.82,19.38,3.148,76926,57279,PLANNING,5975,290,CTR000001087,77.74,0.7679,0,10246,0,2021-12-28
2018-12-23,PRJ0000001088,MIDDLE_MILE,STATE_MATCH,1477108476.1,187047839.05,3826.037,2873.338,246735,245638,CONSTRUCTION,68,692,CTR000001088,44.41,0.3065,1,12423,1,2019-03-27
2018-12-24,PRJ0000001089,FIBER_BUILD,STATE_MATCH,1710616245.6,550199733.54,1521.975,1456.555,312190,240607,CONSTRUCTION,469,167,CTR000001089,50.19,0.9485,0,14155,0,2019-08-31
2018-12-25,PRJ0000001090,FIBER_BUILD,STATE_MATCH,4742905266.79,2621985995.11,1912.78,227.122,604207,68588,COMPLETE,2625,6,CTR000001090,68.33,0.5894,1,3222,0,2024-01-30
2018-12-26,PRJ0000001091,TOWER_BUILD,STATE_MATCH,4473313811.36,688310939.18,1442.955,1334.789,467061,81652,COMPLETE,5527,106,CTR000001091,5.75,0.2672,0,4442,1,2022-12-31
2018-12-27,PRJ0000001092,DIGITAL_EQUITY,LOCAL_BOND,854300792.53,382581244.24,2375.369,1830.198,335407,50821,PERMITTING,4555,361,CTR000001092,54.64,0.0675,0,6061,0,2024-08-25
2018-12-28,PRJ0000001093,DIGITAL_EQUITY,STATE_MATCH,4464787726.76,66463960.46,3269.667,3120.496,452408,369838,CLOSED_OUT,5772,143,CTR000001093,55.96,0.0833,1,12394,1,2023-11-17
2018-12-29,PRJ0000001094,DIGITAL_EQUITY,LOCAL_BOND,2010643257.07,998124860.4,2139.649,745.286,546322,391969,PLANNING,2288,511,CTR000001094,59.56,0.465,0,1866,1,2023-01-22
2018-12-30,PRJ0000001095,MIDDLE_MILE,STATE_MATCH,3269689047.89,1725201332.94,1918.052,1328.529,212028,59715,PAUSED,3903,685,CTR000001095,26.53,0.9761,0,623,1,2019-07-24
2018-12-31,PRJ0000001096,FIBER_BUILD,STATE_MATCH,1561562883.35,592788271.98,2655.989,247.659,290787,76578,CONSTRUCTION,4304,434,CTR000001096,28.86,0.2312,0,6208,1,2021-05-01
2019-01-01,PRJ0000001097,PUBLIC_WIFI,FEDERAL_GRANT,1278698587.82,560092285.54,2461.138,524.309,331215,184851,COMPLETE,3089,235,CTR000001097,6.16,0.87,0,6698,1,2023-04-05
2019-01-02,PRJ0000001098,MIDDLE_MILE,FEDERAL_GRANT,5605177957.48,3210733563.8,3752.93,3124.177,272771,215035,COMPLETE,2444,373,CTR000001098,27.38,0.8786,0,10727,1,2024-08-03
2019-01-03,PRJ0000001099,DATA_CENTER,FEDERAL_GRANT,4143878580.94,1542309054.58,2261.981,1770.478,350013,75395,PLANNING,780,441,CTR000001099,34.05,0.2666,0,12522,0,2020-09-18
2019-01-04,PRJ0000001100,FIBER_BUILD,FEDERAL_GRANT,5124048599.72,602364231.93,3960.893,4145.972,791833,46629,PLANNING,1577,638,CTR000001100,3.55,0.7924,0,10588,1,2024-05-06
2019-01-05,PRJ0000001101,DATA_CENTER,PRIVATE_PARTNER,4586526678.48,1528961308.86,3132.918,1726.778,513088,195420,PLANNING,3376,415,CTR000001101,70.53,0.0434,1,12736,1,2020-06-13
2019-01-06,PRJ0000001102,FIBER_BUILD,PRIVATE_PARTNER,5723603689.83,2454239338.86,15.904,4.19,797355,412850,PAUSED,708,404,CTR000001102,23.49,0.4574,1,7658,0,2020-04-11
2019-01-07,PRJ0000001103,FIBER_BUILD,PHILANTHROPY,1598361285.03,955498414.28,3731.133,73.71,488271,124212,COMPLETE,5877,114,CTR000001103,8.62,0.949,0,4957,0,2024-05-08
