imm_legal_admission_fiscal_year,imm_legal_visa_category_code,imm_legal_country_of_chargeability,imm_legal_consulate_post_code,imm_legal_applications_received,imm_legal_applications_approved,imm_legal_applications_denied,imm_legal_processing_time_days_median,imm_legal_priority_date_backlog_months,imm_legal_adjustment_of_status_flag,imm_legal_principal_applicant_flag,imm_legal_derivative_count,imm_legal_employment_based_indicator,imm_legal_family_based_indicator,imm_legal_humanitarian_indicator,imm_legal_inadmissibility_ground_code,imm_legal_waiver_granted_flag,imm_legal_age_at_admission,imm_legal_intended_state_destination_code,imm_legal_data_extract_date
2020,L1,CAN,INCHN,21218,18590,2460,279,26,1,1,2,0,0,0,212B,1,3,UP,2025-06-16
2021,H4,CAN,INBLR,10685,12502,2724,436,101,1,0,1,1,1,1,212A,1,23,PB,2025-06-25
2015,O1,AUS,INHYD,10014,1570,1450,219,47,1,0,0,1,1,0,NONE,0,2,GA,2025-10-08
2020,E1,NPL,INMUM,17311,666,1877,110,26,1,0,5,0,1,0,NONE,0,0,AS,2025-05-29
2016,H4,GBR,INBLR,19304,21060,3442,198,107,1,1,2,0,0,1,212E,0,12,JH,2025-09-13
2021,REF,NPL,INBLR,11442,13427,3903,386,11,0,0,0,0,0,0,212D,1,53,KL,2025-10-08
2020,E2,USA,INKOL,12386,12720,2711,87,66,1,1,6,1,1,0,212E,0,81,DL,2025-12-11
2014,IR1,FRA,INKOL,11989,557,2337,383,29,0,0,3,0,0,1,NONE,0,39,SK,2025-10-05
2015,E1,BGD,INKOL,16726,14186,3503,160,95,0,0,3,1,0,1,212F,1,10,ML,2025-10-06
2020,CR1,FRA,INKOL,9893,6592,1291,246,86,1,1,6,1,1,1,212A,0,41,MZ,2025-07-25
2021,SIV,DEU,INCHN,12873,254,2198,380,65,0,0,6,0,0,1,212F,0,3,JH,2025-01-30
2022,REF,BGD,INHYD,2736,14087,1742,210,6,0,0,6,1,0,1,212F,0,24,KL,2025-08-06
2017,O1,AFG,INKOL,283,9716,1278,356,33,1,0,1,1,0,1,NONE,1,35,OD,2025-08-19
2013,L1,USA,INAMD,14479,14170,3424,149,31,1,0,6,1,0,0,212E,1,63,TN,2025-12-25
2018,F1,USA,INDEL,18808,17778,1400,195,116,1,0,1,1,0,0,212C,0,43,JH,2025-06-11
2013,B2,BTN,INKOL,2322,1929,1676,278,38,0,1,2,0,0,0,212F,0,39,JH,2025-08-05
2022,H4,IND,INHYD,17400,12170,854,538,95,1,0,4,0,1,0,212F,1,44,JH,2025-08-16
2013,B2,AUS,INKOL,17323,100,1381,306,42,1,1,6,1,1,0,212C,1,7,CH,2025-11-29
2022,F1,MDV,INCHN,20297,2103,2655,432,42,0,0,6,1,0,1,212A,1,84,BR,2025-08-09
2012,EB3,USA,INMUM,22588,13398,2417,52,77,1,0,3,1,1,1,212D,1,34,AP,2025-08-22
2022,L2,SAU,INMUM,3450,15237,3298,101,2,0,1,0,1,1,0,212B,0,43,OD,2025-03-14
2022,H4,PAK,INHYD,15421,18094,704,70,45,0,0,4,1,1,1,NONE,1,17,CG,2025-04-05
2023,DV,DEU,INAMD,24660,17160,3374,419,31,1,0,3,0,0,0,212E,0,46,CH,2025-04-05
2022,O1,AUS,INMUM,4592,2690,825,15,42,0,1,2,0,1,1,212D,1,24,UP,2025-08-31
2014,K1,JPN,INLKO,3573,3771,1004,465,99,0,1,6,0,0,0,212E,0,40,JK,2025-10-20
2017,F1,CAN,INMUM,18197,11764,3460,415,80,1,0,3,0,1,0,212D,1,4,AR,2025-09-20
2019,E2,MDV,INDEL,3341,5281,376,476,111,1,1,1,1,1,0,NONE,1,63,TS,2025-05-04
2020,H1B,DEU,INHYD,2538,14711,972,512,2,1,1,0,1,0,1,212B,1,61,MH,2025-10-15
2018,IR1,BGD,INAMD,10942,6872,117,79,120,0,1,0,0,1,1,NONE,0,71,MP,2025-09-24
2015,EB2,BGD,INHYD,1608,1514,3076,90,73,0,1,1,0,0,0,212B,0,2,AN,2025-04-19
2017,B1,GBR,INMUM,4740,17305,443,65,116,1,0,6,0,1,1,212E,0,36,AP,2025-12-14
2016,DV,BTN,INMUM,6171,692,3423,27,62,1,0,6,1,1,0,212A,0,40,JK,2025-02-17
2019,B2,MDV,INMUM,18710,8650,754,464,110,1,1,4,1,1,0,212B,1,19,BR,2025-10-28
2012,E2,GBR,INBLR,12248,10288,3604,163,39,0,0,1,1,1,1,212D,1,66,WB,2025-04-05
2012,SIV,MDV,INCHN,4489,464,3735,335,17,1,1,6,0,0,0,212A,1,39,OD,2025-02-02
2024,J1,USA,INKOL,17537,9177,639,209,66,0,0,0,0,0,0,212E,0,84,AP,2025-04-28
2022,F1,BGD,INLKO,7570,12002,2171,112,102,1,0,6,1,1,0,212C,1,76,LD,2025-05-12
2017,IR1,DEU,INCHN,5459,8675,2705,128,61,0,1,2,1,0,1,212A,1,7,MP,2025-09-08
2021,O1,MMR,INHYD,9720,18602,1300,324,9,0,1,6,1,1,0,212B,1,4,CG,2025-10-30
2023,B2,BGD,INLKO,12156,2307,2869,188,51,1,0,4,0,0,0,212A,0,24,DL,2025-05-02
2013,K1,IND,INDEL,11984,11977,3465,322,72,0,0,5,1,0,0,212E,0,38,MH,2025-08-06
2016,H4,SGP,INKOL,7919,4028,2711,412,45,0,0,3,1,0,0,212A,1,36,ML,2025-02-22
2012,F1,LKA,INDEL,3006,11716,2407,76,54,1,1,5,0,1,1,212E,0,4,DD,2025-05-06
2018,F1,BGD,INAMD,24144,9124,622,166,45,1,0,2,1,0,0,212C,0,7,UK,2025-06-08
2012,K1,ARE,INBLR,22451,516,1492,246,74,0,1,5,1,0,0,212B,1,3,LA,2025-06-08
2015,EB2,BGD,INHYD,10816,1483,2008,529,59,0,1,6,1,1,1,212F,1,40,AS,2025-10-10
2020,O1,SAU,INBLR,19818,20657,1651,144,96,0,1,4,1,1,1,212D,0,59,BR,2025-03-30
2012,L2,GBR,INHYD,10136,12479,1723,501,99,1,0,0,0,1,1,212A,0,53,GJ,2025-06-25
2015,E2,PAK,INDEL,10485,16897,3128,253,25,0,1,0,1,0,1,212F,1,21,MP,2025-10-19
2017,EB3,MMR,INDEL,16462,21469,3322,530,26,0,0,2,0,0,1,NONE,1,77,AS,2025-06-08
2017,J1,USA,INDEL,10305,21834,1919,249,37,1,1,5,1,0,1,212D,1,18,MZ,2025-09-06
2023,H1B,ARE,INHYD,9688,17830,918,342,21,1,0,4,0,0,0,212A,1,76,JH,2025-12-23
2024,L1,ARE,INMUM,7806,9904,1173,428,25,1,0,3,1,0,0,212D,1,67,AP,2025-05-02
2019,H4,PAK,INDEL,23382,18197,2499,200,85,1,1,6,1,0,1,212F,1,32,WB,2025-08-25
2012,B1,JPN,INBLR,11906,2743,1185,314,68,1,1,5,0,1,0,NONE,1,21,JH,2025-05-05
2018,L1,ARE,INAMD,15814,17062,119,512,34,0,0,5,1,0,1,212D,0,64,GJ,2025-11-11
2012,J1,BGD,INKOL,22189,4781,581,287,65,0,0,3,1,0,0,212F,0,10,AS,2025-10-06
2024,B1,GBR,INHYD,3652,7650,1947,445,98,0,1,1,0,0,1,212D,1,15,GJ,2025-12-21
2025,H1B,AFG,INLKO,5112,16395,3422,489,72,1,1,6,1,1,1,NONE,0,67,HP,2025-11-20
2018,H1B,LKA,INBLR,11927,8761,2146,229,114,1,0,2,1,0,0,NONE,0,43,LA,2025-04-02
2014,EB2,AUS,INCHN,24505,4370,1190,123,50,1,0,6,1,1,1,NONE,1,8,UP,2025-04-15
2022,REF,LKA,INAMD,7294,227,3881,198,112,0,1,4,1,0,0,212C,1,71,CG,2025-02-11
2019,E1,ARE,INCHN,6422,4210,1686,522,17,1,0,2,1,1,1,212E,1,77,MP,2025-05-09
2014,SIV,DEU,INKOL,7155,1903,3909,536,42,1,1,3,0,1,1,212E,0,78,CH,2025-02-22
2025,F1,LKA,INMUM,20015,2906,1999,313,11,1,1,4,0,1,0,212F,1,61,JH,2025-06-17
2025,E2,IND,INDEL,19196,16881,2561,538,2,0,1,0,1,0,1,NONE,1,85,TN,2025-03-31
2024,EB2,AUS,INHYD,12279,8973,2711,128,81,1,1,0,1,1,0,212F,0,14,KA,2025-09-04
2012,E2,LKA,INBLR,17006,8401,400,160,119,1,0,6,0,0,0,212E,1,5,KL,2025-06-23
2024,DV,JPN,INLKO,7755,13815,2412,458,101,0,1,4,0,1,0,212D,0,0,MP,2025-03-28
2024,DV,AFG,INDEL,13944,17159,3648,175,6,1,1,2,0,0,0,NONE,0,19,ML,2025-05-30
2025,B2,NPL,INBLR,12330,9658,1349,65,96,1,0,2,0,1,0,212A,1,35,HP,2025-09-06
2019,B1,AUS,INHYD,664,4951,2628,307,5,1,0,0,0,1,1,NONE,1,1,JH,2025-04-25
2014,L2,DEU,INCHN,4100,9875,1656,123,81,0,1,0,0,0,1,NONE,1,69,AN,2025-06-29
2013,H4,PAK,INDEL,16759,5744,620,133,44,1,1,3,1,1,0,212E,0,1,HP,2025-04-30
2012,EB3,LKA,INKOL,15772,12440,2875,411,85,1,1,4,1,0,1,212F,1,2,DL,2025-01-28
2025,K1,BTN,INMUM,20174,20554,246,405,114,0,1,2,1,1,0,212B,0,6,TS,2025-11-05
2014,B2,SGP,INKOL,15260,4080,2481,521,38,0,1,3,1,1,1,212D,1,83,LA,2025-04-27
2013,H1B,ARE,INMUM,16792,4785,1116,504,50,1,1,2,1,0,0,212E,1,63,KA,2025-07-10
2013,J1,MMR,INAMD,3827,20016,3339,534,8,0,0,0,0,0,1,212F,1,40,MP,2025-05-25
2017,DV,ARE,INBLR,5956,6573,2662,404,98,1,0,4,0,0,0,212F,1,53,TN,2025-11-16
2023,IR1,AFG,INDEL,1771,7398,2990,271,22,0,1,1,0,1,1,212D,0,40,TR,2025-09-19
2012,SIV,GBR,INDEL,17783,18093,3010,269,11,1,0,4,0,0,0,212F,1,4,ML,2025-05-22
2013,B1,DEU,INAMD,20130,17720,623,404,115,1,0,5,0,0,0,212A,1,81,RJ,2025-04-24
2025,F1,FRA,INMUM,3946,7150,2368,533,87,1,1,1,0,1,1,212C,1,62,JH,2025-09-30
2017,E2,AUS,INCHN,20694,3206,3994,442,61,0,0,6,1,0,0,212B,1,0,OD,2025-02-07
2014,IR1,ARE,INHYD,6991,5809,1839,366,113,0,0,6,1,0,0,212A,0,24,LA,2025-07-16
2015,J1,MMR,INKOL,13514,16142,2903,135,103,1,1,3,0,1,1,212A,0,80,WB,2025-01-13
2012,CR1,ARE,INAMD,20242,17549,2109,247,72,1,1,1,1,1,1,212D,1,45,AR,2025-04-22
2019,E2,SAU,INLKO,5296,20798,299,228,76,1,1,1,0,1,0,212B,0,14,CH,2025-05-17
2024,E1,GBR,INLKO,8434,7962,402,220,39,1,0,3,1,1,0,212D,1,68,CG,2025-06-21
2018,REF,FRA,INBLR,20279,7568,3002,141,53,0,1,4,0,1,0,212C,0,16,MN,2025-05-07
2018,SIV,MDV,INAMD,19011,16964,1671,392,105,0,0,3,0,0,0,212F,1,20,LD,2025-12-28
2014,B2,SAU,INKOL,15419,18316,3638,309,80,1,1,5,1,1,1,212D,0,52,AS,2025-11-29
2021,EB2,GBR,INKOL,16525,18268,3691,293,6,0,1,0,0,1,0,NONE,0,54,TS,2025-01-19
2021,E1,BGD,INBLR,20668,316,3374,195,16,0,1,6,1,1,0,212D,0,9,KL,2025-07-27
2014,B1,PAK,INBLR,23026,2429,3841,303,118,0,1,0,1,0,1,212F,0,80,HR,2025-06-07
2025,B1,AUS,INDEL,13694,1481,252,532,49,1,0,6,0,0,1,NONE,0,56,MH,2025-06-09
2013,E1,BTN,INKOL,11158,20696,1757,395,23,1,0,1,0,0,0,212A,1,64,NL,2025-11-30
2023,B1,ARE,INHYD,8178,2288,2525,465,1,0,1,3,0,0,1,212C,0,36,PB,2025-08-28
2012,F1,SAU,INLKO,17509,17398,1392,267,98,0,0,3,1,1,1,212F,1,6,TN,2025-03-20
2018,B2,CAN,INHYD,18947,6574,3750,119,91,1,1,3,1,1,1,212E,1,75,CG,2025-11-28
2018,J1,IND,INMUM,8218,16411,1964,42,82,1,1,5,0,1,0,NONE,1,39,AP,2025-12-23
2023,SIV,NPL,INAMD,6911,18919,159,85,32,1,0,5,0,0,0,212C,1,49,AR,2025-11-27
2013,O1,FRA,INBLR,9040,17821,3008,281,20,0,0,4,0,1,0,212D,1,0,ML,2025-07-16
2018,DV,SGP,INDEL,13800,18720,3237,284,116,0,1,2,0,0,1,212E,1,19,CG,2025-04-30
2024,IR1,ARE,INHYD,17038,7378,204,318,73,0,1,6,0,0,0,212D,1,30,SK,2025-09-05
2019,EB2,BTN,INCHN,3029,20336,3338,535,52,1,1,2,0,0,0,212F,1,67,AP,2025-05-19
2012,DV,AUS,INLKO,23574,17691,1161,210,45,1,0,2,0,1,0,212A,1,11,KL,2025-08-14
2020,IR1,NPL,INDEL,7115,17522,1391,23,44,1,1,6,1,1,1,212F,1,21,OD,2025-03-24
2018,EB3,PAK,INDEL,4966,7657,3514,482,8,1,1,4,1,1,0,212F,1,0,SK,2025-01-26
2014,J1,MDV,INHYD,23234,680,857,517,101,1,1,3,0,1,0,212F,0,0,MZ,2025-05-08
2019,B1,AFG,INCHN,647,8927,759,216,5,0,1,2,0,0,0,212D,1,2,MP,2025-08-11
2018,B1,BGD,INMUM,23754,6942,1590,505,50,0,1,3,1,1,0,NONE,1,75,WB,2025-12-05
2022,O1,AUS,INHYD,5672,11973,3987,408,116,0,1,1,0,0,1,212A,1,20,AS,2025-02-13
2024,DV,PAK,INCHN,18311,18933,2768,435,105,1,0,2,1,0,0,212C,0,12,CG,2025-03-25
2019,IR1,BTN,INDEL,12214,3990,3088,84,118,0,1,1,1,0,0,212A,0,60,LD,2025-01-25
2017,H4,IND,INLKO,1749,3427,2115,86,34,1,1,4,0,0,1,212C,1,12,MN,2025-08-08
2020,IR1,GBR,INCHN,22214,9066,132,312,81,0,0,0,1,0,1,212B,0,81,MZ,2025-10-20
2016,REF,CAN,INDEL,17150,14567,1723,64,52,0,0,5,1,0,1,NONE,0,32,AN,2025-07-23
2014,F1,MMR,INAMD,13479,4780,2966,536,18,1,1,6,0,0,1,NONE,1,5,BR,2025-07-12
2014,E1,SAU,INHYD,13846,18301,429,214,68,0,0,4,0,1,1,212C,1,24,DD,2025-01-02
2012,H4,CAN,INBLR,4136,13485,2355,517,24,0,1,4,1,1,0,212D,0,22,BR,2025-07-21
2023,IR1,DEU,INHYD,715,4107,2697,141,10,0,0,4,0,0,1,212E,0,25,MP,2025-12-20
2019,REF,NPL,INAMD,24280,20778,1197,528,73,0,0,2,1,1,1,212D,1,3,PB,2025-02-01
2013,DV,ARE,INKOL,23045,7627,2459,89,16,0,1,1,1,1,1,212B,1,34,NL,2025-03-30
2014,CR1,NPL,INKOL,14655,4039,96,50,35,0,0,5,1,1,0,212C,1,74,PY,2025-07-21
2019,K1,IND,INKOL,17513,835,1706,489,89,0,1,2,1,1,0,212B,1,24,KL,2025-06-27
2025,K1,SAU,INHYD,8469,12583,1177,499,94,1,0,0,1,0,0,212C,1,19,TR,2025-07-12
2019,E2,IND,INMUM,15234,13312,1718,505,95,0,1,6,1,1,1,212B,1,0,CH,2025-06-09
2025,L1,FRA,INHYD,24774,16178,1265,24,20,1,0,6,0,0,0,212C,0,67,MN,2025-10-20
2022,J1,BGD,INLKO,1119,942,1327,300,17,0,1,5,0,0,1,NONE,1,22,LD,2025-07-23
2015,REF,AFG,INAMD,5313,12949,1308,154,59,1,1,6,0,1,1,212B,1,21,HR,2025-08-29
2015,H1B,BTN,INLKO,16159,14945,1050,478,17,1,1,6,0,1,0,212B,0,61,WB,2025-04-25
2016,F1,DEU,INAMD,8001,21271,3473,178,0,0,1,4,1,0,0,212C,1,0,SK,2025-07-29
2017,IR1,SGP,INBLR,12969,17668,1383,537,13,1,0,3,1,0,0,212A,1,58,ML,2025-08-10
2016,EB2,IND,INCHN,1413,20128,3131,126,7,1,1,0,1,1,1,212A,0,67,CG,2025-07-01
2025,H4,NPL,INHYD,4558,10999,2249,72,65,0,0,1,1,1,0,NONE,0,18,JK,2025-09-16
2018,E2,NPL,INHYD,1805,2742,2809,147,50,1,0,0,1,0,0,212D,1,29,KA,2025-02-09
2013,J1,PAK,INDEL,569,5375,2921,452,78,0,1,2,0,1,0,212D,0,0,AR,2025-11-26
2018,REF,GBR,INAMD,21897,13321,580,512,59,1,1,6,0,0,0,NONE,1,47,TR,2025-11-18
2021,DV,GBR,INDEL,11786,2570,2417,195,33,1,0,3,0,0,0,212D,1,18,TR,2025-03-01
2018,F1,AUS,INDEL,10564,21723,532,164,35,1,0,2,1,0,1,212E,0,51,AP,2025-01-11
2012,SIV,MDV,INHYD,14738,11161,1175,252,61,1,0,5,1,0,1,212E,1,84,DN,2025-04-30
2018,L2,MMR,INMUM,7283,18077,1125,39,0,0,1,4,0,1,0,212E,1,21,CG,2025-02-11
2016,REF,LKA,INCHN,1152,20991,898,367,114,0,1,6,1,0,1,212F,1,49,BR,2025-07-09
2014,B1,SGP,INCHN,647,11304,2654,336,84,0,0,4,1,0,1,212F,1,65,CG,2025-05-03
2024,L1,SGP,INLKO,13997,21757,1469,518,41,0,0,0,0,1,1,212E,0,5,CG,2025-07-08
2014,L2,AFG,INAMD,19707,18070,2920,77,0,0,0,4,1,1,0,212C,0,63,ML,2025-09-09
2015,B1,AUS,INBLR,12291,20915,1252,319,95,1,1,4,0,0,1,212A,1,20,NL,2025-04-02
2024,DV,CAN,INAMD,5831,1404,3196,85,83,0,0,5,0,1,0,NONE,1,18,MZ,2025-08-01
2023,B1,AUS,INMUM,10847,20807,769,175,53,1,0,1,0,1,1,212C,1,36,LA,2025-11-14
2013,J1,AUS,INMUM,6306,20358,833,186,46,0,0,1,0,0,0,212E,1,62,NL,2025-07-21
2013,REF,SAU,INCHN,23692,8272,3046,266,99,0,0,2,1,1,1,NONE,1,28,BR,2025-09-25
2012,H4,AUS,INKOL,10430,7258,1904,492,38,0,1,6,1,1,1,212A,0,59,DN,2025-06-04
2016,E2,CAN,INDEL,8830,6046,2985,11,29,0,0,2,1,1,0,212D,0,33,DN,2025-07-14
2015,IR1,SGP,INDEL,6604,10502,2283,303,6,1,1,1,0,1,0,212C,0,0,HP,2025-01-28
2022,EB2,BTN,INCHN,12714,13821,2209,366,21,0,1,0,1,1,1,212A,1,47,DN,2025-07-13
2021,K1,BTN,INAMD,9649,16140,553,123,120,1,0,1,0,0,0,NONE,1,20,CG,2025-08-11
2013,E2,USA,INMUM,15561,15600,2835,363,49,1,1,2,1,1,0,212B,1,33,LD,2025-04-17
2014,L1,DEU,INAMD,24436,8684,3424,445,44,0,0,3,1,0,0,212C,0,25,ML,2025-05-29
2018,B1,SGP,INBLR,4896,17362,1091,337,73,1,0,6,0,0,0,212F,1,35,ML,2025-05-15
2018,DV,CAN,INKOL,21232,513,1196,531,119,1,0,4,1,1,1,NONE,0,22,PB,2025-04-05
2023,O1,AUS,INCHN,6655,16485,3914,194,71,0,0,5,0,1,0,NONE,1,80,CH,2025-09-27
2015,CR1,MDV,INDEL,10301,7019,1660,287,90,1,0,3,0,1,1,212F,1,46,UP,2025-05-06
2016,K1,SGP,INHYD,16093,13853,3753,517,9,0,1,3,1,1,1,212A,1,75,DN,2025-12-25
2016,B2,DEU,INAMD,12814,2990,558,472,13,0,1,4,1,1,0,NONE,1,43,MN,2025-11-25
2017,DV,MMR,INMUM,3036,31,260,121,45,1,0,1,1,1,0,212C,0,19,PB,2025-11-14
2025,REF,SGP,INHYD,450,15571,2264,242,115,1,1,6,1,1,0,212E,1,26,LA,2025-01-12
2020,REF,GBR,INBLR,19289,17165,1840,344,117,1,0,0,0,1,0,212F,1,60,TN,2025-10-21
2013,EB3,SAU,INCHN,10466,3205,1147,528,74,1,1,3,0,1,1,212C,0,36,TR,2025-10-22
2016,K1,ARE,INAMD,3462,16429,804,205,5,1,1,0,1,1,1,212F,0,83,SK,2025-12-08
2023,K1,CAN,INDEL,16490,1826,1185,56,20,1,0,5,1,1,0,NONE,0,51,HR,2025-01-04
2014,B2,USA,INAMD,24456,5684,2248,148,61,1,1,5,1,1,1,212A,1,74,HP,2025-10-31
2015,J1,CAN,INKOL,1925,14146,3525,534,96,0,1,5,0,0,0,212C,1,61,MN,2025-11-12
2021,B2,AFG,INLKO,20977,12914,2449,520,18,0,1,2,1,1,1,212B,1,65,PB,2025-06-17
2017,E2,BGD,INHYD,4348,5174,3533,36,102,0,0,3,0,0,1,212E,1,23,LA,2025-01-08
2023,H1B,CAN,INKOL,3818,13787,274,88,87,1,1,5,1,0,1,212F,0,79,PY,2025-05-04
2019,EB2,SGP,INBLR,5802,20063,205,37,81,1,1,2,1,1,0,212D,0,11,AS,2025-11-10
2012,E2,AFG,INDEL,21267,15246,3111,339,98,1,1,5,0,0,0,212A,0,15,JK,2025-07-04
2021,REF,ARE,INHYD,12539,1545,3344,183,115,0,1,1,0,1,1,212A,0,35,JK,2025-02-04
2025,SIV,AFG,INBLR,1403,780,1723,376,61,0,1,3,1,1,0,212D,0,1,LD,2025-03-14
2019,DV,FRA,INKOL,21421,16998,866,112,106,0,1,2,0,0,0,212D,1,61,LA,2025-01-13
2022,REF,USA,INKOL,6647,13900,92,103,100,1,1,5,0,1,1,212C,1,63,HP,2025-02-08
2025,CR1,IND,INLKO,14741,1075,1065,236,82,0,1,6,1,0,0,NONE,1,28,CH,2025-03-25
2018,SIV,NPL,INHYD,4361,10066,3536,233,52,0,1,2,0,0,0,NONE,0,73,UP,2025-01-21
2012,REF,BTN,INDEL,15357,3103,2426,377,23,1,0,5,0,1,1,212B,0,30,KL,2025-09-10
2013,EB2,BTN,INKOL,10844,15698,3178,106,55,0,1,1,1,0,1,212E,1,82,TS,2025-10-30
2014,EB2,SAU,INCHN,2984,12128,1351,451,61,0,1,0,1,0,1,212F,1,14,OD,2025-09-15
2012,J1,MMR,INLKO,16456,20079,2112,474,33,0,1,5,0,1,1,NONE,1,54,ML,2025-10-27
2025,L1,CAN,INBLR,10444,9670,364,61,21,1,1,0,1,0,0,212B,1,32,UP,2025-01-30
2020,IR1,MMR,INHYD,17643,5977,820,201,67,0,1,3,0,1,0,212B,1,80,TN,2025-05-08
2019,F1,LKA,INMUM,8990,5275,1507,526,56,1,0,1,0,1,1,212A,1,51,DL,2025-11-07
2013,EB3,GBR,INMUM,17238,9431,3718,430,9,1,0,6,0,1,1,212A,0,19,CH,2025-02-09
2024,O1,AFG,INDEL,8375,20632,2029,321,65,0,0,3,1,1,0,212E,1,72,TN,2025-04-07
2020,L2,ARE,INCHN,20850,16364,1924,134,7,0,0,6,0,0,0,212C,0,37,JH,2025-08-12
2018,IR1,GBR,INKOL,10679,20585,3095,38,96,1,1,0,0,1,0,212D,1,2,LD,2025-04-02
2020,DV,CAN,INMUM,5191,9711,2587,99,37,1,1,1,0,0,1,212D,0,53,DN,2025-10-07
2017,DV,SGP,INDEL,21402,18234,1085,525,106,1,1,4,1,0,1,212E,0,65,SK,2025-06-19
2017,DV,PAK,INBLR,3721,3415,2538,264,61,1,0,1,1,1,1,212B,0,17,AR,2025-10-11
2022,H1B,ARE,INLKO,7342,1223,1296,226,27,1,0,1,1,1,1,212E,1,82,TN,2025-08-10
2025,L2,DEU,INCHN,15488,19214,2276,112,9,0,0,6,0,1,0,212D,1,6,LA,2025-04-27
2015,REF,AUS,INCHN,23435,19496,1043,422,44,1,0,4,0,0,1,212B,1,34,PY,2025-09-05
2021,B2,LKA,INAMD,12281,3064,2,315,64,0,1,2,1,1,1,212D,1,83,DD,2025-12-27
2021,F1,CAN,INDEL,18532,7292,3492,372,97,1,1,2,0,0,0,212C,0,83,KL,2025-12-15
2024,B1,FRA,INDEL,14561,21077,1753,527,66,0,0,2,0,1,1,212A,1,82,LA,2025-12-20
2024,IR1,MMR,INAMD,11159,3534,910,465,8,1,1,0,0,1,0,212A,1,79,AS,2025-03-30
2013,EB2,ARE,INLKO,8494,10010,306,376,4,0,0,1,0,0,1,212B,1,84,JK,2025-03-19
2018,CR1,CAN,INKOL,21495,6212,2479,337,105,0,0,5,1,0,0,212E,0,59,TS,2025-03-15
2016,EB3,MDV,INDEL,15655,10787,135,17,9,1,0,4,1,1,0,212D,0,23,MZ,2025-01-14
2022,SIV,AUS,INAMD,13076,16548,1932,513,11,1,0,5,1,1,0,NONE,1,38,AP,2025-02-14
2017,E2,JPN,INKOL,9371,7527,2562,425,81,0,1,0,0,1,1,212C,1,11,HR,2025-02-07
2013,F1,CAN,INLKO,19698,4877,2240,128,57,0,1,4,0,0,1,212D,1,52,MN,2025-09-02
2016,E1,SAU,INKOL,5485,12138,1608,241,20,0,0,5,1,1,1,212F,1,63,TR,2025-03-03
2021,E1,SGP,INHYD,8543,17781,1438,337,20,1,0,6,1,1,1,NONE,0,3,HR,2025-04-06
2015,EB3,IND,INCHN,6741,3166,872,354,64,1,1,0,1,0,1,212C,1,4,DD,2025-11-19
2020,K1,LKA,INBLR,2813,21428,1141,418,2,1,1,0,0,1,1,212C,1,15,MP,2025-09-09
2017,H4,ARE,INCHN,20439,17197,665,230,68,1,0,0,1,0,0,212A,0,26,MN,2025-03-02
2013,O1,ARE,INCHN,3291,5776,208,159,88,0,0,4,0,0,1,212B,1,3,GA,2025-09-26
2012,F1,NPL,INHYD,3107,4434,951,218,63,1,0,5,1,1,1,212D,1,71,DL,2025-04-29
2016,EB2,FRA,INKOL,16984,17514,1057,98,48,1,0,5,0,1,0,212C,1,47,GJ,2025-03-28
2020,F1,NPL,INKOL,5624,20457,648,337,71,1,0,3,0,0,0,212D,0,7,DL,2025-03-24
2017,REF,DEU,INDEL,5461,3957,1341,473,16,1,1,0,1,0,1,212C,0,80,AN,2025-03-21
2021,SIV,ARE,INHYD,1637,3983,2167,234,72,1,1,2,0,1,0,212E,1,45,PY,2025-08-16
2023,L2,AUS,INDEL,10064,21346,626,200,31,0,0,1,0,0,1,212A,1,43,DD,2025-10-30
2018,DV,SAU,INHYD,5970,5917,524,536,69,1,0,6,1,0,0,212B,0,66,AS,2025-04-21
2016,L2,ARE,INDEL,21694,8994,1604,249,112,0,0,6,1,1,1,NONE,0,51,PB,2025-11-06
2021,L1,SGP,INMUM,11738,14397,1868,395,103,1,0,3,1,0,0,NONE,0,33,MH,2025-03-12
2017,L1,AFG,INAMD,4459,17520,768,282,20,1,1,3,0,0,0,212E,1,61,WB,2025-11-24
2016,F1,USA,INCHN,5833,16076,3160,456,6,1,1,4,0,0,1,212F,0,20,BR,2025-01-25
2022,H1B,SAU,INCHN,762,1770,2559,484,6,1,0,3,1,0,1,212A,0,23,MN,2025-10-06
2020,J1,AFG,INLKO,5456,4047,2094,486,110,0,1,5,1,0,0,212C,0,43,MZ,2025-07-21
2017,B1,USA,INBLR,24424,11548,771,294,102,0,0,4,0,0,0,212A,1,40,PY,2025-08-13
2022,H1B,MMR,INAMD,23854,5765,739,336,117,1,0,4,1,1,0,212B,0,28,TS,2025-09-24
2019,EB2,FRA,INKOL,12091,21468,3763,476,26,0,1,6,1,1,0,NONE,1,5,LD,2025-10-10
2013,B1,JPN,INBLR,23277,9699,521,540,7,0,0,6,0,1,1,212D,1,55,HR,2025-04-27
2023,IR1,FRA,INMUM,2483,5958,3355,473,72,1,1,2,0,1,0,NONE,1,13,AS,2025-03-08
2024,L2,MDV,INLKO,3351,12170,1400,426,27,0,0,0,1,0,0,212F,1,49,CH,2025-02-16
2020,L2,USA,INBLR,16704,13426,3709,128,78,0,0,3,0,1,1,212F,0,77,SK,2025-08-29
2016,B1,USA,INLKO,11636,19801,2181,314,65,1,0,0,0,0,1,212F,1,51,DL,2025-06-27
2018,O1,MMR,INCHN,17513,17763,3738,340,70,1,0,0,1,1,1,212F,1,76,TR,2025-01-08
