qol_infra_inspection_date,qol_infra_asset_type_code,qol_infra_asset_id_hash,qol_infra_condition_rating,qol_infra_work_order_count,qol_infra_mean_time_to_repair_days,qol_infra_preventive_maintenance_pct,qol_infra_pothole_reports_count,qol_infra_street_sweeping_completion_pct,qol_infra_water_main_break_count,qol_infra_sewer_overflow_count,qol_infra_signal_outage_minutes,qol_infra_graffiti_removal_days_avg,qol_infra_snow_plow_cycle_hours,qol_infra_leaf_pickup_completion_pct,qol_infra_permit_backlog_days,qol_infra_capital_project_status_code,qol_infra_service_request_backlog,qol_infra_operational_cost_usd,qol_infra_resident_report_accuracy_score
2023-04-20,PUBLIC_BUILDING,eeacd5b3a6212ad1,1,0,61.02,63.28,10995,54.57,1160,283,12134.81,47.84,32.03,47.97,224.45,ON_HOLD,45415,26975905.54,0.8588
2023-04-21,ROAD,19e2d058ed82e258,5,315,60.1,63.38,4045,21.44,636,330,31812.83,25.12,81.93,97.72,277.95,DESIGN,11463,33357349.64,0.4757
2023-04-22,SIGNAL,08a8999e67d5f4ba,5,1507,50.51,89.36,7312,37.64,383,463,42530.11,58.77,62.93,39.85,203.19,PLANNED,42701,33606414.85,0.2316
2023-04-23,STORMWATER,1d46501d56fe0e45,5,1735,13.49,67.97,12626,2.63,1850,717,24853.02,8.05,39.32,15.43,20.88,PLANNED,10760,24871172.87,0.9275
2023-04-24,SIDEWALK,4c81c4a98c293aad,1,272,102.4,33.07,19845,73.75,1691,612,15946.97,39.04,47.29,68.93,52.67,COMPLETE,25018,46997758.19,0.3594
2023-04-25,STREETLIGHT,b5c22fadf9fa336a,4,1202,51.13,76.73,2859,89.84,780,82,33470.85,13.08,54.01,31.8,245.31,CONSTRUCTION,49025,4063313.5,0.6644
2023-04-26,PARK,d025d9056da25d09,5,1965,7.91,6.76,4107,91.92,221,415,30470.9,13.34,81.61,39.76,163.47,COMPLETE,32634,35917186.61,0.3205
2023-04-27,PUBLIC_BUILDING,f0bcc97e9d09e2d9,4,759,114.54,41.29,14712,68.96,922,228,35595.56,31.92,82.65,23.31,9.41,PROCUREMENT,18384,28356347.44,0.9336
2023-04-28,STORMWATER,c800fe19198fe3e9,2,291,65.6,81.08,18045,20.12,246,80,21893.82,6.79,14.2,94.49,321.96,CONSTRUCTION,17964,48515475.05,0.5584
2023-04-29,PUBLIC_BUILDING,4b29d6a6b90aea67,5,1351,26.77,61.17,12901,6.01,1931,286,2523.24,49.2,90.95,91.47,46.97,COMPLETE,18474,49068756.73,0.8125
2023-04-30,SIDEWALK,36f0cc13caeb6fbb,1,1480,112.97,17.81,18835,78.4,1308,153,45625.02,38.77,74.13,46.04,42.63,PLANNED,26229,47957713.72,0.5177
2023-05-01,PUBLIC_BUILDING,ed126ae47e8dc56b,3,1065,41.31,80.41,17059,86.13,392,755,19515.46,40.02,61.31,6.25,263.9,CONSTRUCTION,29577,36389959.49,0.7089
2023-05-02,PARK,01ad513f1e80d351,5,859,58.92,2.14,16635,41.02,534,748,10559.88,40.1,12.97,96.57,38.78,CONSTRUCTION,42619,7564678.22,0.0413
2023-05-03,STORMWATER,1d356cb5930622d6,1,790,71.72,55.16,14348,69.56,890,42,26857.91,31.64,4.51,8.07,66.68,COMPLETE,30547,6997850.3,0.1636
2023-05-04,SEWER,062e8ebb8f7f8179,4,344,114.23,42.26,6673,14.96,1027,388,7793.72,29.8,78.51,72.01,60.57,ON_HOLD,8075,43727072.24,0.245
2023-05-05,SIGNAL,3125dca952df7e2a,1,740,39.82,87.7,325,52.58,395,778,6256.02,0.8,47.44,78.72,49.1,COMPLETE,30341,20005963.72,0.4261
2023-05-06,ROAD,73479558215231d8,3,1069,18.09,21.99,18485,48.22,1719,112,17794.92,57.88,17.89,51.61,48.02,DESIGN,47350,15937492.87,0.4128
2023-05-07,PARK,aac9e87ec1a30533,1,1971,33.38,29.91,18075,80.58,75,360,33088.03,35.31,28.15,77.6,172.45,DESIGN,35901,7270111.95,0.7026
2023-05-08,PARK,709a718feb0a1166,5,1885,26.18,82.45,15315,76.92,1750,314,11020.14,54.6,77.71,29.46,362.66,CONSTRUCTION,6108,40435346.02,0.6124
2023-05-09,WATER_MAIN,ddf9ec6a7960cb27,4,1245,23.03,96.71,15935,57.37,1442,398,13182.88,30.98,84.83,81.99,124.71,CONSTRUCTION,22576,16571602.25,0.5383
2023-05-10,WATER_MAIN,a3417c21414433df,4,1537,23.67,32.87,13366,30.45,1359,78,18396.26,48.74,56.72,96.62,333.55,PLANNED,33802,17473551.29,0.0078
2023-05-11,ROAD,7e2cd6b156f9a865,3,1427,69.91,63.34,19050,96.9,167,164,48656.94,33.07,7.12,86.87,325.26,PROCUREMENT,45161,25730960.86,0.655
2023-05-12,STREETLIGHT,09814339991a7f1c,2,620,30.94,90.32,2852,67.71,1595,233,45081.82,36.25,13.2,63.17,213.73,COMPLETE,21084,18163371.11,0.5925
2023-05-13,STORMWATER,b3393d912466de38,4,507,103.56,33.46,10193,30.28,1248,769,13541.56,59.02,14.59,47.76,10.62,ON_HOLD,44953,28683301.96,0.1828
2023-05-14,PARK,23c150137de35e28,1,185,28.53,16.92,1066,40.62,1510,353,39478.0,36.37,48.44,62.33,306.37,DESIGN,31883,39653560.0,0.9492
2023-05-15,STREETLIGHT,99bbd62c924dbb33,1,598,8.16,10.52,8205,37.11,1542,710,34766.1,12.66,18.93,99.05,212.74,PLANNED,36234,47397745.71,0.5095
2023-05-16,STREETLIGHT,93a6d12adfeaa643,2,255,41.23,54.5,18682,73.14,352,5,18226.94,52.37,46.94,66.41,240.62,COMPLETE,49731,25538506.62,0.854
2023-05-17,WATER_MAIN,de3798e592b3f748,4,1641,104.02,72.82,12877,69.34,504,696,36372.05,34.29,35.03,69.26,293.45,CONSTRUCTION,1548,40940906.69,0.0773
2023-05-18,PARK,7e6238fae6e94c51,5,1037,62.81,71.1,3876,18.14,1005,660,46615.48,50.32,35.3,5.51,364.78,COMPLETE,7903,45469498.29,0.8309
2023-05-19,BRIDGE,172cdc47b025e987,4,726,42.08,0.16,14203,83.15,1059,70,24770.68,28.28,70.68,91.76,123.84,PROCUREMENT,22244,121512.66,0.2665
2023-05-20,STREETLIGHT,f5299a712327a688,1,994,94.43,54.78,8288,98.6,723,664,33904.99,12.51,69.09,20.4,311.95,CONSTRUCTION,36974,10320403.2,0.4335
2023-05-21,STREETLIGHT,20fa301a759ca168,3,1001,52.31,89.42,5214,44.91,1074,129,26679.4,23.17,44.09,43.33,88.94,CONSTRUCTION,23964,2792765.84,0.3883
2023-05-22,STORMWATER,c9a2409df35894a0,3,690,72.81,12.4,19525,73.56,1885,400,30708.86,42.22,80.14,13.11,183.98,PLANNED,14491,47446025.22,0.5505
2023-05-23,STORMWATER,38e9ffb78b5b82be,3,1023,18.76,86.05,8860,15.18,263,343,31878.9,25.96,86.88,73.11,330.71,PLANNED,1358,6940481.16,0.3111
2023-05-24,SIDEWALK,f68d1bd91182e27d,4,786,1.93,73.12,18216,11.94,1947,574,16040.55,51.2,53.16,22.02,34.13,PLANNED,48699,11473714.04,0.9568
2023-05-25,SIDEWALK,9899742ce214ff7d,3,133,92.35,95.21,1803,17.16,346,83,9866.85,8.35,27.44,62.54,65.55,PLANNED,30798,18702931.3,0.1445
2023-05-26,SIDEWALK,7068fb929b1596e1,3,632,19.79,67.17,9326,48.45,395,185,15615.92,34.65,29.68,11.49,81.8,DESIGN,37007,26499851.19,0.4814
2023-05-27,SIDEWALK,4978bf9d28c7c952,4,616,111.84,18.07,13196,45.63,537,420,44570.44,12.98,84.73,71.58,35.31,CONSTRUCTION,25102,27386021.48,0.6791
2023-05-28,STREETLIGHT,5ecb8bb7049e30ef,5,1171,42.04,90.04,19198,97.38,1954,124,6625.67,12.95,56.39,20.05,94.95,CONSTRUCTION,34905,35235520.25,0.1834
2023-05-29,BRIDGE,155354aacf1e2b32,2,942,38.13,19.11,16210,29.53,546,21,6695.29,36.33,55.08,19.15,236.37,PLANNED,37316,3065244.27,0.2193
2023-05-30,PARK,103443897f8b1086,4,459,27.01,72.41,2151,70.99,82,675,15762.73,21.87,5.78,59.11,86.17,COMPLETE,19029,23441809.83,0.7841
2023-05-31,PUBLIC_BUILDING,d46fd060a28b7713,1,1564,46.88,79.84,6825,75.39,250,556,5507.76,16.45,32.55,28.06,335.41,PLANNED,18082,9246968.76,0.5044
2023-06-01,PARK,0a55e643afee5ee3,3,689,54.18,16.19,17648,87.56,1727,346,12247.33,19.42,85.41,26.65,114.82,DESIGN,36520,6647258.85,0.8828
2023-06-02,WATER_MAIN,ef6c0f3aafa4df5c,1,1754,67.18,16.59,15750,2.95,1837,418,11171.8,5.23,42.2,83.42,279.89,DESIGN,4786,14481278.97,0.8829
2023-06-03,BRIDGE,bec6147aea6a3660,5,1743,85.42,11.55,10817,5.94,960,236,26186.5,34.97,14.44,76.67,326.28,DESIGN,28347,33205775.0,0.9345
2023-06-04,ROAD,18809d9f5fbdd334,2,724,40.2,86.83,13465,45.3,366,637,36861.93,37.24,46.19,9.72,304.45,COMPLETE,22536,45318828.4,0.0136
2023-06-05,STREETLIGHT,75ea7c5b5c44201a,1,268,104.75,70.18,17810,59.81,1996,257,14203.48,51.9,33.39,14.12,51.36,PLANNED,32640,20140523.11,0.0663
2023-06-06,PUBLIC_BUILDING,d3d697901465ab43,4,68,84.5,34.61,17611,98.81,273,494,39314.39,27.73,94.33,86.82,112.52,PLANNED,7796,1677992.86,0.3219
2023-06-07,SIGNAL,824594ef73b196a1,5,1553,110.0,45.21,6643,22.7,1005,630,22835.99,5.42,78.22,24.66,173.43,COMPLETE,3427,38420380.62,0.4662
2023-06-08,STORMWATER,45e8e8928215db25,5,154,72.96,66.66,19141,16.61,738,88,28216.97,13.06,94.15,79.56,29.73,COMPLETE,10705,41267809.04,0.6224
2023-06-09,SEWER,665d64723e17a405,1,1060,118.79,36.2,5902,27.05,384,740,47976.08,15.39,25.94,1.41,216.61,CONSTRUCTION,44557,11987747.21,0.1776
2023-06-10,BRIDGE,168cdebe0b2a0f51,4,237,116.39,1.67,4369,47.61,333,334,32576.4,14.54,58.83,72.33,61.87,PROCUREMENT,42871,42426571.17,0.6973
2023-06-11,SIDEWALK,1c8e174ed993ab02,3,1384,41.96,11.14,5577,63.04,670,551,20123.83,3.42,50.71,61.51,234.42,PLANNED,49971,33481108.95,0.4718
2023-06-12,STREETLIGHT,fa3d8125c2e46a55,5,840,54.71,71.57,14148,36.12,1074,623,17107.49,24.11,39.79,18.6,211.25,COMPLETE,28111,5796897.53,0.0774
2023-06-13,SIDEWALK,4dd578bfeb81eeef,4,1733,45.79,80.03,17139,45.6,1218,497,23163.23,57.0,5.67,2.37,264.89,PROCUREMENT,49054,49126581.66,0.3491
2023-06-14,SEWER,6640ea6d0b1ee449,4,791,39.24,86.45,8507,31.57,778,214,37308.27,51.44,31.87,77.7,313.49,PLANNED,16969,24230080.61,0.3203
2023-06-15,SIGNAL,a99b768f8209e478,3,487,32.09,13.01,6469,90.71,1504,535,31678.23,59.51,83.32,49.71,184.3,PLANNED,24404,10045072.28,0.213
2023-06-16,SIGNAL,1248cb683ca4ed18,2,76,74.19,77.57,16023,92.37,340,166,20368.98,52.81,3.2,30.34,137.75,CONSTRUCTION,31535,19740424.38,0.7956
2023-06-17,WATER_MAIN,9741b845a5b1759b,5,306,107.46,10.47,9454,65.57,416,676,8266.96,24.61,94.25,89.17,27.15,DESIGN,13273,37283892.6,0.9481
2023-06-18,STREETLIGHT,299f58e4ec77bfdd,2,782,98.02,14.45,8604,83.03,1575,654,15957.13,8.8,34.04,93.89,310.11,COMPLETE,37675,10806030.19,0.9874
2023-06-19,WATER_MAIN,a8b6c1997fd41817,5,1991,68.21,15.34,2010,93.93,1547,581,37720.73,4.64,80.85,85.7,28.08,DESIGN,7237,11663633.55,0.4976
2023-06-20,PARK,a74bdb11d79d0c99,3,334,23.34,17.01,12570,86.61,205,268,40174.28,3.73,21.49,50.79,312.67,CONSTRUCTION,1760,32009795.75,0.7997
2023-06-21,PUBLIC_BUILDING,3bbbbf33ffe662c3,2,672,88.09,18.21,14586,18.6,1943,90,36523.14,39.26,90.19,58.29,356.12,PROCUREMENT,21862,18061169.9,0.7615
2023-06-22,BRIDGE,d10d9bf92ff6931b,3,624,27.07,90.37,12997,62.14,1215,733,28589.72,9.32,82.96,21.25,354.72,ON_HOLD,20349,29145683.98,0.4652
2023-06-23,STORMWATER,643dde25402add08,2,1260,46.31,70.34,6544,21.26,1038,491,12775.14,38.43,92.12,78.22,322.29,CONSTRUCTION,33920,28650871.14,0.0192
2023-06-24,WATER_MAIN,11ec6298d1220b3b,3,992,49.39,73.38,13912,14.62,1860,129,22032.32,53.97,34.04,10.7,75.84,CONSTRUCTION,42592,38553061.77,0.3396
2023-06-25,SIGNAL,ff6865f1cdc997d4,2,1679,43.74,10.48,14637,48.19,223,149,49623.93,25.48,17.48,5.84,295.75,PLANNED,7634,15287924.57,0.856
2023-06-26,STORMWATER,d1ed048659caf57b,4,509,97.48,60.54,19936,33.21,636,292,48920.65,3.51,7.92,36.54,281.94,CONSTRUCTION,39976,35860985.2,0.6481
2023-06-27,SIDEWALK,c80c750b8540b9df,1,921,75.58,89.94,11969,92.78,1240,174,37875.75,36.89,4.1,68.91,209.92,CONSTRUCTION,41563,10796226.77,0.1498
2023-06-28,WATER_MAIN,f9bcb9985c413713,3,503,13.98,75.46,7724,41.65,1085,265,32335.85,21.29,66.57,74.64,120.48,PLANNED,24411,32803928.19,0.2981
2023-06-29,PUBLIC_BUILDING,3d4564a378bacc87,1,1798,99.69,87.43,15927,32.56,1526,293,48758.66,39.43,5.6,33.5,189.11,COMPLETE,36764,7791648.24,0.9203
2023-06-30,SEWER,f2ec06e24045a45c,3,1842,12.36,26.55,7379,45.08,1708,606,13107.45,31.21,65.8,64.15,275.91,CONSTRUCTION,46380,48049822.17,0.2081
2023-07-01,PARK,e5773c95996644b0,5,965,103.7,7.49,351,24.49,1100,571,6085.55,51.4,1.28,66.62,190.85,COMPLETE,1451,11727886.53,0.3364
2023-07-02,SIGNAL,95a0b30a461e0dfb,5,477,4.01,68.71,19372,90.93,1583,790,17819.39,8.57,91.76,57.02,159.0,COMPLETE,6002,9405370.8,0.5315
2023-07-03,SIGNAL,788f3cf6bed69f11,2,307,0.56,21.04,1015,64.62,1497,426,24640.87,45.66,73.65,35.86,69.68,CONSTRUCTION,14256,20819577.8,0.8264
2023-07-04,STREETLIGHT,bc298de73d8c0fe9,2,1066,10.16,52.8,11889,26.86,1104,71,17554.5,14.88,60.64,1.11,326.67,ON_HOLD,33059,40926099.57,0.4799
2023-07-05,STORMWATER,646c93a162c716db,3,1797,18.8,97.47,11638,64.12,905,66,1718.63,12.45,61.05,32.34,59.46,ON_HOLD,44812,44949226.65,0.9884
2023-07-06,SIGNAL,b85da00fe28bdbd7,3,960,80.82,6.28,11735,36.06,1665,322,8819.24,20.52,47.45,69.58,260.13,COMPLETE,25270,26802173.22,0.9329
2023-07-07,SIDEWALK,3a9c7d72ea74e3de,3,1515,28.22,92.26,14851,99.68,1421,398,27987.25,41.94,70.09,78.51,182.22,CONSTRUCTION,40615,18701708.89,0.6632
2023-07-08,PUBLIC_BUILDING,64f9bd9a9aa93c21,2,1035,11.91,44.35,16887,59.0,897,179,28017.4,19.22,10.42,79.69,305.4,CONSTRUCTION,45070,21997374.53,0.3569
2023-07-09,SIGNAL,a96716b0235c7e19,2,418,101.81,57.2,7463,12.94,107,33,45322.61,2.1,94.9,93.67,106.48,COMPLETE,26438,22621131.96,0.3619
2023-07-10,SEWER,1783d79e5456dc19,3,1146,16.45,52.65,1500,89.84,799,59,43638.82,54.0,6.46,40.8,9.2,CONSTRUCTION,4354,30824065.11,0.7105
2023-07-11,STREETLIGHT,d5d7768d87ba19d5,3,1431,102.51,55.91,11867,97.25,701,197,4698.88,33.7,38.95,0.69,34.12,COMPLETE,33442,19164996.25,0.2401
2023-07-12,WATER_MAIN,a5d6758e7360c9a4,4,1003,37.42,76.7,8122,10.93,1387,248,30052.97,55.28,32.4,58.49,52.71,DESIGN,17508,11188613.0,0.3018
2023-07-13,WATER_MAIN,2bd72e88eb21f1da,3,1832,28.04,41.64,11426,75.37,625,22,34606.14,56.76,40.27,55.04,4.32,PLANNED,33568,23528787.71,0.43
2023-07-14,SIGNAL,ade4820a48b060c9,4,914,100.54,13.0,6904,91.58,1604,0,38433.03,52.89,71.19,67.71,216.08,DESIGN,12550,23063715.65,0.6093
2023-07-15,SEWER,cc671efb92a38824,4,871,118.83,74.03,542,0.32,1670,473,15454.45,13.3,22.18,95.41,278.67,COMPLETE,49564,27233442.74,0.5181
2023-07-16,ROAD,00145310e35a4056,5,1298,48.31,74.87,7823,10.1,316,546,34643.61,46.22,75.28,16.14,353.91,DESIGN,21825,46557245.54,0.8738
2023-07-17,STREETLIGHT,d86c84cd4c2b9f0a,1,1356,54.68,32.1,8296,27.66,1566,247,33936.5,33.73,43.2,98.95,266.87,PLANNED,27383,13534887.47,0.1919
2023-07-18,SIDEWALK,95b863693f28ade3,2,1215,61.25,58.2,10715,60.16,37,13,40481.36,44.88,8.31,45.97,128.64,DESIGN,34765,32234603.49,0.207
2023-07-19,ROAD,ee97bc9ffbbe1028,5,1784,23.05,18.19,4729,76.84,651,383,7517.53,38.24,32.92,7.87,301.62,COMPLETE,39384,18902629.34,0.1257
2023-07-20,SIGNAL,4fdc7ed43a04343f,4,37,58.17,50.03,9893,60.78,358,519,37358.99,36.81,13.56,10.81,219.43,DESIGN,12634,36629404.67,0.4344
2023-07-21,SEWER,7de57892c6e073c4,3,1976,64.08,1.25,9083,51.48,1513,277,19894.99,10.17,3.58,55.25,350.4,COMPLETE,9366,32053863.01,0.4031
2023-07-22,BRIDGE,4bbc046a3409da4d,5,882,8.53,69.98,5007,0.87,120,143,9722.34,25.95,83.11,56.36,362.88,CONSTRUCTION,19039,15906812.21,0.7767
2023-07-23,PARK,1d92a9eba55dfaf7,2,1848,68.61,44.5,9369,12.38,230,476,665.44,45.18,79.44,4.58,189.67,ON_HOLD,41818,15998592.71,0.5925
2023-07-24,BRIDGE,b8e0916661a377ff,4,713,3.21,31.13,299,39.8,1421,749,6685.19,11.12,27.23,21.88,184.36,ON_HOLD,3719,34110069.4,0.1587
2023-07-25,SIGNAL,fc36943adc422691,2,1312,106.99,24.27,4283,16.3,1831,452,2192.18,4.33,64.46,6.74,103.14,CONSTRUCTION,42779,3319793.15,0.0813
2023-07-26,ROAD,a64bb1b496b4e4b8,1,249,83.55,70.69,1481,39.49,91,495,23075.33,42.54,28.32,11.99,346.97,PLANNED,47219,33459282.17,0.2659
2023-07-27,SIDEWALK,0268afa62e3c48e5,3,186,62.76,69.61,5462,33.98,951,167,42117.55,8.42,29.53,44.54,125.09,COMPLETE,14907,31830194.16,0.371
2023-07-28,SIGNAL,159323a9ffa90f50,4,1909,14.98,6.21,18761,94.18,475,135,33620.08,14.05,65.58,65.59,247.4,PLANNED,45700,32981456.8,0.4155
2023-07-29,PARK,de1089b06c828a5c,5,971,22.17,44.85,10517,6.82,1255,646,12847.73,55.45,85.24,19.43,23.84,PLANNED,7267,35443622.22,0.0442
2023-07-30,PARK,544a15ce14791420,5,1990,80.77,75.86,14175,97.86,1790,169,17645.53,23.3,94.6,92.1,4.57,ON_HOLD,11712,14620770.46,0.8117
2023-07-31,STREETLIGHT,c1e09b954463c5bc,5,1395,42.88,44.28,6919,72.12,1411,266,33410.85,4.68,26.87,3.78,35.82,CONSTRUCTION,8295,46427856.45,0.7787
2023-08-01,SIDEWALK,e23f2bc684d46efc,5,1471,3.86,73.5,16311,76.01,969,526,26302.74,16.14,93.3,26.7,276.52,PROCUREMENT,4556,23394911.12,0.0007
2023-08-02,STREETLIGHT,181bf708aaf61698,1,963,62.22,8.77,16617,14.57,1772,234,38253.16,5.01,59.99,6.08,70.51,CONSTRUCTION,4464,4296309.19,0.7509
2023-08-03,STREETLIGHT,84614e009ccee8d0,3,1194,69.14,65.98,19618,43.74,1799,797,9436.53,41.05,73.35,46.48,356.02,ON_HOLD,15907,47298542.65,0.9866
2023-08-04,STORMWATER,3714693811af116c,4,155,15.5,60.46,6264,60.23,1860,354,25283.62,43.66,35.81,52.55,342.66,PROCUREMENT,29163,44189169.14,0.4168
2023-08-05,BRIDGE,3fab29a1edfe1bec,2,224,80.16,22.91,305,53.0,822,14,16367.67,41.15,40.93,17.79,278.37,CONSTRUCTION,28225,18383881.45,0.1623
2023-08-06,WATER_MAIN,6cf32c10b735b618,3,1645,92.41,34.06,18141,45.48,1163,346,4091.96,26.82,27.2,12.51,66.13,PROCUREMENT,16334,9564025.2,0.8086
2023-08-07,SIDEWALK,8978641ec2c132c5,4,272,23.47,50.44,11675,32.6,930,455,34905.59,33.18,19.1,13.32,311.01,PLANNED,18171,45716413.31,0.7309
2023-08-08,WATER_MAIN,ac23ca523b5c05d3,5,325,13.17,87.72,5346,19.65,748,597,10130.02,11.86,88.25,4.78,178.02,CONSTRUCTION,19151,14263584.28,0.1613
2023-08-09,STREETLIGHT,8202a0b75d780568,4,1187,80.7,7.86,10475,54.52,586,596,26425.02,27.22,49.02,90.75,272.16,COMPLETE,16551,45086224.9,0.8684
2023-08-10,PARK,7c390d2262dd783e,2,1781,21.37,57.98,14172,32.15,320,428,37138.57,53.33,7.23,88.15,95.12,COMPLETE,14819,14410622.46,0.5554
2023-08-11,PARK,238e57bc6a3998c4,4,1095,84.05,74.95,2914,27.4,1229,116,22777.36,13.66,42.9,43.79,326.38,PLANNED,31886,11050370.99,0.8849
2023-08-12,PARK,9207f3e3763c53ce,4,1121,85.49,66.27,4152,34.65,1941,227,11366.15,27.03,3.68,13.75,26.24,COMPLETE,22501,12701257.34,0.3462
2023-08-13,BRIDGE,fce662578534a3f9,3,1682,26.57,86.75,16454,83.58,1111,503,15394.03,12.09,45.24,95.68,86.21,PLANNED,41370,34856213.1,0.749
2023-08-14,STREETLIGHT,25cdaaf4deee8cc7,4,1886,104.2,11.28,17354,69.78,815,619,36888.14,18.92,19.27,41.3,199.73,DESIGN,10030,19200897.44,0.614
2023-08-15,PARK,63fe6ff0dae2c779,4,5,51.27,77.01,2190,32.43,262,616,45706.1,4.7,27.92,46.12,93.55,CONSTRUCTION,35270,41665177.74,0.4062
2023-08-16,SIDEWALK,080f24657e072b39,1,1881,115.95,70.53,15434,63.5,1821,149,12042.41,59.77,41.06,72.61,135.46,COMPLETE,30151,3458907.04,0.3976
2023-08-17,BRIDGE,dfe506d2b3d29e87,5,1635,25.74,16.82,15190,46.7,1024,270,6574.4,54.69,75.08,13.72,128.3,COMPLETE,41971,21912480.85,0.7155
2023-08-18,PUBLIC_BUILDING,8ddeee0ef9e6ebc9,4,922,30.39,85.41,9083,9.65,1401,202,17299.76,46.45,74.99,41.11,13.1,CONSTRUCTION,21546,13444114.37,0.2141
2023-08-19,PUBLIC_BUILDING,90a1d240139b8d5a,2,1198,0.99,95.09,10596,30.04,887,15,14513.93,19.64,22.41,21.04,32.33,ON_HOLD,33120,27775860.84,0.3311
2023-08-20,PUBLIC_BUILDING,5d2a9265be776ea7,4,748,74.5,98.58,11032,4.06,1615,2,23692.68,27.43,83.02,26.59,225.6,PLANNED,39941,22408363.52,0.6485
2023-08-21,SEWER,722b1ff17a70163a,3,211,16.86,76.04,18519,78.91,882,385,21113.14,55.73,77.05,93.14,89.19,CONSTRUCTION,39789,10383752.72,0.5249
2023-08-22,PUBLIC_BUILDING,6d3b7ef74b3b3fbd,3,379,73.89,56.52,18714,42.3,1164,544,49826.95,16.51,44.26,21.48,278.07,COMPLETE,9780,8042086.57,0.0707
2023-08-23,ROAD,42f76abd53b4fa44,4,1266,85.12,66.17,317,62.84,773,702,48099.12,10.82,20.97,9.53,51.78,COMPLETE,2168,43096350.45,0.6089
2023-08-24,SIDEWALK,066bd580d3cf362d,1,1905,41.98,71.08,1344,55.48,1284,270,35403.26,25.47,64.34,85.13,10.6,CONSTRUCTION,22560,41446722.54,0.9855
2023-08-25,SEWER,c1e5f163f1519418,3,1562,82.62,33.35,13555,89.45,861,502,14650.79,57.44,85.28,9.03,303.62,COMPLETE,18132,35712465.0,0.6796
2023-08-26,ROAD,6ea3dc277ae7bffe,2,1199,87.64,56.9,13582,39.64,1086,186,42360.63,53.09,75.07,32.09,255.08,DESIGN,7578,550873.15,0.8247
2023-08-27,SEWER,ae0d85c1ac9ea43a,1,1986,4.32,78.61,3173,89.71,525,308,45576.85,55.64,86.06,48.32,110.59,CONSTRUCTION,6213,33210596.12,0.5814
2023-08-28,PARK,1cdf5af418ca9771,3,1353,14.54,25.49,16638,8.48,18,390,40605.92,6.51,28.27,15.99,281.03,CONSTRUCTION,25280,31883144.5,0.4474
2023-08-29,BRIDGE,481d31a8291f3368,3,744,76.07,44.27,10785,55.12,1422,743,3728.78,54.21,82.9,85.4,149.04,PROCUREMENT,13380,3164064.01,0.5741
2023-08-30,SIDEWALK,94b774d472749b55,5,652,33.43,70.28,11625,79.18,468,303,44028.34,31.37,70.29,15.15,156.28,CONSTRUCTION,22537,33385248.81,0.8963
2023-08-31,STORMWATER,cd6376b70378bd04,3,1843,52.93,62.12,18867,64.22,797,83,19198.91,24.7,67.86,74.75,135.97,DESIGN,16143,36799009.28,0.9434
2023-09-01,SIGNAL,41d050e687d2ffa5,3,1176,109.33,7.6,19239,2.05,1716,696,47012.62,35.06,61.5,90.96,122.24,ON_HOLD,25848,45045198.13,0.1773
2023-09-02,PUBLIC_BUILDING,3c10d49e35cd9313,4,1029,46.69,55.16,8162,17.49,820,513,42282.84,34.47,90.84,15.59,255.38,PLANNED,34820,47468035.87,0.96
2023-09-03,SIGNAL,c662d4363909246d,4,1031,12.09,63.57,16627,47.23,202,797,48317.24,32.65,11.45,98.7,114.01,DESIGN,14801,12885975.33,0.1713
2023-09-04,STREETLIGHT,66ed88e971f56c35,5,1862,108.1,8.83,2941,48.8,792,479,39367.56,58.39,90.47,80.57,68.0,CONSTRUCTION,8900,3568566.49,0.4782
2023-09-05,ROAD,4870456673ed86bf,5,382,81.33,31.38,12268,4.89,269,778,13512.96,44.72,38.09,81.63,155.72,COMPLETE,43380,46317929.41,0.3611
2023-09-06,SEWER,d180b575cae3fdaf,1,536,69.74,26.35,3361,50.67,1654,16,45139.38,30.97,14.79,23.53,150.31,CONSTRUCTION,39857,31657057.97,0.6532
2023-09-07,ROAD,0f6354f2fd96dd70,3,736,83.14,19.86,3259,59.24,1777,213,28559.91,52.88,32.16,16.25,65.67,CONSTRUCTION,14959,21622687.48,0.7888
2023-09-08,SEWER,770c9b917bd7e196,3,1828,28.46,92.64,13394,51.85,664,478,30613.52,14.64,75.15,83.66,249.28,CONSTRUCTION,19671,47533184.96,0.4872
2023-09-09,PARK,f18807e63d588163,4,759,85.58,98.68,18167,82.48,472,791,45238.31,0.63,50.7,14.2,117.11,PLANNED,9179,32981435.56,0.5349
2023-09-10,SIDEWALK,f16ec74ee19f178a,5,1995,65.76,9.74,6521,82.26,450,379,39862.92,33.96,3.32,42.33,196.61,DESIGN,1961,49696443.43,0.3365
2023-09-11,SEWER,5b7f1a5e9a723682,2,1767,85.46,44.96,16582,59.74,374,337,1920.8,32.56,40.6,37.62,27.78,ON_HOLD,13569,15730184.35,0.8168
2023-09-12,BRIDGE,c678e0e54e0ea9de,2,946,1.6,61.29,11843,46.26,208,198,34687.31,43.21,0.4,98.05,110.42,CONSTRUCTION,46857,14782013.3,0.432
2023-09-13,SIGNAL,d5755c6c6b68ff86,5,1857,15.3,33.39,16827,35.34,1918,323,6575.47,5.05,71.75,10.55,311.48,ON_HOLD,16648,9529880.88,0.9405
